title,model,field_published_stock_code,field_product_type,field_product_category,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_revision,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm,field_outside_dia_cm,field_out_dia_tol_bld_spc_in,field_out_dia_tol_in,field_out_dia_tol_mm,field_out_dia_tol_cm,field_hole_dia_bd_spe_in,field_hole_dia_in,field_hole_dia_mm,field_hole_dia_cm,field_rod_dia_bd_spe_in,field_rod_dia_in,field_rod_dia_mm,field_rod_dia_cm,field_rod_dia_tole_bd_spe_in,field_rod_dia_tole_in,field_rod_dia_tole_mm,field_rod_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm,field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_tole_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_solid_height_bd_spe_in,field_solid_height_in,field_solid_height_mm,field_solid_height_cm,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_wire_dia_cm,field_material,field_material_short_description,field_load_at_solid_height_bd_lb,field_load_at_solid_height_lb,field_load_at_solid_height_n,field_load_at_solid_height_kg,field_load_at_solid_height_gm,field_end,field_direction_of_wind,field_active_coils_bd_spe,field_active_coils,field_active_coils_tole_bd_spe,field_active_coils_tole,field_total_coils_bd_spe,field_total_coils,field_finish,field_spring_type,field_product_series,field_material_specification,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_ins_dia_tol_bld_spec_in,field_field_inside_dia_tol_in,field_field_inside_dia_tol_mm,field_field_inside_dia_tol_cm,field_color,field_weight_per_item_lb
LC 047E 09 M,LC 047E 09 M,LC047E09M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.36,0.36,9.14,0.914,+/-0.008,+/-0.008,+/-0.2,+/-0.02,0.375,0.375,9.53,0.953,0.254,0.254,6.45,0.645,MIN,MIN,MIN,MIN,0.938,0.938,23.83,2.383,0.031,0.031,0.79,0.079,37.9,37.9,6.638,66.38,0.6768,6.768,676.82,6768.2,3.79,3.79,0.6638,6.638,0.06768,0.6768,67.682,676.82,0.402,0.402,10.21,1.021,0.047,0.047,1.19,0.119,Music Wire,MW,20.8,20.8,92.52,9.435,9434.88,Squared and Ground,Factory Option,6.2981,6.2981,Reference,Reference,8.3,8.3,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.266,0.266,6.76,0.676,Reference,Reference,Reference,Reference,,0.004229
LC 047E 09 S,LC 047E 09 S,LC047E09S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.36,0.36,9.14,0.914,+/-0.008,+/-0.008,+/-0.2,+/-0.02,0.375,0.375,9.53,0.953,0.254,0.254,6.45,0.645,MIN,MIN,MIN,MIN,0.938,0.938,23.83,2.383,0.033,0.033,0.84,0.084,31.5707,31.571,5.529,55.29,0.5638,5.638,563.79,5637.9,3.1571,3.157,0.5529,5.529,0.05638,0.5638,56.379,563.79,0.4017,0.402,10.2,1.02,0.047,0.047,1.19,0.119,Stainless Steel,SS,17.326,17.326,77.07,7.859,7859.07,Squared and Ground,Factory Option,6.2985,6.2985,Reference,Reference,8.2985,8.2985,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.266,0.266,6.76,0.676,Reference,Reference,Reference,Reference,,0.0043098
LC 047E 09 S316,LC 047E 09 S316,LC047E09S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.36,0.36,9.14,0.914,+/-0.008,+/-0.008,+/-0.2,+/-0.02,0.375,0.375,9.53,0.953,0.254,0.254,6.45,0.645,MIN,MIN,MIN,MIN,0.938,0.938,23.83,2.383,0.033,0.033,0.84,0.084,31.5707,31.571,5.529,55.29,0.5638,5.638,563.79,5637.9,3.1571,3.157,0.5529,5.529,0.05638,0.5638,56.379,563.79,0.4017,0.402,10.2,1.02,0.047,0.047,1.19,0.119,Stainless Steel Type 316,SS316,17.326,17.326,77.07,7.859,7859.07,Squared and Ground,Factory Option,6.2985,6.2985,Reference,Reference,8.2985,8.2985,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.266,0.266,6.76,0.676,Reference,Reference,Reference,Reference,,0.0043098
LC 047E 10 M,LC 047E 10 M,LC047E10M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.36,0.36,9.14,0.914,+/-0.008,+/-0.008,+/-0.2,+/-0.02,0.375,0.375,9.53,0.953,0.254,0.254,6.45,0.645,MIN,MIN,MIN,MIN,1,1,25.4,2.54,0.033,0.033,0.84,0.084,35.3,35.3,6.182,61.82,0.6304,6.304,630.39,6303.9,3.53,3.53,0.6182,6.182,0.06304,0.6304,63.039,630.39,0.424,0.424,10.77,1.077,0.047,0.047,1.19,0.119,Music Wire,MW,20.8,20.8,92.52,9.435,9434.88,Squared and Ground,Factory Option,6.7619,6.7619,Reference,Reference,8.76,8.76,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.266,0.266,6.76,0.676,Reference,Reference,Reference,Reference,,0.0044654
LC 047E 10 S,LC 047E 10 S,LC047E10S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.36,0.36,9.14,0.914,+/-0.008,+/-0.008,+/-0.2,+/-0.02,0.375,0.375,9.53,0.953,0.254,0.254,6.45,0.645,MIN,MIN,MIN,MIN,1,1,25.4,2.54,0.033,0.033,0.84,0.084,29.4166,29.417,5.152,51.52,0.5253,5.253,525.32,5253.2,2.942,2.942,0.5152,5.152,0.05254,0.5254,52.538,525.38,0.424,0.424,10.77,1.077,0.047,0.047,1.19,0.119,Stainless Steel,SS,17.3264,17.326,77.07,7.859,7859.26,Squared and Ground,Factory Option,6.7619,6.7619,Reference,Reference,8.7619,8.7619,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.266,0.266,6.76,0.676,Reference,Reference,Reference,Reference,,0.0039652
LC 047E 10 S316,LC 047E 10 S316,LC047E10S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.36,0.36,9.14,0.914,+/-0.008,+/-0.008,+/-0.2,+/-0.02,0.375,0.375,9.53,0.953,0.254,0.254,6.45,0.645,MIN,MIN,MIN,MIN,1,1,25.4,2.54,0.033,0.033,0.84,0.084,29.4166,29.417,5.152,51.52,0.5253,5.253,525.32,5253.2,2.942,2.942,0.5152,5.152,0.05254,0.5254,52.538,525.38,0.424,0.424,10.77,1.077,0.047,0.047,1.19,0.119,Stainless Steel Type 316,SS316,17.3264,17.326,77.07,7.859,7859.26,Squared and Ground,Factory Option,6.7619,6.7619,Reference,Reference,8.7619,8.7619,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.266,0.266,6.76,0.676,Reference,Reference,Reference,Reference,,0.0039652
LC 047E 11 M,LC 047E 11 M,LC047E11M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.36,0.36,9.14,0.914,+/-0.008,+/-0.008,+/-0.2,+/-0.02,0.375,0.375,9.53,0.953,0.254,0.254,6.45,0.645,MIN,MIN,MIN,MIN,1.125,1.125,28.58,2.858,0.035,0.035,0.89,0.089,31,31,5.429,54.29,0.5536,5.536,553.6,5536,3.1,3.1,0.5429,5.429,0.05536,0.5536,55.36,553.6,0.469,0.469,11.91,1.191,0.047,0.047,1.19,0.119,Music Wire,MW,20.8,20.8,92.52,9.435,9434.88,Squared and Ground,Factory Option,7.6999,7.6999,Reference,Reference,9.7,9.7,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.266,0.266,6.76,0.676,Reference,Reference,Reference,Reference,,0.0049435
LC 047E 11 S,LC 047E 11 S,LC047E11S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.36,0.36,9.14,0.914,+/-0.008,+/-0.008,+/-0.2,+/-0.02,0.375,0.375,9.53,0.953,0.254,0.254,6.45,0.645,MIN,MIN,MIN,MIN,1.125,1.125,28.58,2.858,0.039,0.039,0.99,0.099,25.823,25.823,4.522,45.22,0.4611,4.611,461.15,4611.5,2.5823,2.582,0.4522,4.522,0.04611,0.4611,46.115,461.15,0.4693,0.469,11.92,1.192,0.047,0.047,1.19,0.119,Stainless Steel,SS,17.326,17.326,77.07,7.859,7859.07,Squared and Ground,Factory Option,7.694,7.694,Reference,Reference,9.694,9.694,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.266,0.266,6.76,0.676,Reference,Reference,Reference,Reference,,0.0050346
LC 047E 11 S316,LC 047E 11 S316,LC047E11S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.36,0.36,9.14,0.914,+/-0.008,+/-0.008,+/-0.2,+/-0.02,0.375,0.375,9.53,0.953,0.254,0.254,6.45,0.645,MIN,MIN,MIN,MIN,1.125,1.125,28.58,2.858,0.039,0.039,0.99,0.099,25.823,25.823,4.522,45.22,0.4611,4.611,461.15,4611.5,2.5823,2.582,0.4522,4.522,0.04611,0.4611,46.115,461.15,0.4693,0.469,11.92,1.192,0.047,0.047,1.19,0.119,Stainless Steel Type 316,SS316,17.326,17.326,77.07,7.859,7859.07,Squared and Ground,Factory Option,7.694,7.694,Reference,Reference,9.694,9.694,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.266,0.266,6.76,0.676,Reference,Reference,Reference,Reference,,0.0050346
LC 047E 12 M,LC 047E 12 M,LC047E12M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.36,0.36,9.14,0.914,+/-0.008,+/-0.008,+/-0.2,+/-0.02,0.375,0.375,9.53,0.953,0.254,0.254,6.45,0.645,MIN,MIN,MIN,MIN,1.25,1.25,31.75,3.175,0.039,0.039,0.99,0.099,27.7,27.7,4.851,48.51,0.4947,4.947,494.67,4946.7,2.77,2.77,0.4851,4.851,0.04947,0.4947,49.467,494.67,0.514,0.514,13.06,1.306,0.047,0.047,1.19,0.119,Music Wire,MW,20.8,20.8,92.52,9.435,9434.88,Squared and Ground,Factory Option,8.6172,8.6172,Reference,Reference,10.62,10.62,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.266,0.266,6.76,0.676,Reference,Reference,Reference,Reference,,0.005411
