title,model,field_published_stock_code,field_product_type,field_product_category,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_revision,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm,field_outside_dia_cm,field_out_dia_tol_bld_spc_in,field_out_dia_tol_in,field_out_dia_tol_mm,field_out_dia_tol_cm,field_hole_dia_bd_spe_in,field_hole_dia_in,field_hole_dia_mm,field_hole_dia_cm,field_rod_dia_bd_spe_in,field_rod_dia_in,field_rod_dia_mm,field_rod_dia_cm,field_rod_dia_tole_bd_spe_in,field_rod_dia_tole_in,field_rod_dia_tole_mm,field_rod_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm,field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_solid_height_bd_spe_in,field_solid_height_in,field_solid_height_mm,field_solid_height_cm,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_wire_dia_cm,field_material,field_material_short_description,field_load_at_solid_height_bd_lb,field_load_at_solid_height_lb,field_load_at_solid_height_n,field_load_at_solid_height_kg,field_load_at_solid_height_gm,field_end,field_direction_of_wind,field_active_coils_bd_spe,field_active_coils,field_active_coils_tole_bd_spe,field_active_coils_tole,field_total_coils_bd_spe,field_total_coils,field_finish,field_spring_type,field_product_series,field_material_specification,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_ins_dia_tol_bld_spec_in,field_field_inside_dia_tol_in,field_field_inside_dia_tol_mm,field_field_inside_dia_tol_cm,field_color,field_weight_per_item_lb
MS24585-73,MS24585-73,MS2458573,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,D,0.18,0.18,4.57,0.457,+/-0.005,+/-0.005,+/-0.13,+/-0.013,,,,,,0,,0,,,,,0.62,0.62,15.75,1.575,Reference,Reference,Reference,Reference,51.3,51.3,8.984,89.84,0.9161,9.161,916.12,9161.2,5.13,5.13,0.8984,8.984,0.09161,0.9161,91.612,916.12,0.368,0.368,9.35,0.935,0.032,0.032,0.81,,Music Wire,MW,12.87,12.87,57.25,5.838,5837.83,Squared and Ground,Factory Option,9.5,9.5,Reference,Reference,11.5,11.5,None,1,MIL SPEC Compression (MS24585),ASTM A228,0.116,0.116,2.95,0.295,Reference,Reference,Reference,Reference,,0.001305
MS24585-74,MS24585-74,MS2458574,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,D,0.18,0.18,4.57,0.457,+/-0.005,+/-0.005,+/-0.13,+/-0.013,,,,,,0,,0,,,,,0.69,0.69,17.53,1.753,Reference,Reference,Reference,Reference,47.5,47.5,8.319,83.19,0.8483,8.483,848.26,8482.6,4.75,4.75,0.8319,8.319,0.08483,0.8483,84.826,848.26,0.392,0.392,9.96,0.996,0.032,0.032,0.81,,Music Wire,MW,14.106,14.106,62.75,6.398,6398.48,Squared and Ground,Factory Option,10.25,10.25,Reference,Reference,12.25,12.25,None,1,MIL SPEC Compression (MS24585),ASTM A228,0.116,0.116,2.95,0.295,Reference,Reference,Reference,Reference,,0.00139
MS24585-75,MS24585-75,MS2458575,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,D,0.18,0.18,4.57,0.457,+/-0.005,+/-0.005,+/-0.13,+/-0.013,,,,,,0,,0,,,,,0.75,0.75,19.05,1.905,Reference,Reference,Reference,Reference,41.3,41.3,7.233,72.33,0.7375,7.375,737.54,7375.4,4.13,4.13,0.7233,7.233,0.07375,0.7375,73.754,737.54,0.44,0.44,11.18,1.118,0.032,0.032,0.81,,Music Wire,MW,12.801,12.801,56.94,5.807,5806.53,Squared and Ground,Factory Option,11.75,11.75,Reference,Reference,13.75,13.75,None,1,MIL SPEC Compression (MS24585),ASTM A228,0.116,0.116,2.95,0.295,Reference,Reference,Reference,Reference,,0.00156
MS24585-76,MS24585-76,MS2458576,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,D,0.18,0.18,4.57,0.457,+/-0.005,+/-0.005,+/-0.13,+/-0.013,,,,,,0,,0,,,,,0.81,0.81,20.57,2.057,Reference,Reference,Reference,Reference,37.3,37.3,6.532,65.32,0.6661,6.661,666.1,6661,3.73,3.73,0.6532,6.532,0.06661,0.6661,66.61,666.1,0.48,0.48,12.19,1.219,0.032,0.032,0.81,,Music Wire,MW,12.316,12.316,54.78,5.587,5586.54,Squared and Ground,Factory Option,13,13,Reference,Reference,15,15,None,1,MIL SPEC Compression (MS24585),ASTM A228,0.116,0.116,2.95,0.295,Reference,Reference,Reference,Reference,,0.001702
MS24585-77,MS24585-77,MS2458577,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,D,0.18,0.18,4.57,0.457,+/-0.005,+/-0.005,+/-0.13,+/-0.013,,,,,,0,,0,,,,,0.88,0.88,22.35,2.235,Reference,Reference,Reference,Reference,33.5,33.5,5.867,58.67,0.5982,5.982,598.24,5982.4,3.35,3.35,0.5867,5.867,0.05982,0.5982,59.824,598.24,0.528,0.528,13.41,1.341,0.032,0.032,0.81,,Music Wire,MW,11.778,11.778,52.39,5.343,5342.5,Squared and Ground,Factory Option,14.5,14.5,Reference,Reference,16.5,16.5,None,1,MIL SPEC Compression (MS24585),ASTM A228,0.116,0.116,2.95,0.295,Reference,Reference,Reference,Reference,,0.001872
MS24585-78,MS24585-78,MS2458578,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,D,0.18,0.18,4.57,0.457,+/-0.005,+/-0.005,+/-0.13,+/-0.013,,,,,,0,,0,,,,,0.94,0.94,23.88,2.388,Reference,Reference,Reference,Reference,31.3,31.3,5.482,54.82,0.559,5.59,558.96,5589.6,3.13,3.13,0.5482,5.482,0.0559,0.559,55.896,558.96,0.56,0.56,14.22,1.422,0.032,0.032,0.81,,Music Wire,MW,11.895,11.895,52.91,5.396,5395.57,Squared and Ground,Factory Option,15.5,15.5,Reference,Reference,17.5,17.5,None,1,MIL SPEC Compression (MS24585),ASTM A228,0.116,0.116,2.95,0.295,Reference,Reference,Reference,Reference,,0.001986
MS24585-79,MS24585-79,MS2458579,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,D,0.18,0.18,4.57,0.457,+/-0.005,+/-0.005,+/-0.13,+/-0.013,,,,,,0,,0,,,,,1,1,25.4,2.54,Reference,Reference,Reference,Reference,29.4,29.4,5.149,51.49,0.525,5.25,525.03,5250.3,2.94,2.94,0.5149,5.149,0.0525,0.525,52.503,525.03,0.592,0.592,15.04,1.504,0.032,0.032,0.81,,Music Wire,MW,11.997,11.997,53.37,5.442,5441.84,Squared and Ground,Factory Option,16.5,16.5,Reference,Reference,18.5,18.5,None,1,MIL SPEC Compression (MS24585),ASTM A228,0.116,0.116,2.95,0.295,Reference,Reference,Reference,Reference,,0.002099
MS24585-8,MS24585-8,MS245858,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,D,0.12,0.12,3.05,0.305,+/-0.005,+/-0.005,+/-0.13,+/-0.013,,,,,,0,,0,,,,,0.69,0.69,17.53,1.753,Reference,Reference,Reference,Reference,5.8,5.8,1.016,10.16,0.1036,1.036,103.58,1035.8,0.58,0.58,0.1016,1.016,0.01036,0.1036,10.358,103.58,0.272,0.272,6.91,0.691,0.016,0.016,0.41,0.041,Music Wire,MW,2.435,2.435,10.83,1.105,1104.52,Squared and Ground,Factory Option,15,15,Reference,Reference,17,17,None,1,MIL SPEC Compression (MS24585),ASTM A228,0.088,0.088,2.24,0.224,Reference,Reference,Reference,Reference,,0.000339
MS24585-80,MS24585-80,MS2458580,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,D,0.24,0.24,6.1,0.61,+/-0.005,+/-0.005,+/-0.13,+/-0.013,,,,,,0,,0,,,,,0.38,0.38,9.65,0.965,Reference,Reference,Reference,Reference,12.3,12.3,2.154,21.54,0.2197,2.197,219.65,2196.5,1.23,1.23,0.2154,2.154,0.02197,0.2197,21.965,219.65,0.104,0.104,2.64,0.264,0.022,0.022,0.56,,Music Wire,MW,3.398,3.398,15.12,1.541,1541.33,Squared and Ground,Factory Option,2.75,2.75,Reference,Reference,4.75,4.75,None,1,MIL SPEC Compression (MS24585),ASTM A228,0.196,0.196,4.98,0.498,Reference,Reference,Reference,Reference,,0.000375
MS24585-81,MS24585-81,MS2458581,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,D,0.24,0.24,6.1,0.61,+/-0.005,+/-0.005,+/-0.13,+/-0.013,,,,,,0,,0,,,,,0.44,0.44,11.18,1.118,Reference,Reference,Reference,Reference,9.7,9.7,1.699,16.99,0.1732,1.732,173.22,1732.2,0.97,0.97,0.1699,1.699,0.01732,0.1732,17.322,173.22,0.121,0.121,3.07,0.307,0.022,0.022,0.56,,Music Wire,MW,3.275,3.275,14.57,1.486,1485.54,Squared and Ground,Factory Option,3.5,3.5,Reference,Reference,5.5,5.5,None,1,MIL SPEC Compression (MS24585),ASTM A228,0.196,0.196,4.98,0.498,Reference,Reference,Reference,Reference,,0.000396
MS24585-82,MS24585-82,MS2458582,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,D,0.24,0.24,6.1,0.61,+/-0.005,+/-0.005,+/-0.13,+/-0.013,,,,,,0,,0,,,,,0.5,0.5,12.7,1.27,Reference,Reference,Reference,Reference,8.5,8.5,1.489,14.89,0.1518,1.518,151.79,1517.9,0.85,0.85,0.1489,1.489,0.01518,0.1518,15.179,151.79,0.132,0.132,3.35,0.335,0.022,0.022,0.56,,Music Wire,MW,3.12,3.12,13.88,1.415,1415.23,Squared and Ground,Factory Option,4,4,Reference,Reference,6,6,None,1,MIL SPEC Compression (MS24585),ASTM A228,0.196,0.196,4.98,0.498,Reference,Reference,Reference,Reference,,0.000474
MS24585-83,MS24585-83,MS2458583,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,D,0.24,0.24,6.1,0.61,+/-0.005,+/-0.005,+/-0.13,+/-0.013,,,,,,0,,0,,,,,0.56,0.56,14.22,1.422,Reference,Reference,Reference,Reference,7.5,7.5,1.313,13.13,0.1339,1.339,133.94,1339.4,0.75,0.75,0.1313,1.313,0.01339,0.1339,13.394,133.94,0.143,0.143,3.63,0.363,0.022,0.022,0.56,,Music Wire,MW,3.143,3.143,13.98,1.426,1425.66,Squared and Ground,Factory Option,4.5,4.5,Reference,Reference,6.5,6.5,None,1,MIL SPEC Compression (MS24585),ASTM A228,0.196,0.196,4.98,0.498,Reference,Reference,Reference,Reference,,0.000514
MS24585-84,MS24585-84,MS2458584,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,D,0.24,0.24,6.1,0.61,+/-0.005,+/-0.005,+/-0.13,+/-0.013,,,,,,0,,0,,,,,0.62,0.62,15.75,1.575,Reference,Reference,Reference,Reference,6.8,6.8,1.191,11.91,0.1214,1.214,121.43,1214.3,0.68,0.68,0.1191,1.191,0.01214,0.1214,12.143,121.43,0.154,0.154,3.91,0.391,0.022,0.022,0.56,,Music Wire,MW,3.161,3.161,14.06,1.434,1433.83,Squared and Ground,Factory Option,5,5,Reference,Reference,7,7,None,1,MIL SPEC Compression (MS24585),ASTM A228,0.196,0.196,4.98,0.498,Reference,Reference,Reference,Reference,,0.000553
