title,model,field_published_stock_code,field_product_type,field_product_category,field_product_series,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_revision,field_material,field_material_short_description,field_material_specification,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm,field_outside_dia_cm,field_outside_dia_tole_bd_spe_in,field_outside_dia_tole_in,field_outside_dia_tole_mm,field_outside_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm,field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_tole_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_inside_dia_tole_bd_spe_in,field_inside_dia_tole_in,field_inside_dia_tole_mm,field_inside_dia_tole_cm,field_appr_num_coil_buld_spec_in,field_appr_num_coils_per_in,field_appr_num_coils_per_mm,field_appr_num_coils_per_cm,field_stiffness_build_spec_lb_in,field_stiffness_lb_in,field_stiffness_n_mm,field_stiffness_n_cm,field_stiffness_kg_mm,field_stiffness_kg_cm,field_stiffness_gm_mm,field_stiffness_gm_cm,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_wire_dia_cm,field_initial_ten_bud_spec_lb,field_initial_tension_lb,field_initial_tension_n,field_initial_tension_kg,field_initial_tension_gm,field_initial_ten_tol_bud_spc_lb,field_initial_ten_tol_lb,field_initial_ten_tol_n,field_initial_ten_tol_kg,field_initial_ten_tol_gm,field_direction_of_wind,field_total_coils_bd_spe,field_total_coils,field_finish,field_weight_per_item_lb
LEC034E 12 S,LEC034E 12 S,LEC034E12S,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Stainless Steel,SS,ASTM A313,0.5,0.5,12.7,1.27,+/-0.01,+/-0.01,+/-0.25,+/-0.025,12,12,305,30.5,+/-0.24,+/-0.24,+/-6,+/-0.6,0.094,0.094,0.01646,0.1646,0.00168,0.0168,1.68,16.8,+/-0.009,+/-0.009,+/-0.00158,+/-0.0158,+/-0.00016,+/-0.0016,+/-0.161,+/-1.61,0.432,0.432,10.97,1.097,Reference,Reference,Reference,Reference,29.412,29.4,1.2,11.6,16.507,16.5,94.3,943,0.295,2.95,295,2950,0.034,0.034,0.86,0.086,0.2499,0.25,1.11,0.113,113,+/-0.05,+/-0.05,+/-0.222,+/-0.023,+/-23,Right Hand,351.9411,352,Natural,0.143217
LEC034E 24 M,LEC034E 24 M,LEC034E24M,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Music Wire,MW,ASTM A228,0.5,0.5,12.7,1.27,+/-0.01,+/-0.01,+/-0.25,+/-0.025,24,24,610,61,+/-0.480,+/-0.480,+/-12,+/-1.2,0.1128,0.113,0.01976,0.1976,0.00201,0.0201,2.01,20.1,+/-0.011,+/-0.011,+/-0.00193,+/-0.0193,+/-0.0002,+/-0.002,+/-0.196,+/-1.96,0.432,0.432,10.97,1.097,Reference,Reference,Reference,Reference,29.412,29.4,1.2,11.6,19.808,19.8,113.1,1131,0.354,3.54,354,3540,0.034,0.034,0.86,0.086,0.3,0.3,1.33,0.136,136,+/-0.06,+/-0.06,+/-0.267,+/-0.027,+/-27,Right Hand,704.8823,705,Light Oil Coat,0.280684
LEC034E 24 S,LEC034E 24 S,LEC034E24S,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Stainless Steel,SS,ASTM A313,0.5,0.5,12.7,1.27,+/-0.01,+/-0.01,+/-0.25,+/-0.025,24,24,610,61,+/-0.480,+/-0.480,+/-12,+/-1.2,0.094,0.094,0.01646,0.1646,0.00168,0.0168,1.68,16.8,+/-0.009,+/-0.009,+/-0.00158,+/-0.0158,+/-0.00016,+/-0.0016,+/-0.161,+/-1.61,0.432,0.432,10.97,1.097,Reference,Reference,Reference,Reference,29.412,29.4,1.2,11.6,16.507,16.5,94.3,943,0.295,2.95,295,2950,0.034,0.034,0.86,0.086,0.2499,0.25,1.11,0.113,113,+/-0.05,+/-0.05,+/-0.222,+/-0.023,+/-23,Right Hand,704.8823,705,Natural,0.28603
LEC034E 36 M,LEC034E 36 M,LEC034E36M,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Music Wire,MW,ASTM A228,0.5,0.5,12.7,1.27,+/-0.01,+/-0.01,+/-0.25,+/-0.025,36,36,914,91.4,+/-0.720,+/-0.720,+/-18,+/-1.8,0.1128,0.113,0.01976,0.1976,0.00201,0.0201,2.01,20.1,+/-0.011,+/-0.011,+/-0.00193,+/-0.0193,+/-0.0002,+/-0.002,+/-0.196,+/-1.96,0.432,0.432,10.97,1.097,Reference,Reference,Reference,Reference,29.412,29.4,1.2,11.6,19.808,19.8,113.1,1131,0.354,3.54,354,3540,0.034,0.034,0.86,0.086,0.3,0.3,1.33,0.136,136,+/-0.06,+/-0.06,+/-0.267,+/-0.027,+/-27,Right Hand,1057.8235,1058,Light Oil Coat,0.420827
LEC034E 36 S,LEC034E 36 S,LEC034E36S,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Stainless Steel,SS,ASTM A313,0.5,0.5,12.7,1.27,+/-0.01,+/-0.01,+/-0.25,+/-0.025,36,36,914,91.4,+/-0.720,+/-0.720,+/-18,+/-1.8,0.094,0.094,0.01646,0.1646,0.00168,0.0168,1.68,16.8,+/-0.009,+/-0.009,+/-0.00158,+/-0.0158,+/-0.00016,+/-0.0016,+/-0.161,+/-1.61,0.432,0.432,10.97,1.097,Reference,Reference,Reference,Reference,29.412,29.4,1.2,11.6,16.507,16.5,94.3,943,0.295,2.95,295,2950,0.034,0.034,0.86,0.086,0.2499,0.25,1.11,0.113,113,+/-0.05,+/-0.05,+/-0.222,+/-0.023,+/-23,Right Hand,1057.8235,1058,Natural,0.428843
LEC037C 12 M,LEC037C 12 M,LEC037C12M,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Music Wire,MW,ASTM A228,0.25,0.25,6.35,0.635,+/-0.005,+/-0.005,+/-0.13,+/-0.013,12,12,305,30.5,+/-0.24,+/-0.24,+/-6,+/-0.6,1.805,1.805,0.31612,3.1612,0.03223,0.3223,32.23,322.3,+/-0.181,+/-0.181,+/-0.0317,+/-0.317,+/-0.00323,+/-0.0323,+/-3.232,+/-32.32,0.176,0.176,4.47,0.447,Reference,Reference,Reference,Reference,27.027,27,1.1,10.6,290.91,290.9,1661.1,16611,5.195,51.95,5195,51950,0.037,0.037,0.94,0.094,1,1,4.45,0.454,454,+/-0.2,+/-0.2,+/-0.89,+/-0.091,+/-91,Right Hand,323.3243,323,Light Oil Coat,0.069924
LEC037C 12 S,LEC037C 12 S,LEC037C12S,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Stainless Steel,SS,ASTM A313,0.25,0.25,6.35,0.635,+/-0.005,+/-0.005,+/-0.13,+/-0.013,12,12,305,30.5,+/-0.24,+/-0.24,+/-6,+/-0.6,1.5042,1.504,0.26344,2.6344,0.02686,0.2686,26.86,268.6,+/-0.15,+/-0.15,+/-0.02627,+/-0.2627,+/-0.00268,+/-0.0268,+/-2.679,+/-26.79,0.176,0.176,4.47,0.447,Reference,Reference,Reference,Reference,27.027,27,1.1,10.6,242.425,242.4,1384.2,13842,4.329,43.29,4329,43290,0.037,0.037,0.94,0.094,0.833,0.83,3.71,0.378,378,+/-0.167,+/-0.167,+/-0.743,+/-0.076,+/-76,Right Hand,323.3243,323,Natural,0.071256
LEC037C 24 M,LEC037C 24 M,LEC037C24M,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Music Wire,MW,ASTM A228,0.25,0.25,6.35,0.635,+/-0.005,+/-0.005,+/-0.13,+/-0.013,24,24,610,61,+/-0.480,+/-0.480,+/-12,+/-1.2,1.805,1.805,0.31612,3.1612,0.03223,0.3223,32.23,322.3,+/-0.181,+/-0.181,+/-0.0317,+/-0.317,+/-0.00323,+/-0.0323,+/-3.232,+/-32.32,0.176,0.176,4.47,0.447,Reference,Reference,Reference,Reference,27.027,27,1.1,10.6,290.91,290.9,1661.1,16611,5.195,51.95,5195,51950,0.037,0.037,0.94,0.094,1,1,4.45,0.454,454,+/-0.2,+/-0.2,+/-0.89,+/-0.091,+/-91,Right Hand,647.6486,648,Light Oil Coat,0.139633
LEC037C 24 S,LEC037C 24 S,LEC037C24S,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Stainless Steel,SS,ASTM A313,0.25,0.25,6.35,0.635,+/-0.005,+/-0.005,+/-0.13,+/-0.013,24,24,610,61,+/-0.480,+/-0.480,+/-12,+/-1.2,1.5042,1.504,0.26344,2.6344,0.02686,0.2686,26.86,268.6,+/-0.15,+/-0.15,+/-0.02627,+/-0.2627,+/-0.00268,+/-0.0268,+/-2.679,+/-26.79,0.176,0.176,4.47,0.447,Reference,Reference,Reference,Reference,27.027,27,1.1,10.6,242.425,242.4,1384.2,13842,4.329,43.29,4329,43290,0.037,0.037,0.94,0.094,0.833,0.83,3.71,0.378,378,+/-0.167,+/-0.167,+/-0.743,+/-0.076,+/-76,Right Hand,647.6486,648,Natural,0.142293
LEC037C 36 M,LEC037C 36 M,LEC037C36M,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Music Wire,MW,ASTM A228,0.25,0.25,6.35,0.635,+/-0.005,+/-0.005,+/-0.13,+/-0.013,36,36,914,91.4,+/-0.720,+/-0.720,+/-18,+/-1.8,1.805,1.805,0.31612,3.1612,0.03223,0.3223,32.23,322.3,+/-0.181,+/-0.181,+/-0.0317,+/-0.317,+/-0.00323,+/-0.0323,+/-3.232,+/-32.32,0.176,0.176,4.47,0.447,Reference,Reference,Reference,Reference,27.027,27,1.1,10.6,290.91,290.9,1661.1,16611,5.195,51.95,5195,51950,0.037,0.037,0.94,0.094,1,1,4.45,0.454,454,+/-0.2,+/-0.2,+/-0.89,+/-0.091,+/-91,Right Hand,971.9729,972,Light Oil Coat,0.209342
LEC037C 36 S,LEC037C 36 S,LEC037C36S,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Stainless Steel,SS,ASTM A313,0.25,0.25,6.35,0.635,+/-0.005,+/-0.005,+/-0.13,+/-0.013,36,36,914,91.4,+/-0.720,+/-0.720,+/-18,+/-1.8,1.5042,1.504,0.26344,2.6344,0.02686,0.2686,26.86,268.6,+/-0.15,+/-0.15,+/-0.02627,+/-0.2627,+/-0.00268,+/-0.0268,+/-2.679,+/-26.79,0.176,0.176,4.47,0.447,Reference,Reference,Reference,Reference,27.027,27,1.1,10.6,242.425,242.4,1384.2,13842,4.329,43.29,4329,43290,0.037,0.037,0.94,0.094,0.833,0.83,3.71,0.378,378,+/-0.167,+/-0.167,+/-0.743,+/-0.076,+/-76,Right Hand,971.9729,972,Natural,0.213329
LEC037D 12 M,LEC037D 12 M,LEC037D12M,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Music Wire,MW,ASTM A228,0.375,0.375,9.53,0.953,+/-0.01,+/-0.01,+/-0.25,+/-0.025,12,12,305,30.5,+/-0.24,+/-0.24,+/-6,+/-0.6,0.4517,0.452,0.07911,0.7911,0.00807,0.0807,8.07,80.7,+/-0.045,+/-0.045,+/-0.00788,+/-0.0788,+/-0.0008,+/-0.008,+/-0.804,+/-8.04,0.301,0.301,7.65,0.765,Reference,Reference,Reference,Reference,27.027,27,1.1,10.6,72.803,72.8,415.7,4157,1.3,13,1300,13000,0.037,0.037,0.94,0.094,0.7,0.7,3.11,0.318,318,+/-0.14,+/-0.14,+/-0.623,+/-0.064,+/-64,Right Hand,323.3243,323,Light Oil Coat,0.110959
LEC037D 12 S,LEC037D 12 S,LEC037D12S,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Stainless Steel,SS,ASTM A313,0.375,0.375,9.53,0.953,+/-0.01,+/-0.01,+/-0.25,+/-0.025,12,12,305,30.5,+/-0.24,+/-0.24,+/-6,+/-0.6,0.3764,0.376,0.06592,0.6592,0.00672,0.0672,6.72,67.2,+/-0.038,+/-0.038,+/-0.00666,+/-0.0666,+/-0.00068,+/-0.0068,+/-0.679,+/-6.79,0.301,0.301,7.65,0.765,Reference,Reference,Reference,Reference,27.027,27,1.1,10.6,60.669,60.7,346.4,3464,1.083,10.83,1083,10830,0.037,0.037,0.94,0.094,0.5831,0.58,2.59,0.264,264,+/-0.117,+/-0.117,+/-0.52,+/-0.053,+/-53,Right Hand,323.3243,323,Natural,0.113073
LEC037D 24 M,LEC037D 24 M,LEC037D24M,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Music Wire,MW,ASTM A228,0.375,0.375,9.53,0.953,+/-0.01,+/-0.01,+/-0.25,+/-0.025,24,24,610,61,+/-0.480,+/-0.480,+/-12,+/-1.2,0.4517,0.452,0.07911,0.7911,0.00807,0.0807,8.07,80.7,+/-0.045,+/-0.045,+/-0.00788,+/-0.0788,+/-0.0008,+/-0.008,+/-0.804,+/-8.04,0.301,0.301,7.65,0.765,Reference,Reference,Reference,Reference,27.027,27,1.1,10.6,72.803,72.8,415.7,4157,1.3,13,1300,13000,0.037,0.037,0.94,0.094,0.7,0.7,3.11,0.318,318,+/-0.14,+/-0.14,+/-0.623,+/-0.064,+/-64,Right Hand,647.6486,648,Light Oil Coat,0.221577
