title,model,field_published_stock_code,field_product_type,field_product_category,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_revision,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm,field_outside_dia_cm,field_out_dia_tol_bld_spc_in,field_out_dia_tol_in,field_out_dia_tol_mm,field_out_dia_tol_cm,field_hole_dia_bd_spe_in,field_hole_dia_in,field_hole_dia_mm,field_hole_dia_cm,field_rod_dia_bd_spe_in,field_rod_dia_in,field_rod_dia_mm,field_rod_dia_cm,field_rod_dia_tole_bd_spe_in,field_rod_dia_tole_in,field_rod_dia_tole_mm,field_rod_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm,field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_tole_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_solid_height_bd_spe_in,field_solid_height_in,field_solid_height_mm,field_solid_height_cm,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_wire_dia_cm,field_material,field_material_short_description,field_load_at_solid_height_bd_lb,field_load_at_solid_height_lb,field_load_at_solid_height_n,field_load_at_solid_height_kg,field_load_at_solid_height_gm,field_end,field_direction_of_wind,field_active_coils_bd_spe,field_active_coils,field_active_coils_tole_bd_spe,field_active_coils_tole,field_total_coils_bd_spe,field_total_coils,field_finish,field_spring_type,field_product_series,field_material_specification,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_ins_dia_tol_bld_spec_in,field_field_inside_dia_tol_in,field_field_inside_dia_tol_mm,field_field_inside_dia_tol_cm,field_color,field_weight_per_item_lb
LC 125M 08 S316,LC 125M 08 S316,LC125M08S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.095,1.095,27.81,2.781,+/-0.02,+/-0.02,+/-0.51,+/-0.051,1.125,1.125,28.58,2.858,0.818,0.818,20.78,2.078,MIN,MIN,MIN,MIN,4.5,4.5,114.3,11.43,0.156,0.156,3.96,0.396,26.7,26.7,4.676,46.76,0.4768,4.768,476.81,4768.1,2.67,2.67,0.4676,4.676,0.04768,0.4768,47.681,476.81,1.815,1.815,46.1,4.61,0.125,0.125,3.18,,Stainless Steel Type 316,SS316,74.97,74.97,333.48,34.006,34006.39,Squared and Ground,Factory Option,12.5234,12.5234,Reference,Reference,14.52,14.52,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.845,0.845,21.46,2.146,Reference,Reference,Reference,Reference,,0.1653415
LC 125M 0A M,LC 125M 0A M,LC125M0AM,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.095,1.095,27.81,2.781,+/-0.02,+/-0.02,+/-0.51,+/-0.051,1.125,1.125,28.58,2.858,0.817,0.817,20.75,2.075,MIN,MIN,MIN,MIN,1,1,25.4,2.54,0.035,0.035,0.89,0.089,186.5,186.5,32.662,326.62,3.3305,33.305,3330.52,33305.2,18.65,18.65,3.2662,32.662,0.33305,3.3305,333.052,3330.52,0.523,0.523,13.28,1.328,0.125,0.125,3.18,,Music Wire,MW,88.9677,88.968,395.75,40.356,40355.75,Squared and Ground,Factory Option,2.06,2.06,Reference,Reference,4.06,4.06,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.845,0.845,21.46,2.146,Reference,Reference,Reference,Reference,,0.0454
LC 125M 0A S,LC 125M 0A S,LC125M0AS,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.095,1.095,27.81,2.781,+/-0.02,+/-0.02,+/-0.51,+/-0.051,1.125,1.125,28.58,2.858,0.817,0.817,20.75,2.075,MIN,MIN,MIN,MIN,1,1,25.4,2.54,0.035,0.035,0.89,0.089,162.1739,162.174,28.402,284.02,2.8961,28.961,2896.1,28961,16.217,16.217,2.8401,28.401,0.2896,2.896,289.603,2896.03,0.523,0.523,13.28,1.328,0.125,0.125,3.18,,Stainless Steel,SS,77.3632,77.363,344.13,35.092,35091.95,Squared and Ground,Factory Option,2.06,2.06,Reference,Reference,4.06,4.06,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.845,0.845,21.46,2.146,Reference,Reference,Reference,Reference,,0.0462
LC 125M 0A S316,LC 125M 0A S316,LC125M0AS316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.095,1.095,27.81,2.781,+/-0.02,+/-0.02,+/-0.51,+/-0.051,1.125,1.125,28.58,2.858,0.817,0.817,20.75,2.075,MIN,MIN,MIN,MIN,1,1,25.4,2.54,0.035,0.035,0.89,0.089,162.1739,162.174,28.402,284.02,2.8961,28.961,2896.1,28961,16.217,16.217,2.8401,28.401,0.2896,2.896,289.603,2896.03,0.523,0.523,13.28,1.328,0.125,0.125,3.18,,Stainless Steel Type 316,SS316,77.3632,77.363,344.13,35.092,35091.95,Squared and Ground,Factory Option,2.06,2.06,Reference,Reference,4.06,4.06,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.845,0.845,21.46,2.146,Reference,Reference,Reference,Reference,,0.0462
LC 125M 0B M,LC 125M 0B M,LC125M0BM,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.095,1.095,27.81,2.781,+/-0.02,+/-0.02,+/-0.51,+/-0.051,1.125,1.125,28.58,2.858,0.817,0.817,20.75,2.075,MIN,MIN,MIN,MIN,1.25,1.25,31.75,3.175,0.044,0.044,1.12,0.112,140,140,24.519,245.19,2.5001,25.001,2500.12,25001.2,14,14,2.4519,24.519,0.25001,2.5001,250.012,2500.12,0.611,0.611,15.52,1.552,0.125,0.125,3.18,,Music Wire,MW,89.4414,89.441,397.86,40.571,40570.62,Squared and Ground,Factory Option,2.75,2.75,Reference,Reference,4.75,4.75,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.845,0.845,21.46,2.146,Reference,Reference,Reference,Reference,,0.053
LC 125M 0B S,LC 125M 0B S,LC125M0BS,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.095,1.095,27.81,2.781,+/-0.02,+/-0.02,+/-0.51,+/-0.051,1.125,1.125,28.58,2.858,0.817,0.817,20.75,2.075,MIN,MIN,MIN,MIN,1.25,1.25,31.75,3.175,0.044,0.044,1.12,0.112,121.7391,121.739,21.321,213.21,2.174,21.74,2174.02,21740.2,12.174,12.174,2.1321,21.321,0.2174,2.174,217.403,2174.03,0.611,0.611,15.52,1.552,0.125,0.125,3.18,,Stainless Steel,SS,77.7752,77.775,345.96,35.279,35278.83,Squared and Ground,Factory Option,2.75,2.75,Reference,Reference,4.75,4.75,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.845,0.845,21.46,2.146,Reference,Reference,Reference,Reference,,0.054
LC 125M 0B S316,LC 125M 0B S316,LC125M0BS316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.095,1.095,27.81,2.781,+/-0.02,+/-0.02,+/-0.51,+/-0.051,1.125,1.125,28.58,2.858,0.817,0.817,20.75,2.075,MIN,MIN,MIN,MIN,1.25,1.25,31.75,3.175,0.044,0.044,1.12,0.112,121.7391,121.739,21.321,213.21,2.174,21.74,2174.02,21740.2,12.174,12.174,2.1321,21.321,0.2174,2.174,217.403,2174.03,0.611,0.611,15.52,1.552,0.125,0.125,3.18,,Stainless Steel Type 316,SS316,77.7752,77.775,345.96,35.279,35278.83,Squared and Ground,Factory Option,2.75,2.75,Reference,Reference,4.75,4.75,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.845,0.845,21.46,2.146,Reference,Reference,Reference,Reference,,0.054
LC 125N 0 M,LC 125N 0 M,LC125N0M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.218,1.218,30.94,3.094,+/-0.025,+/-0.025,+/-0.64,+/-0.064,1.25,1.25,31.75,3.175,0.935,0.935,23.75,2.375,MIN,MIN,MIN,MIN,1.25,1.25,31.75,3.175,0.044,0.044,1.12,0.112,105.5,105.5,18.477,184.77,1.884,18.84,1884.02,18840.2,10.55,10.55,1.8477,18.477,0.1884,1.884,188.402,1884.02,0.586,0.586,14.88,1.488,0.125,0.125,3.18,,Music Wire,MW,70.104,70.104,311.84,31.799,31799.17,Squared and Ground,Factory Option,2.55,2.55,Reference,Reference,4.55,4.55,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.968,0.968,24.59,2.459,Reference,Reference,Reference,Reference,,0.057
LC 125N 0 S,LC 125N 0 S,LC125N0S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.218,1.218,30.94,3.094,+/-0.025,+/-0.025,+/-0.64,+/-0.064,1.25,1.25,31.75,3.175,0.935,0.935,23.75,2.375,MIN,MIN,MIN,MIN,1.25,1.25,31.75,3.175,0.044,0.044,1.12,0.112,91.7391,91.739,16.067,160.67,1.6383,16.383,1638.28,16382.8,9.174,9.174,1.6067,16.067,0.16383,1.6383,163.829,1638.29,0.586,0.586,14.88,1.488,0.125,0.125,3.18,,Stainless Steel,SS,60.96,60.96,271.16,27.651,27651.46,Squared and Ground,Factory Option,2.55,2.55,Reference,Reference,4.55,4.55,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.968,0.968,24.59,2.459,Reference,Reference,Reference,Reference,,0.058
LC 125N 0 S316,LC 125N 0 S316,LC125N0S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.218,1.218,30.94,3.094,+/-0.025,+/-0.025,+/-0.64,+/-0.064,1.25,1.25,31.75,3.175,0.935,0.935,23.75,2.375,MIN,MIN,MIN,MIN,1.25,1.25,31.75,3.175,0.044,0.044,1.12,0.112,91.7391,91.739,16.067,160.67,1.6383,16.383,1638.28,16382.8,9.1739,9.174,1.6067,16.067,0.16383,1.6383,163.828,1638.28,0.586,0.586,14.88,1.488,0.125,0.125,3.18,,Stainless Steel Type 316,SS316,60.96,60.96,271.16,27.651,27651.46,Squared and Ground,Factory Option,2.55,2.55,Reference,Reference,4.55,4.55,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.968,0.968,24.59,2.459,Reference,Reference,Reference,Reference,,0.058
