title,model,field_published_stock_code,field_product_type,field_product_category,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_revision,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm,field_outside_dia_cm,field_out_dia_tol_bld_spc_in,field_out_dia_tol_in,field_out_dia_tol_mm,field_out_dia_tol_cm,field_hole_dia_bd_spe_in,field_hole_dia_in,field_hole_dia_mm,field_hole_dia_cm,field_rod_dia_bd_spe_in,field_rod_dia_in,field_rod_dia_mm,field_rod_dia_cm,field_rod_dia_tole_bd_spe_in,field_rod_dia_tole_in,field_rod_dia_tole_mm,field_rod_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm,field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_solid_height_bd_spe_in,field_solid_height_in,field_solid_height_mm,field_solid_height_cm,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_wire_dia_cm,field_material,field_material_short_description,field_load_at_solid_height_bd_lb,field_load_at_solid_height_lb,field_load_at_solid_height_n,field_load_at_solid_height_kg,field_load_at_solid_height_gm,field_end,field_direction_of_wind,field_active_coils_bd_spe,field_active_coils,field_active_coils_tole_bd_spe,field_active_coils_tole,field_total_coils_bd_spe,field_total_coils,field_finish,field_spring_type,field_product_series,field_material_specification,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_ins_dia_tol_bld_spec_in,field_field_inside_dia_tol_in,field_field_inside_dia_tol_mm,field_field_inside_dia_tol_cm,field_color,field_weight_per_item_lb
CB0040B 03 E,CB0040B 03 E,CB0040B03E,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.04,0.04,1.02,0.102,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.047,0.047,1.19,0.119,0.027,0.027,0.69,0.069,MIN,MIN,MIN,MIN,0.2,0.2,5.08,0.508,0.01,0.01,0.254,0.0254,0.718,0.718,0.126,1.26,0.013,0.13,12.82,128.2,0.072,0.072,0.013,0.13,0.0013,0.013,1.286,12.86,0.055,0.055,1.4,0.14,0.004,0.004,0.1,0.01,Elgiloy,Elgiloy,0.104,0.104,0.46,0.047,47.17,Squared,Factory Option,10.7,10.7,Reference,Reference,12.7,12.7,None,1,Bantam™ Mini Series (inch),AMS 5833 (CHEM ONLY),0.032,0.032,0.81,0.081,Reference,Reference,Reference,Reference,,5E-06
CB0040B 04 E,CB0040B 04 E,CB0040B04E,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.04,0.04,1.02,0.102,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.047,0.047,1.19,0.119,0.027,0.027,0.69,0.069,MIN,MIN,MIN,MIN,0.25,0.25,6.35,0.635,0.013,0.013,0.33,0.033,0.567,0.567,0.099,0.99,0.01,0.1,10.13,101.3,0.057,0.057,0.01,0.1,0.001,0.01,1.018,10.18,0.066,0.066,1.68,0.168,0.004,0.004,0.1,0.01,Elgiloy,Elgiloy,0.104,0.104,0.46,0.047,47.17,Squared,Factory Option,13.54,13.54,Reference,Reference,15.54,15.54,None,1,Bantam™ Mini Series (inch),AMS 5833 (CHEM ONLY),0.032,0.032,0.81,0.081,Reference,Reference,Reference,Reference,,7E-06
CB0040B 05 E,CB0040B 05 E,CB0040B05E,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.04,0.04,1.02,0.102,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.047,0.047,1.19,0.119,0.027,0.027,0.69,0.069,MIN,MIN,MIN,MIN,0.3,0.3,7.62,0.762,0.015,0.015,0.381,0.0381,0.469,0.469,0.082,0.82,0.008,0.08,8.38,83.8,0.047,0.047,0.008,0.08,0.0008,0.008,0.839,8.39,0.078,0.078,1.98,0.198,0.004,0.004,0.1,0.01,Elgiloy,Elgiloy,0.104,0.104,0.46,0.047,47.17,Squared,Factory Option,16.38,16.38,Reference,Reference,18.38,18.38,None,1,Bantam™ Mini Series (inch),AMS 5833 (CHEM ONLY),0.032,0.032,0.81,0.081,Reference,Reference,Reference,Reference,,8E-06
CB0040B 06 E,CB0040B 06 E,CB0040B06E,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.04,0.04,1.02,0.102,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.047,0.047,1.19,0.119,0.027,0.027,0.69,0.069,MIN,MIN,MIN,MIN,0.35,0.35,8.89,0.889,0.018,0.018,0.457,0.0457,0.399,0.399,0.07,0.7,0.007,0.07,7.13,71.3,0.04,0.04,0.007,0.07,0.0007,0.007,0.714,7.14,0.089,0.089,2.26,0.226,0.004,0.004,0.1,0.01,Elgiloy,Elgiloy,0.104,0.104,0.46,0.047,47.17,Squared,Factory Option,19.23,19.23,Reference,Reference,21.23,21.23,None,1,Bantam™ Mini Series (inch),AMS 5833 (CHEM ONLY),0.032,0.032,0.81,0.081,Reference,Reference,Reference,Reference,,9E-06
CB0040B 07 E,CB0040B 07 E,CB0040B07E,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.04,0.04,1.02,0.102,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.047,0.047,1.19,0.119,0.027,0.027,0.69,0.069,MIN,MIN,MIN,MIN,0.4,0.4,10.16,1.016,0.02,0.02,0.508,0.0508,0.348,0.348,0.061,0.61,0.006,0.06,6.21,62.1,0.035,0.035,0.006,0.06,0.0006,0.006,0.625,6.25,0.1,0.1,2.54,0.254,0.004,0.004,0.1,0.01,Elgiloy,Elgiloy,0.104,0.104,0.46,0.047,47.17,Squared,Factory Option,22.07,22.07,Reference,Reference,24.07,24.07,None,1,Bantam™ Mini Series (inch),AMS 5833 (CHEM ONLY),0.032,0.032,0.81,0.081,Reference,Reference,Reference,Reference,,1E-05
CB0040B 08 E,CB0040B 08 E,CB0040B08E,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.04,0.04,1.02,0.102,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.047,0.047,1.19,0.119,0.027,0.027,0.69,0.069,MIN,MIN,MIN,MIN,0.45,0.45,11.43,1.143,0.023,0.023,0.584,0.0584,0.308,0.308,0.054,0.54,0.006,0.06,5.5,55,0.031,0.031,0.005,0.05,0.0006,0.006,0.554,5.54,0.112,0.112,2.85,0.285,0.004,0.004,0.1,0.01,Elgiloy,Elgiloy,0.104,0.104,0.46,0.047,47.17,Squared,Factory Option,24.92,24.92,Reference,Reference,26.92,26.92,None,1,Bantam™ Mini Series (inch),AMS 5833 (CHEM ONLY),0.032,0.032,0.81,0.081,Reference,Reference,Reference,Reference,,1.2E-05
CB0040B 09 E,CB0040B 09 E,CB0040B09E,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.04,0.04,1.02,0.102,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.047,0.047,1.19,0.119,0.027,0.027,0.69,0.069,MIN,MIN,MIN,MIN,0.5,0.5,12.7,1.27,0.025,0.025,0.635,0.0635,0.277,0.277,0.049,0.49,0.005,0.05,4.95,49.5,0.028,0.028,0.005,0.05,0.0005,0.005,0.5,5,0.123,0.123,3.12,0.312,0.004,0.004,0.1,0.01,Elgiloy,Elgiloy,0.104,0.104,0.46,0.047,47.17,Squared,Factory Option,27.76,27.76,Reference,Reference,29.76,29.76,None,1,Bantam™ Mini Series (inch),AMS 5833 (CHEM ONLY),0.032,0.032,0.81,0.081,Reference,Reference,Reference,Reference,,1.3E-05
CB0040C 01 E,CB0040C 01 E,CB0040C01E,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.057,0.057,1.45,0.145,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.063,0.063,1.6,0.16,0.043,0.043,1.09,0.109,MIN,MIN,MIN,MIN,0.125,0.125,3.175,0.3175,0.006,0.006,0.152,0.0152,0.712,0.712,0.125,1.25,0.013,0.13,12.71,127.1,0.071,0.071,0.012,0.12,0.0013,0.013,1.268,12.68,0.026,0.026,0.66,0.066,0.004,0.004,0.1,0.01,Elgiloy,Elgiloy,0.071,0.071,0.32,0.032,32.21,Squared,Factory Option,3.38,3.38,Reference,Reference,5.38,5.38,None,1,Bantam™ Mini Series (inch),AMS 5833 (CHEM ONLY),0.049,0.049,1.24,0.124,Reference,Reference,Reference,Reference,,3E-06
CB0040C 02 E,CB0040C 02 E,CB0040C02E,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.057,0.057,1.45,0.145,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.063,0.063,1.6,0.16,0.043,0.043,1.09,0.109,MIN,MIN,MIN,MIN,0.188,0.188,4.775,0.4775,0.009,0.009,0.229,0.0229,0.457,0.457,0.08,0.8,0.008,0.08,8.16,81.6,0.046,0.046,0.008,0.08,0.0008,0.008,0.821,8.21,0.033,0.033,0.84,0.084,0.004,0.004,0.1,0.01,Elgiloy,Elgiloy,0.071,0.071,0.32,0.032,32.21,Squared,Factory Option,5.26,5.26,Reference,Reference,7.26,7.26,None,1,Bantam™ Mini Series (inch),AMS 5833 (CHEM ONLY),0.049,0.049,1.24,0.124,Reference,Reference,Reference,Reference,,5E-06
CB0040C 03 E,CB0040C 03 E,CB0040C03E,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.057,0.057,1.45,0.145,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.063,0.063,1.6,0.16,0.043,0.043,1.09,0.109,MIN,MIN,MIN,MIN,0.25,0.25,6.35,0.635,0.013,0.013,0.33,0.033,0.338,0.338,0.059,0.59,0.006,0.06,6.04,60.4,0.034,0.034,0.006,0.06,0.0006,0.006,0.607,6.07,0.04,0.04,1.02,0.102,0.004,0.004,0.1,0.01,Elgiloy,Elgiloy,0.071,0.071,0.32,0.032,32.21,Squared,Factory Option,7.12,7.12,Reference,Reference,9.12,9.12,None,1,Bantam™ Mini Series (inch),AMS 5833 (CHEM ONLY),0.049,0.049,1.24,0.124,Reference,Reference,Reference,Reference,,6E-06
CB0040C 04 E,CB0040C 04 E,CB0040C04E,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.057,0.057,1.45,0.145,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.047,0.047,1.19,0.119,0.043,0.043,1.09,0.109,MIN,MIN,MIN,MIN,0.313,0.313,7.95,0.795,0.016,0.016,0.406,0.0406,0.267,0.267,0.047,0.47,0.005,0.05,4.77,47.7,0.027,0.027,0.005,0.05,0.0005,0.005,0.482,4.82,0.093,0.093,2.36,0.236,0.004,0.004,0.1,0.01,Elgiloy,Elgiloy,0.151,0.151,0.67,0.068,68.49,Squared,Factory Option,17.65,17.65,Reference,Reference,11,11,None,1,Bantam™ Mini Series (inch),AMS 5833 (CHEM ONLY),0.049,0.049,1.24,0.124,Reference,Reference,Reference,Reference,,7E-06
CB0040C 05 E,CB0040C 05 E,CB0040C05E,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.057,0.057,1.45,0.145,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.047,0.047,1.19,0.119,0.043,0.043,1.09,0.109,MIN,MIN,MIN,MIN,0.375,0.375,9.525,0.9525,0.019,0.019,0.483,0.0483,0.222,0.222,0.039,0.39,0.004,0.04,3.96,39.6,0.022,0.022,0.004,0.04,0.0004,0.004,0.393,3.93,0.107,0.107,2.72,0.272,0.004,0.004,0.1,0.01,Elgiloy,Elgiloy,0.151,0.151,0.67,0.068,68.49,Squared,Factory Option,20.73,20.73,Reference,Reference,12.86,12.86,None,1,Bantam™ Mini Series (inch),AMS 5833 (CHEM ONLY),0.049,0.049,1.24,0.124,Reference,Reference,Reference,Reference,,8E-06
CB0040C 06 E,CB0040C 06 E,CB0040C06E,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.057,0.057,1.45,0.145,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.063,0.063,1.6,0.16,0.043,0.043,1.09,0.109,MIN,MIN,MIN,MIN,0.438,0.438,11.125,1.1125,0.022,0.022,0.559,0.0559,0.189,0.189,0.033,0.33,0.003,0.03,3.38,33.8,0.019,0.019,0.003,0.03,0.0003,0.003,0.339,3.39,0.048,0.048,1.22,0.122,0.004,0.004,0.1,0.01,Elgiloy,Elgiloy,0.071,0.071,0.32,0.032,32.21,Squared,Factory Option,9,9,Reference,Reference,14.74,14.74,None,1,Bantam™ Mini Series (inch),AMS 5833 (CHEM ONLY),0.049,0.049,1.24,0.124,Reference,Reference,Reference,Reference,,9E-06
CB0040C 07 E,CB0040C 07 E,CB0040C07E,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.057,0.057,1.45,0.145,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.047,0.047,1.19,0.119,0.043,0.043,1.09,0.109,MIN,MIN,MIN,MIN,0.5,0.5,12.7,1.27,0.025,0.025,0.635,0.0635,0.165,0.165,0.029,0.29,0.003,0.03,2.95,29.5,0.016,0.016,0.003,0.03,0.0003,0.003,0.286,2.86,0.121,0.121,3.07,0.307,0.004,0.004,0.1,0.01,Elgiloy,Elgiloy,0.151,0.151,0.67,0.068,68.49,Squared,Factory Option,23.8,23.8,Reference,Reference,16.6,16.6,None,1,Bantam™ Mini Series (inch),AMS 5833 (CHEM ONLY),0.049,0.049,1.24,0.124,Reference,Reference,Reference,Reference,,1.1E-05
CB0040C 08 E,CB0040C 08 E,CB0040C08E,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.057,0.057,1.45,0.145,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.047,0.047,1.19,0.119,0.043,0.043,1.09,0.109,MIN,MIN,MIN,MIN,0.563,0.563,14.3,1.43,0.025,0.025,0.635,0.0635,0.146,0.146,0.026,0.26,0.003,0.03,2.61,26.1,0.015,0.015,0.003,0.03,0.0003,0.003,0.268,2.68,0.134,0.134,3.4,0.34,0.004,0.004,0.1,0.01,Elgiloy,Elgiloy,0.151,0.151,0.67,0.068,68.49,Squared,Factory Option,26.88,26.88,Reference,Reference,18.48,18.48,None,1,Bantam™ Mini Series (inch),AMS 5833 (CHEM ONLY),0.049,0.049,1.24,0.124,Reference,Reference,Reference,Reference,,1.2E-05
CB0040C 09 E,CB0040C 09 E,CB0040C09E,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.057,0.057,1.45,0.145,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.047,0.047,1.19,0.119,0.043,0.043,1.09,0.109,MIN,MIN,MIN,MIN,0.625,0.625,15.875,1.5875,0.025,0.025,0.635,0.0635,0.131,0.131,0.023,0.23,0.002,0.02,2.34,23.4,0.013,0.013,0.002,0.02,0.0002,0.002,0.232,2.32,0.148,0.148,3.76,0.376,0.004,0.004,0.1,0.01,Elgiloy,Elgiloy,0.151,0.151,0.67,0.068,68.49,Squared,Factory Option,29.96,29.96,Reference,Reference,20.34,20.34,None,1,Bantam™ Mini Series (inch),AMS 5833 (CHEM ONLY),0.049,0.049,1.24,0.124,Reference,Reference,Reference,Reference,,1.3E-05
