title,model,field_published_stock_code,field_product_type,field_spring_type,field_product_category,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_product_series,field_revision,field_material,field_material_short_description,field_material_specification,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm,field_outside_dia_cm,field_outside_dia_tole_bd_spe_in,field_outside_dia_tole_in,field_outside_dia_tole_mm,field_outside_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm,field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_tole_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_ins_dia_tol_bld_spec_in,field_field_inside_dia_tol_in,field_field_inside_dia_tol_mm,field_field_inside_dia_tol_cm,field_total_coils_bd_spe,field_total_coils,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_wire_dia_cm,field_end,field_initial_ten_bud_spec_lb,field_initial_tension_lb,field_initial_tension_n,field_initial_tension_kg,field_initial_tension_gm,field_initial_ten_tol_bud_spc_lb,field_initial_ten_tol_lb,field_initial_ten_tol_n,field_initial_ten_tol_kg,field_initial_ten_tol_gm,field_max_load_build_spec_lb,field_max_load_lb,field_max_load_n,field_max_load_kg,field_max_load_gm,field_max_extend_len_bd_spe_in,field_max_extended_length_in,field_max_extended_length_mm,field_max_extended_length_cm,field_body_length_build_spec_in,field_body_length_in,field_body_length_mm,field_body_length_cm,field_direction_of_wind,field_finish,field_weight_per_item_lb,field_loop_insid_dia_bd_spec_in,field_loop_inside_diameter_in,field_loop_inside_diameter_mm,field_loop_inside_diameter_cm,field_loop_position,field_loop_opening_build_spec_in,field_loop_opening_in,field_loop_opening_mm,field_loop_opening_cm
MS24586-836,MS24586-836,MS24586836,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,MIL SPEC Extension (MS24586),E,Music Wire,MW,ASTM A228,1,1,25.4,2.54,0.015,0.015,0.38,0.038,3,3,76.2,7.62,REF,Reference,Reference,Reference,6.82,6.82,1.194,11.94,0.1218,1.218,121.8,1218,0.682,0.682,0.1194,1.194,0.01218,0.1218,12.18,121.8,0.83,0.83,21.08,2.108,REF,Reference,Reference,Reference,15,15,0.085,0.085,2.16,0.216,Machine Loops,2,2,8.896,0.9072,907.2,REF,Reference,Reference,Reference,Reference,22.2,22.2,98.751,10.0699,10069.9,5.96,5.96,151.38,15.138,1.36,1.36,34.54,3.454,Factory Option,"CAD Plate and Bake per QQ-P-416, Type II, Class 2",0.08269,0.83,0.83,21.08,2.108,Inline,0.042,0.042,1.07,0.107
MS24586-837,MS24586-837,MS24586837,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,MIL SPEC Extension (MS24586),E,Music Wire,MW,ASTM A228,1,1,25.4,2.54,0.015,0.015,0.38,0.038,3.25,3.25,82.55,8.255,REF,Reference,Reference,Reference,5.69,5.69,0.997,9.97,0.1016,1.016,101.6,1016,0.569,0.569,0.0997,0.997,0.01016,0.1016,10.16,101.6,0.83,0.83,21.08,2.108,REF,Reference,Reference,Reference,18,18,0.085,0.085,2.16,0.216,Machine Loops,2,2,8.896,0.9072,907.2,REF,Reference,Reference,Reference,Reference,22.2,22.2,98.751,10.0699,10069.9,6.8,6.8,172.72,17.272,1.615,1.615,41.02,4.102,Factory Option,"CAD Plate and Bake per QQ-P-416, Type II, Class 2",0.09728,0.83,0.83,21.08,2.108,Inline,0.042,0.042,1.07,0.107
MS24586-838,MS24586-838,MS24586838,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,MIL SPEC Extension (MS24586),E,Music Wire,MW,ASTM A228,1,1,25.4,2.54,0.015,0.015,0.38,0.038,3.5,3.5,88.9,8.89,REF,Reference,Reference,Reference,4.99,4.99,0.874,8.74,0.0891,0.891,89.1,891,0.499,0.499,0.0874,0.874,0.00891,0.0891,8.91,89.1,0.83,0.83,21.08,2.108,REF,Reference,Reference,Reference,20.5,20.5,0.085,0.085,2.16,0.216,Machine Loops,2,2,8.896,0.9072,907.2,REF,Reference,Reference,Reference,Reference,22.2,22.2,98.751,10.0699,10069.9,7.55,7.55,191.77,19.177,1.828,1.828,46.43,4.643,Factory Option,"CAD Plate and Bake per QQ-P-416, Type II, Class 2",0.10944,0.83,0.83,21.08,2.108,Inline,0.042,0.042,1.07,0.107
MS24586-839,MS24586-839,MS24586839,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,MIL SPEC Extension (MS24586),E,Music Wire,MW,ASTM A228,1,1,25.4,2.54,0.015,0.015,0.38,0.038,3.75,3.75,95.25,9.525,REF,Reference,Reference,Reference,4.35,4.35,0.762,7.62,0.0777,0.777,77.7,777,0.435,0.435,0.0762,0.762,0.00777,0.0777,7.77,77.7,0.83,0.83,21.08,2.108,REF,Reference,Reference,Reference,23.5,23.5,0.085,0.085,2.16,0.216,Machine Loops,2,2,8.896,0.9072,907.2,REF,Reference,Reference,Reference,Reference,22.2,22.2,98.751,10.0699,10069.9,8.39,8.39,213.11,21.311,2.083,2.083,52.91,5.291,Factory Option,"CAD Plate and Bake per QQ-P-416, Type II, Class 2",0.12404,0.83,0.83,21.08,2.108,Inline,0.042,0.042,1.07,0.107
MS24586-84,MS24586-84,MS2458684,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,MIL SPEC Extension (MS24586),E,Music Wire,MW,ASTM A228,0.24,0.24,6.1,0.61,0.005,0.005,0.13,0.013,2.25,2.25,57.15,5.715,REF,Reference,Reference,Reference,11.66,11.66,2.042,20.42,0.2082,2.082,208.2,2082,1.166,1.166,0.2042,2.042,0.02082,0.2082,20.82,208.2,0.158,0.158,4.01,0.401,REF,Reference,Reference,Reference,46,46,0.041,0.041,1.04,0.104,Machine Loops,1,1,4.448,0.4536,453.6,REF,Reference,Reference,Reference,Reference,11.4,11.4,50.71,5.171,5171,3.14,3.14,79.76,7.976,1.927,1.927,48.95,4.895,Factory Option,None,0.01181,0.158,0.158,4.01,0.401,Inline,0.02,0.02,0.51,0.051
MS24586-840,MS24586-840,MS24586840,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,MIL SPEC Extension (MS24586),E,Music Wire,MW,ASTM A228,1,1,25.4,2.54,0.015,0.015,0.38,0.038,4,4,101.6,10.16,REF,Reference,Reference,Reference,3.86,3.86,0.676,6.76,0.0689,0.689,68.9,689,0.386,0.386,0.0676,0.676,0.00689,0.0689,6.89,68.9,0.83,0.83,21.08,2.108,REF,Reference,Reference,Reference,26.5,26.5,0.085,0.085,2.16,0.216,Machine Loops,2,2,8.896,0.9072,907.2,REF,Reference,Reference,Reference,Reference,22.2,22.2,98.751,10.0699,10069.9,9.23,9.23,234.44,23.444,2.338,2.338,59.39,5.939,Factory Option,"CAD Plate and Bake per QQ-P-416, Type II, Class 2",0.13863,0.83,0.83,21.08,2.108,Inline,0.042,0.042,1.07,0.107
MS24586-841,MS24586-841,MS24586841,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,MIL SPEC Extension (MS24586),E,Music Wire,MW,ASTM A228,1,1,25.4,2.54,0.015,0.015,0.38,0.038,4.25,4.25,107.95,10.795,REF,Reference,Reference,Reference,3.47,3.47,0.608,6.08,0.062,0.62,62,620,0.347,0.347,0.0608,0.608,0.0062,0.062,6.2,62,0.83,0.83,21.08,2.108,REF,Reference,Reference,Reference,29.5,29.5,0.085,0.085,2.16,0.216,Machine Loops,2,2,8.896,0.9072,907.2,REF,Reference,Reference,Reference,Reference,22.2,22.2,98.751,10.0699,10069.9,10.07,10.07,255.78,25.578,2.593,2.593,65.86,6.586,Factory Option,"CAD Plate and Bake per QQ-P-416, Type II, Class 2",0.15322,0.83,0.83,21.08,2.108,Inline,0.042,0.042,1.07,0.107
MS24586-842,MS24586-842,MS24586842,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,MIL SPEC Extension (MS24586),E,Music Wire,MW,ASTM A228,1,1,25.4,2.54,0.015,0.015,0.38,0.038,4.5,4.5,114.3,11.43,REF,Reference,Reference,Reference,3.15,3.15,0.552,5.52,0.0563,0.563,56.3,563,0.315,0.315,0.0552,0.552,0.00563,0.0563,5.63,56.3,0.83,0.83,21.08,2.108,REF,Reference,Reference,Reference,32.5,32.5,0.085,0.085,2.16,0.216,Machine Loops,2,2,8.896,0.9072,907.2,REF,Reference,Reference,Reference,Reference,22.2,22.2,98.751,10.0699,10069.9,10.92,10.92,277.37,27.737,2.848,2.848,72.34,7.234,Factory Option,"CAD Plate and Bake per QQ-P-416, Type II, Class 2",0.16781,0.83,0.83,21.08,2.108,Inline,0.042,0.042,1.07,0.107
MS24586-843,MS24586-843,MS24586843,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,MIL SPEC Extension (MS24586),E,Music Wire,MW,ASTM A228,1,1,25.4,2.54,0.015,0.015,0.38,0.038,4.75,4.75,120.65,12.065,REF,Reference,Reference,Reference,2.88,2.88,0.504,5.04,0.0514,0.514,51.4,514,0.288,0.288,0.0504,0.504,0.00514,0.0514,5.14,51.4,0.83,0.83,21.08,2.108,REF,Reference,Reference,Reference,35.5,35.5,0.085,0.085,2.16,0.216,Machine Loops,2,2,8.896,0.9072,907.2,REF,Reference,Reference,Reference,Reference,22.2,22.2,98.751,10.0699,10069.9,11.76,11.76,298.7,29.87,3.103,3.103,78.82,7.882,Factory Option,"CAD Plate and Bake per QQ-P-416, Type II, Class 2",0.18241,0.83,0.83,21.08,2.108,Inline,0.042,0.042,1.07,0.107
MS24586-844,MS24586-844,MS24586844,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,MIL SPEC Extension (MS24586),E,Music Wire,MW,ASTM A228,1,1,25.4,2.54,0.015,0.015,0.38,0.038,5,5,127,12.7,REF,Reference,Reference,Reference,2.66,2.66,0.466,4.66,0.0475,0.475,47.5,475,0.266,0.266,0.0466,0.466,0.00475,0.0475,4.75,47.5,0.83,0.83,21.08,2.108,REF,Reference,Reference,Reference,38.5,38.5,0.085,0.085,2.16,0.216,Machine Loops,2,2,8.896,0.9072,907.2,REF,Reference,Reference,Reference,Reference,22.2,22.2,98.751,10.0699,10069.9,12.6,12.6,320.04,32.004,3.358,3.358,85.29,8.529,Factory Option,"CAD Plate and Bake per QQ-P-416, Type II, Class 2",0.197,0.83,0.83,21.08,2.108,Inline,0.042,0.042,1.07,0.107
MS24586-845,MS24586-845,MS24586845,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,MIL SPEC Extension (MS24586),E,Music Wire,MW,ASTM A228,1,1,25.4,2.54,0.015,0.015,0.38,0.038,2.75,2.75,69.85,6.985,REF,Reference,Reference,Reference,14.98,14.98,2.623,26.23,0.2675,2.675,267.5,2675,1.498,1.498,0.2623,2.623,0.02675,0.2675,26.75,267.5,0.81,0.81,20.57,2.057,REF,Reference,Reference,Reference,11,11,0.095,0.095,2.41,0.241,Machine Loops,2.7,2.7,12.01,1.2247,1224.7,REF,Reference,Reference,Reference,Reference,30,30,133.447,13.608,13608,4.57,4.57,116.08,11.608,1.14,1.14,28.96,2.896,Factory Option,"CAD Plate and Bake per QQ-P-416, Type II, Class 2",0.07812,0.81,0.81,20.57,2.057,Inline,0.047,0.047,1.19,0.119
MS24586-846,MS24586-846,MS24586846,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,MIL SPEC Extension (MS24586),E,Music Wire,MW,ASTM A228,1,1,25.4,2.54,0.015,0.015,0.38,0.038,3,3,76.2,7.62,REF,Reference,Reference,Reference,12.2,12.2,2.137,21.37,0.2179,2.179,217.9,2179,1.22,1.22,0.2137,2.137,0.02179,0.2179,21.79,217.9,0.81,0.81,20.57,2.057,REF,Reference,Reference,Reference,13.5,13.5,0.095,0.095,2.41,0.241,Machine Loops,2.7,2.7,12.01,1.2247,1224.7,REF,Reference,Reference,Reference,Reference,30,30,133.447,13.608,13608,5.24,5.24,133.1,13.31,1.378,1.378,35,3.5,Factory Option,"CAD Plate and Bake per QQ-P-416, Type II, Class 2",0.09315,0.81,0.81,20.57,2.057,Inline,0.047,0.047,1.19,0.119
MS24586-847,MS24586-847,MS24586847,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,MIL SPEC Extension (MS24586),E,Music Wire,MW,ASTM A228,1,1,25.4,2.54,0.015,0.015,0.38,0.038,3.25,3.25,82.55,8.255,REF,Reference,Reference,Reference,10.3,10.3,1.804,18.04,0.1839,1.839,183.9,1839,1.03,1.03,0.1804,1.804,0.01839,0.1839,18.39,183.9,0.81,0.81,20.57,2.057,REF,Reference,Reference,Reference,16,16,0.095,0.095,2.41,0.241,Machine Loops,2.7,2.7,12.01,1.2247,1224.7,REF,Reference,Reference,Reference,Reference,30,30,133.447,13.608,13608,5.9,5.9,149.86,14.986,1.615,1.615,41.02,4.102,Factory Option,"CAD Plate and Bake per QQ-P-416, Type II, Class 2",0.10817,0.81,0.81,20.57,2.057,Inline,0.047,0.047,1.19,0.119
MS24586-848,MS24586-848,MS24586848,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,MIL SPEC Extension (MS24586),E,Music Wire,MW,ASTM A228,1,1,25.4,2.54,0.015,0.015,0.38,0.038,3.5,3.5,88.9,8.89,REF,Reference,Reference,Reference,8.67,8.67,1.518,15.18,0.1548,1.548,154.8,1548,0.867,0.867,0.1518,1.518,0.01548,0.1548,15.48,154.8,0.81,0.81,20.57,2.057,REF,Reference,Reference,Reference,19,19,0.095,0.095,2.41,0.241,Machine Loops,2.7,2.7,12.01,1.2247,1224.7,REF,Reference,Reference,Reference,Reference,30,30,133.447,13.608,13608,6.65,6.65,168.91,16.891,1.9,1.9,48.26,4.826,Factory Option,"CAD Plate and Bake per QQ-P-416, Type II, Class 2",0.1262,0.81,0.81,20.57,2.057,Inline,0.047,0.047,1.19,0.119
MS24586-849,MS24586-849,MS24586849,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,MIL SPEC Extension (MS24586),E,Music Wire,MW,ASTM A228,1,1,25.4,2.54,0.015,0.015,0.38,0.038,3.75,3.75,95.25,9.525,REF,Reference,Reference,Reference,7.66,7.66,1.342,13.42,0.1368,1.368,136.8,1368,0.766,0.766,0.1342,1.342,0.01368,0.1368,13.68,136.8,0.81,0.81,20.57,2.057,REF,Reference,Reference,Reference,21.5,21.5,0.095,0.095,2.41,0.241,Machine Loops,2.7,2.7,12.01,1.2247,1224.7,REF,Reference,Reference,Reference,Reference,30,30,133.447,13.608,13608,7.31,7.31,185.67,18.567,2.138,2.138,54.31,5.431,Factory Option,"CAD Plate and Bake per QQ-P-416, Type II, Class 2",0.14123,0.81,0.81,20.57,2.057,Inline,0.047,0.047,1.19,0.119
