title,model,field_published_stock_code,field_product_type,field_product_category,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_revision,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm,field_outside_dia_cm,field_out_dia_tol_bld_spc_in,field_out_dia_tol_in,field_out_dia_tol_mm,field_out_dia_tol_cm,field_hole_dia_bd_spe_in,field_hole_dia_in,field_hole_dia_mm,field_hole_dia_cm,field_rod_dia_bd_spe_in,field_rod_dia_in,field_rod_dia_mm,field_rod_dia_cm,field_rod_dia_tole_bd_spe_in,field_rod_dia_tole_in,field_rod_dia_tole_mm,field_rod_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm,field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_tole_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_solid_height_bd_spe_in,field_solid_height_in,field_solid_height_mm,field_solid_height_cm,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_wire_dia_cm,field_material,field_material_short_description,field_load_at_solid_height_bd_lb,field_load_at_solid_height_lb,field_load_at_solid_height_n,field_load_at_solid_height_kg,field_load_at_solid_height_gm,field_end,field_direction_of_wind,field_active_coils_bd_spe,field_active_coils,field_active_coils_tole_bd_spe,field_active_coils_tole,field_total_coils_bd_spe,field_total_coils,field_finish,field_spring_type,field_product_series,field_material_specification,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_ins_dia_tol_bld_spec_in,field_field_inside_dia_tol_in,field_field_inside_dia_tol_mm,field_field_inside_dia_tol_cm,field_color,field_weight_per_item_lb
LC 072GG 15M,LC 072GG 15M,LC072GG15M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.5,0.5,12.7,1.27,+/-0.008,+/-0.008,+/-0.2,+/-0.02,0.531,0.531,13.49,1.349,0.345,0.345,8.76,0.876,MIN,MIN,MIN,MIN,3.5,3.5,88.9,8.89,0.125,0.125,3.18,0.318,21.2533,21.253,3.722,37.22,0.3795,3.795,379.54,3795.4,2.125,2.125,0.3722,3.722,0.03795,0.3795,37.948,379.48,1.9423,1.942,49.33,4.933,0.072,0.072,1.83,,Music Wire,MW,32.3313,32.331,143.82,14.665,14665.48,Squared and Ground,Factory Option,24.1914,24.1914,Reference,Reference,26.1914,26.1914,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.356,0.356,9.04,0.904,Reference,Reference,Reference,Reference,,0.0428346
LC 072GG 15S,LC 072GG 15S,LC072GG15S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.5,0.5,12.7,1.27,+/-0.008,+/-0.008,+/-0.2,+/-0.02,0.531,0.531,13.49,1.349,0.345,0.345,8.76,0.876,MIN,MIN,MIN,MIN,3.5,3.5,88.9,8.89,0.125,0.125,3.18,0.318,17.7111,17.711,3.102,31.02,0.3163,3.163,316.28,3162.8,1.771,1.771,0.3102,3.102,0.03163,0.3163,31.627,316.27,1.9423,1.942,49.33,4.933,0.072,0.072,1.83,,Stainless Steel,SS,26.9427,26.943,119.85,12.221,12221.21,Squared and Ground,Factory Option,24.1914,24.1914,Reference,Reference,26.1914,26.1914,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.356,0.356,9.04,0.904,Reference,Reference,Reference,Reference,,0.0436505
LC 072GG 15S316,LC 072GG 15S316,LC072GG15S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.5,0.5,12.7,1.27,+/-0.008,+/-0.008,+/-0.2,+/-0.02,0.531,0.531,13.49,1.349,0.345,0.345,8.76,0.876,MIN,MIN,MIN,MIN,3.5,3.5,88.9,8.89,0.125,0.125,3.18,0.318,17.7111,17.711,3.102,31.02,0.3163,3.163,316.28,3162.8,1.771,1.771,0.3102,3.102,0.03163,0.3163,31.627,316.27,1.9423,1.942,49.33,4.933,0.072,0.072,1.83,,Stainless Steel Type 316,SS316,26.9427,26.943,119.85,12.221,12221.21,Squared and Ground,Factory Option,24.1914,24.1914,Reference,Reference,26.1914,26.1914,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.356,0.356,9.04,0.904,Reference,Reference,Reference,Reference,,0.0436505
LC 072H 0 M,LC 072H 0 M,LC072H0M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.6,0.6,15.24,1.524,+/-0.015,+/-0.015,+/-0.38,+/-0.038,0.625,0.625,15.88,1.588,0.437,0.437,11.1,1.11,MIN,MIN,MIN,MIN,0.625,0.625,15.88,1.588,0.02,0.02,0.51,0.051,103,103,18.039,180.39,1.8394,18.394,1839.37,18393.7,10.3,10.3,1.8039,18.039,0.18394,1.8394,183.937,1839.37,0.346,0.346,8.79,0.879,0.072,0.072,1.83,,Music Wire,MW,30,30,133.45,13.608,13608,Squared and Ground,Factory Option,2.6587,2.6587,Reference,Reference,4.66,4.66,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.456,0.456,11.58,1.158,Reference,Reference,Reference,Reference,,0.0093993
LC 072H 0 S,LC 072H 0 S,LC072H0S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.6,0.6,15.24,1.524,+/-0.015,+/-0.015,+/-0.38,+/-0.038,0.625,0.625,15.88,1.588,0.437,0.437,11.1,1.11,MIN,MIN,MIN,MIN,0.625,0.625,15.88,1.588,0.02,0.02,0.51,0.051,85.8,85.8,15.026,150.26,1.5322,15.322,1532.22,15322.2,8.58,8.58,1.5026,15.026,0.15322,1.5322,153.222,1532.22,0.346,0.346,8.79,0.879,0.072,0.072,1.83,,Stainless Steel,SS,24.99,24.99,111.16,11.335,11335.46,Squared and Ground,Factory Option,2.6598,2.6598,Reference,Reference,4.66,4.66,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.456,0.456,11.58,1.158,Reference,Reference,Reference,Reference,,0.0095805
LC 072H 0 S316,LC 072H 0 S316,LC072H0S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.6,0.6,15.24,1.524,+/-0.015,+/-0.015,+/-0.38,+/-0.038,0.625,0.625,15.88,1.588,0.437,0.437,11.1,1.11,MIN,MIN,MIN,MIN,0.625,0.625,15.88,1.588,0.02,0.02,0.51,0.051,85.8,85.8,15.026,150.26,1.5322,15.322,1532.22,15322.2,8.58,8.58,1.5026,15.026,0.15322,1.5322,153.222,1532.22,0.346,0.346,8.79,0.879,0.072,0.072,1.83,,Stainless Steel Type 316,SS316,24.99,24.99,111.16,11.335,11335.46,Squared and Ground,Factory Option,2.6598,2.6598,Reference,Reference,4.66,4.66,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.456,0.456,11.58,1.158,Reference,Reference,Reference,Reference,,0.0095805
LC 072H 01 M,LC 072H 01 M,LC072H01M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.6,0.6,15.24,1.524,+/-0.015,+/-0.015,+/-0.38,+/-0.038,0.625,0.625,15.88,1.588,0.437,0.437,11.1,1.11,MIN,MIN,MIN,MIN,0.75,0.75,19.05,1.905,0.024,0.024,0.61,0.061,78,78,13.66,136.6,1.3929,13.929,1392.92,13929.2,7.8,7.8,1.366,13.66,0.13929,1.3929,139.292,1392.92,0.397,0.397,10.08,1.008,0.072,0.072,1.83,,Music Wire,MW,30,30,133.45,13.608,13608,Squared and Ground,Factory Option,3.5109,3.5109,Reference,Reference,5.51,5.51,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.456,0.456,11.58,1.158,Reference,Reference,Reference,Reference,,0.0111186
LC 072H 01 S,LC 072H 01 S,LC072H01S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.6,0.6,15.24,1.524,+/-0.015,+/-0.015,+/-0.38,+/-0.038,0.625,0.625,15.88,1.588,0.437,0.437,11.1,1.11,MIN,MIN,MIN,MIN,0.75,0.75,19.05,1.905,0.024,0.024,0.61,0.061,65,65,11.384,113.84,1.1608,11.608,1160.77,11607.7,6.5,6.5,1.1384,11.384,0.11608,1.1608,116.077,1160.77,0.397,0.397,10.08,1.008,0.072,0.072,1.83,,Stainless Steel,SS,24.99,24.99,111.16,11.335,11335.46,Squared and Ground,Factory Option,3.5109,3.5109,Reference,Reference,5.51,5.51,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.456,0.456,11.58,1.158,Reference,Reference,Reference,Reference,,0.0113304
LC 072H 01 S316,LC 072H 01 S316,LC072H01S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.6,0.6,15.24,1.524,+/-0.015,+/-0.015,+/-0.38,+/-0.038,0.625,0.625,15.88,1.588,0.437,0.437,11.1,1.11,MIN,MIN,MIN,MIN,0.75,0.75,19.05,1.905,0.024,0.024,0.61,0.061,65,65,11.384,113.84,1.1608,11.608,1160.77,11607.7,6.5,6.5,1.1384,11.384,0.11608,1.1608,116.077,1160.77,0.397,0.397,10.08,1.008,0.072,0.072,1.83,,Stainless Steel Type 316,SS316,24.99,24.99,111.16,11.335,11335.46,Squared and Ground,Factory Option,3.5109,3.5109,Reference,Reference,5.51,5.51,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.456,0.456,11.58,1.158,Reference,Reference,Reference,Reference,,0.0113304
LC 072H 02 M,LC 072H 02 M,LC072H02M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.6,0.6,15.24,1.524,+/-0.015,+/-0.015,+/-0.38,+/-0.038,0.625,0.625,15.88,1.588,0.437,0.437,11.1,1.11,MIN,MIN,MIN,MIN,0.875,0.875,22.23,2.223,0.028,0.028,0.71,0.071,68,68,11.909,119.09,1.2143,12.143,1214.34,12143.4,6.8,6.8,1.1909,11.909,0.12143,1.2143,121.434,1214.34,0.432,0.432,10.97,1.097,0.072,0.072,1.83,,Music Wire,MW,30,30,133.45,13.608,13608,Squared and Ground,Factory Option,4.0272,4.0272,Reference,Reference,6.03,6.03,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.456,0.456,11.58,1.158,Reference,Reference,Reference,Reference,,0.0121603
