title,model,field_published_stock_code,field_product_type,field_product_category,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_revision,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm,field_outside_dia_cm,field_out_dia_tol_bld_spc_in,field_out_dia_tol_in,field_out_dia_tol_mm,field_out_dia_tol_cm,field_hole_dia_bd_spe_in,field_hole_dia_in,field_hole_dia_mm,field_hole_dia_cm,field_rod_dia_bd_spe_in,field_rod_dia_in,field_rod_dia_mm,field_rod_dia_cm,field_rod_dia_tole_bd_spe_in,field_rod_dia_tole_in,field_rod_dia_tole_mm,field_rod_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm,field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_tole_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_solid_height_bd_spe_in,field_solid_height_in,field_solid_height_mm,field_solid_height_cm,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_wire_dia_cm,field_material,field_material_short_description,field_load_at_solid_height_bd_lb,field_load_at_solid_height_lb,field_load_at_solid_height_n,field_load_at_solid_height_kg,field_load_at_solid_height_gm,field_end,field_direction_of_wind,field_active_coils_bd_spe,field_active_coils,field_active_coils_tole_bd_spe,field_active_coils_tole,field_total_coils_bd_spe,field_total_coils,field_finish,field_spring_type,field_product_series,field_material_specification,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_ins_dia_tol_bld_spec_in,field_field_inside_dia_tol_in,field_field_inside_dia_tol_mm,field_field_inside_dia_tol_cm,field_color,field_weight_per_item_lb
LCD080CG 03 M,LCD080CG 03 M,LCD080CG03M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.2795,0.28,7.1,0.71,+/-0.0078,+/-0.0078,+/-0.2,+/-0.02,0.3031,0.303,7.7,0.77,0.1969,0.197,5,0.5,MIN,MIN,MIN,MIN,0.9055,0.906,23,2.3,0.024,0.024,0.61,0.061,11.197,11.197,1.961,19.61,0.2,2,199.96,1999.6,Reference,Reference,Reference,Reference,Reference,Reference,Reference,Reference,0.3369,0.337,8.56,0.856,0.0315,0.032,0.8,,Music Wire,MW,6.433,6.433,28.62,2.918,2918.01,Squared and Ground,Right Hand,8.5,8.5,,,10.5,10.5,Zinc Plate and Bake per ASTM B633,1,DIN-Plus Series Part 1,DIN EN 10270-1-SH,0.2165,0.217,5.5,0.55,Reference,Reference,Reference,Reference,,0.001808
LCD080CG 04 M,LCD080CG 04 M,LCD080CG04M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.2795,0.28,7.1,0.71,+/-0.0078,+/-0.0078,+/-0.2,+/-0.02,0.3031,0.303,7.7,0.77,0.1969,0.197,5,0.5,MIN,MIN,MIN,MIN,1.2992,1.299,33,3.3,0.034,0.034,0.86,0.086,7.617,7.617,1.334,13.34,0.136,1.36,136.02,1360.2,Reference,Reference,Reference,Reference,Reference,Reference,Reference,Reference,0.4653,0.465,11.82,1.182,0.0315,0.032,0.8,,Music Wire,MW,6.399,6.399,28.46,2.903,2902.59,Squared and Ground,Right Hand,12.5,12.5,,,14.5,14.5,Zinc Plate and Bake per ASTM B633,1,DIN-Plus Series Part 1,DIN EN 10270-1-SH,0.2165,0.217,5.5,0.55,Reference,Reference,Reference,Reference,,0.002491
LCD080CG 05 M,LCD080CG 05 M,LCD080CG05M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.2795,0.28,7.1,0.71,+/-0.0078,+/-0.0078,+/-0.2,+/-0.02,0.3031,0.303,7.7,0.77,0.1969,0.197,5,0.5,MIN,MIN,MIN,MIN,1.8898,1.89,48,4.8,0.049,0.049,1.24,0.124,5.15,5.15,0.902,9.02,0.092,0.92,91.97,919.7,Reference,Reference,Reference,Reference,Reference,Reference,Reference,Reference,0.6578,0.658,16.71,1.671,0.0315,0.032,0.8,,Music Wire,MW,6.323,6.323,28.13,2.868,2868.11,Squared and Ground,Right Hand,18.5,18.5,,,20.5,20.5,Zinc Plate and Bake per ASTM B633,1,DIN-Plus Series Part 1,DIN EN 10270-1-SH,0.2165,0.217,5.5,0.55,Reference,Reference,Reference,Reference,,0.003527
LCD080DG 01 M,LCD080DG 01 M,LCD080DG01M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.3465,0.347,8.8,0.88,+/-0.0118,+/-0.0118,+/-0.3,+/-0.03,0.378,0.378,9.6,0.96,0.2598,0.26,6.6,0.66,MIN,MIN,MIN,MIN,0.5709,0.571,14.5,1.45,0.015,0.015,0.38,0.038,13.27,13.27,2.324,23.24,0.237,2.37,236.98,2369.8,Reference,Reference,Reference,Reference,Reference,Reference,Reference,Reference,0.1765,0.177,4.48,0.448,0.0315,0.032,0.8,,Music Wire,MW,5.245,5.245,23.33,2.379,2379.13,Squared and Ground,Right Hand,3.5,3.5,,,5.5,5.5,Zinc Plate and Bake per ASTM B633,1,DIN-Plus Series Part 1,DIN EN 10270-1-SH,0.2835,0.284,7.2,0.72,Reference,Reference,Reference,Reference,,0.001202
LCD080DG 02 M,LCD080DG 02 M,LCD080DG02M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.3465,0.347,8.8,0.88,+/-0.0118,+/-0.0118,+/-0.3,+/-0.03,0.378,0.378,9.6,0.96,0.2598,0.26,6.6,0.66,MIN,MIN,MIN,MIN,0.8465,0.847,21.5,2.15,0.022,0.022,0.56,0.056,8.456,8.456,1.481,14.81,0.151,1.51,151.01,1510.1,Reference,Reference,Reference,Reference,Reference,Reference,Reference,Reference,0.2406,0.241,6.11,0.611,0.0315,0.032,0.8,,Music Wire,MW,5.192,5.192,23.1,2.355,2355.09,Squared and Ground,Right Hand,5.5,5.5,,,7.5,7.5,Zinc Plate and Bake per ASTM B633,1,DIN-Plus Series Part 1,DIN EN 10270-1-SH,0.2835,0.284,7.2,0.72,Reference,Reference,Reference,Reference,,0.00164
LCD080DG 03 M,LCD080DG 03 M,LCD080DG03M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.3465,0.347,8.8,0.88,+/-0.0118,+/-0.0118,+/-0.3,+/-0.03,0.378,0.378,9.6,0.96,0.2598,0.26,6.6,0.66,MIN,MIN,MIN,MIN,1.2598,1.26,32,3.2,0.033,0.033,0.84,0.084,5.487,5.487,0.961,9.61,0.098,0.98,97.99,979.9,Reference,Reference,Reference,Reference,Reference,Reference,Reference,Reference,0.3369,0.337,8.56,0.856,0.0315,0.032,0.8,,Music Wire,MW,5.093,5.093,22.65,2.31,2310.18,Squared and Ground,Right Hand,8.5,8.5,,,10.5,10.5,Zinc Plate and Bake per ASTM B633,1,DIN-Plus Series Part 1,DIN EN 10270-1-SH,0.2835,0.284,7.2,0.72,Reference,Reference,Reference,Reference,,0.002293
LCD080DG 04 M,LCD080DG 04 M,LCD080DG04M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.3465,0.347,8.8,0.88,+/-0.0118,+/-0.0118,+/-0.3,+/-0.03,0.378,0.378,9.6,0.96,0.2598,0.26,6.6,0.66,MIN,MIN,MIN,MIN,1.8504,1.85,47,4.7,0.048,0.048,1.22,0.122,3.694,3.694,0.647,6.47,0.066,0.66,65.97,659.7,Reference,Reference,Reference,Reference,Reference,Reference,Reference,Reference,0.4653,0.465,11.82,1.182,0.0315,0.032,0.8,,Music Wire,MW,5.173,5.173,23.01,2.346,2346.47,Squared and Ground,Right Hand,12.5,12.5,,,14.5,14.5,Zinc Plate and Bake per ASTM B633,1,DIN-Plus Series Part 1,DIN EN 10270-1-SH,0.2835,0.284,7.2,0.72,Reference,Reference,Reference,Reference,,0.003175
LCD080DG 05 M,LCD080DG 05 M,LCD080DG05M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.3465,0.347,8.8,0.88,+/-0.0118,+/-0.0118,+/-0.3,+/-0.03,0.378,0.378,9.6,0.96,0.2598,0.26,6.6,0.66,MIN,MIN,MIN,MIN,2.6772,2.677,68,6.8,0.07,0.07,1.78,0.178,2.518,2.518,0.441,4.41,0.045,0.45,44.97,449.7,Reference,Reference,Reference,Reference,Reference,Reference,Reference,Reference,0.6578,0.658,16.71,1.671,0.0315,0.032,0.8,,Music Wire,MW,5.104,5.104,22.7,2.315,2315.17,Squared and Ground,Right Hand,18.5,18.5,,,20.5,20.5,Zinc Plate and Bake per ASTM B633,1,DIN-Plus Series Part 1,DIN EN 10270-1-SH,0.2835,0.284,7.2,0.72,Reference,Reference,Reference,Reference,,0.004475
LCD080F 01 M,LCD080F 01 M,LCD080F01M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.4252,0.425,10.8,1.08,+/-0.0118,+/-0.0118,+/-0.3,+/-0.03,0.4567,0.457,11.6,1.16,0.3386,0.339,8.6,0.86,MIN,MIN,MIN,MIN,0.7874,0.787,20,2,0.02,0.02,0.51,0.051,6.829,6.829,1.196,11.96,0.122,1.22,121.95,1219.5,Reference,Reference,Reference,Reference,Reference,Reference,Reference,Reference,0.1765,0.177,4.48,0.448,0.0315,0.032,0.8,,Music Wire,MW,4.244,4.244,18.88,1.925,1925.08,Squared and Ground,Right Hand,3.5,3.5,,,5.5,5.5,Zinc Plate and Bake per ASTM B633,1,DIN-Plus Series Part 1,DIN EN 10270-1-SH,0.3622,0.362,9.2,0.92,Reference,Reference,Reference,Reference,,0.001504
LCD080F 02 M,LCD080F 02 M,LCD080F02M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.4252,0.425,10.8,1.08,+/-0.0118,+/-0.0118,+/-0.3,+/-0.03,0.4567,0.457,11.6,1.16,0.3386,0.339,8.6,0.86,MIN,MIN,MIN,MIN,1.1811,1.181,30,3,0.031,0.031,0.79,0.079,4.311,4.311,0.755,7.55,0.077,0.77,76.99,769.9,Reference,Reference,Reference,Reference,Reference,Reference,Reference,Reference,0.2406,0.241,6.11,0.611,0.0315,0.032,0.8,,Music Wire,MW,4.047,4.047,18,1.836,1835.72,Squared and Ground,Right Hand,5.5,5.5,,,7.5,7.5,Zinc Plate and Bake per ASTM B633,1,DIN-Plus Series Part 1,DIN EN 10270-1-SH,0.3622,0.362,9.2,0.92,Reference,Reference,Reference,Reference,,0.00205
