title,model,field_published_stock_code,field_product_type,field_spring_type,field_product_category,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_product_series,field_revision,field_material,field_material_short_description,field_material_specification,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm,field_outside_dia_cm,field_outside_dia_tole_bd_spe_in,field_outside_dia_tole_in,field_outside_dia_tole_mm,field_outside_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm,field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_tole_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_ins_dia_tol_bld_spec_in,field_field_inside_dia_tol_in,field_field_inside_dia_tol_mm,field_field_inside_dia_tol_cm,field_total_coils_bd_spe,field_total_coils,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_wire_dia_cm,field_end,field_initial_ten_bud_spec_lb,field_initial_tension_lb,field_initial_tension_n,field_initial_tension_kg,field_initial_tension_gm,field_initial_ten_tol_bud_spc_lb,field_initial_ten_tol_lb,field_initial_ten_tol_n,field_initial_ten_tol_kg,field_initial_ten_tol_gm,field_max_load_build_spec_lb,field_max_load_lb,field_max_load_n,field_max_load_kg,field_max_load_gm,field_max_extend_len_bd_spe_in,field_max_extended_length_in,field_max_extended_length_mm,field_max_extended_length_cm,field_body_length_build_spec_in,field_body_length_in,field_body_length_mm,field_body_length_cm,field_direction_of_wind,field_finish,field_weight_per_item_lb,field_loop_insid_dia_bd_spec_in,field_loop_inside_diameter_in,field_loop_inside_diameter_mm,field_loop_inside_diameter_cm,field_loop_position,field_loop_opening_build_spec_in,field_loop_opening_in,field_loop_opening_mm,field_loop_opening_cm
LE 037D 01 M,LE 037D 01 M,LE037D01M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.375,0.375,9.53,0.953,0.01,0.01,0.25,0.025,1,1,25.4,2.54,0.03,0.03,0.76,0.076,7.7,7.7,1.349,13.49,0.1375,1.375,137.5,1375,0.77,0.77,0.1349,1.349,0.01375,0.1375,13.75,137.5,0.301,0.301,7.65,0.765,REF,Reference,Reference,Reference,9.4549,9.5,0.037,0.037,0.94,0.094,Standard Loops,0.7,0.7,3.114,0.3175,317.5,0.14,0.14,0.6228,0.0635,63.5,5.8,5.8,25.8,2.6309,2630.9,1.66,1.66,42.16,4.216,0.398,0.398,10.11,1.011,Factory Option,Zinc Plate and Bake per ASTM B633,0.00391,0.301,0.301,7.65,0.765,Random,0.037,0.037,0.94,0.094
LE 037D 01 S,LE 037D 01 S,LE037D01S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.375,0.375,9.53,0.953,0.01,0.01,0.25,0.025,1,1,25.4,2.54,0.03,0.03,0.76,0.076,6.41,6.41,1.123,11.23,0.1145,1.145,114.5,1145,0.641,0.641,0.1123,1.123,0.01145,0.1145,11.45,114.5,0.301,0.301,7.65,0.765,REF,Reference,Reference,Reference,9.4647,9.5,0.037,0.037,0.94,0.094,Standard Loops,0.5831,0.5831,2.594,0.2645,264.5,0.11662,0.11662,0.5188,0.0529,52.9,4.8314,4.8314,21.491,2.1915,2191.5,1.66,1.66,42.16,4.216,0.398,0.398,10.11,1.011,Factory Option,Passivate per ASTM A967,0.00398,0.301,0.301,7.65,0.765,Random,0.037,0.037,0.94,0.094
LE 037D 01 S316,LE 037D 01 S316,LE037D01S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.375,0.375,9.53,0.953,0.01,0.01,0.25,0.025,1,1,25.4,2.54,0.03,0.03,0.76,0.076,6.41,6.41,1.123,11.23,0.1145,1.145,114.5,1145,0.641,0.641,0.1123,1.123,0.01145,0.1145,11.45,114.5,0.301,0.301,7.65,0.765,REF,Reference,Reference,Reference,9.4647,9.5,0.037,0.037,0.94,0.094,Standard Loops,0.5831,0.5831,2.594,0.2645,264.5,0.11662,0.11662,0.5188,0.0529,52.9,3.623,3.623,16.116,1.6434,1643.4,1.474,1.474,37.44,3.744,0.398,0.398,10.11,1.011,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00398,0.301,0.301,7.65,0.765,Random,0.037,0.037,0.94,0.094
LE 037D 02 M,LE 037D 02 M,LE037D02M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.375,0.375,9.53,0.953,0.01,0.01,0.25,0.025,1.125,1.125,28.58,2.858,0.035,0.035,0.89,0.089,5.6,5.6,0.981,9.81,0.1,1,100,1000,0.56,0.56,0.0981,0.981,0.01,0.1,10,100,0.301,0.301,7.65,0.765,REF,Reference,Reference,Reference,13.0004,13,0.037,0.037,0.94,0.094,Standard Loops,0.7,0.7,3.114,0.3175,317.5,0.14,0.14,0.6228,0.0635,63.5,5.8,5.8,25.8,2.6309,2630.9,2.035,2.035,51.69,5.169,0.523,0.523,13.28,1.328,Factory Option,Zinc Plate and Bake per ASTM B633,0.00512,0.301,0.301,7.65,0.765,Random,0.037,0.037,0.94,0.094
LE 037D 02 S,LE 037D 02 S,LE037D02S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.375,0.375,9.53,0.953,0.01,0.01,0.25,0.025,1.125,1.125,28.58,2.858,0.035,0.035,0.89,0.089,4.66,4.66,0.816,8.16,0.0832,0.832,83.2,832,0.466,0.466,0.0816,0.816,0.00832,0.0832,8.32,83.2,0.301,0.301,7.65,0.765,REF,Reference,Reference,Reference,13.019,13,0.037,0.037,0.94,0.094,Standard Loops,0.5831,0.5831,2.594,0.2645,264.5,0.11662,0.11662,0.5188,0.0529,52.9,4.8314,4.8314,21.491,2.1915,2191.5,2.035,2.035,51.69,5.169,0.523,0.523,13.28,1.328,Factory Option,Passivate per ASTM A967,0.00522,0.301,0.301,7.65,0.765,Random,0.037,0.037,0.94,0.094
LE 037D 02 S316,LE 037D 02 S316,LE037D02S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.375,0.375,9.53,0.953,0.01,0.01,0.25,0.025,1.125,1.125,28.58,2.858,0.035,0.035,0.89,0.089,4.66,4.66,0.816,8.16,0.0832,0.832,83.2,832,0.466,0.466,0.0816,0.816,0.00832,0.0832,8.32,83.2,0.301,0.301,7.65,0.765,REF,Reference,Reference,Reference,13.019,13,0.037,0.037,0.94,0.094,Standard Loops,0.5831,0.5831,2.594,0.2645,264.5,0.11662,0.11662,0.5188,0.0529,52.9,3.623,3.623,16.116,1.6434,1643.4,1.777,1.777,45.14,4.514,0.523,0.523,13.28,1.328,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00522,0.301,0.301,7.65,0.765,Random,0.037,0.037,0.94,0.094
LE 037D 03 M,LE 037D 03 M,LE037D03M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.375,0.375,9.53,0.953,0.01,0.01,0.25,0.025,1.25,1.25,31.75,3.175,0.035,0.035,0.89,0.089,4.4,4.4,0.771,7.71,0.0786,0.786,78.6,786,0.44,0.44,0.0771,0.771,0.00786,0.0786,7.86,78.6,0.301,0.301,7.65,0.765,REF,Reference,Reference,Reference,16.546,16.5,0.037,0.037,0.94,0.094,Standard Loops,0.7,0.7,3.114,0.3175,317.5,0.14,0.14,0.6228,0.0635,63.5,5.8,5.8,25.8,2.6309,2630.9,2.41,2.41,61.21,6.121,0.648,0.648,16.46,1.646,Factory Option,Zinc Plate and Bake per ASTM B633,0.00633,0.301,0.301,7.65,0.765,Random,0.037,0.037,0.94,0.094
LE 037D 03 S,LE 037D 03 S,LE037D03S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.375,0.375,9.53,0.953,0.01,0.01,0.25,0.025,1.25,1.25,31.75,3.175,0.035,0.035,0.89,0.089,3.67,3.67,0.643,6.43,0.0655,0.655,65.5,655,0.367,0.367,0.0643,0.643,0.00655,0.0655,6.55,65.5,0.301,0.301,7.65,0.765,REF,Reference,Reference,Reference,16.531,16.5,0.037,0.037,0.94,0.094,Standard Loops,0.5831,0.5831,2.594,0.2645,264.5,0.11662,0.11662,0.5188,0.0529,52.9,4.8314,4.8314,21.491,2.1915,2191.5,2.41,2.41,61.21,6.121,0.648,0.648,16.46,1.646,Factory Option,Passivate per ASTM A967,0.00644,0.301,0.301,7.65,0.765,Random,0.037,0.037,0.94,0.094
LE 037D 03 S316,LE 037D 03 S316,LE037D03S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.375,0.375,9.53,0.953,0.01,0.01,0.25,0.025,1.25,1.25,31.75,3.175,0.035,0.035,0.89,0.089,3.67,3.67,0.643,6.43,0.0655,0.655,65.5,655,0.367,0.367,0.0643,0.643,0.00655,0.0655,6.55,65.5,0.301,0.301,7.65,0.765,REF,Reference,Reference,Reference,16.531,16.5,0.037,0.037,0.94,0.094,Standard Loops,0.5831,0.5831,2.594,0.2645,264.5,0.11662,0.11662,0.5188,0.0529,52.9,3.623,3.623,16.116,1.6434,1643.4,2.078,2.078,52.78,5.278,0.648,0.648,16.46,1.646,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00644,0.301,0.301,7.65,0.765,Random,0.037,0.037,0.94,0.094
LE 037D 04 M,LE 037D 04 M,LE037D04M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.375,0.375,9.53,0.953,0.01,0.01,0.25,0.025,1.375,1.375,34.93,3.493,0.035,0.035,0.89,0.089,3.7,3.7,0.648,6.48,0.0661,0.661,66.1,661,0.37,0.37,0.0648,0.648,0.00661,0.0661,6.61,66.1,0.301,0.301,7.65,0.765,REF,Reference,Reference,Reference,19.6764,19.7,0.037,0.037,0.94,0.094,Standard Loops,0.7,0.7,3.114,0.3175,317.5,0.14,0.14,0.6228,0.0635,63.5,5.8,5.8,25.8,2.6309,2630.9,2.755,2.755,69.98,6.998,0.773,0.773,19.63,1.963,Factory Option,Zinc Plate and Bake per ASTM B633,0.00739,0.301,0.301,7.65,0.765,Random,0.037,0.037,0.94,0.094
