title,model,field_published_stock_code,field_product_type,field_product_category,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_revision,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm,field_outside_dia_cm,field_out_dia_tol_bld_spc_in,field_out_dia_tol_in,field_out_dia_tol_mm,field_out_dia_tol_cm,field_hole_dia_bd_spe_in,field_hole_dia_in,field_hole_dia_mm,field_hole_dia_cm,field_rod_dia_bd_spe_in,field_rod_dia_in,field_rod_dia_mm,field_rod_dia_cm,field_rod_dia_tole_bd_spe_in,field_rod_dia_tole_in,field_rod_dia_tole_mm,field_rod_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm,field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_solid_height_bd_spe_in,field_solid_height_in,field_solid_height_mm,field_solid_height_cm,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_wire_dia_cm,field_material,field_material_short_description,field_load_at_solid_height_bd_lb,field_load_at_solid_height_lb,field_load_at_solid_height_n,field_load_at_solid_height_kg,field_load_at_solid_height_gm,field_end,field_direction_of_wind,field_active_coils_bd_spe,field_active_coils,field_active_coils_tole_bd_spe,field_active_coils_tole,field_total_coils_bd_spe,field_total_coils,field_finish,field_spring_type,field_product_series,field_material_specification,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_ins_dia_tol_bld_spec_in,field_field_inside_dia_tol_in,field_field_inside_dia_tol_mm,field_field_inside_dia_tol_cm,field_color,field_weight_per_item_lb
LC 049HJ 12S,LC 049HJ 12S,LC049HJ12S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.66,0.66,16.76,1.676,+/-0.015,+/-0.015,+/-0.38,+/-0.038,0.687,0.687,17.45,1.745,0.538,0.538,13.67,1.367,MIN,MIN,MIN,MIN,3,3,76.2,7.62,0.105,0.105,2.67,0.267,3.4,3.4,0.595,5.95,0.0607,0.607,60.72,607.2,0.34,0.34,0.0595,0.595,0.00607,0.0607,6.072,60.72,0.562,0.562,14.28,1.428,0.049,0.049,1.24,0.124,Stainless Steel,SS,8.33,8.33,37.05,3.778,3778.49,Squared and Ground,Factory Option,9.2916,9.2916,Reference,Reference,11.29,11.29,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.562,0.562,14.27,1.427,Reference,Reference,Reference,Reference,,0.0124425
LC 049HJ 12S316,LC 049HJ 12S316,LC049HJ12S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.66,0.66,16.76,1.676,+/-0.015,+/-0.015,+/-0.38,+/-0.038,0.687,0.687,17.45,1.745,0.538,0.538,13.67,1.367,MIN,MIN,MIN,MIN,3,3,76.2,7.62,0.105,0.105,2.67,0.267,3.4,3.4,0.595,5.95,0.0607,0.607,60.72,607.2,0.34,0.34,0.0595,0.595,0.00607,0.0607,6.072,60.72,0.562,0.562,14.28,1.428,0.049,0.049,1.24,0.124,Stainless Steel Type 316,SS316,8.33,8.33,37.05,3.778,3778.49,Squared and Ground,Factory Option,9.2916,9.2916,Reference,Reference,11.29,11.29,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.562,0.562,14.27,1.427,Reference,Reference,Reference,Reference,,0.0124425
LC 050K 01 M,LC 050K 01 M,LC050K01M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.845,0.845,21.46,2.146,+/-0.015,+/-0.015,+/-0.38,+/-0.038,0.875,0.875,22.23,2.223,0.716,0.716,18.19,1.819,MIN,MIN,MIN,MIN,0.75,0.75,19.05,1.905,0.024,0.024,0.61,0.061,13,13,2.277,22.77,0.2322,2.322,232.15,2321.5,1.3,1.3,0.2277,2.277,0.02322,0.2322,23.215,232.15,0.181,0.181,4.6,0.46,0.05,0.05,1.27,0.127,Music Wire,MW,7,7,31.14,3.175,3175.2,Squared and Ground,Factory Option,1.4352,1.4352,Reference,Reference,3.44,3.44,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.745,0.745,18.92,1.892,Reference,Reference,Reference,Reference,,0.0050325
LC 050K 01 S,LC 050K 01 S,LC050K01S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.845,0.845,21.46,2.146,+/-0.015,+/-0.015,+/-0.38,+/-0.038,0.875,0.875,22.23,2.223,0.716,0.716,18.19,1.819,MIN,MIN,MIN,MIN,0.75,0.75,19.05,1.905,0.024,0.024,0.61,0.061,10.8,10.8,1.891,18.91,0.1929,1.929,192.87,1928.7,1.08,1.08,0.1891,1.891,0.01929,0.1929,19.287,192.87,0.181,0.181,4.6,0.46,0.05,0.05,1.27,0.127,Stainless Steel,SS,5.831,5.831,25.94,2.645,2644.94,Squared and Ground,Factory Option,1.4396,1.4396,Reference,Reference,3.44,3.44,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.745,0.745,18.92,1.892,Reference,Reference,Reference,Reference,,0.005135
LC 050K 01 S316,LC 050K 01 S316,LC050K01S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.845,0.845,21.46,2.146,+/-0.015,+/-0.015,+/-0.38,+/-0.038,0.875,0.875,22.23,2.223,0.716,0.716,18.19,1.819,MIN,MIN,MIN,MIN,0.75,0.75,19.05,1.905,0.024,0.024,0.61,0.061,10.8,10.8,1.891,18.91,0.1929,1.929,192.87,1928.7,1.08,1.08,0.1891,1.891,0.01929,0.1929,19.287,192.87,0.181,0.181,4.6,0.46,0.05,0.05,1.27,0.127,Stainless Steel Type 316,SS316,5.831,5.831,25.94,2.645,2644.94,Squared and Ground,Factory Option,1.4396,1.4396,Reference,Reference,3.44,3.44,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.745,0.745,18.92,1.892,Reference,Reference,Reference,Reference,,0.005135
LC 050K 02 M,LC 050K 02 M,LC050K02M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.845,0.845,21.46,2.146,+/-0.015,+/-0.015,+/-0.38,+/-0.038,0.875,0.875,22.23,2.223,0.716,0.716,18.19,1.819,MIN,MIN,MIN,MIN,0.875,0.875,22.23,2.223,0.028,0.028,0.71,0.071,10.9,10.9,1.909,19.09,0.1947,1.947,194.65,1946.5,1.09,1.09,0.1909,1.909,0.01947,0.1947,19.465,194.65,0.195,0.195,4.95,0.495,0.05,0.05,1.27,0.127,Music Wire,MW,7,7,31.14,3.175,3175.2,Squared and Ground,Factory Option,1.7117,1.7117,Reference,Reference,3.71,3.71,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.745,0.745,18.92,1.892,Reference,Reference,Reference,Reference,,0.0054376
LC 050K 02 S,LC 050K 02 S,LC050K02S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.845,0.845,21.46,2.146,+/-0.015,+/-0.015,+/-0.38,+/-0.038,0.875,0.875,22.23,2.223,0.716,0.716,18.19,1.819,MIN,MIN,MIN,MIN,0.875,0.875,22.23,2.223,0.028,0.028,0.71,0.071,9.1,9.1,1.594,15.94,0.1625,1.625,162.51,1625.1,0.91,0.91,0.1594,1.594,0.01625,0.1625,16.251,162.51,0.195,0.195,4.95,0.495,0.05,0.05,1.27,0.127,Stainless Steel,SS,5.831,5.831,25.94,2.645,2644.94,Squared and Ground,Factory Option,1.7086,1.7086,Reference,Reference,3.71,3.71,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.745,0.745,18.92,1.892,Reference,Reference,Reference,Reference,,0.0055365
LC 050K 02 S316,LC 050K 02 S316,LC050K02S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.845,0.845,21.46,2.146,+/-0.015,+/-0.015,+/-0.38,+/-0.038,0.875,0.875,22.23,2.223,0.716,0.716,18.19,1.819,MIN,MIN,MIN,MIN,0.875,0.875,22.23,2.223,0.028,0.028,0.71,0.071,9.1,9.1,1.594,15.94,0.1625,1.625,162.51,1625.1,0.91,0.91,0.1594,1.594,0.01625,0.1625,16.251,162.51,0.195,0.195,4.95,0.495,0.05,0.05,1.27,0.127,Stainless Steel Type 316,SS316,5.831,5.831,25.94,2.645,2644.94,Squared and Ground,Factory Option,1.7086,1.7086,Reference,Reference,3.71,3.71,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.745,0.745,18.92,1.892,Reference,Reference,Reference,Reference,,0.0055365
LC 050K 03 M,LC 050K 03 M,LC050K03M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.845,0.845,21.46,2.146,+/-0.015,+/-0.015,+/-0.38,+/-0.038,0.875,0.875,22.23,2.223,0.716,0.716,18.19,1.819,MIN,MIN,MIN,MIN,1,1,25.4,2.54,0.033,0.033,0.84,0.084,9.4,9.4,1.646,16.46,0.1679,1.679,167.87,1678.7,0.94,0.94,0.1646,1.646,0.01679,0.1679,16.787,167.87,0.21,0.21,5.33,0.533,0.05,0.05,1.27,0.127,Music Wire,MW,7,7,31.14,3.175,3175.2,Squared and Ground,Factory Option,1.9849,1.9849,Reference,Reference,3.98,3.98,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.745,0.745,18.92,1.892,Reference,Reference,Reference,Reference,,0.0058378
LC 050K 03 S,LC 050K 03 S,LC050K03S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.845,0.845,21.46,2.146,+/-0.015,+/-0.015,+/-0.38,+/-0.038,0.875,0.875,22.23,2.223,0.716,0.716,18.19,1.819,MIN,MIN,MIN,MIN,1,1,25.4,2.54,0.033,0.033,0.84,0.084,7.8,7.8,1.366,13.66,0.1393,1.393,139.29,1392.9,0.78,0.78,0.1366,1.366,0.01393,0.1393,13.929,139.29,0.21,0.21,5.33,0.533,0.05,0.05,1.27,0.127,Stainless Steel,SS,5.831,5.831,25.94,2.645,2644.94,Squared and Ground,Factory Option,1.9933,1.9933,Reference,Reference,3.99,3.99,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.745,0.745,18.92,1.892,Reference,Reference,Reference,Reference,,0.0059617
LC 050K 03 S316,LC 050K 03 S316,LC050K03S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.845,0.845,21.46,2.146,+/-0.015,+/-0.015,+/-0.38,+/-0.038,0.875,0.875,22.23,2.223,0.716,0.716,18.19,1.819,MIN,MIN,MIN,MIN,1,1,25.4,2.54,0.033,0.033,0.84,0.084,7.8,7.8,1.366,13.66,0.1393,1.393,139.29,1392.9,0.78,0.78,0.1366,1.366,0.01393,0.1393,13.929,139.29,0.21,0.21,5.33,0.533,0.05,0.05,1.27,0.127,Stainless Steel Type 316,SS316,5.831,5.831,25.94,2.645,2644.94,Squared and Ground,Factory Option,1.9933,1.9933,Reference,Reference,3.99,3.99,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.745,0.745,18.92,1.892,Reference,Reference,Reference,Reference,,0.0059617
LC 050K 04 M,LC 050K 04 M,LC050K04M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.845,0.845,21.46,2.146,+/-0.015,+/-0.015,+/-0.38,+/-0.038,0.875,0.875,22.23,2.223,0.716,0.716,18.19,1.819,MIN,MIN,MIN,MIN,1.25,1.25,31.75,3.175,0.039,0.039,0.99,0.099,7.3,7.3,1.278,12.78,0.1304,1.304,130.36,1303.6,0.73,0.73,0.1278,1.278,0.01304,0.1304,13.036,130.36,0.237,0.237,6.02,0.602,0.05,0.05,1.27,0.127,Music Wire,MW,7,7,31.14,3.175,3175.2,Squared and Ground,Factory Option,2.5559,2.5559,Reference,Reference,4.56,4.56,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.745,0.745,18.92,1.892,Reference,Reference,Reference,Reference,,0.0066743
LC 050K 04 S,LC 050K 04 S,LC050K04S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.845,0.845,21.46,2.146,+/-0.015,+/-0.015,+/-0.38,+/-0.038,0.875,0.875,22.23,2.223,0.716,0.716,18.19,1.819,MIN,MIN,MIN,MIN,1.25,1.25,31.75,3.175,0.039,0.039,0.99,0.099,6.1,6.1,1.068,10.68,0.1089,1.089,108.93,1089.3,0.61,0.61,0.1068,1.068,0.01089,0.1089,10.893,108.93,0.237,0.237,6.02,0.602,0.05,0.05,1.27,0.127,Stainless Steel,SS,5.831,5.831,25.94,2.645,2644.94,Squared and Ground,Factory Option,2.5489,2.5489,Reference,Reference,4.55,4.55,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.745,0.745,18.92,1.892,Reference,Reference,Reference,Reference,,0.006791
LC 050K 04 S316,LC 050K 04 S316,LC050K04S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.845,0.845,21.46,2.146,+/-0.015,+/-0.015,+/-0.38,+/-0.038,0.875,0.875,22.23,2.223,0.716,0.716,18.19,1.819,MIN,MIN,MIN,MIN,1.25,1.25,31.75,3.175,0.039,0.039,0.99,0.099,6.1,6.1,1.068,10.68,0.1089,1.089,108.93,1089.3,0.61,0.61,0.1068,1.068,0.01089,0.1089,10.893,108.93,0.237,0.237,6.02,0.602,0.05,0.05,1.27,0.127,Stainless Steel Type 316,SS316,5.831,5.831,25.94,2.645,2644.94,Squared and Ground,Factory Option,2.5489,2.5489,Reference,Reference,4.55,4.55,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.745,0.745,18.92,1.892,Reference,Reference,Reference,Reference,,0.006791
LC 050K 05 M,LC 050K 05 M,LC050K05M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.845,0.845,21.46,2.146,+/-0.015,+/-0.015,+/-0.38,+/-0.038,0.875,0.875,22.23,2.223,0.716,0.716,18.19,1.819,MIN,MIN,MIN,MIN,1.5,1.5,38.1,3.81,0.048,0.048,1.22,0.122,6,6,1.051,10.51,0.1071,1.071,107.15,1071.5,0.6,0.6,0.1051,1.051,0.01071,0.1071,10.715,107.15,0.265,0.265,6.73,0.673,0.05,0.05,1.27,0.127,Music Wire,MW,7,7,31.14,3.175,3175.2,Squared and Ground,Factory Option,3.1097,3.1097,Reference,Reference,5.11,5.11,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.745,0.745,18.92,1.892,Reference,Reference,Reference,Reference,,0.0074856
LC 050K 05 S,LC 050K 05 S,LC050K05S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.845,0.845,21.46,2.146,+/-0.015,+/-0.015,+/-0.38,+/-0.038,0.875,0.875,22.23,2.223,0.716,0.716,18.19,1.819,MIN,MIN,MIN,MIN,1.5,1.5,38.1,3.81,0.048,0.048,1.22,0.122,5,5,0.876,8.76,0.0893,0.893,89.29,892.9,0.5,0.5,0.0876,0.876,0.00893,0.0893,8.929,89.29,0.265,0.265,6.73,0.673,0.05,0.05,1.27,0.127,Stainless Steel,SS,5.831,5.831,25.94,2.645,2644.94,Squared and Ground,Factory Option,3.11,3.11,Reference,Reference,5.11,5.11,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.745,0.745,18.92,1.892,Reference,Reference,Reference,Reference,,0.007628
