title,model,field_published_stock_code,field_product_type,field_product_category,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_revision,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm,field_outside_dia_cm,field_out_dia_tol_bld_spc_in,field_out_dia_tol_in,field_out_dia_tol_mm,field_out_dia_tol_cm,field_hole_dia_bd_spe_in,field_hole_dia_in,field_hole_dia_mm,field_hole_dia_cm,field_rod_dia_bd_spe_in,field_rod_dia_in,field_rod_dia_mm,field_rod_dia_cm,field_rod_dia_tole_bd_spe_in,field_rod_dia_tole_in,field_rod_dia_tole_mm,field_rod_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm,field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_solid_height_bd_spe_in,field_solid_height_in,field_solid_height_mm,field_solid_height_cm,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_wire_dia_cm,field_material,field_material_short_description,field_load_at_solid_height_bd_lb,field_load_at_solid_height_lb,field_load_at_solid_height_n,field_load_at_solid_height_kg,field_load_at_solid_height_gm,field_end,field_direction_of_wind,field_active_coils_bd_spe,field_active_coils,field_active_coils_tole_bd_spe,field_active_coils_tole,field_total_coils_bd_spe,field_total_coils,field_finish,field_spring_type,field_product_series,field_material_specification,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_ins_dia_tol_bld_spec_in,field_field_inside_dia_tol_in,field_field_inside_dia_tol_mm,field_field_inside_dia_tol_cm,field_color,field_weight_per_item_lb
CB0050A 06 E,CB0050A 06 E,CB0050A06E,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.025,0.025,0.64,0.064,+/-0.002,+/-0.002,+/-0.05,+/-0.005,0.063,0.063,1.6,0.16,0.011,0.011,0.28,0.028,MIN,MIN,MIN,MIN,0.175,0.175,4.445,0.4445,0.009,0.009,0.229,0.0229,5.71,5.71,1,10,0.102,1.02,101.97,1019.7,0.571,0.571,0.1,1,0.0102,0.102,10.197,101.97,0.077,0.077,1.96,0.196,0.005,0.005,0.13,0.013,Elgiloy,Elgiloy,0.102,0.102,0.45,0.046,46.27,Squared,Factory Option,14.07,14.07,Reference,Reference,21.16,21.16,None,1,Bantam™ Mini Series (inch),AMS 5833 (CHEM ONLY),0.015,0.015,0.38,0.038,Reference,Reference,Reference,Reference,,8E-06
CB0050A 07 E,CB0050A 07 E,CB0050A07E,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.025,0.025,0.64,0.064,+/-0.002,+/-0.002,+/-0.05,+/-0.005,0.063,0.063,1.6,0.16,0.011,0.011,0.28,0.028,MIN,MIN,MIN,MIN,0.2,0.2,5.08,0.508,0.01,0.01,0.254,0.0254,4.938,4.938,0.865,8.65,0.088,0.88,88.18,881.8,0.494,0.494,0.087,0.87,0.0088,0.088,8.822,88.22,0.086,0.086,2.18,0.218,0.005,0.005,0.13,0.013,Elgiloy,Elgiloy,0.102,0.102,0.45,0.046,46.27,Squared,Factory Option,16.13,16.13,Reference,Reference,24.15,24.15,None,1,Bantam™ Mini Series (inch),AMS 5833 (CHEM ONLY),0.015,0.015,0.38,0.038,Reference,Reference,Reference,Reference,,9E-06
CB0050A 08 E,CB0050A 08 E,CB0050A08E,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.025,0.025,0.64,0.064,+/-0.002,+/-0.002,+/-0.05,+/-0.005,0.063,0.063,1.6,0.16,0.011,0.011,0.28,0.028,MIN,MIN,MIN,MIN,0.225,0.225,5.715,0.5715,0.011,0.011,0.279,0.0279,4.35,4.35,0.762,7.62,0.078,0.78,77.68,776.8,0.435,0.435,0.076,0.76,0.0078,0.078,7.768,77.68,0.095,0.095,2.41,0.241,0.005,0.005,0.13,0.013,Elgiloy,Elgiloy,0.102,0.102,0.45,0.046,46.27,Squared,Factory Option,18.21,18.21,Reference,Reference,27.14,27.14,None,1,Bantam™ Mini Series (inch),AMS 5833 (CHEM ONLY),0.015,0.015,0.38,0.038,Reference,Reference,Reference,Reference,,1E-05
CB0050A 09 E,CB0050A 09 E,CB0050A09E,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.025,0.025,0.64,0.064,+/-0.002,+/-0.002,+/-0.05,+/-0.005,0.063,0.063,1.6,0.16,0.011,0.011,0.28,0.028,MIN,MIN,MIN,MIN,0.25,0.25,6.35,0.635,0.013,0.013,0.33,0.033,3.887,3.887,0.681,6.81,0.069,0.69,69.41,694.1,0.389,0.389,0.068,0.68,0.0069,0.069,6.947,69.47,0.105,0.105,2.67,0.267,0.005,0.005,0.13,0.013,Elgiloy,Elgiloy,0.102,0.102,0.45,0.046,46.27,Squared,Factory Option,20.27,20.27,Reference,Reference,30.14,30.14,None,1,Bantam™ Mini Series (inch),AMS 5833 (CHEM ONLY),0.015,0.015,0.38,0.038,Reference,Reference,Reference,Reference,,1.1E-05
CB0050B 01 E,CB0050B 01 E,CB0050B01E,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.04,0.04,1.02,0.102,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.047,0.047,1.19,0.119,0.025,0.025,0.64,0.064,MIN,MIN,MIN,MIN,0.1,0.1,2.54,0.254,0.005,0.005,0.127,0.0127,3.666,3.666,0.642,6.42,0.065,0.65,65.47,654.7,0.367,0.367,0.064,0.64,0.0066,0.066,6.554,65.54,0.043,0.043,1.09,0.109,0.005,0.005,0.13,0.013,Elgiloy,Elgiloy,0.21,0.21,0.93,0.095,95.26,Squared,Factory Option,5.57,5.57,Reference,Reference,7.57,7.57,None,1,Bantam™ Mini Series (inch),AMS 5833 (CHEM ONLY),0.03,0.03,0.76,0.076,Reference,Reference,Reference,Reference,,5E-06
CB0050B 02 E,CB0050B 02 E,CB0050B02E,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.04,0.04,1.02,0.102,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.047,0.047,1.19,0.119,0.025,0.025,0.64,0.064,MIN,MIN,MIN,MIN,0.15,0.15,3.81,0.381,0.008,0.008,0.203,0.0203,2.308,2.308,0.404,4.04,0.041,0.41,41.22,412.2,0.231,0.231,0.04,0.4,0.0041,0.041,4.125,41.25,0.059,0.059,1.5,0.15,0.005,0.005,0.13,0.013,Elgiloy,Elgiloy,0.21,0.21,0.93,0.095,95.26,Squared,Factory Option,8.84,8.84,Reference,Reference,10.84,10.84,None,1,Bantam™ Mini Series (inch),AMS 5833 (CHEM ONLY),0.03,0.03,0.76,0.076,Reference,Reference,Reference,Reference,,7E-06
CB0050B 03 E,CB0050B 03 E,CB0050B03E,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.04,0.04,1.02,0.102,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.047,0.047,1.19,0.119,0.025,0.025,0.64,0.064,MIN,MIN,MIN,MIN,0.2,0.2,5.08,0.508,0.01,0.01,0.254,0.0254,1.684,1.684,0.295,2.95,0.03,0.3,30.07,300.7,0.168,0.168,0.029,0.29,0.003,0.03,3,30,0.076,0.076,1.93,0.193,0.005,0.005,0.13,0.013,Elgiloy,Elgiloy,0.21,0.21,0.93,0.095,95.26,Squared,Factory Option,12.12,12.12,Reference,Reference,14.12,14.12,None,1,Bantam™ Mini Series (inch),AMS 5833 (CHEM ONLY),0.03,0.03,0.76,0.076,Reference,Reference,Reference,Reference,,9E-06
CB0050B 04 E,CB0050B 04 E,CB0050B04E,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.04,0.04,1.02,0.102,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.047,0.047,1.19,0.119,0.025,0.025,0.64,0.064,MIN,MIN,MIN,MIN,0.25,0.25,6.35,0.635,0.013,0.013,0.33,0.033,1.326,1.326,0.232,2.32,0.024,0.24,23.68,236.8,0.133,0.133,0.023,0.23,0.0024,0.024,2.375,23.75,0.092,0.092,2.34,0.234,0.005,0.005,0.13,0.013,Elgiloy,Elgiloy,0.21,0.21,0.93,0.095,95.26,Squared,Factory Option,15.39,15.39,Reference,Reference,17.39,17.39,None,1,Bantam™ Mini Series (inch),AMS 5833 (CHEM ONLY),0.03,0.03,0.76,0.076,Reference,Reference,Reference,Reference,,1.1E-05
CB0050B 05 E,CB0050B 05 E,CB0050B05E,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.04,0.04,1.02,0.102,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.047,0.047,1.19,0.119,0.025,0.025,0.64,0.064,MIN,MIN,MIN,MIN,0.3,0.3,7.62,0.762,0.015,0.015,0.381,0.0381,1.093,1.093,0.191,1.91,0.02,0.2,19.52,195.2,0.109,0.109,0.019,0.19,0.0019,0.019,1.947,19.47,0.108,0.108,2.74,0.274,0.005,0.005,0.13,0.013,Elgiloy,Elgiloy,0.21,0.21,0.93,0.095,95.26,Squared,Factory Option,18.67,18.67,Reference,Reference,20.67,20.67,None,1,Bantam™ Mini Series (inch),AMS 5833 (CHEM ONLY),0.03,0.03,0.76,0.076,Reference,Reference,Reference,Reference,,1.4E-05
CB0050B 06 E,CB0050B 06 E,CB0050B06E,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.04,0.04,1.02,0.102,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.047,0.047,1.19,0.119,0.025,0.025,0.64,0.064,MIN,MIN,MIN,MIN,0.35,0.35,8.89,0.889,0.018,0.018,0.457,0.0457,0.93,0.93,0.163,1.63,0.017,0.17,16.61,166.1,0.093,0.093,0.016,0.16,0.0017,0.017,1.661,16.61,0.125,0.125,3.18,0.318,0.005,0.005,0.13,0.013,Elgiloy,Elgiloy,0.21,0.21,0.93,0.095,95.26,Squared,Factory Option,21.94,21.94,Reference,Reference,23.94,23.94,None,1,Bantam™ Mini Series (inch),AMS 5833 (CHEM ONLY),0.03,0.03,0.76,0.076,Reference,Reference,Reference,Reference,,1.6E-05
CB0050B 07 E,CB0050B 07 E,CB0050B07E,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.04,0.04,1.02,0.102,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.047,0.047,1.19,0.119,0.025,0.025,0.64,0.064,MIN,MIN,MIN,MIN,0.4,0.4,10.16,1.016,0.02,0.02,0.508,0.0508,0.809,0.809,0.142,1.42,0.014,0.14,14.45,144.5,0.081,0.081,0.014,0.14,0.0014,0.014,1.446,14.46,0.141,0.141,3.58,0.358,0.005,0.005,0.13,0.013,Elgiloy,Elgiloy,0.21,0.21,0.93,0.095,95.26,Squared,Factory Option,25.22,25.22,Reference,Reference,27.22,27.22,None,1,Bantam™ Mini Series (inch),AMS 5833 (CHEM ONLY),0.03,0.03,0.76,0.076,Reference,Reference,Reference,Reference,,1.8E-05
CB0050B 08 E,CB0050B 08 E,CB0050B08E,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.04,0.04,1.02,0.102,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.047,0.047,1.19,0.119,0.025,0.025,0.64,0.064,MIN,MIN,MIN,MIN,0.45,0.45,11.43,1.143,0.023,0.023,0.584,0.0584,0.716,0.716,0.125,1.25,0.013,0.13,12.79,127.9,0.072,0.072,0.013,0.13,0.0013,0.013,1.286,12.86,0.157,0.157,3.99,0.399,0.005,0.005,0.13,0.013,Elgiloy,Elgiloy,0.21,0.21,0.93,0.095,95.26,Squared,Factory Option,28.49,28.49,Reference,Reference,30.49,30.49,None,1,Bantam™ Mini Series (inch),AMS 5833 (CHEM ONLY),0.03,0.03,0.76,0.076,Reference,Reference,Reference,Reference,,2E-05
CB0050B 09 E,CB0050B 09 E,CB0050B09E,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.04,0.04,1.02,0.102,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.047,0.047,1.19,0.119,0.025,0.025,0.64,0.064,MIN,MIN,MIN,MIN,0.5,0.5,12.7,1.27,0.025,0.025,0.635,0.0635,0.642,0.642,0.112,1.12,0.011,0.11,11.46,114.6,0.064,0.064,0.011,0.11,0.0011,0.011,1.143,11.43,0.174,0.174,4.42,0.442,0.005,0.005,0.13,0.013,Elgiloy,Elgiloy,0.21,0.21,0.93,0.095,95.26,Squared,Factory Option,31.77,31.77,Reference,Reference,33.77,33.77,None,1,Bantam™ Mini Series (inch),AMS 5833 (CHEM ONLY),0.03,0.03,0.76,0.076,Reference,Reference,Reference,Reference,,2.2E-05
CB0050C 01 E,CB0050C 01 E,CB0050C01E,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.057,0.057,1.45,0.145,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.032,0.032,0.81,0.081,0.042,0.042,1.07,0.107,MIN,MIN,MIN,MIN,0.125,0.125,3.175,0.3175,0.006,0.006,0.152,0.0152,1.565,1.565,0.274,2.74,0.028,0.28,27.95,279.5,0.156,0.156,0.027,0.27,0.0028,0.028,2.786,27.86,0.071,0.071,1.8,0.18,0.005,0.005,0.13,0.013,Elgiloy,Elgiloy,0.501,0.501,2.23,0.227,227.25,Squared,Factory Option,9.94,9.94,Reference,Reference,5.98,5.98,None,1,Bantam™ Mini Series (inch),AMS 5833 (CHEM ONLY),0.047,0.047,1.19,0.119,Reference,Reference,Reference,Reference,,6E-06
CB0050C 02 E,CB0050C 02 E,CB0050C02E,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.057,0.057,1.45,0.145,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.032,0.032,0.81,0.081,0.042,0.042,1.07,0.107,MIN,MIN,MIN,MIN,0.188,0.188,4.775,0.4775,0.009,0.009,0.229,0.0229,0.995,0.995,0.174,1.74,0.018,0.18,17.77,177.7,0.1,0.1,0.018,0.18,0.0018,0.018,1.786,17.86,0.088,0.088,2.24,0.224,0.005,0.005,0.13,0.013,Elgiloy,Elgiloy,0.501,0.501,2.23,0.227,227.25,Squared,Factory Option,12.92,12.92,Reference,Reference,8.25,8.25,None,1,Bantam™ Mini Series (inch),AMS 5833 (CHEM ONLY),0.047,0.047,1.19,0.119,Reference,Reference,Reference,Reference,,8E-06
CB0050C 03 E,CB0050C 03 E,CB0050C03E,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.057,0.057,1.45,0.145,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.032,0.032,0.81,0.081,0.042,0.042,1.07,0.107,MIN,MIN,MIN,MIN,0.25,0.25,6.35,0.635,0.013,0.013,0.33,0.033,0.733,0.733,0.128,1.28,0.013,0.13,13.09,130.9,0.073,0.073,0.013,0.13,0.0013,0.013,1.304,13.04,0.104,0.104,2.64,0.264,0.005,0.005,0.13,0.013,Elgiloy,Elgiloy,0.501,0.501,2.23,0.227,227.25,Squared,Factory Option,15.9,15.9,Reference,Reference,10.5,10.5,None,1,Bantam™ Mini Series (inch),AMS 5833 (CHEM ONLY),0.047,0.047,1.19,0.119,Reference,Reference,Reference,Reference,,1E-05
CB0050C 04 E,CB0050C 04 E,CB0050C04E,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.057,0.057,1.45,0.145,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.032,0.032,0.81,0.081,0.042,0.042,1.07,0.107,MIN,MIN,MIN,MIN,0.313,0.313,7.95,0.795,0.016,0.016,0.406,0.0406,0.578,0.578,0.101,1.01,0.01,0.1,10.32,103.2,0.058,0.058,0.01,0.1,0.001,0.01,1.036,10.36,0.12,0.12,3.05,0.305,0.005,0.005,0.13,0.013,Elgiloy,Elgiloy,0.501,0.501,2.23,0.227,227.25,Squared,Factory Option,18.88,18.88,Reference,Reference,12.77,12.77,None,1,Bantam™ Mini Series (inch),AMS 5833 (CHEM ONLY),0.047,0.047,1.19,0.119,Reference,Reference,Reference,Reference,,1.2E-05
