title,model,field_published_stock_code,field_product_type,field_product_category,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_revision,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm,field_outside_dia_cm,field_out_dia_tol_bld_spc_in,field_out_dia_tol_in,field_out_dia_tol_mm,field_out_dia_tol_cm,field_hole_dia_bd_spe_in,field_hole_dia_in,field_hole_dia_mm,field_hole_dia_cm,field_rod_dia_bd_spe_in,field_rod_dia_in,field_rod_dia_mm,field_rod_dia_cm,field_rod_dia_tole_bd_spe_in,field_rod_dia_tole_in,field_rod_dia_tole_mm,field_rod_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm,field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_solid_height_bd_spe_in,field_solid_height_in,field_solid_height_mm,field_solid_height_cm,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_wire_dia_cm,field_material,field_material_short_description,field_load_at_solid_height_bd_lb,field_load_at_solid_height_lb,field_load_at_solid_height_n,field_load_at_solid_height_kg,field_load_at_solid_height_gm,field_end,field_direction_of_wind,field_active_coils_bd_spe,field_active_coils,field_active_coils_tole_bd_spe,field_active_coils_tole,field_total_coils_bd_spe,field_total_coils,field_finish,field_spring_type,field_product_series,field_material_specification,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_ins_dia_tol_bld_spec_in,field_field_inside_dia_tol_in,field_field_inside_dia_tol_mm,field_field_inside_dia_tol_cm,field_color,field_weight_per_item_lb
LC 016C 14 S,LC 016C 14 S,LC016C14S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.24,0.24,6.1,0.61,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.25,0.25,6.35,0.635,0.197,0.197,5,0.5,MIN,MIN,MIN,MIN,1.25,1.25,31.75,3.175,0.039,0.039,0.99,0.099,0.9,0.9,0.158,1.58,0.0161,0.161,16.07,160.7,0.09,0.09,0.0158,0.158,0.00161,0.0161,1.607,16.07,0.163,0.163,4.14,0.414,0.016,0.016,0.41,0.041,Stainless Steel,SS,0.9996,1,4.45,0.453,453.42,Squared and Ground,Factory Option,8.0984,8.0984,Reference,Reference,10.1,10.1,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.208,0.208,5.28,0.528,Reference,Reference,Reference,Reference,,0.0004349
LC 016C 14 S316,LC 016C 14 S316,LC016C14S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.24,0.24,6.1,0.61,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.25,0.25,6.35,0.635,0.197,0.197,5,0.5,MIN,MIN,MIN,MIN,1.25,1.25,31.75,3.175,0.039,0.039,0.99,0.099,0.9,0.9,0.158,1.58,0.0161,0.161,16.07,160.7,0.09,0.09,0.0158,0.158,0.00161,0.0161,1.607,16.07,0.163,0.163,4.14,0.414,0.016,0.016,0.41,0.041,Stainless Steel Type 316,SS316,0.9996,1,4.45,0.453,453.42,Squared and Ground,Factory Option,8.0984,8.0984,Reference,Reference,10.1,10.1,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.208,0.208,5.28,0.528,Reference,Reference,Reference,Reference,,0.0004349
LC 016C 15 M,LC 016C 15 M,LC016C15M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.24,0.24,6.1,0.61,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.25,0.25,6.35,0.635,0.196,0.196,4.98,0.498,MIN,MIN,MIN,MIN,1.5,1.5,38.1,3.81,0.048,0.048,1.22,0.122,0.92,0.92,0.161,1.61,0.0164,0.164,16.43,164.3,0.092,0.092,0.0161,0.161,0.00164,0.0164,1.643,16.43,0.19,0.19,4.83,0.483,0.016,0.016,0.41,0.041,Music Wire,MW,1.2,1.2,5.34,0.544,544.32,Squared and Ground,Factory Option,9.51,9.51,Reference,Reference,11.51,11.51,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.208,0.208,5.28,0.528,Reference,Reference,Reference,Reference,,0.000495
LC 016C 15 S,LC 016C 15 S,LC016C15S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.24,0.24,6.1,0.61,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.25,0.25,6.35,0.635,0.196,0.196,4.98,0.498,MIN,MIN,MIN,MIN,1.5,1.5,38.1,3.81,0.048,0.048,1.22,0.122,0.766,0.766,0.134,1.34,0.0137,0.137,13.68,136.8,0.0766,0.077,0.0134,0.134,0.00137,0.0137,1.368,13.68,0.19,0.19,4.83,0.483,0.016,0.016,0.41,0.041,Stainless Steel,SS,0.999,0.999,4.44,0.453,453.15,Squared and Ground,Factory Option,9.51,9.51,Reference,Reference,11.51,11.51,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.208,0.208,5.28,0.528,Reference,Reference,Reference,Reference,,0.000489
LC 016C 15 S316,LC 016C 15 S316,LC016C15S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.24,0.24,6.1,0.61,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.25,0.25,6.35,0.635,0.196,0.196,4.98,0.498,MIN,MIN,MIN,MIN,1.5,1.5,38.1,3.81,0.048,0.048,1.22,0.122,0.8,0.8,0.14,1.4,0.0143,0.143,14.29,142.9,0.08,0.08,0.014,0.14,0.00143,0.0143,1.429,14.29,0.19,0.19,4.83,0.483,0.016,0.016,0.41,0.041,Stainless Steel Type 316,SS316,0.9996,1,4.45,0.453,453.42,Squared and Ground,Factory Option,9.1107,9.1107,Reference,Reference,11.11,11.11,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.208,0.208,5.28,0.528,Reference,Reference,Reference,Reference,,0.0004785
LC 016C 16 M,LC 016C 16 M,LC016C16M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.24,0.24,6.1,0.61,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.25,0.25,6.35,0.635,0.196,0.196,4.98,0.498,MIN,MIN,MIN,MIN,1.75,1.75,44.45,4.445,0.062,0.062,1.57,0.157,0.8,0.8,0.14,1.4,0.0143,0.143,14.29,142.9,0.08,0.08,0.014,0.14,0.00143,0.0143,1.429,14.29,0.213,0.213,5.41,0.541,0.016,0.016,0.41,0.041,Music Wire,MW,1.234,1.234,5.49,0.56,559.74,Squared and Ground,Factory Option,10.93,10.93,Reference,Reference,12.93,12.93,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.208,0.208,5.28,0.528,Reference,Reference,Reference,Reference,,0.00055
LC 016C 16 S,LC 016C 16 S,LC016C16S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.24,0.24,6.1,0.61,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.25,0.25,6.35,0.635,0.196,0.196,4.98,0.498,MIN,MIN,MIN,MIN,1.75,1.75,44.45,4.445,0.062,0.062,1.57,0.157,0.6666,0.667,0.117,1.17,0.0119,0.119,11.9,119,0.067,0.067,0.0117,0.117,0.0012,0.012,1.196,11.96,0.213,0.213,5.41,0.541,0.016,0.016,0.41,0.041,Stainless Steel,SS,1.0287,1.029,4.58,0.467,466.62,Squared and Ground,Factory Option,10.93,10.93,Reference,Reference,12.93,12.93,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.208,0.208,5.28,0.528,Reference,Reference,Reference,Reference,,0.00056
LC 016C 16 S316,LC 016C 16 S316,LC016C16S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.24,0.24,6.1,0.61,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.25,0.25,6.35,0.635,0.196,0.196,4.98,0.498,MIN,MIN,MIN,MIN,1.75,1.75,44.45,4.445,0.062,0.062,1.57,0.157,0.6666,0.667,0.117,1.17,0.0119,0.119,11.9,119,0.067,0.067,0.0117,0.117,0.0012,0.012,1.196,11.96,0.213,0.213,5.41,0.541,0.016,0.016,0.41,0.041,Stainless Steel Type 316,SS316,1.0287,1.029,4.58,0.467,466.62,Squared and Ground,Factory Option,10.93,10.93,Reference,Reference,12.93,12.93,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.208,0.208,5.28,0.528,Reference,Reference,Reference,Reference,,0.00056
LC 016C 17 M,LC 016C 17 M,LC016C17M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.24,0.24,6.1,0.61,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.25,0.25,6.35,0.635,0.196,0.196,4.98,0.498,MIN,MIN,MIN,MIN,2,2,50.8,5.08,0.07,0.07,1.78,0.178,0.7,0.7,0.123,1.23,0.0125,0.125,12.5,125,0.07,0.07,0.0123,0.123,0.00125,0.0125,1.25,12.5,0.239,0.239,6.07,0.607,0.016,0.016,0.41,0.041,Music Wire,MW,1.2376,1.238,5.51,0.561,561.38,Squared and Ground,Factory Option,12.49,12.49,Reference,Reference,14.49,14.49,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.208,0.208,5.28,0.528,Reference,Reference,Reference,Reference,,0.00061
LC 016C 17 S,LC 016C 17 S,LC016C17S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.24,0.24,6.1,0.61,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.25,0.25,6.35,0.635,0.196,0.196,4.98,0.498,MIN,MIN,MIN,MIN,2,2,50.8,5.08,0.07,0.07,1.78,0.178,0.5833,0.583,0.102,1.02,0.0104,0.104,10.42,104.2,0.058,0.058,0.0102,0.102,0.00104,0.0104,1.036,10.36,0.239,0.239,6.07,0.607,0.016,0.016,0.41,0.041,Stainless Steel,SS,1.0313,1.031,4.59,0.468,467.8,Squared and Ground,Factory Option,12.49,12.49,Reference,Reference,14.49,14.49,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.208,0.208,5.28,0.528,Reference,Reference,Reference,Reference,,0.00062
LC 016C 17 S316,LC 016C 17 S316,LC016C17S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.24,0.24,6.1,0.61,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.25,0.25,6.35,0.635,0.196,0.196,4.98,0.498,MIN,MIN,MIN,MIN,2,2,50.8,5.08,0.07,0.07,1.78,0.178,0.5833,0.583,0.102,1.02,0.0104,0.104,10.42,104.2,0.058,0.058,0.0102,0.102,0.00104,0.0104,1.036,10.36,0.239,0.239,6.07,0.607,0.016,0.016,0.41,0.041,Stainless Steel Type 316,SS316,1.0313,1.031,4.59,0.468,467.8,Squared and Ground,Factory Option,12.49,12.49,Reference,Reference,14.49,14.49,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.208,0.208,5.28,0.528,Reference,Reference,Reference,Reference,,0.00062
LC 016DE 01M,LC 016DE 01M,LC016DE01M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.312,0.312,7.92,0.792,+/-0.008,+/-0.008,+/-0.2,+/-0.02,0.328,0.328,8.33,0.833,0.266,0.266,6.76,0.676,MIN,MIN,MIN,MIN,0.25,0.25,6.35,0.635,0.018,0.018,0.46,0.046,2.837,2.837,0.497,4.97,0.0507,0.507,50.66,506.6,0.284,0.284,0.0497,0.497,0.00507,0.0507,5.072,50.72,0.0549,0.055,1.39,0.139,0.016,0.016,0.41,0.041,Music Wire,MW,0.5532,0.553,2.46,0.251,250.93,Squared and Ground,Factory Option,1.336,1.336,Reference,Reference,3.336,3.336,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.28,0.28,7.11,0.711,Reference,Reference,Reference,Reference,,0.0001863
LC 016DE 01S,LC 016DE 01S,LC016DE01S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.312,0.312,7.92,0.792,+/-0.008,+/-0.008,+/-0.2,+/-0.02,0.328,0.328,8.33,0.833,0.266,0.266,6.76,0.676,MIN,MIN,MIN,MIN,0.25,0.25,6.35,0.635,0.018,0.018,0.46,0.046,2.3632,2.363,0.414,4.14,0.0422,0.422,42.2,422,0.236,0.236,0.0413,0.413,0.00421,0.0421,4.214,42.14,0.0549,0.055,1.39,0.139,0.016,0.016,0.41,0.041,Stainless Steel,SS,0.4608,0.461,2.05,0.209,209.02,Squared and Ground,Factory Option,1.336,1.336,Reference,Reference,3.336,3.336,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.28,0.28,7.11,0.711,Reference,Reference,Reference,Reference,,0.0001898
LC 016DE 01S316,LC 016DE 01S316,LC016DE01S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.312,0.312,7.92,0.792,+/-0.008,+/-0.008,+/-0.2,+/-0.02,0.328,0.328,8.33,0.833,0.266,0.266,6.76,0.676,MIN,MIN,MIN,MIN,0.25,0.25,6.35,0.635,0.018,0.018,0.46,0.046,2.3632,2.363,0.414,4.14,0.0422,0.422,42.2,422,0.236,0.236,0.0413,0.413,0.00421,0.0421,4.214,42.14,0.0549,0.055,1.39,0.139,0.016,0.016,0.41,0.041,Stainless Steel Type 316,SS316,0.4608,0.461,2.05,0.209,209.02,Squared and Ground,Factory Option,1.336,1.336,Reference,Reference,3.336,3.336,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.28,0.28,7.11,0.711,Reference,Reference,Reference,Reference,,0.0001898
LC 016DE 02M,LC 016DE 02M,LC016DE02M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.312,0.312,7.92,0.792,+/-0.008,+/-0.008,+/-0.2,+/-0.02,0.328,0.328,8.33,0.833,0.266,0.266,6.76,0.676,MIN,MIN,MIN,MIN,0.313,0.313,7.95,0.795,0.018,0.018,0.46,0.046,2.2088,2.209,0.387,3.87,0.0394,0.394,39.44,394.4,0.221,0.221,0.0387,0.387,0.00395,0.0395,3.947,39.47,0.0612,0.061,1.55,0.155,0.016,0.016,0.41,0.041,Music Wire,MW,0.5532,0.553,2.46,0.251,250.93,Squared and Ground,Factory Option,1.716,1.716,Reference,Reference,3.716,3.716,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.28,0.28,7.11,0.711,Reference,Reference,Reference,Reference,,0.0002075
LC 016DE 02S,LC 016DE 02S,LC016DE02S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.312,0.312,7.92,0.792,+/-0.008,+/-0.008,+/-0.2,+/-0.02,0.328,0.328,8.33,0.833,0.266,0.266,6.76,0.676,MIN,MIN,MIN,MIN,0.313,0.313,7.95,0.795,0.018,0.018,0.46,0.046,1.8399,1.84,0.322,3.22,0.0329,0.329,32.86,328.6,0.184,0.184,0.0322,0.322,0.00329,0.0329,3.286,32.86,0.0612,0.061,1.55,0.155,0.016,0.016,0.41,0.041,Stainless Steel,SS,0.4608,0.461,2.05,0.209,209.02,Squared and Ground,Factory Option,1.716,1.716,Reference,Reference,3.716,3.716,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.28,0.28,7.11,0.711,Reference,Reference,Reference,Reference,,0.0002115
