title,model,field_published_stock_code,field_product_type,field_product_category,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_revision,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm,field_outside_dia_cm,field_out_dia_tol_bld_spc_in,field_out_dia_tol_in,field_out_dia_tol_mm,field_out_dia_tol_cm,field_hole_dia_bd_spe_in,field_hole_dia_in,field_hole_dia_mm,field_hole_dia_cm,field_rod_dia_bd_spe_in,field_rod_dia_in,field_rod_dia_mm,field_rod_dia_cm,field_rod_dia_tole_bd_spe_in,field_rod_dia_tole_in,field_rod_dia_tole_mm,field_rod_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm,field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_solid_height_bd_spe_in,field_solid_height_in,field_solid_height_mm,field_solid_height_cm,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_wire_dia_cm,field_material,field_material_short_description,field_load_at_solid_height_bd_lb,field_load_at_solid_height_lb,field_load_at_solid_height_n,field_load_at_solid_height_kg,field_load_at_solid_height_gm,field_end,field_direction_of_wind,field_active_coils_bd_spe,field_active_coils,field_active_coils_tole_bd_spe,field_active_coils_tole,field_total_coils_bd_spe,field_total_coils,field_finish,field_spring_type,field_product_series,field_material_specification,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_ins_dia_tol_bld_spec_in,field_field_inside_dia_tol_in,field_field_inside_dia_tol_mm,field_field_inside_dia_tol_cm,field_color,field_weight_per_item_lb
LCM160HM 03 S,LCM160HM 03 S,LCM160HM03S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.693,0.693,17.6,1.76,+/-0.0138,+/-0.0138,+/-0.35,+/-0.035,0.728,0.728,18.5,1.85,0.539,0.539,13.7,1.37,MIN,MIN,MIN,MIN,3.051,3.051,77.5,7.75,0.153,0.153,3.89,0.389,9.264,9.264,1.622,16.22,0.1654,1.654,165.44,1654.4,0.926,0.926,0.1622,1.622,0.01654,0.1654,16.537,165.37,0.661,0.661,16.79,1.679,0.063,0.063,1.6,,Stainless Steel,SS,22.129,22.129,98.43,10.038,10037.71,Squared and Ground,Right Hand,8.5,8.5,Reference,Reference,10.5,10.5,Passivate per ASTM A967,1,Standard Compression Series (metric),ASTM A313,0.567,0.567,14.4,1.44,Reference,Reference,Reference,Reference,,0.019447
LCM160HM 04 M,LCM160HM 04 M,LCM160HM04M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.693,0.693,17.6,1.76,+/-0.0138,+/-0.0138,+/-0.35,+/-0.035,0.728,0.728,18.5,1.85,0.539,0.539,13.7,1.37,MIN,MIN,MIN,MIN,4.331,4.331,110,11,0.217,0.217,5.51,0.551,7.559,7.559,1.324,13.24,0.135,1.35,134.99,1349.9,0.756,0.756,0.1324,1.324,0.0135,0.135,13.501,135.01,0.913,0.913,23.19,2.319,0.063,0.063,1.6,,Music Wire,MW,26.565,26.565,118.17,12.05,12049.88,Squared and Ground,Right Hand,12.5,12.5,Reference,Reference,14.5,14.5,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (metric),ASTM A228,0.567,0.567,14.4,1.44,Reference,Reference,Reference,Reference,,0.026667
LCM160HM 04 S,LCM160HM 04 S,LCM160HM04S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.693,0.693,17.6,1.76,+/-0.0138,+/-0.0138,+/-0.35,+/-0.035,0.728,0.728,18.5,1.85,0.539,0.539,13.7,1.37,MIN,MIN,MIN,MIN,4.331,4.331,110,11,0.217,0.217,5.51,0.551,6.299,6.299,1.103,11.03,0.1125,1.125,112.49,1124.9,0.63,0.63,0.1103,1.103,0.01125,0.1125,11.251,112.51,0.913,0.913,23.19,2.319,0.063,0.063,1.6,,Stainless Steel,SS,22.129,22.129,98.43,10.038,10037.71,Squared and Ground,Right Hand,12.5,12.5,Reference,Reference,14.5,14.5,Passivate per ASTM A967,1,Standard Compression Series (metric),ASTM A313,0.567,0.567,14.4,1.44,Reference,Reference,Reference,Reference,,0.026855
LCM160HM 05 M,LCM160HM 05 M,LCM160HM05M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.693,0.693,17.6,1.76,+/-0.0138,+/-0.0138,+/-0.35,+/-0.035,0.728,0.728,18.5,1.85,0.539,0.539,13.7,1.37,MIN,MIN,MIN,MIN,6.496,6.496,165,16.5,0.325,0.325,8.26,0.826,5.107,5.107,0.894,8.94,0.0912,0.912,91.2,912,0.511,0.511,0.0895,0.895,0.00913,0.0913,9.125,91.25,1.291,1.291,32.79,3.279,0.063,0.063,1.6,,Music Wire,MW,26.565,26.565,118.17,12.05,12049.88,Squared and Ground,Right Hand,18.5,18.5,Reference,Reference,20.5,20.5,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (metric),ASTM A228,0.567,0.567,14.4,1.44,Reference,Reference,Reference,Reference,,0.037702
LCM160HM 05 S,LCM160HM 05 S,LCM160HM05S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.693,0.693,17.6,1.76,+/-0.0138,+/-0.0138,+/-0.35,+/-0.035,0.728,0.728,18.5,1.85,0.539,0.539,13.7,1.37,MIN,MIN,MIN,MIN,6.496,6.496,165,16.5,0.325,0.325,8.26,0.826,4.256,4.256,0.745,7.45,0.076,0.76,76,760,0.426,0.426,0.0746,0.746,0.00761,0.0761,7.608,76.08,1.291,1.291,32.79,3.279,0.063,0.063,1.6,,Stainless Steel,SS,22.129,22.129,98.43,10.038,10037.71,Squared and Ground,Right Hand,18.5,18.5,Reference,Reference,20.5,20.5,Passivate per ASTM A967,1,Standard Compression Series (metric),ASTM A313,0.567,0.567,14.4,1.44,Reference,Reference,Reference,Reference,,0.037967
LCM160K 01 M,LCM160K 01 M,LCM160K01M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.85,0.85,21.6,2.16,+/-0.0177,+/-0.0177,+/-0.45,+/-0.045,0.89,0.89,22.6,2.26,0.689,0.689,17.5,1.75,MIN,MIN,MIN,MIN,1.89,1.89,48,4.8,0.095,0.095,2.41,0.241,13.822,13.822,2.421,24.21,0.2468,2.468,246.83,2468.3,1.382,1.382,0.242,2.42,0.02468,0.2468,24.68,246.8,0.346,0.346,8.79,0.879,0.063,0.063,1.6,,Music Wire,MW,21.332,21.332,94.89,9.676,9676.2,Squared and Ground,Right Hand,3.5,3.5,Reference,Reference,5.5,5.5,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (metric),ASTM A228,0.724,0.724,18.4,1.84,Reference,Reference,Reference,Reference,,0.012644
LCM160K 01 S,LCM160K 01 S,LCM160K01S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.85,0.85,21.6,2.16,+/-0.0177,+/-0.0177,+/-0.45,+/-0.045,0.89,0.89,22.6,2.26,0.689,0.689,17.5,1.75,MIN,MIN,MIN,MIN,1.89,1.89,48,4.8,0.095,0.095,2.41,0.241,11.519,11.519,2.017,20.17,0.2057,2.057,205.71,2057.1,1.152,1.152,0.2018,2.018,0.02057,0.2057,20.572,205.72,0.346,0.346,8.79,0.879,0.063,0.063,1.6,,Stainless Steel,SS,17.77,17.77,79.04,8.06,8060.47,Squared and Ground,Right Hand,3.5,3.5,Reference,Reference,5.5,5.5,Passivate per ASTM A967,1,Standard Compression Series (metric),ASTM A313,0.724,0.724,18.4,1.84,Reference,Reference,Reference,Reference,,0.012733
LCM160K 02 M,LCM160K 02 M,LCM160K02M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.85,0.85,21.6,2.16,+/-0.0177,+/-0.0177,+/-0.45,+/-0.045,0.89,0.89,22.6,2.26,0.689,0.689,17.5,1.75,MIN,MIN,MIN,MIN,2.894,2.894,73.5,7.35,0.145,0.145,3.68,0.368,8.796,8.796,1.54,15.4,0.1571,1.571,157.08,1570.8,0.88,0.88,0.1541,1.541,0.01572,0.1572,15.715,157.15,0.472,0.472,11.99,1.199,0.063,0.063,1.6,,Music Wire,MW,21.332,21.332,94.89,9.676,9676.2,Squared and Ground,Right Hand,5.5,5.5,Reference,Reference,7.5,7.5,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (metric),ASTM A228,0.724,0.724,18.4,1.84,Reference,Reference,Reference,Reference,,0.017242
LCM160K 02 S,LCM160K 02 S,LCM160K02S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.85,0.85,21.6,2.16,+/-0.0177,+/-0.0177,+/-0.45,+/-0.045,0.89,0.89,22.6,2.26,0.689,0.689,17.5,1.75,MIN,MIN,MIN,MIN,2.894,2.894,73.5,7.35,0.145,0.145,3.68,0.368,7.33,7.33,1.284,12.84,0.1309,1.309,130.9,1309,0.733,0.733,0.1284,1.284,0.01309,0.1309,13.09,130.9,0.472,0.472,11.99,1.199,0.063,0.063,1.6,,Stainless Steel,SS,17.77,17.77,79.04,8.06,8060.47,Squared and Ground,Right Hand,5.5,5.5,Reference,Reference,7.5,7.5,Passivate per ASTM A967,1,Standard Compression Series (metric),ASTM A313,0.724,0.724,18.4,1.84,Reference,Reference,Reference,Reference,,0.017363
LCM160K 03 M,LCM160K 03 M,LCM160K03M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.85,0.85,21.6,2.16,+/-0.0177,+/-0.0177,+/-0.45,+/-0.045,0.89,0.89,22.6,2.26,0.689,0.689,17.5,1.75,MIN,MIN,MIN,MIN,4.331,4.331,110,11,0.217,0.217,5.51,0.551,5.692,5.692,0.997,9.97,0.1016,1.016,101.65,1016.5,0.569,0.569,0.0997,0.997,0.01016,0.1016,10.161,101.61,0.661,0.661,16.79,1.679,0.063,0.063,1.6,,Music Wire,MW,21.332,21.332,94.89,9.676,9676.2,Squared and Ground,Right Hand,8.5,8.5,Reference,Reference,10.5,10.5,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (metric),ASTM A228,0.724,0.724,18.4,1.84,Reference,Reference,Reference,Reference,,0.024138
LCM160K 03 S,LCM160K 03 S,LCM160K03S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.85,0.85,21.6,2.16,+/-0.0177,+/-0.0177,+/-0.45,+/-0.045,0.89,0.89,22.6,2.26,0.689,0.689,17.5,1.75,MIN,MIN,MIN,MIN,4.331,4.331,110,11,0.217,0.217,5.51,0.551,4.743,4.743,0.831,8.31,0.0847,0.847,84.7,847,0.474,0.474,0.083,0.83,0.00846,0.0846,8.465,84.65,0.661,0.661,16.79,1.679,0.063,0.063,1.6,,Stainless Steel,SS,17.77,17.77,79.04,8.06,8060.47,Squared and Ground,Right Hand,8.5,8.5,Reference,Reference,10.5,10.5,Passivate per ASTM A967,1,Standard Compression Series (metric),ASTM A313,0.724,0.724,18.4,1.84,Reference,Reference,Reference,Reference,,0.024308
LCM160K 04 M,LCM160K 04 M,LCM160K04M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.85,0.85,21.6,2.16,+/-0.0177,+/-0.0177,+/-0.45,+/-0.045,0.89,0.89,22.6,2.26,0.689,0.689,17.5,1.75,MIN,MIN,MIN,MIN,6.496,6.496,165,16.5,0.325,0.325,8.26,0.826,3.87,3.87,0.678,6.78,0.0691,0.691,69.11,691.1,0.387,0.387,0.0678,0.678,0.00691,0.0691,6.911,69.11,0.913,0.913,23.19,2.319,0.063,0.063,1.6,,Music Wire,MW,21.332,21.332,94.89,9.676,9676.2,Squared and Ground,Right Hand,12.5,12.5,Reference,Reference,14.5,14.5,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (metric),ASTM A228,0.724,0.724,18.4,1.84,Reference,Reference,Reference,Reference,,0.033334
LCM160K 04 S,LCM160K 04 S,LCM160K04S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.85,0.85,21.6,2.16,+/-0.0177,+/-0.0177,+/-0.45,+/-0.045,0.89,0.89,22.6,2.26,0.689,0.689,17.5,1.75,MIN,MIN,MIN,MIN,6.496,6.496,165,16.5,0.325,0.325,8.26,0.826,3.225,3.225,0.565,5.65,0.0576,0.576,57.59,575.9,0.323,0.323,0.0566,0.566,0.00577,0.0577,5.768,57.68,0.913,0.913,23.19,2.319,0.063,0.063,1.6,,Stainless Steel,SS,17.77,17.77,79.04,8.06,8060.47,Squared and Ground,Right Hand,12.5,12.5,Reference,Reference,14.5,14.5,Passivate per ASTM A967,1,Standard Compression Series (metric),ASTM A313,0.724,0.724,18.4,1.84,Reference,Reference,Reference,Reference,,0.033568
LCM160K 05 M,LCM160K 05 M,LCM160K05M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.85,0.85,21.6,2.16,+/-0.0177,+/-0.0177,+/-0.45,+/-0.045,0.89,0.89,22.6,2.26,0.689,0.689,17.5,1.75,MIN,MIN,MIN,MIN,9.449,9.449,240,24,0.472,0.472,11.99,1.199,2.615,2.615,0.458,4.58,0.0467,0.467,46.7,467,0.262,0.262,0.0459,0.459,0.00468,0.0468,4.679,46.79,1.291,1.291,32.79,3.279,0.063,0.063,1.6,,Music Wire,MW,21.332,21.332,94.89,9.676,9676.2,Squared and Ground,Right Hand,18.5,18.5,Reference,Reference,20.5,20.5,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (metric),ASTM A228,0.724,0.724,18.4,1.84,Reference,Reference,Reference,Reference,,0.047127
LCM160K 05 S,LCM160K 05 S,LCM160K05S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.85,0.85,21.6,2.16,+/-0.0177,+/-0.0177,+/-0.45,+/-0.045,0.89,0.89,22.6,2.26,0.689,0.689,17.5,1.75,MIN,MIN,MIN,MIN,9.449,9.449,240,24,0.472,0.472,11.99,1.199,2.179,2.179,0.382,3.82,0.0389,0.389,38.91,389.1,0.218,0.218,0.0382,0.382,0.00389,0.0389,3.893,38.93,1.291,1.291,32.79,3.279,0.063,0.063,1.6,,Stainless Steel,SS,17.77,17.77,79.04,8.06,8060.47,Squared and Ground,Right Hand,18.5,18.5,Reference,Reference,20.5,20.5,Passivate per ASTM A967,1,Standard Compression Series (metric),ASTM A313,0.724,0.724,18.4,1.84,Reference,Reference,Reference,Reference,,0.047459
LCM200G 01 M,LCM200G 01 M,LCM200G01M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.472,0.472,12,1.2,+/-0.0098,+/-0.0098,+/-0.25,+/-0.025,0.492,0.492,12.5,1.25,0.295,0.295,7.5,0.75,MIN,MIN,MIN,MIN,0.709,0.709,18,1.8,0.035,0.035,0.89,0.089,269.966,269.966,47.28,472.8,4.8211,48.211,4821.05,48210.5,26.997,26.997,4.7281,47.281,0.48211,4.8211,482.112,4821.12,0.433,0.433,11,1.1,0.079,0.079,2,,Music Wire,MW,77.376,77.376,344.19,35.098,35097.75,Squared and Ground,Right Hand,3.5,3.5,Reference,Reference,5.5,5.5,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (metric),ASTM A228,0.315,0.315,8,0.8,Reference,Reference,Reference,Reference,,0.009878
