title,model,field_published_stock_code,field_product_type,field_product_category,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_revision,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm,field_outside_dia_cm,field_out_dia_tol_bld_spc_in,field_out_dia_tol_in,field_out_dia_tol_mm,field_out_dia_tol_cm,field_hole_dia_bd_spe_in,field_hole_dia_in,field_hole_dia_mm,field_hole_dia_cm,field_rod_dia_bd_spe_in,field_rod_dia_in,field_rod_dia_mm,field_rod_dia_cm,field_rod_dia_tole_bd_spe_in,field_rod_dia_tole_in,field_rod_dia_tole_mm,field_rod_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm,field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_solid_height_bd_spe_in,field_solid_height_in,field_solid_height_mm,field_solid_height_cm,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_wire_dia_cm,field_material,field_material_short_description,field_load_at_solid_height_bd_lb,field_load_at_solid_height_lb,field_load_at_solid_height_n,field_load_at_solid_height_kg,field_load_at_solid_height_gm,field_end,field_direction_of_wind,field_active_coils_bd_spe,field_active_coils,field_active_coils_tole_bd_spe,field_active_coils_tole,field_total_coils_bd_spe,field_total_coils,field_finish,field_spring_type,field_product_series,field_material_specification,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_ins_dia_tol_bld_spec_in,field_field_inside_dia_tol_in,field_field_inside_dia_tol_mm,field_field_inside_dia_tol_cm,field_color,field_weight_per_item_lb
LCM160H 13 S,LCM160H 13 S,LCM160H13S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.591,0.591,15,1.5,+/-0.015,+/-0.015,+/-0.38,+/-0.038,0.63,0.63,16,1.6,0.433,0.433,11,1.1,MIN,MIN,MIN,MIN,2.756,2.756,70,7,0.105,0.105,2.67,0.267,10.5,10.5,1.839,18.39,0.1875,1.875,187.51,1875.1,1.05,1.05,0.1839,1.839,0.01875,0.1875,18.751,187.51,0.932,0.932,23.67,2.367,0.063,0.063,1.6,,Stainless Steel,SS,19.1007,19.101,84.96,8.664,8664.08,Squared and Ground,Factory Option,12.7403,12.7403,Reference,Reference,14.74,14.74,Passivate per ASTM A967,1,Standard Compression Series (metric),ASTM A313,0.465,0.465,11.8,1.18,Reference,Reference,Reference,Reference,,0.0232029
LCM160H 14 M,LCM160H 14 M,LCM160H14M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.591,0.591,15,1.5,+/-0.015,+/-0.015,+/-0.38,+/-0.038,0.63,0.63,16,1.6,0.433,0.433,11,1.1,MIN,MIN,MIN,MIN,3.15,3.15,80,8,0.125,0.125,3.18,0.318,10.9,10.9,1.909,19.09,0.1947,1.947,194.65,1946.5,1.09,1.09,0.1909,1.909,0.01947,0.1947,19.465,194.65,1.053,1.053,26.75,2.675,0.063,0.063,1.6,,Music Wire,MW,22.93,22.93,102,10.401,10401.05,Squared and Ground,Factory Option,14.7273,14.7273,Reference,Reference,16.73,16.73,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (metric),ASTM A228,0.465,0.465,11.8,1.18,Reference,Reference,Reference,Reference,,0.0258386
LCM160H 14 S,LCM160H 14 S,LCM160H14S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.591,0.591,15,1.5,+/-0.015,+/-0.015,+/-0.38,+/-0.038,0.63,0.63,16,1.6,0.433,0.433,11,1.1,MIN,MIN,MIN,MIN,3.15,3.15,80,8,0.125,0.125,3.18,0.318,9.1,9.1,1.594,15.94,0.1625,1.625,162.51,1625.1,0.91,0.91,0.1594,1.594,0.01625,0.1625,16.251,162.51,1.053,1.053,26.75,2.675,0.063,0.063,1.6,,Stainless Steel,SS,19.1007,19.101,84.96,8.664,8664.08,Squared and Ground,Factory Option,14.7003,14.7003,Reference,Reference,16.7,16.7,Passivate per ASTM A967,1,Standard Compression Series (metric),ASTM A313,0.465,0.465,11.8,1.18,Reference,Reference,Reference,Reference,,0.0262883
LCM160H 15 M,LCM160H 15 M,LCM160H15M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.591,0.591,15,1.5,+/-0.015,+/-0.015,+/-0.38,+/-0.038,0.63,0.63,16,1.6,0.433,0.433,11,1.1,MIN,MIN,MIN,MIN,3.543,3.543,90,9,0.14,0.14,3.56,0.356,9.67,9.67,1.694,16.94,0.1727,1.727,172.69,1726.9,0.967,0.967,0.1694,1.694,0.01727,0.1727,17.269,172.69,1.173,1.173,29.79,2.979,0.063,0.063,1.6,,Music Wire,MW,22.93,22.93,102,10.401,10401.05,Squared and Ground,Factory Option,16.6,16.6,Reference,Reference,18.6,18.6,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (metric),ASTM A228,0.465,0.465,11.8,1.18,Reference,Reference,Reference,Reference,,0.028652
LCM160H 15 S,LCM160H 15 S,LCM160H15S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.591,0.591,15,1.5,+/-0.015,+/-0.015,+/-0.38,+/-0.038,0.63,0.63,16,1.6,0.433,0.433,11,1.1,MIN,MIN,MIN,MIN,3.543,3.543,90,9,0.14,0.14,3.56,0.356,8.055,8.055,1.411,14.11,0.1438,1.438,143.85,1438.5,0.8055,0.806,0.1411,1.411,0.01438,0.1438,14.385,143.85,1.173,1.173,29.79,2.979,0.063,0.063,1.6,,Stainless Steel,SS,19.1007,19.101,84.96,8.664,8664.08,Squared and Ground,Factory Option,16.6,16.6,Reference,Reference,18.6,18.6,Passivate per ASTM A967,1,Standard Compression Series (metric),ASTM A313,0.465,0.465,11.8,1.18,Reference,Reference,Reference,Reference,,0.029145
LCM160HM 01 M,LCM160HM 01 M,LCM160HM01M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.693,0.693,17.6,1.76,+/-0.0138,+/-0.0138,+/-0.35,+/-0.035,0.728,0.728,18.5,1.85,0.539,0.539,13.7,1.37,MIN,MIN,MIN,MIN,1.339,1.339,34,3.4,0.067,0.067,1.7,0.17,26.997,26.997,4.728,47.28,0.4821,4.821,482.11,4821.1,2.7,2.7,0.4729,4.729,0.04822,0.4822,48.217,482.17,0.346,0.346,8.79,0.879,0.063,0.063,1.6,,Music Wire,MW,26.565,26.565,118.17,12.05,12049.88,Squared and Ground,Right Hand,3.5,3.5,Reference,Reference,5.5,5.5,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (metric),ASTM A228,0.567,0.567,14.4,1.44,Reference,Reference,Reference,Reference,,0.010115
LCM160HM 01 S,LCM160HM 01 S,LCM160HM01S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.693,0.693,17.6,1.76,+/-0.0138,+/-0.0138,+/-0.35,+/-0.035,0.728,0.728,18.5,1.85,0.539,0.539,13.7,1.37,MIN,MIN,MIN,MIN,1.339,1.339,34,3.4,0.067,0.067,1.7,0.17,22.497,22.497,3.94,39.4,0.4018,4.018,401.75,4017.5,2.25,2.25,0.394,3.94,0.04018,0.4018,40.181,401.81,0.346,0.346,8.79,0.879,0.063,0.063,1.6,,Stainless Steel,SS,22.129,22.129,98.43,10.038,10037.71,Squared and Ground,Right Hand,3.5,3.5,Reference,Reference,5.5,5.5,Passivate per ASTM A967,1,Standard Compression Series (metric),ASTM A313,0.567,0.567,14.4,1.44,Reference,Reference,Reference,Reference,,0.010186
LCM160HM 02 M,LCM160HM 02 M,LCM160HM02M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.693,0.693,17.6,1.76,+/-0.0138,+/-0.0138,+/-0.35,+/-0.035,0.728,0.728,18.5,1.85,0.539,0.539,13.7,1.37,MIN,MIN,MIN,MIN,2.028,2.028,51.5,5.15,0.101,0.101,2.57,0.257,16.911,16.911,2.962,29.62,0.302,3.02,302,3020,1.6911,1.691,0.2962,2.962,0.0302,0.302,30.2,302,0.472,0.472,11.99,1.199,0.0625,0.063,1.6,,Music Wire,MW,26.565,26.565,118.17,12.05,12049.88,Squared and Ground,Right Hand,5.5,5.5,Reference,Reference,7.5,7.5,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (metric),ASTM A228,0.567,0.567,14.4,1.44,Reference,Reference,Reference,Reference,,0.013793
LCM160HM 02 S,LCM160HM 02 S,LCM160HM02S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.693,0.693,17.6,1.76,+/-0.0138,+/-0.0138,+/-0.35,+/-0.035,0.728,0.728,18.5,1.85,0.539,0.539,13.7,1.37,MIN,MIN,MIN,MIN,2.028,2.028,51.5,5.15,0.101,0.101,2.57,0.257,14.087,14.087,2.467,24.67,0.2516,2.516,251.57,2515.7,1.4087,1.409,0.2467,2.467,0.02516,0.2516,25.157,251.57,0.472,0.472,11.99,1.199,0.0625,0.063,1.6,,Stainless Steel,SS,22.129,22.129,98.43,10.038,10037.71,Squared and Ground,Right Hand,5.5,5.5,Reference,Reference,7.5,7.5,Passivate per ASTM A967,1,Standard Compression Series (metric),ASTM A313,0.567,0.567,14.4,1.44,Reference,Reference,Reference,Reference,,0.01389
LCM160HM 03 M,LCM160HM 03 M,LCM160HM03M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.693,0.693,17.6,1.76,+/-0.0138,+/-0.0138,+/-0.35,+/-0.035,0.728,0.728,18.5,1.85,0.539,0.539,13.7,1.37,MIN,MIN,MIN,MIN,3.051,3.051,77.5,7.75,0.153,0.153,3.89,0.389,11.116,11.116,1.947,19.47,0.1985,1.985,198.51,1985.1,1.112,1.112,0.1947,1.947,0.01986,0.1986,19.858,198.58,0.661,0.661,16.79,1.679,0.063,0.063,1.6,,Music Wire,MW,26.565,26.565,118.17,12.05,12049.88,Squared and Ground,Right Hand,8.5,8.5,Reference,Reference,10.5,10.5,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (metric),ASTM A228,0.567,0.567,14.4,1.44,Reference,Reference,Reference,Reference,,0.019311
