title,model,field_published_stock_code,field_product_type,field_spring_type,field_product_category,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_revision,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm,field_outside_dia_cm,field_out_dia_tol_bld_spc_in,field_out_dia_tol_in,field_out_dia_tol_mm,field_out_dia_tol_cm,field_hole_dia_bd_spe_in,field_hole_dia_in,field_hole_dia_mm,field_hole_dia_cm,field_rod_dia_bd_spe_in,field_rod_dia_in,field_rod_dia_mm,field_rod_dia_cm,field_rod_dia_tole_bd_spe_in,field_rod_dia_tole_in,field_rod_dia_tole_mm,field_rod_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm,field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_tole_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_solid_height_bd_spe_in,field_solid_height_in,field_solid_height_mm,field_solid_height_cm,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_wire_dia_cm,field_material,field_material_short_description,field_load_at_solid_height_bd_lb,field_load_at_solid_height_lb,field_load_at_solid_height_n,field_load_at_solid_height_kg,field_load_at_solid_height_gm,field_end,field_direction_of_wind,field_active_coils_bd_spe,field_active_coils,field_active_coils_tole_bd_spe,field_active_coils_tole,field_total_coils_bd_spe,field_total_coils,field_finish,field_product_series,field_material_specification,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_ins_dia_tol_bld_spec_in,field_field_inside_dia_tol_in,field_field_inside_dia_tol_mm,field_field_inside_dia_tol_cm,field_color,field_weight_per_item_lb,field_nominal_load_build_spec_lb,field_nominal_load_lb,field_nominal_load_n,field_nominal_load_kg,field_nominal_load_gm,field_working_height_bud_spc_in,field_working_height_in,field_working_height_mm,field_working_height_cm
LW 138 35 0700S,LW 138 35 0700S,LW138350700S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.336,1.336,33.93,3.393,Reference,Reference,Reference,Reference,1.375,1.375,34.93,3.493,1.03,1.03,26.16,2.616,MIN,MIN,MIN,MIN,0.7,0.7,17.78,1.778,0.09,0.09,2.29,0.229,98,98,17.163,171.63,1.7501,17.501,1750.08,17500.8,24.5,24.5,4.2908,42.908,0.43752,4.3752,437.521,4375.21,0.144,0.144,3.66,0.366,0.018,0.018,0.46,0.046,Stainless Steel Type 17-7 PH,17-7 PH,54.488,54.488,242.37,24.716,24715.76,Plain (End Turn is Wavy),Factory Option,7,7,Reference,Reference,7,7,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,1.07,1.07,27.18,2.718,Reference,Reference,Reference,Reference,,0.028299,35,35,155.69,15.876,15876,0.343,0.343,8.71,0.871
LW 138 35 0800S,LW 138 35 0800S,LW138350800S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.336,1.336,33.93,3.393,Reference,Reference,Reference,Reference,1.375,1.375,34.93,3.493,1.03,1.03,26.16,2.616,MIN,MIN,MIN,MIN,0.8,0.8,20.32,2.032,0.12,0.12,3.05,0.305,85,85,14.886,148.86,1.5179,15.179,1517.93,15179.3,21.25,21.25,3.7216,37.216,0.37948,3.7948,379.483,3794.83,0.162,0.162,4.12,0.412,0.018,0.018,0.46,0.046,Stainless Steel Type 17-7 PH,17-7 PH,54.23,54.23,241.23,24.599,24598.73,Plain (End Turn is Wavy),Factory Option,8,8,Reference,Reference,8,8,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,1.07,1.07,27.18,2.718,Reference,Reference,Reference,Reference,,0.024328,35,35,155.69,15.876,15876,0.39,0.39,9.91,0.991
LW 138 35 1000S,LW 138 35 1000S,LW138351000S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.336,1.336,33.93,3.393,Reference,Reference,Reference,Reference,1.375,1.375,34.93,3.493,1.03,1.03,26.16,2.616,MIN,MIN,MIN,MIN,1,1,25.4,2.54,0.12,0.12,3.05,0.305,69,69,12.084,120.84,1.2322,12.322,1232.2,12322,17.25,17.25,3.021,30.21,0.30805,3.0805,308.051,3080.51,0.198,0.198,5.03,0.503,0.018,0.018,0.46,0.046,Stainless Steel Type 17-7 PH,17-7 PH,55.338,55.338,246.16,25.101,25101.32,Plain (End Turn is Wavy),Factory Option,10,10,Reference,Reference,10,10,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,1.07,1.07,27.18,2.718,Reference,Reference,Reference,Reference,,0.040427,35,35,155.69,15.876,15876,0.49,0.49,12.45,1.245
LW 138 35 1300S,LW 138 35 1300S,LW138351300S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.336,1.336,33.93,3.393,Reference,Reference,Reference,Reference,1.375,1.375,34.93,3.493,1.03,1.03,26.16,2.616,MIN,MIN,MIN,MIN,1.3,1.3,33.02,3.302,0.18,0.18,4.57,0.457,54,54,9.457,94.57,0.9643,9.643,964.33,9643.3,13.5,13.5,2.3643,23.643,0.24108,2.4108,241.083,2410.83,0.252,0.252,6.4,0.64,0.018,0.018,0.46,0.046,Stainless Steel Type 17-7 PH,17-7 PH,56.592,56.592,251.73,25.67,25670.13,Plain (End Turn is Wavy),Factory Option,13,13,Reference,Reference,13,13,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,1.07,1.07,27.18,2.718,Reference,Reference,Reference,Reference,,0.039532,35,35,155.69,15.876,15876,0.646,0.646,16.41,1.641
LW 138 35 1600S,LW 138 35 1600S,LW138351600S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.336,1.336,33.93,3.393,Reference,Reference,Reference,Reference,1.375,1.375,34.93,3.493,1.03,1.03,26.16,2.616,MIN,MIN,MIN,MIN,1.6,1.6,40.64,4.064,0.21,0.21,5.33,0.533,43,43,7.531,75.31,0.7679,7.679,767.89,7678.9,10.75,10.75,1.8827,18.827,0.19197,1.9197,191.974,1919.74,0.306,0.306,7.77,0.777,0.018,0.018,0.46,0.046,Stainless Steel Type 17-7 PH,17-7 PH,55.642,55.642,247.51,25.239,25239.21,Plain (End Turn is Wavy),Factory Option,16,16,Reference,Reference,16,16,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,1.07,1.07,27.18,2.718,Reference,Reference,Reference,Reference,,0.064682,35,35,155.69,15.876,15876,0.793,0.793,20.14,2.014
LW 138 35 2000S,LW 138 35 2000S,LW138352000S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.336,1.336,33.93,3.393,Reference,Reference,Reference,Reference,1.375,1.375,34.93,3.493,1.03,1.03,26.16,2.616,MIN,MIN,MIN,MIN,2,2,50.8,5.08,0.25,0.25,6.35,0.635,35,35,6.13,61.3,0.625,6.25,625.03,6250.3,8.75,8.75,1.5324,15.324,0.15626,1.5626,156.258,1562.58,0.378,0.378,9.6,0.96,0.018,0.018,0.46,0.046,Stainless Steel Type 17-7 PH,17-7 PH,56.77,56.77,252.53,25.751,25750.87,Plain (End Turn is Wavy),Factory Option,20,20,Reference,Reference,20,20,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,1.07,1.07,27.18,2.718,Reference,Reference,Reference,Reference,,0.060819,35,35,155.69,15.876,15876,1,1,25.4,2.54
LW 150 20 0300S,LW 150 20 0300S,LW150200300S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.453,1.453,36.91,3.691,Reference,Reference,Reference,Reference,1.5,1.5,38.1,3.81,1.14,1.14,28.96,2.896,MIN,MIN,MIN,MIN,0.3,0.3,7.62,0.762,0.06,0.06,1.52,0.152,117,117,20.491,204.91,2.0894,20.894,2089.39,20893.9,29.25,29.25,5.1226,51.226,0.52235,5.2235,522.347,5223.47,0.064,0.064,1.63,0.163,0.016,0.016,0.41,0.041,Stainless Steel Type 17-7 PH,17-7 PH,27.612,27.612,122.82,12.525,12524.8,Plain (End Turn is Wavy),Factory Option,3,3,Reference,Reference,3,3,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,1.187,1.187,30.15,3.015,Reference,Reference,Reference,Reference,,0.011834,20,20,88.96,9.072,9072,0.129,0.129,3.28,0.328
LW 150 20 0400S,LW 150 20 0400S,LW150200400S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.453,1.453,36.91,3.691,Reference,Reference,Reference,Reference,1.5,1.5,38.1,3.81,1.14,1.14,28.96,2.896,MIN,MIN,MIN,MIN,0.4,0.4,10.16,1.016,0.06,0.06,1.52,0.152,85,85,14.886,148.86,1.5179,15.179,1517.93,15179.3,21.25,21.25,3.7216,37.216,0.37948,3.7948,379.483,3794.83,0.08,0.08,2.03,0.203,0.016,0.016,0.41,0.041,Stainless Steel Type 17-7 PH,17-7 PH,27.2,27.2,120.99,12.338,12337.92,Plain (End Turn is Wavy),Factory Option,4,4,Reference,Reference,4,4,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,1.187,1.187,30.15,3.015,Reference,Reference,Reference,Reference,,0.011765,20,20,88.96,9.072,9072,0.164,0.164,4.17,0.417
LW 150 20 0500S,LW 150 20 0500S,LW150200500S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.453,1.453,36.91,3.691,Reference,Reference,Reference,Reference,1.5,1.5,38.1,3.81,1.14,1.14,28.96,2.896,MIN,MIN,MIN,MIN,0.5,0.5,12.7,1.27,0.06,0.06,1.52,0.152,70,70,12.259,122.59,1.2501,12.501,1250.06,12500.6,17.5,17.5,3.0648,30.648,0.31252,3.1252,312.515,3125.15,0.096,0.096,2.44,0.244,0.016,0.016,0.41,0.041,Stainless Steel Type 17-7 PH,17-7 PH,28.28,28.28,125.8,12.828,12827.81,Plain (End Turn is Wavy),Factory Option,5,5,Reference,Reference,5,5,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,1.187,1.187,30.15,3.015,Reference,Reference,Reference,Reference,,0.019723,20,20,88.96,9.072,9072,0.213,0.213,5.41,0.541
LW 150 20 0600S,LW 150 20 0600S,LW150200600S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.453,1.453,36.91,3.691,Reference,Reference,Reference,Reference,1.5,1.5,38.1,3.81,1.14,1.14,28.96,2.896,MIN,MIN,MIN,MIN,0.6,0.6,15.24,1.524,0.09,0.09,2.29,0.229,57,57,9.983,99.83,1.0179,10.179,1017.91,10179.1,14.25,14.25,2.4956,24.956,0.25448,2.5448,254.477,2544.77,0.112,0.112,2.85,0.285,0.016,0.016,0.41,0.041,Stainless Steel Type 17-7 PH,17-7 PH,27.816,27.816,123.73,12.617,12617.34,Plain (End Turn is Wavy),Factory Option,6,6,Reference,Reference,6,6,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,1.187,1.187,30.15,3.015,Reference,Reference,Reference,Reference,,0.017647,20,20,88.96,9.072,9072,0.247,0.247,6.27,0.627
LW 150 20 0700S,LW 150 20 0700S,LW150200700S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.453,1.453,36.91,3.691,Reference,Reference,Reference,Reference,1.5,1.5,38.1,3.81,1.14,1.14,28.96,2.896,MIN,MIN,MIN,MIN,0.7,0.7,17.78,1.778,0.09,0.09,2.29,0.229,50,50,8.757,87.57,0.8929,8.929,892.9,8929,12.5,12.5,2.1892,21.892,0.22323,2.2323,223.225,2232.25,0.128,0.128,3.25,0.325,0.016,0.016,0.41,0.041,Stainless Steel Type 17-7 PH,17-7 PH,28.6,28.6,127.22,12.973,12972.96,Plain (End Turn is Wavy),Factory Option,7,7,Reference,Reference,7,7,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,1.187,1.187,30.15,3.015,Reference,Reference,Reference,Reference,,0.027612,20,20,88.96,9.072,9072,0.301,0.301,7.65,0.765
LW 150 20 0800S,LW 150 20 0800S,LW150200800S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.453,1.453,36.91,3.691,Reference,Reference,Reference,Reference,1.5,1.5,38.1,3.81,1.14,1.14,28.96,2.896,MIN,MIN,MIN,MIN,0.8,0.8,20.32,2.032,0.12,0.12,3.05,0.305,43,43,7.531,75.31,0.7679,7.679,767.89,7678.9,10.75,10.75,1.8827,18.827,0.19197,1.9197,191.974,1919.74,0.144,0.144,3.66,0.366,0.016,0.016,0.41,0.041,Stainless Steel Type 17-7 PH,17-7 PH,28.208,28.208,125.48,12.795,12795.15,Plain (End Turn is Wavy),Factory Option,8,8,Reference,Reference,8,8,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,1.187,1.187,30.15,3.015,Reference,Reference,Reference,Reference,,0.02353,20,20,88.96,9.072,9072,0.337,0.337,8.56,0.856
LW 150 20 1000S,LW 150 20 1000S,LW150201000S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.453,1.453,36.91,3.691,Reference,Reference,Reference,Reference,1.5,1.5,38.1,3.81,1.14,1.14,28.96,2.896,MIN,MIN,MIN,MIN,1,1,25.4,2.54,0.12,0.12,3.05,0.305,35,35,6.13,61.3,0.625,6.25,625.03,6250.3,8.75,8.75,1.5324,15.324,0.15626,1.5626,156.258,1562.58,0.176,0.176,4.47,0.447,0.016,0.016,0.41,0.041,Stainless Steel Type 17-7 PH,17-7 PH,28.84,28.84,128.29,13.082,13081.82,Plain (End Turn is Wavy),Factory Option,10,10,Reference,Reference,10,10,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,1.187,1.187,30.15,3.015,Reference,Reference,Reference,Reference,,0.039446,20,20,88.96,9.072,9072,0.43,0.43,10.92,1.092
LW 150 20 1300S,LW 150 20 1300S,LW150201300S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.453,1.453,36.91,3.691,Reference,Reference,Reference,Reference,1.5,1.5,38.1,3.81,1.14,1.14,28.96,2.896,MIN,MIN,MIN,MIN,1.3,1.3,33.02,3.302,0.18,0.18,4.57,0.457,27,27,4.729,47.29,0.4822,4.822,482.17,4821.7,6.75,6.75,1.1821,11.821,0.12054,1.2054,120.542,1205.42,0.224,0.224,5.69,0.569,0.016,0.016,0.41,0.041,Stainless Steel Type 17-7 PH,17-7 PH,29.052,29.052,129.23,13.178,13177.99,Plain (End Turn is Wavy),Factory Option,13,13,Reference,Reference,13,13,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,1.187,1.187,30.15,3.015,Reference,Reference,Reference,Reference,,0.038236,20,20,88.96,9.072,9072,0.565,0.565,14.35,1.435
