stock_code,price_code,price,min,currency,display_price_range
LEM060B 03 M,A,6.68,19,$,0-19
LEM060B 03 M,B,3.85,49,$,20-49
LEM060B 03 M,C,2.01,99,$,50-99
LEM060B 03 M,D,1.25,199,$,100-199
LEM060B 03 M,E,1.052,299,$,200-299
LEM060B 03 M,F,0.978,399,$,300-399
LEM060B 03 M,G,0.909,499,$,400-499
LEM060B 03 M,H,0.849,599,$,500-599
LEM060B 03 M,I,0.794,699,$,600-699
LEM060B 03 M,J,0.748,799,$,700-799
LEM060B 03 M,K,0.71,899,$,800-899
LEM060B 03 M,L,0.68,999,$,900-999
LEM060B 03 S,A,6.68,19,$,0-19
LEM060B 03 S,B,3.85,49,$,20-49
LEM060B 03 S,C,2.01,99,$,50-99
LEM060B 03 S,D,1.25,199,$,100-199
LEM060B 03 S,E,1.065,299,$,200-299
LEM060B 03 S,F,0.996,399,$,300-399
LEM060B 03 S,G,0.931,499,$,400-499
LEM060B 03 S,H,0.875,599,$,500-599
LEM060B 03 S,I,0.827,699,$,600-699
LEM060B 03 S,J,0.783,799,$,700-799
LEM060B 03 S,K,0.748,899,$,800-899
LEM060B 03 S,L,0.72,999,$,900-999
LEM060B 04 M,A,6.68,19,$,0-19
LEM060B 04 M,B,3.85,49,$,20-49
LEM060B 04 M,C,2.01,99,$,50-99
LEM060B 04 M,D,1.25,199,$,100-199
LEM060B 04 M,E,1.055,299,$,200-299
LEM060B 04 M,F,0.982,399,$,300-399
LEM060B 04 M,G,0.915,499,$,400-499
LEM060B 04 M,H,0.855,599,$,500-599
LEM060B 04 M,I,0.802,699,$,600-699
LEM060B 04 M,J,0.759,799,$,700-799
LEM060B 04 M,K,0.72,899,$,800-899
LEM060B 04 M,L,0.691,999,$,900-999
LEM060B 04 S,A,6.68,19,$,0-19
LEM060B 04 S,B,3.85,49,$,20-49
LEM060B 04 S,C,2.01,99,$,50-99
LEM060B 04 S,D,1.25,199,$,100-199
LEM060B 04 S,E,1.069,299,$,200-299
LEM060B 04 S,F,1,399,$,300-399
LEM060B 04 S,G,0.937,499,$,400-499
LEM060B 04 S,H,0.882,599,$,500-599
LEM060B 04 S,I,0.836,699,$,600-699
LEM060B 04 S,J,0.793,799,$,700-799
LEM060B 04 S,K,0.76,899,$,800-899
LEM060B 04 S,L,0.732,999,$,900-999
LEM060B 05 M,A,6.68,19,$,0-19
LEM060B 05 M,B,3.85,49,$,20-49
LEM060B 05 M,C,2.01,99,$,50-99
LEM060B 05 M,D,1.25,199,$,100-199
LEM060B 05 M,E,1.059,299,$,200-299
LEM060B 05 M,F,0.986,399,$,300-399
LEM060B 05 M,G,0.921,499,$,400-499
LEM060B 05 M,H,0.862,599,$,500-599
LEM060B 05 M,I,0.809,699,$,600-699
LEM060B 05 M,J,0.767,799,$,700-799
LEM060B 05 M,K,0.73,899,$,800-899
LEM060B 05 M,L,0.701,999,$,900-999
LEM060B 05 S,A,6.68,19,$,0-19
LEM060B 05 S,B,3.85,49,$,20-49
LEM060B 05 S,C,2.01,99,$,50-99
LEM060B 05 S,D,1.25,199,$,100-199
LEM060B 05 S,E,1.073,299,$,200-299
LEM060B 05 S,F,1.005,399,$,300-399
LEM060B 05 S,G,0.943,499,$,400-499
LEM060B 05 S,H,0.891,599,$,500-599
LEM060B 05 S,I,0.844,699,$,600-699
LEM060B 05 S,J,0.803,799,$,700-799
LEM060B 05 S,K,0.77,899,$,800-899
LEM060B 05 S,L,0.743,999,$,900-999
LEM060B 06 M,A,6.68,19,$,0-19
LEM060B 06 M,B,3.85,49,$,20-49
