title,model,field_published_stock_code,field_product_type,field_product_category,field_original_publication_date, ,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_revision,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm, field_outside_dia_cm,field_outside_dia_tole_bd_spe_in,field_outside_dia_tole_in,field_outside_dia_tole_mm,field_outside_dia_tole_cm,field_hole_dia_bd_spe_in,field_hole_dia_in,field_hole_dia_mm,field_hole_dia_cm,field_rod_dia_bd_spe_in,field_rod_dia_in,field_rod_dia_mm,field_rod_dia_cm,field_rod_dia_tole_bd_spe_in,field_rod_dia_tole_in,field_rod_dia_tole_mm,field_rod_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm, field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_tole_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_solid_height_bd_spe_in,field_solid_height_in,field_solid_height_mm,field_solid_height_cm,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_material,field_material_short_description,field_load_at_solid_height_bd_lb,field_load_at_solid_height_lb,field_load_at_solid_height_n,field_load_at_solid_height_kg,field_load_at_solid_height_gm,field_end,field_direction_of_wind,field_active_coils_bd_spe,field_active_coils,field_active_coils_tole_bd_spe,field_active_coils_tole,field_total_coils_bd_spe,field_total_coils,field_finish,field_spring_type,field_product_series,field_material_specification,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_inside_dia_tole_bd_spe_in,field_inside_dia_tole_in,field_inside_dia_tole_mm,field_inside_dia_tole_cm,field_color,field_weight_per_item_lb
CI 009AB 09S316,CI 009AB 09S316,CI009AB09S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.063,0.063,1.6,0.16,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.078,0.078,1.98,0.198,0.04,0.04,1.02,0.102,MIN,MIN,MIN,MIN,0.625,0.625,15.88,1.588,0.02,0.02,0.51,0.051,2.091,2.091,0.366,3.66,0.0373,0.373,37.34,373.4,0.209,0.209,0.0366,0.366,0.00373,0.0373,3.732,37.32,0.251,0.251,6.38,0.638,0.009,0.009,0.23,Stainless Steel Type 316,SS316,0.782,0.782,3.48,0.355,354.72,Squared,Factory Option,24.904,24.904,Reference,Reference,26.904,26.904,Passivate per ASTM A967,1,Instrument Compression Series (inch),ASTM A313,0.045,0.045,1.14,0.114,Reference,Reference,Reference,Reference,,8.8E-05
CI 010AB 01M,CI 010AB 01M,CI010AB01M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.063,0.063,1.6,0.16,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.078,0.078,1.98,0.198,0.038,0.038,0.97,0.097,MIN,MIN,MIN,MIN,0.125,0.125,3.18,0.318,0.018,0.018,0.46,0.046,24.418,24.418,4.276,42.76,0.4361,4.361,436.06,4360.6,2.441,2.441,0.4275,4.275,0.04359,0.4359,43.591,435.91,0.071,0.071,1.8,0.18,0.01,0.01,0.25,Music Wire,MW,1.312,1.312,5.84,0.595,595.12,Squared,Factory Option,4.126,4.126,Reference,Reference,6.126,6.126,Pre-coated with Tin,1,Instrument Compression Series (inch),ASTM A228,0.043,0.043,1.09,0.109,Reference,Reference,Reference,Reference,,2.4E-05
CI 010AB 01S,CI 010AB 01S,CI010AB01S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.063,0.063,1.6,0.16,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.078,0.078,1.98,0.198,0.038,0.038,0.97,0.097,MIN,MIN,MIN,MIN,0.125,0.125,3.18,0.318,0.018,0.018,0.46,0.046,20.341,20.341,3.562,35.62,0.3632,3.632,363.25,3632.5,2.034,2.034,0.3562,3.562,0.03632,0.3632,36.323,363.23,0.071,0.071,1.8,0.18,0.01,0.01,0.25,Stainless Steel,SS,1.093,1.093,4.86,0.496,495.78,Squared,Factory Option,4.128,4.128,Reference,Reference,6.128,6.128,Passivate per ASTM A967,1,Instrument Compression Series (inch),ASTM A313,0.043,0.043,1.09,0.109,Reference,Reference,Reference,Reference,,2.4E-05
CI 010AB 01S316,CI 010AB 01S316,CI010AB01S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.063,0.063,1.6,0.16,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.078,0.078,1.98,0.198,0.038,0.038,0.97,0.097,MIN,MIN,MIN,MIN,0.125,0.125,3.18,0.318,0.018,0.018,0.46,0.046,20.341,20.341,3.562,35.62,0.3632,3.632,363.25,3632.5,2.034,2.034,0.3562,3.562,0.03632,0.3632,36.323,363.23,0.071,0.071,1.8,0.18,0.01,0.01,0.25,Stainless Steel Type 316,SS316,1.093,1.093,4.86,0.496,495.78,Squared,Factory Option,4.128,4.128,Reference,Reference,6.128,6.128,Passivate per ASTM A967,1,Instrument Compression Series (inch),ASTM A313,0.043,0.043,1.09,0.109,Reference,Reference,Reference,Reference,,2.4E-05
CI 010AB 02M,CI 010AB 02M,CI010AB02M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.063,0.063,1.6,0.16,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.078,0.078,1.98,0.198,0.038,0.038,0.97,0.097,MIN,MIN,MIN,MIN,0.188,0.188,4.78,0.478,0.018,0.018,0.46,0.046,14.682,14.682,2.571,25.71,0.2622,2.622,262.19,2621.9,1.468,1.468,0.2571,2.571,0.02622,0.2622,26.216,262.16,0.099,0.099,2.52,0.252,0.01,0.01,0.25,Music Wire,MW,1.312,1.312,5.84,0.595,595.12,Squared,Factory Option,6.862,6.862,Reference,Reference,8.862,8.862,Pre-coated with Tin,1,Instrument Compression Series (inch),ASTM A228,0.043,0.043,1.09,0.109,Reference,Reference,Reference,Reference,,3.5E-05
CI 010AB 02S,CI 010AB 02S,CI010AB02S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.063,0.063,1.6,0.16,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.078,0.078,1.98,0.198,0.038,0.038,0.97,0.097,MIN,MIN,MIN,MIN,0.188,0.188,4.78,0.478,0.018,0.018,0.46,0.046,12.23,12.23,2.142,21.42,0.2184,2.184,218.4,2184,1.223,1.223,0.2142,2.142,0.02184,0.2184,21.84,218.4,0.099,0.099,2.52,0.252,0.01,0.01,0.25,Stainless Steel,SS,1.093,1.093,4.86,0.496,495.78,Squared,Factory Option,6.865,6.865,Reference,Reference,8.865,8.865,Passivate per ASTM A967,1,Instrument Compression Series (inch),ASTM A313,0.043,0.043,1.09,0.109,Reference,Reference,Reference,Reference,,3.5E-05
CI 010AB 02S316,CI 010AB 02S316,CI010AB02S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.063,0.063,1.6,0.16,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.078,0.078,1.98,0.198,0.038,0.038,0.97,0.097,MIN,MIN,MIN,MIN,0.188,0.188,4.78,0.478,0.018,0.018,0.46,0.046,12.23,12.23,2.142,21.42,0.2184,2.184,218.4,2184,1.223,1.223,0.2142,2.142,0.02184,0.2184,21.84,218.4,0.099,0.099,2.52,0.252,0.01,0.01,0.25,Stainless Steel Type 316,SS316,1.093,1.093,4.86,0.496,495.78,Squared,Factory Option,6.865,6.865,Reference,Reference,8.865,8.865,Passivate per ASTM A967,1,Instrument Compression Series (inch),ASTM A313,0.043,0.043,1.09,0.109,Reference,Reference,Reference,Reference,,3.5E-05
CI 010AB 03M,CI 010AB 03M,CI010AB03M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.063,0.063,1.6,0.16,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.078,0.078,1.98,0.198,0.038,0.038,0.97,0.097,MIN,MIN,MIN,MIN,0.25,0.25,6.35,0.635,0.018,0.018,0.46,0.046,10.544,10.544,1.847,18.47,0.1883,1.883,188.29,1882.9,1.054,1.054,0.1846,1.846,0.01882,0.1882,18.822,188.22,0.126,0.126,3.2,0.32,0.01,0.01,0.25,Music Wire,MW,1.312,1.312,5.84,0.595,595.12,Squared,Factory Option,9.555,9.555,Reference,Reference,11.555,11.555,Pre-coated with Tin,1,Instrument Compression Series (inch),ASTM A228,0.043,0.043,1.09,0.109,Reference,Reference,Reference,Reference,,4.5E-05
CI 010AB 03S,CI 010AB 03S,CI010AB03S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.063,0.063,1.6,0.16,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.078,0.078,1.98,0.198,0.038,0.038,0.97,0.097,MIN,MIN,MIN,MIN,0.25,0.25,6.35,0.635,0.018,0.018,0.46,0.046,8.783,8.783,1.538,15.38,0.1568,1.568,156.85,1568.5,0.878,0.878,0.1538,1.538,0.01568,0.1568,15.679,156.79,0.126,0.126,3.2,0.32,0.01,0.01,0.25,Stainless Steel,SS,1.093,1.093,4.86,0.496,495.78,Squared,Factory Option,9.559,9.559,Reference,Reference,11.559,11.559,Passivate per ASTM A967,1,Instrument Compression Series (inch),ASTM A313,0.043,0.043,1.09,0.109,Reference,Reference,Reference,Reference,,4.5E-05
CI 010AB 03S316,CI 010AB 03S316,CI010AB03S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.063,0.063,1.6,0.16,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.078,0.078,1.98,0.198,0.038,0.038,0.97,0.097,MIN,MIN,MIN,MIN,0.25,0.25,6.35,0.635,0.018,0.018,0.46,0.046,8.783,8.783,1.538,15.38,0.1568,1.568,156.85,1568.5,0.878,0.878,0.1538,1.538,0.01568,0.1568,15.679,156.79,0.126,0.126,3.2,0.32,0.01,0.01,0.25,Stainless Steel Type 316,SS316,1.093,1.093,4.86,0.496,495.78,Squared,Factory Option,9.559,9.559,Reference,Reference,11.559,11.559,Passivate per ASTM A967,1,Instrument Compression Series (inch),ASTM A313,0.043,0.043,1.09,0.109,Reference,Reference,Reference,Reference,,4.5E-05
CI 010AB 04M,CI 010AB 04M,CI010AB04M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.063,0.063,1.6,0.16,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.078,0.078,1.98,0.198,0.038,0.038,0.97,0.097,MIN,MIN,MIN,MIN,0.313,0.313,7.95,0.795,0.018,0.018,0.46,0.046,8.197,8.197,1.436,14.36,0.1464,1.464,146.38,1463.8,0.819,0.819,0.1434,1.434,0.01463,0.1463,14.626,146.26,0.153,0.153,3.89,0.389,0.01,0.01,0.25,Music Wire,MW,1.312,1.312,5.84,0.595,595.12,Squared,Factory Option,12.292,12.292,Reference,Reference,14.292,14.292,Pre-coated with Tin,1,Instrument Compression Series (inch),ASTM A228,0.043,0.043,1.09,0.109,Reference,Reference,Reference,Reference,,5.6E-05
