title,model,field_published_stock_code,field_product_type,field_spring_type,field_product_category,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_product_series,field_revision,field_material,field_material_short_description,field_material_specification,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm,field_outside_dia_cm,field_outside_dia_tole_bd_spe_in,field_outside_dia_tole_in,field_outside_dia_tole_mm,field_outside_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm,field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_tole_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_ins_dia_tol_bld_spec_in,field_field_inside_dia_tol_in,field_field_inside_dia_tol_mm,field_field_inside_dia_tol_cm,field_total_coils_bd_spe,field_total_coils,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_wire_dia_cm,field_end,field_initial_ten_bud_spec_lb,field_initial_tension_lb,field_initial_tension_n,field_initial_tension_kg,field_initial_tension_gm,field_initial_ten_tol_bud_spc_lb,field_initial_ten_tol_lb,field_initial_ten_tol_n,field_initial_ten_tol_kg,field_initial_ten_tol_gm,field_max_load_build_spec_lb,field_max_load_lb,field_max_load_n,field_max_load_kg,field_max_load_gm,field_max_extend_len_bd_spe_in,field_max_extended_length_in,field_max_extended_length_mm,field_max_extended_length_cm,field_body_length_build_spec_in,field_body_length_in,field_body_length_mm,field_body_length_cm,field_direction_of_wind,field_finish,field_weight_per_item_lb,field_loop_insid_dia_bd_spec_in,field_loop_inside_diameter_in,field_loop_inside_diameter_mm,field_loop_inside_diameter_cm,field_loop_position,field_loop_opening_build_spec_in,field_loop_opening_in,field_loop_opening_mm,field_loop_opening_cm
LE 055DD 09S316,LE 055DD 09S316,LE055DD09S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.42,0.42,10.67,1.067,0.01,0.01,0.25,0.025,2.5,2.5,63.5,6.35,0.06,0.06,1.52,0.152,7,7,1.226,12.26,0.125,1.25,125,1250,0.7,0.7,0.1226,1.226,0.0125,0.125,12.5,125,0.31,0.31,7.87,0.787,REF,Reference,Reference,Reference,33.6,33.6,0.055,0.055,1.4,0.14,Standard Loops,1.17,1.17,5.204,0.5307,530.7,0.234,0.234,1.0409,0.10614,106.14,10.068,10.068,44.785,4.5668,4566.8,3.771,3.771,95.78,9.578,1.88,1.88,47.75,4.775,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.0295,0.31,0.31,7.87,0.787,Random,0.055,0.055,1.4,0.14
LE 055DD 10M,LE 055DD 10M,LE055DD10M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.42,0.42,10.67,1.067,0.01,0.01,0.25,0.025,2.75,2.75,69.85,6.985,0.06,0.06,1.52,0.152,7.4,7.4,1.296,12.96,0.1321,1.321,132.1,1321,0.74,0.74,0.1296,1.296,0.01321,0.1321,13.21,132.1,0.31,0.31,7.87,0.787,REF,Reference,Reference,Reference,38.14,38.1,0.055,0.055,1.4,0.14,Standard Loops,1.4,1.4,6.228,0.635,635,0.28,0.28,1.2455,0.12701,127.01,16.11,16.11,71.661,7.3075,7307.5,4.738,4.738,120.35,12.035,2.13,2.13,54.1,5.41,Factory Option,Zinc Plate and Bake per ASTM B633,0.0327,0.31,0.31,7.87,0.787,Random,0.055,0.055,1.4,0.14
LE 055DD 10S,LE 055DD 10S,LE055DD10S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.42,0.42,10.67,1.067,0.01,0.01,0.25,0.025,2.75,2.75,69.85,6.985,0.06,0.06,1.52,0.152,6.1703,6.17,1.081,10.81,0.1102,1.102,110.2,1102,0.617,0.617,0.1081,1.081,0.01102,0.1102,11.02,110.2,0.31,0.31,7.87,0.787,REF,Reference,Reference,Reference,38.12,38.1,0.055,0.055,1.4,0.14,Standard Loops,1.17,1.17,5.204,0.5307,530.7,0.234,0.234,1.0409,0.10614,106.14,13.425,13.425,59.717,6.0896,6089.6,4.736,4.736,120.29,12.029,2.13,2.13,54.1,5.41,Factory Option,Passivate per ASTM A967,0.0333,0.31,0.31,7.87,0.787,Random,0.055,0.055,1.4,0.14
LE 055DD 10S316,LE 055DD 10S316,LE055DD10S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.42,0.42,10.67,1.067,0.01,0.01,0.25,0.025,2.75,2.75,69.85,6.985,0.06,0.06,1.52,0.152,6.1703,6.17,1.081,10.81,0.1102,1.102,110.2,1102,0.617,0.617,0.1081,1.081,0.01102,0.1102,11.02,110.2,0.31,0.31,7.87,0.787,REF,Reference,Reference,Reference,38.12,38.1,0.055,0.055,1.4,0.14,Standard Loops,1.17,1.17,5.204,0.5307,530.7,0.234,0.234,1.0409,0.10614,106.14,10.068,10.068,44.785,4.5668,4566.8,4.192,4.192,106.48,10.648,2.13,2.13,54.1,5.41,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.0333,0.31,0.31,7.87,0.787,Random,0.055,0.055,1.4,0.14
LE 055DD 11M,LE 055DD 11M,LE055DD11M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.42,0.42,10.67,1.067,0.01,0.01,0.25,0.025,3,3,76.2,7.62,0.06,0.06,1.52,0.152,6.6,6.6,1.156,11.56,0.1179,1.179,117.9,1179,0.66,0.66,0.1156,1.156,0.01179,0.1179,11.79,117.9,0.31,0.31,7.87,0.787,REF,Reference,Reference,Reference,42.77,42.8,0.055,0.055,1.4,0.14,Standard Loops,1.4,1.4,6.228,0.635,635,0.28,0.28,1.2455,0.12701,127.01,16.11,16.11,71.661,7.3075,7307.5,5.229,5.229,132.82,13.282,2.38,2.38,60.45,6.045,Factory Option,Zinc Plate and Bake per ASTM B633,0.0364,0.31,0.31,7.87,0.787,Random,0.055,0.055,1.4,0.14
LE 055DD 11S,LE 055DD 11S,LE055DD11S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.42,0.42,10.67,1.067,0.01,0.01,0.25,0.025,3,3,76.2,7.62,0.06,0.06,1.52,0.152,5.5,5.5,0.963,9.63,0.0982,0.982,98.2,982,0.55,0.55,0.0963,0.963,0.00982,0.0982,9.82,98.2,0.31,0.31,7.87,0.787,REF,Reference,Reference,Reference,42.77,42.8,0.055,0.055,1.4,0.14,Standard Loops,1.17,1.17,5.204,0.5307,530.7,0.234,0.234,1.0409,0.10614,106.14,13.425,13.425,59.717,6.0896,6089.6,5.228,5.228,132.79,13.279,2.38,2.38,60.45,6.045,Factory Option,Passivate per ASTM A967,0.0371,0.31,0.31,7.87,0.787,Random,0.055,0.055,1.4,0.14
LE 055DD 11S316,LE 055DD 11S316,LE055DD11S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.42,0.42,10.67,1.067,0.01,0.01,0.25,0.025,3,3,76.2,7.62,0.06,0.06,1.52,0.152,5.5,5.5,0.963,9.63,0.0982,0.982,98.2,982,0.55,0.55,0.0963,0.963,0.00982,0.0982,9.82,98.2,0.31,0.31,7.87,0.787,REF,Reference,Reference,Reference,42.77,42.8,0.055,0.055,1.4,0.14,Standard Loops,1.17,1.17,5.204,0.5307,530.7,0.234,0.234,1.0409,0.10614,106.14,10.068,10.068,44.785,4.5668,4566.8,4.617,4.617,117.27,11.727,2.38,2.38,60.45,6.045,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.0371,0.31,0.31,7.87,0.787,Random,0.055,0.055,1.4,0.14
LE 055DE 01M,LE 055DE 01M,LE055DE01M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.438,0.438,11.13,1.113,0.01,0.01,0.25,0.025,1,1,25.4,2.54,0.03,0.03,0.76,0.076,29,29,5.079,50.79,0.5179,5.179,517.9,5179,2.9,2.9,0.5079,5.079,0.05179,0.5179,51.79,517.9,0.338,0.338,8.59,0.859,REF,Reference,Reference,Reference,5.48,5.5,0.05,0.05,1.27,0.127,Standard Loops,1.5,1.5,6.672,0.6804,680.4,0.3,0.3,1.3345,0.13608,136.08,14,14,62.275,6.3504,6350.4,1.43,1.43,36.32,3.632,0.324,0.324,8.23,0.823,Factory Option,Zinc Plate and Bake per ASTM B633,0.0089,0.338,0.338,8.59,0.859,Random,0.05,0.05,1.27,0.127
LE 055DE 01S,LE 055DE 01S,LE055DE01S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.438,0.438,11.13,1.113,0.01,0.01,0.25,0.025,1,1,25.4,2.54,0.03,0.03,0.76,0.076,24.157,24.157,4.231,42.31,0.4314,4.314,431.4,4314,2.4157,2.4157,0.4231,4.231,0.04314,0.4314,43.14,431.4,0.338,0.338,8.59,0.859,REF,Reference,Reference,Reference,5.48,5.5,0.05,0.05,1.27,0.127,Standard Loops,1.25,1.25,5.56,0.567,567,0.25,0.25,1.1121,0.1134,113.4,11.662,11.662,51.875,5.2899,5289.9,1.43,1.43,36.32,3.632,0.324,0.324,8.23,0.823,Factory Option,Passivate per ASTM A967,0.00907,0.338,0.338,8.59,0.859,Random,0.05,0.05,1.27,0.127
LE 055DE 01S316,LE 055DE 01S316,LE055DE01S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.438,0.438,11.13,1.113,0.01,0.01,0.25,0.025,1,1,25.4,2.54,0.03,0.03,0.76,0.076,24.157,24.157,4.231,42.31,0.4314,4.314,431.4,4314,2.4157,2.4157,0.4231,4.231,0.04314,0.4314,43.14,431.4,0.338,0.338,8.59,0.859,REF,Reference,Reference,Reference,5.48,5.5,0.05,0.05,1.27,0.127,Standard Loops,1.25,1.25,5.56,0.567,567,0.25,0.25,1.1121,0.1134,113.4,8.746,8.746,38.904,3.9672,3967.2,1.31,1.31,33.27,3.327,0.324,0.324,8.23,0.823,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00907,0.338,0.338,8.59,0.859,Random,0.05,0.05,1.27,0.127
