stock_code,price_code,price,min,currency,display_price_range
EI 012C 01 M,A,6.92,19,$,0-19
EI 012C 01 M,B,3.99,49,$,20-49
EI 012C 01 M,C,2.1,99,$,50-99
EI 012C 01 M,D,1.31,199,$,100-199
EI 012C 01 M,E,1.156,299,$,200-299
EI 012C 01 M,F,1.069,399,$,300-399
EI 012C 01 M,G,0.993,499,$,400-499
EI 012C 01 M,H,0.924,599,$,500-599
EI 012C 01 M,I,0.864,699,$,600-699
EI 012C 01 M,J,0.812,799,$,700-799
EI 012C 01 M,K,0.77,899,$,800-899
EI 012C 01 M,L,0.737,999,$,900-999
EI 012C 01 S,A,7.19,19,$,0-19
EI 012C 01 S,B,4.16,49,$,20-49
EI 012C 01 S,C,2.19,99,$,50-99
EI 012C 01 S,D,1.38,199,$,100-199
EI 012C 01 S,E,1.16,299,$,200-299
EI 012C 01 S,F,1.076,399,$,300-399
EI 012C 01 S,G,1.001,499,$,400-499
EI 012C 01 S,H,0.934,599,$,500-599
EI 012C 01 S,I,0.876,699,$,600-699
EI 012C 01 S,J,0.827,799,$,700-799
EI 012C 01 S,K,0.783,899,$,800-899
EI 012C 01 S,L,0.75,999,$,900-999
EI 012C 01 S316,A,8.81,19,$,0-19
EI 012C 01 S316,B,5.17,49,$,20-49
EI 012C 01 S316,C,2.84,99,$,50-99
EI 012C 01 S316,D,1.81,199,$,100-199
EI 012C 01 S316,E,1.778,299,$,200-299
EI 012C 01 S316,F,1.733,399,$,300-399
EI 012C 01 S316,G,1.63,499,$,400-499
EI 012C 01 S316,H,1.459,599,$,500-599
EI 012C 01 S316,I,1.319,699,$,600-699
EI 012C 01 S316,J,1.207,799,$,700-799
EI 012C 01 S316,K,1.113,899,$,800-899
EI 012C 01 S316,L,1.035,999,$,900-999
EI 012C 02 M,A,6.92,19,$,0-19
EI 012C 02 M,B,3.99,49,$,20-49
EI 012C 02 M,C,2.1,99,$,50-99
EI 012C 02 M,D,1.31,199,$,100-199
EI 012C 02 M,E,1.158,299,$,200-299
EI 012C 02 M,F,1.073,399,$,300-399
EI 012C 02 M,G,0.997,499,$,400-499
EI 012C 02 M,H,0.929,599,$,500-599
EI 012C 02 M,I,0.869,699,$,600-699
EI 012C 02 M,J,0.818,799,$,700-799
EI 012C 02 M,K,0.776,899,$,800-899
EI 012C 02 M,L,0.743,999,$,900-999
EI 012C 02 S,A,7.19,19,$,0-19
EI 012C 02 S,B,4.16,49,$,20-49
EI 012C 02 S,C,2.19,99,$,50-99
EI 012C 02 S,D,1.38,199,$,100-199
EI 012C 02 S,E,1.163,299,$,200-299
EI 012C 02 S,F,1.08,399,$,300-399
EI 012C 02 S,G,1.005,499,$,400-499
EI 012C 02 S,H,0.938,599,$,500-599
EI 012C 02 S,I,0.881,699,$,600-699
EI 012C 02 S,J,0.833,799,$,700-799
EI 012C 02 S,K,0.791,899,$,800-899
EI 012C 02 S,L,0.759,999,$,900-999
EI 012C 02 S316,A,8.81,19,$,0-19
EI 012C 02 S316,B,5.17,49,$,20-49
EI 012C 02 S316,C,2.84,99,$,50-99
EI 012C 02 S316,D,1.81,199,$,100-199
EI 012C 02 S316,E,1.781,299,$,200-299
EI 012C 02 S316,F,1.737,399,$,300-399
EI 012C 02 S316,G,1.636,499,$,400-499
EI 012C 02 S316,H,1.463,599,$,500-599
EI 012C 02 S316,I,1.323,699,$,600-699
EI 012C 02 S316,J,1.21,799,$,700-799
EI 012C 02 S316,K,1.117,899,$,800-899
EI 012C 02 S316,L,1.039,999,$,900-999
EI 012C 03 M,A,6.92,19,$,0-19
EI 012C 03 M,B,3.99,49,$,20-49
EI 012C 03 M,C,2.1,99,$,50-99
EI 012C 03 M,D,1.31,199,$,100-199
EI 012C 03 M,E,1.16,299,$,200-299
EI 012C 03 M,F,1.076,399,$,300-399
EI 012C 03 M,G,1.001,499,$,400-499
EI 012C 03 M,H,0.933,599,$,500-599
EI 012C 03 M,I,0.875,699,$,600-699
EI 012C 03 M,J,0.826,799,$,700-799
EI 012C 03 M,K,0.783,899,$,800-899
EI 012C 03 M,L,0.75,999,$,900-999
EI 012C 03 S,A,7.19,19,$,0-19
EI 012C 03 S,B,4.16,49,$,20-49
