title,model,field_published_stock_code,field_product_type,field_product_category,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_revision,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm,field_outside_dia_cm,field_out_dia_tol_bld_spc_in,field_out_dia_tol_in,field_out_dia_tol_mm,field_out_dia_tol_cm,field_hole_dia_bd_spe_in,field_hole_dia_in,field_hole_dia_mm,field_hole_dia_cm,field_rod_dia_bd_spe_in,field_rod_dia_in,field_rod_dia_mm,field_rod_dia_cm,field_rod_dia_tole_bd_spe_in,field_rod_dia_tole_in,field_rod_dia_tole_mm,field_rod_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm,field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_tole_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_solid_height_bd_spe_in,field_solid_height_in,field_solid_height_mm,field_solid_height_cm,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_wire_dia_cm,field_material,field_material_short_description,field_load_at_solid_height_bd_lb,field_load_at_solid_height_lb,field_load_at_solid_height_n,field_load_at_solid_height_kg,field_load_at_solid_height_gm,field_end,field_direction_of_wind,field_active_coils_bd_spe,field_active_coils,field_active_coils_tole_bd_spe,field_active_coils_tole,field_total_coils_bd_spe,field_total_coils,field_finish,field_spring_type,field_product_series,field_material_specification,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_ins_dia_tol_bld_spec_in,field_field_inside_dia_tol_in,field_field_inside_dia_tol_mm,field_field_inside_dia_tol_cm,field_color,field_weight_per_item_lb
LC 067J 08 S316,LC 067J 08 S316,LC067J08S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.72,0.72,18.29,1.829,+/-0.015,+/-0.015,+/-0.38,+/-0.038,0.75,0.75,19.05,1.905,0.564,0.564,14.33,1.433,MIN,MIN,MIN,MIN,2.25,2.25,57.15,5.715,0.07,0.07,1.78,0.178,11.7,11.7,2.049,20.49,0.2089,2.089,208.94,2089.4,1.17,1.17,0.2049,2.049,0.02089,0.2089,20.894,208.94,0.669,0.669,16.99,1.699,0.067,0.067,1.7,,Stainless Steel Type 316,SS316,18.326,18.326,81.52,8.313,8312.67,Squared and Ground,Factory Option,7.7318,7.7318,Reference,Reference,9.73,9.73,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.586,0.586,14.88,1.488,Reference,Reference,Reference,Reference,,0.0214278
LC 067J 09 M,LC 067J 09 M,LC067J09M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.72,0.72,18.29,1.829,+/-0.015,+/-0.015,+/-0.38,+/-0.038,0.75,0.75,19.05,1.905,0.564,0.564,14.33,1.433,MIN,MIN,MIN,MIN,2.5,2.5,63.5,6.35,0.088,0.088,2.24,0.224,12.8,12.8,2.242,22.42,0.2286,2.286,228.58,2285.8,1.28,1.28,0.2242,2.242,0.02286,0.2286,22.858,228.58,0.725,0.725,18.42,1.842,0.067,0.067,1.7,,Music Wire,MW,22,22,97.86,9.979,9979.2,Squared and Ground,Factory Option,8.4808,8.4808,Reference,Reference,10.48,10.48,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.586,0.586,14.88,1.488,Reference,Reference,Reference,Reference,,0.0226457
LC 067J 09 S,LC 067J 09 S,LC067J09S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.72,0.72,18.29,1.829,+/-0.015,+/-0.015,+/-0.38,+/-0.038,0.75,0.75,19.05,1.905,0.564,0.564,14.33,1.433,MIN,MIN,MIN,MIN,2.5,2.5,63.5,6.35,0.088,0.088,2.24,0.224,10.6,10.6,1.856,18.56,0.1893,1.893,189.29,1892.9,1.06,1.06,0.1856,1.856,0.01893,0.1893,18.929,189.29,0.725,0.725,18.42,1.842,0.067,0.067,1.7,,Stainless Steel,SS,18.326,18.326,81.52,8.313,8312.67,Squared and Ground,Factory Option,8.5342,8.5342,Reference,Reference,10.53,10.53,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.586,0.586,14.88,1.488,Reference,Reference,Reference,Reference,,0.0231945
LC 067J 09 S316,LC 067J 09 S316,LC067J09S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.72,0.72,18.29,1.829,+/-0.015,+/-0.015,+/-0.38,+/-0.038,0.75,0.75,19.05,1.905,0.564,0.564,14.33,1.433,MIN,MIN,MIN,MIN,2.5,2.5,63.5,6.35,0.088,0.088,2.24,0.224,10.6,10.6,1.856,18.56,0.1893,1.893,189.29,1892.9,1.06,1.06,0.1856,1.856,0.01893,0.1893,18.929,189.29,0.725,0.725,18.42,1.842,0.067,0.067,1.7,,Stainless Steel Type 316,SS316,18.326,18.326,81.52,8.313,8312.67,Squared and Ground,Factory Option,8.5342,8.5342,Reference,Reference,10.53,10.53,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.586,0.586,14.88,1.488,Reference,Reference,Reference,Reference,,0.0231945
LC 067J 10 M,LC 067J 10 M,LC067J10M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.72,0.72,18.29,1.829,+/-0.015,+/-0.015,+/-0.38,+/-0.038,0.75,0.75,19.05,1.905,0.564,0.564,14.33,1.433,MIN,MIN,MIN,MIN,3,3,76.2,7.62,0.105,0.105,2.67,0.267,10,10,1.751,17.51,0.1786,1.786,178.58,1785.8,1,1,0.1751,1.751,0.01786,0.1786,17.858,178.58,0.883,0.883,22.43,2.243,0.067,0.067,1.7,,Music Wire,MW,22,22,97.86,9.979,9979.2,Squared and Ground,Factory Option,10.8555,10.8555,Reference,Reference,12.86,12.86,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.586,0.586,14.88,1.488,Reference,Reference,Reference,Reference,,0.0277766
LC 067J 10 S,LC 067J 10 S,LC067J10S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.72,0.72,18.29,1.829,+/-0.015,+/-0.015,+/-0.38,+/-0.038,0.75,0.75,19.05,1.905,0.564,0.564,14.33,1.433,MIN,MIN,MIN,MIN,3,3,76.2,7.62,0.105,0.105,2.67,0.267,8.3,8.3,1.454,14.54,0.1482,1.482,148.22,1482.2,0.83,0.83,0.1454,1.454,0.01482,0.1482,14.822,148.22,0.883,0.883,22.43,2.243,0.067,0.067,1.7,,Stainless Steel,SS,18.326,18.326,81.52,8.313,8312.67,Squared and Ground,Factory Option,10.8991,10.8991,Reference,Reference,12.9,12.9,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.586,0.586,14.88,1.488,Reference,Reference,Reference,Reference,,0.0284016
LC 067J 10 S316,LC 067J 10 S316,LC067J10S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.72,0.72,18.29,1.829,+/-0.015,+/-0.015,+/-0.38,+/-0.038,0.75,0.75,19.05,1.905,0.564,0.564,14.33,1.433,MIN,MIN,MIN,MIN,3,3,76.2,7.62,0.105,0.105,2.67,0.267,8.3,8.3,1.454,14.54,0.1482,1.482,148.22,1482.2,0.83,0.83,0.1454,1.454,0.01482,0.1482,14.822,148.22,0.883,0.883,22.43,2.243,0.067,0.067,1.7,,Stainless Steel Type 316,SS316,18.326,18.326,81.52,8.313,8312.67,Squared and Ground,Factory Option,10.8991,10.8991,Reference,Reference,12.9,12.9,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.586,0.586,14.88,1.488,Reference,Reference,Reference,Reference,,0.0284016
LC 067J 11 M,LC 067J 11 M,LC067J11M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.72,0.72,18.29,1.829,+/-0.015,+/-0.015,+/-0.38,+/-0.038,0.75,0.75,19.05,1.905,0.564,0.564,14.33,1.433,MIN,MIN,MIN,MIN,3.25,3.25,82.55,8.255,0.125,0.125,3.18,0.318,9.2,9.2,1.611,16.11,0.1643,1.643,164.29,1642.9,0.92,0.92,0.1611,1.611,0.01643,0.1643,16.429,164.29,0.935,0.935,23.75,2.375,0.067,0.067,1.7,,Music Wire,MW,22,22,97.86,9.979,9979.2,Squared and Ground,Factory Option,11.7994,11.7994,Reference,Reference,13.8,13.8,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.586,0.586,14.88,1.488,Reference,Reference,Reference,Reference,,0.0298161
LC 067J 11 S,LC 067J 11 S,LC067J11S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.72,0.72,18.29,1.829,+/-0.015,+/-0.015,+/-0.38,+/-0.038,0.75,0.75,19.05,1.905,0.564,0.564,14.33,1.433,MIN,MIN,MIN,MIN,3.25,3.25,82.55,8.255,0.125,0.125,3.18,0.318,7.7,7.7,1.349,13.49,0.1375,1.375,137.51,1375.1,0.77,0.77,0.1349,1.349,0.01375,0.1375,13.751,137.51,0.935,0.935,23.75,2.375,0.067,0.067,1.7,,Stainless Steel,SS,18.326,18.326,81.52,8.313,8312.67,Squared and Ground,Factory Option,11.7484,11.7484,Reference,Reference,13.75,13.75,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.586,0.586,14.88,1.488,Reference,Reference,Reference,Reference,,0.0302716
LC 067J 11 S316,LC 067J 11 S316,LC067J11S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.72,0.72,18.29,1.829,+/-0.015,+/-0.015,+/-0.38,+/-0.038,0.75,0.75,19.05,1.905,0.564,0.564,14.33,1.433,MIN,MIN,MIN,MIN,3.25,3.25,82.55,8.255,0.125,0.125,3.18,0.318,7.7,7.7,1.349,13.49,0.1375,1.375,137.51,1375.1,0.77,0.77,0.1349,1.349,0.01375,0.1375,13.751,137.51,0.935,0.935,23.75,2.375,0.067,0.067,1.7,,Stainless Steel Type 316,SS316,18.326,18.326,81.52,8.313,8312.67,Squared and Ground,Factory Option,11.7484,11.7484,Reference,Reference,13.75,13.75,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.586,0.586,14.88,1.488,Reference,Reference,Reference,Reference,,0.0302716
