stock_code,price_code,price,min,currency,display_price_range
MS24585-1350,A,15.54,19,$,0-19
MS24585-1350,B,9.68,49,$,20-49
MS24585-1350,C,6.24,99,$,50-99
MS24585-1350,D,4.46,199,$,100-199
MS24585-1350,E,2.784,299,$,200-299
MS24585-1350,F,2.078,399,$,300-399
MS24585-1350,G,1.677,499,$,400-499
MS24585-1350,H,1.417,599,$,500-599
MS24585-1350,I,1.231,699,$,600-699
MS24585-1350,J,1.092,799,$,700-799
MS24585-1350,K,0.984,899,$,800-899
MS24585-1350,L,0.897,999,$,900-999
MS24585-1351,A,15.54,19,$,0-19
MS24585-1351,B,9.68,49,$,20-49
MS24585-1351,C,6.24,99,$,50-99
MS24585-1351,D,4.46,199,$,100-199
MS24585-1351,E,2.795,299,$,200-299
MS24585-1351,F,2.09,399,$,300-399
MS24585-1351,G,1.688,499,$,400-499
MS24585-1351,H,1.426,599,$,500-599
MS24585-1351,I,1.241,699,$,600-699
MS24585-1351,J,1.102,799,$,700-799
MS24585-1351,K,0.992,899,$,800-899
MS24585-1351,L,0.904,999,$,900-999
MS24585-1352,A,15.54,19,$,0-19
MS24585-1352,B,9.68,49,$,20-49
MS24585-1352,C,6.24,99,$,50-99
MS24585-1352,D,4.46,199,$,100-199
MS24585-1352,E,2.799,299,$,200-299
MS24585-1352,F,2.095,399,$,300-399
MS24585-1352,G,1.692,499,$,400-499
MS24585-1352,H,1.431,599,$,500-599
MS24585-1352,I,1.245,699,$,600-699
MS24585-1352,J,1.105,799,$,700-799
MS24585-1352,K,0.996,899,$,800-899
MS24585-1352,L,0.907,999,$,900-999
MS24585-1353,A,15.54,19,$,0-19
MS24585-1353,B,9.68,49,$,20-49
MS24585-1353,C,6.24,99,$,50-99
MS24585-1353,D,4.46,199,$,100-199
MS24585-1353,E,2.804,299,$,200-299
MS24585-1353,F,2.1,399,$,300-399
MS24585-1353,G,1.698,499,$,400-499
MS24585-1353,H,1.435,599,$,500-599
MS24585-1353,I,1.249,699,$,600-699
MS24585-1353,J,1.109,799,$,700-799
MS24585-1353,K,0.999,899,$,800-899
MS24585-1353,L,0.911,999,$,900-999
MS24585-1354,A,15.1,19,$,0-19
