title,model,field_published_stock_code,field_product_type,field_product_category,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_revision,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm,field_outside_dia_cm,field_out_dia_tol_bld_spc_in,field_out_dia_tol_in,field_out_dia_tol_mm,field_out_dia_tol_cm,field_hole_dia_bd_spe_in,field_hole_dia_in,field_hole_dia_mm,field_hole_dia_cm,field_rod_dia_bd_spe_in,field_rod_dia_in,field_rod_dia_mm,field_rod_dia_cm,field_rod_dia_tole_bd_spe_in,field_rod_dia_tole_in,field_rod_dia_tole_mm,field_rod_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm,field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_solid_height_bd_spe_in,field_solid_height_in,field_solid_height_mm,field_solid_height_cm,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_wire_dia_cm,field_material,field_material_short_description,field_load_at_solid_height_bd_lb,field_load_at_solid_height_lb,field_load_at_solid_height_n,field_load_at_solid_height_kg,field_load_at_solid_height_gm,field_end,field_direction_of_wind,field_active_coils_bd_spe,field_active_coils,field_active_coils_tole_bd_spe,field_active_coils_tole,field_total_coils_bd_spe,field_total_coils,field_finish,field_spring_type,field_product_series,field_material_specification,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_ins_dia_tol_bld_spec_in,field_field_inside_dia_tol_in,field_field_inside_dia_tol_mm,field_field_inside_dia_tol_cm,field_color,field_weight_per_item_lb
LHL 375B 01,LHL 375B 01,LHL375B01,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.343,0.343,8.71,0.871,Reference,Reference,Reference,Reference,0.375,0.375,9.53,0.953,0.188,0.188,4.78,0.478,MIN,MIN,MIN,MIN,1,1,25.4,2.54,0.033,0.033,0.84,0.084,90,90,15.762,157.62,1.6072,16.072,1607.22,16072.2,9,9,1.5762,15.762,0.16072,1.6072,160.722,1607.22,0.59,0.59,14.99,1.499,0.058,0.058,1.47,,Music Wire,MW,36.9,36.9,164.14,16.738,16737.84,Squared and Ground,Factory Option,8.148,8.148,Reference,Reference,10.15,10.15,Purple Powder Coat,1,HEFTY™ Die Spring,ASTM A228,0.227,0.227,5.77,0.577,Reference,Reference,Reference,Reference,,0.007171
LHL 375B 02,LHL 375B 02,LHL375B02,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.337,0.337,8.56,0.856,Reference,Reference,Reference,Reference,0.375,0.375,9.53,0.953,0.188,0.188,4.78,0.478,MIN,MIN,MIN,MIN,1.25,1.25,31.75,3.175,0.039,0.039,0.99,0.099,73,73,12.785,127.85,1.3036,13.036,1303.63,13036.3,7.3,7.3,1.2785,12.785,0.13036,1.3036,130.363,1303.63,0.73,0.73,18.54,1.854,0.058,0.058,1.47,,Music Wire,MW,38,38,169.03,17.237,17236.8,Squared and Ground,Factory Option,10.7069,10.7069,Reference,Reference,12.71,12.71,Purple Powder Coat,1,HEFTY™ Die Spring,ASTM A228,0.221,0.221,5.61,0.561,Reference,Reference,Reference,Reference,,0.0087908
LHL 375B 03,LHL 375B 03,LHL375B03,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.325,0.325,8.26,0.826,Reference,Reference,Reference,Reference,0.375,0.375,9.53,0.953,0.188,0.188,4.78,0.478,MIN,MIN,MIN,MIN,1.5,1.5,38.1,3.81,0.048,0.048,1.22,0.122,67,67,11.734,117.34,1.1965,11.965,1196.49,11964.9,6.7,6.7,1.1734,11.734,0.11965,1.1965,119.649,1196.49,0.88,0.88,22.35,2.235,0.058,0.058,1.47,,Music Wire,MW,41.5,41.5,184.6,18.824,18824.4,Squared and Ground,Factory Option,13.311,13.311,Reference,Reference,15.31,15.31,Purple Powder Coat,1,HEFTY™ Die Spring,ASTM A228,0.209,0.209,5.31,0.531,Reference,Reference,Reference,Reference,,0.010136
LHL 375B 04,LHL 375B 04,LHL375B04,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.33,0.33,8.38,0.838,Reference,Reference,Reference,Reference,0.375,0.375,9.53,0.953,0.188,0.188,4.78,0.478,MIN,MIN,MIN,MIN,1.75,1.75,44.45,4.445,0.053,0.053,1.35,0.135,58,58,10.158,101.58,1.0358,10.358,1035.76,10357.6,5.8,5.8,1.0158,10.158,0.10358,1.0358,103.576,1035.76,1.04,1.04,26.42,2.642,0.059,0.059,1.5,,Music Wire,MW,41.2,41.2,183.27,18.688,18688.32,Squared and Ground,Factory Option,15.7457,15.7457,Reference,Reference,17.75,17.75,Purple Powder Coat,1,HEFTY™ Die Spring,ASTM A228,0.212,0.212,5.38,0.538,Reference,Reference,Reference,Reference,,0.0123394
LHL 375B 05,LHL 375B 05,LHL375B05,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.329,0.329,8.36,0.836,Reference,Reference,Reference,Reference,0.375,0.375,9.53,0.953,0.188,0.188,4.78,0.478,MIN,MIN,MIN,MIN,2,2,50.8,5.08,0.062,0.062,1.57,0.157,50,50,8.757,87.57,0.8929,8.929,892.9,8929,5,5,0.8757,8.757,0.08929,0.8929,89.29,892.9,1.19,1.19,30.23,3.023,0.059,0.059,1.5,,Music Wire,MW,40.5,40.5,180.15,18.371,18370.8,Squared and Ground,Factory Option,18.4687,18.4687,Reference,Reference,20.47,20.47,Purple Powder Coat,1,HEFTY™ Die Spring,ASTM A228,0.211,0.211,5.36,0.536,Reference,Reference,Reference,Reference,,0.0141803
LHL 375B 06,LHL 375B 06,LHL375B06,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.327,0.327,8.31,0.831,Reference,Reference,Reference,Reference,0.375,0.375,9.53,0.953,0.188,0.188,4.78,0.478,MIN,MIN,MIN,MIN,2.5,2.5,63.5,6.35,0.088,0.088,2.24,0.224,42,42,7.356,73.56,0.75,7.5,750.04,7500.4,4.2,4.2,0.7356,7.356,0.075,0.75,75.004,750.04,1.42,1.42,36.07,3.607,0.059,0.059,1.5,,Music Wire,MW,45.4,45.4,201.95,20.593,20593.44,Squared and Ground,Factory Option,22.4825,22.4825,Reference,Reference,24.48,24.48,Purple Powder Coat,1,HEFTY™ Die Spring,ASTM A228,0.209,0.209,5.31,0.531,Reference,Reference,Reference,Reference,,0.0168353
LHL 375B 07,LHL 375B 07,LHL375B07,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.328,0.328,8.33,0.833,Reference,Reference,Reference,Reference,0.375,0.375,9.53,0.953,0.188,0.188,4.78,0.478,MIN,MIN,MIN,MIN,3,3,76.2,7.62,0.105,0.105,2.67,0.267,30,30,5.254,52.54,0.5357,5.357,535.74,5357.4,3,3,0.5254,5.254,0.05357,0.5357,53.574,535.74,1.75,1.75,44.45,4.445,0.058,0.058,1.47,,Music Wire,MW,37.5,37.5,166.81,17.01,17010,Squared and Ground,Factory Option,28.7468,28.7468,Reference,Reference,30.75,30.75,Purple Powder Coat,1,HEFTY™ Die Spring,ASTM A228,0.212,0.212,5.38,0.538,Reference,Reference,Reference,Reference,,0.0205848
LHL 375B 08,LHL 375B 08,LHL375B08,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.33,0.33,8.38,0.838,Reference,Reference,Reference,Reference,0.375,0.375,9.53,0.953,0.188,0.188,4.78,0.478,MIN,MIN,MIN,MIN,6,6,152.4,15.24,0.175,0.175,4.45,0.445,15,15,2.627,26.27,0.2679,2.679,267.87,2678.7,1.5,1.5,0.2627,2.627,0.02679,0.2679,26.787,267.87,3.32,3.32,84.33,8.433,0.058,0.058,1.47,,Music Wire,MW,40.2,40.2,178.82,18.235,18234.72,Squared and Ground,Factory Option,56.2348,56.2348,Reference,Reference,58.23,58.23,Purple Powder Coat,1,HEFTY™ Die Spring,ASTM A228,0.214,0.214,5.44,0.544,Reference,Reference,Reference,Reference,,0.0392766
LHL 375B 09,LHL 375B 09,LHL375B09,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.335,0.335,8.51,0.851,Reference,Reference,Reference,Reference,0.375,0.375,9.53,0.953,0.188,0.188,4.78,0.478,MIN,MIN,MIN,MIN,7,7,177.8,17.78,0.19,0.19,4.83,0.483,13,13,2.277,22.77,0.2322,2.322,232.15,2321.5,1.3,1.3,0.2277,2.277,0.02322,0.2322,23.215,232.15,4.1,4.1,104.14,10.414,0.058,0.058,1.47,,Music Wire,MW,43.17,43.17,192.03,19.582,19581.91,Squared and Ground,Factory Option,61.44,61.44,Reference,Reference,63.44,63.44,Purple Powder Coat,1,HEFTY™ Die Spring,ASTM A228,0.219,0.219,5.56,0.556,Reference,Reference,Reference,Reference,,0.043493
LHL 375B 10,LHL 375B 10,LHL375B10,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.34,0.34,8.64,0.864,Reference,Reference,Reference,Reference,0.375,0.375,9.53,0.953,0.188,0.188,4.78,0.478,MIN,MIN,MIN,MIN,8,8,203.2,20.32,0.205,0.205,5.21,0.521,11,11,1.926,19.26,0.1964,1.964,196.44,1964.4,1.1,1.1,0.1926,1.926,0.01964,0.1964,19.644,196.44,4.54,4.54,115.32,11.532,0.058,0.058,1.47,,Music Wire,MW,42.822,42.822,190.48,19.424,19424.06,Squared and Ground,Factory Option,68.81,68.81,Reference,Reference,70.81,70.81,Purple Powder Coat,1,HEFTY™ Die Spring,ASTM A228,0.224,0.224,5.69,0.569,Reference,Reference,Reference,Reference,,0.049426
LHL 375B 7A,LHL 375B 7A,LHL3757A,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.328,0.328,8.33,0.833,Reference,Reference,Reference,Reference,0.375,0.375,9.53,0.953,0.188,0.188,4.78,0.478,MIN,MIN,MIN,MIN,4,4,101.6,10.16,0.14,0.14,3.56,0.356,24,24,4.203,42.03,0.4286,4.286,428.59,4285.9,2.4,2.4,0.4203,4.203,0.04286,0.4286,42.859,428.59,2.38,2.38,60.45,6.045,0.058,0.058,1.47,,Music Wire,MW,43.196,43.196,192.15,19.594,19593.71,Squared and Ground,Factory Option,35.93,35.93,Reference,Reference,37.93,37.93,Purple Powder Coat,1,HEFTY™ Die Spring,ASTM A228,0.212,0.212,5.38,0.538,Reference,Reference,Reference,Reference,,0.025351
LHL 375B 7B,LHL 375B 7B,LHL3757B,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.328,0.328,8.33,0.833,Reference,Reference,Reference,Reference,0.375,0.375,9.53,0.953,0.188,0.188,4.78,0.478,MIN,MIN,MIN,MIN,5,5,127,12.7,0.175,0.175,4.45,0.445,19.5,19.5,3.415,34.15,0.3482,3.482,348.23,3482.3,1.95,1.95,0.3415,3.415,0.03482,0.3482,34.823,348.23,2.94,2.94,74.68,7.468,0.058,0.058,1.47,,Music Wire,MW,45.218,45.218,201.14,20.511,20510.88,Squared and Ground,Factory Option,44.23,44.23,Reference,Reference,46.23,46.23,Purple Powder Coat,1,HEFTY™ Die Spring,ASTM A228,0.212,0.212,5.38,0.538,Reference,Reference,Reference,Reference,,0.030893
LHL 375C 01,LHL 375C 01,LHL375C01,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.342,0.342,8.69,0.869,Reference,Reference,Reference,Reference,0.375,0.375,9.53,0.953,0.188,0.188,4.78,0.478,MIN,MIN,MIN,MIN,1,1,25.4,2.54,0.033,0.033,0.84,0.084,124,124,21.716,217.16,2.2144,22.144,2214.39,22143.9,12.4,12.4,2.1716,21.716,0.22144,2.2144,221.439,2214.39,0.63,0.63,16,1.6,0.0625,0.063,1.59,,Music Wire,MW,45.9,45.9,204.17,20.82,20820.24,Squared and Ground,Factory Option,8.143,8.143,Reference,Reference,10.14,10.14,Black Powder Coat,1,HEFTY™ Die Spring,ASTM A228,0.218,0.218,5.54,0.554,Reference,Reference,Reference,Reference,,0.008046
LHL 375C 02,LHL 375C 02,LHL375C02,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.345,0.345,8.76,0.876,Reference,Reference,Reference,Reference,0.375,0.375,9.53,0.953,0.188,0.188,4.78,0.478,MIN,MIN,MIN,MIN,1.25,1.25,31.75,3.175,0.039,0.039,0.99,0.099,98,98,17.163,171.63,1.7501,17.501,1750.08,17500.8,9.8,9.8,1.7163,17.163,0.17501,1.7501,175.008,1750.08,0.74,0.74,18.8,1.88,0.0625,0.063,1.59,,Music Wire,MW,50,50,222.41,22.68,22680,Squared and Ground,Factory Option,9.979,9.979,Reference,Reference,11.98,11.98,Black Powder Coat,1,HEFTY™ Die Spring,ASTM A228,0.221,0.221,5.61,0.561,Reference,Reference,Reference,Reference,,0.009605
LHL 375C 03,LHL 375C 03,LHL375C03,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.348,0.348,8.84,0.884,Reference,Reference,Reference,Reference,0.375,0.375,9.53,0.953,0.188,0.188,4.78,0.478,MIN,MIN,MIN,MIN,1.5,1.5,38.1,3.81,0.048,0.048,1.22,0.122,96,96,16.813,168.13,1.7144,17.144,1714.37,17143.7,9.6,9.6,1.6813,16.813,0.17144,1.7144,171.437,1714.37,0.92,0.92,23.37,2.337,0.065,0.065,1.65,,Music Wire,MW,55.7,55.7,247.77,25.266,25265.52,Squared and Ground,Factory Option,12.3059,12.3059,Reference,Reference,14.31,14.31,Black Powder Coat,1,HEFTY™ Die Spring,ASTM A228,0.218,0.218,5.54,0.554,Reference,Reference,Reference,Reference,,0.0126082
LHL 375C 04,LHL 375C 04,LHL375C04,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.345,0.345,8.76,0.876,Reference,Reference,Reference,Reference,0.375,0.375,9.53,0.953,0.188,0.188,4.78,0.478,MIN,MIN,MIN,MIN,1.75,1.75,44.45,4.445,0.053,0.053,1.35,0.135,84,84,14.711,147.11,1.5001,15.001,1500.07,15000.7,8.4,8.4,1.4711,14.711,0.15001,1.5001,150.007,1500.07,1.06,1.06,26.92,2.692,0.065,0.065,1.65,,Music Wire,MW,58,58,258,26.309,26308.8,Squared and Ground,Factory Option,14.5208,14.5208,Reference,Reference,16.52,16.52,Black Powder Coat,1,HEFTY™ Die Spring,ASTM A228,0.215,0.215,5.46,0.546,Reference,Reference,Reference,Reference,,0.0144059
LHL 375C 05,LHL 375C 05,LHL375C05,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.345,0.345,8.76,0.876,Reference,Reference,Reference,Reference,0.375,0.375,9.53,0.953,0.188,0.188,4.78,0.478,MIN,MIN,MIN,MIN,2,2,50.8,5.08,0.062,0.062,1.57,0.157,72,72,12.61,126.1,1.2858,12.858,1285.78,12857.8,7.2,7.2,1.261,12.61,0.12858,1.2858,128.578,1285.78,1.22,1.22,30.99,3.099,0.065,0.065,1.65,,Music Wire,MW,56.2,56.2,249.99,25.492,25492.32,Squared and Ground,Factory Option,16.9409,16.9409,Reference,Reference,18.94,18.94,Black Powder Coat,1,HEFTY™ Die Spring,ASTM A228,0.215,0.215,5.46,0.546,Reference,Reference,Reference,Reference,,0.0165163
LHL 375C 06,LHL 375C 06,LHL375C06,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.355,0.355,9.02,0.902,Reference,Reference,Reference,Reference,0.375,0.375,9.53,0.953,0.188,0.188,4.78,0.478,MIN,MIN,MIN,MIN,2.5,2.5,63.5,6.35,0.088,0.088,2.24,0.224,60,60,10.508,105.08,1.0715,10.715,1071.48,10714.8,6,6,1.0508,10.508,0.10715,1.0715,107.148,1071.48,1.53,1.53,38.86,3.886,0.067,0.067,1.7,,Music Wire,MW,58.2,58.2,258.89,26.4,26399.52,Squared and Ground,Factory Option,21.0892,21.0892,Reference,Reference,23.09,23.09,Black Powder Coat,1,HEFTY™ Die Spring,ASTM A228,0.221,0.221,5.61,0.561,Reference,Reference,Reference,Reference,,0.0220028
