stock_code,price_code,price,min,currency,display_price_range
LC 032BB 10S316,A,6.92,19,$,0-19
LC 032BB 10S316,B,3.99,49,$,20-49
LC 032BB 10S316,C,2.1,99,$,50-99
LC 032BB 10S316,D,1.31,199,$,100-199
LC 032BB 10S316,E,1.164,299,$,200-299
LC 032BB 10S316,F,1.052,399,$,300-399
LC 032BB 10S316,G,0.951,499,$,400-499
LC 032BB 10S316,H,0.861,599,$,500-599
LC 032BB 10S316,I,0.782,699,$,600-699
LC 032BB 10S316,J,0.716,799,$,700-799
LC 032BB 10S316,K,0.659,899,$,800-899
LC 032BB 10S316,L,0.615,999,$,900-999
LC 032BB 11M,A,6.28,19,$,0-19
LC 032BB 11M,B,3.6,49,$,20-49
LC 032BB 11M,C,1.86,99,$,50-99
LC 032BB 11M,D,1.13,199,$,100-199
LC 032BB 11M,E,0.904,299,$,200-299
LC 032BB 11M,F,0.814,399,$,300-399
LC 032BB 11M,G,0.735,499,$,400-499
LC 032BB 11M,H,0.662,599,$,500-599
LC 032BB 11M,I,0.6,699,$,600-699
LC 032BB 11M,J,0.546,799,$,700-799
LC 032BB 11M,K,0.501,899,$,800-899
LC 032BB 11M,L,0.465,999,$,900-999
LC 032BB 11S,A,6.28,19,$,0-19
LC 032BB 11S,B,3.6,49,$,20-49
LC 032BB 11S,C,1.86,99,$,50-99
LC 032BB 11S,D,1.13,199,$,100-199
LC 032BB 11S,E,0.911,299,$,200-299
LC 032BB 11S,F,0.823,399,$,300-399
LC 032BB 11S,G,0.745,499,$,400-499
LC 032BB 11S,H,0.676,599,$,500-599
LC 032BB 11S,I,0.614,699,$,600-699
LC 032BB 11S,J,0.562,799,$,700-799
LC 032BB 11S,K,0.519,899,$,800-899
LC 032BB 11S,L,0.483,999,$,900-999
LC 032BB 11S316,A,6.92,19,$,0-19
LC 032BB 11S316,B,3.99,49,$,20-49
LC 032BB 11S316,C,2.1,99,$,50-99
LC 032BB 11S316,D,1.31,199,$,100-199
LC 032BB 11S316,E,1.165,299,$,200-299
LC 032BB 11S316,F,1.054,399,$,300-399
LC 032BB 11S316,G,0.953,499,$,400-499
LC 032BB 11S316,H,0.864,599,$,500-599
LC 032BB 11S316,I,0.785,699,$,600-699
LC 032BB 11S316,J,0.719,799,$,700-799
LC 032BB 11S316,K,0.663,899,$,800-899
LC 032BB 11S316,L,0.618,999,$,900-999
LC 032BB 12M,A,6.28,19,$,0-19
LC 032BB 12M,B,3.6,49,$,20-49
