title,model,field_published_stock_code,field_product_type,field_product_category,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_revision,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm,field_outside_dia_cm,field_out_dia_tol_bld_spc_in,field_out_dia_tol_in,field_out_dia_tol_mm,field_out_dia_tol_cm,field_hole_dia_bd_spe_in,field_hole_dia_in,field_hole_dia_mm,field_hole_dia_cm,field_rod_dia_bd_spe_in,field_rod_dia_in,field_rod_dia_mm,field_rod_dia_cm,field_rod_dia_tole_bd_spe_in,field_rod_dia_tole_in,field_rod_dia_tole_mm,field_rod_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm,field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_solid_height_bd_spe_in,field_solid_height_in,field_solid_height_mm,field_solid_height_cm,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_wire_dia_cm,field_material,field_material_short_description,field_load_at_solid_height_bd_lb,field_load_at_solid_height_lb,field_load_at_solid_height_n,field_load_at_solid_height_kg,field_load_at_solid_height_gm,field_end,field_direction_of_wind,field_active_coils_bd_spe,field_active_coils,field_active_coils_tole_bd_spe,field_active_coils_tole,field_total_coils_bd_spe,field_total_coils,field_finish,field_spring_type,field_product_series,field_material_specification,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_ins_dia_tol_bld_spec_in,field_field_inside_dia_tol_in,field_field_inside_dia_tol_mm,field_field_inside_dia_tol_cm,field_color,field_weight_per_item_lb
CIM032DB 02S,CIM032DB 02S,CIM032DB02S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.139,0.139,3.52,0.352,+/-0.0079,+/-0.0079,+/-0.2,+/-0.02,0.157,0.157,4,0.4,0.094,0.094,2.4,0.24,MIN,MIN,MIN,MIN,0.37,0.37,9.4,0.94,0.019,0.019,0.48,0.048,2.863,2.863,0.501,5.01,0.0511,0.511,51.13,511.3,0.286,0.286,0.0501,0.501,0.00511,0.0511,5.107,51.07,0.107,0.107,2.72,0.272,0.013,0.013,0.32,0.032,Stainless Steel,SS,0.749,0.749,3.33,0.34,339.75,Squared,Right Hand,5.5,5.5,Reference,Reference,7.5,7.5,Passivate per ASTM A967,1,Instrument Compression Series (metric),ASTM A313,0.113,0.113,2.88,0.288,Reference,Reference,Reference,Reference,,0.000111
CIM032DB 03S,CIM032DB 03S,CIM032DB03S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.139,0.139,3.52,0.352,+/-0.0079,+/-0.0079,+/-0.2,+/-0.02,0.157,0.157,4,0.4,0.094,0.094,2.4,0.24,MIN,MIN,MIN,MIN,0.551,0.551,14,1.4,0.028,0.028,0.71,0.071,1.853,1.853,0.325,3.25,0.0331,0.331,33.09,330.9,0.185,0.185,0.0324,0.324,0.0033,0.033,3.304,33.04,0.145,0.145,3.68,0.368,0.013,0.013,0.32,0.032,Stainless Steel,SS,0.749,0.749,3.33,0.34,339.75,Squared,Right Hand,8.5,8.5,Reference,Reference,10.5,10.5,Passivate per ASTM A967,1,Instrument Compression Series (metric),ASTM A313,0.113,0.113,2.88,0.288,Reference,Reference,Reference,Reference,,0.000156
CIM032DB 04S,CIM032DB 04S,CIM032DB04S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.139,0.139,3.52,0.352,+/-0.0079,+/-0.0079,+/-0.2,+/-0.02,0.157,0.157,4,0.4,0.094,0.094,2.4,0.24,MIN,MIN,MIN,MIN,0.791,0.791,20.1,2.01,0.04,0.04,1.02,0.102,1.26,1.26,0.221,2.21,0.0225,0.225,22.5,225,0.126,0.126,0.0221,0.221,0.00225,0.0225,2.25,22.5,0.195,0.195,4.95,0.495,0.013,0.013,0.32,0.032,Stainless Steel,SS,0.749,0.749,3.33,0.34,339.75,Squared,Right Hand,12.5,12.5,Reference,Reference,14.5,14.5,Passivate per ASTM A967,1,Instrument Compression Series (metric),ASTM A313,0.113,0.113,2.88,0.288,Reference,Reference,Reference,Reference,,0.000215
CIM032DB 05S,CIM032DB 05S,CIM032DB05S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.139,0.139,3.52,0.352,+/-0.0079,+/-0.0079,+/-0.2,+/-0.02,0.157,0.157,4,0.4,0.094,0.094,2.4,0.24,MIN,MIN,MIN,MIN,1.154,1.154,29.3,2.93,0.058,0.058,1.47,0.147,0.851,0.851,0.149,1.49,0.0152,0.152,15.2,152,0.085,0.085,0.0149,0.149,0.00152,0.0152,1.518,15.18,0.271,0.271,6.88,0.688,0.013,0.013,0.32,0.032,Stainless Steel,SS,0.749,0.749,3.33,0.34,339.75,Squared,Right Hand,18.5,18.5,Reference,Reference,20.5,20.5,Passivate per ASTM A967,1,Instrument Compression Series (metric),ASTM A313,0.113,0.113,2.88,0.288,Reference,Reference,Reference,Reference,,0.000304
CIM032DF 01S,CIM032DF 01S,CIM032DF01S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.17,0.17,4.32,0.432,+/-0.0079,+/-0.0079,+/-0.2,+/-0.02,0.189,0.189,4.8,0.48,0.126,0.126,3.2,0.32,MIN,MIN,MIN,MIN,0.343,0.343,8.7,0.87,0.017,0.017,0.43,0.043,2.304,2.304,0.404,4.04,0.0411,0.411,41.14,411.4,0.23,0.23,0.0403,0.403,0.00411,0.0411,4.107,41.07,0.082,0.082,2.08,0.208,0.013,0.013,0.32,0.032,Stainless Steel,SS,0.6,0.6,2.67,0.272,272.16,Squared,Right Hand,3.5,3.5,Reference,Reference,5.5,5.5,Passivate per ASTM A967,1,Instrument Compression Series (metric),ASTM A313,0.145,0.145,3.68,0.368,Reference,Reference,Reference,Reference,,0.000102
CIM032DF 02S,CIM032DF 02S,CIM032DF02S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.17,0.17,4.32,0.432,+/-0.0079,+/-0.0079,+/-0.2,+/-0.02,0.189,0.189,4.8,0.48,0.126,0.126,3.2,0.32,MIN,MIN,MIN,MIN,0.516,0.516,13.1,1.31,0.026,0.026,0.66,0.066,1.466,1.466,0.257,2.57,0.0262,0.262,26.18,261.8,0.147,0.147,0.0257,0.257,0.00263,0.0263,2.625,26.25,0.107,0.107,2.72,0.272,0.013,0.013,0.32,0.032,Stainless Steel,SS,0.6,0.6,2.67,0.272,272.16,Squared,Right Hand,5.5,5.5,Reference,Reference,7.5,7.5,Passivate per ASTM A967,1,Instrument Compression Series (metric),ASTM A313,0.145,0.145,3.68,0.368,Reference,Reference,Reference,Reference,,0.000139
CIM032DF 03S,CIM032DF 03S,CIM032DF03S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.17,0.17,4.32,0.432,+/-0.0079,+/-0.0079,+/-0.2,+/-0.02,0.189,0.189,4.8,0.48,0.126,0.126,3.2,0.32,MIN,MIN,MIN,MIN,0.78,0.78,19.8,1.98,0.039,0.039,0.99,0.099,0.949,0.949,0.166,1.66,0.0169,0.169,16.95,169.5,0.095,0.095,0.0166,0.166,0.0017,0.017,1.697,16.97,0.145,0.145,3.68,0.368,0.013,0.013,0.32,0.032,Stainless Steel,SS,0.6,0.6,2.67,0.272,272.16,Squared,Right Hand,8.5,8.5,Reference,Reference,10.5,10.5,Passivate per ASTM A967,1,Instrument Compression Series (metric),ASTM A313,0.145,0.145,3.68,0.368,Reference,Reference,Reference,Reference,,0.000194
CIM032DF 04S,CIM032DF 04S,CIM032DF04S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.17,0.17,4.32,0.432,+/-0.0079,+/-0.0079,+/-0.2,+/-0.02,0.189,0.189,4.8,0.48,0.126,0.126,3.2,0.32,MIN,MIN,MIN,MIN,1.126,1.126,28.6,2.86,0.056,0.056,1.42,0.142,0.645,0.645,0.113,1.13,0.0115,0.115,11.52,115.2,0.065,0.065,0.0114,0.114,0.00116,0.0116,1.161,11.61,0.195,0.195,4.95,0.495,0.013,0.013,0.32,0.032,Stainless Steel,SS,0.6,0.6,2.67,0.272,272.16,Squared,Right Hand,12.5,12.5,Reference,Reference,14.5,14.5,Passivate per ASTM A967,1,Instrument Compression Series (metric),ASTM A313,0.145,0.145,3.68,0.368,Reference,Reference,Reference,Reference,,0.000269
CIM032DF 05S,CIM032DF 05S,CIM032DF05S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.17,0.17,4.32,0.432,+/-0.0079,+/-0.0079,+/-0.2,+/-0.02,0.189,0.189,4.8,0.48,0.126,0.126,3.2,0.32,MIN,MIN,MIN,MIN,1.65,1.65,41.9,4.19,0.083,0.083,2.11,0.211,0.436,0.436,0.076,0.76,0.0078,0.078,7.79,77.9,0.044,0.044,0.0077,0.077,0.00079,0.0079,0.786,7.86,0.271,0.271,6.88,0.688,0.013,0.013,0.32,0.032,Stainless Steel,SS,0.6,0.6,2.67,0.272,272.16,Squared,Right Hand,18.5,18.5,Reference,Reference,20.5,20.5,Passivate per ASTM A967,1,Instrument Compression Series (metric),ASTM A313,0.145,0.145,3.68,0.368,Reference,Reference,Reference,Reference,,0.00038
CIM032ZU 01S,CIM032ZU 01S,CIM032ZU01S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.076,0.076,1.92,0.192,+/-0.0031,+/-0.0031,+/-0.08,+/-0.008,0.087,0.087,2.2,0.22,0.039,0.039,1,0.1,MIN,MIN,MIN,MIN,0.122,0.122,3.1,0.31,0.006,0.006,0.15,0.015,35.996,35.996,6.304,63.04,0.6428,6.428,642.82,6428.2,3.6,3.6,0.6305,6.305,0.06429,0.6429,64.289,642.89,0.082,0.082,2.08,0.208,0.013,0.013,0.32,0.032,Stainless Steel,SS,1.506,1.506,6.7,0.683,683.12,Squared,Right Hand,3.5,3.5,Reference,Reference,5.5,5.5,Passivate per ASTM A967,1,Instrument Compression Series (metric),ASTM A313,0.05,0.05,1.28,0.128,Reference,Reference,Reference,Reference,,4.1E-05
