title,model,field_published_stock_code,field_product_type,field_product_category,field_original_publication_date, ,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_revision,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm, field_outside_dia_cm,field_outside_dia_tole_bd_spe_in,field_outside_dia_tole_in,field_outside_dia_tole_mm,field_outside_dia_tole_cm,field_hole_dia_bd_spe_in,field_hole_dia_in,field_hole_dia_mm,field_hole_dia_cm,field_rod_dia_bd_spe_in,field_rod_dia_in,field_rod_dia_mm,field_rod_dia_cm,field_rod_dia_tole_bd_spe_in,field_rod_dia_tole_in,field_rod_dia_tole_mm,field_rod_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm, field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_tole_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_solid_height_bd_spe_in,field_solid_height_in,field_solid_height_mm,field_solid_height_cm,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_material,field_material_short_description,field_load_at_solid_height_bd_lb,field_load_at_solid_height_lb,field_load_at_solid_height_n,field_load_at_solid_height_kg,field_load_at_solid_height_gm,field_end,field_direction_of_wind,field_active_coils_bd_spe,field_active_coils,field_active_coils_tole_bd_spe,field_active_coils_tole,field_total_coils_bd_spe,field_total_coils,field_finish,field_spring_type,field_product_series,field_material_specification,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_inside_dia_tole_bd_spe_in,field_inside_dia_tole_in,field_inside_dia_tole_mm,field_inside_dia_tole_cm,field_color,field_weight_per_item_lb
LCM050AB 02 M,LCM050AB 02 M,LCM050AB02M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.146,0.146,3.7,0.37,+/-0.0059,+/-0.0059,+/-0.15,+/-0.015,0.161,0.161,4.1,0.41,0.094,0.094,2.4,0.24,MIN,MIN,MIN,MIN,0.311,0.311,7.9,0.79,0.016,0.016,0.41,0.041,20.48,20.48,3.587,35.87,0.3657,3.657,365.73,3657.3,2.048,2.048,0.3587,3.587,0.03657,0.3657,36.573,365.73,0.148,0.148,3.76,0.376,0.02,0.02,0.5,Music Wire,MW,3.261,3.261,14.51,1.479,1479.19,Squared and Ground,Right Hand,5.5,5.5,Reference,Reference,7.5,7.5,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (metric),ASTM A228,0.106,0.106,2.7,0.27,Reference,Reference,Reference,Reference,,0.000269
LCM050AB 02 S,LCM050AB 02 S,LCM050AB02S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.146,0.146,3.7,0.37,+/-0.0059,+/-0.0059,+/-0.15,+/-0.015,0.161,0.161,4.1,0.41,0.094,0.094,2.4,0.24,MIN,MIN,MIN,MIN,0.311,0.311,7.9,0.79,0.016,0.016,0.41,0.041,17.066,17.066,2.989,29.89,0.3048,3.048,304.76,3047.6,1.707,1.707,0.299,2.99,0.03048,0.3048,30.484,304.84,0.148,0.148,3.76,0.376,0.02,0.02,0.5,Stainless Steel,SS,2.716,2.716,12.08,1.232,1231.98,Squared and Ground,Right Hand,5.5,5.5,Reference,Reference,7.5,7.5,Passivate per ASTM A967,1,Standard Compression Series (metric),ASTM A313,0.106,0.106,2.7,0.27,Reference,Reference,Reference,Reference,,0.000271
LCM050AB 03 M,LCM050AB 03 M,LCM050AB03M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.146,0.146,3.7,0.37,+/-0.0059,+/-0.0059,+/-0.15,+/-0.015,0.161,0.161,4.1,0.41,0.094,0.094,2.4,0.24,MIN,MIN,MIN,MIN,0.453,0.453,11.5,1.15,0.023,0.023,0.58,0.058,13.252,13.252,2.321,23.21,0.2367,2.367,236.65,2366.5,1.325,1.325,0.2321,2.321,0.02366,0.2366,23.662,236.62,0.207,0.207,5.26,0.526,0.02,0.02,0.5,Music Wire,MW,3.261,3.261,14.51,1.479,1479.19,Squared and Ground,Right Hand,8.5,8.5,Reference,Reference,10.5,10.5,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (metric),ASTM A228,0.106,0.106,2.7,0.27,Reference,Reference,Reference,Reference,,0.000377
LCM050AB 03 S,LCM050AB 03 S,LCM050AB03S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.146,0.146,3.7,0.37,+/-0.0059,+/-0.0059,+/-0.15,+/-0.015,0.161,0.161,4.1,0.41,0.094,0.094,2.4,0.24,MIN,MIN,MIN,MIN,0.453,0.453,11.5,1.15,0.023,0.023,0.58,0.058,11.043,11.043,1.934,19.34,0.1972,1.972,197.21,1972.1,1.104,1.104,0.1933,1.933,0.01972,0.1972,19.715,197.15,0.207,0.207,5.26,0.526,0.02,0.02,0.5,Stainless Steel,SS,2.716,2.716,12.08,1.232,1231.98,Squared and Ground,Right Hand,8.5,8.5,Reference,Reference,10.5,10.5,Passivate per ASTM A967,1,Standard Compression Series (metric),ASTM A313,0.106,0.106,2.7,0.27,Reference,Reference,Reference,Reference,,0.00038
LCM050AB 04 M,LCM050AB 04 M,LCM050AB04M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.146,0.146,3.7,0.37,+/-0.0059,+/-0.0059,+/-0.15,+/-0.015,0.161,0.161,4.1,0.41,0.094,0.094,2.4,0.24,MIN,MIN,MIN,MIN,0.63,0.63,16,1.6,0.032,0.032,0.81,0.081,9.011,9.011,1.578,15.78,0.1609,1.609,160.92,1609.2,0.901,0.901,0.1578,1.578,0.01609,0.1609,16.09,160.9,0.285,0.285,7.24,0.724,0.02,0.02,0.5,Music Wire,MW,3.261,3.261,14.51,1.479,1479.19,Squared and Ground,Right Hand,12.5,12.5,Reference,Reference,14.5,14.5,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (metric),ASTM A228,0.106,0.106,2.7,0.27,Reference,Reference,Reference,Reference,,0.000521
LCM050AB 04 S,LCM050AB 04 S,LCM050AB04S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.146,0.146,3.7,0.37,+/-0.0059,+/-0.0059,+/-0.15,+/-0.015,0.161,0.161,4.1,0.41,0.094,0.094,2.4,0.24,MIN,MIN,MIN,MIN,0.63,0.63,16,1.6,0.032,0.032,0.81,0.081,7.509,7.509,1.315,13.15,0.1341,1.341,134.1,1341,0.751,0.751,0.1315,1.315,0.01341,0.1341,13.411,134.11,0.285,0.285,7.24,0.724,0.02,0.02,0.5,Stainless Steel,SS,2.716,2.716,12.08,1.232,1231.98,Squared and Ground,Right Hand,12.5,12.5,Reference,Reference,14.5,14.5,Passivate per ASTM A967,1,Standard Compression Series (metric),ASTM A313,0.106,0.106,2.7,0.27,Reference,Reference,Reference,Reference,,0.000525
LCM050AB 05 M,LCM050AB 05 M,LCM050AB05M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.146,0.146,3.7,0.37,+/-0.0059,+/-0.0059,+/-0.15,+/-0.015,0.161,0.161,4.1,0.41,0.094,0.094,2.4,0.24,MIN,MIN,MIN,MIN,0.925,0.925,23.5,2.35,0.046,0.046,1.17,0.117,6.089,6.089,1.066,10.66,0.1087,1.087,108.74,1087.4,0.609,0.609,0.1067,1.067,0.01088,0.1088,10.876,108.76,0.404,0.404,10.26,1.026,0.02,0.02,0.5,Music Wire,MW,3.261,3.261,14.51,1.479,1479.19,Squared and Ground,Right Hand,18.5,18.5,Reference,Reference,20.5,20.5,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (metric),ASTM A228,0.106,0.106,2.7,0.27,Reference,Reference,Reference,Reference,,0.000736
LCM050AB 05 S,LCM050AB 05 S,LCM050AB05S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.146,0.146,3.7,0.37,+/-0.0059,+/-0.0059,+/-0.15,+/-0.015,0.161,0.161,4.1,0.41,0.094,0.094,2.4,0.24,MIN,MIN,MIN,MIN,0.925,0.925,23.5,2.35,0.046,0.046,1.17,0.117,5.074,5.074,0.889,8.89,0.0906,0.906,90.61,906.1,0.507,0.507,0.0888,0.888,0.00905,0.0905,9.054,90.54,0.404,0.404,10.26,1.026,0.02,0.02,0.5,Stainless Steel,SS,2.716,2.716,12.08,1.232,1231.98,Squared and Ground,Right Hand,18.5,18.5,Reference,Reference,20.5,20.5,Passivate per ASTM A967,1,Standard Compression Series (metric),ASTM A313,0.106,0.106,2.7,0.27,Reference,Reference,Reference,Reference,,0.000742
LCM050AE 01 M,LCM050AE 01 M,LCM050AE01M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.177,0.177,4.5,0.45,+/-0.0059,+/-0.0059,+/-0.15,+/-0.015,0.197,0.197,5,0.5,0.122,0.122,3.1,0.31,MIN,MIN,MIN,MIN,0.276,0.276,7,0.7,0.014,0.014,0.36,0.036,16.183,16.183,2.834,28.34,0.289,2.89,289,2890,1.6183,1.618,0.2834,2.834,0.0289,0.289,28.9,289,0.108,0.108,2.74,0.274,0.02,0.02,0.5,Music Wire,MW,2.588,2.588,11.51,1.174,1173.92,Squared and Ground,Right Hand,3.5,3.5,Reference,Reference,5.5,5.5,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (metric),ASTM A228,0.138,0.138,3.5,0.35,Reference,Reference,Reference,Reference,,0.000247
LCM050AE 01 S,LCM050AE 01 S,LCM050AE01S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.177,0.177,4.5,0.45,+/-0.0059,+/-0.0059,+/-0.15,+/-0.015,0.197,0.197,5,0.5,0.122,0.122,3.1,0.31,MIN,MIN,MIN,MIN,0.276,0.276,7,0.7,0.014,0.014,0.36,0.036,13.48,13.48,2.361,23.61,0.2407,2.407,240.73,2407.3,1.348,1.348,0.2361,2.361,0.02407,0.2407,24.073,240.73,0.108,0.108,2.74,0.274,0.02,0.02,0.5,Stainless Steel,SS,2.156,2.156,9.59,0.978,977.96,Squared and Ground,Right Hand,3.5,3.5,Reference,Reference,5.5,5.5,Passivate per ASTM A967,1,Standard Compression Series (metric),ASTM A313,0.138,0.138,3.5,0.35,Reference,Reference,Reference,Reference,,0.000249
LCM050AE 02 M,LCM050AE 02 M,LCM050AE02M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.177,0.177,4.5,0.45,+/-0.0059,+/-0.0059,+/-0.15,+/-0.015,0.197,0.197,5,0.5,0.122,0.122,3.1,0.31,MIN,MIN,MIN,MIN,0.394,0.394,10,1,0.02,0.02,0.51,0.051,10.36,10.36,1.814,18.14,0.185,1.85,185.01,1850.1,1.036,1.036,0.1814,1.814,0.0185,0.185,18.501,185.01,0.148,0.148,3.76,0.376,0.02,0.02,0.5,Music Wire,MW,2.588,2.588,11.51,1.174,1173.92,Squared and Ground,Right Hand,5.5,5.5,Reference,Reference,7.5,7.5,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (metric),ASTM A228,0.138,0.138,3.5,0.35,Reference,Reference,Reference,Reference,,0.000337
LCM050AE 02 S,LCM050AE 02 S,LCM050AE02S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.177,0.177,4.5,0.45,+/-0.0059,+/-0.0059,+/-0.15,+/-0.015,0.197,0.197,5,0.5,0.122,0.122,3.1,0.31,MIN,MIN,MIN,MIN,0.394,0.394,10,1,0.02,0.02,0.51,0.051,8.63,8.63,1.511,15.11,0.1541,1.541,154.11,1541.1,0.863,0.863,0.1511,1.511,0.01541,0.1541,15.411,154.11,0.148,0.148,3.76,0.376,0.02,0.02,0.5,Stainless Steel,SS,2.156,2.156,9.59,0.978,977.96,Squared and Ground,Right Hand,5.5,5.5,Reference,Reference,7.5,7.5,Passivate per ASTM A967,1,Standard Compression Series (metric),ASTM A313,0.138,0.138,3.5,0.35,Reference,Reference,Reference,Reference,,0.000339
LCM050AE 03 M,LCM050AE 03 M,LCM050AE03M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.177,0.177,4.5,0.45,+/-0.0059,+/-0.0059,+/-0.15,+/-0.015,0.197,0.197,5,0.5,0.122,0.122,3.1,0.31,MIN,MIN,MIN,MIN,0.591,0.591,15,1.5,0.03,0.03,0.76,0.076,6.785,6.785,1.188,11.88,0.1212,1.212,121.17,1211.7,0.678,0.678,0.1187,1.187,0.01211,0.1211,12.108,121.08,0.207,0.207,5.26,0.526,0.02,0.02,0.5,Music Wire,MW,2.588,2.588,11.51,1.174,1173.92,Squared and Ground,Right Hand,8.5,8.5,Reference,Reference,10.5,10.5,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (metric),ASTM A228,0.138,0.138,3.5,0.35,Reference,Reference,Reference,Reference,,0.000471
LCM050AE 03 S,LCM050AE 03 S,LCM050AE03S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.177,0.177,4.5,0.45,+/-0.0059,+/-0.0059,+/-0.15,+/-0.015,0.197,0.197,5,0.5,0.122,0.122,3.1,0.31,MIN,MIN,MIN,MIN,0.591,0.591,15,1.5,0.03,0.03,0.76,0.076,5.654,5.654,0.99,9.9,0.101,1.01,100.97,1009.7,0.565,0.565,0.099,0.99,0.01009,0.1009,10.09,100.9,0.207,0.207,5.26,0.526,0.02,0.02,0.5,Stainless Steel,SS,2.156,2.156,9.59,0.978,977.96,Squared and Ground,Right Hand,8.5,8.5,Reference,Reference,10.5,10.5,Passivate per ASTM A967,1,Standard Compression Series (metric),ASTM A313,0.138,0.138,3.5,0.35,Reference,Reference,Reference,Reference,,0.000475
