title,model,field_published_stock_code,field_product_type,field_product_category,field_original_publication_date, ,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_revision,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm, field_outside_dia_cm,field_outside_dia_tole_bd_spe_in,field_outside_dia_tole_in,field_outside_dia_tole_mm,field_outside_dia_tole_cm,field_hole_dia_bd_spe_in,field_hole_dia_in,field_hole_dia_mm,field_hole_dia_cm,field_rod_dia_bd_spe_in,field_rod_dia_in,field_rod_dia_mm,field_rod_dia_cm,field_rod_dia_tole_bd_spe_in,field_rod_dia_tole_in,field_rod_dia_tole_mm,field_rod_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm, field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_tole_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_solid_height_bd_spe_in,field_solid_height_in,field_solid_height_mm,field_solid_height_cm,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_material,field_material_short_description,field_load_at_solid_height_bd_lb,field_load_at_solid_height_lb,field_load_at_solid_height_n,field_load_at_solid_height_kg,field_load_at_solid_height_gm,field_end,field_direction_of_wind,field_active_coils_bd_spe,field_active_coils,field_active_coils_tole_bd_spe,field_active_coils_tole,field_total_coils_bd_spe,field_total_coils,field_finish,field_spring_type,field_product_series,field_material_specification,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_inside_dia_tole_bd_spe_in,field_inside_dia_tole_in,field_inside_dia_tole_mm,field_inside_dia_tole_cm,field_color,field_weight_per_item_lb
LCM050AE 04 M,LCM050AE 04 M,LCM050AE04M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.177,0.177,4.5,0.45,+/-0.0059,+/-0.0059,+/-0.15,+/-0.015,0.197,0.197,5,0.5,0.122,0.122,3.1,0.31,MIN,MIN,MIN,MIN,0.846,0.846,21.5,2.15,0.042,0.042,1.07,0.107,4.614,4.614,0.808,8.08,0.0824,0.824,82.4,824,0.461,0.461,0.0807,0.807,0.00823,0.0823,8.233,82.33,0.285,0.285,7.24,0.724,0.02,0.02,0.5,Music Wire,MW,2.588,2.588,11.51,1.174,1173.92,Squared and Ground,Right Hand,12.5,12.5,Reference,Reference,14.5,14.5,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (metric),ASTM A228,0.138,0.138,3.5,0.35,Reference,Reference,Reference,Reference,,0.000651
LCM050AE 04 S,LCM050AE 04 S,LCM050AE04S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.177,0.177,4.5,0.45,+/-0.0059,+/-0.0059,+/-0.15,+/-0.015,0.197,0.197,5,0.5,0.122,0.122,3.1,0.31,MIN,MIN,MIN,MIN,0.846,0.846,21.5,2.15,0.042,0.042,1.07,0.107,3.845,3.845,0.673,6.73,0.0687,0.687,68.66,686.6,0.384,0.384,0.0673,0.673,0.00686,0.0686,6.857,68.57,0.285,0.285,7.24,0.724,0.02,0.02,0.5,Stainless Steel,SS,2.156,2.156,9.59,0.978,977.96,Squared and Ground,Right Hand,12.5,12.5,Reference,Reference,14.5,14.5,Passivate per ASTM A967,1,Standard Compression Series (metric),ASTM A313,0.138,0.138,3.5,0.35,Reference,Reference,Reference,Reference,,0.000656
LCM050AE 05 M,LCM050AE 05 M,LCM050AE05M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.177,0.177,4.5,0.45,+/-0.0059,+/-0.0059,+/-0.15,+/-0.015,0.197,0.197,5,0.5,0.122,0.122,3.1,0.31,MIN,MIN,MIN,MIN,1.22,1.22,31,3.1,0.061,0.061,1.55,0.155,3.117,3.117,0.546,5.46,0.0557,0.557,55.66,556.6,0.312,0.312,0.0546,0.546,0.00557,0.0557,5.572,55.72,0.404,0.404,10.26,1.026,0.02,0.02,0.5,Music Wire,MW,2.588,2.588,11.51,1.174,1173.92,Squared and Ground,Right Hand,18.5,18.5,Reference,Reference,20.5,20.5,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (metric),ASTM A228,0.138,0.138,3.5,0.35,Reference,Reference,Reference,Reference,,0.00092
LCM050AE 05 S,LCM050AE 05 S,LCM050AE05S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.177,0.177,4.5,0.45,+/-0.0059,+/-0.0059,+/-0.15,+/-0.015,0.197,0.197,5,0.5,0.122,0.122,3.1,0.31,MIN,MIN,MIN,MIN,1.22,1.22,31,3.1,0.061,0.061,1.55,0.155,2.598,2.598,0.455,4.55,0.0464,0.464,46.4,464,0.26,0.26,0.0455,0.455,0.00464,0.0464,4.643,46.43,0.404,0.404,10.26,1.026,0.02,0.02,0.5,Stainless Steel,SS,2.156,2.156,9.59,0.978,977.96,Squared and Ground,Right Hand,18.5,18.5,Reference,Reference,20.5,20.5,Passivate per ASTM A967,1,Standard Compression Series (metric),ASTM A313,0.138,0.138,3.5,0.35,Reference,Reference,Reference,Reference,,0.000927
LCM050BD 01 M,LCM050BD 01 M,LCM050BD01M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.217,0.217,5.5,0.55,+/-0.0098,+/-0.0098,+/-0.25,+/-0.025,0.244,0.244,6.2,0.62,0.157,0.157,4,0.4,MIN,MIN,MIN,MIN,0.37,0.37,9.4,0.94,0.019,0.019,0.48,0.048,8.436,8.436,1.477,14.77,0.1507,1.507,150.65,1506.5,0.844,0.844,0.1478,1.478,0.01507,0.1507,15.072,150.72,0.108,0.108,2.74,0.274,0.02,0.02,0.5,Music Wire,MW,2.116,2.116,9.41,0.96,959.82,Squared and Ground,Right Hand,3.5,3.5,Reference,Reference,5.5,5.5,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (metric),ASTM A228,0.177,0.177,4.5,0.45,Reference,Reference,Reference,Reference,,0.000309
LCM050BD 01 S,LCM050BD 01 S,LCM050BD01S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.217,0.217,5.5,0.55,+/-0.0098,+/-0.0098,+/-0.25,+/-0.025,0.244,0.244,6.2,0.62,0.157,0.157,4,0.4,MIN,MIN,MIN,MIN,0.37,0.37,9.4,0.94,0.019,0.019,0.48,0.048,7.03,7.03,1.231,12.31,0.1255,1.255,125.54,1255.4,0.703,0.703,0.1231,1.231,0.01255,0.1255,12.554,125.54,0.108,0.108,2.74,0.274,0.02,0.02,0.5,Stainless Steel,SS,1.762,1.762,7.84,0.799,799.24,Squared and Ground,Right Hand,3.5,3.5,Reference,Reference,5.5,5.5,Passivate per ASTM A967,1,Standard Compression Series (metric),ASTM A313,0.177,0.177,4.5,0.45,Reference,Reference,Reference,Reference,,0.000311
LCM050BD 02 M,LCM050BD 02 M,LCM050BD02M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.217,0.217,5.5,0.55,+/-0.0098,+/-0.0098,+/-0.25,+/-0.025,0.244,0.244,6.2,0.62,0.157,0.157,4,0.4,MIN,MIN,MIN,MIN,0.551,0.551,14,1.4,0.028,0.028,0.71,0.071,5.369,5.369,0.94,9.4,0.0959,0.959,95.88,958.8,0.537,0.537,0.094,0.94,0.00959,0.0959,9.59,95.9,0.148,0.148,3.76,0.376,0.02,0.02,0.5,Music Wire,MW,2.116,2.116,9.41,0.96,959.82,Squared and Ground,Right Hand,5.5,5.5,Reference,Reference,7.5,7.5,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (metric),ASTM A228,0.177,0.177,4.5,0.45,Reference,Reference,Reference,Reference,,0.000421
LCM050BD 02 S,LCM050BD 02 S,LCM050BD02S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.217,0.217,5.5,0.55,+/-0.0098,+/-0.0098,+/-0.25,+/-0.025,0.244,0.244,6.2,0.62,0.157,0.157,4,0.4,MIN,MIN,MIN,MIN,0.551,0.551,14,1.4,0.028,0.028,0.71,0.071,4.474,4.474,0.784,7.84,0.0799,0.799,79.9,799,0.447,0.447,0.0783,0.783,0.00798,0.0798,7.983,79.83,0.148,0.148,3.76,0.376,0.02,0.02,0.5,Stainless Steel,SS,1.762,1.762,7.84,0.799,799.24,Squared and Ground,Right Hand,5.5,5.5,Reference,Reference,7.5,7.5,Passivate per ASTM A967,1,Standard Compression Series (metric),ASTM A313,0.177,0.177,4.5,0.45,Reference,Reference,Reference,Reference,,0.000424
LCM050BD 03 M,LCM050BD 03 M,LCM050BD03M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.217,0.217,5.5,0.55,+/-0.0098,+/-0.0098,+/-0.25,+/-0.025,0.244,0.244,6.2,0.62,0.157,0.157,4,0.4,MIN,MIN,MIN,MIN,0.807,0.807,20.5,2.05,0.04,0.04,1.02,0.102,3.474,3.474,0.608,6.08,0.062,0.62,62.04,620.4,0.347,0.347,0.0608,0.608,0.0062,0.062,6.197,61.97,0.207,0.207,5.26,0.526,0.02,0.02,0.5,Music Wire,MW,2.116,2.116,9.41,0.96,959.82,Squared and Ground,Right Hand,8.5,8.5,Reference,Reference,10.5,10.5,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (metric),ASTM A228,0.177,0.177,4.5,0.45,Reference,Reference,Reference,Reference,,0.000589
LCM050BD 03 S,LCM050BD 03 S,LCM050BD03S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.217,0.217,5.5,0.55,+/-0.0098,+/-0.0098,+/-0.25,+/-0.025,0.244,0.244,6.2,0.62,0.157,0.157,4,0.4,MIN,MIN,MIN,MIN,0.807,0.807,20.5,2.05,0.04,0.04,1.02,0.102,2.895,2.895,0.507,5.07,0.0517,0.517,51.7,517,0.289,0.289,0.0506,0.506,0.00516,0.0516,5.161,51.61,0.207,0.207,5.26,0.526,0.02,0.02,0.5,Stainless Steel,SS,1.762,1.762,7.84,0.799,799.24,Squared and Ground,Right Hand,8.5,8.5,Reference,Reference,10.5,10.5,Passivate per ASTM A967,1,Standard Compression Series (metric),ASTM A313,0.177,0.177,4.5,0.45,Reference,Reference,Reference,Reference,,0.000593
LCM050BD 04 M,LCM050BD 04 M,LCM050BD04M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.217,0.217,5.5,0.55,+/-0.0098,+/-0.0098,+/-0.25,+/-0.025,0.244,0.244,6.2,0.62,0.157,0.157,4,0.4,MIN,MIN,MIN,MIN,1.181,1.181,30,3,0.059,0.059,1.5,0.15,2.362,2.362,0.414,4.14,0.0422,0.422,42.18,421.8,0.236,0.236,0.0413,0.413,0.00421,0.0421,4.214,42.14,0.285,0.285,7.24,0.724,0.02,0.02,0.5,Music Wire,MW,2.116,2.116,9.41,0.96,959.82,Squared and Ground,Right Hand,12.5,12.5,Reference,Reference,14.5,14.5,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (metric),ASTM A228,0.177,0.177,4.5,0.45,Reference,Reference,Reference,Reference,,0.000814
LCM050BD 04 S,LCM050BD 04 S,LCM050BD04S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.217,0.217,5.5,0.55,+/-0.0098,+/-0.0098,+/-0.25,+/-0.025,0.244,0.244,6.2,0.62,0.157,0.157,4,0.4,MIN,MIN,MIN,MIN,1.181,1.181,30,3,0.059,0.059,1.5,0.15,1.969,1.969,0.345,3.45,0.0352,0.352,35.16,351.6,0.197,0.197,0.0345,0.345,0.00352,0.0352,3.518,35.18,0.285,0.285,7.24,0.724,0.02,0.02,0.5,Stainless Steel,SS,1.762,1.762,7.84,0.799,799.24,Squared and Ground,Right Hand,12.5,12.5,Reference,Reference,14.5,14.5,Passivate per ASTM A967,1,Standard Compression Series (metric),ASTM A313,0.177,0.177,4.5,0.45,Reference,Reference,Reference,Reference,,0.00082
