title,model,field_published_stock_code,field_product_type,field_spring_type,field_product_category,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_product_series,field_revision,field_material,field_material_short_description,field_material_specification,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm,field_outside_dia_cm,field_outside_dia_tole_bd_spe_in,field_outside_dia_tole_in,field_outside_dia_tole_mm,field_outside_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm,field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_tole_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_ins_dia_tol_bld_spec_in,field_field_inside_dia_tol_in,field_field_inside_dia_tol_mm,field_field_inside_dia_tol_cm,field_total_coils_bd_spe,field_total_coils,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_wire_dia_cm,field_end,field_initial_ten_bud_spec_lb,field_initial_tension_lb,field_initial_tension_n,field_initial_tension_kg,field_initial_tension_gm,field_initial_ten_tol_bud_spc_lb,field_initial_ten_tol_lb,field_initial_ten_tol_n,field_initial_ten_tol_kg,field_initial_ten_tol_gm,field_max_load_build_spec_lb,field_max_load_lb,field_max_load_n,field_max_load_kg,field_max_load_gm,field_max_extend_len_bd_spe_in,field_max_extended_length_in,field_max_extended_length_mm,field_max_extended_length_cm,field_body_length_build_spec_in,field_body_length_in,field_body_length_mm,field_body_length_cm,field_direction_of_wind,field_finish,field_weight_per_item_lb,field_loop_insid_dia_bd_spec_in,field_loop_inside_diameter_in,field_loop_inside_diameter_mm,field_loop_inside_diameter_cm,field_loop_position,field_loop_opening_build_spec_in,field_loop_opening_in,field_loop_opening_mm,field_loop_opening_cm
LE 030CD 05S316,LE 030CD 05S316,LE030CD05S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.313,0.313,7.95,0.795,0.01,0.01,0.25,0.025,1.5,1.5,38.1,3.81,0.035,0.035,0.89,0.089,1.42,1.42,0.249,2.49,0.0254,0.254,25.4,254,0.142,0.142,0.0249,0.249,0.00254,0.0254,2.54,25.4,0.253,0.253,6.43,0.643,REF,Reference,Reference,Reference,31.4591,31.5,0.03,0.03,0.76,0.076,Standard Loops,0.3332,0.3332,1.482,0.1511,151.1,0.06664,0.06664,0.2964,0.03023,30.23,2.499,2.499,11.116,1.1335,1133.5,3.025,3.025,76.84,7.684,0.994,0.994,25.25,2.525,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.0064,0.253,0.253,6.43,0.643,Random,0.03,0.03,0.76,0.076
LE 030CD 06M,LE 030CD 06M,LE030CD06M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.313,0.313,7.95,0.795,0.01,0.01,0.25,0.025,1.75,1.75,44.45,4.445,0.04,0.04,1.02,0.102,1.3,1.3,0.228,2.28,0.0232,0.232,23.2,232,0.13,0.13,0.0228,0.228,0.00232,0.0232,2.32,23.2,0.253,0.253,6.43,0.643,REF,Reference,Reference,Reference,41.2357,41.2,0.03,0.03,0.76,0.076,Standard Loops,0.4,0.4,1.779,0.1814,181.4,0.08,0.08,0.3559,0.03629,36.29,4,4,17.793,1.8144,1814.4,4.52,4.52,114.81,11.481,1.244,1.244,31.6,3.16,Factory Option,Zinc Plate and Bake per ASTM B633,0.00812,0.253,0.253,6.43,0.643,Random,0.03,0.03,0.76,0.076
LE 030CD 06S,LE 030CD 06S,LE030CD06S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.313,0.313,7.95,0.795,0.01,0.01,0.25,0.025,1.75,1.75,44.45,4.445,0.04,0.04,1.02,0.102,1.08,1.08,0.189,1.89,0.0193,0.193,19.3,193,0.108,0.108,0.0189,0.189,0.00193,0.0193,1.93,19.3,0.253,0.253,6.43,0.643,REF,Reference,Reference,Reference,41.3629,41.4,0.03,0.03,0.76,0.076,Standard Loops,0.3332,0.3332,1.482,0.1511,151.1,0.06664,0.06664,0.2964,0.03023,30.23,3.332,3.332,14.821,1.5114,1511.4,4.52,4.52,114.81,11.481,1.244,1.244,31.6,3.16,Factory Option,Passivate per ASTM A967,0.0083,0.253,0.253,6.43,0.643,Random,0.03,0.03,0.76,0.076
LE 030CD 06S316,LE 030CD 06S316,LE030CD06S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.313,0.313,7.95,0.795,0.01,0.01,0.25,0.025,1.75,1.75,44.45,4.445,0.04,0.04,1.02,0.102,1.08,1.08,0.189,1.89,0.0193,0.193,19.3,193,0.108,0.108,0.0189,0.189,0.00193,0.0193,1.93,19.3,0.253,0.253,6.43,0.643,REF,Reference,Reference,Reference,41.3629,41.4,0.03,0.03,0.76,0.076,Standard Loops,0.3332,0.3332,1.482,0.1511,151.1,0.06664,0.06664,0.2964,0.03023,30.23,2.499,2.499,11.116,1.1335,1133.5,3.755,3.755,95.38,9.538,1.244,1.244,31.6,3.16,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.0083,0.253,0.253,6.43,0.643,Random,0.03,0.03,0.76,0.076
LE 030CD 07M,LE 030CD 07M,LE030CD07M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.313,0.313,7.95,0.795,0.01,0.01,0.25,0.025,2,2,50.8,5.08,0.04,0.04,1.02,0.102,1.1,1.1,0.193,1.93,0.0196,0.196,19.6,196,0.11,0.11,0.0193,0.193,0.00196,0.0196,1.96,19.6,0.253,0.253,6.43,0.643,REF,Reference,Reference,Reference,48.7331,48.7,0.03,0.03,0.76,0.076,Standard Loops,0.4,0.4,1.779,0.1814,181.4,0.08,0.08,0.3559,0.03629,36.29,4,4,17.793,1.8144,1814.4,5.27,5.27,133.86,13.386,1.494,1.494,37.95,3.795,Factory Option,Zinc Plate and Bake per ASTM B633,0.00952,0.253,0.253,6.43,0.643,Random,0.03,0.03,0.76,0.076
LE 030CD 07S,LE 030CD 07S,LE030CD07S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.313,0.313,7.95,0.795,0.01,0.01,0.25,0.025,2,2,50.8,5.08,0.04,0.04,1.02,0.102,0.92,0.92,0.161,1.61,0.0164,0.164,16.4,164,0.092,0.092,0.0161,0.161,0.00164,0.0164,1.64,16.4,0.253,0.253,6.43,0.643,REF,Reference,Reference,Reference,48.5565,48.6,0.03,0.03,0.76,0.076,Standard Loops,0.3332,0.3332,1.482,0.1511,151.1,0.06664,0.06664,0.2964,0.03023,30.23,3.332,3.332,14.821,1.5114,1511.4,5.27,5.27,133.86,13.386,1.494,1.494,37.95,3.795,Factory Option,Passivate per ASTM A967,0.00967,0.253,0.253,6.43,0.643,Random,0.03,0.03,0.76,0.076
LE 030CD 07S316,LE 030CD 07S316,LE030CD07S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.313,0.313,7.95,0.795,0.01,0.01,0.25,0.025,2,2,50.8,5.08,0.04,0.04,1.02,0.102,0.92,0.92,0.161,1.61,0.0164,0.164,16.4,164,0.092,0.092,0.0161,0.161,0.00164,0.0164,1.64,16.4,0.253,0.253,6.43,0.643,REF,Reference,Reference,Reference,48.5565,48.6,0.03,0.03,0.76,0.076,Standard Loops,0.3332,0.3332,1.482,0.1511,151.1,0.06664,0.06664,0.2964,0.03023,30.23,2.499,2.499,11.116,1.1335,1133.5,4.354,4.354,110.59,11.059,1.494,1.494,37.95,3.795,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00967,0.253,0.253,6.43,0.643,Random,0.03,0.03,0.76,0.076
LE 030CD 08M,LE 030CD 08M,LE030CD08M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.313,0.313,7.95,0.795,0.01,0.01,0.25,0.025,2.25,2.25,57.15,5.715,0.05,0.05,1.27,0.127,0.94,0.94,0.165,1.65,0.0168,0.168,16.8,168,0.094,0.094,0.0165,0.165,0.00168,0.0168,1.68,16.8,0.253,0.253,6.43,0.643,REF,Reference,Reference,Reference,57.0281,57,0.03,0.03,0.76,0.076,Standard Loops,0.4,0.4,1.779,0.1814,181.4,0.08,0.08,0.3559,0.03629,36.29,4,4,17.793,1.8144,1814.4,6.08,6.08,154.43,15.443,1.744,1.744,44.3,4.43,Factory Option,Zinc Plate and Bake per ASTM B633,0.01108,0.253,0.253,6.43,0.643,Random,0.03,0.03,0.76,0.076
LE 030CD 08S,LE 030CD 08S,LE030CD08S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.313,0.313,7.95,0.795,0.01,0.01,0.25,0.025,2.25,2.25,57.15,5.715,0.05,0.05,1.27,0.127,0.78,0.78,0.137,1.37,0.0139,0.139,13.9,139,0.078,0.078,0.0137,0.137,0.00139,0.0139,1.39,13.9,0.253,0.253,6.43,0.643,REF,Reference,Reference,Reference,57.2718,57.3,0.03,0.03,0.76,0.076,Standard Loops,0.3332,0.3332,1.482,0.1511,151.1,0.06664,0.06664,0.2964,0.03023,30.23,3.332,3.332,14.821,1.5114,1511.4,6.08,6.08,154.43,15.443,1.744,1.744,44.3,4.43,Factory Option,Passivate per ASTM A967,0.01134,0.253,0.253,6.43,0.643,Random,0.03,0.03,0.76,0.076
LE 030CD 08S316,LE 030CD 08S316,LE030CD08S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.313,0.313,7.95,0.795,0.01,0.01,0.25,0.025,2.25,2.25,57.15,5.715,0.05,0.05,1.27,0.127,0.78,0.78,0.137,1.37,0.0139,0.139,13.9,139,0.078,0.078,0.0137,0.137,0.00139,0.0139,1.39,13.9,0.253,0.253,6.43,0.643,REF,Reference,Reference,Reference,57.2718,57.3,0.03,0.03,0.76,0.076,Standard Loops,0.3332,0.3332,1.482,0.1511,151.1,0.06664,0.06664,0.2964,0.03023,30.23,2.499,2.499,11.116,1.1335,1133.5,5.026,5.026,127.66,12.766,1.744,1.744,44.3,4.43,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.01134,0.253,0.253,6.43,0.643,Random,0.03,0.03,0.76,0.076
