title,model,field_published_stock_code,field_product_type,field_spring_type,field_product_category,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_product_series,field_revision,field_material,field_material_short_description,field_material_specification,field_outside_dia_bd_spe_in,field_outside_dia_base_in,field_outside_dia_base_mm,field_outside_dia_base_cm,field_outside_dia_tole_bd_spe_in,field_outside_dia_tole_in,field_outside_dia_tole_mm,field_outside_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm,field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_tole_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_ins_dia_tol_bld_spec_in,field_field_inside_dia_tol_in,field_field_inside_dia_tol_mm,field_field_inside_dia_tol_cm,field_total_coils_bd_spe,field_total_coils,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_wire_dia_cm,field_end,field_initial_ten_bud_spec_lb,field_initial_tension_lb,field_initial_tension_n,field_initial_tension_kg,field_initial_tension_gm,field_initial_ten_tol_bud_spc_lb,field_initial_ten_tol_lb,field_initial_ten_tol_n,field_initial_ten_tol_kg,field_initial_ten_tol_gm,field_max_load_build_spec_lb,field_max_load_lb,field_max_load_n,field_max_load_kg,field_max_load_gm,field_max_extend_len_bd_spe_in,field_max_extended_length_in,field_max_extended_length_mm,field_max_extended_length_cm,field_body_length_build_spec_in,field_body_length_in,field_body_length_mm,field_body_length_cm,field_direction_of_wind,field_finish,field_weight_per_item_lb,field_loop_insid_dia_bd_spec_in,field_loop_inside_diameter_in,field_loop_inside_diameter_mm,field_loop_inside_diameter_cm,field_loop_position,field_loop_opening_build_spec_in,field_loop_opening_in,field_loop_opening_mm,field_loop_opening_cm
LE 022C 10 S,LE 022C 10 S,LE022C10S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.25,0.25,6.35,0.635,0.005,0.005,0.13,0.013,2,2,50.8,5.08,0.04,0.04,1.02,0.102,0.33,0.33,0.058,0.58,0.0059,0.059,5.9,59,0.033,0.033,0.0058,0.058,0.00059,0.0059,0.59,5.9,0.206,0.206,5.23,0.523,REF,Reference,Reference,Reference,74.8655,74.9,0.022,0.022,0.56,0.056,Standard Loops,0.1666,0.1666,0.741,0.0756,75.6,0.03332,0.03332,0.1482,0.01511,15.11,1.7493,1.7493,7.781,0.7935,793.5,6.75,6.75,171.45,17.145,1.588,1.588,40.34,4.034,Factory Option,Passivate per ASTM A967,0.00637,0.206,0.206,5.23,0.523,Random,0.022,0.022,0.56,0.056
LE 022C 10 S316,LE 022C 10 S316,LE022C10S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.25,0.25,6.35,0.635,0.005,0.005,0.13,0.013,2,2,50.8,5.08,0.04,0.04,1.02,0.102,0.33,0.33,0.058,0.58,0.0059,0.059,5.9,59,0.033,0.033,0.0058,0.058,0.00059,0.0059,0.59,5.9,0.206,0.206,5.23,0.523,REF,Reference,Reference,Reference,74.8655,74.9,0.022,0.022,0.56,0.056,Standard Loops,0.1666,0.1666,0.741,0.0756,75.6,0.03332,0.03332,0.1482,0.01511,15.11,1.311,1.311,5.832,0.5947,594.7,5.467,5.467,138.86,13.886,1.588,1.588,40.34,4.034,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00637,0.206,0.206,5.23,0.523,Random,0.022,0.022,0.56,0.056
LE 022C 11 M,LE 022C 11 M,LE022C11M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.25,0.25,6.35,0.635,0.005,0.005,0.13,0.013,2.25,2.25,57.15,5.715,0.05,0.05,1.27,0.127,0.36,0.36,0.063,0.63,0.0064,0.064,6.4,64,0.036,0.036,0.0063,0.063,0.00064,0.0064,0.64,6.4,0.206,0.206,5.23,0.523,REF,Reference,Reference,Reference,82.352,82.4,0.022,0.022,0.56,0.056,Standard Loops,0.2,0.2,0.89,0.0907,90.7,0.04,0.04,0.1779,0.01814,18.14,2.1,2.1,9.341,0.9526,952.6,7.53,7.53,191.26,19.126,1.838,1.838,46.69,4.669,Factory Option,Zinc Plate and Bake per ASTM B633,0.00686,0.206,0.206,5.23,0.523,Random,0.022,0.022,0.56,0.056
LE 022C 11 S,LE 022C 11 S,LE022C11S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.25,0.25,6.35,0.635,0.005,0.005,0.13,0.013,2.25,2.25,57.15,5.715,0.05,0.05,1.27,0.127,0.3,0.3,0.053,0.53,0.0054,0.054,5.4,54,0.03,0.03,0.0053,0.053,0.00054,0.0054,0.54,5.4,0.206,0.206,5.23,0.523,REF,Reference,Reference,Reference,82.3521,82.4,0.022,0.022,0.56,0.056,Standard Loops,0.1666,0.1666,0.741,0.0756,75.6,0.03332,0.03332,0.1482,0.01511,15.11,1.7493,1.7493,7.781,0.7935,793.5,7.53,7.53,191.26,19.126,1.838,1.838,46.69,4.669,Factory Option,Passivate per ASTM A967,0.00699,0.206,0.206,5.23,0.523,Random,0.022,0.022,0.56,0.056
LE 022C 11 S316,LE 022C 11 S316,LE022C11S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.25,0.25,6.35,0.635,0.005,0.005,0.13,0.013,2.25,2.25,57.15,5.715,0.05,0.05,1.27,0.127,0.3,0.3,0.053,0.53,0.0054,0.054,5.4,54,0.03,0.03,0.0053,0.053,0.00054,0.0054,0.54,5.4,0.206,0.206,5.23,0.523,REF,Reference,Reference,Reference,82.3521,82.4,0.022,0.022,0.56,0.056,Standard Loops,0.1666,0.1666,0.741,0.0756,75.6,0.03332,0.03332,0.1482,0.01511,15.11,1.311,1.311,5.832,0.5947,594.7,6.064,6.064,154.03,15.403,1.838,1.838,46.69,4.669,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00699,0.206,0.206,5.23,0.523,Random,0.022,0.022,0.56,0.056
LE 022C 12 M,LE 022C 12 M,LE022C12M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.25,0.25,6.35,0.635,0.005,0.005,0.13,0.013,2.5,2.5,63.5,6.35,0.05,0.05,1.27,0.127,0.32,0.32,0.056,0.56,0.0057,0.057,5.7,57,0.032,0.032,0.0056,0.056,0.00057,0.0057,0.57,5.7,0.206,0.206,5.23,0.523,REF,Reference,Reference,Reference,92.6461,92.6,0.022,0.022,0.56,0.056,Standard Loops,0.2,0.2,0.89,0.0907,90.7,0.04,0.04,0.1779,0.01814,18.14,2.1,2.1,9.341,0.9526,952.6,8.44,8.44,214.38,21.438,2.088,2.088,53.04,5.304,Factory Option,Zinc Plate and Bake per ASTM B633,0.0077,0.206,0.206,5.23,0.523,Random,0.022,0.022,0.56,0.056
LE 022C 12 S,LE 022C 12 S,LE022C12S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.25,0.25,6.35,0.635,0.005,0.005,0.13,0.013,2.5,2.5,63.5,6.35,0.05,0.05,1.27,0.127,0.27,0.27,0.047,0.47,0.0048,0.048,4.8,48,0.027,0.027,0.0047,0.047,0.00048,0.0048,0.48,4.8,0.206,0.206,5.23,0.523,REF,Reference,Reference,Reference,91.5023,91.5,0.022,0.022,0.56,0.056,Standard Loops,0.1666,0.1666,0.741,0.0756,75.6,0.03332,0.03332,0.1482,0.01511,15.11,1.7493,1.7493,7.781,0.7935,793.5,8.44,8.44,214.38,21.438,2.088,2.088,53.04,5.304,Factory Option,Passivate per ASTM A967,0.00775,0.206,0.206,5.23,0.523,Random,0.022,0.022,0.56,0.056
LE 022C 12 S316,LE 022C 12 S316,LE022C12S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.25,0.25,6.35,0.635,0.005,0.005,0.13,0.013,2.5,2.5,63.5,6.35,0.05,0.05,1.27,0.127,0.27,0.27,0.047,0.47,0.0048,0.048,4.8,48,0.027,0.027,0.0047,0.047,0.00048,0.0048,0.48,4.8,0.206,0.206,5.23,0.523,REF,Reference,Reference,Reference,91.5023,91.5,0.022,0.022,0.56,0.056,Standard Loops,0.1666,0.1666,0.741,0.0756,75.6,0.03332,0.03332,0.1482,0.01511,15.11,1.311,1.311,5.832,0.5947,594.7,6.738,6.738,171.15,17.115,2.088,2.088,53.04,5.304,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00775,0.206,0.206,5.23,0.523,Random,0.022,0.022,0.56,0.056
LE 022C 13 M,LE 022C 13 M,LE022C13M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.25,0.25,6.35,0.635,0.005,0.005,0.13,0.013,2.75,2.75,69.85,6.985,0.05,0.05,1.27,0.127,0.28,0.28,0.049,0.49,0.005,0.05,5,50,0.028,0.028,0.0049,0.049,0.0005,0.005,0.5,5,0.206,0.206,5.23,0.523,REF,Reference,Reference,Reference,105.8813,105.9,0.022,0.022,0.56,0.056,Standard Loops,0.2,0.2,0.89,0.0907,90.7,0.04,0.04,0.1779,0.01814,18.14,2.1,2.1,9.341,0.9526,952.6,9.54,9.54,242.32,24.232,2.338,2.338,59.39,5.939,Factory Option,Zinc Plate and Bake per ASTM B633,0.00878,0.206,0.206,5.23,0.523,Random,0.022,0.022,0.56,0.056
LE 022C 13 S,LE 022C 13 S,LE022C13S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.25,0.25,6.35,0.635,0.005,0.005,0.13,0.013,2.75,2.75,69.85,6.985,0.05,0.05,1.27,0.127,0.23,0.23,0.04,0.4,0.0041,0.041,4.1,41,0.023,0.023,0.004,0.04,0.00041,0.0041,0.41,4.1,0.206,0.206,5.23,0.523,REF,Reference,Reference,Reference,107.4158,107.4,0.022,0.022,0.56,0.056,Standard Loops,0.1666,0.1666,0.741,0.0756,75.6,0.03332,0.03332,0.1482,0.01511,15.11,1.7493,1.7493,7.781,0.7935,793.5,9.54,9.54,242.32,24.232,2.338,2.338,59.39,5.939,Factory Option,Passivate per ASTM A967,0.00907,0.206,0.206,5.23,0.523,Random,0.022,0.022,0.56,0.056
LE 022C 13 S316,LE 022C 13 S316,LE022C13S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.25,0.25,6.35,0.635,0.005,0.005,0.13,0.013,2.75,2.75,69.85,6.985,0.05,0.05,1.27,0.127,0.23,0.23,0.04,0.4,0.0041,0.041,4.1,41,0.023,0.023,0.004,0.04,0.00041,0.0041,0.41,4.1,0.206,0.206,5.23,0.523,REF,Reference,Reference,Reference,107.4158,107.4,0.022,0.022,0.56,0.056,Standard Loops,0.1666,0.1666,0.741,0.0756,75.6,0.03332,0.03332,0.1482,0.01511,15.11,1.311,1.311,5.832,0.5947,594.7,7.725,7.725,196.22,19.622,2.338,2.338,59.39,5.939,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00907,0.206,0.206,5.23,0.523,Random,0.022,0.022,0.56,0.056
LE 024B 01 M,LE 024B 01 M,LE024B01M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.188,0.188,4.78,0.478,0.005,0.005,0.13,0.013,0.625,0.625,15.88,1.588,0.03,0.03,0.76,0.076,8.5,8.5,1.489,14.89,0.1518,1.518,151.8,1518,0.85,0.85,0.1489,1.489,0.01518,0.1518,15.18,151.8,0.14,0.14,3.56,0.356,REF,Reference,Reference,Reference,13.2735,13.3,0.024,0.024,0.61,0.061,Standard Loops,0.4,0.4,1.779,0.1814,181.4,0.08,0.08,0.3559,0.03629,36.29,3.4,3.4,15.124,1.5422,1542.2,0.975,0.975,24.77,2.477,0.345,0.345,8.76,0.876,Factory Option,Zinc Plate and Bake per ASTM B633,0.00106,0.14,0.14,3.56,0.356,Random,0.024,0.024,0.61,0.061
LE 024B 01 S,LE 024B 01 S,LE024B01S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.188,0.188,4.78,0.478,0.005,0.005,0.13,0.013,0.625,0.625,15.88,1.588,0.03,0.03,0.76,0.076,7.08,7.08,1.24,12.4,0.1264,1.264,126.4,1264,0.708,0.708,0.124,1.24,0.01264,0.1264,12.64,126.4,0.14,0.14,3.56,0.356,REF,Reference,Reference,Reference,13.2797,13.3,0.024,0.024,0.61,0.061,Standard Loops,0.3332,0.3332,1.482,0.1511,151.1,0.06664,0.06664,0.2964,0.03023,30.23,2.8322,2.8322,12.598,1.2847,1284.7,0.975,0.975,24.77,2.477,0.345,0.345,8.76,0.876,Factory Option,Passivate per ASTM A967,0.00108,0.14,0.14,3.56,0.356,Random,0.024,0.024,0.61,0.061
LE 024B 01 S316,LE 024B 01 S316,LE024B01S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.188,0.188,4.78,0.478,0.005,0.005,0.13,0.013,0.625,0.625,15.88,1.588,0.03,0.03,0.76,0.076,7.08,7.08,1.24,12.4,0.1264,1.264,126.4,1264,0.708,0.708,0.124,1.24,0.01264,0.1264,12.64,126.4,0.14,0.14,3.56,0.356,REF,Reference,Reference,Reference,13.2797,13.3,0.024,0.024,0.61,0.061,Standard Loops,0.3332,0.3332,1.482,0.1511,151.1,0.06664,0.06664,0.2964,0.03023,30.23,2.124,2.124,9.448,0.9634,963.4,0.877,0.877,22.28,2.228,0.345,0.345,8.76,0.876,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00108,0.14,0.14,3.56,0.356,Random,0.024,0.024,0.61,0.061
LE 024B 02 M,LE 024B 02 M,LE024B02M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.188,0.188,4.78,0.478,0.005,0.005,0.13,0.013,0.688,0.688,17.48,1.748,0.03,0.03,0.76,0.076,7.2,7.2,1.261,12.61,0.1286,1.286,128.6,1286,0.72,0.72,0.1261,1.261,0.01286,0.1286,12.86,128.6,0.14,0.14,3.56,0.356,REF,Reference,Reference,Reference,15.6701,15.7,0.024,0.024,0.61,0.061,Standard Loops,0.4,0.4,1.779,0.1814,181.4,0.08,0.08,0.3559,0.03629,36.29,3.4,3.4,15.124,1.5422,1542.2,1.108,1.108,28.14,2.814,0.408,0.408,10.36,1.036,Factory Option,Zinc Plate and Bake per ASTM B633,0.00123,0.14,0.14,3.56,0.356,Random,0.024,0.024,0.61,0.061
LE 024B 02 S,LE 024B 02 S,LE024B02S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.188,0.188,4.78,0.478,0.005,0.005,0.13,0.013,0.688,0.688,17.48,1.748,0.03,0.03,0.76,0.076,6,6,1.051,10.51,0.1071,1.071,107.1,1071,0.6,0.6,0.1051,1.051,0.01071,0.1071,10.71,107.1,0.14,0.14,3.56,0.356,REF,Reference,Reference,Reference,15.6701,15.7,0.024,0.024,0.61,0.061,Standard Loops,0.3332,0.3332,1.482,0.1511,151.1,0.06664,0.06664,0.2964,0.03023,30.23,2.8322,2.8322,12.598,1.2847,1284.7,1.108,1.108,28.14,2.814,0.408,0.408,10.36,1.036,Factory Option,Passivate per ASTM A967,0.00125,0.14,0.14,3.56,0.356,Random,0.024,0.024,0.61,0.061
LE 024B 02 S316,LE 024B 02 S316,LE024B02S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.188,0.188,4.78,0.478,0.005,0.005,0.13,0.013,0.688,0.688,17.48,1.748,0.03,0.03,0.76,0.076,6,6,1.051,10.51,0.1071,1.071,107.1,1071,0.6,0.6,0.1051,1.051,0.01071,0.1071,10.71,107.1,0.14,0.14,3.56,0.356,REF,Reference,Reference,Reference,15.6701,15.7,0.024,0.024,0.61,0.061,Standard Loops,0.3332,0.3332,1.482,0.1511,151.1,0.06664,0.06664,0.2964,0.03023,30.23,2.124,2.124,9.448,0.9634,963.4,0.986,0.986,25.04,2.504,0.408,0.408,10.36,1.036,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00125,0.14,0.14,3.56,0.356,Random,0.024,0.024,0.61,0.061
LE 024B 03 M,LE 024B 03 M,LE024B03M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.188,0.188,4.78,0.478,0.005,0.005,0.13,0.013,0.75,0.75,19.05,1.905,0.03,0.03,0.76,0.076,6,6,1.051,10.51,0.1071,1.071,107.1,1071,0.6,0.6,0.1051,1.051,0.01071,0.1071,10.71,107.1,0.14,0.14,3.56,0.356,REF,Reference,Reference,Reference,18.8041,18.8,0.024,0.024,0.61,0.061,Standard Loops,0.4,0.4,1.779,0.1814,181.4,0.08,0.08,0.3559,0.03629,36.29,3.4,3.4,15.124,1.5422,1542.2,1.25,1.25,31.75,3.175,0.47,0.47,11.94,1.194,Factory Option,Zinc Plate and Bake per ASTM B633,0.00145,0.14,0.14,3.56,0.356,Random,0.024,0.024,0.61,0.061
LE 024B 03 S,LE 024B 03 S,LE024B03S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.188,0.188,4.78,0.478,0.005,0.005,0.13,0.013,0.75,0.75,19.05,1.905,0.03,0.03,0.76,0.076,5,5,0.876,8.76,0.0893,0.893,89.3,893,0.5,0.5,0.0876,0.876,0.00893,0.0893,8.93,89.3,0.14,0.14,3.56,0.356,REF,Reference,Reference,Reference,18.8041,18.8,0.024,0.024,0.61,0.061,Standard Loops,0.3332,0.3332,1.482,0.1511,151.1,0.06664,0.06664,0.2964,0.03023,30.23,2.8322,2.8322,12.598,1.2847,1284.7,1.25,1.25,31.75,3.175,0.47,0.47,11.94,1.194,Factory Option,Passivate per ASTM A967,0.00148,0.14,0.14,3.56,0.356,Random,0.024,0.024,0.61,0.061
LE 024B 03 S316,LE 024B 03 S316,LE024B03S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.188,0.188,4.78,0.478,0.005,0.005,0.13,0.013,0.75,0.75,19.05,1.905,0.03,0.03,0.76,0.076,5,5,0.876,8.76,0.0893,0.893,89.3,893,0.5,0.5,0.0876,0.876,0.00893,0.0893,8.93,89.3,0.14,0.14,3.56,0.356,REF,Reference,Reference,Reference,18.8041,18.8,0.024,0.024,0.61,0.061,Standard Loops,0.3332,0.3332,1.482,0.1511,151.1,0.06664,0.06664,0.2964,0.03023,30.23,2.124,2.124,9.448,0.9634,963.4,1.108,1.108,28.14,2.814,0.47,0.47,11.94,1.194,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00148,0.14,0.14,3.56,0.356,Random,0.024,0.024,0.61,0.061
LE 024B 04 M,LE 024B 04 M,LE024B04M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.188,0.188,4.78,0.478,0.005,0.005,0.13,0.013,0.813,0.813,20.65,2.065,0.03,0.03,0.76,0.076,5.3,5.3,0.928,9.28,0.0946,0.946,94.6,946,0.53,0.53,0.0928,0.928,0.00946,0.0946,9.46,94.6,0.14,0.14,3.56,0.356,REF,Reference,Reference,Reference,21.2877,21.3,0.024,0.024,0.61,0.061,Standard Loops,0.4,0.4,1.779,0.1814,181.4,0.08,0.08,0.3559,0.03629,36.29,3.4,3.4,15.124,1.5422,1542.2,1.383,1.383,35.13,3.513,0.533,0.533,13.54,1.354,Factory Option,Zinc Plate and Bake per ASTM B633,0.00162,0.14,0.14,3.56,0.356,Random,0.024,0.024,0.61,0.061
LE 024B 04 S,LE 024B 04 S,LE024B04S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.188,0.188,4.78,0.478,0.005,0.005,0.13,0.013,0.813,0.813,20.65,2.065,0.03,0.03,0.76,0.076,4.41,4.41,0.772,7.72,0.0788,0.788,78.8,788,0.441,0.441,0.0772,0.772,0.00788,0.0788,7.88,78.8,0.14,0.14,3.56,0.356,REF,Reference,Reference,Reference,21.3198,21.3,0.024,0.024,0.61,0.061,Standard Loops,0.3332,0.3332,1.482,0.1511,151.1,0.06664,0.06664,0.2964,0.03023,30.23,2.8322,2.8322,12.598,1.2847,1284.7,1.383,1.383,35.13,3.513,0.533,0.533,13.54,1.354,Factory Option,Passivate per ASTM A967,0.00165,0.14,0.14,3.56,0.356,Random,0.024,0.024,0.61,0.061
LE 024B 04 S316,LE 024B 04 S316,LE024B04S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.188,0.188,4.78,0.478,0.005,0.005,0.13,0.013,0.813,0.813,20.65,2.065,0.03,0.03,0.76,0.076,4.41,4.41,0.772,7.72,0.0788,0.788,78.8,788,0.441,0.441,0.0772,0.772,0.00788,0.0788,7.88,78.8,0.14,0.14,3.56,0.356,REF,Reference,Reference,Reference,21.3198,21.3,0.024,0.024,0.61,0.061,Standard Loops,0.3332,0.3332,1.482,0.1511,151.1,0.06664,0.06664,0.2964,0.03023,30.23,2.124,2.124,9.448,0.9634,963.4,1.219,1.219,30.96,3.096,0.533,0.533,13.54,1.354,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00165,0.14,0.14,3.56,0.356,Random,0.024,0.024,0.61,0.061
LE 024B 05 M,LE 024B 05 M,LE024B05M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.188,0.188,4.78,0.478,0.005,0.005,0.13,0.013,0.875,0.875,22.23,2.223,0.03,0.03,0.76,0.076,4.8,4.8,0.841,8.41,0.0857,0.857,85.7,857,0.48,0.48,0.0841,0.841,0.00857,0.0857,8.57,85.7,0.14,0.14,3.56,0.356,REF,Reference,Reference,Reference,23.5051,23.5,0.024,0.024,0.61,0.061,Standard Loops,0.4,0.4,1.779,0.1814,181.4,0.08,0.08,0.3559,0.03629,36.29,3.4,3.4,15.124,1.5422,1542.2,1.505,1.505,38.23,3.823,0.595,0.595,15.11,1.511,Factory Option,Zinc Plate and Bake per ASTM B633,0.00178,0.14,0.14,3.56,0.356,Random,0.024,0.024,0.61,0.061
LE 024B 05 S,LE 024B 05 S,LE024B05S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.188,0.188,4.78,0.478,0.005,0.005,0.13,0.013,0.875,0.875,22.23,2.223,0.03,0.03,0.76,0.076,4,4,0.701,7.01,0.0714,0.714,71.4,714,0.4,0.4,0.0701,0.701,0.00714,0.0714,7.14,71.4,0.14,0.14,3.56,0.356,REF,Reference,Reference,Reference,23.5051,23.5,0.024,0.024,0.61,0.061,Standard Loops,0.3332,0.3332,1.482,0.1511,151.1,0.06664,0.06664,0.2964,0.03023,30.23,2.8322,2.8322,12.598,1.2847,1284.7,1.505,1.505,38.23,3.823,0.595,0.595,15.11,1.511,Factory Option,Passivate per ASTM A967,0.00181,0.14,0.14,3.56,0.356,Random,0.024,0.024,0.61,0.061
LE 024B 05 S316,LE 024B 05 S316,LE024B05S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.188,0.188,4.78,0.478,0.005,0.005,0.13,0.013,0.875,0.875,22.23,2.223,0.03,0.03,0.76,0.076,4,4,0.701,7.01,0.0714,0.714,71.4,714,0.4,0.4,0.0701,0.701,0.00714,0.0714,7.14,71.4,0.14,0.14,3.56,0.356,REF,Reference,Reference,Reference,23.5051,23.5,0.024,0.024,0.61,0.061,Standard Loops,0.3332,0.3332,1.482,0.1511,151.1,0.06664,0.06664,0.2964,0.03023,30.23,2.124,2.124,9.448,0.9634,963.4,1.322,1.322,33.58,3.358,0.595,0.595,15.11,1.511,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00181,0.14,0.14,3.56,0.356,Random,0.024,0.024,0.61,0.061
LE 024B 06 M,LE 024B 06 M,LE024B06M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.188,0.188,4.78,0.478,0.005,0.005,0.13,0.013,0.938,0.938,23.83,2.383,0.03,0.03,0.76,0.076,4.3,4.3,0.753,7.53,0.0768,0.768,76.8,768,0.43,0.43,0.0753,0.753,0.00768,0.0768,7.68,76.8,0.14,0.14,3.56,0.356,REF,Reference,Reference,Reference,26.2383,26.2,0.024,0.024,0.61,0.061,Standard Loops,0.4,0.4,1.779,0.1814,181.4,0.08,0.08,0.3559,0.03629,36.29,3.4,3.4,15.124,1.5422,1542.2,1.638,1.638,41.61,4.161,0.658,0.658,16.71,1.671,Factory Option,Zinc Plate and Bake per ASTM B633,0.00197,0.14,0.14,3.56,0.356,Random,0.024,0.024,0.61,0.061
