title,model,field_published_stock_code,field_product_type,field_product_category,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_revision,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm,field_outside_dia_cm,field_out_dia_tol_bld_spc_in,field_out_dia_tol_in,field_out_dia_tol_mm,field_out_dia_tol_cm,field_hole_dia_bd_spe_in,field_hole_dia_in,field_hole_dia_mm,field_hole_dia_cm,field_rod_dia_bd_spe_in,field_rod_dia_in,field_rod_dia_mm,field_rod_dia_cm,field_rod_dia_tole_bd_spe_in,field_rod_dia_tole_in,field_rod_dia_tole_mm,field_rod_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm,field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_tole_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_solid_height_bd_spe_in,field_solid_height_in,field_solid_height_mm,field_solid_height_cm,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_wire_dia_cm,field_material,field_material_short_description,field_load_at_solid_height_bd_lb,field_load_at_solid_height_lb,field_load_at_solid_height_n,field_load_at_solid_height_kg,field_load_at_solid_height_gm,field_end,field_direction_of_wind,field_active_coils_bd_spe,field_active_coils,field_active_coils_tole_bd_spe,field_active_coils_tole,field_total_coils_bd_spe,field_total_coils,field_finish,field_spring_type,field_product_series,field_material_specification,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_ins_dia_tol_bld_spec_in,field_field_inside_dia_tol_in,field_field_inside_dia_tol_mm,field_field_inside_dia_tol_cm,field_color,field_weight_per_item_lb
LC 063L 06 S,LC 063L 06 S,LC063L06S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.97,0.97,24.64,2.464,+/-0.02,+/-0.02,+/-0.51,+/-0.051,1,1,25.4,2.54,0.809,0.809,20.55,2.055,MIN,MIN,MIN,MIN,2,2,50.8,5.08,0.062,0.062,1.57,0.157,7.1,7.1,1.243,12.43,0.1268,1.268,126.79,1267.9,0.71,0.71,0.1243,1.243,0.01268,0.1268,12.679,126.79,0.37,0.37,9.4,0.94,0.063,0.063,1.6,0.16,Stainless Steel,SS,11.662,11.662,51.88,5.29,5289.88,Squared and Ground,Factory Option,3.7169,3.7169,Reference,Reference,5.72,5.72,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.844,0.844,21.44,2.144,Reference,Reference,Reference,Reference,,0.0154588
LC 063L 06 S316,LC 063L 06 S316,LC063L06S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.97,0.97,24.64,2.464,+/-0.02,+/-0.02,+/-0.51,+/-0.051,1,1,25.4,2.54,0.809,0.809,20.55,2.055,MIN,MIN,MIN,MIN,2,2,50.8,5.08,0.062,0.062,1.57,0.157,7.1,7.1,1.243,12.43,0.1268,1.268,126.79,1267.9,0.71,0.71,0.1243,1.243,0.01268,0.1268,12.679,126.79,0.37,0.37,9.4,0.94,0.0625,0.063,1.59,0.159,Stainless Steel Type 316,SS316,11.662,11.662,51.88,5.29,5289.88,Squared and Ground,Factory Option,3.7169,3.7169,Reference,Reference,5.72,5.72,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.844,0.844,21.44,2.144,Reference,Reference,Reference,Reference,,0.0154588
LC 063L 07 M,LC 063L 07 M,LC063L07M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.97,0.97,24.64,2.464,+/-0.02,+/-0.02,+/-0.51,+/-0.051,1,1,25.4,2.54,0.809,0.809,20.55,2.055,MIN,MIN,MIN,MIN,2.25,2.25,57.15,5.715,0.07,0.07,1.78,0.178,7.5,7.5,1.313,13.13,0.1339,1.339,133.94,1339.4,0.75,0.75,0.1313,1.313,0.01339,0.1339,13.394,133.94,0.401,0.401,10.19,1.019,0.063,0.063,1.6,0.16,Music Wire,MW,14,14,62.28,6.35,6350.4,Squared and Ground,Factory Option,4.2225,4.2225,Reference,Reference,6.22,6.22,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.844,0.844,21.44,2.144,Reference,Reference,Reference,Reference,,0.0165112
LC 063L 07 S,LC 063L 07 S,LC063L07S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.97,0.97,24.64,2.464,+/-0.02,+/-0.02,+/-0.51,+/-0.051,1,1,25.4,2.54,0.809,0.809,20.55,2.055,MIN,MIN,MIN,MIN,2.25,2.25,57.15,5.715,0.07,0.07,1.78,0.178,6.3,6.3,1.103,11.03,0.1125,1.125,112.51,1125.1,0.63,0.63,0.1103,1.103,0.01125,0.1125,11.251,112.51,0.401,0.401,10.19,1.019,0.063,0.063,1.6,0.16,Stainless Steel,SS,11.662,11.662,51.88,5.29,5289.88,Squared and Ground,Factory Option,4.1889,4.1889,Reference,Reference,6.19,6.19,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.844,0.844,21.44,2.144,Reference,Reference,Reference,Reference,,0.0167351
LC 063L 07 S316,LC 063L 07 S316,LC063L07S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.97,0.97,24.64,2.464,+/-0.02,+/-0.02,+/-0.51,+/-0.051,1,1,25.4,2.54,0.809,0.809,20.55,2.055,MIN,MIN,MIN,MIN,2.25,2.25,57.15,5.715,0.07,0.07,1.78,0.178,6.3,6.3,1.103,11.03,0.1125,1.125,112.51,1125.1,0.63,0.63,0.1103,1.103,0.01125,0.1125,11.251,112.51,0.401,0.401,10.19,1.019,0.0625,0.063,1.59,0.159,Stainless Steel Type 316,SS316,11.662,11.662,51.88,5.29,5289.88,Squared and Ground,Factory Option,4.1889,4.1889,Reference,Reference,6.19,6.19,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.844,0.844,21.44,2.144,Reference,Reference,Reference,Reference,,0.0167351
LC 063L 08 M,LC 063L 08 M,LC063L08M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.97,0.97,24.64,2.464,+/-0.02,+/-0.02,+/-0.51,+/-0.051,1,1,25.4,2.54,0.809,0.809,20.55,2.055,MIN,MIN,MIN,MIN,2.5,2.5,63.5,6.35,0.088,0.088,2.24,0.224,6.7,6.7,1.173,11.73,0.1196,1.196,119.65,1196.5,0.67,0.67,0.1173,1.173,0.01196,0.1196,11.965,119.65,0.432,0.432,10.97,1.097,0.063,0.063,1.6,0.16,Music Wire,MW,14,14,62.28,6.35,6350.4,Squared and Ground,Factory Option,4.7266,4.7266,Reference,Reference,6.73,6.73,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.844,0.844,21.44,2.144,Reference,Reference,Reference,Reference,,0.017849
LC 063L 08 S,LC 063L 08 S,LC063L08S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.97,0.97,24.64,2.464,+/-0.02,+/-0.02,+/-0.51,+/-0.051,1,1,25.4,2.54,0.809,0.809,20.55,2.055,MIN,MIN,MIN,MIN,2.5,2.5,63.5,6.35,0.088,0.088,2.24,0.224,5.6,5.6,0.981,9.81,0.1,1,100,1000,0.56,0.56,0.0981,0.981,0.01,0.1,10,100,0.432,0.432,10.97,1.097,0.063,0.063,1.6,0.16,Stainless Steel,SS,11.662,11.662,51.88,5.29,5289.88,Squared and Ground,Factory Option,4.7126,4.7126,Reference,Reference,6.71,6.71,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.844,0.844,21.44,2.144,Reference,Reference,Reference,Reference,,0.018151
LC 063L 08 S316,LC 063L 08 S316,LC063L08S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.97,0.97,24.64,2.464,+/-0.02,+/-0.02,+/-0.51,+/-0.051,1,1,25.4,2.54,0.809,0.809,20.55,2.055,MIN,MIN,MIN,MIN,2.5,2.5,63.5,6.35,0.088,0.088,2.24,0.224,5.6,5.6,0.981,9.81,0.1,1,100,1000,0.56,0.56,0.0981,0.981,0.01,0.1,10,100,0.432,0.432,10.97,1.097,0.0625,0.063,1.59,0.159,Stainless Steel Type 316,SS316,11.662,11.662,51.88,5.29,5289.88,Squared and Ground,Factory Option,4.7126,4.7126,Reference,Reference,6.71,6.71,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.844,0.844,21.44,2.144,Reference,Reference,Reference,Reference,,0.018151
LC 063L 09 M,LC 063L 09 M,LC063L09M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.97,0.97,24.64,2.464,+/-0.02,+/-0.02,+/-0.51,+/-0.051,1,1,25.4,2.54,0.809,0.809,20.55,2.055,MIN,MIN,MIN,MIN,2.75,2.75,69.85,6.985,0.096,0.096,2.44,0.244,6.1,6.1,1.068,10.68,0.1089,1.089,108.93,1089.3,0.61,0.61,0.1068,1.068,0.01089,0.1089,10.893,108.93,0.463,0.463,11.76,1.176,0.063,0.063,1.6,0.16,Music Wire,MW,14,14,62.28,6.35,6350.4,Squared and Ground,Factory Option,5.1916,5.1916,Reference,Reference,7.19,7.19,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.844,0.844,21.44,2.144,Reference,Reference,Reference,Reference,,0.0190827
LC 063L 09 S,LC 063L 09 S,LC063L09S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.97,0.97,24.64,2.464,+/-0.02,+/-0.02,+/-0.51,+/-0.051,1,1,25.4,2.54,0.809,0.809,20.55,2.055,MIN,MIN,MIN,MIN,2.75,2.75,69.85,6.985,0.096,0.096,2.44,0.244,5.1,5.1,0.893,8.93,0.0911,0.911,91.08,910.8,0.51,0.51,0.0893,0.893,0.00911,0.0911,9.108,91.08,0.463,0.463,11.76,1.176,0.063,0.063,1.6,0.16,Stainless Steel,SS,11.662,11.662,51.88,5.29,5289.88,Squared and Ground,Factory Option,5.1746,5.1746,Reference,Reference,7.17,7.17,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.844,0.844,21.44,2.144,Reference,Reference,Reference,Reference,,0.0194003
