title,model,field_published_stock_code,field_product_type,field_product_category,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_revision,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm,field_outside_dia_cm,field_out_dia_tol_bld_spc_in,field_out_dia_tol_in,field_out_dia_tol_mm,field_out_dia_tol_cm,field_hole_dia_bd_spe_in,field_hole_dia_in,field_hole_dia_mm,field_hole_dia_cm,field_rod_dia_bd_spe_in,field_rod_dia_in,field_rod_dia_mm,field_rod_dia_cm,field_rod_dia_tole_bd_spe_in,field_rod_dia_tole_in,field_rod_dia_tole_mm,field_rod_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm,field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_tole_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_solid_height_bd_spe_in,field_solid_height_in,field_solid_height_mm,field_solid_height_cm,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_wire_dia_cm,field_material,field_material_short_description,field_load_at_solid_height_bd_lb,field_load_at_solid_height_lb,field_load_at_solid_height_n,field_load_at_solid_height_kg,field_load_at_solid_height_gm,field_end,field_direction_of_wind,field_active_coils_bd_spe,field_active_coils,field_active_coils_tole_bd_spe,field_active_coils_tole,field_total_coils_bd_spe,field_total_coils,field_finish,field_spring_type,field_product_series,field_material_specification,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_ins_dia_tol_bld_spec_in,field_field_inside_dia_tol_in,field_field_inside_dia_tol_mm,field_field_inside_dia_tol_cm,field_color,field_weight_per_item_lb
LC 098K 03 S,LC 098K 03 S,LC098K03S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.845,0.845,21.46,2.146,+/-0.015,+/-0.015,+/-0.38,+/-0.038,0.875,0.875,22.23,2.223,0.629,0.629,15.98,1.598,MIN,MIN,MIN,MIN,2,2,50.8,5.08,0.062,0.062,1.57,0.157,38.3,38.3,6.708,67.08,0.684,6.84,683.96,6839.6,3.83,3.83,0.6708,6.708,0.0684,0.684,68.396,683.96,0.917,0.917,23.29,2.329,0.098,0.098,2.49,,Stainless Steel,SS,41.65,41.65,185.27,18.892,18892.44,Squared and Ground,Factory Option,7.2219,7.2219,Reference,Reference,9.22,9.22,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.649,0.649,16.48,1.648,Reference,Reference,Reference,Reference,,0.0496953
LC 098K 03 S316,LC 098K 03 S316,LC098K03S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.845,0.845,21.46,2.146,+/-0.015,+/-0.015,+/-0.38,+/-0.038,0.875,0.875,22.23,2.223,0.629,0.629,15.98,1.598,MIN,MIN,MIN,MIN,2,2,50.8,5.08,0.062,0.062,1.57,0.157,38.3,38.3,6.708,67.08,0.684,6.84,683.96,6839.6,3.83,3.83,0.6708,6.708,0.0684,0.684,68.396,683.96,0.917,0.917,23.29,2.329,0.098,0.098,2.49,,Stainless Steel Type 316,SS316,41.65,41.65,185.27,18.892,18892.44,Squared and Ground,Factory Option,7.2219,7.2219,Reference,Reference,9.22,9.22,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.649,0.649,16.48,1.648,Reference,Reference,Reference,Reference,,0.0496953
LC 098K 04 M,LC 098K 04 M,LC098K04M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.845,0.845,21.46,2.146,+/-0.015,+/-0.015,+/-0.38,+/-0.038,0.875,0.875,22.23,2.223,0.629,0.629,15.98,1.598,MIN,MIN,MIN,MIN,2.25,2.25,57.15,5.715,0.07,0.07,1.78,0.178,40,40,7.005,70.05,0.7143,7.143,714.32,7143.2,4,4,0.7005,7.005,0.07143,0.7143,71.432,714.32,1.01,1.01,25.65,2.565,0.098,0.098,2.49,,Music Wire,MW,50,50,222.41,22.68,22680,Squared and Ground,Factory Option,8.298,8.298,Reference,Reference,10.3,10.3,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.649,0.649,16.48,1.648,Reference,Reference,Reference,Reference,,0.0544568
LC 098K 04 S,LC 098K 04 S,LC098K04S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.845,0.845,21.46,2.146,+/-0.015,+/-0.015,+/-0.38,+/-0.038,0.875,0.875,22.23,2.223,0.629,0.629,15.98,1.598,MIN,MIN,MIN,MIN,2.25,2.25,57.15,5.715,0.07,0.07,1.78,0.178,33.3,33.3,5.832,58.32,0.5947,5.947,594.67,5946.7,3.33,3.33,0.5832,5.832,0.05947,0.5947,59.467,594.67,1.01,1.01,25.65,2.565,0.098,0.098,2.49,,Stainless Steel,SS,41.65,41.65,185.27,18.892,18892.44,Squared and Ground,Factory Option,8.3063,8.3063,Reference,Reference,10.31,10.31,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.649,0.649,16.48,1.648,Reference,Reference,Reference,Reference,,0.0555388
LC 098K 04 S316,LC 098K 04 S316,LC098K04S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.845,0.845,21.46,2.146,+/-0.015,+/-0.015,+/-0.38,+/-0.038,0.875,0.875,22.23,2.223,0.629,0.629,15.98,1.598,MIN,MIN,MIN,MIN,2.25,2.25,57.15,5.715,0.07,0.07,1.78,0.178,33.3,33.3,5.832,58.32,0.5947,5.947,594.67,5946.7,3.33,3.33,0.5832,5.832,0.05947,0.5947,59.467,594.67,1.01,1.01,25.65,2.565,0.098,0.098,2.49,,Stainless Steel Type 316,SS316,41.65,41.65,185.27,18.892,18892.44,Squared and Ground,Factory Option,8.3063,8.3063,Reference,Reference,10.31,10.31,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.649,0.649,16.48,1.648,Reference,Reference,Reference,Reference,,0.0555388
LC 098K 05 M,LC 098K 05 M,LC098K05M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.845,0.845,21.46,2.146,+/-0.015,+/-0.015,+/-0.38,+/-0.038,0.875,0.875,22.23,2.223,0.629,0.629,15.98,1.598,MIN,MIN,MIN,MIN,2.5,2.5,63.5,6.35,0.088,0.088,2.24,0.224,36,36,6.305,63.05,0.6429,6.429,642.89,6428.9,3.6,3.6,0.6305,6.305,0.06429,0.6429,64.289,642.89,1.11,1.11,28.19,2.819,0.098,0.098,2.49,,Music Wire,MW,50,50,222.41,22.68,22680,Squared and Ground,Factory Option,9.22,9.22,Reference,Reference,11.22,11.22,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.649,0.649,16.48,1.648,Reference,Reference,Reference,Reference,,0.0593324
LC 098K 05 S,LC 098K 05 S,LC098K05S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.845,0.845,21.46,2.146,+/-0.015,+/-0.015,+/-0.38,+/-0.038,0.875,0.875,22.23,2.223,0.629,0.629,15.98,1.598,MIN,MIN,MIN,MIN,2.5,2.5,63.5,6.35,0.088,0.088,2.24,0.224,30,30,5.254,52.54,0.5357,5.357,535.74,5357.4,3,3,0.5254,5.254,0.05357,0.5357,53.574,535.74,1.11,1.11,28.19,2.819,0.098,0.098,2.49,,Stainless Steel,SS,41.65,41.65,185.27,18.892,18892.44,Squared and Ground,Factory Option,9.22,9.22,Reference,Reference,11.22,11.22,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.649,0.649,16.48,1.648,Reference,Reference,Reference,Reference,,0.0604625
LC 098K 05 S316,LC 098K 05 S316,LC098K05S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.845,0.845,21.46,2.146,+/-0.015,+/-0.015,+/-0.38,+/-0.038,0.875,0.875,22.23,2.223,0.629,0.629,15.98,1.598,MIN,MIN,MIN,MIN,2.5,2.5,63.5,6.35,0.088,0.088,2.24,0.224,30,30,5.254,52.54,0.5357,5.357,535.74,5357.4,3,3,0.5254,5.254,0.05357,0.5357,53.574,535.74,1.11,1.11,28.19,2.819,0.098,0.098,2.49,,Stainless Steel Type 316,SS316,41.65,41.65,185.27,18.892,18892.44,Squared and Ground,Factory Option,9.22,9.22,Reference,Reference,11.22,11.22,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.649,0.649,16.48,1.648,Reference,Reference,Reference,Reference,,0.0604625
LC 098K 06 M,LC 098K 06 M,LC098K06M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.845,0.845,21.46,2.146,+/-0.015,+/-0.015,+/-0.38,+/-0.038,0.875,0.875,22.23,2.223,0.629,0.629,15.98,1.598,MIN,MIN,MIN,MIN,2.75,2.75,69.85,6.985,0.096,0.096,2.44,0.244,32.5,32.5,5.692,56.92,0.5804,5.804,580.39,5803.9,3.25,3.25,0.5692,5.692,0.05804,0.5804,58.039,580.39,1.22,1.22,30.99,3.099,0.098,0.098,2.49,,Music Wire,MW,50,50,222.41,22.68,22680,Squared and Ground,Factory Option,10.2129,10.2129,Reference,Reference,12.21,12.21,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.649,0.649,16.48,1.648,Reference,Reference,Reference,Reference,,0.0645831
LC 098K 06 S,LC 098K 06 S,LC098K06S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.845,0.845,21.46,2.146,+/-0.015,+/-0.015,+/-0.38,+/-0.038,0.875,0.875,22.23,2.223,0.629,0.629,15.98,1.598,MIN,MIN,MIN,MIN,2.75,2.75,69.85,6.985,0.096,0.096,2.44,0.244,27.1,27.1,4.746,47.46,0.484,4.84,483.95,4839.5,2.71,2.71,0.4746,4.746,0.0484,0.484,48.395,483.95,1.22,1.22,30.99,3.099,0.098,0.098,2.49,,Stainless Steel,SS,41.65,41.65,185.27,18.892,18892.44,Squared and Ground,Factory Option,10.2066,10.2066,Reference,Reference,12.21,12.21,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.649,0.649,16.48,1.648,Reference,Reference,Reference,Reference,,0.0657794
