title,model,field_published_stock_code,field_product_type,field_product_category,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_revision,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm,field_outside_dia_cm,field_out_dia_tol_bld_spc_in,field_out_dia_tol_in,field_out_dia_tol_mm,field_out_dia_tol_cm,field_hole_dia_bd_spe_in,field_hole_dia_in,field_hole_dia_mm,field_hole_dia_cm,field_rod_dia_bd_spe_in,field_rod_dia_in,field_rod_dia_mm,field_rod_dia_cm,field_rod_dia_tole_bd_spe_in,field_rod_dia_tole_in,field_rod_dia_tole_mm,field_rod_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm,field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_tole_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_solid_height_bd_spe_in,field_solid_height_in,field_solid_height_mm,field_solid_height_cm,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_wire_dia_cm,field_material,field_material_short_description,field_load_at_solid_height_bd_lb,field_load_at_solid_height_lb,field_load_at_solid_height_n,field_load_at_solid_height_kg,field_load_at_solid_height_gm,field_end,field_direction_of_wind,field_active_coils_bd_spe,field_active_coils,field_active_coils_tole_bd_spe,field_active_coils_tole,field_total_coils_bd_spe,field_total_coils,field_finish,field_spring_type,field_product_series,field_material_specification,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_ins_dia_tol_bld_spec_in,field_field_inside_dia_tol_in,field_field_inside_dia_tol_mm,field_field_inside_dia_tol_cm,field_color,field_weight_per_item_lb
LC 026BC 00S,LC 026BC 00S,LC026BC00S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.21,0.21,5.33,0.533,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.219,0.219,5.56,0.556,0.15,0.15,3.81,0.381,MIN,MIN,MIN,MIN,0.25,0.25,6.35,0.635,0.018,0.018,0.46,0.046,32,32,5.604,56.04,0.5715,5.715,571.46,5714.6,3.2,3.2,0.5604,5.604,0.05715,0.5715,57.146,571.46,0.137,0.137,3.48,0.348,0.026,0.026,0.66,0.066,Stainless Steel,SS,4.165,4.165,18.53,1.889,1889.24,Squared and Ground,Factory Option,2.8654,2.8654,Reference,Reference,4.87,4.87,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.158,0.158,4.01,0.401,Reference,Reference,Reference,Reference,,0.0004545
LC 026BC 00S316,LC 026BC 00S316,LC026BC00S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.21,0.21,5.33,0.533,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.219,0.219,5.56,0.556,0.15,0.15,3.81,0.381,MIN,MIN,MIN,MIN,0.25,0.25,6.35,0.635,0.018,0.018,0.46,0.046,32,32,5.604,56.04,0.5715,5.715,571.46,5714.6,3.2,3.2,0.5604,5.604,0.05715,0.5715,57.146,571.46,0.137,0.137,3.48,0.348,0.026,0.026,0.66,0.066,Stainless Steel Type 316,SS316,4.165,4.165,18.53,1.889,1889.24,Squared and Ground,Factory Option,2.8654,2.8654,Reference,Reference,4.87,4.87,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.158,0.158,4.01,0.401,Reference,Reference,Reference,Reference,,0.0004545
LC 026BC 01M,LC 026BC 01M,LC026BC01M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.21,0.21,5.33,0.533,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.219,0.219,5.56,0.556,0.15,0.15,3.81,0.381,MIN,MIN,MIN,MIN,0.375,0.375,9.53,0.953,0.018,0.018,0.46,0.046,23.5,23.5,4.116,41.16,0.4197,4.197,419.66,4196.6,2.35,2.35,0.4116,4.116,0.04197,0.4197,41.966,419.66,0.176,0.176,4.47,0.447,0.026,0.026,0.66,0.066,Music Wire,MW,5,5,22.24,2.268,2268,Squared and Ground,Factory Option,4.6823,4.6823,Reference,Reference,6.68,6.68,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.158,0.158,4.01,0.401,Reference,Reference,Reference,Reference,,0.0006126
LC 026BC 01S,LC 026BC 01S,LC026BC01S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.21,0.21,5.33,0.533,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.219,0.219,5.56,0.556,0.15,0.15,3.81,0.381,MIN,MIN,MIN,MIN,0.375,0.375,9.53,0.953,0.018,0.018,0.46,0.046,19.6,19.6,3.433,34.33,0.35,3.5,350.02,3500.2,1.96,1.96,0.3433,3.433,0.035,0.35,35.002,350.02,0.176,0.176,4.47,0.447,0.026,0.026,0.66,0.066,Stainless Steel,SS,4.165,4.165,18.53,1.889,1889.24,Squared and Ground,Factory Option,4.6783,4.6783,Reference,Reference,6.68,6.68,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.158,0.158,4.01,0.401,Reference,Reference,Reference,Reference,,0.0006239
LC 026BC 01S316,LC 026BC 01S316,LC026BC01S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.21,0.21,5.33,0.533,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.219,0.219,5.56,0.556,0.15,0.15,3.81,0.381,MIN,MIN,MIN,MIN,0.375,0.375,9.53,0.953,0.018,0.018,0.46,0.046,19.6,19.6,3.433,34.33,0.35,3.5,350.02,3500.2,1.96,1.96,0.3433,3.433,0.035,0.35,35.002,350.02,0.176,0.176,4.47,0.447,0.026,0.026,0.66,0.066,Stainless Steel Type 316,SS316,4.165,4.165,18.53,1.889,1889.24,Squared and Ground,Factory Option,4.6783,4.6783,Reference,Reference,6.68,6.68,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.158,0.158,4.01,0.401,Reference,Reference,Reference,Reference,,0.0006239
LC 026BC 02M,LC 026BC 02M,LC026BC02M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.21,0.21,5.33,0.533,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.219,0.219,5.56,0.556,0.15,0.15,3.81,0.381,MIN,MIN,MIN,MIN,0.438,0.438,11.13,1.113,0.018,0.018,0.46,0.046,19.8,19.8,3.468,34.68,0.3536,3.536,353.59,3535.9,1.98,1.98,0.3468,3.468,0.03536,0.3536,35.359,353.59,0.2,0.2,5.08,0.508,0.026,0.026,0.66,0.066,Music Wire,MW,5,5,22.24,2.268,2268,Squared and Ground,Factory Option,5.5573,5.5573,Reference,Reference,7.56,7.56,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.158,0.158,4.01,0.401,Reference,Reference,Reference,Reference,,0.0006928
LC 026BC 02S,LC 026BC 02S,LC026BC02S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.21,0.21,5.33,0.533,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.219,0.219,5.56,0.556,0.15,0.15,3.81,0.381,MIN,MIN,MIN,MIN,0.438,0.438,11.13,1.113,0.018,0.018,0.46,0.046,16.5,16.5,2.89,28.9,0.2947,2.947,294.66,2946.6,1.65,1.65,0.289,2.89,0.02947,0.2947,29.466,294.66,0.2,0.2,5.08,0.508,0.026,0.026,0.66,0.066,Stainless Steel,SS,4.165,4.165,18.53,1.889,1889.24,Squared and Ground,Factory Option,5.5573,5.5573,Reference,Reference,7.56,7.56,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.158,0.158,4.01,0.401,Reference,Reference,Reference,Reference,,0.000706
LC 026BC 02S316,LC 026BC 02S316,LC026BC02S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.21,0.21,5.33,0.533,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.219,0.219,5.56,0.556,0.15,0.15,3.81,0.381,MIN,MIN,MIN,MIN,0.438,0.438,11.13,1.113,0.018,0.018,0.46,0.046,16.5,16.5,2.89,28.9,0.2947,2.947,294.66,2946.6,1.65,1.65,0.289,2.89,0.02947,0.2947,29.466,294.66,0.2,0.2,5.08,0.508,0.026,0.026,0.66,0.066,Stainless Steel Type 316,SS316,4.165,4.165,18.53,1.889,1889.24,Squared and Ground,Factory Option,5.5573,5.5573,Reference,Reference,7.56,7.56,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.158,0.158,4.01,0.401,Reference,Reference,Reference,Reference,,0.000706
LC 026BC 03M,LC 026BC 03M,LC026BC03M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.21,0.21,5.33,0.533,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.219,0.219,5.56,0.556,0.15,0.15,3.81,0.381,MIN,MIN,MIN,MIN,0.5,0.5,12.7,1.27,0.018,0.018,0.46,0.046,17,17,2.977,29.77,0.3036,3.036,303.59,3035.9,1.7,1.7,0.2977,2.977,0.03036,0.3036,30.359,303.59,0.224,0.224,5.69,0.569,0.026,0.026,0.66,0.066,Music Wire,MW,5,5,22.24,2.268,2268,Squared and Ground,Factory Option,6.4726,6.4726,Reference,Reference,8.47,8.47,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.158,0.158,4.01,0.401,Reference,Reference,Reference,Reference,,0.0007768
LC 026BC 03S,LC 026BC 03S,LC026BC03S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.21,0.21,5.33,0.533,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.219,0.219,5.56,0.556,0.15,0.15,3.81,0.381,MIN,MIN,MIN,MIN,0.5,0.5,12.7,1.27,0.018,0.018,0.46,0.046,14.2,14.2,2.487,24.87,0.2536,2.536,253.58,2535.8,1.42,1.42,0.2487,2.487,0.02536,0.2536,25.358,253.58,0.224,0.224,5.69,0.569,0.026,0.026,0.66,0.066,Stainless Steel,SS,4.165,4.165,18.53,1.889,1889.24,Squared and Ground,Factory Option,6.4574,6.4574,Reference,Reference,8.46,8.46,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.158,0.158,4.01,0.401,Reference,Reference,Reference,Reference,,0.0007901
