title,model,field_published_stock_code,field_product_type,field_product_category,field_original_publication_date, ,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_revision,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm, field_outside_dia_cm,field_outside_dia_tole_bd_spe_in,field_outside_dia_tole_in,field_outside_dia_tole_mm,field_outside_dia_tole_cm,field_hole_dia_bd_spe_in,field_hole_dia_in,field_hole_dia_mm,field_hole_dia_cm,field_rod_dia_bd_spe_in,field_rod_dia_in,field_rod_dia_mm,field_rod_dia_cm,field_rod_dia_tole_bd_spe_in,field_rod_dia_tole_in,field_rod_dia_tole_mm,field_rod_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm, field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_tole_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_solid_height_bd_spe_in,field_solid_height_in,field_solid_height_mm,field_solid_height_cm,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_material,field_material_short_description,field_load_at_solid_height_bd_lb,field_load_at_solid_height_lb,field_load_at_solid_height_n,field_load_at_solid_height_kg,field_load_at_solid_height_gm,field_end,field_direction_of_wind,field_active_coils_bd_spe,field_active_coils,field_active_coils_tole_bd_spe,field_active_coils_tole,field_total_coils_bd_spe,field_total_coils,field_finish,field_spring_type,field_product_series,field_material_specification,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_inside_dia_tole_bd_spe_in,field_inside_dia_tole_in,field_inside_dia_tole_mm,field_inside_dia_tole_cm,field_color,field_weight_per_item_lb
LC 063GH 10S316,LC 063GH 10S316,LC063GH10S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.54,0.54,13.72,1.372,+/-0.015,+/-0.015,+/-0.38,+/-0.038,0.562,0.562,14.27,1.427,0.394,0.394,10.01,1.001,MIN,MIN,MIN,MIN,2.25,2.25,57.15,5.715,0.07,0.07,1.78,0.178,15.5,15.5,2.715,27.15,0.2768,2.768,276.8,2768,1.55,1.55,0.2715,2.715,0.02768,0.2768,27.68,276.8,0.875,0.875,22.23,2.223,0.0625,0.063,1.59,Stainless Steel Type 316,SS316,20.825,20.825,92.63,9.446,9446.22,Squared and Ground,Factory Option,11.7053,11.7053,Reference,Reference,13.71,13.71,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.414,0.414,10.52,1.052,Reference,Reference,Reference,Reference,,0.0194899
LC 063GH 11M,LC 063GH 11M,LC063GH11M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.54,0.54,13.72,1.372,+/-0.015,+/-0.015,+/-0.38,+/-0.038,0.562,0.562,14.27,1.427,0.394,0.394,10.01,1.001,MIN,MIN,MIN,MIN,2.5,2.5,63.5,6.35,0.088,0.088,2.24,0.224,16.6,16.6,2.907,29.07,0.2964,2.964,296.44,2964.4,1.66,1.66,0.2907,2.907,0.02964,0.2964,29.644,296.44,0.962,0.962,24.44,2.444,0.063,0.063,1.6,Music Wire,MW,25,25,111.21,11.34,11340,Squared and Ground,Factory Option,13.1156,13.1156,Reference,Reference,15.12,15.12,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.414,0.414,10.52,1.052,Reference,Reference,Reference,Reference,,0.0210937
LC 063GH 11S,LC 063GH 11S,LC063GH11S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.54,0.54,13.72,1.372,+/-0.015,+/-0.015,+/-0.38,+/-0.038,0.562,0.562,14.27,1.427,0.394,0.394,10.01,1.001,MIN,MIN,MIN,MIN,2.5,2.5,63.5,6.35,0.088,0.088,2.24,0.224,13.8,13.8,2.417,24.17,0.2464,2.464,246.44,2464.4,1.38,1.38,0.2417,2.417,0.02464,0.2464,24.644,246.44,0.962,0.962,24.44,2.444,0.063,0.063,1.6,Stainless Steel,SS,20.825,20.825,92.63,9.446,9446.22,Squared and Ground,Factory Option,13.1473,13.1473,Reference,Reference,15.15,15.15,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.414,0.414,10.52,1.052,Reference,Reference,Reference,Reference,,0.0215405
LC 063GH 11S316,LC 063GH 11S316,LC063GH11S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.54,0.54,13.72,1.372,+/-0.015,+/-0.015,+/-0.38,+/-0.038,0.562,0.562,14.27,1.427,0.394,0.394,10.01,1.001,MIN,MIN,MIN,MIN,2.5,2.5,63.5,6.35,0.088,0.088,2.24,0.224,13.8,13.8,2.417,24.17,0.2464,2.464,246.44,2464.4,1.38,1.38,0.2417,2.417,0.02464,0.2464,24.644,246.44,0.962,0.962,24.44,2.444,0.0625,0.063,1.59,Stainless Steel Type 316,SS316,20.825,20.825,92.63,9.446,9446.22,Squared and Ground,Factory Option,13.1473,13.1473,Reference,Reference,15.15,15.15,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.414,0.414,10.52,1.052,Reference,Reference,Reference,Reference,,0.0215405
LC 063GH 12M,LC 063GH 12M,LC063GH12M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.54,0.54,13.72,1.372,+/-0.015,+/-0.015,+/-0.38,+/-0.038,0.562,0.562,14.27,1.427,0.394,0.394,10.01,1.001,MIN,MIN,MIN,MIN,2.75,2.75,69.85,6.985,0.096,0.096,2.44,0.244,15,15,2.627,26.27,0.2679,2.679,267.87,2678.7,1.5,1.5,0.2627,2.627,0.02679,0.2679,26.787,267.87,1.049,1.049,26.65,2.665,0.063,0.063,1.6,Music Wire,MW,25,25,111.21,11.34,11340,Squared and Ground,Factory Option,14.5146,14.5146,Reference,Reference,16.51,16.51,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.414,0.414,10.52,1.052,Reference,Reference,Reference,Reference,,0.023046
LC 063GH 12S,LC 063GH 12S,LC063GH12S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.54,0.54,13.72,1.372,+/-0.015,+/-0.015,+/-0.38,+/-0.038,0.562,0.562,14.27,1.427,0.394,0.394,10.01,1.001,MIN,MIN,MIN,MIN,2.75,2.75,69.85,6.985,0.096,0.096,2.44,0.244,12.5,12.5,2.189,21.89,0.2232,2.232,223.23,2232.3,1.25,1.25,0.2189,2.189,0.02232,0.2232,22.323,223.23,1.049,1.049,26.65,2.665,0.063,0.063,1.6,Stainless Steel,SS,20.825,20.825,92.63,9.446,9446.22,Squared and Ground,Factory Option,14.5146,14.5146,Reference,Reference,16.51,16.51,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.414,0.414,10.52,1.052,Reference,Reference,Reference,Reference,,0.0234849
LC 063GH 12S316,LC 063GH 12S316,LC063GH12S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.54,0.54,13.72,1.372,+/-0.015,+/-0.015,+/-0.38,+/-0.038,0.562,0.562,14.27,1.427,0.394,0.394,10.01,1.001,MIN,MIN,MIN,MIN,2.75,2.75,69.85,6.985,0.096,0.096,2.44,0.244,12.5,12.5,2.189,21.89,0.2232,2.232,223.23,2232.3,1.25,1.25,0.2189,2.189,0.02232,0.2232,22.323,223.23,1.049,1.049,26.65,2.665,0.0625,0.063,1.59,Stainless Steel Type 316,SS316,20.825,20.825,92.63,9.446,9446.22,Squared and Ground,Factory Option,14.5146,14.5146,Reference,Reference,16.51,16.51,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.414,0.414,10.52,1.052,Reference,Reference,Reference,Reference,,0.0234849
LC 063GH 13M,LC 063GH 13M,LC063GH13M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.54,0.54,13.72,1.372,+/-0.015,+/-0.015,+/-0.38,+/-0.038,0.562,0.562,14.27,1.427,0.394,0.394,10.01,1.001,MIN,MIN,MIN,MIN,3,3,76.2,7.62,0.105,0.105,2.67,0.267,13.7,13.7,2.399,23.99,0.2447,2.447,244.65,2446.5,1.37,1.37,0.2399,2.399,0.02447,0.2447,24.465,244.65,1.136,1.136,28.85,2.885,0.063,0.063,1.6,Music Wire,MW,25,25,111.21,11.34,11340,Squared and Ground,Factory Option,15.8919,15.8919,Reference,Reference,17.89,17.89,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.414,0.414,10.52,1.052,Reference,Reference,Reference,Reference,,0.024968
LC 063GH 13S,LC 063GH 13S,LC063GH13S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.54,0.54,13.72,1.372,+/-0.015,+/-0.015,+/-0.38,+/-0.038,0.562,0.562,14.27,1.427,0.394,0.394,10.01,1.001,MIN,MIN,MIN,MIN,3,3,76.2,7.62,0.105,0.105,2.67,0.267,11.4,11.4,1.997,19.97,0.2036,2.036,203.58,2035.8,1.14,1.14,0.1997,1.997,0.02036,0.2036,20.358,203.58,1.136,1.136,28.85,2.885,0.063,0.063,1.6,Stainless Steel,SS,20.825,20.825,92.63,9.446,9446.22,Squared and Ground,Factory Option,15.9152,15.9152,Reference,Reference,17.92,17.92,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.414,0.414,10.52,1.052,Reference,Reference,Reference,Reference,,0.0254766
LC 063GH 13S316,LC 063GH 13S316,LC063GH13S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.54,0.54,13.72,1.372,+/-0.015,+/-0.015,+/-0.38,+/-0.038,0.562,0.562,14.27,1.427,0.394,0.394,10.01,1.001,MIN,MIN,MIN,MIN,3,3,76.2,7.62,0.105,0.105,2.67,0.267,11.4,11.4,1.997,19.97,0.2036,2.036,203.58,2035.8,1.14,1.14,0.1997,1.997,0.02036,0.2036,20.358,203.58,1.136,1.136,28.85,2.885,0.0625,0.063,1.59,Stainless Steel Type 316,SS316,20.825,20.825,92.63,9.446,9446.22,Squared and Ground,Factory Option,15.9152,15.9152,Reference,Reference,17.92,17.92,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.414,0.414,10.52,1.052,Reference,Reference,Reference,Reference,,0.0254766
LC 063H 01 M,LC 063H 01 M,LC063H01M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.6,0.6,15.24,1.524,+/-0.015,+/-0.015,+/-0.38,+/-0.038,0.625,0.625,15.88,1.588,0.454,0.454,11.53,1.153,MIN,MIN,MIN,MIN,0.625,0.625,15.88,1.588,0.02,0.02,0.51,0.051,64,64,11.209,112.09,1.1429,11.429,1142.91,11429.1,6.4,6.4,1.1209,11.209,0.11429,1.1429,114.291,1142.91,0.285,0.285,7.24,0.724,0.063,0.063,1.6,Music Wire,MW,23,23,102.31,10.433,10432.8,Squared and Ground,Factory Option,2.3842,2.3842,Reference,Reference,4.38,4.38,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.474,0.474,12.04,1.204,Reference,Reference,Reference,Reference,,0.0068877
LC 063H 01 S,LC 063H 01 S,LC063H01S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.6,0.6,15.24,1.524,+/-0.015,+/-0.015,+/-0.38,+/-0.038,0.625,0.625,15.88,1.588,0.454,0.454,11.53,1.153,MIN,MIN,MIN,MIN,0.625,0.625,15.88,1.588,0.02,0.02,0.51,0.051,53.3,53.3,9.335,93.35,0.9518,9.518,951.83,9518.3,5.33,5.33,0.9335,9.335,0.09518,0.9518,95.183,951.83,0.285,0.285,7.24,0.724,0.063,0.063,1.6,Stainless Steel,SS,19.159,19.159,85.22,8.691,8690.52,Squared and Ground,Factory Option,2.3857,2.3857,Reference,Reference,4.39,4.39,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.474,0.474,12.04,1.204,Reference,Reference,Reference,Reference,,0.0070213
LC 063H 01 S316,LC 063H 01 S316,LC063H01S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.6,0.6,15.24,1.524,+/-0.015,+/-0.015,+/-0.38,+/-0.038,0.625,0.625,15.88,1.588,0.454,0.454,11.53,1.153,MIN,MIN,MIN,MIN,0.625,0.625,15.88,1.588,0.02,0.02,0.51,0.051,53.3,53.3,9.335,93.35,0.9518,9.518,951.83,9518.3,5.33,5.33,0.9335,9.335,0.09518,0.9518,95.183,951.83,0.285,0.285,7.24,0.724,0.0625,0.063,1.59,Stainless Steel Type 316,SS316,19.159,19.159,85.22,8.691,8690.52,Squared and Ground,Factory Option,2.3857,2.3857,Reference,Reference,4.39,4.39,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.474,0.474,12.04,1.204,Reference,Reference,Reference,Reference,,0.0070213
LC 063H 02 M,LC 063H 02 M,LC063H02M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.6,0.6,15.24,1.524,+/-0.015,+/-0.015,+/-0.38,+/-0.038,0.625,0.625,15.88,1.588,0.454,0.454,11.53,1.153,MIN,MIN,MIN,MIN,0.75,0.75,19.05,1.905,0.024,0.024,0.61,0.061,53,53,9.282,92.82,0.9465,9.465,946.47,9464.7,5.3,5.3,0.9282,9.282,0.09465,0.9465,94.647,946.47,0.316,0.316,8.03,0.803,0.063,0.063,1.6,Music Wire,MW,23,23,102.31,10.433,10432.8,Squared and Ground,Factory Option,2.879,2.879,Reference,Reference,4.88,4.88,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.474,0.474,12.04,1.204,Reference,Reference,Reference,Reference,,0.0076651
LC 063H 02 S,LC 063H 02 S,LC063H02S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.6,0.6,15.24,1.524,+/-0.015,+/-0.015,+/-0.38,+/-0.038,0.625,0.625,15.88,1.588,0.454,0.454,11.53,1.153,MIN,MIN,MIN,MIN,0.75,0.75,19.05,1.905,0.024,0.024,0.61,0.061,44.1,44.1,7.723,77.23,0.7875,7.875,787.54,7875.4,4.41,4.41,0.7723,7.723,0.07875,0.7875,78.754,787.54,0.316,0.316,8.03,0.803,0.063,0.063,1.6,Stainless Steel,SS,19.159,19.159,85.22,8.691,8690.52,Squared and Ground,Factory Option,2.8834,2.8834,Reference,Reference,4.88,4.88,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.474,0.474,12.04,1.204,Reference,Reference,Reference,Reference,,0.0078181
LC 063H 02 S316,LC 063H 02 S316,LC063H02S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.6,0.6,15.24,1.524,+/-0.015,+/-0.015,+/-0.38,+/-0.038,0.625,0.625,15.88,1.588,0.454,0.454,11.53,1.153,MIN,MIN,MIN,MIN,0.75,0.75,19.05,1.905,0.024,0.024,0.61,0.061,44.1,44.1,7.723,77.23,0.7875,7.875,787.54,7875.4,4.41,4.41,0.7723,7.723,0.07875,0.7875,78.754,787.54,0.316,0.316,8.03,0.803,0.0625,0.063,1.59,Stainless Steel Type 316,SS316,19.159,19.159,85.22,8.691,8690.52,Squared and Ground,Factory Option,2.8834,2.8834,Reference,Reference,4.88,4.88,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.474,0.474,12.04,1.204,Reference,Reference,Reference,Reference,,0.0078181
