title,model,field_published_stock_code,field_product_type,field_product_category,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_revision,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm,field_outside_dia_cm,field_out_dia_tol_bld_spc_in,field_out_dia_tol_in,field_out_dia_tol_mm,field_out_dia_tol_cm,field_hole_dia_bd_spe_in,field_hole_dia_in,field_hole_dia_mm,field_hole_dia_cm,field_rod_dia_bd_spe_in,field_rod_dia_in,field_rod_dia_mm,field_rod_dia_cm,field_rod_dia_tole_bd_spe_in,field_rod_dia_tole_in,field_rod_dia_tole_mm,field_rod_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm,field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_tole_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_solid_height_bd_spe_in,field_solid_height_in,field_solid_height_mm,field_solid_height_cm,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_wire_dia_cm,field_material,field_material_short_description,field_load_at_solid_height_bd_lb,field_load_at_solid_height_lb,field_load_at_solid_height_n,field_load_at_solid_height_kg,field_load_at_solid_height_gm,field_end,field_direction_of_wind,field_active_coils_bd_spe,field_active_coils,field_active_coils_tole_bd_spe,field_active_coils_tole,field_total_coils_bd_spe,field_total_coils,field_finish,field_spring_type,field_product_series,field_material_specification,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_ins_dia_tol_bld_spec_in,field_field_inside_dia_tol_in,field_field_inside_dia_tol_mm,field_field_inside_dia_tol_cm,field_color,field_weight_per_item_lb
LC 030D 11 M,LC 030D 11 M,LC030D11M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.3,0.3,7.62,0.762,+/-0.008,+/-0.008,+/-0.2,+/-0.02,0.313,0.313,7.95,0.795,0.228,0.228,5.79,0.579,MIN,MIN,MIN,MIN,1.25,1.25,31.75,3.175,0.039,0.039,0.99,0.099,6.3,6.3,1.103,11.03,0.1125,1.125,112.51,1125.1,0.63,0.63,0.1103,1.103,0.01125,0.1125,11.251,112.51,0.353,0.353,8.97,0.897,0.03,0.03,0.76,0.076,Music Wire,MW,6,6,26.69,2.722,2721.6,Squared and Ground,Factory Option,9.7981,9.7981,Reference,Reference,11.8,11.8,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.24,0.24,6.1,0.61,Reference,Reference,Reference,Reference,,0.0021132
LC 030D 11 S,LC 030D 11 S,LC030D11S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.3,0.3,7.62,0.762,+/-0.008,+/-0.008,+/-0.2,+/-0.02,0.313,0.313,7.95,0.795,0.228,0.228,5.79,0.579,MIN,MIN,MIN,MIN,1.25,1.25,31.75,3.175,0.039,0.039,0.99,0.099,5.2,5.2,0.911,9.11,0.0929,0.929,92.86,928.6,0.52,0.52,0.0911,0.911,0.00929,0.0929,9.286,92.86,0.353,0.353,8.97,0.897,0.03,0.03,0.76,0.076,Stainless Steel,SS,4.998,4.998,22.23,2.267,2267.09,Squared and Ground,Factory Option,9.8923,9.8923,Reference,Reference,11.89,11.89,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.24,0.24,6.1,0.61,Reference,Reference,Reference,Reference,,0.0021706
LC 030D 11 S316,LC 030D 11 S316,LC030D11S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.3,0.3,7.62,0.762,+/-0.008,+/-0.008,+/-0.2,+/-0.02,0.313,0.313,7.95,0.795,0.228,0.228,5.79,0.579,MIN,MIN,MIN,MIN,1.25,1.25,31.75,3.175,0.039,0.039,0.99,0.099,5.2,5.2,0.911,9.11,0.0929,0.929,92.86,928.6,0.52,0.52,0.0911,0.911,0.00929,0.0929,9.286,92.86,0.353,0.353,8.97,0.897,0.03,0.03,0.76,0.076,Stainless Steel Type 316,SS316,4.998,4.998,22.23,2.267,2267.09,Squared and Ground,Factory Option,9.8923,9.8923,Reference,Reference,11.89,11.89,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.24,0.24,6.1,0.61,Reference,Reference,Reference,Reference,,0.0021706
LC 030D 12 M,LC 030D 12 M,LC030D12M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.3,0.3,7.62,0.762,+/-0.008,+/-0.008,+/-0.2,+/-0.02,0.313,0.313,7.95,0.795,0.228,0.228,5.79,0.579,MIN,MIN,MIN,MIN,1.5,1.5,38.1,3.81,0.048,0.048,1.22,0.122,5.2,5.2,0.911,9.11,0.0929,0.929,92.86,928.6,0.52,0.52,0.0911,0.911,0.00929,0.0929,9.286,92.86,0.414,0.414,10.52,1.052,0.03,0.03,0.76,0.076,Music Wire,MW,6,6,26.69,2.722,2721.6,Squared and Ground,Factory Option,11.8708,11.8708,Reference,Reference,13.87,13.87,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.24,0.24,6.1,0.61,Reference,Reference,Reference,Reference,,0.0024844
LC 030D 12 S,LC 030D 12 S,LC030D12S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.3,0.3,7.62,0.762,+/-0.008,+/-0.008,+/-0.2,+/-0.02,0.313,0.313,7.95,0.795,0.228,0.228,5.79,0.579,MIN,MIN,MIN,MIN,1.5,1.5,38.1,3.81,0.048,0.048,1.22,0.122,4.3,4.3,0.753,7.53,0.0768,0.768,76.79,767.9,0.43,0.43,0.0753,0.753,0.00768,0.0768,7.679,76.79,0.414,0.414,10.52,1.052,0.03,0.03,0.76,0.076,Stainless Steel,SS,4.998,4.998,22.23,2.267,2267.09,Squared and Ground,Factory Option,11.9628,11.9628,Reference,Reference,13.96,13.96,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.24,0.24,6.1,0.61,Reference,Reference,Reference,Reference,,0.0025486
LC 030D 12 S316,LC 030D 12 S316,LC030D12S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.3,0.3,7.62,0.762,+/-0.008,+/-0.008,+/-0.2,+/-0.02,0.313,0.313,7.95,0.795,0.228,0.228,5.79,0.579,MIN,MIN,MIN,MIN,1.5,1.5,38.1,3.81,0.048,0.048,1.22,0.122,4.3,4.3,0.753,7.53,0.0768,0.768,76.79,767.9,0.43,0.43,0.0753,0.753,0.00768,0.0768,7.679,76.79,0.414,0.414,10.52,1.052,0.03,0.03,0.76,0.076,Stainless Steel Type 316,SS316,4.998,4.998,22.23,2.267,2267.09,Squared and Ground,Factory Option,11.9628,11.9628,Reference,Reference,13.96,13.96,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.24,0.24,6.1,0.61,Reference,Reference,Reference,Reference,,0.0025486
LC 030D 13 M,LC 030D 13 M,LC030D13M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.3,0.3,7.62,0.762,+/-0.008,+/-0.008,+/-0.2,+/-0.02,0.313,0.313,7.95,0.795,0.228,0.228,5.79,0.579,MIN,MIN,MIN,MIN,1.75,1.75,44.45,4.445,0.053,0.053,1.35,0.135,4.5,4.5,0.788,7.88,0.0804,0.804,80.36,803.6,0.45,0.45,0.0788,0.788,0.00804,0.0804,8.036,80.36,0.474,0.474,12.04,1.204,0.03,0.03,0.76,0.076,Music Wire,MW,6,6,26.69,2.722,2721.6,Squared and Ground,Factory Option,13.7174,13.7174,Reference,Reference,15.72,15.72,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.24,0.24,6.1,0.61,Reference,Reference,Reference,Reference,,0.0028152
LC 030D 13 S,LC 030D 13 S,LC030D13S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.3,0.3,7.62,0.762,+/-0.008,+/-0.008,+/-0.2,+/-0.02,0.313,0.313,7.95,0.795,0.228,0.228,5.79,0.579,MIN,MIN,MIN,MIN,1.75,1.75,44.45,4.445,0.053,0.053,1.35,0.135,3.7,3.7,0.648,6.48,0.0661,0.661,66.07,660.7,0.37,0.37,0.0648,0.648,0.00661,0.0661,6.607,66.07,0.474,0.474,12.04,1.204,0.03,0.03,0.76,0.076,Stainless Steel,SS,4.998,4.998,22.23,2.267,2267.09,Squared and Ground,Factory Option,13.9027,13.9027,Reference,Reference,15.9,15.9,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.24,0.24,6.1,0.61,Reference,Reference,Reference,Reference,,0.0029026
LC 030D 13 S316,LC 030D 13 S316,LC030D13S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.3,0.3,7.62,0.762,+/-0.008,+/-0.008,+/-0.2,+/-0.02,0.313,0.313,7.95,0.795,0.228,0.228,5.79,0.579,MIN,MIN,MIN,MIN,1.75,1.75,44.45,4.445,0.053,0.053,1.35,0.135,3.7,3.7,0.648,6.48,0.0661,0.661,66.07,660.7,0.37,0.37,0.0648,0.648,0.00661,0.0661,6.607,66.07,0.474,0.474,12.04,1.204,0.03,0.03,0.76,0.076,Stainless Steel Type 316,SS316,4.998,4.998,22.23,2.267,2267.09,Squared and Ground,Factory Option,13.9027,13.9027,Reference,Reference,15.9,15.9,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.24,0.24,6.1,0.61,Reference,Reference,Reference,Reference,,0.0029026
LC 030D 14 M,LC 030D 14 M,LC030D14M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.3,0.3,7.62,0.762,+/-0.008,+/-0.008,+/-0.2,+/-0.02,0.313,0.313,7.95,0.795,0.228,0.228,5.79,0.579,MIN,MIN,MIN,MIN,2,2,50.8,5.08,0.062,0.062,1.57,0.157,3.8,3.8,0.666,6.66,0.0679,0.679,67.86,678.6,0.38,0.38,0.0666,0.666,0.00679,0.0679,6.786,67.86,0.537,0.537,13.64,1.364,0.03,0.03,0.76,0.076,Music Wire,MW,6,6,26.69,2.722,2721.6,Squared and Ground,Factory Option,16.2443,16.2443,Reference,Reference,18.24,18.24,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.24,0.24,6.1,0.61,Reference,Reference,Reference,Reference,,0.0032678
