title,model,field_published_stock_code,field_product_type,field_spring_type,field_product_category,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_product_series,field_revision,field_material,field_material_short_description,field_material_specification,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm,field_outside_dia_cm,field_outside_dia_tole_bd_spe_in,field_outside_dia_tole_in,field_outside_dia_tole_mm,field_outside_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm,field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_tole_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_ins_dia_tol_bld_spec_in,field_field_inside_dia_tol_in,field_field_inside_dia_tol_mm,field_field_inside_dia_tol_cm,field_total_coils_bd_spe,field_total_coils,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_wire_dia_cm,field_end,field_initial_ten_bud_spec_lb,field_initial_tension_lb,field_initial_tension_n,field_initial_tension_kg,field_initial_tension_gm,field_initial_ten_tol_bud_spc_lb,field_initial_ten_tol_lb,field_initial_ten_tol_n,field_initial_ten_tol_kg,field_initial_ten_tol_gm,field_max_load_build_spec_lb,field_max_load_lb,field_max_load_n,field_max_load_kg,field_max_load_gm,field_max_extend_len_bd_spe_in,field_max_extended_length_in,field_max_extended_length_mm,field_max_extended_length_cm,field_body_length_build_spec_in,field_body_length_in,field_body_length_mm,field_body_length_cm,field_direction_of_wind,field_finish,field_weight_per_item_lb,field_loop_insid_dia_bd_spec_in,field_loop_inside_diameter_in,field_loop_inside_diameter_mm,field_loop_inside_diameter_cm,field_loop_position,field_loop_opening_build_spec_in,field_loop_opening_in,field_loop_opening_mm,field_loop_opening_cm
LE 020B 10 S,LE 020B 10 S,LE020B10S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.188,0.188,4.78,0.478,0.005,0.005,0.13,0.013,1.875,1.875,47.63,4.763,0.04,0.04,1.02,0.102,0.55,0.55,0.096,0.96,0.0098,0.098,9.8,98,0.055,0.055,0.0096,0.096,0.00098,0.0098,0.98,9.8,0.148,0.148,3.76,0.376,REF,Reference,Reference,Reference,76.6901,76.7,0.02,0.02,0.51,0.051,Standard Loops,0.1832,0.1832,0.815,0.0831,83.1,0.03664,0.03664,0.163,0.01662,16.62,1.666,1.666,7.411,0.7557,755.7,4.575,4.575,116.21,11.621,1.579,1.579,40.11,4.011,Factory Option,Passivate per ASTM A967,0.00397,0.148,0.148,3.76,0.376,Random,0.02,0.02,0.51,0.051
LE 020B 10 S316,LE 020B 10 S316,LE020B10S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.188,0.188,4.78,0.478,0.005,0.005,0.13,0.013,1.875,1.875,47.63,4.763,0.04,0.04,1.02,0.102,0.55,0.55,0.096,0.96,0.0098,0.098,9.8,98,0.055,0.055,0.0096,0.096,0.00098,0.0098,0.98,9.8,0.148,0.148,3.76,0.376,REF,Reference,Reference,Reference,76.6901,76.7,0.02,0.02,0.51,0.051,Standard Loops,0.1832,0.1832,0.815,0.0831,83.1,0.03664,0.03664,0.163,0.01662,16.62,1.249,1.249,5.556,0.5665,566.5,3.812,3.812,96.82,9.682,1.579,1.579,40.11,4.011,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00397,0.148,0.148,3.76,0.376,Random,0.02,0.02,0.51,0.051
LE 020B 11 M,LE 020B 11 M,LE020B11M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.188,0.188,4.78,0.478,0.005,0.005,0.13,0.013,2,2,50.8,5.08,0.04,0.04,1.02,0.102,0.61,0.61,0.107,1.07,0.0109,0.109,10.9,109,0.061,0.061,0.0107,0.107,0.00109,0.0109,1.09,10.9,0.148,0.148,3.76,0.376,REF,Reference,Reference,Reference,82.9762,83,0.02,0.02,0.51,0.051,Standard Loops,0.22,0.22,0.979,0.0998,99.8,0.044,0.044,0.1957,0.01996,19.96,2,2,8.896,0.9072,907.2,4.92,4.92,124.97,12.497,1.704,1.704,43.28,4.328,Factory Option,Zinc Plate and Bake per ASTM B633,0.00421,0.148,0.148,3.76,0.376,Random,0.02,0.02,0.51,0.051
LE 020B 11 S,LE 020B 11 S,LE020B11S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.188,0.188,4.78,0.478,0.005,0.005,0.13,0.013,2,2,50.8,5.08,0.04,0.04,1.02,0.102,0.51,0.51,0.089,0.89,0.0091,0.091,9.1,91,0.051,0.051,0.0089,0.089,0.00091,0.0091,0.91,9.1,0.148,0.148,3.76,0.376,REF,Reference,Reference,Reference,82.705,82.7,0.02,0.02,0.51,0.051,Standard Loops,0.1832,0.1832,0.815,0.0831,83.1,0.03664,0.03664,0.163,0.01662,16.62,1.666,1.666,7.411,0.7557,755.7,4.92,4.92,124.97,12.497,1.704,1.704,43.28,4.328,Factory Option,Passivate per ASTM A967,0.00428,0.148,0.148,3.76,0.376,Random,0.02,0.02,0.51,0.051
LE 020B 11 S316,LE 020B 11 S316,LE020B11S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.188,0.188,4.78,0.478,0.005,0.005,0.13,0.013,2,2,50.8,5.08,0.04,0.04,1.02,0.102,0.51,0.51,0.089,0.89,0.0091,0.091,9.1,91,0.051,0.051,0.0089,0.089,0.00091,0.0091,0.91,9.1,0.148,0.148,3.76,0.376,REF,Reference,Reference,Reference,82.705,82.7,0.02,0.02,0.51,0.051,Standard Loops,0.1832,0.1832,0.815,0.0831,83.1,0.03664,0.03664,0.163,0.01662,16.62,1.249,1.249,5.556,0.5665,566.5,4.089,4.089,103.86,10.386,1.704,1.704,43.28,4.328,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00428,0.148,0.148,3.76,0.376,Random,0.02,0.02,0.51,0.051
LE 020B 12 M,LE 020B 12 M,LE020B12M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.188,0.188,4.78,0.478,0.005,0.005,0.13,0.013,2.25,2.25,57.15,5.715,0.05,0.05,1.27,0.127,0.53,0.53,0.093,0.93,0.0095,0.095,9.5,95,0.053,0.053,0.0093,0.093,0.00095,0.0095,0.95,9.5,0.148,0.148,3.76,0.376,REF,Reference,Reference,Reference,95.5009,95.5,0.02,0.02,0.51,0.051,Standard Loops,0.22,0.22,0.979,0.0998,99.8,0.044,0.044,0.1957,0.01996,19.96,2,2,8.896,0.9072,907.2,5.61,5.61,142.49,14.249,1.954,1.954,49.63,4.963,Factory Option,Zinc Plate and Bake per ASTM B633,0.00483,0.148,0.148,3.76,0.376,Random,0.02,0.02,0.51,0.051
LE 020B 12 S,LE 020B 12 S,LE020B12S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.188,0.188,4.78,0.478,0.005,0.005,0.13,0.013,2.25,2.25,57.15,5.715,0.05,0.05,1.27,0.127,0.44,0.44,0.077,0.77,0.0079,0.079,7.9,79,0.044,0.044,0.0077,0.077,0.00079,0.0079,0.79,7.9,0.148,0.148,3.76,0.376,REF,Reference,Reference,Reference,95.8626,95.9,0.02,0.02,0.51,0.051,Standard Loops,0.1832,0.1832,0.815,0.0831,83.1,0.03664,0.03664,0.163,0.01662,16.62,1.666,1.666,7.411,0.7557,755.7,5.61,5.61,142.49,14.249,1.954,1.954,49.63,4.963,Factory Option,Passivate per ASTM A967,0.00494,0.148,0.148,3.76,0.376,Random,0.02,0.02,0.51,0.051
LE 020B 12 S316,LE 020B 12 S316,LE020B12S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.188,0.188,4.78,0.478,0.005,0.005,0.13,0.013,2.25,2.25,57.15,5.715,0.05,0.05,1.27,0.127,0.44,0.44,0.077,0.77,0.0079,0.079,7.9,79,0.044,0.044,0.0077,0.077,0.00079,0.0079,0.79,7.9,0.148,0.148,3.76,0.376,REF,Reference,Reference,Reference,95.8626,95.9,0.02,0.02,0.51,0.051,Standard Loops,0.1832,0.1832,0.815,0.0831,83.1,0.03664,0.03664,0.163,0.01662,16.62,1.249,1.249,5.556,0.5665,566.5,4.672,4.672,118.67,11.867,1.954,1.954,49.63,4.963,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00494,0.148,0.148,3.76,0.376,Random,0.02,0.02,0.51,0.051
LE 020B 13 M,LE 020B 13 M,LE020B13M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.188,0.188,4.78,0.478,0.005,0.005,0.13,0.013,2.5,2.5,63.5,6.35,0.05,0.05,1.27,0.127,0.47,0.47,0.082,0.82,0.0084,0.084,8.4,84,0.047,0.047,0.0082,0.082,0.00084,0.0084,0.84,8.4,0.148,0.148,3.76,0.376,REF,Reference,Reference,Reference,107.6925,107.7,0.02,0.02,0.51,0.051,Standard Loops,0.22,0.22,0.979,0.0998,99.8,0.044,0.044,0.1957,0.01996,19.96,2,2,8.896,0.9072,907.2,6.29,6.29,159.77,15.977,2.204,2.204,55.98,5.598,Factory Option,Zinc Plate and Bake per ASTM B633,0.00543,0.148,0.148,3.76,0.376,Random,0.02,0.02,0.51,0.051
LE 020B 13 S,LE 020B 13 S,LE020B13S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.188,0.188,4.78,0.478,0.005,0.005,0.13,0.013,2.5,2.5,63.5,6.35,0.05,0.05,1.27,0.127,0.39,0.39,0.068,0.68,0.007,0.07,7,70,0.039,0.039,0.0068,0.068,0.0007,0.007,0.7,7,0.148,0.148,3.76,0.376,REF,Reference,Reference,Reference,108.1527,108.2,0.02,0.02,0.51,0.051,Standard Loops,0.1832,0.1832,0.815,0.0831,83.1,0.03664,0.03664,0.163,0.01662,16.62,1.666,1.666,7.411,0.7557,755.7,6.29,6.29,159.77,15.977,2.204,2.204,55.98,5.598,Factory Option,Passivate per ASTM A967,0.00556,0.148,0.148,3.76,0.376,Random,0.02,0.02,0.51,0.051
