title,model,field_published_stock_code,field_product_type,field_spring_type,field_product_category,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_product_series,field_revision,field_material,field_material_short_description,field_material_specification,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm,field_outside_dia_cm,field_outside_dia_tole_bd_spe_in,field_outside_dia_tole_in,field_outside_dia_tole_mm,field_outside_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm,field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_tole_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_ins_dia_tol_bld_spec_in,field_field_inside_dia_tol_in,field_field_inside_dia_tol_mm,field_field_inside_dia_tol_cm,field_total_coils_bd_spe,field_total_coils,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_wire_dia_cm,field_end,field_initial_ten_bud_spec_lb,field_initial_tension_lb,field_initial_tension_n,field_initial_tension_kg,field_initial_tension_gm,field_initial_ten_tol_bud_spc_lb,field_initial_ten_tol_lb,field_initial_ten_tol_n,field_initial_ten_tol_kg,field_initial_ten_tol_gm,field_max_load_build_spec_lb,field_max_load_lb,field_max_load_n,field_max_load_kg,field_max_load_gm,field_max_extend_len_bd_spe_in,field_max_extended_length_in,field_max_extended_length_mm,field_max_extended_length_cm,field_body_length_build_spec_in,field_body_length_in,field_body_length_mm,field_body_length_cm,field_direction_of_wind,field_finish,field_weight_per_item_lb,field_loop_insid_dia_bd_spec_in,field_loop_inside_diameter_in,field_loop_inside_diameter_mm,field_loop_inside_diameter_cm,field_loop_position,field_loop_opening_build_spec_in,field_loop_opening_in,field_loop_opening_mm,field_loop_opening_cm
LE 016B 09 S316,LE 016B 09 S316,LE016B09S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.188,0.188,4.78,0.478,0.005,0.005,0.13,0.013,1.75,1.75,44.45,4.445,0.04,0.04,1.02,0.102,0.18,0.18,0.032,0.32,0.0032,0.032,3.2,32,0.018,0.018,0.0032,0.032,0.00032,0.0032,0.32,3.2,0.156,0.156,3.96,0.396,REF,Reference,Reference,Reference,89.44,89.4,0.016,0.016,0.41,0.041,Standard Loops,0.0666,0.0666,0.296,0.0302,30.2,0.01332,0.01332,0.0593,0.00604,6.04,0.749,0.749,3.332,0.3397,339.7,5.541,5.541,140.74,14.074,1.438,1.438,36.53,3.653,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00302,0.156,0.156,3.96,0.396,Random,0.016,0.016,0.41,0.041
LE 016B 10 M,LE 016B 10 M,LE016B10M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.188,0.188,4.78,0.478,0.005,0.005,0.13,0.013,1.875,1.875,47.63,4.763,0.04,0.04,1.02,0.102,0.2,0.2,0.035,0.35,0.0036,0.036,3.6,36,0.02,0.02,0.0035,0.035,0.00036,0.0036,0.36,3.6,0.156,0.156,3.96,0.396,REF,Reference,Reference,Reference,96.5952,96.6,0.016,0.016,0.41,0.041,Standard Loops,0.08,0.08,0.356,0.0363,36.3,0.016,0.016,0.0712,0.00726,7.26,1.2,1.2,5.338,0.5443,544.3,7.475,7.475,189.87,18.987,1.563,1.563,39.7,3.97,Factory Option,Zinc Plate and Bake per ASTM B633,0.0032,0.156,0.156,3.96,0.396,Random,0.016,0.016,0.41,0.041
LE 016B 10 S,LE 016B 10 S,LE016B10S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.188,0.188,4.78,0.478,0.005,0.005,0.13,0.013,1.875,1.875,47.63,4.763,0.04,0.04,1.02,0.102,0.17,0.17,0.03,0.3,0.003,0.03,3,30,0.017,0.017,0.003,0.03,0.0003,0.003,0.3,3,0.156,0.156,3.96,0.396,REF,Reference,Reference,Reference,94.7012,94.7,0.016,0.016,0.41,0.041,Standard Loops,0.0666,0.0666,0.296,0.0302,30.2,0.01332,0.01332,0.0593,0.00604,6.04,0.9996,0.9996,4.446,0.4534,453.4,7.475,7.475,189.87,18.987,1.563,1.563,39.7,3.97,Factory Option,Passivate per ASTM A967,0.0032,0.156,0.156,3.96,0.396,Random,0.016,0.016,0.41,0.041
LE 016B 10 S316,LE 016B 10 S316,LE016B10S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.188,0.188,4.78,0.478,0.005,0.005,0.13,0.013,1.875,1.875,47.63,4.763,0.04,0.04,1.02,0.102,0.17,0.17,0.03,0.3,0.003,0.03,3,30,0.017,0.017,0.003,0.03,0.0003,0.003,0.3,3,0.156,0.156,3.96,0.396,REF,Reference,Reference,Reference,94.7012,94.7,0.016,0.016,0.41,0.041,Standard Loops,0.0666,0.0666,0.296,0.0302,30.2,0.01332,0.01332,0.0593,0.00604,6.04,0.749,0.749,3.332,0.3397,339.7,5.889,5.889,149.58,14.958,1.563,1.563,39.7,3.97,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.0032,0.156,0.156,3.96,0.396,Random,0.016,0.016,0.41,0.041
LE 016B 11 M,LE 016B 11 M,LE016B11M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.188,0.188,4.78,0.478,0.005,0.005,0.13,0.013,2,2,50.8,5.08,0.04,0.04,1.02,0.102,0.18,0.18,0.032,0.32,0.0032,0.032,3.2,32,0.018,0.018,0.0032,0.032,0.00032,0.0032,0.32,3.2,0.156,0.156,3.96,0.396,REF,Reference,Reference,Reference,107.328,107.3,0.016,0.016,0.41,0.041,Standard Loops,0.08,0.08,0.356,0.0363,36.3,0.016,0.016,0.0712,0.00726,7.26,1.2,1.2,5.338,0.5443,544.3,8.22,8.22,208.79,20.879,1.688,1.688,42.88,4.288,Factory Option,Zinc Plate and Bake per ASTM B633,0.00355,0.156,0.156,3.96,0.396,Random,0.016,0.016,0.41,0.041
LE 016B 11 S,LE 016B 11 S,LE016B11S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.188,0.188,4.78,0.478,0.005,0.005,0.13,0.013,2,2,50.8,5.08,0.04,0.04,1.02,0.102,0.15,0.15,0.026,0.26,0.0027,0.027,2.7,27,0.015,0.015,0.0026,0.026,0.00027,0.0027,0.27,2.7,0.156,0.156,3.96,0.396,REF,Reference,Reference,Reference,107.328,107.3,0.016,0.016,0.41,0.041,Standard Loops,0.0666,0.0666,0.296,0.0302,30.2,0.01332,0.01332,0.0593,0.00604,6.04,0.9996,0.9996,4.446,0.4534,453.4,8.22,8.22,208.79,20.879,1.688,1.688,42.88,4.288,Factory Option,Passivate per ASTM A967,0.00362,0.156,0.156,3.96,0.396,Random,0.016,0.016,0.41,0.041
LE 016B 11 S316,LE 016B 11 S316,LE016B11S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.188,0.188,4.78,0.478,0.005,0.005,0.13,0.013,2,2,50.8,5.08,0.04,0.04,1.02,0.102,0.15,0.15,0.026,0.26,0.0027,0.027,2.7,27,0.015,0.015,0.0026,0.026,0.00027,0.0027,0.27,2.7,0.156,0.156,3.96,0.396,REF,Reference,Reference,Reference,107.328,107.3,0.016,0.016,0.41,0.041,Standard Loops,0.0666,0.0666,0.296,0.0302,30.2,0.01332,0.01332,0.0593,0.00604,6.04,0.749,0.749,3.332,0.3397,339.7,6.549,6.549,166.34,16.634,1.688,1.688,42.88,4.288,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00362,0.156,0.156,3.96,0.396,Random,0.016,0.016,0.41,0.041
LE 016B 12 M,LE 016B 12 M,LE016B12M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.188,0.188,4.78,0.478,0.005,0.005,0.13,0.013,2.25,2.25,57.15,5.715,0.05,0.05,1.27,0.127,0.16,0.16,0.028,0.28,0.0029,0.029,2.9,29,0.016,0.016,0.0028,0.028,0.00029,0.0029,0.29,2.9,0.156,0.156,3.96,0.396,REF,Reference,Reference,Reference,120.744,120.7,0.016,0.016,0.41,0.041,Standard Loops,0.08,0.08,0.356,0.0363,36.3,0.016,0.016,0.0712,0.00726,7.26,1.2,1.2,5.338,0.5443,544.3,9.25,9.25,234.95,23.495,1.938,1.938,49.23,4.923,Factory Option,Zinc Plate and Bake per ASTM B633,0.00398,0.156,0.156,3.96,0.396,Random,0.016,0.016,0.41,0.041
LE 016B 12 S,LE 016B 12 S,LE016B12S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.188,0.188,4.78,0.478,0.005,0.005,0.13,0.013,2.25,2.25,57.15,5.715,0.05,0.05,1.27,0.127,0.13,0.13,0.023,0.23,0.0023,0.023,2.3,23,0.013,0.013,0.0023,0.023,0.00023,0.0023,0.23,2.3,0.156,0.156,3.96,0.396,REF,Reference,Reference,Reference,123.84,123.8,0.016,0.016,0.41,0.041,Standard Loops,0.0666,0.0666,0.296,0.0302,30.2,0.01332,0.01332,0.0593,0.00604,6.04,0.9996,0.9996,4.446,0.4534,453.4,9.25,9.25,234.95,23.495,1.938,1.938,49.23,4.923,Factory Option,Passivate per ASTM A967,0.00416,0.156,0.156,3.96,0.396,Random,0.016,0.016,0.41,0.041
LE 016B 12 S316,LE 016B 12 S316,LE016B12S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.188,0.188,4.78,0.478,0.005,0.005,0.13,0.013,2.25,2.25,57.15,5.715,0.05,0.05,1.27,0.127,0.13,0.13,0.023,0.23,0.0023,0.023,2.3,23,0.013,0.013,0.0023,0.023,0.00023,0.0023,0.23,2.3,0.156,0.156,3.96,0.396,REF,Reference,Reference,Reference,123.84,123.8,0.016,0.016,0.41,0.041,Standard Loops,0.0666,0.0666,0.296,0.0302,30.2,0.01332,0.01332,0.0593,0.00604,6.04,0.749,0.749,3.332,0.3397,339.7,7.499,7.499,190.47,19.047,1.938,1.938,49.23,4.923,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00416,0.156,0.156,3.96,0.396,Random,0.016,0.016,0.41,0.041
