title,model,field_published_stock_code,field_product_type,field_spring_type,field_product_category,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_product_series,field_revision,field_material,field_material_short_description,field_material_specification,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm,field_outside_dia_cm,field_outside_dia_tole_bd_spe_in,field_outside_dia_tole_in,field_outside_dia_tole_mm,field_outside_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm,field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_tole_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_ins_dia_tol_bld_spec_in,field_field_inside_dia_tol_in,field_field_inside_dia_tol_mm,field_field_inside_dia_tol_cm,field_total_coils_bd_spe,field_total_coils,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_wire_dia_cm,field_end,field_initial_ten_bud_spec_lb,field_initial_tension_lb,field_initial_tension_n,field_initial_tension_kg,field_initial_tension_gm,field_initial_ten_tol_bud_spc_lb,field_initial_ten_tol_lb,field_initial_ten_tol_n,field_initial_ten_tol_kg,field_initial_ten_tol_gm,field_max_load_build_spec_lb,field_max_load_lb,field_max_load_n,field_max_load_kg,field_max_load_gm,field_max_extend_len_bd_spe_in,field_max_extended_length_in,field_max_extended_length_mm,field_max_extended_length_cm,field_body_length_build_spec_in,field_body_length_in,field_body_length_mm,field_body_length_cm,field_direction_of_wind,field_finish,field_weight_per_item_lb,field_loop_insid_dia_bd_spec_in,field_loop_inside_diameter_in,field_loop_inside_diameter_mm,field_loop_inside_diameter_cm,field_loop_position,field_loop_opening_build_spec_in,field_loop_opening_in,field_loop_opening_mm,field_loop_opening_cm
LE 067E 11 M,LE 067E 11 M,LE067E11M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.5,0.5,12.7,1.27,0.01,0.01,0.25,0.025,4.5,4.5,114.3,11.43,0.075,0.075,1.91,0.191,6.74,6.74,1.18,11.8,0.1204,1.204,120.4,1204,0.674,0.674,0.118,1.18,0.01204,0.1204,12.04,120.4,0.366,0.366,9.3,0.93,REF,Reference,Reference,Reference,55.2416,55.2,0.067,0.067,1.7,0.17,Standard Loops,3.5,3.5,15.569,1.5876,1587.6,0.7,0.7,3.1138,0.31752,317.52,24.02,24.02,106.846,10.8955,10895.5,7.54,7.54,191.52,19.152,3.768,3.768,95.71,9.571,Factory Option,Zinc Plate and Bake per ASTM B633,0.08201,0.366,0.366,9.3,0.93,Random,0.067,0.067,1.7,0.17
LE 067E 11 S,LE 067E 11 S,LE067E11S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.5,0.5,12.7,1.27,0.01,0.01,0.25,0.025,4.5,4.5,114.3,11.43,0.075,0.075,1.91,0.191,5.61,5.61,0.982,9.82,0.1002,1.002,100.2,1002,0.561,0.561,0.0982,0.982,0.01002,0.1002,10.02,100.2,0.366,0.366,9.3,0.93,REF,Reference,Reference,Reference,55.3073,55.3,0.067,0.067,1.7,0.17,Standard Loops,2.9155,2.9155,12.969,1.3225,1322.5,0.5831,0.5831,2.5938,0.26449,264.49,20.0086,20.0086,89.003,9.0759,9075.9,7.54,7.54,191.52,19.152,3.768,3.768,95.71,9.571,Factory Option,Passivate per ASTM A967,0.08367,0.366,0.366,9.3,0.93,Random,0.067,0.067,1.7,0.17
LE 067E 11 S316,LE 067E 11 S316,LE067E11S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.5,0.5,12.7,1.27,0.01,0.01,0.25,0.025,4.5,4.5,114.3,11.43,0.075,0.075,1.91,0.191,5.61,5.61,0.982,9.82,0.1002,1.002,100.2,1002,0.561,0.561,0.0982,0.982,0.01002,0.1002,10.02,100.2,0.366,0.366,9.3,0.93,REF,Reference,Reference,Reference,55.3073,55.3,0.067,0.067,1.7,0.17,Standard Loops,2.9155,2.9155,12.969,1.3225,1322.5,0.5831,0.5831,2.5938,0.26449,264.49,15.006,15.006,66.75,6.8067,6806.7,6.655,6.655,169.04,16.904,3.768,3.768,95.71,9.571,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.08367,0.366,0.366,9.3,0.93,Random,0.067,0.067,1.7,0.17
LE 067E 12 M,LE 067E 12 M,LE067E12M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.5,0.5,12.7,1.27,0.01,0.01,0.25,0.025,5,5,127,12.7,0.075,0.075,1.91,0.191,5.94,5.94,1.04,10.4,0.1061,1.061,106.1,1061,0.594,0.594,0.104,1.04,0.01061,0.1061,10.61,106.1,0.366,0.366,9.3,0.93,REF,Reference,Reference,Reference,62.6816,62.7,0.067,0.067,1.7,0.17,Standard Loops,3.5,3.5,15.569,1.5876,1587.6,0.7,0.7,3.1138,0.31752,317.52,24.02,24.02,106.846,10.8955,10895.5,8.45,8.45,214.63,21.463,4.268,4.268,108.41,10.841,Factory Option,Zinc Plate and Bake per ASTM B633,0.09267,0.366,0.366,9.3,0.93,Random,0.067,0.067,1.7,0.17
LE 067E 12 S,LE 067E 12 S,LE067E12S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.5,0.5,12.7,1.27,0.01,0.01,0.25,0.025,5,5,127,12.7,0.075,0.075,1.91,0.191,4.95,4.95,0.867,8.67,0.0884,0.884,88.4,884,0.495,0.495,0.0867,0.867,0.00884,0.0884,8.84,88.4,0.366,0.366,9.3,0.93,REF,Reference,Reference,Reference,62.6816,62.7,0.067,0.067,1.7,0.17,Standard Loops,2.9155,2.9155,12.969,1.3225,1322.5,0.5831,0.5831,2.5938,0.26449,264.49,20.0086,20.0086,89.003,9.0759,9075.9,8.45,8.45,214.63,21.463,4.268,4.268,108.41,10.841,Factory Option,Passivate per ASTM A967,0.09444,0.366,0.366,9.3,0.93,Random,0.067,0.067,1.7,0.17
LE 067E 12 S316,LE 067E 12 S316,LE067E12S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.5,0.5,12.7,1.27,0.01,0.01,0.25,0.025,5,5,127,12.7,0.075,0.075,1.91,0.191,4.95,4.95,0.867,8.67,0.0884,0.884,88.4,884,0.495,0.495,0.0867,0.867,0.00884,0.0884,8.84,88.4,0.366,0.366,9.3,0.93,REF,Reference,Reference,Reference,62.6816,62.7,0.067,0.067,1.7,0.17,Standard Loops,2.9155,2.9155,12.969,1.3225,1322.5,0.5831,0.5831,2.5938,0.26449,264.49,15.006,15.006,66.75,6.8067,6806.7,7.442,7.442,189.03,18.903,4.268,4.268,108.41,10.841,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.09444,0.366,0.366,9.3,0.93,Random,0.067,0.067,1.7,0.17
LE 069E 01 M,LE 069E 01 M,LE069E01M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.5,0.5,12.7,1.27,0.01,0.01,0.25,0.025,1.25,1.25,31.75,3.175,0.035,0.035,0.89,0.089,64.12,64.12,11.23,112.3,1.1451,11.451,1145.1,11451,6.412,6.412,1.123,11.23,0.11451,1.1451,114.51,1145.1,0.362,0.362,9.19,0.919,REF,Reference,Reference,Reference,6.62,6.6,0.069,0.069,1.75,0.175,Standard Loops,4,4,17.793,1.8144,1814.4,0.8,0.8,3.5586,0.36288,362.88,25.5,25.5,113.43,11.5668,11566.8,1.585,1.585,40.26,4.026,0.526,0.526,13.36,1.336,Factory Option,Zinc Plate and Bake per ASTM B633,0.01302,0.362,0.362,9.19,0.919,Random,0.069,0.069,1.75,0.175
LE 069E 01 S,LE 069E 01 S,LE069E01S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.5,0.5,12.7,1.27,0.01,0.01,0.25,0.025,1.25,1.25,31.75,3.175,0.035,0.035,0.89,0.089,53.433,53.433,9.358,93.58,0.9542,9.542,954.2,9542,5.3433,5.3433,0.9358,9.358,0.09542,0.9542,95.42,954.2,0.362,0.362,9.19,0.919,REF,Reference,Reference,Reference,6.62,6.6,0.069,0.069,1.75,0.175,Standard Loops,3.333,3.333,14.826,1.5118,1511.8,0.6666,0.6666,2.9652,0.30237,302.37,21.25,21.25,94.525,9.639,9639,1.585,1.585,40.26,4.026,0.526,0.526,13.36,1.336,Factory Option,Passivate per ASTM A967,0.01311,0.362,0.362,9.19,0.919,Random,0.069,0.069,1.75,0.175
LE 069E 02 M,LE 069E 02 M,LE069E02M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.5,0.5,12.7,1.27,0.01,0.01,0.25,0.025,1.5,1.5,38.1,3.81,0.035,0.035,0.89,0.089,41.45,41.45,7.259,72.59,0.7402,7.402,740.2,7402,4.145,4.145,0.7259,7.259,0.07402,0.7402,74.02,740.2,0.362,0.362,9.19,0.919,REF,Reference,Reference,Reference,10.25,10.3,0.069,0.069,1.75,0.175,Standard Loops,4,4,17.793,1.8144,1814.4,0.8,0.8,3.5586,0.36288,362.88,25.5,25.5,113.43,11.5668,11566.8,2.019,2.019,51.28,5.128,0.776,0.776,19.71,1.971,Factory Option,Zinc Plate and Bake per ASTM B633,0.01849,0.362,0.362,9.19,0.919,Random,0.069,0.069,1.75,0.175
LE 069E 02 S,LE 069E 02 S,LE069E02S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.5,0.5,12.7,1.27,0.01,0.01,0.25,0.025,1.5,1.5,38.1,3.81,0.035,0.035,0.89,0.089,34.542,34.542,6.049,60.49,0.6169,6.169,616.9,6169,3.4542,3.4542,0.6049,6.049,0.06169,0.6169,61.69,616.9,0.362,0.362,9.19,0.919,REF,Reference,Reference,Reference,10.25,10.3,0.069,0.069,1.75,0.175,Standard Loops,3.333,3.333,14.826,1.5118,1511.8,0.6666,0.6666,2.9652,0.30237,302.37,21.25,21.25,94.525,9.639,9639,2.019,2.019,51.28,5.128,0.776,0.776,19.71,1.971,Factory Option,Passivate per ASTM A967,0.01862,0.362,0.362,9.19,0.919,Random,0.069,0.069,1.75,0.175
