title,model,field_published_stock_code,field_product_type,field_spring_type,field_product_category,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_product_series,field_revision,field_material,field_material_short_description,field_material_specification,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm,field_outside_dia_cm,field_outside_dia_tole_bd_spe_in,field_outside_dia_tole_in,field_outside_dia_tole_mm,field_outside_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm,field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_tole_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_ins_dia_tol_bld_spec_in,field_field_inside_dia_tol_in,field_field_inside_dia_tol_mm,field_field_inside_dia_tol_cm,field_total_coils_bd_spe,field_total_coils,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_wire_dia_cm,field_end,field_initial_ten_bud_spec_lb,field_initial_tension_lb,field_initial_tension_n,field_initial_tension_kg,field_initial_tension_gm,field_initial_ten_tol_bud_spc_lb,field_initial_ten_tol_lb,field_initial_ten_tol_n,field_initial_ten_tol_kg,field_initial_ten_tol_gm,field_max_load_build_spec_lb,field_max_load_lb,field_max_load_n,field_max_load_kg,field_max_load_gm,field_max_extend_len_bd_spe_in,field_max_extended_length_in,field_max_extended_length_mm,field_max_extended_length_cm,field_body_length_build_spec_in,field_body_length_in,field_body_length_mm,field_body_length_cm,field_direction_of_wind,field_finish,field_weight_per_item_lb,field_loop_insid_dia_bd_spec_in,field_loop_inside_diameter_in,field_loop_inside_diameter_mm,field_loop_inside_diameter_cm,field_loop_position,field_loop_opening_build_spec_in,field_loop_opening_in,field_loop_opening_mm,field_loop_opening_cm
LE 115J 02 M,LE 115J 02 M,LE115J02M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,1,1,25.4,2.54,0.02,0.02,0.51,0.051,3,3,76.2,7.62,0.05,0.05,1.27,0.127,30.2,30.2,5.289,52.89,0.5393,5.393,539.3,5393,3.02,3.02,0.5289,5.289,0.05393,0.5393,53.93,539.3,0.77,0.77,19.56,1.956,REF,Reference,Reference,Reference,12.0105,12,0.115,0.115,2.92,0.292,Standard Loops,5,5,22.241,2.268,2268,1,1,4.4482,0.4536,453.6,50,50,222.411,22.68,22680,4.49,4.49,114.05,11.405,1.46,1.46,37.08,3.708,Factory Option,Zinc Plate and Bake per ASTM B633,0.12087,0.77,0.77,19.56,1.956,Random,0.115,0.115,2.92,0.292
LE 115J 02 S,LE 115J 02 S,LE115J02S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,1,1,25.4,2.54,0.02,0.02,0.51,0.051,3,3,76.2,7.62,0.05,0.05,1.27,0.127,25.16,25.16,4.406,44.06,0.4493,4.493,449.3,4493,2.516,2.516,0.4406,4.406,0.04493,0.4493,44.93,449.3,0.77,0.77,19.56,1.956,REF,Reference,Reference,Reference,12.536,12.5,0.115,0.115,2.92,0.292,Standard Loops,4.165,4.165,18.527,1.8892,1889.2,0.833,0.833,3.7054,0.37785,377.85,41.65,41.65,185.268,18.8924,18892.4,4.49,4.49,114.05,11.405,1.46,1.46,37.08,3.708,Factory Option,Passivate per ASTM A967,0.12779,0.77,0.77,19.56,1.956,Random,0.115,0.115,2.92,0.292
LE 115J 03 M,LE 115J 03 M,LE115J03M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,1,1,25.4,2.54,0.02,0.02,0.51,0.051,3.5,3.5,88.9,8.89,0.06,0.06,1.52,0.152,22.7,22.7,3.976,39.76,0.4054,4.054,405.4,4054,2.27,2.27,0.3976,3.976,0.04054,0.4054,40.54,405.4,0.77,0.77,19.56,1.956,REF,Reference,Reference,Reference,15.9787,16,0.115,0.115,2.92,0.292,Standard Loops,5,5,22.241,2.268,2268,1,1,4.4482,0.4536,453.6,50,50,222.411,22.68,22680,5.48,5.48,139.19,13.919,1.96,1.96,49.78,4.978,Factory Option,Zinc Plate and Bake per ASTM B633,0.1551,0.77,0.77,19.56,1.956,Random,0.115,0.115,2.92,0.292
LE 115J 03 S,LE 115J 03 S,LE115J03S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,1,1,25.4,2.54,0.02,0.02,0.51,0.051,3.5,3.5,88.9,8.89,0.06,0.06,1.52,0.152,18.91,18.91,3.312,33.12,0.3377,3.377,337.7,3377,1.891,1.891,0.3312,3.312,0.03377,0.3377,33.77,337.7,0.77,0.77,19.56,1.956,REF,Reference,Reference,Reference,16.6793,16.7,0.115,0.115,2.92,0.292,Standard Loops,4.165,4.165,18.527,1.8892,1889.2,0.833,0.833,3.7054,0.37785,377.85,41.65,41.65,185.268,18.8924,18892.4,5.48,5.48,139.19,13.919,1.96,1.96,49.78,4.978,Factory Option,Passivate per ASTM A967,0.16422,0.77,0.77,19.56,1.956,Random,0.115,0.115,2.92,0.292
LE 115J 04 M,LE 115J 04 M,LE115J04M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,1,1,25.4,2.54,0.02,0.02,0.51,0.051,4,4,101.6,10.16,0.06,0.06,1.52,0.152,17.7,17.7,3.1,31,0.3161,3.161,316.1,3161,1.77,1.77,0.31,3.1,0.03161,0.3161,31.61,316.1,0.77,0.77,19.56,1.956,REF,Reference,Reference,Reference,20.4925,20.5,0.115,0.115,2.92,0.292,Standard Loops,5,5,22.241,2.268,2268,1,1,4.4482,0.4536,453.6,50,50,222.411,22.68,22680,6.54,6.54,166.12,16.612,2.46,2.46,62.48,6.248,Factory Option,Zinc Plate and Bake per ASTM B633,0.19405,0.77,0.77,19.56,1.956,Random,0.115,0.115,2.92,0.292
LE 115J 04 S,LE 115J 04 S,LE115J04S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,1,1,25.4,2.54,0.02,0.02,0.51,0.051,4,4,101.6,10.16,0.06,0.06,1.52,0.152,14.74,14.74,2.581,25.81,0.2632,2.632,263.2,2632,1.474,1.474,0.2581,2.581,0.02632,0.2632,26.32,263.2,0.77,0.77,19.56,1.956,REF,Reference,Reference,Reference,21.398,21.4,0.115,0.115,2.92,0.292,Standard Loops,4.165,4.165,18.527,1.8892,1889.2,0.833,0.833,3.7054,0.37785,377.85,41.65,41.65,185.268,18.8924,18892.4,6.54,6.54,166.12,16.612,2.46,2.46,62.48,6.248,Factory Option,Passivate per ASTM A967,0.2057,0.77,0.77,19.56,1.956,Random,0.115,0.115,2.92,0.292
LE 115J 05 M,LE 115J 05 M,LE115J05M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,1,1,25.4,2.54,0.02,0.02,0.51,0.051,4.5,4.5,114.3,11.43,0.075,0.075,1.91,0.191,14.5,14.5,2.539,25.39,0.2589,2.589,258.9,2589,1.45,1.45,0.2539,2.539,0.02589,0.2589,25.89,258.9,0.77,0.77,19.56,1.956,REF,Reference,Reference,Reference,25.015,25,0.115,0.115,2.92,0.292,Standard Loops,5,5,22.241,2.268,2268,1,1,4.4482,0.4536,453.6,50,50,222.411,22.68,22680,7.6,7.6,193.04,19.304,2.96,2.96,75.18,7.518,Factory Option,Zinc Plate and Bake per ASTM B633,0.23306,0.77,0.77,19.56,1.956,Random,0.115,0.115,2.92,0.292
LE 115J 05 S,LE 115J 05 S,LE115J05S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,1,1,25.4,2.54,0.02,0.02,0.51,0.051,4.5,4.5,114.3,11.43,0.075,0.075,1.91,0.191,12.08,12.08,2.116,21.16,0.2157,2.157,215.7,2157,1.208,1.208,0.2116,2.116,0.02157,0.2157,21.57,215.7,0.77,0.77,19.56,1.956,REF,Reference,Reference,Reference,26.1098,26.1,0.115,0.115,2.92,0.292,Standard Loops,4.165,4.165,18.527,1.8892,1889.2,0.833,0.833,3.7054,0.37785,377.85,41.65,41.65,185.268,18.8924,18892.4,7.6,7.6,193.04,19.304,2.96,2.96,75.18,7.518,Factory Option,Passivate per ASTM A967,0.24713,0.77,0.77,19.56,1.956,Random,0.115,0.115,2.92,0.292
LE 115J 06 M,LE 115J 06 M,LE115J06M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,1,1,25.4,2.54,0.02,0.02,0.51,0.051,5,5,127,12.7,0.075,0.075,1.91,0.191,12.5,12.5,2.189,21.89,0.2232,2.232,223.2,2232,1.25,1.25,0.2189,2.189,0.02232,0.2232,22.32,223.2,0.77,0.77,19.56,1.956,REF,Reference,Reference,Reference,29.0174,29,0.115,0.115,2.92,0.292,Standard Loops,5,5,22.241,2.268,2268,1,1,4.4482,0.4536,453.6,50,50,222.411,22.68,22680,8.6,8.6,218.44,21.844,3.46,3.46,87.88,8.788,Factory Option,Zinc Plate and Bake per ASTM B633,0.26759,0.77,0.77,19.56,1.956,Random,0.115,0.115,2.92,0.292
LE 115J 06 S,LE 115J 06 S,LE115J06S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,1,1,25.4,2.54,0.02,0.02,0.51,0.051,5,5,127,12.7,0.075,0.075,1.91,0.191,10.41,10.41,1.823,18.23,0.1859,1.859,185.9,1859,1.041,1.041,0.1823,1.823,0.01859,0.1859,18.59,185.9,0.77,0.77,19.56,1.956,REF,Reference,Reference,Reference,30.2984,30.3,0.115,0.115,2.92,0.292,Standard Loops,4.165,4.165,18.527,1.8892,1889.2,0.833,0.833,3.7054,0.37785,377.85,41.65,41.65,185.268,18.8924,18892.4,8.6,8.6,218.44,21.844,3.46,3.46,87.88,8.788,Factory Option,Passivate per ASTM A967,0.28395,0.77,0.77,19.56,1.956,Random,0.115,0.115,2.92,0.292
LE 115J 07 M,LE 115J 07 M,LE115J07M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,1,1,25.4,2.54,0.02,0.02,0.51,0.051,5.5,5.5,139.7,13.97,0.093,0.093,2.36,0.236,10.8,10.8,1.891,18.91,0.1929,1.929,192.9,1929,1.08,1.08,0.1891,1.891,0.01929,0.1929,19.29,192.9,0.77,0.77,19.56,1.956,REF,Reference,Reference,Reference,33.585,33.6,0.115,0.115,2.92,0.292,Standard Loops,5,5,22.241,2.268,2268,1,1,4.4482,0.4536,453.6,50,50,222.411,22.68,22680,9.67,9.67,245.62,24.562,3.96,3.96,100.58,10.058,Factory Option,Zinc Plate and Bake per ASTM B633,0.307,0.77,0.77,19.56,1.956,Random,0.115,0.115,2.92,0.292
LE 115J 07 S,LE 115J 07 S,LE115J07S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,1,1,25.4,2.54,0.02,0.02,0.51,0.051,5.5,5.5,139.7,13.97,0.093,0.093,2.36,0.236,9,9,1.576,15.76,0.1607,1.607,160.7,1607,0.9,0.9,0.1576,1.576,0.01607,0.1607,16.07,160.7,0.77,0.77,19.56,1.956,REF,Reference,Reference,Reference,35.0452,35,0.115,0.115,2.92,0.292,Standard Loops,4.165,4.165,18.527,1.8892,1889.2,0.833,0.833,3.7054,0.37785,377.85,41.65,41.65,185.268,18.8924,18892.4,9.67,9.67,245.62,24.562,3.96,3.96,100.58,10.058,Factory Option,Passivate per ASTM A967,0.32568,0.77,0.77,19.56,1.956,Random,0.115,0.115,2.92,0.292
