title,model,field_published_stock_code,field_product_type,field_spring_type,field_product_category,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_product_series,field_revision,field_material,field_material_short_description,field_material_specification,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm,field_outside_dia_cm,field_outside_dia_tole_bd_spe_in,field_outside_dia_tole_in,field_outside_dia_tole_mm,field_outside_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm,field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_tole_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_ins_dia_tol_bld_spec_in,field_field_inside_dia_tol_in,field_field_inside_dia_tol_mm,field_field_inside_dia_tol_cm,field_total_coils_bd_spe,field_total_coils,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_wire_dia_cm,field_end,field_initial_ten_bud_spec_lb,field_initial_tension_lb,field_initial_tension_n,field_initial_tension_kg,field_initial_tension_gm,field_initial_ten_tol_bud_spc_lb,field_initial_ten_tol_lb,field_initial_ten_tol_n,field_initial_ten_tol_kg,field_initial_ten_tol_gm,field_max_load_build_spec_lb,field_max_load_lb,field_max_load_n,field_max_load_kg,field_max_load_gm,field_max_extend_len_bd_spe_in,field_max_extended_length_in,field_max_extended_length_mm,field_max_extended_length_cm,field_body_length_build_spec_in,field_body_length_in,field_body_length_mm,field_body_length_cm,field_direction_of_wind,field_finish,field_weight_per_item_lb,field_loop_insid_dia_bd_spec_in,field_loop_inside_diameter_in,field_loop_inside_diameter_mm,field_loop_inside_diameter_cm,field_loop_position,field_loop_opening_build_spec_in,field_loop_opening_in,field_loop_opening_mm,field_loop_opening_cm
LEM080C 11 M,LEM080C 11 M,LEM080C11M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (metric),NR,Music Wire,MW,ASTM A228,0.248,0.248,6.3,0.63,0.005,0.005,0.13,0.013,2.362,2.362,59.99,5.999,0.05,0.05,1.27,0.127,2.33,2.33,0.408,4.08,0.0416,0.416,41.6,416,0.233,0.233,0.0408,0.408,0.00416,0.0416,4.16,41.6,0.186,0.186,4.72,0.472,REF,Reference,Reference,Reference,58.1839,58.2,0.031,0.031,0.79,0.079,Standard Loops,0.73,0.73,3.247,0.3311,331.1,0.146,0.146,0.6494,0.06623,66.23,5.51,5.51,24.51,2.4993,2499.3,4.412,4.412,112.06,11.206,1.99,1.99,50.55,5.055,Factory Option,Zinc Plate and Bake per ASTM B633,0.00925,0.186,0.186,4.72,0.472,Random,0.031,0.031,0.79,0.079
LEM080C 11 S,LEM080C 11 S,LEM080C11S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (metric),NR,Stainless Steel,SS,ASTM A313,0.248,0.248,6.3,0.63,0.005,0.005,0.13,0.013,2.362,2.362,59.99,5.999,0.05,0.05,1.27,0.127,1.94,1.94,0.34,3.4,0.0346,0.346,34.6,346,0.194,0.194,0.034,0.34,0.00346,0.0346,3.46,34.6,0.186,0.186,4.72,0.472,REF,Reference,Reference,Reference,58.2338,58.2,0.031,0.031,0.79,0.079,Standard Loops,0.608,0.608,2.705,0.2758,275.8,0.1216,0.1216,0.5409,0.05516,55.16,4.5898,4.5898,20.416,2.0819,2081.9,4.412,4.412,112.06,11.206,1.99,1.99,50.55,5.055,Factory Option,Passivate per ASTM A967,0.00944,0.186,0.186,4.72,0.472,Random,0.031,0.031,0.79,0.079
LEM080C 12 M,LEM080C 12 M,LEM080C12M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (metric),NR,Music Wire,MW,ASTM A228,0.248,0.248,6.3,0.63,0.005,0.005,0.13,0.013,2.559,2.559,65,6.5,0.05,0.05,1.27,0.127,2.12,2.12,0.371,3.71,0.0379,0.379,37.9,379,0.212,0.212,0.0371,0.371,0.00379,0.0379,3.79,37.9,0.186,0.186,4.72,0.472,REF,Reference,Reference,Reference,63.9474,63.9,0.031,0.031,0.79,0.079,Standard Loops,0.73,0.73,3.247,0.3311,331.1,0.146,0.146,0.6494,0.06623,66.23,5.51,5.51,24.51,2.4993,2499.3,4.809,4.809,122.15,12.215,2.187,2.187,55.55,5.555,Factory Option,Zinc Plate and Bake per ASTM B633,0.01014,0.186,0.186,4.72,0.472,Random,0.031,0.031,0.79,0.079
LEM080C 12 S,LEM080C 12 S,LEM080C12S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (metric),NR,Stainless Steel,SS,ASTM A313,0.248,0.248,6.3,0.63,0.005,0.005,0.13,0.013,2.559,2.559,65,6.5,0.05,0.05,1.27,0.127,1.77,1.77,0.31,3.1,0.0316,0.316,31.6,316,0.177,0.177,0.031,0.31,0.00316,0.0316,3.16,31.6,0.186,0.186,4.72,0.472,REF,Reference,Reference,Reference,63.8269,63.8,0.031,0.031,0.79,0.079,Standard Loops,0.608,0.608,2.705,0.2758,275.8,0.1216,0.1216,0.5409,0.05516,55.16,4.5898,4.5898,20.416,2.0819,2081.9,4.809,4.809,122.15,12.215,2.187,2.187,55.55,5.555,Factory Option,Passivate per ASTM A967,0.01031,0.186,0.186,4.72,0.472,Random,0.031,0.031,0.79,0.079
LEM080C 13 M,LEM080C 13 M,LEM080C13M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (metric),NR,Music Wire,MW,ASTM A228,0.248,0.248,6.3,0.63,0.005,0.005,0.13,0.013,2.756,2.756,70,7,0.05,0.05,1.27,0.127,1.94,1.94,0.34,3.4,0.0346,0.346,34.6,346,0.194,0.194,0.034,0.34,0.00346,0.0346,3.46,34.6,0.186,0.186,4.72,0.472,REF,Reference,Reference,Reference,69.8806,69.9,0.031,0.031,0.79,0.079,Standard Loops,0.73,0.73,3.247,0.3311,331.1,0.146,0.146,0.6494,0.06623,66.23,5.51,5.51,24.51,2.4993,2499.3,5.216,5.216,132.49,13.249,2.384,2.384,60.55,6.055,Factory Option,Zinc Plate and Bake per ASTM B633,0.01105,0.186,0.186,4.72,0.472,Random,0.031,0.031,0.79,0.079
LEM080C 13 S,LEM080C 13 S,LEM080C13S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (metric),NR,Stainless Steel,SS,ASTM A313,0.248,0.248,6.3,0.63,0.005,0.005,0.13,0.013,2.756,2.756,70,7,0.05,0.05,1.27,0.127,1.62,1.62,0.284,2.84,0.0289,0.289,28.9,289,0.162,0.162,0.0284,0.284,0.00289,0.0289,2.89,28.9,0.186,0.186,4.72,0.472,REF,Reference,Reference,Reference,69.7368,69.7,0.031,0.031,0.79,0.079,Standard Loops,0.608,0.608,2.705,0.2758,275.8,0.1216,0.1216,0.5409,0.05516,55.16,4.5898,4.5898,20.416,2.0819,2081.9,5.216,5.216,132.49,13.249,2.384,2.384,60.55,6.055,Factory Option,Passivate per ASTM A967,0.01124,0.186,0.186,4.72,0.472,Random,0.031,0.031,0.79,0.079
LEM080C 14 M,LEM080C 14 M,LEM080C14M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (metric),NR,Music Wire,MW,ASTM A228,0.248,0.248,6.3,0.63,0.005,0.005,0.13,0.013,2.953,2.953,75.01,7.501,0.05,0.05,1.27,0.127,1.79,1.79,0.313,3.13,0.032,0.32,32,320,0.179,0.179,0.0313,0.313,0.0032,0.032,3.2,32,0.186,0.186,4.72,0.472,REF,Reference,Reference,Reference,75.7365,75.7,0.031,0.031,0.79,0.079,Standard Loops,0.73,0.73,3.247,0.3311,331.1,0.146,0.146,0.6494,0.06623,66.23,5.51,5.51,24.51,2.4993,2499.3,5.623,5.623,142.82,14.282,2.581,2.581,65.56,6.556,Factory Option,Zinc Plate and Bake per ASTM B633,0.01195,0.186,0.186,4.72,0.472,Random,0.031,0.031,0.79,0.079
LEM080C 14 S,LEM080C 14 S,LEM080C14S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (metric),NR,Stainless Steel,SS,ASTM A313,0.248,0.248,6.3,0.63,0.005,0.005,0.13,0.013,2.953,2.953,75.01,7.501,0.05,0.05,1.27,0.127,1.49,1.49,0.261,2.61,0.0266,0.266,26.6,266,0.149,0.149,0.0261,0.261,0.00266,0.0266,2.66,26.6,0.186,0.186,4.72,0.472,REF,Reference,Reference,Reference,75.8213,75.8,0.031,0.031,0.79,0.079,Standard Loops,0.608,0.608,2.705,0.2758,275.8,0.1216,0.1216,0.5409,0.05516,55.16,4.5898,4.5898,20.416,2.0819,2081.9,5.623,5.623,142.82,14.282,2.581,2.581,65.56,6.556,Factory Option,Passivate per ASTM A967,0.01219,0.186,0.186,4.72,0.472,Random,0.031,0.031,0.79,0.079
LEM080CF 01 M,LEM080CF 01 M,LEM080CF01M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (metric),NR,Music Wire,MW,ASTM A228,0.354,0.354,8.99,0.899,0.012,0.012,0.3,0.03,0.811,0.811,20.6,2.06,0.02,0.02,0.51,0.051,4.34,4.34,0.76,7.6,0.0775,0.775,77.5,775,0.434,0.434,0.076,0.76,0.00775,0.0775,7.75,77.5,0.292,0.292,7.42,0.742,REF,Reference,Reference,Reference,10,10,0.031,0.031,0.79,0.079,Standard Loops,0.614,0.614,2.731,0.2785,278.5,0.123,0.123,0.5471,0.05579,55.79,4.27,4.27,18.994,1.9369,1936.9,1.654,1.654,42.01,4.201,0.341,0.341,8.66,0.866,Factory Option,Zinc Plate and Bake per ASTM B633,0.00285,0.292,0.292,7.42,0.742,Inline,0.031,0.031,0.79,0.079
LEM080CF 01 S,LEM080CF 01 S,LEM080CF01S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (metric),NR,Stainless Steel,SS,ASTM A313,0.354,0.354,8.99,0.899,0.012,0.012,0.3,0.03,0.811,0.811,20.6,2.06,0.02,0.02,0.51,0.051,3.6,3.6,0.63,6.3,0.0643,0.643,64.3,643,0.36,0.36,0.063,0.63,0.00643,0.0643,6.43,64.3,0.292,0.292,7.42,0.742,REF,Reference,Reference,Reference,10,10,0.031,0.031,0.79,0.079,Standard Loops,0.511,0.511,2.273,0.2318,231.8,0.102,0.102,0.4537,0.04627,46.27,3.56,3.56,15.836,1.6148,1614.8,1.654,1.654,42.01,4.201,0.341,0.341,8.66,0.866,Factory Option,Passivate per ASTM A967,0.00289,0.292,0.292,7.42,0.742,Inline,0.031,0.031,0.79,0.079
