title,model,field_published_stock_code,field_product_type,field_spring_type,field_product_category,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_revision,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm,field_outside_dia_cm,field_out_dia_tol_bld_spc_in,field_out_dia_tol_in,field_out_dia_tol_mm,field_out_dia_tol_cm,field_hole_dia_bd_spe_in,field_hole_dia_in,field_hole_dia_mm,field_hole_dia_cm,field_rod_dia_bd_spe_in,field_rod_dia_in,field_rod_dia_mm,field_rod_dia_cm,field_rod_dia_tole_bd_spe_in,field_rod_dia_tole_in,field_rod_dia_tole_mm,field_rod_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm,field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_tole_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_solid_height_bd_spe_in,field_solid_height_in,field_solid_height_mm,field_solid_height_cm,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_wire_dia_cm,field_material,field_material_short_description,field_load_at_solid_height_bd_lb,field_load_at_solid_height_lb,field_load_at_solid_height_n,field_load_at_solid_height_kg,field_load_at_solid_height_gm,field_end,field_direction_of_wind,field_active_coils_bd_spe,field_active_coils,field_active_coils_tole_bd_spe,field_active_coils_tole,field_total_coils_bd_spe,field_total_coils,field_finish,field_product_series,field_material_specification,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_ins_dia_tol_bld_spec_in,field_field_inside_dia_tol_in,field_field_inside_dia_tol_mm,field_field_inside_dia_tol_cm,field_color,field_weight_per_item_lb,field_nominal_load_build_spec_lb,field_nominal_load_lb,field_nominal_load_n,field_nominal_load_kg,field_nominal_load_gm,field_working_height_bud_spc_in,field_working_height_in,field_working_height_mm,field_working_height_cm
LWM30 130 2794S,LWM30 130 2794S,LWM301302794S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.149,1.149,29.18,2.918,Reference,Reference,Reference,Reference,1.181,1.181,30,3,0.945,0.945,24,2.4,MIN,MIN,MIN,MIN,1.1,1.1,27.94,2.794,0.15,0.15,3.81,0.381,59.04,59.04,10.34,103.4,1.0543,10.543,1054.34,10543.4,14.76,14.76,2.585,25.85,0.26358,2.6358,263.584,2635.84,0.216,0.216,5.49,0.549,0.018,0.018,0.46,0.046,Stainless Steel Type 17-7 PH,17-7 PH,52.191,52.191,232.16,23.674,23673.84,Plain (End Turn is Wavy),Factory Option,11,11,Reference,Reference,11,11,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.961,0.961,28.26,2.826,Reference,Reference,Reference,Reference,,0.027712,29.225,29.225,130,13.256,13256.46,0.605,0.605,15.37,1.537
LWM30 130 3302S,LWM30 130 3302S,LWM301303302S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.149,1.149,29.18,2.918,Reference,Reference,Reference,Reference,1.181,1.181,30,3,0.945,0.945,24,2.4,MIN,MIN,MIN,MIN,1.3,1.3,33.02,3.302,0.18,0.18,4.57,0.457,49.962,49.962,8.75,87.5,0.8922,8.922,892.22,8922.2,12.49,12.49,2.1874,21.874,0.22305,2.2305,223.046,2230.46,0.252,0.252,6.4,0.64,0.018,0.018,0.46,0.046,Stainless Steel Type 17-7 PH,17-7 PH,52.36,52.36,232.91,23.75,23750.5,Plain (End Turn is Wavy),Factory Option,13,13,Reference,Reference,13,13,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.961,0.961,28.26,2.826,Reference,Reference,Reference,Reference,,0.032751,29.225,29.225,130,13.256,13256.46,0.715,0.715,18.16,1.816
LWM35 070 0838S,LWM35 070 0838S,LWM350700838S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.335,1.335,33.91,3.391,Reference,Reference,Reference,Reference,1.378,1.378,35,3.5,1.063,1.063,27,2.7,MIN,MIN,MIN,MIN,0.33,0.33,8.38,0.838,0.06,0.06,1.52,0.152,89.931,89.931,15.75,157.5,1.606,16.06,1605.99,16059.9,22.483,22.483,3.9375,39.375,0.4015,4.015,401.501,4015.01,0.056,0.056,1.42,0.142,0.014,0.014,0.36,0.036,Stainless Steel Type 17-7 PH,17-7 PH,24.641,24.641,109.61,11.177,11177.16,Plain (End Turn is Wavy),Factory Option,3,3,Reference,Reference,3,3,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,1.085,1.085,33.19,3.319,Reference,Reference,Reference,Reference,,0.009024,15.737,15.737,70,7.138,7138.3,0.155,0.155,3.94,0.394
LWM35 070 1118S,LWM35 070 1118S,LWM350701118S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.335,1.335,33.91,3.391,Reference,Reference,Reference,Reference,1.378,1.378,35,3.5,1.063,1.063,27,2.7,MIN,MIN,MIN,MIN,0.44,0.44,11.18,1.118,0.07,0.07,1.78,0.178,67.263,67.263,11.78,117.8,1.2012,12.012,1201.18,12011.8,16.816,16.816,2.945,29.45,0.3003,3.003,300.3,3003,0.07,0.07,1.78,0.178,0.014,0.014,0.36,0.036,Stainless Steel Type 17-7 PH,17-7 PH,24.887,24.887,110.7,11.289,11288.74,Plain (End Turn is Wavy),Factory Option,4,4,Reference,Reference,4,4,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,1.085,1.085,33.19,3.319,Reference,Reference,Reference,Reference,,0.012032,15.737,15.737,70,7.138,7138.3,0.206,0.206,5.23,0.523
LWM35 070 1397S,LWM35 070 1397S,LWM350701397S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.335,1.335,33.91,3.391,Reference,Reference,Reference,Reference,1.378,1.378,35,3.5,1.063,1.063,27,2.7,MIN,MIN,MIN,MIN,0.55,0.55,13.97,1.397,0.09,0.09,2.29,0.229,53.901,53.901,9.44,94.4,0.9626,9.626,962.56,9625.6,13.475,13.475,2.3599,23.599,0.24064,2.4064,240.637,2406.37,0.084,0.084,2.13,0.213,0.014,0.014,0.36,0.036,Stainless Steel Type 17-7 PH,17-7 PH,25.118,25.118,111.73,11.394,11393.52,Plain (End Turn is Wavy),Factory Option,5,5,Reference,Reference,5,5,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,1.085,1.085,33.19,3.319,Reference,Reference,Reference,Reference,,0.01504,15.737,15.737,70,7.138,7138.3,0.258,0.258,6.55,0.655
LWM35 070 1676S,LWM35 070 1676S,LWM350701676S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.335,1.335,33.91,3.391,Reference,Reference,Reference,Reference,1.378,1.378,35,3.5,1.063,1.063,27,2.7,MIN,MIN,MIN,MIN,0.66,0.66,16.76,1.676,0.09,0.09,2.29,0.229,44.937,44.937,7.87,78.7,0.8025,8.025,802.48,8024.8,11.234,11.234,1.9674,19.674,0.20062,2.0062,200.617,2006.17,0.098,0.098,2.49,0.249,0.014,0.014,0.36,0.036,Stainless Steel Type 17-7 PH,17-7 PH,25.255,25.255,112.34,11.456,11455.67,Plain (End Turn is Wavy),Factory Option,6,6,Reference,Reference,6,6,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,1.085,1.085,33.19,3.319,Reference,Reference,Reference,Reference,,0.018048,15.737,15.737,70,7.138,7138.3,0.31,0.31,7.87,0.787
LWM35 070 1956S,LWM35 070 1956S,LWM350701956S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.335,1.335,33.91,3.391,Reference,Reference,Reference,Reference,1.378,1.378,35,3.5,1.063,1.063,27,2.7,MIN,MIN,MIN,MIN,0.77,0.77,19.56,1.956,0.12,0.12,3.05,0.305,38.485,38.485,6.74,67.4,0.6873,6.873,687.27,6872.7,9.621,9.621,1.685,16.85,0.17181,1.7181,171.812,1718.12,0.112,0.112,2.85,0.285,0.014,0.014,0.36,0.036,Stainless Steel Type 17-7 PH,17-7 PH,25.323,25.323,112.64,11.487,11486.51,Plain (End Turn is Wavy),Factory Option,7,7,Reference,Reference,7,7,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,1.085,1.085,33.19,3.319,Reference,Reference,Reference,Reference,,0.021057,15.737,15.737,70,7.138,7138.3,0.361,0.361,9.17,0.917
LWM35 070 2235S,LWM35 070 2235S,LWM350702235S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.335,1.335,33.91,3.391,Reference,Reference,Reference,Reference,1.378,1.378,35,3.5,1.063,1.063,27,2.7,MIN,MIN,MIN,MIN,0.88,0.88,22.35,2.235,0.12,0.12,3.05,0.305,33.688,33.688,5.9,59,0.6016,6.016,601.6,6016,8.422,8.422,1.475,14.75,0.1504,1.504,150.4,1504,0.126,0.126,3.2,0.32,0.014,0.014,0.36,0.036,Stainless Steel Type 17-7 PH,17-7 PH,25.401,25.401,112.99,11.522,11521.89,Plain (End Turn is Wavy),Factory Option,8,8,Reference,Reference,8,8,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,1.085,1.085,33.19,3.319,Reference,Reference,Reference,Reference,,0.024065,15.737,15.737,70,7.138,7138.3,0.413,0.413,10.49,1.049
LWM35 070 2515S,LWM35 070 2515S,LWM350702515S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.335,1.335,33.91,3.391,Reference,Reference,Reference,Reference,1.378,1.378,35,3.5,1.063,1.063,27,2.7,MIN,MIN,MIN,MIN,0.99,0.99,25.15,2.515,0.125,0.125,3.18,0.318,29.977,29.977,5.25,52.5,0.5353,5.353,535.33,5353.3,7.494,7.494,1.3124,13.124,0.13383,1.3383,133.828,1338.28,0.14,0.14,3.56,0.356,0.014,0.014,0.36,0.036,Stainless Steel Type 17-7 PH,17-7 PH,25.48,25.48,113.34,11.558,11557.73,Plain (End Turn is Wavy),Factory Option,9,9,Reference,Reference,9,9,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,1.085,1.085,33.19,3.319,Reference,Reference,Reference,Reference,,0.027073,15.737,15.737,70,7.138,7138.3,0.465,0.465,11.81,1.181
LWM35 070 3073S,LWM35 070 3073S,LWM350703073S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.335,1.335,33.91,3.391,Reference,Reference,Reference,Reference,1.378,1.378,35,3.5,1.063,1.063,27,2.7,MIN,MIN,MIN,MIN,1.21,1.21,30.73,3.073,0.15,0.15,3.81,0.381,24.495,24.495,4.29,42.9,0.4374,4.374,437.43,4374.3,6.124,6.124,1.0725,10.725,0.10936,1.0936,109.362,1093.62,0.168,0.168,4.27,0.427,0.014,0.014,0.36,0.036,Stainless Steel Type 17-7 PH,17-7 PH,25.524,25.524,113.54,11.578,11577.69,Plain (End Turn is Wavy),Factory Option,11,11,Reference,Reference,11,11,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,1.085,1.085,33.19,3.319,Reference,Reference,Reference,Reference,,0.033089,15.737,15.737,70,7.138,7138.3,0.568,0.568,14.43,1.443
LWM35 070 3632S,LWM35 070 3632S,LWM350703632S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.335,1.335,33.91,3.391,Reference,Reference,Reference,Reference,1.378,1.378,35,3.5,1.063,1.063,27,2.7,MIN,MIN,MIN,MIN,1.43,1.43,36.32,3.632,0.18,0.18,4.57,0.457,20.727,20.727,3.63,36.3,0.3701,3.701,370.14,3701.4,5.182,5.182,0.9075,9.075,0.09254,0.9254,92.54,925.4,0.196,0.196,4.98,0.498,0.014,0.014,0.36,0.036,Stainless Steel Type 17-7 PH,17-7 PH,25.577,25.577,113.77,11.602,11601.73,Plain (End Turn is Wavy),Factory Option,13,13,Reference,Reference,13,13,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,1.085,1.085,33.19,3.319,Reference,Reference,Reference,Reference,,0.039105,15.737,15.737,70,7.138,7138.3,0.671,0.671,17.04,1.704
LWM35 110 0838S,LWM35 110 0838S,LWM351100838S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.345,1.345,34.16,3.416,Reference,Reference,Reference,Reference,1.378,1.378,35,3.5,1.063,1.063,27,2.7,MIN,MIN,MIN,MIN,0.33,0.33,8.38,0.838,0.06,0.06,1.52,0.152,148.058,148.058,25.93,259.3,2.644,26.44,2644.02,26440.2,37.014,37.014,6.4824,64.824,0.661,6.61,660.996,6609.96,0.064,0.064,1.63,0.163,0.016,0.016,0.41,0.041,Stainless Steel Type 17-7 PH,17-7 PH,39.383,39.383,175.18,17.864,17864.13,Plain (End Turn is Wavy),Factory Option,3,3,Reference,Reference,3,3,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,1.079,1.079,33.34,3.334,Reference,Reference,Reference,Reference,,0.010948,24.729,24.729,110,11.217,11217.07,0.163,0.163,4.14,0.414
LWM35 110 1118S,LWM35 110 1118S,LWM351101118S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.345,1.345,34.16,3.416,Reference,Reference,Reference,Reference,1.378,1.378,35,3.5,1.063,1.063,27,2.7,MIN,MIN,MIN,MIN,0.44,0.44,11.18,1.118,0.07,0.07,1.78,0.178,110.886,110.886,19.42,194.2,1.9802,19.802,1980.2,19802,27.722,27.722,4.855,48.55,0.49506,4.9506,495.059,4950.59,0.08,0.08,2.03,0.203,0.016,0.016,0.41,0.041,Stainless Steel Type 17-7 PH,17-7 PH,39.919,39.919,177.57,18.107,18107.26,Plain (End Turn is Wavy),Factory Option,4,4,Reference,Reference,4,4,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,1.079,1.079,33.34,3.334,Reference,Reference,Reference,Reference,,0.014597,24.729,24.729,110,11.217,11217.07,0.217,0.217,5.51,0.551
LWM35 110 1397S,LWM35 110 1397S,LWM351101397S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.345,1.345,34.16,3.416,Reference,Reference,Reference,Reference,1.378,1.378,35,3.5,1.063,1.063,27,2.7,MIN,MIN,MIN,MIN,0.55,0.55,13.97,1.397,0.09,0.09,2.29,0.229,88.618,88.618,15.52,155.2,1.5825,15.825,1582.54,15825.4,22.154,22.154,3.8799,38.799,0.39563,3.9563,395.626,3956.26,0.096,0.096,2.44,0.244,0.016,0.016,0.41,0.041,Stainless Steel Type 17-7 PH,17-7 PH,40.233,40.233,178.97,18.25,18249.69,Plain (End Turn is Wavy),Factory Option,5,5,Reference,Reference,5,5,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,1.079,1.079,33.34,3.334,Reference,Reference,Reference,Reference,,0.018246,24.729,24.729,110,11.217,11217.07,0.271,0.271,6.88,0.688
LWM35 110 1676S,LWM35 110 1676S,LWM351101676S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.345,1.345,34.16,3.416,Reference,Reference,Reference,Reference,1.378,1.378,35,3.5,1.063,1.063,27,2.7,MIN,MIN,MIN,MIN,0.66,0.66,16.76,1.676,0.09,0.09,2.29,0.229,73.829,73.829,12.93,129.3,1.3184,13.184,1318.44,13184.4,18.457,18.457,3.2324,32.324,0.32961,3.2961,329.605,3296.05,0.112,0.112,2.85,0.285,0.016,0.016,0.41,0.041,Stainless Steel Type 17-7 PH,17-7 PH,40.458,40.458,179.97,18.352,18351.75,Plain (End Turn is Wavy),Factory Option,6,6,Reference,Reference,6,6,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,1.079,1.079,33.34,3.334,Reference,Reference,Reference,Reference,,0.021895,24.729,24.729,110,11.217,11217.07,0.325,0.325,8.26,0.826
LWM35 110 1956S,LWM35 110 1956S,LWM351101956S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.345,1.345,34.16,3.416,Reference,Reference,Reference,Reference,1.378,1.378,35,3.5,1.063,1.063,27,2.7,MIN,MIN,MIN,MIN,0.77,0.77,19.56,1.956,0.12,0.12,3.05,0.305,63.266,63.266,11.08,110.8,1.1298,11.298,1129.8,11298,15.816,15.816,2.7699,27.699,0.28244,2.8244,282.442,2824.42,0.128,0.128,3.25,0.325,0.016,0.016,0.41,0.041,Stainless Steel Type 17-7 PH,17-7 PH,40.617,40.617,180.67,18.424,18423.87,Plain (End Turn is Wavy),Factory Option,7,7,Reference,Reference,7,7,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,1.079,1.079,33.34,3.334,Reference,Reference,Reference,Reference,,0.025545,24.729,24.729,110,11.217,11217.07,0.379,0.379,9.63,0.963
LWM35 110 2235S,LWM35 110 2235S,LWM351102235S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.345,1.345,34.16,3.416,Reference,Reference,Reference,Reference,1.378,1.378,35,3.5,1.063,1.063,27,2.7,MIN,MIN,MIN,MIN,0.88,0.88,22.35,2.235,0.12,0.12,3.05,0.305,55.443,55.443,9.71,97.1,0.9901,9.901,990.1,9901,13.861,13.861,2.4275,24.275,0.24753,2.4753,247.53,2475.3,0.144,0.144,3.66,0.366,0.016,0.016,0.41,0.041,Stainless Steel Type 17-7 PH,17-7 PH,40.806,40.806,181.51,18.51,18509.6,Plain (End Turn is Wavy),Factory Option,8,8,Reference,Reference,8,8,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,1.079,1.079,33.34,3.334,Reference,Reference,Reference,Reference,,0.029194,24.729,24.729,110,11.217,11217.07,0.434,0.434,11.02,1.102
LWM35 110 2515S,LWM35 110 2515S,LWM351102515S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.345,1.345,34.16,3.416,Reference,Reference,Reference,Reference,1.378,1.378,35,3.5,1.063,1.063,27,2.7,MIN,MIN,MIN,MIN,0.99,0.99,25.15,2.515,0.125,0.125,3.18,0.318,49.276,49.276,8.63,86.3,0.88,8.8,879.97,8799.7,12.319,12.319,2.1575,21.575,0.21999,2.1999,219.993,2199.93,0.16,0.16,4.06,0.406,0.016,0.016,0.41,0.041,Stainless Steel Type 17-7 PH,17-7 PH,40.899,40.899,181.93,18.552,18551.79,Plain (End Turn is Wavy),Factory Option,9,9,Reference,Reference,9,9,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,1.079,1.079,33.34,3.334,Reference,Reference,Reference,Reference,,0.032843,24.729,24.729,110,11.217,11217.07,0.488,0.488,12.4,1.24
LWM35 110 3073S,LWM35 110 3073S,LWM351103073S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.345,1.345,34.16,3.416,Reference,Reference,Reference,Reference,1.378,1.378,35,3.5,1.063,1.063,27,2.7,MIN,MIN,MIN,MIN,1.21,1.21,30.73,3.073,0.15,0.15,3.81,0.381,40.255,40.255,7.05,70.5,0.7189,7.189,718.87,7188.7,10.064,10.064,1.7625,17.625,0.17972,1.7972,179.723,1797.23,0.192,0.192,4.88,0.488,0.016,0.016,0.41,0.041,Stainless Steel Type 17-7 PH,17-7 PH,40.98,40.98,182.29,18.589,18588.53,Plain (End Turn is Wavy),Factory Option,11,11,Reference,Reference,11,11,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,1.079,1.079,33.34,3.334,Reference,Reference,Reference,Reference,,0.040142,24.729,24.729,110,11.217,11217.07,0.596,0.596,15.14,1.514
LWM35 110 3632S,LWM35 110 3632S,LWM351103632S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.345,1.345,34.16,3.416,Reference,Reference,Reference,Reference,1.378,1.378,35,3.5,1.063,1.063,27,2.7,MIN,MIN,MIN,MIN,1.43,1.43,36.32,3.632,0.18,0.18,4.57,0.457,34.088,34.088,5.97,59.7,0.6087,6.087,608.74,6087.4,8.522,8.522,1.4925,14.925,0.15219,1.5219,152.186,1521.86,0.224,0.224,5.69,0.569,0.016,0.016,0.41,0.041,Stainless Steel Type 17-7 PH,17-7 PH,41.11,41.11,182.87,18.647,18647.5,Plain (End Turn is Wavy),Factory Option,13,13,Reference,Reference,13,13,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,1.079,1.079,33.34,3.334,Reference,Reference,Reference,Reference,,0.04744,24.729,24.729,110,11.217,11217.07,0.705,0.705,17.91,1.791
LWM35 160 0838S,LWM35 160 0838S,LWM351600838S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.345,1.345,34.16,3.416,Reference,Reference,Reference,Reference,1.378,1.378,35,3.5,1.063,1.063,27,2.7,MIN,MIN,MIN,MIN,0.33,0.33,8.38,0.838,0.06,0.06,1.52,0.152,210.353,210.353,36.84,368.4,3.7565,37.565,3756.48,37564.8,52.588,52.588,9.2099,92.099,0.93912,9.3912,939.117,9391.17,0.072,0.072,1.83,0.183,0.018,0.018,0.46,0.046,Stainless Steel Type 17-7 PH,17-7 PH,54.271,54.271,241.41,24.617,24617.33,Plain (End Turn is Wavy),Factory Option,3,3,Reference,Reference,3,3,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,1.079,1.079,33.24,3.324,Reference,Reference,Reference,Reference,,0.012283,35.969,35.969,160,16.316,16315.54,0.159,0.159,4.04,0.404
LWM35 160 1118S,LWM35 160 1118S,LWM351601118S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.345,1.345,34.16,3.416,Reference,Reference,Reference,Reference,1.378,1.378,35,3.5,1.063,1.063,27,2.7,MIN,MIN,MIN,MIN,0.44,0.44,11.18,1.118,0.07,0.07,1.78,0.178,157.765,157.765,27.63,276.3,2.8174,28.174,2817.37,28173.7,39.441,39.441,6.9074,69.074,0.70434,7.0434,704.337,7043.37,0.09,0.09,2.29,0.229,0.018,0.018,0.46,0.046,Stainless Steel Type 17-7 PH,17-7 PH,55.218,55.218,245.62,25.047,25046.88,Plain (End Turn is Wavy),Factory Option,4,4,Reference,Reference,4,4,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,1.079,1.079,33.24,3.324,Reference,Reference,Reference,Reference,,0.016377,35.969,35.969,160,16.316,16315.54,0.212,0.212,5.38,0.538
LWM35 160 1397S,LWM35 160 1397S,LWM351601397S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.345,1.345,34.16,3.416,Reference,Reference,Reference,Reference,1.378,1.378,35,3.5,1.063,1.063,27,2.7,MIN,MIN,MIN,MIN,0.55,0.55,13.97,1.397,0.09,0.09,2.29,0.229,126.189,126.189,22.1,221,2.2535,22.535,2253.48,22534.8,31.547,31.547,5.5249,55.249,0.56337,5.6337,563.366,5633.66,0.108,0.108,2.74,0.274,0.018,0.018,0.46,0.046,Stainless Steel Type 17-7 PH,17-7 PH,55.776,55.776,248.1,25.3,25299.99,Plain (End Turn is Wavy),Factory Option,5,5,Reference,Reference,5,5,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,1.079,1.079,33.24,3.324,Reference,Reference,Reference,Reference,,0.020471,35.969,35.969,160,16.316,16315.54,0.265,0.265,6.73,0.673
LWM35 160 1676S,LWM35 160 1676S,LWM351601676S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.345,1.345,34.16,3.416,Reference,Reference,Reference,Reference,1.378,1.378,35,3.5,1.063,1.063,27,2.7,MIN,MIN,MIN,MIN,0.66,0.66,16.76,1.676,0.09,0.09,2.29,0.229,105.176,105.176,18.42,184.2,1.8782,18.782,1878.23,18782.3,26.294,26.294,4.6049,46.049,0.46956,4.6956,469.558,4695.58,0.126,0.126,3.2,0.32,0.018,0.018,0.46,0.046,Stainless Steel Type 17-7 PH,17-7 PH,56.164,56.164,249.83,25.476,25475.99,Plain (End Turn is Wavy),Factory Option,6,6,Reference,Reference,6,6,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,1.079,1.079,33.24,3.324,Reference,Reference,Reference,Reference,,0.024566,35.969,35.969,160,16.316,16315.54,0.318,0.318,8.08,0.808
LWM35 160 1956S,LWM35 160 1956S,LWM351601956S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.345,1.345,34.16,3.416,Reference,Reference,Reference,Reference,1.378,1.378,35,3.5,1.063,1.063,27,2.7,MIN,MIN,MIN,MIN,0.77,0.77,19.56,1.956,0.12,0.12,3.05,0.305,90.159,90.159,15.79,157.9,1.6101,16.101,1610.06,16100.6,22.54,22.54,3.9475,39.475,0.40252,4.0252,402.519,4025.19,0.144,0.144,3.66,0.366,0.018,0.018,0.46,0.046,Stainless Steel Type 17-7 PH,17-7 PH,56.44,56.44,251.06,25.601,25601.18,Plain (End Turn is Wavy),Factory Option,7,7,Reference,Reference,7,7,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,1.079,1.079,33.24,3.324,Reference,Reference,Reference,Reference,,0.02866,35.969,35.969,160,16.316,16315.54,0.371,0.371,9.42,0.942
LWM35 160 2235S,LWM35 160 2235S,LWM351602235S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.345,1.345,34.16,3.416,Reference,Reference,Reference,Reference,1.378,1.378,35,3.5,1.063,1.063,27,2.7,MIN,MIN,MIN,MIN,0.88,0.88,22.35,2.235,0.12,0.12,3.05,0.305,78.854,78.854,13.81,138.1,1.4082,14.082,1408.17,14081.7,19.713,19.713,3.4524,34.524,0.35203,3.5203,352.035,3520.35,0.162,0.162,4.12,0.412,0.018,0.018,0.46,0.046,Stainless Steel Type 17-7 PH,17-7 PH,56.617,56.617,251.84,25.681,25681.47,Plain (End Turn is Wavy),Factory Option,8,8,Reference,Reference,8,8,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,1.079,1.079,33.24,3.324,Reference,Reference,Reference,Reference,,0.032754,35.969,35.969,160,16.316,16315.54,0.424,0.424,10.77,1.077
