title,model,field_published_stock_code,field_product_type,field_product_category,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_revision,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm,field_outside_dia_cm,field_out_dia_tol_bld_spc_in,field_out_dia_tol_in,field_out_dia_tol_mm,field_out_dia_tol_cm,field_hole_dia_bd_spe_in,field_hole_dia_in,field_hole_dia_mm,field_hole_dia_cm,field_rod_dia_bd_spe_in,field_rod_dia_in,field_rod_dia_mm,field_rod_dia_cm,field_rod_dia_tole_bd_spe_in,field_rod_dia_tole_in,field_rod_dia_tole_mm,field_rod_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm,field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_tole_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_solid_height_bd_spe_in,field_solid_height_in,field_solid_height_mm,field_solid_height_cm,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_wire_dia_cm,field_material,field_material_short_description,field_load_at_solid_height_bd_lb,field_load_at_solid_height_lb,field_load_at_solid_height_n,field_load_at_solid_height_kg,field_load_at_solid_height_gm,field_end,field_direction_of_wind,field_active_coils_bd_spe,field_active_coils,field_active_coils_tole_bd_spe,field_active_coils_tole,field_total_coils_bd_spe,field_total_coils,field_finish,field_spring_type,field_product_series,field_material_specification,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_ins_dia_tol_bld_spec_in,field_field_inside_dia_tol_in,field_field_inside_dia_tol_mm,field_field_inside_dia_tol_cm,field_color,field_weight_per_item_lb
MS24585-C163,MS24585-C163,MS24585C163,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,D,0.3,0.3,7.62,0.762,+/-0.008,+/-0.008,+/-0.2,+/-0.02,,,,,,0,,0,,,,,0.81,0.81,20.57,2.057,Reference,Reference,Reference,Reference,11.329,11.329,1.984,19.84,0.2023,2.023,202.31,2023.1,1.133,1.133,0.1984,1.984,0.02023,0.2023,20.233,202.33,0.256,0.256,6.5,0.65,0.032,0.032,0.81,,Stainless Steel,SS,6.287,6.287,27.97,2.852,2851.78,Squared and Ground,Factory Option,6,6,Reference,Reference,8,8,Passivate per ASTM A967,1,MIL SPEC Compression (MS24585),ASTM A313,0.236,0.236,5.99,0.599,Reference,Reference,Reference,Reference,,0.001644
MS24585-C164,MS24585-C164,MS24585C164,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,D,0.3,0.3,7.62,0.762,+/-0.008,+/-0.008,+/-0.2,+/-0.02,,,,,,0,,0,,,,,0.88,0.88,22.35,2.235,Reference,Reference,Reference,Reference,10.496,10.496,1.838,18.38,0.1874,1.874,187.44,1874.4,1.05,1.05,0.1839,1.839,0.01875,0.1875,18.751,187.51,0.272,0.272,6.91,0.691,0.032,0.032,0.81,,Stainless Steel,SS,6.369,6.369,28.33,2.889,2888.98,Squared and Ground,Factory Option,6.5,6.5,Reference,Reference,8.5,8.5,Passivate per ASTM A967,1,MIL SPEC Compression (MS24585),ASTM A313,0.236,0.236,5.99,0.599,Reference,Reference,Reference,Reference,,0.001747
MS24585-C165,MS24585-C165,MS24585C165,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,D,0.3,0.3,7.62,0.762,+/-0.008,+/-0.008,+/-0.2,+/-0.02,,,,,,0,,0,,,,,0.94,0.94,23.88,2.388,Reference,Reference,Reference,Reference,9.41,9.41,1.648,16.48,0.168,1.68,168.04,1680.4,0.941,0.941,0.1648,1.648,0.0168,0.168,16.804,168.04,0.296,0.296,7.52,0.752,0.032,0.032,0.81,,Stainless Steel,SS,5.558,5.558,24.72,2.521,2521.11,Squared and Ground,Factory Option,7.25,7.25,Reference,Reference,9.25,9.25,Passivate per ASTM A967,1,MIL SPEC Compression (MS24585),ASTM A313,0.236,0.236,5.99,0.599,Reference,Reference,Reference,Reference,,0.001881
MS24585-C166,MS24585-C166,MS24585C166,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,D,0.3,0.3,7.62,0.762,+/-0.008,+/-0.008,+/-0.2,+/-0.02,,,,,,0,,0,,,,,1,1,25.4,2.54,Reference,Reference,Reference,Reference,8.83,8.83,1.546,15.46,0.1577,1.577,157.69,1576.9,0.883,0.883,0.1546,1.546,0.01577,0.1577,15.769,157.69,0.312,0.312,7.93,0.793,0.032,0.032,0.81,,Stainless Steel,SS,6.045,6.045,26.89,2.742,2742.01,Squared and Ground,Factory Option,7.75,7.75,Reference,Reference,9.75,9.75,Passivate per ASTM A967,1,MIL SPEC Compression (MS24585),ASTM A313,0.236,0.236,5.99,0.599,Reference,Reference,Reference,Reference,,0.002003
MS24585-C167,MS24585-C167,MS24585C167,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,D,0.3,0.3,7.62,0.762,+/-0.008,+/-0.008,+/-0.2,+/-0.02,,,,,,0,,0,,,,,0.38,0.38,9.65,0.965,Reference,Reference,Reference,Reference,57.977,57.977,10.154,101.54,1.0354,10.354,1035.35,10353.5,5.798,5.798,1.0154,10.154,0.10354,1.0354,103.541,1035.41,0.171,0.171,4.34,0.434,0.038,0.038,0.97,,Stainless Steel,SS,12.116,12.116,53.89,5.496,5495.82,Squared and Ground,Factory Option,2.5,2.5,Reference,Reference,4.5,4.5,Passivate per ASTM A967,1,MIL SPEC Compression (MS24585),ASTM A313,0.224,0.224,5.69,0.569,Reference,Reference,Reference,Reference,,0.001275
MS24585-C168,MS24585-C168,MS24585C168,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,D,0.3,0.3,7.62,0.762,+/-0.008,+/-0.008,+/-0.2,+/-0.02,,,,,,0,,0,,,,,0.44,0.44,11.18,1.118,Reference,Reference,Reference,Reference,44.566,44.566,7.805,78.05,0.7959,7.959,795.86,7958.6,4.457,4.457,0.7806,7.806,0.07959,0.7959,79.593,795.93,0.199,0.199,5.06,0.506,0.038,0.038,0.97,,Stainless Steel,SS,10.724,10.724,47.7,4.864,4864.41,Squared and Ground,Factory Option,3.25,3.25,Reference,Reference,5.25,5.25,Passivate per ASTM A967,1,MIL SPEC Compression (MS24585),ASTM A313,0.224,0.224,5.69,0.569,Reference,Reference,Reference,Reference,,0.001487
MS24585-C169,MS24585-C169,MS24585C169,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,D,0.3,0.3,7.62,0.762,+/-0.008,+/-0.008,+/-0.2,+/-0.02,,,,,,0,,0,,,,,0.5,0.5,12.7,1.27,Reference,Reference,Reference,Reference,38.651,38.651,6.769,67.69,0.6902,6.902,690.23,6902.3,3.865,3.865,0.6769,6.769,0.06902,0.6902,69.021,690.21,0.218,0.218,5.54,0.554,0.038,0.038,0.97,,Stainless Steel,SS,10.879,10.879,48.39,4.935,4934.71,Squared and Ground,Factory Option,3.75,3.75,Reference,Reference,5.75,5.75,Passivate per ASTM A967,1,MIL SPEC Compression (MS24585),ASTM A313,0.224,0.224,5.69,0.569,Reference,Reference,Reference,Reference,,0.001629
MS24585-C17,MS24585-C17,MS24585C17,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,D,0.12,0.12,3.05,0.305,+/-0.005,+/-0.005,+/-0.13,+/-0.013,,,,,,0,,0,,,,,0.69,0.69,17.53,1.753,Reference,Reference,Reference,Reference,7.747,7.747,1.357,13.57,0.1383,1.383,138.35,1383.5,0.775,0.775,0.1357,1.357,0.01384,0.1384,13.84,138.4,0.324,0.324,8.23,0.823,0.018,0.018,0.46,0.046,Stainless Steel,SS,2.829,2.829,12.58,1.283,1283.23,Squared and Ground,Factory Option,16,16,Reference,Reference,18,18,Passivate per ASTM A967,1,MIL SPEC Compression (MS24585),ASTM A313,0.084,0.084,2.13,0.213,Reference,Reference,Reference,Reference,,0.000445
MS24585-C170,MS24585-C170,MS24585C170,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,D,0.3,0.3,7.62,0.762,+/-0.008,+/-0.008,+/-0.2,+/-0.02,,,,,,0,,0,,,,,0.56,0.56,14.22,1.422,Reference,Reference,Reference,Reference,32.32,32.32,5.66,56.6,0.5772,5.772,577.17,5771.7,3.232,3.232,0.566,5.66,0.05772,0.5772,57.717,577.17,0.247,0.247,6.27,0.627,0.038,0.038,0.97,,Stainless Steel,SS,10.08,10.08,44.84,4.572,4572.29,Squared and Ground,Factory Option,4.5,4.5,Reference,Reference,6.5,6.5,Passivate per ASTM A967,1,MIL SPEC Compression (MS24585),ASTM A313,0.224,0.224,5.69,0.569,Reference,Reference,Reference,Reference,,0.001841
MS24585-C171,MS24585-C171,MS24585C171,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,D,0.3,0.3,7.62,0.762,+/-0.008,+/-0.008,+/-0.2,+/-0.02,,,,,,0,,0,,,,,0.62,0.62,15.75,1.575,Reference,Reference,Reference,Reference,29.072,29.072,5.091,50.91,0.5192,5.192,519.17,5191.7,2.907,2.907,0.5091,5.091,0.05191,0.5191,51.913,519.13,0.266,0.266,6.76,0.676,0.038,0.038,0.97,,Stainless Steel,SS,10.261,10.261,45.64,4.654,4654.39,Squared and Ground,Factory Option,5,5,Reference,Reference,7,7,Passivate per ASTM A967,1,MIL SPEC Compression (MS24585),ASTM A313,0.224,0.224,5.69,0.569,Reference,Reference,Reference,Reference,,0.001983
