title,model,field_published_stock_code,field_product_type,field_product_category,field_product_series,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_revision,field_material,field_material_short_description,field_material_specification,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm,field_outside_dia_cm,field_outside_dia_tole_bd_spe_in,field_outside_dia_tole_in,field_outside_dia_tole_mm,field_outside_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm,field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_tole_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_inside_dia_tole_bd_spe_in,field_inside_dia_tole_in,field_inside_dia_tole_mm,field_inside_dia_tole_cm,field_appr_num_coil_buld_spec_in,field_appr_num_coils_per_in,field_appr_num_coils_per_mm,field_appr_num_coils_per_cm,field_stiffness_build_spec_lb_in,field_stiffness_lb_in,field_stiffness_n_mm,field_stiffness_n_cm,field_stiffness_kg_mm,field_stiffness_kg_cm,field_stiffness_gm_mm,field_stiffness_gm_cm,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_wire_dia_cm,field_initial_ten_bud_spec_lb,field_initial_tension_lb,field_initial_tension_n,field_initial_tension_kg,field_initial_tension_gm,field_initial_ten_tol_bud_spc_lb,field_initial_ten_tol_lb,field_initial_ten_tol_n,field_initial_ten_tol_kg,field_initial_ten_tol_gm,field_direction_of_wind,field_total_coils_bd_spe,field_total_coils,field_finish,field_weight_per_item_lb
LEC075G 24 S,LEC075G 24 S,LEC075G24S,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Stainless Steel,SS,ASTM A313,0.75,0.75,19.05,1.905,+/-0.015,+/-0.015,+/-0.38,+/-0.038,24,24,610,61,+/-0.480,+/-0.480,+/-12,+/-1.2,1.6278,1.628,0.28508,2.8508,0.02907,0.2907,29.07,290.7,+/-0.163,+/-0.163,+/-0.02855,+/-0.2855,+/-0.00291,+/-0.0291,+/-2.911,+/-29.11,0.6,0.6,15.24,1.524,Reference,Reference,Reference,Reference,13.333,13.3,0.5,5.2,128.601,128.6,734.3,7343,2.297,22.97,2297,22970,0.075,0.075,1.91,0.191,1.666,1.67,7.41,0.756,756,+/-0.333,+/-0.333,+/-1.481,+/-0.151,+/-151,Right Hand,319,319,Natural,0.915487
LEC075G 36 M,LEC075G 36 M,LEC075G36M,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Music Wire,MW,ASTM A228,0.75,0.75,19.05,1.905,+/-0.015,+/-0.015,+/-0.38,+/-0.038,36,36,914,91.4,+/-0.720,+/-0.720,+/-18,+/-1.8,1.9534,1.953,0.3421,3.421,0.03488,0.3488,34.88,348.8,+/-0.195,+/-0.195,+/-0.03415,+/-0.3415,+/-0.00348,+/-0.0348,+/-3.482,+/-34.82,0.6,0.6,15.24,1.524,Reference,Reference,Reference,Reference,13.333,13.3,0.5,5.2,154.321,154.3,881.2,8812,2.756,27.56,2756,27560,0.075,0.075,1.91,0.191,2,2,8.9,0.907,907,+/-0.4,+/-0.4,+/-1.779,+/-0.181,+/-181,Right Hand,479,479,Light Oil Coat,1.346163
LEC075G 36 S,LEC075G 36 S,LEC075G36S,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Stainless Steel,SS,ASTM A313,0.75,0.75,19.05,1.905,+/-0.015,+/-0.015,+/-0.38,+/-0.038,36,36,914,91.4,+/-0.720,+/-0.720,+/-18,+/-1.8,1.6278,1.628,0.28508,2.8508,0.02907,0.2907,29.07,290.7,+/-0.163,+/-0.163,+/-0.02855,+/-0.2855,+/-0.00291,+/-0.0291,+/-2.911,+/-29.11,0.6,0.6,15.24,1.524,Reference,Reference,Reference,Reference,13.333,13.3,0.5,5.2,128.601,128.6,734.3,7343,2.297,22.97,2297,22970,0.075,0.075,1.91,0.191,1.666,1.67,7.41,0.756,756,+/-0.333,+/-0.333,+/-1.481,+/-0.151,+/-151,Right Hand,479,479,Natural,1.371805
LEC085G 12 M,LEC085G 12 M,LEC085G12M,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Music Wire,MW,ASTM A228,0.75,0.75,19.05,1.905,+/-0.015,+/-0.015,+/-0.38,+/-0.038,12,12,305,30.5,+/-0.240,+/-0.240,+/-6,+/-0.6,3.826,3.826,0.67006,6.7006,0.06832,0.6832,68.32,683.2,+/-0.383,+/-0.383,+/-0.06708,+/-0.6708,+/-0.00684,+/-0.0684,+/-6.84,+/-68.4,0.58,0.58,14.73,1.473,Reference,Reference,Reference,Reference,11.765,11.7,0.5,4.6,266.258,266.3,1520.3,15203,4.755,47.55,4755,47550,0.085,0.085,2.16,0.216,2.8,2.8,12.46,1.27,1270,+/-0.560,+/-0.560,+/-2.491,+/-0.254,+/-254,Right Hand,140.176,140,Light Oil Coat,0.503516
LEC085G 12 S,LEC085G 12 S,LEC085G12S,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Stainless Steel,SS,ASTM A313,0.75,0.75,19.05,1.905,+/-0.015,+/-0.015,+/-0.38,+/-0.038,12,12,305,30.5,+/-0.24,+/-0.24,+/-6,+/-0.6,3.1884,3.188,0.55839,5.5839,0.05694,0.5694,56.94,569.4,+/-0.319,+/-0.319,+/-0.05587,+/-0.5587,+/-0.0057,+/-0.057,+/-5.697,+/-56.97,0.58,0.58,14.73,1.473,Reference,Reference,Reference,Reference,11.765,11.7,0.5,4.6,221.881,221.9,1266.9,12669,3.962,39.62,3962,39620,0.085,0.085,2.16,0.216,2.3324,2.33,10.38,1.058,1058,+/-0.466,+/-0.466,+/-2.073,+/-0.211,+/-211,Right Hand,140.1764,140,Natural,0.513107
LEC085G 24 M,LEC085G 24 M,LEC085G24M,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Music Wire,MW,ASTM A228,0.75,0.75,19.05,1.905,+/-0.015,+/-0.015,+/-0.38,+/-0.038,24,24,610,61,+/-0.480,+/-0.480,+/-12,+/-1.2,3.8261,3.826,0.67008,6.7008,0.06833,0.6833,68.33,683.3,+/-0.383,+/-0.383,+/-0.06708,+/-0.6708,+/-0.00684,+/-0.0684,+/-6.84,+/-68.4,0.58,0.58,14.73,1.473,Reference,Reference,Reference,Reference,11.765,11.7,0.5,4.6,266.258,266.3,1520.3,15203,4.755,47.55,4755,47550,0.085,0.085,2.16,0.216,2.8,2.8,12.46,1.27,1270,+/-0.56,+/-0.56,+/-2.491,+/-0.254,+/-254,Right Hand,281.3529,281,Light Oil Coat,1.003491
LEC085G 24 S,LEC085G 24 S,LEC085G24S,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Stainless Steel,SS,ASTM A313,0.75,0.75,19.05,1.905,+/-0.015,+/-0.015,+/-0.38,+/-0.038,24,24,610,61,+/-0.480,+/-0.480,+/-12,+/-1.2,3.1884,3.188,0.55839,5.5839,0.05694,0.5694,56.94,569.4,+/-0.319,+/-0.319,+/-0.05587,+/-0.5587,+/-0.0057,+/-0.057,+/-5.697,+/-56.97,0.58,0.58,14.73,1.473,Reference,Reference,Reference,Reference,11.765,11.7,0.5,4.6,221.881,221.9,1266.9,12669,3.962,39.62,3962,39620,0.085,0.085,2.16,0.216,2.3324,2.33,10.38,1.058,1058,+/-0.466,+/-0.466,+/-2.073,+/-0.211,+/-211,Right Hand,281.3529,281,Natural,1.022605
LEC085G 36 M,LEC085G 36 M,LEC085G36M,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Music Wire,MW,ASTM A228,0.75,0.75,19.05,1.905,+/-0.015,+/-0.015,+/-0.38,+/-0.038,36,36,914,91.4,+/-0.720,+/-0.720,+/-18,+/-1.8,3.8261,3.826,0.67008,6.7008,0.06833,0.6833,68.33,683.3,+/-0.383,+/-0.383,+/-0.06708,+/-0.6708,+/-0.00684,+/-0.0684,+/-6.84,+/-68.4,0.58,0.58,14.73,1.473,Reference,Reference,Reference,Reference,11.765,11.7,0.5,4.6,266.258,266.3,1520.3,15203,4.755,47.55,4755,47550,0.085,0.085,2.16,0.216,2.8,2.8,12.46,1.27,1270,+/-0.56,+/-0.56,+/-2.491,+/-0.254,+/-254,Right Hand,422.5294,423,Light Oil Coat,1.503466
LEC085G 36 S,LEC085G 36 S,LEC085G36S,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Stainless Steel,SS,ASTM A313,0.75,0.75,19.05,1.905,+/-0.015,+/-0.015,+/-0.38,+/-0.038,36,36,914,91.4,+/-0.720,+/-0.720,+/-18,+/-1.8,3.1884,3.188,0.55839,5.5839,0.05694,0.5694,56.94,569.4,+/-0.319,+/-0.319,+/-0.05587,+/-0.5587,+/-0.0057,+/-0.057,+/-5.697,+/-56.97,0.58,0.58,14.73,1.473,Reference,Reference,Reference,Reference,11.765,11.7,0.5,4.6,221.881,221.9,1266.9,12669,3.962,39.62,3962,39620,0.085,0.085,2.16,0.216,2.3324,2.33,10.38,1.058,1058,+/-0.466,+/-0.466,+/-2.073,+/-0.211,+/-211,Right Hand,422.5294,423,Natural,1.532104
LEC085JK 12M,LEC085JK 12M,LEC085JK12M,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Music Wire,MW,ASTM A228,1.125,1.125,28.58,2.858,+/-0.02,+/-0.02,+/-0.51,+/-0.051,12,12,305,30.5,+/-0.24,+/-0.24,+/-6,+/-0.6,1.0003,1,0.17519,1.7519,0.01786,0.1786,17.86,178.6,+/-0.1,+/-0.1,+/-0.01751,+/-0.1751,+/-0.00179,+/-0.0179,+/-1.786,+/-17.86,0.955,0.955,24.26,2.426,Reference,Reference,Reference,Reference,11.765,11.7,0.5,4.6,69.609,69.6,397.5,3975,1.243,12.43,1243,12430,0.085,0.085,2.16,0.216,1.89,1.89,8.41,0.857,857,+/-0.378,+/-0.378,+/-1.681,+/-0.171,+/-171,Right Hand,140.1764,140,Light Oil Coat,0.787454
LEC085JK 12S,LEC085JK 12S,LEC085JK12S,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Stainless Steel,SS,ASTM A313,1.125,1.125,28.58,2.858,+/-0.02,+/-0.02,+/-0.51,+/-0.051,12,12,305,30.5,+/-0.24,+/-0.24,+/-6,+/-0.6,0.8335,0.834,0.14597,1.4597,0.01488,0.1488,14.88,148.8,+/-0.083,+/-0.083,+/-0.01454,+/-0.1454,+/-0.00148,+/-0.0148,+/-1.482,+/-14.82,0.955,0.955,24.26,2.426,Reference,Reference,Reference,Reference,11.765,11.7,0.5,4.6,58.008,58,331.2,3312,1.036,10.36,1036,10360,0.085,0.085,2.16,0.216,1.5743,1.57,7,0.714,714,+/-0.315,+/-0.315,+/-1.401,+/-0.143,+/-143,Right Hand,140.1764,140,Natural,0.802453
LEC085JK 24M,LEC085JK 24M,LEC085JK24M,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Music Wire,MW,ASTM A228,1.125,1.125,28.58,2.858,+/-0.02,+/-0.02,+/-0.51,+/-0.051,24,24,610,61,+/-0.480,+/-0.480,+/-12,+/-1.2,1.0003,1,0.17519,1.7519,0.01786,0.1786,17.86,178.6,+/-0.1,+/-0.1,+/-0.01751,+/-0.1751,+/-0.00179,+/-0.0179,+/-1.786,+/-17.86,0.955,0.955,24.26,2.426,Reference,Reference,Reference,Reference,11.765,11.7,0.5,4.6,69.609,69.6,397.5,3975,1.243,12.43,1243,12430,0.085,0.085,2.16,0.216,1.89,1.89,8.41,0.857,857,+/-0.378,+/-0.378,+/-1.681,+/-0.171,+/-171,Right Hand,281.3529,281,Light Oil Coat,1.56937
LEC085JK 24S,LEC085JK 24S,LEC085JK24S,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Stainless Steel,SS,ASTM A313,1.125,1.125,28.58,2.858,+/-0.02,+/-0.02,+/-0.51,+/-0.051,24,24,610,61,+/-0.480,+/-0.480,+/-12,+/-1.2,0.8335,0.834,0.14597,1.4597,0.01488,0.1488,14.88,148.8,+/-0.083,+/-0.083,+/-0.01454,+/-0.1454,+/-0.00148,+/-0.0148,+/-1.482,+/-14.82,0.955,0.955,24.26,2.426,Reference,Reference,Reference,Reference,11.765,11.7,0.5,4.6,58.008,58,331.2,3312,1.036,10.36,1036,10360,0.085,0.085,2.16,0.216,1.5743,1.57,7,0.714,714,+/-0.315,+/-0.315,+/-1.401,+/-0.143,+/-143,Right Hand,281.3529,281,Natural,1.599263
LEC085JK 36M,LEC085JK 36M,LEC085JK36M,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Music Wire,MW,ASTM A228,1.125,1.125,28.58,2.858,+/-0.02,+/-0.02,+/-0.51,+/-0.051,36,36,914,91.4,+/-0.720,+/-0.720,+/-18,+/-1.8,1.0003,1,0.17519,1.7519,0.01786,0.1786,17.86,178.6,+/-0.1,+/-0.1,+/-0.01751,+/-0.1751,+/-0.00179,+/-0.0179,+/-1.786,+/-17.86,0.955,0.955,24.26,2.426,Reference,Reference,Reference,Reference,11.765,11.7,0.5,4.6,69.609,69.6,397.5,3975,1.243,12.43,1243,12430,0.085,0.085,2.16,0.216,1.89,1.89,8.41,0.857,857,+/-0.378,+/-0.378,+/-1.681,+/-0.171,+/-171,Right Hand,422.5294,423,Light Oil Coat,2.351286
LEC085JK 36S,LEC085JK 36S,LEC085JK36S,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Stainless Steel,SS,ASTM A313,1.125,1.125,28.58,2.858,+/-0.02,+/-0.02,+/-0.51,+/-0.051,36,36,914,91.4,+/-0.720,+/-0.720,+/-18,+/-1.8,0.8335,0.834,0.14597,1.4597,0.01488,0.1488,14.88,148.8,+/-0.083,+/-0.083,+/-0.01454,+/-0.1454,+/-0.00148,+/-0.0148,+/-1.482,+/-14.82,0.955,0.955,24.26,2.426,Reference,Reference,Reference,Reference,11.765,11.7,0.5,4.6,58.008,58,331.2,3312,1.036,10.36,1036,10360,0.085,0.085,2.16,0.216,1.5743,1.57,7,0.714,714,+/-0.315,+/-0.315,+/-1.401,+/-0.143,+/-143,Right Hand,422.5294,423,Natural,2.396072
LEC093G 12 M,LEC093G 12 M,LEC093G12M,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Music Wire,MW,ASTM A228,0.75,0.75,19.05,1.905,+/-0.015,+/-0.015,+/-0.38,+/-0.038,12,12,305,30.5,+/-0.24,+/-0.24,+/-6,+/-0.6,6.2293,6.229,1.09096,10.9096,0.11124,1.1124,111.24,1112.4,+/-0.623,+/-0.623,+/-0.10911,+/-1.0911,+/-0.01113,+/-0.1113,+/-11.126,+/-111.26,0.564,0.564,14.33,1.433,Reference,Reference,Reference,Reference,10.753,10.7,0.4,4.2,395.664,395.7,2259.2,22592,7.066,70.66,7066,70660,0.093,0.093,2.36,0.236,3.5,3.5,15.57,1.588,1588,+/-0.7,+/-0.7,+/-3.114,+/-0.318,+/-318,Right Hand,128.0322,128,Light Oil Coat,0.544639
LEC093G 12 S,LEC093G 12 S,LEC093G12S,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Stainless Steel,SS,ASTM A313,0.75,0.75,19.05,1.905,+/-0.015,+/-0.015,+/-0.38,+/-0.038,12,12,305,30.5,+/-0.24,+/-0.24,+/-6,+/-0.6,5.1911,5.191,0.90913,9.0913,0.0927,0.927,92.7,927,+/-0.519,+/-0.519,+/-0.09089,+/-0.9089,+/-0.00927,+/-0.0927,+/-9.268,+/-92.68,0.564,0.564,14.33,1.433,Reference,Reference,Reference,Reference,10.753,10.7,0.4,4.2,329.72,329.7,1882.7,18827,5.888,58.88,5888,58880,0.093,0.093,2.36,0.236,2.9155,2.92,12.97,1.322,1322,+/-0.583,+/-0.583,+/-2.593,+/-0.264,+/-264,Right Hand,128.0322,128,Natural,0.555013
LEC093G 24 M,LEC093G 24 M,LEC093G24M,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Music Wire,MW,ASTM A228,0.75,0.75,19.05,1.905,+/-0.015,+/-0.015,+/-0.38,+/-0.038,24,24,610,61,+/-0.480,+/-0.480,+/-12,+/-1.2,6.2293,6.229,1.09096,10.9096,0.11124,1.1124,111.24,1112.4,+/-0.623,+/-0.623,+/-0.10911,+/-1.0911,+/-0.01113,+/-0.1113,+/-11.126,+/-111.26,0.564,0.564,14.33,1.433,Reference,Reference,Reference,Reference,10.753,10.7,0.4,4.2,395.664,395.7,2259.2,22592,7.066,70.66,7066,70660,0.093,0.093,2.36,0.236,3.5,3.5,15.57,1.588,1588,+/-0.7,+/-0.7,+/-3.114,+/-0.318,+/-318,Right Hand,257.0645,257,Light Oil Coat,1.08509
LEC093G 24 S,LEC093G 24 S,LEC093G24S,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Stainless Steel,SS,ASTM A313,0.75,0.75,19.05,1.905,+/-0.015,+/-0.015,+/-0.38,+/-0.038,24,24,610,61,+/-0.480,+/-0.480,+/-12,+/-1.2,5.1911,5.191,0.90913,9.0913,0.0927,0.927,92.7,927,+/-0.519,+/-0.519,+/-0.09089,+/-0.9089,+/-0.00927,+/-0.0927,+/-9.268,+/-92.68,0.564,0.564,14.33,1.433,Reference,Reference,Reference,Reference,10.753,10.7,0.4,4.2,329.72,329.7,1882.7,18827,5.888,58.88,5888,58880,0.093,0.093,2.36,0.236,2.9155,2.92,12.97,1.322,1322,+/-0.583,+/-0.583,+/-2.593,+/-0.264,+/-264,Right Hand,257.0645,257,Natural,1.105758
LEC093G 36 M,LEC093G 36 M,LEC093G36M,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Music Wire,MW,ASTM A228,0.75,0.75,19.05,1.905,+/-0.015,+/-0.015,+/-0.38,+/-0.038,36,36,914,91.4,+/-0.720,+/-0.720,+/-18,+/-1.8,6.2293,6.229,1.09096,10.9096,0.11124,1.1124,111.24,1112.4,+/-0.623,+/-0.623,+/-0.10911,+/-1.0911,+/-0.01113,+/-0.1113,+/-11.126,+/-111.26,0.564,0.564,14.33,1.433,Reference,Reference,Reference,Reference,10.753,10.7,0.4,4.2,395.664,395.7,2259.2,22592,7.066,70.66,7066,70660,0.093,0.093,2.36,0.236,3.5,3.5,15.57,1.588,1588,+/-0.7,+/-0.7,+/-3.114,+/-0.318,+/-318,Right Hand,386.0967,386,Light Oil Coat,1.62554
LEC093G 36 S,LEC093G 36 S,LEC093G36S,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Stainless Steel,SS,ASTM A313,0.75,0.75,19.05,1.905,+/-0.015,+/-0.015,+/-0.38,+/-0.038,36,36,914,91.4,+/-0.720,+/-0.720,+/-18,+/-1.8,5.1911,5.191,0.90913,9.0913,0.0927,0.927,92.7,927,+/-0.519,+/-0.519,+/-0.09089,+/-0.9089,+/-0.00927,+/-0.0927,+/-9.268,+/-92.68,0.564,0.564,14.33,1.433,Reference,Reference,Reference,Reference,10.753,10.7,0.4,4.2,329.72,329.7,1882.7,18827,5.888,58.88,5888,58880,0.093,0.093,2.36,0.236,2.9155,2.92,12.97,1.322,1322,+/-0.583,+/-0.583,+/-2.593,+/-0.264,+/-264,Right Hand,386.0967,386,Natural,1.656503
LEC105G 12 M,LEC105G 12 M,LEC105G12M,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Music Wire,MW,ASTM A228,0.75,0.75,19.05,1.905,+/-0.015,+/-0.015,+/-0.38,+/-0.038,12,12,305,30.5,+/-0.24,+/-0.24,+/-6,+/-0.6,11.5982,11.598,2.03123,20.3123,0.20712,2.0712,207.12,2071.2,+/-1.16,+/-1.16,+/-0.20315,+/-2.0315,+/-0.02072,+/-0.2072,+/-20.715,+/-207.15,0.54,0.54,13.72,1.372,Reference,Reference,Reference,Reference,9.524,9.5,0.4,3.7,651.157,651.2,3718,37180,11.628,116.28,11628,116280,0.105,0.105,2.67,0.267,6,6,26.69,2.722,2722,+/-1.2,+/-1.2,+/-5.338,+/-0.544,+/-544,Right Hand,113.2857,113,Light Oil Coat,0.604283
LEC105G 12 S,LEC105G 12 S,LEC105G12S,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Stainless Steel,SS,ASTM A313,0.75,0.75,19.05,1.905,+/-0.015,+/-0.015,+/-0.38,+/-0.038,12,12,305,30.5,+/-0.24,+/-0.24,+/-6,+/-0.6,10.0854,10.085,1.76629,17.6629,0.18011,1.8011,180.11,1801.1,+/-1.009,+/-1.009,+/-0.17671,+/-1.7671,+/-0.01802,+/-0.1802,+/-18.019,+/-180.19,0.54,0.54,13.72,1.372,Reference,Reference,Reference,Reference,9.524,9.5,0.4,3.7,566.224,566.2,3233.1,32331,10.112,101.12,10112,101120,0.105,0.105,2.67,0.267,5.22,5.22,23.22,2.368,2368,+/-1.044,+/-1.044,+/-4.644,+/-0.474,+/-474,Right Hand,113.2857,113,Natural,0.615793
LEC105G 24 M,LEC105G 24 M,LEC105G24M,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Music Wire,MW,ASTM A228,0.75,0.75,19.05,1.905,+/-0.015,+/-0.015,+/-0.38,+/-0.038,24,24,610,61,+/-0.480,+/-0.480,+/-12,+/-1.2,11.5982,11.598,2.03123,20.3123,0.20712,2.0712,207.12,2071.2,+/-1.16,+/-1.16,+/-0.20315,+/-2.0315,+/-0.02072,+/-0.2072,+/-20.715,+/-207.15,0.54,0.54,13.72,1.372,Reference,Reference,Reference,Reference,9.524,9.5,0.4,3.7,651.157,651.2,3718,37180,11.628,116.28,11628,116280,0.105,0.105,2.67,0.267,6,6,26.69,2.722,2722,+/-1.2,+/-1.2,+/-5.338,+/-0.544,+/-544,Right Hand,227.5714,228,Light Oil Coat,1.203324
LEC105G 24 S,LEC105G 24 S,LEC105G24S,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Stainless Steel,SS,ASTM A313,0.75,0.75,19.05,1.905,+/-0.015,+/-0.015,+/-0.38,+/-0.038,24,24,610,61,+/-0.480,+/-0.480,+/-12,+/-1.2,10.0854,10.085,1.76629,17.6629,0.18011,1.8011,180.11,1801.1,+/-1.009,+/-1.009,+/-0.17671,+/-1.7671,+/-0.01802,+/-0.1802,+/-18.019,+/-180.19,0.54,0.54,13.72,1.372,Reference,Reference,Reference,Reference,9.524,9.5,0.4,3.7,566.224,566.2,3233.1,32331,10.112,101.12,10112,101120,0.105,0.105,2.67,0.267,5.22,5.22,23.22,2.368,2368,+/-1.044,+/-1.044,+/-4.644,+/-0.474,+/-474,Right Hand,227.5714,228,Natural,1.226244
LEC105G 36 M,LEC105G 36 M,LEC105G36M,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Music Wire,MW,ASTM A228,0.75,0.75,19.05,1.905,+/-0.015,+/-0.015,+/-0.38,+/-0.038,36,36,914,91.4,+/-0.720,+/-0.720,+/-18,+/-1.8,11.5982,11.598,2.03123,20.3123,0.20712,2.0712,207.12,2071.2,+/-1.16,+/-1.16,+/-0.20315,+/-2.0315,+/-0.02072,+/-0.2072,+/-20.715,+/-207.15,0.54,0.54,13.72,1.372,Reference,Reference,Reference,Reference,9.524,9.5,0.4,3.7,651.157,651.2,3718,37180,11.628,116.28,11628,116280,0.105,0.105,2.67,0.267,6,6,26.69,2.722,2722,+/-1.2,+/-1.2,+/-5.338,+/-0.544,+/-544,Right Hand,341.8571,342,Light Oil Coat,1.802365
LEC105G 36 S,LEC105G 36 S,LEC105G36S,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Stainless Steel,SS,ASTM A313,0.75,0.75,19.05,1.905,+/-0.015,+/-0.015,+/-0.38,+/-0.038,36,36,914,91.4,+/-0.720,+/-0.720,+/-18,+/-1.8,10.0854,10.085,1.76629,17.6629,0.18011,1.8011,180.11,1801.1,+/-1.009,+/-1.009,+/-0.17671,+/-1.7671,+/-0.01802,+/-0.1802,+/-18.019,+/-180.19,0.54,0.54,13.72,1.372,Reference,Reference,Reference,Reference,9.524,9.5,0.4,3.7,566.224,566.2,3233.1,32331,10.112,101.12,10112,101120,0.105,0.105,2.67,0.267,5.22,5.22,23.22,2.368,2368,+/-1.044,+/-1.044,+/-4.644,+/-0.474,+/-474,Right Hand,341.8571,342,Natural,1.836696
LEC105JK 12M,LEC105JK 12M,LEC105JK12M,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Music Wire,MW,ASTM A228,1.125,1.125,28.58,2.858,+/-0.02,+/-0.02,+/-0.51,+/-0.051,12,12,305,30.5,+/-0.24,+/-0.24,+/-6,+/-0.6,2.9327,2.933,0.51361,5.1361,0.05237,0.5237,52.37,523.7,+/-0.293,+/-0.293,+/-0.05131,+/-0.5131,+/-0.00523,+/-0.0523,+/-5.232,+/-52.32,0.915,0.915,23.24,2.324,Reference,Reference,Reference,Reference,9.524,9.5,0.4,3.7,164.651,164.7,940.1,9401,2.94,29.4,2940,29400,0.105,0.105,2.67,0.267,3.4,3.4,15.12,1.542,1542,+/-0.68,+/-0.68,+/-3.025,+/-0.308,+/-308,Right Hand,113.2857,113,Light Oil Coat,0.95561
