stock_code,price_code,price,min,currency,display_price_range
CI 006A 06 M,A,6,19,$,0-19
CI 006A 06 M,B,3.44,49,$,20-49
CI 006A 06 M,C,1.75,99,$,50-99
CI 006A 06 M,D,1.11,199,$,100-199
CI 006A 06 M,E,0.871,299,$,200-299
CI 006A 06 M,F,0.782,399,$,300-399
CI 006A 06 M,G,0.704,499,$,400-499
CI 006A 06 M,H,0.633,599,$,500-599
CI 006A 06 M,I,0.572,699,$,600-699
CI 006A 06 M,J,0.517,799,$,700-799
CI 006A 06 M,K,0.472,899,$,800-899
CI 006A 06 M,L,0.438,999,$,900-999
CI 006A 06 S,A,6.68,19,$,0-19
CI 006A 06 S,B,3.85,49,$,20-49
CI 006A 06 S,C,2.01,99,$,50-99
CI 006A 06 S,D,1.25,199,$,100-199
CI 006A 06 S,E,1,299,$,200-299
CI 006A 06 S,F,0.911,399,$,300-399
CI 006A 06 S,G,0.831,499,$,400-499
CI 006A 06 S,H,0.76,599,$,500-599
CI 006A 06 S,I,0.697,699,$,600-699
CI 006A 06 S,J,0.642,799,$,700-799
CI 006A 06 S,K,0.597,899,$,800-899
CI 006A 06 S,L,0.561,999,$,900-999
CI 006A 06 S316,A,7.19,19,$,0-19
CI 006A 06 S316,B,4.16,49,$,20-49
CI 006A 06 S316,C,2.19,99,$,50-99
CI 006A 06 S316,D,1.38,199,$,100-199
CI 006A 06 S316,E,1.195,299,$,200-299
CI 006A 06 S316,F,1.083,399,$,300-399
CI 006A 06 S316,G,0.983,499,$,400-499
CI 006A 06 S316,H,0.892,599,$,500-599
CI 006A 06 S316,I,0.812,699,$,600-699
CI 006A 06 S316,J,0.746,799,$,700-799
CI 006A 06 S316,K,0.69,899,$,800-899
CI 006A 06 S316,L,0.645,999,$,900-999
CI 006A 07 M,A,6,19,$,0-19
CI 006A 07 M,B,3.44,49,$,20-49
CI 006A 07 M,C,1.75,99,$,50-99
CI 006A 07 M,D,1.11,199,$,100-199
CI 006A 07 M,E,0.871,299,$,200-299
CI 006A 07 M,F,0.782,399,$,300-399
CI 006A 07 M,G,0.704,499,$,400-499
CI 006A 07 M,H,0.633,599,$,500-599
CI 006A 07 M,I,0.572,699,$,600-699
CI 006A 07 M,J,0.517,799,$,700-799
CI 006A 07 M,K,0.472,899,$,800-899
CI 006A 07 M,L,0.438,999,$,900-999
CI 006A 07 S,A,6.68,19,$,0-19
CI 006A 07 S,B,3.85,49,$,20-49
CI 006A 07 S,C,2.01,99,$,50-99
CI 006A 07 S,D,1.25,199,$,100-199
CI 006A 07 S,E,1.02,299,$,200-299
CI 006A 07 S,F,0.938,399,$,300-399
CI 006A 07 S,G,0.866,499,$,400-499
CI 006A 07 S,H,0.802,599,$,500-599
