title,model,field_published_stock_code,field_product_type,field_product_category,field_product_series,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_revision,field_material,field_material_short_description,field_material_specification,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm,field_outside_dia_cm,field_outside_dia_tole_bd_spe_in,field_outside_dia_tole_in,field_outside_dia_tole_mm,field_outside_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm,field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_tole_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_inside_dia_tole_bd_spe_in,field_inside_dia_tole_in,field_inside_dia_tole_mm,field_inside_dia_tole_cm,field_appr_num_coil_buld_spec_in,field_appr_num_coils_per_in,field_appr_num_coils_per_mm,field_appr_num_coils_per_cm,field_stiffness_build_spec_lb_in,field_stiffness_lb_in,field_stiffness_n_mm,field_stiffness_n_cm,field_stiffness_kg_mm,field_stiffness_kg_cm,field_stiffness_gm_mm,field_stiffness_gm_cm,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_wire_dia_cm,field_initial_ten_bud_spec_lb,field_initial_tension_lb,field_initial_tension_n,field_initial_tension_kg,field_initial_tension_gm,field_initial_ten_tol_bud_spc_lb,field_initial_ten_tol_lb,field_initial_ten_tol_n,field_initial_ten_tol_kg,field_initial_ten_tol_gm,field_direction_of_wind,field_total_coils_bd_spe,field_total_coils,field_finish,field_weight_per_item_lb
LEC039D 12 S,LEC039D 12 S,LEC039D12S,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Stainless Steel,SS,ASTM A313,0.375,0.375,9.53,0.953,+/-0.01,+/-0.01,+/-0.25,+/-0.025,12,12,305,30.5,+/-0.24,+/-0.24,+/-6,+/-0.6,0.4987,0.499,0.08734,0.8734,0.00891,0.0891,8.91,89.1,+/-0.05,+/-0.05,+/-0.00876,+/-0.0876,+/-0.00089,+/-0.0089,+/-0.893,+/-8.93,0.297,0.297,7.54,0.754,Reference,Reference,Reference,Reference,25.641,25.6,1,10.1,76.234,76.2,435.3,4353,1.361,13.61,1361,13610,0.039,0.039,0.99,0.099,0.6664,0.67,2.96,0.302,302,+/-0.133,+/-0.133,+/-0.592,+/-0.06,+/-60,Right Hand,306.6923,307,Natural,0.118499
LEC039D 24 M,LEC039D 24 M,LEC039D24M,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Music Wire,MW,ASTM A228,0.375,0.375,9.53,0.953,+/-0.01,+/-0.01,+/-0.25,+/-0.025,24,24,610,61,+/-0.480,+/-0.480,+/-12,+/-1.2,0.5985,0.599,0.10482,1.0482,0.01069,0.1069,10.69,106.9,+/-0.06,+/-0.06,+/-0.01051,+/-0.1051,+/-0.00107,+/-0.0107,+/-1.071,+/-10.71,0.297,0.297,7.54,0.754,Reference,Reference,Reference,Reference,25.641,25.6,1,10.1,91.481,91.5,522.3,5223,1.634,16.34,1634,16340,0.039,0.039,0.99,0.099,0.8,0.8,3.56,0.363,363,+/-0.16,+/-0.16,+/-0.712,+/-0.073,+/-73,Right Hand,614.3846,614,Light Oil Coat,0.232192
LEC039D 24 S,LEC039D 24 S,LEC039D24S,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Stainless Steel,SS,ASTM A313,0.375,0.375,9.53,0.953,+/-0.01,+/-0.01,+/-0.25,+/-0.025,24,24,610,61,+/-0.480,+/-0.480,+/-12,+/-1.2,0.4987,0.499,0.08734,0.8734,0.00891,0.0891,8.91,89.1,+/-0.05,+/-0.05,+/-0.00876,+/-0.0876,+/-0.00089,+/-0.0089,+/-0.893,+/-8.93,0.297,0.297,7.54,0.754,Reference,Reference,Reference,Reference,25.641,25.6,1,10.1,76.234,76.2,435.3,4353,1.361,13.61,1361,13610,0.039,0.039,0.99,0.099,0.6664,0.67,2.96,0.302,302,+/-0.133,+/-0.133,+/-0.592,+/-0.06,+/-60,Right Hand,614.3846,614,Natural,0.236614
LEC039D 36 M,LEC039D 36 M,LEC039D36M,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Music Wire,MW,ASTM A228,0.375,0.375,9.53,0.953,+/-0.01,+/-0.01,+/-0.25,+/-0.025,36,36,914,91.4,+/-0.720,+/-0.720,+/-18,+/-1.8,0.5985,0.599,0.10482,1.0482,0.01069,0.1069,10.69,106.9,+/-0.06,+/-0.06,+/-0.01051,+/-0.1051,+/-0.00107,+/-0.0107,+/-1.071,+/-10.71,0.297,0.297,7.54,0.754,Reference,Reference,Reference,Reference,25.641,25.6,1,10.1,91.481,91.5,522.3,5223,1.634,16.34,1634,16340,0.039,0.039,0.99,0.099,0.8,0.8,3.56,0.363,363,+/-0.16,+/-0.16,+/-0.712,+/-0.073,+/-73,Right Hand,922.0769,922,Light Oil Coat,0.348099
LEC039D 36 S,LEC039D 36 S,LEC039D36S,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Stainless Steel,SS,ASTM A313,0.375,0.375,9.53,0.953,+/-0.01,+/-0.01,+/-0.25,+/-0.025,36,36,914,91.4,+/-0.720,+/-0.720,+/-18,+/-1.8,0.4987,0.499,0.08734,0.8734,0.00891,0.0891,8.91,89.1,+/-0.05,+/-0.05,+/-0.00876,+/-0.0876,+/-0.00089,+/-0.0089,+/-0.893,+/-8.93,0.297,0.297,7.54,0.754,Reference,Reference,Reference,Reference,25.641,25.6,1,10.1,76.234,76.2,435.3,4353,1.361,13.61,1361,13610,0.039,0.039,0.99,0.099,0.6664,0.67,2.96,0.302,302,+/-0.133,+/-0.133,+/-0.592,+/-0.06,+/-60,Right Hand,922.0769,922,Natural,0.35473
LEC041C 12 M,LEC041C 12 M,LEC041C12M,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Music Wire,MW,ASTM A228,0.25,0.25,6.35,0.635,+/-0.005,+/-0.005,+/-0.13,+/-0.013,12,12,305,30.5,+/-0.24,+/-0.24,+/-6,+/-0.6,3.1944,3.194,0.55944,5.5944,0.05705,0.5705,57.05,570.5,+/-0.319,+/-0.319,+/-0.05587,+/-0.5587,+/-0.0057,+/-0.057,+/-5.697,+/-56.97,0.168,0.168,4.27,0.427,Reference,Reference,Reference,Reference,24.39,24.3,1,9.6,464.288,464.3,2651,26510,8.291,82.91,8291,82910,0.041,0.041,1.04,0.104,1.05,1.05,4.67,0.476,476,+/-0.21,+/-0.21,+/-0.934,+/-0.095,+/-95,Right Hand,291.6829,292,Light Oil Coat,0.076053
LEC041C 12 S,LEC041C 12 S,LEC041C12S,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Stainless Steel,SS,ASTM A313,0.25,0.25,6.35,0.635,+/-0.005,+/-0.005,+/-0.13,+/-0.013,12,12,305,30.5,+/-0.24,+/-0.24,+/-6,+/-0.6,2.662,2.662,0.4662,4.662,0.04754,0.4754,47.54,475.4,+/-0.266,+/-0.266,+/-0.04659,+/-0.4659,+/-0.00475,+/-0.0475,+/-4.75,+/-47.5,0.168,0.168,4.27,0.427,Reference,Reference,Reference,Reference,24.39,24.3,1,9.6,386.907,386.9,2209.2,22092,6.909,69.09,6909,69090,0.041,0.041,1.04,0.104,0.8746,0.87,3.89,0.397,397,+/-0.175,+/-0.175,+/-0.778,+/-0.079,+/-79,Right Hand,291.6829,292,Natural,0.077502
LEC041C 24 M,LEC041C 24 M,LEC041C24M,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Music Wire,MW,ASTM A228,0.25,0.25,6.35,0.635,+/-0.005,+/-0.005,+/-0.13,+/-0.013,24,24,610,61,+/-0.480,+/-0.480,+/-12,+/-1.2,3.1944,3.194,0.55944,5.5944,0.05705,0.5705,57.05,570.5,+/-0.319,+/-0.319,+/-0.05587,+/-0.5587,+/-0.0057,+/-0.057,+/-5.697,+/-56.97,0.168,0.168,4.27,0.427,Reference,Reference,Reference,Reference,24.39,24.3,1,9.6,464.288,464.3,2651,26510,8.291,82.91,8291,82910,0.041,0.041,1.04,0.104,1.05,1.05,4.67,0.476,476,+/-0.21,+/-0.21,+/-0.934,+/-0.095,+/-95,Right Hand,584.3658,584,Light Oil Coat,0.151848
LEC041C 24 S,LEC041C 24 S,LEC041C24S,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Stainless Steel,SS,ASTM A313,0.25,0.25,6.35,0.635,+/-0.005,+/-0.005,+/-0.13,+/-0.013,24,24,610,61,+/-0.480,+/-0.480,+/-12,+/-1.2,2.662,2.662,0.4662,4.662,0.04754,0.4754,47.54,475.4,+/-0.266,+/-0.266,+/-0.04659,+/-0.4659,+/-0.00475,+/-0.0475,+/-4.75,+/-47.5,0.168,0.168,4.27,0.427,Reference,Reference,Reference,Reference,24.39,24.3,1,9.6,386.907,386.9,2209.2,22092,6.909,69.09,6909,69090,0.041,0.041,1.04,0.104,0.8746,0.87,3.89,0.397,397,+/-0.175,+/-0.175,+/-0.778,+/-0.079,+/-79,Right Hand,584.3658,584,Natural,0.15474
LEC041C 36 M,LEC041C 36 M,LEC041C36M,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Music Wire,MW,ASTM A228,0.25,0.25,6.35,0.635,+/-0.005,+/-0.005,+/-0.13,+/-0.013,36,36,914,91.4,+/-0.720,+/-0.720,+/-18,+/-1.8,3.1944,3.194,0.55944,5.5944,0.05705,0.5705,57.05,570.5,+/-0.319,+/-0.319,+/-0.05587,+/-0.5587,+/-0.0057,+/-0.057,+/-5.697,+/-56.97,0.168,0.168,4.27,0.427,Reference,Reference,Reference,Reference,24.39,24.3,1,9.6,464.288,464.3,2651,26510,8.291,82.91,8291,82910,0.041,0.041,1.04,0.104,1.05,1.05,4.67,0.476,476,+/-0.21,+/-0.21,+/-0.934,+/-0.095,+/-95,Right Hand,877.0487,877,Light Oil Coat,0.227643
LEC041C 36 S,LEC041C 36 S,LEC041C36S,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Stainless Steel,SS,ASTM A313,0.25,0.25,6.35,0.635,+/-0.005,+/-0.005,+/-0.13,+/-0.013,36,36,914,91.4,+/-0.720,+/-0.720,+/-18,+/-1.8,2.662,2.662,0.4662,4.662,0.04754,0.4754,47.54,475.4,+/-0.266,+/-0.266,+/-0.04659,+/-0.4659,+/-0.00475,+/-0.0475,+/-4.75,+/-47.5,0.168,0.168,4.27,0.427,Reference,Reference,Reference,Reference,24.39,24.3,1,9.6,386.907,386.9,2209.2,22092,6.909,69.09,6909,69090,0.041,0.041,1.04,0.104,0.8746,0.87,3.89,0.397,397,+/-0.175,+/-0.175,+/-0.778,+/-0.079,+/-79,Right Hand,877.0487,877,Natural,0.231979
LEC041D 12 M,LEC041D 12 M,LEC041D12M,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Music Wire,MW,ASTM A228,0.375,0.375,9.53,0.953,+/-0.01,+/-0.01,+/-0.25,+/-0.025,12,12,305,30.5,+/-0.24,+/-0.24,+/-6,+/-0.6,0.7827,0.783,0.13708,1.3708,0.01398,0.1398,13.98,139.8,+/-0.078,+/-0.078,+/-0.01366,+/-0.1366,+/-0.00139,+/-0.0139,+/-1.393,+/-13.93,0.293,0.293,7.44,0.744,Reference,Reference,Reference,Reference,24.39,24.3,1,9.6,113.759,113.8,649.6,6496,2.032,20.32,2032,20320,0.041,0.041,1.04,0.104,0.9,0.9,4,0.408,408,+/-0.18,+/-0.18,+/-0.801,+/-0.082,+/-82,Right Hand,291.6829,292,Light Oil Coat,0.12154
LEC041D 12 S,LEC041D 12 S,LEC041D12S,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Stainless Steel,SS,ASTM A313,0.375,0.375,9.53,0.953,+/-0.01,+/-0.01,+/-0.25,+/-0.025,12,12,305,30.5,+/-0.24,+/-0.24,+/-6,+/-0.6,0.6522,0.652,0.11422,1.1422,0.01165,0.1165,11.65,116.5,+/-0.065,+/-0.065,+/-0.01138,+/-0.1138,+/-0.00116,+/-0.0116,+/-1.161,+/-11.61,0.293,0.293,7.44,0.744,Reference,Reference,Reference,Reference,24.39,24.3,1,9.6,94.799,94.8,541.3,5413,1.693,16.93,1693,16930,0.041,0.041,1.04,0.104,0.7497,0.75,3.33,0.34,340,+/-0.15,+/-0.15,+/-0.667,+/-0.068,+/-68,Right Hand,291.6829,292,Natural,0.123855
LEC041D 24 M,LEC041D 24 M,LEC041D24M,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Music Wire,MW,ASTM A228,0.375,0.375,9.53,0.953,+/-0.01,+/-0.01,+/-0.25,+/-0.025,24,24,610,61,+/-0.480,+/-0.480,+/-12,+/-1.2,0.7827,0.783,0.13708,1.3708,0.01398,0.1398,13.98,139.8,+/-0.078,+/-0.078,+/-0.01366,+/-0.1366,+/-0.00139,+/-0.0139,+/-1.393,+/-13.93,0.293,0.293,7.44,0.744,Reference,Reference,Reference,Reference,24.39,24.3,1,9.6,113.759,113.8,649.6,6496,2.032,20.32,2032,20320,0.041,0.041,1.04,0.104,0.9,0.9,4,0.408,408,+/-0.18,+/-0.18,+/-0.801,+/-0.082,+/-82,Right Hand,584.3658,584,Light Oil Coat,0.242666
LEC041D 24 S,LEC041D 24 S,LEC041D24S,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Stainless Steel,SS,ASTM A313,0.375,0.375,9.53,0.953,+/-0.01,+/-0.01,+/-0.25,+/-0.025,24,24,610,61,+/-0.480,+/-0.480,+/-12,+/-1.2,0.6522,0.652,0.11422,1.1422,0.01165,0.1165,11.65,116.5,+/-0.065,+/-0.065,+/-0.01138,+/-0.1138,+/-0.00116,+/-0.0116,+/-1.161,+/-11.61,0.293,0.293,7.44,0.744,Reference,Reference,Reference,Reference,24.39,24.3,1,9.6,94.799,94.8,541.3,5413,1.693,16.93,1693,16930,0.041,0.041,1.04,0.104,0.7497,0.75,3.33,0.34,340,+/-0.15,+/-0.15,+/-0.667,+/-0.068,+/-68,Right Hand,584.3658,584,Natural,0.247288
LEC041D 36 M,LEC041D 36 M,LEC041D36M,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Music Wire,MW,ASTM A228,0.375,0.375,9.53,0.953,+/-0.01,+/-0.01,+/-0.25,+/-0.025,36,36,914,91.4,+/-0.720,+/-0.720,+/-18,+/-1.8,0.7827,0.783,0.13708,1.3708,0.01398,0.1398,13.98,139.8,+/-0.078,+/-0.078,+/-0.01366,+/-0.1366,+/-0.00139,+/-0.0139,+/-1.393,+/-13.93,0.293,0.293,7.44,0.744,Reference,Reference,Reference,Reference,24.39,24.3,1,9.6,113.759,113.8,649.6,6496,2.032,20.32,2032,20320,0.041,0.041,1.04,0.104,0.9,0.9,4,0.408,408,+/-0.18,+/-0.18,+/-0.801,+/-0.082,+/-82,Right Hand,877.0487,877,Light Oil Coat,0.363792
