title,model,field_published_stock_code,field_product_type,field_product_category,field_product_series,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_revision,field_material,field_material_short_description,field_material_specification,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm,field_outside_dia_cm,field_outside_dia_tole_bd_spe_in,field_outside_dia_tole_in,field_outside_dia_tole_mm,field_outside_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm,field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_tole_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_inside_dia_tole_bd_spe_in,field_inside_dia_tole_in,field_inside_dia_tole_mm,field_inside_dia_tole_cm,field_appr_num_coil_buld_spec_in,field_appr_num_coils_per_in,field_appr_num_coils_per_mm,field_appr_num_coils_per_cm,field_stiffness_build_spec_lb_in,field_stiffness_lb_in,field_stiffness_n_mm,field_stiffness_n_cm,field_stiffness_kg_mm,field_stiffness_kg_cm,field_stiffness_gm_mm,field_stiffness_gm_cm,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_wire_dia_cm,field_initial_ten_bud_spec_lb,field_initial_tension_lb,field_initial_tension_n,field_initial_tension_kg,field_initial_tension_gm,field_initial_ten_tol_bud_spc_lb,field_initial_ten_tol_lb,field_initial_ten_tol_n,field_initial_ten_tol_kg,field_initial_ten_tol_gm,field_direction_of_wind,field_total_coils_bd_spe,field_total_coils,field_finish,field_weight_per_item_lb
LEC037D 24 S,LEC037D 24 S,LEC037D24S,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Stainless Steel,SS,ASTM A313,0.375,0.375,9.53,0.953,+/-0.01,+/-0.01,+/-0.25,+/-0.025,24,24,610,61,+/-0.480,+/-0.480,+/-12,+/-1.2,0.3764,0.376,0.06592,0.6592,0.00672,0.0672,6.72,67.2,+/-0.038,+/-0.038,+/-0.00666,+/-0.0666,+/-0.00068,+/-0.0068,+/-0.679,+/-6.79,0.301,0.301,7.65,0.765,Reference,Reference,Reference,Reference,27.027,27,1.1,10.6,60.669,60.7,346.4,3464,1.083,10.83,1083,10830,0.037,0.037,0.94,0.094,0.5831,0.58,2.59,0.264,264,+/-0.117,+/-0.117,+/-0.52,+/-0.053,+/-53,Right Hand,647.6486,648,Natural,0.225798
LEC037D 36 M,LEC037D 36 M,LEC037D36M,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Music Wire,MW,ASTM A228,0.375,0.375,9.53,0.953,+/-0.01,+/-0.01,+/-0.25,+/-0.025,36,36,914,91.4,+/-0.720,+/-0.720,+/-18,+/-1.8,0.4517,0.452,0.07911,0.7911,0.00807,0.0807,8.07,80.7,+/-0.045,+/-0.045,+/-0.00788,+/-0.0788,+/-0.0008,+/-0.008,+/-0.804,+/-8.04,0.301,0.301,7.65,0.765,Reference,Reference,Reference,Reference,27.027,27,1.1,10.6,72.803,72.8,415.7,4157,1.3,13,1300,13000,0.037,0.037,0.94,0.094,0.7,0.7,3.11,0.318,318,+/-0.14,+/-0.14,+/-0.623,+/-0.064,+/-64,Right Hand,971.9729,972,Light Oil Coat,0.332195
LEC037D 36 S,LEC037D 36 S,LEC037D36S,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Stainless Steel,SS,ASTM A313,0.375,0.375,9.53,0.953,+/-0.01,+/-0.01,+/-0.25,+/-0.025,36,36,914,91.4,+/-0.720,+/-0.720,+/-18,+/-1.8,0.3764,0.376,0.06592,0.6592,0.00672,0.0672,6.72,67.2,+/-0.038,+/-0.038,+/-0.00666,+/-0.0666,+/-0.00068,+/-0.0068,+/-0.679,+/-6.79,0.301,0.301,7.65,0.765,Reference,Reference,Reference,Reference,27.027,27,1.1,10.6,60.669,60.7,346.4,3464,1.083,10.83,1083,10830,0.037,0.037,0.94,0.094,0.5831,0.58,2.59,0.264,264,+/-0.117,+/-0.117,+/-0.52,+/-0.053,+/-53,Right Hand,971.9729,972,Natural,0.338523
LEC037E 12 M,LEC037E 12 M,LEC037E12M,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Music Wire,MW,ASTM A228,0.5,0.5,12.7,1.27,+/-0.01,+/-0.01,+/-0.25,+/-0.025,12,12,305,30.5,+/-0.24,+/-0.24,+/-6,+/-0.6,0.1757,0.176,0.03077,0.3077,0.00314,0.0314,3.14,31.4,+/-0.018,+/-0.018,+/-0.00315,+/-0.0315,+/-0.00032,+/-0.0032,+/-0.321,+/-3.21,0.426,0.426,10.82,1.082,Reference,Reference,Reference,Reference,27.027,27,1.1,10.6,28.324,28.3,161.7,1617,0.506,5.06,506,5060,0.037,0.037,0.94,0.094,0.4,0.4,1.78,0.181,181,+/-0.08,+/-0.08,+/-0.356,+/-0.036,+/-36,Right Hand,323.3243,323,Light Oil Coat,0.151994
LEC037E 12 S,LEC037E 12 S,LEC037E12S,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Stainless Steel,SS,ASTM A313,0.5,0.5,12.7,1.27,+/-0.01,+/-0.01,+/-0.25,+/-0.025,12,12,305,30.5,+/-0.24,+/-0.24,+/-6,+/-0.6,0.1464,0.146,0.02564,0.2564,0.00261,0.0261,2.61,26.1,+/-0.015,+/-0.015,+/-0.00263,+/-0.0263,+/-0.00027,+/-0.0027,+/-0.268,+/-2.68,0.426,0.426,10.82,1.082,Reference,Reference,Reference,Reference,27.027,27,1.1,10.6,23.603,23.6,134.8,1348,0.422,4.22,422,4220,0.037,0.037,0.94,0.094,0.3332,0.33,1.48,0.151,151,+/-0.067,+/-0.067,+/-0.298,+/-0.03,+/-30,Right Hand,323.3243,323,Natural,0.154889
LEC037E 24 M,LEC037E 24 M,LEC037E24M,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Music Wire,MW,ASTM A228,0.5,0.5,12.7,1.27,+/-0.01,+/-0.01,+/-0.25,+/-0.025,24,24,610,61,+/-0.480,+/-0.480,+/-12,+/-1.2,0.1757,0.176,0.03077,0.3077,0.00314,0.0314,3.14,31.4,+/-0.018,+/-0.018,+/-0.00315,+/-0.0315,+/-0.00032,+/-0.0032,+/-0.321,+/-3.21,0.426,0.426,10.82,1.082,Reference,Reference,Reference,Reference,27.027,27,1.1,10.6,28.324,28.3,161.7,1617,0.506,5.06,506,5060,0.037,0.037,0.94,0.094,0.4,0.4,1.78,0.181,181,+/-0.08,+/-0.08,+/-0.356,+/-0.036,+/-36,Right Hand,647.6486,648,Light Oil Coat,0.303521
LEC037E 24 S,LEC037E 24 S,LEC037E24S,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Stainless Steel,SS,ASTM A313,0.5,0.5,12.7,1.27,+/-0.01,+/-0.01,+/-0.25,+/-0.025,24,24,610,61,+/-0.480,+/-0.480,+/-12,+/-1.2,0.1464,0.146,0.02564,0.2564,0.00261,0.0261,2.61,26.1,+/-0.015,+/-0.015,+/-0.00263,+/-0.0263,+/-0.00027,+/-0.0027,+/-0.268,+/-2.68,0.426,0.426,10.82,1.082,Reference,Reference,Reference,Reference,27.027,27,1.1,10.6,23.603,23.6,134.8,1348,0.422,4.22,422,4220,0.037,0.037,0.94,0.094,0.3332,0.33,1.48,0.151,151,+/-0.067,+/-0.067,+/-0.298,+/-0.03,+/-30,Right Hand,647.6486,648,Natural,0.309303
LEC037E 36 M,LEC037E 36 M,LEC037E36M,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Music Wire,MW,ASTM A228,0.5,0.5,12.7,1.27,+/-0.01,+/-0.01,+/-0.25,+/-0.025,36,36,914,91.4,+/-0.720,+/-0.720,+/-18,+/-1.8,0.1757,0.176,0.03077,0.3077,0.00314,0.0314,3.14,31.4,+/-0.018,+/-0.018,+/-0.00315,+/-0.0315,+/-0.00032,+/-0.0032,+/-0.321,+/-3.21,0.426,0.426,10.82,1.082,Reference,Reference,Reference,Reference,27.027,27,1.1,10.6,28.324,28.3,161.7,1617,0.506,5.06,506,5060,0.037,0.037,0.94,0.094,0.4,0.4,1.78,0.181,181,+/-0.08,+/-0.08,+/-0.356,+/-0.036,+/-36,Right Hand,971.9729,972,Light Oil Coat,0.455049
LEC037E 36 S,LEC037E 36 S,LEC037E36S,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Stainless Steel,SS,ASTM A313,0.5,0.5,12.7,1.27,+/-0.01,+/-0.01,+/-0.25,+/-0.025,36,36,914,91.4,+/-0.720,+/-0.720,+/-18,+/-1.8,0.1464,0.146,0.02564,0.2564,0.00261,0.0261,2.61,26.1,+/-0.015,+/-0.015,+/-0.00263,+/-0.0263,+/-0.00027,+/-0.0027,+/-0.268,+/-2.68,0.426,0.426,10.82,1.082,Reference,Reference,Reference,Reference,27.027,27,1.1,10.6,23.603,23.6,134.8,1348,0.422,4.22,422,4220,0.037,0.037,0.94,0.094,0.3332,0.33,1.48,0.151,151,+/-0.067,+/-0.067,+/-0.298,+/-0.03,+/-30,Right Hand,971.9729,972,Natural,0.463716
LEC039D 12 M,LEC039D 12 M,LEC039D12M,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Music Wire,MW,ASTM A228,0.375,0.375,9.53,0.953,+/-0.01,+/-0.01,+/-0.25,+/-0.025,12,12,305,30.5,+/-0.24,+/-0.24,+/-6,+/-0.6,0.5985,0.599,0.10482,1.0482,0.01069,0.1069,10.69,106.9,+/-0.06,+/-0.06,+/-0.01051,+/-0.1051,+/-0.00107,+/-0.0107,+/-1.071,+/-10.71,0.297,0.297,7.54,0.754,Reference,Reference,Reference,Reference,25.641,25.6,1,10.1,91.481,91.5,522.3,5223,1.634,16.34,1634,16340,0.039,0.039,0.99,0.099,0.8,0.8,3.56,0.363,363,+/-0.16,+/-0.16,+/-0.712,+/-0.073,+/-73,Right Hand,306.6923,307,Light Oil Coat,0.116284
