title,model,field_published_stock_code,field_product_type,field_spring_type,field_product_category,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_product_series,field_revision,field_material,field_material_short_description,field_material_specification,field_outside_dia_bd_spe_in,field_outside_dia_base_in,field_outside_dia_base_mm,field_outside_dia_base_cm,field_outside_dia_tole_bd_spe_in,field_outside_dia_tole_in,field_outside_dia_tole_mm,field_outside_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm,field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_tole_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_ins_dia_tol_bld_spec_in,field_field_inside_dia_tol_in,field_field_inside_dia_tol_mm,field_field_inside_dia_tol_cm,field_total_coils_bd_spe,field_total_coils,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_wire_dia_cm,field_end,field_initial_ten_bud_spec_lb,field_initial_tension_lb,field_initial_tension_n,field_initial_tension_kg,field_initial_tension_gm,field_initial_ten_tol_bud_spc_lb,field_initial_ten_tol_lb,field_initial_ten_tol_n,field_initial_ten_tol_kg,field_initial_ten_tol_gm,field_max_load_build_spec_lb,field_max_load_lb,field_max_load_n,field_max_load_kg,field_max_load_gm,field_max_extend_len_bd_spe_in,field_max_extended_length_in,field_max_extended_length_mm,field_max_extended_length_cm,field_body_length_build_spec_in,field_body_length_in,field_body_length_mm,field_body_length_cm,field_direction_of_wind,field_finish,field_weight_per_item_lb,field_loop_insid_dia_bd_spec_in,field_loop_inside_diameter_in,field_loop_inside_diameter_mm,field_loop_inside_diameter_cm,field_loop_position,field_loop_opening_build_spec_in,field_loop_opening_in,field_loop_opening_mm,field_loop_opening_cm
EI 009AA 03M,EI 009AA 03M,EI009AA03M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.078,0.078,1.98,0.198,0.004,0.004,0.1,0.01,0.375,0.375,9.53,0.953,0.02,0.02,0.51,0.051,1.091,1.091,0.191,1.91,0.0195,0.195,19.5,195,0.109,0.109,0.0191,0.191,0.00195,0.0195,1.95,19.5,0.06,0.06,1.52,0.152,REF,Reference,Reference,Reference,27.306,27.3,0.009,0.009,0.23,0.023,Standard Loops,0.05,0.05,0.222,0.0227,22.7,0.01,0.01,0.0445,0.00454,4.54,0.555,0.555,2.469,0.2517,251.7,0.838,0.838,21.29,2.129,0.255,0.255,6.48,0.648,Factory Option,Pre-coated with Tin,0.00012,0.06,0.06,1.52,0.152,Random,0.009,0.009,0.23,0.023
EI 009AA 03S,EI 009AA 03S,EI009AA03S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.078,0.078,1.98,0.198,0.004,0.004,0.1,0.01,0.375,0.375,9.53,0.953,0.02,0.02,0.51,0.051,0.909,0.909,0.159,1.59,0.0162,0.162,16.2,162,0.09,0.09,0.0158,0.158,0.00161,0.0161,1.61,16.1,0.06,0.06,1.52,0.152,REF,Reference,Reference,Reference,27.306,27.3,0.009,0.009,0.23,0.023,Standard Loops,0.042,0.042,0.187,0.0191,19.1,0.008,0.008,0.0356,0.00363,3.63,0.465,0.465,2.068,0.2109,210.9,0.841,0.841,21.36,2.136,0.255,0.255,6.48,0.648,Factory Option,Passivate per ASTM A967,0.00012,0.06,0.06,1.52,0.152,Random,0.009,0.009,0.23,0.023
EI 009AA 03S316,EI 009AA 03S316,EI009AA03S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.078,0.078,1.98,0.198,0.004,0.004,0.1,0.01,0.375,0.375,9.53,0.953,0.02,0.02,0.51,0.051,0.909,0.909,0.159,1.59,0.0162,0.162,16.2,162,0.09,0.09,0.0158,0.158,0.00161,0.0161,1.61,16.1,0.06,0.06,1.52,0.152,REF,Reference,Reference,Reference,27.306,27.3,0.009,0.009,0.23,0.023,Standard Loops,0.042,0.042,0.187,0.0191,19.1,0.008,0.008,0.0356,0.00363,3.63,0.348,0.348,1.548,0.1579,157.9,0.711,0.711,18.06,1.806,0.255,0.255,6.48,0.648,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00012,0.06,0.06,1.52,0.152,Random,0.009,0.009,0.23,0.023
EI 009AA 04M,EI 009AA 04M,EI009AA04M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.078,0.078,1.98,0.198,0.004,0.004,0.1,0.01,0.438,0.438,11.13,1.113,0.02,0.02,0.51,0.051,0.869,0.869,0.152,1.52,0.0155,0.155,15.5,155,0.086,0.086,0.0151,0.151,0.00154,0.0154,1.54,15.4,0.06,0.06,1.52,0.152,REF,Reference,Reference,Reference,34.306,34.3,0.009,0.009,0.23,0.023,Standard Loops,0.05,0.05,0.222,0.0227,22.7,0.01,0.01,0.0445,0.00454,4.54,0.555,0.555,2.469,0.2517,251.7,1.02,1.02,25.91,2.591,0.318,0.318,8.08,0.808,Factory Option,Pre-coated with Tin,0.00015,0.06,0.06,1.52,0.152,Random,0.009,0.009,0.23,0.023
EI 009AA 04S,EI 009AA 04S,EI009AA04S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.078,0.078,1.98,0.198,0.004,0.004,0.1,0.01,0.438,0.438,11.13,1.113,0.02,0.02,0.51,0.051,0.724,0.724,0.127,1.27,0.0129,0.129,12.9,129,0.072,0.072,0.0126,0.126,0.00129,0.0129,1.29,12.9,0.06,0.06,1.52,0.152,REF,Reference,Reference,Reference,34.306,34.3,0.009,0.009,0.23,0.023,Standard Loops,0.042,0.042,0.187,0.0191,19.1,0.008,0.008,0.0356,0.00363,3.63,0.465,0.465,2.068,0.2109,210.9,1.023,1.023,25.98,2.598,0.318,0.318,8.08,0.808,Factory Option,Passivate per ASTM A967,0.00015,0.06,0.06,1.52,0.152,Random,0.009,0.009,0.23,0.023
EI 009AA 04S316,EI 009AA 04S316,EI009AA04S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.078,0.078,1.98,0.198,0.004,0.004,0.1,0.01,0.438,0.438,11.13,1.113,0.02,0.02,0.51,0.051,0.724,0.724,0.127,1.27,0.0129,0.129,12.9,129,0.072,0.072,0.0126,0.126,0.00129,0.0129,1.29,12.9,0.06,0.06,1.52,0.152,REF,Reference,Reference,Reference,34.306,34.3,0.009,0.009,0.23,0.023,Standard Loops,0.042,0.042,0.187,0.0191,19.1,0.008,0.008,0.0356,0.00363,3.63,0.348,0.348,1.548,0.1579,157.9,0.86,0.86,21.84,2.184,0.318,0.318,8.08,0.808,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00015,0.06,0.06,1.52,0.152,Random,0.009,0.009,0.23,0.023
EI 009AA 05M,EI 009AA 05M,EI009AA05M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.078,0.078,1.98,0.198,0.004,0.004,0.1,0.01,0.5,0.5,12.7,1.27,0.02,0.02,0.51,0.051,0.723,0.723,0.127,1.27,0.0129,0.129,12.9,129,0.072,0.072,0.0126,0.126,0.00129,0.0129,1.29,12.9,0.06,0.06,1.52,0.152,REF,Reference,Reference,Reference,41.194,41.2,0.009,0.009,0.23,0.023,Standard Loops,0.05,0.05,0.222,0.0227,22.7,0.01,0.01,0.0445,0.00454,4.54,0.555,0.555,2.469,0.2517,251.7,1.198,1.198,30.43,3.043,0.38,0.38,9.65,0.965,Factory Option,Pre-coated with Tin,0.00018,0.06,0.06,1.52,0.152,Random,0.009,0.009,0.23,0.023
EI 009AA 05S,EI 009AA 05S,EI009AA05S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.078,0.078,1.98,0.198,0.004,0.004,0.1,0.01,0.5,0.5,12.7,1.27,0.02,0.02,0.51,0.051,0.603,0.603,0.106,1.06,0.0108,0.108,10.8,108,0.06,0.06,0.0105,0.105,0.00107,0.0107,1.07,10.7,0.06,0.06,1.52,0.152,REF,Reference,Reference,Reference,41.194,41.2,0.009,0.009,0.23,0.023,Standard Loops,0.042,0.042,0.187,0.0191,19.1,0.008,0.008,0.0356,0.00363,3.63,0.465,0.465,2.068,0.2109,210.9,1.203,1.203,30.56,3.056,0.38,0.38,9.65,0.965,Factory Option,Passivate per ASTM A967,0.00018,0.06,0.06,1.52,0.152,Random,0.009,0.009,0.23,0.023
EI 009AA 05S316,EI 009AA 05S316,EI009AA05S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.078,0.078,1.98,0.198,0.004,0.004,0.1,0.01,0.5,0.5,12.7,1.27,0.02,0.02,0.51,0.051,0.603,0.603,0.106,1.06,0.0108,0.108,10.8,108,0.06,0.06,0.0105,0.105,0.00107,0.0107,1.07,10.7,0.06,0.06,1.52,0.152,REF,Reference,Reference,Reference,41.194,41.2,0.009,0.009,0.23,0.023,Standard Loops,0.042,0.042,0.187,0.0191,19.1,0.008,0.008,0.0356,0.00363,3.63,0.348,0.348,1.548,0.1579,157.9,1.007,1.007,25.58,2.558,0.38,0.38,9.65,0.965,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00018,0.06,0.06,1.52,0.152,Random,0.009,0.009,0.23,0.023
EI 009AA 06M,EI 009AA 06M,EI009AA06M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.078,0.078,1.98,0.198,0.004,0.004,0.1,0.01,0.625,0.625,15.88,1.588,0.02,0.02,0.51,0.051,0.541,0.541,0.095,0.95,0.0097,0.097,9.7,97,0.054,0.054,0.0095,0.095,0.00096,0.0096,0.96,9.6,0.06,0.06,1.52,0.152,REF,Reference,Reference,Reference,55.083,55.1,0.009,0.009,0.23,0.023,Standard Loops,0.05,0.05,0.222,0.0227,22.7,0.01,0.01,0.0445,0.00454,4.54,0.555,0.555,2.469,0.2517,251.7,1.559,1.559,39.6,3.96,0.505,0.505,12.83,1.283,Factory Option,Pre-coated with Tin,0.00024,0.06,0.06,1.52,0.152,Random,0.009,0.009,0.23,0.023
EI 009AA 06S,EI 009AA 06S,EI009AA06S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.078,0.078,1.98,0.198,0.004,0.004,0.1,0.01,0.625,0.625,15.88,1.588,0.02,0.02,0.51,0.051,0.451,0.451,0.079,0.79,0.0081,0.081,8.1,81,0.045,0.045,0.0079,0.079,0.0008,0.008,0.8,8,0.06,0.06,1.52,0.152,REF,Reference,Reference,Reference,55.083,55.1,0.009,0.009,0.23,0.023,Standard Loops,0.042,0.042,0.187,0.0191,19.1,0.008,0.008,0.0356,0.00363,3.63,0.465,0.465,2.068,0.2109,210.9,1.565,1.565,39.75,3.975,0.505,0.505,12.83,1.283,Factory Option,Passivate per ASTM A967,0.00024,0.06,0.06,1.52,0.152,Random,0.009,0.009,0.23,0.023
EI 009AA 06S316,EI 009AA 06S316,EI009AA06S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.078,0.078,1.98,0.198,0.004,0.004,0.1,0.01,0.625,0.625,15.88,1.588,0.02,0.02,0.51,0.051,0.451,0.451,0.079,0.79,0.0081,0.081,8.1,81,0.045,0.045,0.0079,0.079,0.0008,0.008,0.8,8,0.06,0.06,1.52,0.152,REF,Reference,Reference,Reference,55.083,55.1,0.009,0.009,0.23,0.023,Standard Loops,0.042,0.042,0.187,0.0191,19.1,0.008,0.008,0.0356,0.00363,3.63,0.348,0.348,1.548,0.1579,157.9,1.303,1.303,33.1,3.31,0.505,0.505,12.83,1.283,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00024,0.06,0.06,1.52,0.152,Random,0.009,0.009,0.23,0.023
EI 009AA 07M,EI 009AA 07M,EI009AA07M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.078,0.078,1.98,0.198,0.004,0.004,0.1,0.01,0.75,0.75,19.05,1.905,0.02,0.02,0.51,0.051,0.432,0.432,0.076,0.76,0.0077,0.077,7.7,77,0.043,0.043,0.0075,0.075,0.00077,0.0077,0.77,7.7,0.06,0.06,1.52,0.152,REF,Reference,Reference,Reference,68.972,69,0.009,0.009,0.23,0.023,Standard Loops,0.05,0.05,0.222,0.0227,22.7,0.01,0.01,0.0445,0.00454,4.54,0.555,0.555,2.469,0.2517,251.7,1.919,1.919,48.74,4.874,0.63,0.63,16,1.6,Factory Option,Pre-coated with Tin,0.00029,0.06,0.06,1.52,0.152,Random,0.009,0.009,0.23,0.023
EI 009AA 07S,EI 009AA 07S,EI009AA07S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.078,0.078,1.98,0.198,0.004,0.004,0.1,0.01,0.75,0.75,19.05,1.905,0.02,0.02,0.51,0.051,0.36,0.36,0.063,0.63,0.0064,0.064,6.4,64,0.035,0.035,0.0061,0.061,0.00063,0.0063,0.63,6.3,0.06,0.06,1.52,0.152,REF,Reference,Reference,Reference,68.972,69,0.009,0.009,0.23,0.023,Standard Loops,0.042,0.042,0.187,0.0191,19.1,0.008,0.008,0.0356,0.00363,3.63,0.465,0.465,2.068,0.2109,210.9,1.927,1.927,48.95,4.895,0.63,0.63,16,1.6,Factory Option,Passivate per ASTM A967,0.0003,0.06,0.06,1.52,0.152,Random,0.009,0.009,0.23,0.023
EI 009AA 07S316,EI 009AA 07S316,EI009AA07S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.078,0.078,1.98,0.198,0.004,0.004,0.1,0.01,0.75,0.75,19.05,1.905,0.02,0.02,0.51,0.051,0.36,0.36,0.063,0.63,0.0064,0.064,6.4,64,0.035,0.035,0.0061,0.061,0.00063,0.0063,0.63,6.3,0.06,0.06,1.52,0.152,REF,Reference,Reference,Reference,68.972,69,0.009,0.009,0.23,0.023,Standard Loops,0.042,0.042,0.187,0.0191,19.1,0.008,0.008,0.0356,0.00363,3.63,0.348,0.348,1.548,0.1579,157.9,1.6,1.6,40.64,4.064,0.63,0.63,16,1.6,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.0003,0.06,0.06,1.52,0.152,Random,0.009,0.009,0.23,0.023
EI 009AA 08M,EI 009AA 08M,EI009AA08M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.078,0.078,1.98,0.198,0.004,0.004,0.1,0.01,0.875,0.875,22.23,2.223,0.02,0.02,0.51,0.051,0.36,0.36,0.063,0.63,0.0064,0.064,6.4,64,0.035,0.035,0.0061,0.061,0.00063,0.0063,0.63,6.3,0.06,0.06,1.52,0.152,REF,Reference,Reference,Reference,82.861,82.9,0.009,0.009,0.23,0.023,Standard Loops,0.05,0.05,0.222,0.0227,22.7,0.01,0.01,0.0445,0.00454,4.54,0.555,0.555,2.469,0.2517,251.7,2.28,2.28,57.91,5.791,0.755,0.755,19.18,1.918,Factory Option,Pre-coated with Tin,0.00035,0.06,0.06,1.52,0.152,Random,0.009,0.009,0.23,0.023
EI 009AA 08S,EI 009AA 08S,EI009AA08S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.078,0.078,1.98,0.198,0.004,0.004,0.1,0.01,0.875,0.875,22.23,2.223,0.02,0.02,0.51,0.051,0.3,0.3,0.053,0.53,0.0054,0.054,5.4,54,0.029,0.029,0.0051,0.051,0.00052,0.0052,0.52,5.2,0.06,0.06,1.52,0.152,REF,Reference,Reference,Reference,82.861,82.9,0.009,0.009,0.23,0.023,Standard Loops,0.042,0.042,0.187,0.0191,19.1,0.008,0.008,0.0356,0.00363,3.63,0.465,0.465,2.068,0.2109,210.9,2.289,2.289,58.14,5.814,0.755,0.755,19.18,1.918,Factory Option,Passivate per ASTM A967,0.00036,0.06,0.06,1.52,0.152,Random,0.009,0.009,0.23,0.023
EI 009AA 08S316,EI 009AA 08S316,EI009AA08S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.078,0.078,1.98,0.198,0.004,0.004,0.1,0.01,0.875,0.875,22.23,2.223,0.02,0.02,0.51,0.051,0.3,0.3,0.053,0.53,0.0054,0.054,5.4,54,0.029,0.029,0.0051,0.051,0.00052,0.0052,0.52,5.2,0.06,0.06,1.52,0.152,REF,Reference,Reference,Reference,82.861,82.9,0.009,0.009,0.23,0.023,Standard Loops,0.042,0.042,0.187,0.0191,19.1,0.008,0.008,0.0356,0.00363,3.63,0.348,0.348,1.548,0.1579,157.9,1.895,1.895,48.13,4.813,0.755,0.755,19.18,1.918,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00036,0.06,0.06,1.52,0.152,Random,0.009,0.009,0.23,0.023
EI 010B 01 M,EI 010B 01 M,EI010B01M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.094,0.094,2.39,0.239,0.004,0.004,0.1,0.01,0.375,0.375,9.53,0.953,0.02,0.02,0.51,0.051,1.2,1.2,0.21,2.1,0.0214,0.214,21.4,214,0.12,0.12,0.021,0.21,0.00214,0.0214,2.14,21.4,0.074,0.074,1.88,0.188,REF,Reference,Reference,Reference,21.0897,21.1,0.01,0.01,0.25,0.025,Standard Loops,0.05,0.05,0.222,0.0227,22.7,0.01,0.01,0.0445,0.00454,4.54,0.6,0.6,2.669,0.2722,272.2,0.835,0.835,21.21,2.121,0.227,0.227,5.77,0.577,Factory Option,Pre-coated with Tin,0.00014,0.074,0.074,1.88,0.188,Random,0.01,0.01,0.25,0.025
EI 010B 01 S,EI 010B 01 S,EI010B01S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.094,0.094,2.39,0.239,0.004,0.004,0.1,0.01,0.375,0.375,9.53,0.953,0.02,0.02,0.51,0.051,1,1,0.175,1.75,0.0179,0.179,17.9,179,0.1,0.1,0.0175,0.175,0.00179,0.0179,1.79,17.9,0.074,0.074,1.88,0.188,REF,Reference,Reference,Reference,21.0897,21.1,0.01,0.01,0.25,0.025,Standard Loops,0.0416,0.0416,0.185,0.0189,18.9,0.00832,0.00832,0.037,0.00377,3.77,0.4998,0.4998,2.223,0.2267,226.7,0.835,0.835,21.21,2.121,0.227,0.227,5.77,0.577,Factory Option,Passivate per ASTM A967,0.00015,0.074,0.074,1.88,0.188,Random,0.01,0.01,0.25,0.025
EI 010B 01 S316,EI 010B 01 S316,EI010B01S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.094,0.094,2.39,0.239,0.004,0.004,0.1,0.01,0.375,0.375,9.53,0.953,0.02,0.02,0.51,0.051,1,1,0.175,1.75,0.0179,0.179,17.9,179,0.1,0.1,0.0175,0.175,0.00179,0.0179,1.79,17.9,0.074,0.074,1.88,0.188,REF,Reference,Reference,Reference,21.0897,21.1,0.01,0.01,0.25,0.025,Standard Loops,0.0416,0.0416,0.185,0.0189,18.9,0.00832,0.00832,0.037,0.00377,3.77,0.374,0.374,1.664,0.1696,169.6,0.707,0.707,17.96,1.796,0.227,0.227,5.77,0.577,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00015,0.074,0.074,1.88,0.188,Random,0.01,0.01,0.25,0.025
EI 010B 02 M,EI 010B 02 M,EI010B02M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.094,0.094,2.39,0.239,0.004,0.004,0.1,0.01,0.438,0.438,11.13,1.113,0.02,0.02,0.51,0.051,0.94,0.94,0.165,1.65,0.0168,0.168,16.8,168,0.094,0.094,0.0165,0.165,0.00168,0.0168,1.68,16.8,0.074,0.074,1.88,0.188,REF,Reference,Reference,Reference,26.9231,26.9,0.01,0.01,0.25,0.025,Standard Loops,0.05,0.05,0.222,0.0227,22.7,0.01,0.01,0.0445,0.00454,4.54,0.6,0.6,2.669,0.2722,272.2,1.028,1.028,26.11,2.611,0.29,0.29,7.37,0.737,Factory Option,Pre-coated with Tin,0.00018,0.074,0.074,1.88,0.188,Random,0.01,0.01,0.25,0.025
EI 010B 02 S,EI 010B 02 S,EI010B02S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.094,0.094,2.39,0.239,0.004,0.004,0.1,0.01,0.438,0.438,11.13,1.113,0.02,0.02,0.51,0.051,0.78,0.78,0.137,1.37,0.0139,0.139,13.9,139,0.078,0.078,0.0137,0.137,0.00139,0.0139,1.39,13.9,0.074,0.074,1.88,0.188,REF,Reference,Reference,Reference,27.0381,27,0.01,0.01,0.25,0.025,Standard Loops,0.0416,0.0416,0.185,0.0189,18.9,0.00832,0.00832,0.037,0.00377,3.77,0.4998,0.4998,2.223,0.2267,226.7,1.028,1.028,26.11,2.611,0.29,0.29,7.37,0.737,Factory Option,Passivate per ASTM A967,0.00018,0.074,0.074,1.88,0.188,Random,0.01,0.01,0.25,0.025
EI 010B 02 S316,EI 010B 02 S316,EI010B02S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.094,0.094,2.39,0.239,0.004,0.004,0.1,0.01,0.438,0.438,11.13,1.113,0.02,0.02,0.51,0.051,0.78,0.78,0.137,1.37,0.0139,0.139,13.9,139,0.078,0.078,0.0137,0.137,0.00139,0.0139,1.39,13.9,0.074,0.074,1.88,0.188,REF,Reference,Reference,Reference,27.0381,27,0.01,0.01,0.25,0.025,Standard Loops,0.0416,0.0416,0.185,0.0189,18.9,0.00832,0.00832,0.037,0.00377,3.77,0.374,0.374,1.664,0.1696,169.6,0.864,0.864,21.95,2.195,0.29,0.29,7.37,0.737,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00018,0.074,0.074,1.88,0.188,Random,0.01,0.01,0.25,0.025
EI 010B 03 M,EI 010B 03 M,EI010B03M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.094,0.094,2.39,0.239,0.004,0.004,0.1,0.01,0.5,0.5,12.7,1.27,0.02,0.02,0.51,0.051,0.76,0.76,0.133,1.33,0.0136,0.136,13.6,136,0.076,0.076,0.0133,0.133,0.00136,0.0136,1.36,13.6,0.074,0.074,1.88,0.188,REF,Reference,Reference,Reference,33.2996,33.3,0.01,0.01,0.25,0.025,Standard Loops,0.05,0.05,0.222,0.0227,22.7,0.01,0.01,0.0445,0.00454,4.54,0.6,0.6,2.669,0.2722,272.2,1.22,1.22,30.99,3.099,0.352,0.352,8.94,0.894,Factory Option,Pre-coated with Tin,0.00022,0.074,0.074,1.88,0.188,Random,0.01,0.01,0.25,0.025
EI 010B 03 S,EI 010B 03 S,EI010B03S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.094,0.094,2.39,0.239,0.004,0.004,0.1,0.01,0.5,0.5,12.7,1.27,0.02,0.02,0.51,0.051,0.63,0.63,0.11,1.1,0.0113,0.113,11.3,113,0.063,0.063,0.011,0.11,0.00113,0.0113,1.13,11.3,0.074,0.074,1.88,0.188,REF,Reference,Reference,Reference,33.4758,33.5,0.01,0.01,0.25,0.025,Standard Loops,0.0416,0.0416,0.185,0.0189,18.9,0.00832,0.00832,0.037,0.00377,3.77,0.4998,0.4998,2.223,0.2267,226.7,1.22,1.22,30.99,3.099,0.352,0.352,8.94,0.894,Factory Option,Passivate per ASTM A967,0.00022,0.074,0.074,1.88,0.188,Random,0.01,0.01,0.25,0.025
EI 010B 03 S316,EI 010B 03 S316,EI010B03S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.094,0.094,2.39,0.239,0.004,0.004,0.1,0.01,0.5,0.5,12.7,1.27,0.02,0.02,0.51,0.051,0.63,0.63,0.11,1.1,0.0113,0.113,11.3,113,0.063,0.063,0.011,0.11,0.00113,0.0113,1.13,11.3,0.074,0.074,1.88,0.188,REF,Reference,Reference,Reference,33.4758,33.5,0.01,0.01,0.25,0.025,Standard Loops,0.0416,0.0416,0.185,0.0189,18.9,0.00832,0.00832,0.037,0.00377,3.77,0.374,0.374,1.664,0.1696,169.6,1.027,1.027,26.09,2.609,0.352,0.352,8.94,0.894,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00022,0.074,0.074,1.88,0.188,Random,0.01,0.01,0.25,0.025
