stock_code,price_code,price,min,currency,display_price_range
LTR048J 06 S316,A,13.91,19,$,0-19
LTR048J 06 S316,B,8.53,49,$,20-49
LTR048J 06 S316,C,5.26,99,$,50-99
LTR048J 06 S316,D,3.66,199,$,100-199
LTR048J 06 S316,E,2.83,299,$,200-299
LTR048J 06 S316,F,2.282,399,$,300-399
LTR048J 06 S316,G,1.922,499,$,400-499
LTR048J 06 S316,H,1.669,599,$,500-599
LTR048J 06 S316,I,1.481,699,$,600-699
LTR048J 06 S316,J,1.335,799,$,700-799
LTR048J 06 S316,K,1.217,899,$,800-899
LTR048J 06 S316,L,1.12,999,$,900-999
LTR048J 07 M,A,7.98,19,$,0-19
LTR048J 07 M,B,4.65,49,$,20-49
LTR048J 07 M,C,2.51,99,$,50-99
LTR048J 07 M,D,1.58,199,$,100-199
LTR048J 07 M,E,1.293,299,$,200-299
LTR048J 07 M,F,1.177,399,$,300-399
LTR048J 07 M,G,1.074,499,$,400-499
LTR048J 07 M,H,0.981,599,$,500-599
LTR048J 07 M,I,0.899,699,$,600-699
LTR048J 07 M,J,0.829,799,$,700-799
LTR048J 07 M,K,0.771,899,$,800-899
LTR048J 07 M,L,0.724,999,$,900-999
LTR048J 07 S,A,8.26,19,$,0-19
LTR048J 07 S,B,4.8,49,$,20-49
LTR048J 07 S,C,2.62,99,$,50-99
LTR048J 07 S,D,1.67,199,$,100-199
LTR048J 07 S,E,1.379,299,$,200-299
LTR048J 07 S,F,1.262,399,$,300-399
LTR048J 07 S,G,1.156,499,$,400-499
LTR048J 07 S,H,1.06,599,$,500-599
LTR048J 07 S,I,0.979,699,$,600-699
LTR048J 07 S,J,0.907,799,$,700-799
LTR048J 07 S,K,0.849,899,$,800-899
LTR048J 07 S,L,0.801,999,$,900-999
LTR048J 07 S316,A,12.44,19,$,0-19
LTR048J 07 S316,B,7.54,49,$,20-49
LTR048J 07 S316,C,4.53,99,$,50-99
LTR048J 07 S316,D,3.09,199,$,100-199
LTR048J 07 S316,E,2.612,299,$,200-299
LTR048J 07 S316,F,2.161,399,$,300-399
LTR048J 07 S316,G,1.846,499,$,400-499
LTR048J 07 S316,H,1.616,599,$,500-599
LTR048J 07 S316,I,1.441,699,$,600-699
LTR048J 07 S316,J,1.305,799,$,700-799
LTR048J 07 S316,K,1.194,899,$,800-899
LTR048J 07 S316,L,1.103,999,$,900-999
LTR048J 08 M,A,9.85,19,$,0-19
LTR048J 08 M,B,5.82,49,$,20-49
LTR048J 08 M,C,3.29,99,$,50-99
LTR048J 08 M,D,2.15,199,$,100-199
LTR048J 08 M,E,1.712,299,$,200-299
LTR048J 08 M,F,1.541,399,$,300-399
LTR048J 08 M,G,1.388,499,$,400-499
LTR048J 08 M,H,1.251,599,$,500-599
LTR048J 08 M,I,1.13,699,$,600-699
LTR048J 08 M,J,1.03,799,$,700-799
LTR048J 08 M,K,0.942,899,$,800-899
LTR048J 08 M,L,0.876,999,$,900-999
LTR048J 08 S,A,10.15,19,$,0-19
LTR048J 08 S,B,6.01,49,$,20-49
LTR048J 08 S,C,3.41,99,$,50-99
LTR048J 08 S,D,2.24,199,$,100-199
LTR048J 08 S,E,1.805,299,$,200-299
LTR048J 08 S,F,1.631,399,$,300-399
LTR048J 08 S,G,1.476,499,$,400-499
LTR048J 08 S,H,1.337,599,$,500-599
LTR048J 08 S,I,1.215,699,$,600-699
LTR048J 08 S,J,1.112,799,$,700-799
LTR048J 08 S,K,1.025,899,$,800-899
LTR048J 08 S,L,0.956,999,$,900-999
LTR048J 08 S316,A,13.91,19,$,0-19
LTR048J 08 S316,B,8.53,49,$,20-49
LTR048J 08 S316,C,5.26,99,$,50-99
LTR048J 08 S316,D,3.66,199,$,100-199
LTR048J 08 S316,E,2.83,299,$,200-299
LTR048J 08 S316,F,2.282,399,$,300-399
LTR048J 08 S316,G,1.922,499,$,400-499
LTR048J 08 S316,H,1.669,599,$,500-599
LTR048J 08 S316,I,1.481,699,$,600-699
LTR048J 08 S316,J,1.335,799,$,700-799
LTR048J 08 S316,K,1.217,899,$,800-899
LTR048J 08 S316,L,1.12,999,$,900-999
LTR049E 10 M,A,8.26,19,$,0-19
LTR049E 10 M,B,4.8,49,$,20-49
LTR049E 10 M,C,2.62,99,$,50-99
LTR049E 10 M,D,1.67,199,$,100-199
LTR049E 10 M,E,1.383,299,$,200-299
LTR049E 10 M,F,1.278,399,$,300-399
LTR049E 10 M,G,1.218,499,$,400-499
LTR049E 10 M,H,1.171,599,$,500-599
LTR049E 10 M,I,1.091,699,$,600-699
LTR049E 10 M,J,0.996,799,$,700-799
LTR049E 10 M,K,0.917,899,$,800-899
LTR049E 10 M,L,0.852,999,$,900-999
LTR049E 10 S,A,8.52,19,$,0-19
LTR049E 10 S,B,4.99,49,$,20-49
LTR049E 10 S,C,2.72,99,$,50-99
LTR049E 10 S,D,1.74,199,$,100-199
LTR049E 10 S,E,1.373,299,$,200-299
LTR049E 10 S,F,1.24,399,$,300-399
LTR049E 10 S,G,1.168,499,$,400-499
LTR049E 10 S,H,1.114,599,$,500-599
LTR049E 10 S,I,1.034,699,$,600-699
LTR049E 10 S,J,0.941,799,$,700-799
LTR049E 10 S,K,0.866,899,$,800-899
LTR049E 10 S,L,0.802,999,$,900-999
LTR049E 10 S316,A,13.91,19,$,0-19
LTR049E 10 S316,B,8.53,49,$,20-49
LTR049E 10 S316,C,5.26,99,$,50-99
LTR049E 10 S316,D,3.66,199,$,100-199
LTR049E 10 S316,E,2.486,299,$,200-299
LTR049E 10 S316,F,1.917,399,$,300-399
LTR049E 10 S316,G,1.576,499,$,400-499
LTR049E 10 S316,H,1.347,599,$,500-599
LTR049E 10 S316,I,1.181,699,$,600-699
LTR049E 10 S316,J,1.055,799,$,700-799
LTR049E 10 S316,K,0.956,899,$,800-899
LTR049E 10 S316,L,0.875,999,$,900-999
LTR049E 20 M,A,8.26,19,$,0-19
LTR049E 20 M,B,4.8,49,$,20-49
LTR049E 20 M,C,2.62,99,$,50-99
LTR049E 20 M,D,1.67,199,$,100-199
LTR049E 20 M,E,1.401,299,$,200-299
LTR049E 20 M,F,1.299,399,$,300-399
LTR049E 20 M,G,1.242,499,$,400-499
LTR049E 20 M,H,1.195,599,$,500-599
LTR049E 20 M,I,1.116,699,$,600-699
LTR049E 20 M,J,1.019,799,$,700-799
LTR049E 20 M,K,0.938,899,$,800-899
LTR049E 20 M,L,0.872,999,$,900-999
LTR049E 20 S,A,8.52,19,$,0-19
LTR049E 20 S,B,4.99,49,$,20-49
LTR049E 20 S,C,2.72,99,$,50-99
LTR049E 20 S,D,1.74,199,$,100-199
LTR049E 20 S,E,1.399,299,$,200-299
LTR049E 20 S,F,1.274,399,$,300-399
LTR049E 20 S,G,1.204,499,$,400-499
LTR049E 20 S,H,1.153,599,$,500-599
LTR049E 20 S,I,1.07,699,$,600-699
LTR049E 20 S,J,0.977,799,$,700-799
LTR049E 20 S,K,0.898,899,$,800-899
LTR049E 20 S,L,0.834,999,$,900-999
LTR049E 20 S316,A,13.91,19,$,0-19
LTR049E 20 S316,B,8.53,49,$,20-49
LTR049E 20 S316,C,5.26,99,$,50-99
LTR049E 20 S316,D,3.66,199,$,100-199
LTR049E 20 S316,E,2.552,299,$,200-299
LTR049E 20 S316,F,1.986,399,$,300-399
LTR049E 20 S316,G,1.643,499,$,400-499
LTR049E 20 S316,H,1.409,599,$,500-599
LTR049E 20 S316,I,1.239,699,$,600-699
LTR049E 20 S316,J,1.109,799,$,700-799
LTR049E 20 S316,K,1.005,899,$,800-899
LTR049E 20 S316,L,0.922,999,$,900-999
LTR049E 30 M,A,7.98,19,$,0-19
LTR049E 30 M,B,4.65,49,$,20-49
LTR049E 30 M,C,2.51,99,$,50-99
LTR049E 30 M,D,1.58,199,$,100-199
LTR049E 30 M,E,1.375,299,$,200-299
LTR049E 30 M,F,1.296,399,$,300-399
LTR049E 30 M,G,1.25,499,$,400-499
LTR049E 30 M,H,1.21,599,$,500-599
LTR049E 30 M,I,1.132,699,$,600-699
LTR049E 30 M,J,1.036,799,$,700-799
LTR049E 30 M,K,0.954,899,$,800-899
LTR049E 30 M,L,0.888,999,$,900-999
LTR049E 30 S,A,8.26,19,$,0-19
LTR049E 30 S,B,4.8,49,$,20-49
LTR049E 30 S,C,2.62,99,$,50-99
LTR049E 30 S,D,1.67,199,$,100-199
LTR049E 30 S,E,1.388,299,$,200-299
LTR049E 30 S,F,1.283,399,$,300-399
LTR049E 30 S,G,1.224,499,$,400-499
LTR049E 30 S,H,1.177,599,$,500-599
LTR049E 30 S,I,1.097,699,$,600-699
LTR049E 30 S,J,1.001,799,$,700-799
LTR049E 30 S,K,0.922,899,$,800-899
LTR049E 30 S,L,0.857,999,$,900-999
LTR049E 30 S316,A,13.91,19,$,0-19
LTR049E 30 S316,B,8.53,49,$,20-49
LTR049E 30 S316,C,5.26,99,$,50-99
LTR049E 30 S316,D,3.66,199,$,100-199
LTR049E 30 S316,E,2.607,299,$,200-299
LTR049E 30 S316,F,2.044,399,$,300-399
LTR049E 30 S316,G,1.697,499,$,400-499
LTR049E 30 S316,H,1.46,599,$,500-599
LTR049E 30 S316,I,1.286,699,$,600-699
LTR049E 30 S316,J,1.153,799,$,700-799
LTR049E 30 S316,K,1.047,899,$,800-899
LTR049E 30 S316,L,0.961,999,$,900-999
LTR051J 01 M,A,7.98,19,$,0-19
LTR051J 01 M,B,4.65,49,$,20-49
LTR051J 01 M,C,2.51,99,$,50-99
LTR051J 01 M,D,1.58,199,$,100-199
LTR051J 01 M,E,1.293,299,$,200-299
LTR051J 01 M,F,1.177,399,$,300-399
LTR051J 01 M,G,1.074,499,$,400-499
LTR051J 01 M,H,0.981,599,$,500-599
LTR051J 01 M,I,0.899,699,$,600-699
LTR051J 01 M,J,0.829,799,$,700-799
LTR051J 01 M,K,0.771,899,$,800-899
LTR051J 01 M,L,0.724,999,$,900-999
LTR051J 01 S,A,8.26,19,$,0-19
LTR051J 01 S,B,4.8,49,$,20-49
LTR051J 01 S,C,2.62,99,$,50-99
LTR051J 01 S,D,1.67,199,$,100-199
LTR051J 01 S,E,1.379,299,$,200-299
LTR051J 01 S,F,1.262,399,$,300-399
LTR051J 01 S,G,1.156,499,$,400-499
LTR051J 01 S,H,1.06,599,$,500-599
LTR051J 01 S,I,0.979,699,$,600-699
LTR051J 01 S,J,0.907,799,$,700-799
LTR051J 01 S,K,0.849,899,$,800-899
LTR051J 01 S,L,0.801,999,$,900-999
LTR051J 01 S316,A,13.91,19,$,0-19
LTR051J 01 S316,B,8.53,49,$,20-49
LTR051J 01 S316,C,5.26,99,$,50-99
LTR051J 01 S316,D,3.66,199,$,100-199
LTR051J 01 S316,E,2.83,299,$,200-299
LTR051J 01 S316,F,2.282,399,$,300-399
LTR051J 01 S316,G,1.922,499,$,400-499
