title,model,field_published_stock_code,field_product_type,field_product_category,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_revision,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm,field_outside_dia_cm,field_out_dia_tol_bld_spc_in,field_out_dia_tol_in,field_out_dia_tol_mm,field_out_dia_tol_cm,field_hole_dia_bd_spe_in,field_hole_dia_in,field_hole_dia_mm,field_hole_dia_cm,field_rod_dia_bd_spe_in,field_rod_dia_in,field_rod_dia_mm,field_rod_dia_cm,field_rod_dia_tole_bd_spe_in,field_rod_dia_tole_in,field_rod_dia_tole_mm,field_rod_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm,field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_solid_height_bd_spe_in,field_solid_height_in,field_solid_height_mm,field_solid_height_cm,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_wire_dia_cm,field_material,field_material_short_description,field_load_at_solid_height_bd_lb,field_load_at_solid_height_lb,field_load_at_solid_height_n,field_load_at_solid_height_kg,field_load_at_solid_height_gm,field_end,field_direction_of_wind,field_active_coils_bd_spe,field_active_coils,field_active_coils_tole_bd_spe,field_active_coils_tole,field_total_coils_bd_spe,field_total_coils,field_finish,field_spring_type,field_product_series,field_material_specification,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_ins_dia_tol_bld_spec_in,field_field_inside_dia_tol_in,field_field_inside_dia_tol_mm,field_field_inside_dia_tol_cm,field_color,field_weight_per_item_lb
CBM011C 07 E,CBM011C 07 E,CBM011C07E,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.065,0.065,1.65,0.165,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.071,0.071,1.8,0.18,0.05,0.05,1.27,0.127,MIN,MIN,MIN,MIN,0.354,0.354,9,0.9,0.015,0.015,0.38,0.038,0.298,0.298,0.052,0.52,0.0053,0.053,5.32,53.2,0.0298,0.03,0.0052,0.052,0.00053,0.0053,0.532,5.32,0.053,0.053,1.35,0.135,0.0045,0.005,0.11,0.011,Elgiloy,Elgiloy,0.09,0.09,0.4,0.041,40.82,Squared,Factory Option,8.69,8.69,Reference,Reference,10.69,10.69,None,1,Bantam™ Mini Series (metric),AMS 5833 (CHEM ONLY),0.056,0.056,1.42,0.142,Reference,Reference,Reference,Reference,,9.8E-06
CBM011C 08 E,CBM011C 08 E,CBM011C08E,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.065,0.065,1.65,0.165,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.071,0.071,1.8,0.18,0.05,0.05,1.27,0.127,MIN,MIN,MIN,MIN,0.394,0.394,10,1,0.016,0.016,0.41,0.041,0.267,0.267,0.047,0.47,0.0048,0.048,4.77,47.7,0.0267,0.027,0.0047,0.047,0.00048,0.0048,0.477,4.77,0.057,0.057,1.45,0.145,0.0045,0.005,0.11,0.011,Elgiloy,Elgiloy,0.09,0.09,0.4,0.041,40.82,Squared,Factory Option,9.7,9.7,Reference,Reference,11.7,11.7,None,1,Bantam™ Mini Series (metric),AMS 5833 (CHEM ONLY),0.056,0.056,1.42,0.142,Reference,Reference,Reference,Reference,,1.07E-05
CBM011C 09 E,CBM011C 09 E,CBM011C09E,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.065,0.065,1.65,0.165,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.071,0.071,1.8,0.18,0.05,0.05,1.27,0.127,MIN,MIN,MIN,MIN,0.472,0.472,12,1.2,0.02,0.02,0.51,0.051,0.221,0.221,0.039,0.39,0.0039,0.039,3.95,39.5,0.0221,0.022,0.0039,0.039,0.00039,0.0039,0.395,3.95,0.066,0.066,1.68,0.168,0.0045,0.005,0.11,0.011,Elgiloy,Elgiloy,0.09,0.09,0.4,0.041,40.82,Squared,Factory Option,11.74,11.74,Reference,Reference,13.74,13.74,None,1,Bantam™ Mini Series (metric),AMS 5833 (CHEM ONLY),0.056,0.056,1.42,0.142,Reference,Reference,Reference,Reference,,1.26E-05
CBM013A 01 E,CBM013A 01 E,CBM013A01E,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.032,0.032,0.81,0.081,+/-0.002,+/-0.002,+/-0.05,+/-0.005,0.039,0.039,1,0.1,0.018,0.018,0.46,0.046,MIN,MIN,MIN,MIN,0.039,0.039,1,0.1,0.005,0.005,0.13,0.013,20.191,20.191,3.536,35.36,0.3606,3.606,360.57,3605.7,2.0191,2.019,0.3536,3.536,0.03606,0.3606,36.057,360.57,0.026,0.026,0.66,0.066,0.005,0.005,0.13,0.013,Elgiloy,Elgiloy,0.27,0.27,1.2,0.122,122.47,Squared,Factory Option,2.2,2.2,Reference,Reference,4.2,4.2,None,1,Bantam™ Mini Series (metric),AMS 5833 (CHEM ONLY),0.022,0.022,0.56,0.056,Reference,Reference,Reference,Reference,,2E-06
CBM013A 02 E,CBM013A 02 E,CBM013A02E,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.032,0.032,0.81,0.081,+/-0.002,+/-0.002,+/-0.05,+/-0.005,0.039,0.039,1,0.1,0.018,0.018,0.46,0.046,MIN,MIN,MIN,MIN,0.079,0.079,2,0.2,0.005,0.005,0.13,0.013,7.719,7.719,1.352,13.52,0.1378,1.378,137.85,1378.5,0.7719,0.772,0.1352,1.352,0.01378,0.1378,13.785,137.85,0.044,0.044,1.12,0.112,0.005,0.005,0.13,0.013,Elgiloy,Elgiloy,0.27,0.27,1.2,0.122,122.47,Squared,Factory Option,5.76,5.76,Reference,Reference,7.76,7.76,None,1,Bantam™ Mini Series (metric),AMS 5833 (CHEM ONLY),0.022,0.022,0.56,0.056,Reference,Reference,Reference,Reference,,3E-06
CBM013A 03 E,CBM013A 03 E,CBM013A03E,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.032,0.032,0.81,0.081,+/-0.002,+/-0.002,+/-0.05,+/-0.005,0.039,0.039,1,0.1,0.018,0.018,0.46,0.046,MIN,MIN,MIN,MIN,0.118,0.118,3,0.3,0.005,0.005,0.13,0.013,4.772,4.772,0.836,8.36,0.0852,0.852,85.22,852.2,0.4772,0.477,0.0836,0.836,0.00852,0.0852,8.522,85.22,0.062,0.062,1.58,0.158,0.005,0.005,0.13,0.013,Elgiloy,Elgiloy,0.27,0.27,1.2,0.122,122.47,Squared,Factory Option,9.32,9.32,Reference,Reference,11.32,11.32,None,1,Bantam™ Mini Series (metric),AMS 5833 (CHEM ONLY),0.022,0.022,0.56,0.056,Reference,Reference,Reference,Reference,,5.7E-06
CBM013A 04 E,CBM013A 04 E,CBM013A04E,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.032,0.032,0.81,0.081,+/-0.002,+/-0.002,+/-0.05,+/-0.005,0.039,0.039,1,0.1,0.018,0.018,0.46,0.046,MIN,MIN,MIN,MIN,0.157,0.157,4,0.4,0.007,0.007,0.18,0.018,3.455,3.455,0.605,6.05,0.0617,0.617,61.7,617,0.3455,0.346,0.0605,0.605,0.00617,0.0617,6.17,61.7,0.079,0.079,2.01,0.201,0.005,0.005,0.13,0.013,Elgiloy,Elgiloy,0.27,0.27,1.2,0.122,122.47,Squared,Factory Option,12.87,12.87,Reference,Reference,14.87,14.87,None,1,Bantam™ Mini Series (metric),AMS 5833 (CHEM ONLY),0.022,0.022,0.56,0.056,Reference,Reference,Reference,Reference,,7.5E-06
CBM013A 05 E,CBM013A 05 E,CBM013A05E,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.032,0.032,0.81,0.081,+/-0.002,+/-0.002,+/-0.05,+/-0.005,0.039,0.039,1,0.1,0.018,0.018,0.46,0.046,MIN,MIN,MIN,MIN,0.197,0.197,5,0.5,0.008,0.008,0.2,0.02,2.706,2.706,0.474,4.74,0.0483,0.483,48.32,483.2,0.2706,0.271,0.0474,0.474,0.00483,0.0483,4.832,48.32,0.097,0.097,2.46,0.246,0.005,0.005,0.13,0.013,Elgiloy,Elgiloy,0.27,0.27,1.2,0.122,122.47,Squared,Factory Option,16.43,16.43,Reference,Reference,18.43,18.43,None,1,Bantam™ Mini Series (metric),AMS 5833 (CHEM ONLY),0.022,0.022,0.56,0.056,Reference,Reference,Reference,Reference,,9.3E-06
CBM013A 06 E,CBM013A 06 E,CBM013A06E,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.032,0.032,0.81,0.081,+/-0.002,+/-0.002,+/-0.05,+/-0.005,0.039,0.039,1,0.1,0.018,0.018,0.46,0.046,MIN,MIN,MIN,MIN,0.236,0.236,6,0.6,0.01,0.01,0.25,0.025,2.224,2.224,0.389,3.89,0.0397,0.397,39.72,397.2,0.2224,0.222,0.0389,0.389,0.00397,0.0397,3.972,39.72,0.115,0.115,2.92,0.292,0.005,0.005,0.13,0.013,Elgiloy,Elgiloy,0.27,0.27,1.2,0.122,122.47,Squared,Factory Option,19.99,19.99,Reference,Reference,21.99,21.99,None,1,Bantam™ Mini Series (metric),AMS 5833 (CHEM ONLY),0.022,0.022,0.56,0.056,Reference,Reference,Reference,Reference,,1.11E-05
CBM013A 07 E,CBM013A 07 E,CBM013A07E,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.032,0.032,0.81,0.081,+/-0.002,+/-0.002,+/-0.05,+/-0.005,0.039,0.039,1,0.1,0.018,0.018,0.46,0.046,MIN,MIN,MIN,MIN,0.276,0.276,7,0.7,0.011,0.011,0.28,0.028,1.889,1.889,0.331,3.31,0.0337,0.337,33.73,337.3,0.1889,0.189,0.0331,0.331,0.00337,0.0337,3.373,33.73,0.133,0.133,3.38,0.338,0.005,0.005,0.13,0.013,Elgiloy,Elgiloy,0.27,0.27,1.2,0.122,122.47,Squared,Factory Option,23.54,23.54,Reference,Reference,25.54,25.54,None,1,Bantam™ Mini Series (metric),AMS 5833 (CHEM ONLY),0.022,0.022,0.56,0.056,Reference,Reference,Reference,Reference,,1.29E-05
CBM013A 08 E,CBM013A 08 E,CBM013A08E,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.032,0.032,0.81,0.081,+/-0.002,+/-0.002,+/-0.05,+/-0.005,0.039,0.039,1,0.1,0.018,0.018,0.46,0.046,MIN,MIN,MIN,MIN,0.315,0.315,8,0.8,0.013,0.013,0.33,0.033,1.641,1.641,0.287,2.87,0.0293,0.293,29.3,293,0.1641,0.164,0.0287,0.287,0.00293,0.0293,2.93,29.3,0.15,0.15,3.81,0.381,0.005,0.005,0.13,0.013,Elgiloy,Elgiloy,0.27,0.27,1.2,0.122,122.47,Squared,Factory Option,27.09,27.09,Reference,Reference,29.09,29.09,None,1,Bantam™ Mini Series (metric),AMS 5833 (CHEM ONLY),0.022,0.022,0.56,0.056,Reference,Reference,Reference,Reference,,1.47E-05
CBM013A 09 E,CBM013A 09 E,CBM013A09E,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.032,0.032,0.81,0.081,+/-0.002,+/-0.002,+/-0.05,+/-0.005,0.039,0.039,1,0.1,0.018,0.018,0.46,0.046,MIN,MIN,MIN,MIN,0.354,0.354,9,0.9,0.014,0.014,0.36,0.036,1.451,1.451,0.254,2.54,0.0259,0.259,25.91,259.1,0.1451,0.145,0.0254,0.254,0.00259,0.0259,2.591,25.91,0.168,0.168,4.27,0.427,0.005,0.005,0.13,0.013,Elgiloy,Elgiloy,0.27,0.27,1.2,0.122,122.47,Squared,Factory Option,30.64,30.64,Reference,Reference,32.64,32.64,None,1,Bantam™ Mini Series (metric),AMS 5833 (CHEM ONLY),0.022,0.022,0.56,0.056,Reference,Reference,Reference,Reference,,1.65E-05
CBM013B 01 E,CBM013B 01 E,CBM013B01E,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.052,0.052,1.32,0.132,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.059,0.059,1.5,0.15,0.037,0.037,0.94,0.094,MIN,MIN,MIN,MIN,0.079,0.079,2,0.2,0.005,0.005,0.13,0.013,3.13,3.13,0.548,5.48,0.0559,0.559,55.9,559,0.313,0.313,0.0548,0.548,0.00559,0.0559,5.59,55.9,0.028,0.028,0.71,0.071,0.005,0.005,0.13,0.013,Elgiloy,Elgiloy,0.157,0.157,0.7,0.071,71.22,Squared,Factory Option,2.69,2.69,Reference,Reference,4.69,4.69,None,1,Bantam™ Mini Series (metric),AMS 5833 (CHEM ONLY),0.042,0.042,1.07,0.107,Reference,Reference,Reference,Reference,,4E-06
CBM013B 02 E,CBM013B 02 E,CBM013B02E,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.052,0.052,1.32,0.132,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.059,0.059,1.5,0.15,0.037,0.037,0.94,0.094,MIN,MIN,MIN,MIN,0.118,0.118,3,0.3,0.005,0.005,0.13,0.013,1.935,1.935,0.339,3.39,0.0346,0.346,34.56,345.6,0.1935,0.194,0.0339,0.339,0.00346,0.0346,3.456,34.56,0.037,0.037,0.94,0.094,0.005,0.005,0.13,0.013,Elgiloy,Elgiloy,0.157,0.157,0.7,0.071,71.22,Squared,Factory Option,4.36,4.36,Reference,Reference,6.36,6.36,None,1,Bantam™ Mini Series (metric),AMS 5833 (CHEM ONLY),0.042,0.042,1.07,0.107,Reference,Reference,Reference,Reference,,5.6E-06
CBM013B 03 E,CBM013B 03 E,CBM013B03E,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.052,0.052,1.32,0.132,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.059,0.059,1.5,0.15,0.037,0.037,0.94,0.094,MIN,MIN,MIN,MIN,0.157,0.157,4,0.4,0.007,0.007,0.18,0.018,1.4,1.4,0.245,2.45,0.025,0.25,25,250,0.14,0.14,0.0245,0.245,0.0025,0.025,2.5,25,0.045,0.045,1.14,0.114,0.005,0.005,0.13,0.013,Elgiloy,Elgiloy,0.157,0.157,0.7,0.071,71.22,Squared,Factory Option,6.02,6.02,Reference,Reference,8.02,8.02,None,1,Bantam™ Mini Series (metric),AMS 5833 (CHEM ONLY),0.042,0.042,1.07,0.107,Reference,Reference,Reference,Reference,,7.1E-06
CBM013B 04 E,CBM013B 04 E,CBM013B04E,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.052,0.052,1.32,0.132,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.059,0.059,1.5,0.15,0.037,0.037,0.94,0.094,MIN,MIN,MIN,MIN,0.197,0.197,5,0.5,0.008,0.008,0.2,0.02,1.097,1.097,0.192,1.92,0.0196,0.196,19.59,195.9,0.1097,0.11,0.0192,0.192,0.00196,0.0196,1.959,19.59,0.053,0.053,1.35,0.135,0.005,0.005,0.13,0.013,Elgiloy,Elgiloy,0.157,0.157,0.7,0.071,71.22,Squared,Factory Option,7.68,7.68,Reference,Reference,9.68,9.68,None,1,Bantam™ Mini Series (metric),AMS 5833 (CHEM ONLY),0.042,0.042,1.07,0.107,Reference,Reference,Reference,Reference,,8.5E-06
