title,model,field_published_stock_code,field_product_type,field_spring_type,field_product_category,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_product_series,field_revision,field_material,field_material_short_description,field_material_specification,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm,field_outside_dia_cm,field_outside_dia_tole_bd_spe_in,field_outside_dia_tole_in,field_outside_dia_tole_mm,field_outside_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm,field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_tole_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_ins_dia_tol_bld_spec_in,field_field_inside_dia_tol_in,field_field_inside_dia_tol_mm,field_field_inside_dia_tol_cm,field_total_coils_bd_spe,field_total_coils,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_wire_dia_cm,field_end,field_initial_ten_bud_spec_lb,field_initial_tension_lb,field_initial_tension_n,field_initial_tension_kg,field_initial_tension_gm,field_initial_ten_tol_bud_spc_lb,field_initial_ten_tol_lb,field_initial_ten_tol_n,field_initial_ten_tol_kg,field_initial_ten_tol_gm,field_max_load_build_spec_lb,field_max_load_lb,field_max_load_n,field_max_load_kg,field_max_load_gm,field_max_extend_len_bd_spe_in,field_max_extended_length_in,field_max_extended_length_mm,field_max_extended_length_cm,field_body_length_build_spec_in,field_body_length_in,field_body_length_mm,field_body_length_cm,field_direction_of_wind,field_finish,field_weight_per_item_lb,field_loop_insid_dia_bd_spec_in,field_loop_inside_diameter_in,field_loop_inside_diameter_mm,field_loop_inside_diameter_cm,field_loop_position,field_loop_opening_build_spec_in,field_loop_opening_in,field_loop_opening_mm,field_loop_opening_cm
LE 148L 01 S,LE 148L 01 S,LE148L01S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,1.5,1.5,38.1,3.81,0.04,0.04,1.02,0.102,4.5,4.5,114.3,11.43,0.093,0.093,2.36,0.236,21.1294,21.129,3.7,37,0.3773,3.773,377.3,3773,2.113,2.113,0.3701,3.701,0.03773,0.3773,37.73,377.3,1.204,1.204,30.58,3.058,REF,Reference,Reference,Reference,11.49,11.5,0.148,0.148,3.76,0.376,Standard Loops,5.83,5.83,25.933,2.6445,2644.5,1.166,1.166,5.1866,0.5289,528.9,61.417,61.417,273.196,27.8588,27858.8,7.131,7.131,181.13,18.113,2.092,2.092,53.14,5.314,Factory Option,Passivate per ASTM A967,0.3,1.204,1.204,30.58,3.058,Random,0.148,0.148,3.76,0.376
LE 148L 02 M,LE 148L 02 M,LE148L02M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,1.5,1.5,38.1,3.81,0.04,0.04,1.02,0.102,5,5,127,12.7,0.093,0.093,2.36,0.236,18.7,18.7,3.275,32.75,0.3339,3.339,333.9,3339,1.87,1.87,0.3275,3.275,0.03339,0.3339,33.39,333.9,1.204,1.204,30.58,3.058,REF,Reference,Reference,Reference,14.92,14.9,0.148,0.148,3.76,0.376,Standard Loops,6.7,6.7,29.803,3.0391,3039.1,1.34,1.34,5.9606,0.60782,607.82,70.63,70.63,314.178,32.0378,32037.8,8.419,8.419,213.84,21.384,2.592,2.592,65.84,6.584,Factory Option,Zinc Plate and Bake per ASTM B633,0.369,1.204,1.204,30.58,3.058,Random,0.148,0.148,3.76,0.376
LE 148L 02 S,LE 148L 02 S,LE148L02S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,1.5,1.5,38.1,3.81,0.04,0.04,1.02,0.102,5,5,127,12.7,0.093,0.093,2.36,0.236,16.26,16.26,2.848,28.48,0.2904,2.904,290.4,2904,1.626,1.626,0.2848,2.848,0.02904,0.2904,29.04,290.4,1.204,1.204,30.58,3.058,REF,Reference,Reference,Reference,14.92,14.9,0.148,0.148,3.76,0.376,Standard Loops,5.8299,5.8299,25.933,2.6444,2644.4,1.166,1.166,5.1866,0.5289,528.9,61.417,61.417,273.196,27.8588,27858.8,8.419,8.419,213.84,21.384,2.592,2.592,65.84,6.584,Factory Option,Passivate per ASTM A967,0.376,1.204,1.204,30.58,3.058,Random,0.148,0.148,3.76,0.376
LE 148L 03 M,LE 148L 03 M,LE148L03M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,1.5,1.5,38.1,3.81,0.04,0.04,1.02,0.102,5.5,5.5,139.7,13.97,0.093,0.093,2.36,0.236,15.3,15.3,2.68,26.8,0.2732,2.732,273.2,2732,1.53,1.53,0.268,2.68,0.02732,0.2732,27.32,273.2,1.204,1.204,30.58,3.058,REF,Reference,Reference,Reference,18.24,18.2,0.148,0.148,3.76,0.376,Standard Loops,6.7,6.7,29.803,3.0391,3039.1,1.34,1.34,5.9606,0.60782,607.82,70.63,70.63,314.178,32.0378,32037.8,9.678,9.678,245.82,24.582,3.092,3.092,78.54,7.854,Factory Option,Zinc Plate and Bake per ASTM B633,0.442,1.204,1.204,30.58,3.058,Random,0.148,0.148,3.76,0.376
LE 148L 03 S,LE 148L 03 S,LE148L03S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,1.5,1.5,38.1,3.81,0.04,0.04,1.02,0.102,5.5,5.5,139.7,13.97,0.093,0.093,2.36,0.236,13.3003,13.3,2.329,23.29,0.2375,2.375,237.5,2375,1.33,1.33,0.2329,2.329,0.02375,0.2375,23.75,237.5,1.204,1.204,30.58,3.058,REF,Reference,Reference,Reference,18.25,18.3,0.148,0.148,3.76,0.376,Standard Loops,5.83,5.83,25.933,2.6445,2644.5,1.166,1.166,5.1866,0.5289,528.9,61.417,61.417,273.196,27.8588,27858.8,9.679,9.679,245.85,24.585,3.092,3.092,78.54,7.854,Factory Option,Passivate per ASTM A967,0.45,1.204,1.204,30.58,3.058,Random,0.148,0.148,3.76,0.376
LE 148L 04 M,LE 148L 04 M,LE148L04M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,1.5,1.5,38.1,3.81,0.04,0.04,1.02,0.102,6,6,152.4,15.24,0.093,0.093,2.36,0.236,12.9,12.9,2.259,22.59,0.2304,2.304,230.4,2304,1.29,1.29,0.2259,2.259,0.02304,0.2304,23.04,230.4,1.204,1.204,30.58,3.058,REF,Reference,Reference,Reference,21.63,21.6,0.148,0.148,3.76,0.376,Standard Loops,6.7,6.7,29.803,3.0391,3039.1,1.34,1.34,5.9606,0.60782,607.82,70.63,70.63,314.178,32.0378,32037.8,10.956,10.956,278.28,27.828,3.592,3.592,91.24,9.124,Factory Option,Zinc Plate and Bake per ASTM B633,0.516,1.204,1.204,30.58,3.058,Random,0.148,0.148,3.76,0.376
LE 148L 04 S,LE 148L 04 S,LE148L04S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,1.5,1.5,38.1,3.81,0.04,0.04,1.02,0.102,6,6,152.4,15.24,0.093,0.093,2.36,0.236,11.22,11.22,1.965,19.65,0.2004,2.004,200.4,2004,1.122,1.122,0.1965,1.965,0.02004,0.2004,20.04,200.4,1.204,1.204,30.58,3.058,REF,Reference,Reference,Reference,21.63,21.6,0.148,0.148,3.76,0.376,Standard Loops,5.8299,5.8299,25.933,2.6444,2644.4,1.166,1.166,5.1866,0.5289,528.9,61.417,61.417,273.196,27.8588,27858.8,10.954,10.954,278.23,27.823,3.592,3.592,91.24,9.124,Factory Option,Passivate per ASTM A967,0.526,1.204,1.204,30.58,3.058,Random,0.148,0.148,3.76,0.376
LE 148L 05 M,LE 148L 05 M,LE148L05M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,1.5,1.5,38.1,3.81,0.04,0.04,1.02,0.102,6.5,6.5,165.1,16.51,0.093,0.093,2.36,0.236,11.2,11.2,1.961,19.61,0.2,2,200,2000,1.12,1.12,0.1961,1.961,0.02,0.2,20,200,1.204,1.204,30.58,3.058,REF,Reference,Reference,Reference,24.92,24.9,0.148,0.148,3.76,0.376,Standard Loops,6.7,6.7,29.803,3.0391,3039.1,1.34,1.34,5.9606,0.60782,607.82,70.63,70.63,314.178,32.0378,32037.8,12.208,12.208,310.08,31.008,4.092,4.092,103.94,10.394,Factory Option,Zinc Plate and Bake per ASTM B633,0.588,1.204,1.204,30.58,3.058,Random,0.148,0.148,3.76,0.376
LE 148L 05 S,LE 148L 05 S,LE148L05S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,1.5,1.5,38.1,3.81,0.04,0.04,1.02,0.102,6.5,6.5,165.1,16.51,0.093,0.093,2.36,0.236,9.74,9.74,1.706,17.06,0.1739,1.739,173.9,1739,0.974,0.974,0.1706,1.706,0.01739,0.1739,17.39,173.9,1.204,1.204,30.58,3.058,REF,Reference,Reference,Reference,24.92,24.9,0.148,0.148,3.76,0.376,Standard Loops,5.83,5.83,25.933,2.6445,2644.5,1.166,1.166,5.1866,0.5289,528.9,61.417,61.417,273.196,27.8588,27858.8,12.207,12.207,310.06,31.006,4.092,4.092,103.94,10.394,Factory Option,Passivate per ASTM A967,0.599,1.204,1.204,30.58,3.058,Random,0.148,0.148,3.76,0.376
LE 148L 06 M,LE 148L 06 M,LE148L06M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,1.5,1.5,38.1,3.81,0.04,0.04,1.02,0.102,7,7,177.8,17.78,0.093,0.093,2.36,0.236,9.8,9.8,1.716,17.16,0.175,1.75,175,1750,0.98,0.98,0.1716,1.716,0.0175,0.175,17.5,175,1.204,1.204,30.58,3.058,REF,Reference,Reference,Reference,28.47,28.5,0.148,0.148,3.76,0.376,Standard Loops,6.7,6.7,29.803,3.0391,3039.1,1.34,1.34,5.9606,0.60782,607.82,70.63,70.63,314.178,32.0378,32037.8,13.523,13.523,343.48,34.348,4.592,4.592,116.64,11.664,Factory Option,Zinc Plate and Bake per ASTM B633,0.665,1.204,1.204,30.58,3.058,Random,0.148,0.148,3.76,0.376
LE 148L 06 S,LE 148L 06 S,LE148L06S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,1.5,1.5,38.1,3.81,0.04,0.04,1.02,0.102,7,7,177.8,17.78,0.093,0.093,2.36,0.236,8.5208,8.521,1.492,14.92,0.1522,1.522,152.2,1522,0.852,0.852,0.1492,1.492,0.01522,0.1522,15.22,152.2,1.204,1.204,30.58,3.058,REF,Reference,Reference,Reference,28.48,28.5,0.148,0.148,3.76,0.376,Standard Loops,5.83,5.83,25.933,2.6445,2644.5,1.166,1.166,5.1866,0.5289,528.9,61.417,61.417,273.196,27.8588,27858.8,13.524,13.524,343.51,34.351,4.592,4.592,116.64,11.664,Factory Option,Passivate per ASTM A967,0.678,1.204,1.204,30.58,3.058,Random,0.148,0.148,3.76,0.376
LE 148L 07 M,LE 148L 07 M,LE148L07M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,1.5,1.5,38.1,3.81,0.04,0.04,1.02,0.102,7.5,7.5,190.5,19.05,0.093,0.093,2.36,0.236,8.8,8.8,1.541,15.41,0.1572,1.572,157.2,1572,0.88,0.88,0.1541,1.541,0.01572,0.1572,15.72,157.2,1.204,1.204,30.58,3.058,REF,Reference,Reference,Reference,31.71,31.7,0.148,0.148,3.76,0.376,Standard Loops,6.7,6.7,29.803,3.0391,3039.1,1.34,1.34,5.9606,0.60782,607.82,70.63,70.63,314.178,32.0378,32037.8,14.765,14.765,375.03,37.503,5.092,5.092,129.34,12.934,Factory Option,Zinc Plate and Bake per ASTM B633,0.736,1.204,1.204,30.58,3.058,Random,0.148,0.148,3.76,0.376
LE 148L 07 S,LE 148L 07 S,LE148L07S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,1.5,1.5,38.1,3.81,0.04,0.04,1.02,0.102,7.5,7.5,190.5,19.05,0.093,0.093,2.36,0.236,7.65,7.65,1.34,13.4,0.1366,1.366,136.6,1366,0.765,0.765,0.134,1.34,0.01366,0.1366,13.66,136.6,1.204,1.204,30.58,3.058,REF,Reference,Reference,Reference,31.72,31.7,0.148,0.148,3.76,0.376,Standard Loops,5.8299,5.8299,25.933,2.6444,2644.4,1.166,1.166,5.1866,0.5289,528.9,61.417,61.417,273.196,27.8588,27858.8,14.766,14.766,375.06,37.506,5.092,5.092,129.34,12.934,Factory Option,Passivate per ASTM A967,0.75,1.204,1.204,30.58,3.058,Random,0.148,0.148,3.76,0.376
LE 148L 08 M,LE 148L 08 M,LE148L08M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,1.5,1.5,38.1,3.81,0.04,0.04,1.02,0.102,8,8,203.2,20.32,0.093,0.093,2.36,0.236,7.9,7.9,1.384,13.84,0.1411,1.411,141.1,1411,0.79,0.79,0.1384,1.384,0.01411,0.1411,14.11,141.1,1.204,1.204,30.58,3.058,REF,Reference,Reference,Reference,35.33,35.3,0.148,0.148,3.76,0.376,Standard Loops,6.7,6.7,29.803,3.0391,3039.1,1.34,1.34,5.9606,0.60782,607.82,70.63,70.63,314.178,32.0378,32037.8,16.092,16.092,408.74,40.874,5.592,5.592,142.04,14.204,Factory Option,Zinc Plate and Bake per ASTM B633,0.815,1.204,1.204,30.58,3.058,Random,0.148,0.148,3.76,0.376
LE 148L 08 S,LE 148L 08 S,LE148L08S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,1.5,1.5,38.1,3.81,0.04,0.04,1.02,0.102,8,8,203.2,20.32,0.093,0.093,2.36,0.236,6.87,6.87,1.203,12.03,0.1227,1.227,122.7,1227,0.687,0.687,0.1203,1.203,0.01227,0.1227,12.27,122.7,1.204,1.204,30.58,3.058,REF,Reference,Reference,Reference,35.32,35.3,0.148,0.148,3.76,0.376,Standard Loops,5.83,5.83,25.933,2.6445,2644.5,1.166,1.166,5.1866,0.5289,528.9,61.417,61.417,273.196,27.8588,27858.8,16.091,16.091,408.71,40.871,5.592,5.592,142.04,14.204,Factory Option,Passivate per ASTM A967,0.83,1.204,1.204,30.58,3.058,Random,0.148,0.148,3.76,0.376
