title,model,field_published_stock_code,field_product_type,field_product_category,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_revision,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm,field_outside_dia_cm,field_out_dia_tol_bld_spc_in,field_out_dia_tol_in,field_out_dia_tol_mm,field_out_dia_tol_cm,field_rod_dia_bd_spe_in,field_rod_dia_in,field_rod_dia_mm,field_rod_dia_cm,field_rod_dia_tole_bd_spe_in,field_rod_dia_tole_in,field_rod_dia_tole_mm,field_rod_dia_tole_cm,field_material,field_material_short_description,field_finish,field_spring_type,field_material_specification,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_ins_dia_tol_bld_spec_in,field_field_inside_dia_tol_in,field_field_inside_dia_tol_mm,field_field_inside_dia_tol_cm,field_thickness_build_spec_in,field_thickness_in,field_thickness_mm,field_thickness_cm,field_thickness_tol_build_spe_in,field_thickness_tolerance_in,field_thickness_tolerance_mm,field_thickness_tolerance_cm,field_cal_load_flat_bld_spc_in,field_calculated_load_at_flat_lb,field_calculated_load_at_flat_n,field_calculated_load_at_flat_kg,field_calculated_load_at_flat_gm,field_free_height_build_spec_in,field_free_height_in,field_free_height_mm,field_free_height_cm,field_free_height_tol_bld_in,field_free_height_tolerance_in,field_free_height_tolerance_mm,field_free_height_tolerance_cm,field_bolt_size_imperial,field_bolt_size_metric,field_weight_per_item_lb
093-005-188,093-005-188,93005188,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.188,0.188,4.78,0.478,Maximum,Maximum,Maximum,Maximum,0.093,0.093,2.36,0.236,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.093,0.093,2.36,0.236,Minimum,Minimum,Minimum,Minimum,0.005,0.005,0.13,0.013,+/-0.0006,+/-0.0006,+/-0.015,+/-0.0015,5.692,5.7,25.3,2.6,2581.9,0.014,0.014,0.36,0.036,+/-0.005,+/-0.005,+/-0.127,+/-0.0127,3/32,M2.2,0.000031
