title,model,field_published_stock_code,field_product_type,field_product_category,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_revision,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm,field_outside_dia_cm,field_out_dia_tol_bld_spc_in,field_out_dia_tol_in,field_out_dia_tol_mm,field_out_dia_tol_cm,field_hole_dia_bd_spe_in,field_hole_dia_in,field_hole_dia_mm,field_hole_dia_cm,field_rod_dia_bd_spe_in,field_rod_dia_in,field_rod_dia_mm,field_rod_dia_cm,field_rod_dia_tole_bd_spe_in,field_rod_dia_tole_in,field_rod_dia_tole_mm,field_rod_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm,field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_tole_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_solid_height_bd_spe_in,field_solid_height_in,field_solid_height_mm,field_solid_height_cm,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_wire_dia_cm,field_material,field_material_short_description,field_load_at_solid_height_bd_lb,field_load_at_solid_height_lb,field_load_at_solid_height_n,field_load_at_solid_height_kg,field_load_at_solid_height_gm,field_end,field_direction_of_wind,field_active_coils_bd_spe,field_active_coils,field_active_coils_tole_bd_spe,field_active_coils_tole,field_total_coils_bd_spe,field_total_coils,field_finish,field_spring_type,field_product_series,field_material_specification,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_ins_dia_tol_bld_spec_in,field_field_inside_dia_tol_in,field_field_inside_dia_tol_mm,field_field_inside_dia_tol_cm,field_color,field_weight_per_item_lb
LP 024FG 06S316,LP 024FG 06S316,LP024FG06S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.39,0.39,9.91,0.991,+/-0.01,+/-0.01,+/-0.25,+/-0.025,0.406,0.406,10.31,1.031,0.313,0.313,7.95,0.795,MIN,MIN,MIN,MIN,1.25,1.25,31.75,3.175,0.04,0.04,1.02,0.102,0.87,0.87,0.152,1.52,0.0155,0.155,15.54,155.4,0.087,0.087,0.0152,0.152,0.00155,0.0155,1.554,15.54,0.305,0.305,7.75,0.775,0.024,0.024,0.61,,Stainless Steel Type 316,SS316,0.822,0.822,3.66,0.373,372.86,Squared,Factory Option,9.73,9.73,Reference,Reference,11.73,11.73,Passivate per ASTM A967,1,Lite Pressure™ Series (inch),ASTM A313,0.342,0.342,8.69,0.869,Reference,Reference,Reference,Reference,,0.001832
LP 024G 01 S316,LP 024G 01 S316,LP024G01S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.42,0.42,10.67,1.067,+/-0.01,+/-0.01,+/-0.25,+/-0.025,0.438,0.438,11.13,1.113,0.344,0.344,8.74,0.874,MIN,MIN,MIN,MIN,0.5,0.5,12.7,1.27,0.016,0.016,0.41,0.041,2.135,2.135,0.374,3.74,0.0381,0.381,38.13,381.3,0.213,0.213,0.0373,0.373,0.0038,0.038,3.804,38.04,0.147,0.147,3.73,0.373,0.024,0.024,0.61,,Stainless Steel Type 316,SS316,0.753,0.753,3.35,0.342,341.56,Squared,Factory Option,3.128,3.128,Reference,Reference,5.128,5.128,Passivate per ASTM A967,1,Lite Pressure™ Series (inch),ASTM A313,0.372,0.372,9.45,0.945,Reference,Reference,Reference,Reference,,0.000883
LP 024G 02 S316,LP 024G 02 S316,LP024G02S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.42,0.42,10.67,1.067,+/-0.01,+/-0.01,+/-0.25,+/-0.025,0.438,0.438,11.13,1.113,0.344,0.344,8.74,0.874,MIN,MIN,MIN,MIN,0.625,0.625,15.88,1.588,0.02,0.02,0.51,0.051,1.652,1.652,0.289,2.89,0.0295,0.295,29.5,295,0.165,0.165,0.0289,0.289,0.00295,0.0295,2.947,29.47,0.169,0.169,4.29,0.429,0.024,0.024,0.61,,Stainless Steel Type 316,SS316,0.753,0.753,3.35,0.342,341.56,Squared,Factory Option,4.042,4.042,Reference,Reference,6.042,6.042,Passivate per ASTM A967,1,Lite Pressure™ Series (inch),ASTM A313,0.372,0.372,9.45,0.945,Reference,Reference,Reference,Reference,,0.001041
LP 024G 03 S316,LP 024G 03 S316,LP024G03S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.42,0.42,10.67,1.067,+/-0.01,+/-0.01,+/-0.25,+/-0.025,0.438,0.438,11.13,1.113,0.344,0.344,8.74,0.874,MIN,MIN,MIN,MIN,0.75,0.75,19.05,1.905,0.024,0.024,0.61,0.061,1.348,1.348,0.236,2.36,0.0241,0.241,24.07,240.7,0.135,0.135,0.0236,0.236,0.00241,0.0241,2.411,24.11,0.191,0.191,4.85,0.485,0.024,0.024,0.61,,Stainless Steel Type 316,SS316,0.753,0.753,3.35,0.342,341.56,Squared,Factory Option,4.956,4.956,Reference,Reference,6.956,6.956,Passivate per ASTM A967,1,Lite Pressure™ Series (inch),ASTM A313,0.372,0.372,9.45,0.945,Reference,Reference,Reference,Reference,,0.001198
LP 024G 04 S316,LP 024G 04 S316,LP024G04S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.42,0.42,10.67,1.067,+/-0.01,+/-0.01,+/-0.25,+/-0.025,0.438,0.438,11.13,1.113,0.344,0.344,8.74,0.874,MIN,MIN,MIN,MIN,0.875,0.875,22.23,2.223,0.028,0.028,0.71,0.071,1.138,1.138,0.199,1.99,0.0203,0.203,20.32,203.2,0.114,0.114,0.02,0.2,0.00204,0.0204,2.036,20.36,0.213,0.213,5.41,0.541,0.024,0.024,0.61,,Stainless Steel Type 316,SS316,0.753,0.753,3.35,0.342,341.56,Squared,Factory Option,5.87,5.87,Reference,Reference,7.87,7.87,Passivate per ASTM A967,1,Lite Pressure™ Series (inch),ASTM A313,0.372,0.372,9.45,0.945,Reference,Reference,Reference,Reference,,0.001355
LP 024G 05 S316,LP 024G 05 S316,LP024G05S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.42,0.42,10.67,1.067,+/-0.01,+/-0.01,+/-0.25,+/-0.025,0.438,0.438,11.13,1.113,0.344,0.344,8.74,0.874,MIN,MIN,MIN,MIN,1,1,25.4,2.54,0.032,0.032,0.81,0.081,0.985,0.985,0.173,1.73,0.0176,0.176,17.59,175.9,0.098,0.098,0.0172,0.172,0.00175,0.0175,1.75,17.5,0.235,0.235,5.97,0.597,0.024,0.024,0.61,,Stainless Steel Type 316,SS316,0.753,0.753,3.35,0.342,341.56,Squared,Factory Option,6.783,6.783,Reference,Reference,8.783,8.783,Passivate per ASTM A967,1,Lite Pressure™ Series (inch),ASTM A313,0.372,0.372,9.45,0.945,Reference,Reference,Reference,Reference,,0.001513
LP 024G 06 S316,LP 024G 06 S316,LP024G06S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.42,0.42,10.67,1.067,+/-0.01,+/-0.01,+/-0.25,+/-0.025,0.438,0.438,11.13,1.113,0.344,0.344,8.74,0.874,MIN,MIN,MIN,MIN,1.25,1.25,31.75,3.175,0.04,0.04,1.02,0.102,0.776,0.776,0.136,1.36,0.0139,0.139,13.86,138.6,0.078,0.078,0.0137,0.137,0.00139,0.0139,1.393,13.93,0.279,0.279,7.09,0.709,0.024,0.024,0.61,,Stainless Steel Type 316,SS316,0.753,0.753,3.35,0.342,341.56,Squared,Factory Option,8.611,8.611,Reference,Reference,10.611,10.611,Passivate per ASTM A967,1,Lite Pressure™ Series (inch),ASTM A313,0.372,0.372,9.45,0.945,Reference,Reference,Reference,Reference,,0.001827
LP 024GH 01S316,LP 024GH 01S316,LP024GH01S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.438,0.438,11.13,1.113,+/-0.01,+/-0.01,+/-0.25,+/-0.025,0.453,0.453,11.51,1.151,0.375,0.375,9.53,0.953,MIN,MIN,MIN,MIN,0.75,0.75,19.05,1.905,0.023,0.023,0.58,0.058,1.457,1.457,0.255,2.55,0.026,0.26,26.02,260.2,0.1457,0.146,0.0255,0.255,0.0026,0.026,2.602,26.02,0.168,0.168,4.27,0.427,0.024,0.024,0.61,,Stainless Steel Type 316,SS316,0.848,0.848,3.77,0.385,384.65,Squared,Factory Option,4.01,4.01,Reference,Reference,6.01,6.01,Passivate per ASTM A967,1,Lite Pressure™ Series (inch),ASTM A313,0.39,0.39,9.91,0.991,Reference,Reference,Reference,Reference,,0.001062
LP 024GH 02S316,LP 024GH 02S316,LP024GH02S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.438,0.438,11.13,1.113,+/-0.01,+/-0.01,+/-0.25,+/-0.025,0.453,0.453,11.51,1.151,0.375,0.375,9.53,0.953,MIN,MIN,MIN,MIN,1,1,25.4,2.54,0.031,0.031,0.79,0.079,1.064,1.064,0.186,1.86,0.019,0.19,19,190,0.1064,0.106,0.0186,0.186,0.0019,0.019,1.9,19,0.204,0.204,5.18,0.518,0.024,0.024,0.61,,Stainless Steel Type 316,SS316,0.847,0.847,3.77,0.384,384.2,Squared,Factory Option,5.49,5.49,Reference,Reference,7.49,7.49,Passivate per ASTM A967,1,Lite Pressure™ Series (inch),ASTM A313,0.39,0.39,9.91,0.991,Reference,Reference,Reference,Reference,,0.001324
LP 024GH 03S316,LP 024GH 03S316,LP024GH03S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.438,0.438,11.13,1.113,+/-0.01,+/-0.01,+/-0.25,+/-0.025,0.453,0.453,11.51,1.151,0.375,0.375,9.53,0.953,MIN,MIN,MIN,MIN,1.25,1.25,31.75,3.175,0.038,0.038,0.97,0.097,0.839,0.839,0.147,1.47,0.015,0.15,14.98,149.8,0.0839,0.084,0.0147,0.147,0.0015,0.015,1.498,14.98,0.239,0.239,6.07,0.607,0.024,0.024,0.61,,Stainless Steel Type 316,SS316,0.848,0.848,3.77,0.385,384.65,Squared,Factory Option,6.97,6.97,Reference,Reference,8.97,8.97,Passivate per ASTM A967,1,Lite Pressure™ Series (inch),ASTM A313,0.39,0.39,9.91,0.991,Reference,Reference,Reference,Reference,,0.001585
