title,model,field_published_stock_code,field_product_type,field_product_category,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_revision,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm,field_outside_dia_cm,field_out_dia_tol_bld_spc_in,field_out_dia_tol_in,field_out_dia_tol_mm,field_out_dia_tol_cm,field_hole_dia_bd_spe_in,field_hole_dia_in,field_hole_dia_mm,field_hole_dia_cm,field_rod_dia_bd_spe_in,field_rod_dia_in,field_rod_dia_mm,field_rod_dia_cm,field_rod_dia_tole_bd_spe_in,field_rod_dia_tole_in,field_rod_dia_tole_mm,field_rod_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm,field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_tole_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_solid_height_bd_spe_in,field_solid_height_in,field_solid_height_mm,field_solid_height_cm,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_wire_dia_cm,field_material,field_material_short_description,field_load_at_solid_height_bd_lb,field_load_at_solid_height_lb,field_load_at_solid_height_n,field_load_at_solid_height_kg,field_load_at_solid_height_gm,field_end,field_direction_of_wind,field_active_coils_bd_spe,field_active_coils,field_active_coils_tole_bd_spe,field_active_coils_tole,field_total_coils_bd_spe,field_total_coils,field_finish,field_spring_type,field_product_series,field_material_specification,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_ins_dia_tol_bld_spec_in,field_field_inside_dia_tol_in,field_field_inside_dia_tol_mm,field_field_inside_dia_tol_cm,field_color,field_weight_per_item_lb
LCM080D 18 S,LCM080D 18 S,LCM080D18S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.295,0.295,7.5,0.75,+/-0.005,+/-0.005,+/-0.13,+/-0.013,0.315,0.315,8,0.8,0.213,0.213,5.4,0.54,MIN,MIN,MIN,MIN,2.362,2.362,60,6,0.088,0.088,2.24,0.224,3.632,3.632,0.636,6.36,0.0649,0.649,64.86,648.6,0.3632,0.363,0.0636,0.636,0.00649,0.0649,6.486,64.86,0.644,0.644,16.36,1.636,0.032,0.032,0.8,,Stainless Steel,SS,6.256,6.256,27.83,2.838,2837.72,Squared and Ground,Factory Option,18.51,18.51,Reference,Reference,20.51,20.51,Passivate per ASTM A967,1,Standard Compression Series (metric),ASTM A313,0.231,0.231,5.9,0.59,Reference,Reference,Reference,Reference,,0.004453
LCM080D 19 M,LCM080D 19 M,LCM080D19M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.295,0.295,7.5,0.75,+/-0.005,+/-0.005,+/-0.13,+/-0.013,0.315,0.315,8,0.8,0.213,0.213,5.4,0.54,MIN,MIN,MIN,MIN,2.559,2.559,65,6.5,0.096,0.096,2.44,0.244,4.02,4.02,0.704,7.04,0.0718,0.718,71.79,717.9,0.402,0.402,0.0704,0.704,0.00718,0.0718,7.179,71.79,0.693,0.693,17.6,1.76,0.032,0.032,0.8,,Music Wire,MW,7.51,7.51,33.41,3.407,3406.54,Squared and Ground,Factory Option,20.08,20.08,Reference,Reference,22.08,22.08,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (metric),ASTM A228,0.231,0.231,5.9,0.59,Reference,Reference,Reference,Reference,,0.004687
LCM080D 19 S,LCM080D 19 S,LCM080D19S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.295,0.295,7.5,0.75,+/-0.005,+/-0.005,+/-0.13,+/-0.013,0.315,0.315,8,0.8,0.213,0.213,5.4,0.54,MIN,MIN,MIN,MIN,2.559,2.559,65,6.5,0.096,0.096,2.44,0.244,3.349,3.349,0.587,5.87,0.0598,0.598,59.81,598.1,0.3349,0.335,0.0587,0.587,0.00598,0.0598,5.981,59.81,0.693,0.693,17.6,1.76,0.032,0.032,0.8,,Stainless Steel,SS,6.256,6.256,27.83,2.838,2837.72,Squared and Ground,Factory Option,20.08,20.08,Reference,Reference,22.08,22.08,Passivate per ASTM A967,1,Standard Compression Series (metric),ASTM A313,0.231,0.231,5.9,0.59,Reference,Reference,Reference,Reference,,0.004821
LCM080DG 01 M,LCM080DG 01 M,LCM080DG01M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.346,0.346,8.8,0.88,+/-0.0118,+/-0.0118,+/-0.3,+/-0.03,0.378,0.378,9.6,0.96,0.26,0.26,6.6,0.66,MIN,MIN,MIN,MIN,0.571,0.571,14.5,1.45,0.029,0.029,0.74,0.074,13.498,13.498,2.364,23.64,0.241,2.41,241.05,2410.5,1.35,1.35,0.2364,2.364,0.02411,0.2411,24.108,241.08,0.173,0.173,4.39,0.439,0.032,0.032,0.8,,Music Wire,MW,5.171,5.171,23,2.346,2345.57,Squared and Ground,Right Hand,3.5,3.5,Reference,Reference,5.5,5.5,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (metric),ASTM A228,0.283,0.283,7.2,0.72,Reference,Reference,Reference,Reference,,0.001264
LCM080DG 01 S,LCM080DG 01 S,LCM080DG01S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.346,0.346,8.8,0.88,+/-0.0118,+/-0.0118,+/-0.3,+/-0.03,0.378,0.378,9.6,0.96,0.26,0.26,6.6,0.66,MIN,MIN,MIN,MIN,0.571,0.571,14.5,1.45,0.029,0.029,0.74,0.074,11.249,11.249,1.97,19.7,0.2009,2.009,200.88,2008.8,1.125,1.125,0.197,1.97,0.02009,0.2009,20.09,200.9,0.173,0.173,4.39,0.439,0.032,0.032,0.8,,Stainless Steel,SS,4.307,4.307,19.16,1.954,1953.66,Squared and Ground,Right Hand,3.5,3.5,Reference,Reference,5.5,5.5,Passivate per ASTM A967,1,Standard Compression Series (metric),ASTM A313,0.283,0.283,7.2,0.72,Reference,Reference,Reference,Reference,,0.001273
LCM080DG 02 M,LCM080DG 02 M,LCM080DG02M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.346,0.346,8.8,0.88,+/-0.0118,+/-0.0118,+/-0.3,+/-0.03,0.378,0.378,9.6,0.96,0.26,0.26,6.6,0.66,MIN,MIN,MIN,MIN,0.846,0.846,21.5,2.15,0.042,0.042,1.07,0.107,8.59,8.59,1.504,15.04,0.1534,1.534,153.4,1534,0.859,0.859,0.1504,1.504,0.01534,0.1534,15.34,153.4,0.236,0.236,5.99,0.599,0.032,0.032,0.8,,Music Wire,MW,5.171,5.171,23,2.346,2345.57,Squared and Ground,Right Hand,5.5,5.5,Reference,Reference,7.5,7.5,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (metric),ASTM A228,0.283,0.283,7.2,0.72,Reference,Reference,Reference,Reference,,0.001724
LCM080DG 02 S,LCM080DG 02 S,LCM080DG02S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.346,0.346,8.8,0.88,+/-0.0118,+/-0.0118,+/-0.3,+/-0.03,0.378,0.378,9.6,0.96,0.26,0.26,6.6,0.66,MIN,MIN,MIN,MIN,0.846,0.846,21.5,2.15,0.042,0.042,1.07,0.107,7.158,7.158,1.254,12.54,0.1278,1.278,127.83,1278.3,0.716,0.716,0.1254,1.254,0.01279,0.1279,12.786,127.86,0.236,0.236,5.99,0.599,0.032,0.032,0.8,,Stainless Steel,SS,4.307,4.307,19.16,1.954,1953.66,Squared and Ground,Right Hand,5.5,5.5,Reference,Reference,7.5,7.5,Passivate per ASTM A967,1,Standard Compression Series (metric),ASTM A313,0.283,0.283,7.2,0.72,Reference,Reference,Reference,Reference,,0.001736
LCM080DG 03 M,LCM080DG 03 M,LCM080DG03M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.346,0.346,8.8,0.88,+/-0.0118,+/-0.0118,+/-0.3,+/-0.03,0.378,0.378,9.6,0.96,0.26,0.26,6.6,0.66,MIN,MIN,MIN,MIN,1.26,1.26,32,3.2,0.063,0.063,1.6,0.16,5.558,5.558,0.973,9.73,0.0993,0.993,99.25,992.5,0.556,0.556,0.0974,0.974,0.00993,0.0993,9.929,99.29,0.331,0.331,8.41,0.841,0.032,0.032,0.8,,Music Wire,MW,5.171,5.171,23,2.346,2345.57,Squared and Ground,Right Hand,8.5,8.5,Reference,Reference,10.5,10.5,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (metric),ASTM A228,0.283,0.283,7.2,0.72,Reference,Reference,Reference,Reference,,0.002414
LCM080DG 03 S,LCM080DG 03 S,LCM080DG03S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.346,0.346,8.8,0.88,+/-0.0118,+/-0.0118,+/-0.3,+/-0.03,0.378,0.378,9.6,0.96,0.26,0.26,6.6,0.66,MIN,MIN,MIN,MIN,1.26,1.26,32,3.2,0.063,0.063,1.6,0.16,4.632,4.632,0.811,8.11,0.0827,0.827,82.72,827.2,0.463,0.463,0.0811,0.811,0.00827,0.0827,8.268,82.68,0.331,0.331,8.41,0.841,0.032,0.032,0.8,,Stainless Steel,SS,4.307,4.307,19.16,1.954,1953.66,Squared and Ground,Right Hand,8.5,8.5,Reference,Reference,10.5,10.5,Passivate per ASTM A967,1,Standard Compression Series (metric),ASTM A313,0.283,0.283,7.2,0.72,Reference,Reference,Reference,Reference,,0.002431
LCM080DG 04 M,LCM080DG 04 M,LCM080DG04M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.346,0.346,8.8,0.88,+/-0.0118,+/-0.0118,+/-0.3,+/-0.03,0.378,0.378,9.6,0.96,0.26,0.26,6.6,0.66,MIN,MIN,MIN,MIN,1.85,1.85,47,4.7,0.093,0.093,2.36,0.236,3.78,3.78,0.662,6.62,0.0675,0.675,67.5,675,0.378,0.378,0.0662,0.662,0.00675,0.0675,6.75,67.5,0.457,0.457,11.61,1.161,0.032,0.032,0.8,,Music Wire,MW,5.171,5.171,23,2.346,2345.57,Squared and Ground,Right Hand,12.5,12.5,Reference,Reference,14.5,14.5,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (metric),ASTM A228,0.283,0.283,7.2,0.72,Reference,Reference,Reference,Reference,,0.003333
