title,model,field_published_stock_code,field_product_type,field_product_category,field_original_publication_date, ,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_revision,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm, field_outside_dia_cm,field_outside_dia_tole_bd_spe_in,field_outside_dia_tole_in,field_outside_dia_tole_mm,field_outside_dia_tole_cm,field_hole_dia_bd_spe_in,field_hole_dia_in,field_hole_dia_mm,field_hole_dia_cm,field_rod_dia_bd_spe_in,field_rod_dia_in,field_rod_dia_mm,field_rod_dia_cm,field_rod_dia_tole_bd_spe_in,field_rod_dia_tole_in,field_rod_dia_tole_mm,field_rod_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm, field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_tole_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_solid_height_bd_spe_in,field_solid_height_in,field_solid_height_mm,field_solid_height_cm,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_material,field_material_short_description,field_load_at_solid_height_bd_lb,field_load_at_solid_height_lb,field_load_at_solid_height_n,field_load_at_solid_height_kg,field_load_at_solid_height_gm,field_end,field_direction_of_wind,field_active_coils_bd_spe,field_active_coils,field_active_coils_tole_bd_spe,field_active_coils_tole,field_total_coils_bd_spe,field_total_coils,field_finish,field_spring_type,field_product_series,field_material_specification,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_inside_dia_tole_bd_spe_in,field_inside_dia_tole_in,field_inside_dia_tole_mm,field_inside_dia_tole_cm,field_color,field_weight_per_item_lb
LC 028BD 02S,LC 028BD 02S,LC028BD02S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.218,0.218,5.54,0.554,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.234,0.234,5.94,0.594,0.154,0.154,3.91,0.391,MIN,MIN,MIN,MIN,0.313,0.313,7.95,0.795,0.018,0.018,0.46,0.046,34.4153,34.415,6.027,60.27,0.6146,6.146,614.59,6145.9,3.442,3.442,0.6028,6.028,0.06147,0.6147,61.467,614.67,0.1515,0.152,3.85,0.385,0.028,0.028,0.71,Stainless Steel,SS,5.5388,5.539,24.64,2.512,2512.4,Squared and Ground,Factory Option,3.2535,3.2535,Reference,Reference,5.2535,5.2535,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.162,0.162,4.11,0.411,Reference,Reference,Reference,Reference,,0.0005878
LC 028BD 02S316,LC 028BD 02S316,LC028BD02S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.218,0.218,5.54,0.554,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.234,0.234,5.94,0.594,0.154,0.154,3.91,0.391,MIN,MIN,MIN,MIN,0.313,0.313,7.95,0.795,0.018,0.018,0.46,0.046,34.4153,34.415,6.027,60.27,0.6146,6.146,614.59,6145.9,3.442,3.442,0.6028,6.028,0.06147,0.6147,61.467,614.67,0.1515,0.152,3.85,0.385,0.028,0.028,0.71,Stainless Steel Type 316,SS316,5.5388,5.539,24.64,2.512,2512.4,Squared and Ground,Factory Option,3.2535,3.2535,Reference,Reference,5.2535,5.2535,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.162,0.162,4.11,0.411,Reference,Reference,Reference,Reference,,0.0005878
LC 028BD 03M,LC 028BD 03M,LC028BD03M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.218,0.218,5.54,0.554,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.234,0.234,5.94,0.594,0.154,0.154,3.91,0.391,MIN,MIN,MIN,MIN,0.375,0.375,9.53,0.953,0.018,0.018,0.46,0.046,33.2851,33.285,5.829,58.29,0.5944,5.944,594.41,5944.1,3.329,3.329,0.583,5.83,0.05945,0.5945,59.449,594.49,0.1741,0.174,4.42,0.442,0.028,0.028,0.71,Music Wire,MW,6.6493,6.649,29.58,3.016,3016.12,Squared and Ground,Factory Option,4.0384,4.0384,Reference,Reference,6.0384,6.0384,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.162,0.162,4.11,0.411,Reference,Reference,Reference,Reference,,0.000663
LC 028BD 03S,LC 028BD 03S,LC028BD03S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.218,0.218,5.54,0.554,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.234,0.234,5.94,0.594,0.154,0.154,3.91,0.391,MIN,MIN,MIN,MIN,0.375,0.375,9.53,0.953,0.018,0.018,0.46,0.046,27.7264,27.726,4.856,48.56,0.4951,4.951,495.14,4951.4,2.773,2.773,0.4856,4.856,0.04952,0.4952,49.52,495.2,0.1741,0.174,4.42,0.442,0.028,0.028,0.71,Stainless Steel,SS,5.5388,5.539,24.64,2.512,2512.4,Squared and Ground,Factory Option,4.0384,4.0384,Reference,Reference,6.0384,6.0384,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.162,0.162,4.11,0.411,Reference,Reference,Reference,Reference,,0.0006756
LC 028BD 03S316,LC 028BD 03S316,LC028BD03S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.218,0.218,5.54,0.554,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.234,0.234,5.94,0.594,0.154,0.154,3.91,0.391,MIN,MIN,MIN,MIN,0.375,0.375,9.53,0.953,0.018,0.018,0.46,0.046,27.7264,27.726,4.856,48.56,0.4951,4.951,495.14,4951.4,2.773,2.773,0.4856,4.856,0.04952,0.4952,49.52,495.2,0.1741,0.174,4.42,0.442,0.028,0.028,0.71,Stainless Steel Type 316,SS316,5.5388,5.539,24.64,2.512,2512.4,Squared and Ground,Factory Option,4.0384,4.0384,Reference,Reference,6.0384,6.0384,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.162,0.162,4.11,0.411,Reference,Reference,Reference,Reference,,0.0006756
LC 028BD 04M,LC 028BD 04M,LC028BD04M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.218,0.218,5.54,0.554,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.234,0.234,5.94,0.594,0.154,0.154,3.91,0.391,MIN,MIN,MIN,MIN,0.438,0.438,11.13,1.113,0.018,0.018,0.46,0.046,27.7956,27.796,4.868,48.68,0.4964,4.964,496.37,4963.7,2.78,2.78,0.4869,4.869,0.04965,0.4965,49.645,496.45,0.1971,0.197,5.01,0.501,0.028,0.028,0.71,Music Wire,MW,6.6493,6.649,29.58,3.016,3016.12,Squared and Ground,Factory Option,4.8359,4.8359,Reference,Reference,6.8359,6.8359,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.162,0.162,4.11,0.411,Reference,Reference,Reference,Reference,,0.0007505
LC 028BD 04S,LC 028BD 04S,LC028BD04S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.218,0.218,5.54,0.554,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.234,0.234,5.94,0.594,0.154,0.154,3.91,0.391,MIN,MIN,MIN,MIN,0.438,0.438,11.13,1.113,0.018,0.018,0.46,0.046,23.1538,23.154,4.055,40.55,0.4135,4.135,413.48,4134.8,2.315,2.315,0.4054,4.054,0.04134,0.4134,41.341,413.41,0.1971,0.197,5.01,0.501,0.028,0.028,0.71,Stainless Steel,SS,5.5388,5.539,24.64,2.512,2512.4,Squared and Ground,Factory Option,4.8359,4.8359,Reference,Reference,6.8359,6.8359,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.162,0.162,4.11,0.411,Reference,Reference,Reference,Reference,,0.0007648
LC 028BD 04S316,LC 028BD 04S316,LC028BD04S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.218,0.218,5.54,0.554,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.234,0.234,5.94,0.594,0.154,0.154,3.91,0.391,MIN,MIN,MIN,MIN,0.438,0.438,11.13,1.113,0.018,0.018,0.46,0.046,23.1538,23.154,4.055,40.55,0.4135,4.135,413.48,4134.8,2.315,2.315,0.4054,4.054,0.04134,0.4134,41.341,413.41,0.1971,0.197,5.01,0.501,0.028,0.028,0.71,Stainless Steel Type 316,SS316,5.5388,5.539,24.64,2.512,2512.4,Squared and Ground,Factory Option,4.8359,4.8359,Reference,Reference,6.8359,6.8359,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.162,0.162,4.11,0.411,Reference,Reference,Reference,Reference,,0.0007648
LC 028BD 05M,LC 028BD 05M,LC028BD05M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.218,0.218,5.54,0.554,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.234,0.234,5.94,0.594,0.154,0.154,3.91,0.391,MIN,MIN,MIN,MIN,0.5,0.5,12.7,1.27,0.018,0.018,0.46,0.046,23.9143,23.914,4.188,41.88,0.4271,4.271,427.06,4270.6,2.391,2.391,0.4187,4.187,0.0427,0.427,42.698,426.98,0.2197,0.22,5.58,0.558,0.028,0.028,0.71,Music Wire,MW,6.6493,6.649,29.58,3.016,3016.12,Squared and Ground,Factory Option,5.6208,5.6208,Reference,Reference,7.6208,7.6208,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.162,0.162,4.11,0.411,Reference,Reference,Reference,Reference,,0.0008367
LC 028BD 05S,LC 028BD 05S,LC028BD05S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.218,0.218,5.54,0.554,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.234,0.234,5.94,0.594,0.154,0.154,3.91,0.391,MIN,MIN,MIN,MIN,0.5,0.5,12.7,1.27,0.018,0.018,0.46,0.046,19.9206,19.921,3.489,34.89,0.3557,3.557,355.74,3557.4,1.992,1.992,0.3489,3.489,0.03557,0.3557,35.573,355.73,0.2197,0.22,5.58,0.558,0.028,0.028,0.71,Stainless Steel,SS,5.5388,5.539,24.64,2.512,2512.4,Squared and Ground,Factory Option,5.6208,5.6208,Reference,Reference,7.6208,7.6208,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.162,0.162,4.11,0.411,Reference,Reference,Reference,Reference,,0.0008526
LC 028BD 05S316,LC 028BD 05S316,LC028BD05S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.218,0.218,5.54,0.554,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.234,0.234,5.94,0.594,0.154,0.154,3.91,0.391,MIN,MIN,MIN,MIN,0.5,0.5,12.7,1.27,0.018,0.018,0.46,0.046,19.9206,19.921,3.489,34.89,0.3557,3.557,355.74,3557.4,1.992,1.992,0.3489,3.489,0.03557,0.3557,35.573,355.73,0.2197,0.22,5.58,0.558,0.028,0.028,0.71,Stainless Steel Type 316,SS316,5.5388,5.539,24.64,2.512,2512.4,Squared and Ground,Factory Option,5.6208,5.6208,Reference,Reference,7.6208,7.6208,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.162,0.162,4.11,0.411,Reference,Reference,Reference,Reference,,0.0008526
LC 028BD 06M,LC 028BD 06M,LC028BD06M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.218,0.218,5.54,0.554,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.234,0.234,5.94,0.594,0.154,0.154,3.91,0.391,MIN,MIN,MIN,MIN,0.563,0.563,14.3,1.43,0.02,0.02,0.51,0.051,20.9427,20.943,3.668,36.68,0.374,3.74,373.99,3739.9,2.094,2.094,0.3667,3.667,0.03739,0.3739,37.395,373.95,0.2427,0.243,6.17,0.617,0.028,0.028,0.71,Music Wire,MW,6.6493,6.649,29.58,3.016,3016.12,Squared and Ground,Factory Option,6.4184,6.4184,Reference,Reference,8.4184,8.4184,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.162,0.162,4.11,0.411,Reference,Reference,Reference,Reference,,0.0009243
LC 028BD 06S,LC 028BD 06S,LC028BD06S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.218,0.218,5.54,0.554,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.234,0.234,5.94,0.594,0.154,0.154,3.91,0.391,MIN,MIN,MIN,MIN,0.563,0.563,14.3,1.43,0.02,0.02,0.51,0.051,17.4452,17.445,3.055,30.55,0.3115,3.115,311.54,3115.4,1.745,1.745,0.3056,3.056,0.03116,0.3116,31.162,311.62,0.2427,0.243,6.17,0.617,0.028,0.028,0.71,Stainless Steel,SS,5.5388,5.539,24.64,2.512,2512.4,Squared and Ground,Factory Option,6.4184,6.4184,Reference,Reference,8.4184,8.4184,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.162,0.162,4.11,0.411,Reference,Reference,Reference,Reference,,0.0009419
LC 028BD 06S316,LC 028BD 06S316,LC028BD06S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.218,0.218,5.54,0.554,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.234,0.234,5.94,0.594,0.154,0.154,3.91,0.391,MIN,MIN,MIN,MIN,0.563,0.563,14.3,1.43,0.02,0.02,0.51,0.051,17.4452,17.445,3.055,30.55,0.3115,3.115,311.54,3115.4,1.745,1.745,0.3056,3.056,0.03116,0.3116,31.162,311.62,0.2427,0.243,6.17,0.617,0.028,0.028,0.71,Stainless Steel Type 316,SS316,5.5388,5.539,24.64,2.512,2512.4,Squared and Ground,Factory Option,6.4184,6.4184,Reference,Reference,8.4184,8.4184,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.162,0.162,4.11,0.411,Reference,Reference,Reference,Reference,,0.0009419
LC 028BD 07M,LC 028BD 07M,LC028BD07M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.218,0.218,5.54,0.554,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.234,0.234,5.94,0.594,0.154,0.154,3.91,0.391,MIN,MIN,MIN,MIN,0.625,0.625,15.88,1.588,0.022,0.022,0.56,0.056,18.6607,18.661,3.268,32.68,0.3332,3.332,333.24,3332.4,1.866,1.866,0.3268,3.268,0.03332,0.3332,33.323,333.23,0.2654,0.265,6.74,0.674,0.028,0.028,0.71,Music Wire,MW,6.6493,6.649,29.58,3.016,3016.12,Squared and Ground,Factory Option,7.2033,7.2033,Reference,Reference,9.2033,9.2033,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.162,0.162,4.11,0.411,Reference,Reference,Reference,Reference,,0.0010105
LC 028BD 07S,LC 028BD 07S,LC028BD07S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.218,0.218,5.54,0.554,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.234,0.234,5.94,0.594,0.154,0.154,3.91,0.391,MIN,MIN,MIN,MIN,0.625,0.625,15.88,1.588,0.022,0.022,0.56,0.056,15.5443,15.544,2.722,27.22,0.2776,2.776,277.59,2775.9,1.554,1.554,0.2722,2.722,0.02775,0.2775,27.751,277.51,0.2654,0.265,6.74,0.674,0.028,0.028,0.71,Stainless Steel,SS,5.5388,5.539,24.64,2.512,2512.4,Squared and Ground,Factory Option,7.2033,7.2033,Reference,Reference,9.2033,9.2033,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.162,0.162,4.11,0.411,Reference,Reference,Reference,Reference,,0.0010297
LC 028BD 07S316,LC 028BD 07S316,LC028BD07S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.218,0.218,5.54,0.554,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.234,0.234,5.94,0.594,0.154,0.154,3.91,0.391,MIN,MIN,MIN,MIN,0.625,0.625,15.88,1.588,0.022,0.022,0.56,0.056,15.5443,15.544,2.722,27.22,0.2776,2.776,277.59,2775.9,1.554,1.554,0.2722,2.722,0.02775,0.2775,27.751,277.51,0.2654,0.265,6.74,0.674,0.028,0.028,0.71,Stainless Steel Type 316,SS316,5.5388,5.539,24.64,2.512,2512.4,Squared and Ground,Factory Option,7.2033,7.2033,Reference,Reference,9.2033,9.2033,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.162,0.162,4.11,0.411,Reference,Reference,Reference,Reference,,0.0010297
LC 028BD 08M,LC 028BD 08M,LC028BD08M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.218,0.218,5.54,0.554,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.234,0.234,5.94,0.594,0.154,0.154,3.91,0.391,MIN,MIN,MIN,MIN,0.688,0.688,17.48,1.748,0.024,0.024,0.61,0.061,16.8005,16.801,2.942,29.42,0.3,3,300.02,3000.2,1.68,1.68,0.2942,2.942,0.03,0.3,30.001,300.01,0.2884,0.288,7.33,0.733,0.028,0.028,0.71,Music Wire,MW,6.6493,6.649,29.58,3.016,3016.12,Squared and Ground,Factory Option,8.0009,8.0009,Reference,Reference,10.0009,10.0009,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.162,0.162,4.11,0.411,Reference,Reference,Reference,Reference,,0.001098
LC 028BD 08S,LC 028BD 08S,LC028BD08S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.218,0.218,5.54,0.554,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.234,0.234,5.94,0.594,0.154,0.154,3.91,0.391,MIN,MIN,MIN,MIN,0.688,0.688,17.48,1.748,0.024,0.024,0.61,0.061,13.9948,13.995,2.451,24.51,0.2499,2.499,249.92,2499.2,1.399,1.399,0.245,2.45,0.02498,0.2498,24.983,249.83,0.2884,0.288,7.33,0.733,0.028,0.028,0.71,Stainless Steel,SS,5.5388,5.539,24.64,2.512,2512.4,Squared and Ground,Factory Option,8.0009,8.0009,Reference,Reference,10.0009,10.0009,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.162,0.162,4.11,0.411,Reference,Reference,Reference,Reference,,0.0011189
LC 028BD 08S316,LC 028BD 08S316,LC028BD08S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.218,0.218,5.54,0.554,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.234,0.234,5.94,0.594,0.154,0.154,3.91,0.391,MIN,MIN,MIN,MIN,0.688,0.688,17.48,1.748,0.024,0.024,0.61,0.061,13.9948,13.995,2.451,24.51,0.2499,2.499,249.92,2499.2,1.399,1.399,0.245,2.45,0.02498,0.2498,24.983,249.83,0.2884,0.288,7.33,0.733,0.028,0.028,0.71,Stainless Steel Type 316,SS316,5.5388,5.539,24.64,2.512,2512.4,Squared and Ground,Factory Option,8.0009,8.0009,Reference,Reference,10.0009,10.0009,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.162,0.162,4.11,0.411,Reference,Reference,Reference,Reference,,0.0011189
LC 028BD 09M,LC 028BD 09M,LC028BD09M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.218,0.218,5.54,0.554,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.234,0.234,5.94,0.594,0.154,0.154,3.91,0.391,MIN,MIN,MIN,MIN,0.75,0.75,19.05,1.905,0.026,0.026,0.66,0.066,15.2996,15.3,2.679,26.79,0.2732,2.732,273.22,2732.2,1.53,1.53,0.268,2.68,0.02732,0.2732,27.323,273.23,0.311,0.311,7.9,0.79,0.028,0.028,0.71,Music Wire,MW,6.6493,6.649,29.58,3.016,3016.12,Squared and Ground,Factory Option,8.7858,8.7858,Reference,Reference,10.7858,10.7858,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.162,0.162,4.11,0.411,Reference,Reference,Reference,Reference,,0.0011842
LC 028BD 09S,LC 028BD 09S,LC028BD09S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.218,0.218,5.54,0.554,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.234,0.234,5.94,0.594,0.154,0.154,3.91,0.391,MIN,MIN,MIN,MIN,0.75,0.75,19.05,1.905,0.026,0.026,0.66,0.066,12.7445,12.745,2.232,22.32,0.2276,2.276,227.59,2275.9,1.274,1.274,0.2231,2.231,0.02275,0.2275,22.751,227.51,0.311,0.311,7.9,0.79,0.028,0.028,0.71,Stainless Steel,SS,5.5388,5.539,24.64,2.512,2512.4,Squared and Ground,Factory Option,8.7858,8.7858,Reference,Reference,10.7858,10.7858,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.162,0.162,4.11,0.411,Reference,Reference,Reference,Reference,,0.0012068
LC 028BD 09S316,LC 028BD 09S316,LC028BD09S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.218,0.218,5.54,0.554,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.234,0.234,5.94,0.594,0.154,0.154,3.91,0.391,MIN,MIN,MIN,MIN,0.75,0.75,19.05,1.905,0.026,0.026,0.66,0.066,12.7445,12.745,2.232,22.32,0.2276,2.276,227.59,2275.9,1.274,1.274,0.2231,2.231,0.02275,0.2275,22.751,227.51,0.311,0.311,7.9,0.79,0.028,0.028,0.71,Stainless Steel Type 316,SS316,5.5388,5.539,24.64,2.512,2512.4,Squared and Ground,Factory Option,8.7858,8.7858,Reference,Reference,10.7858,10.7858,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.162,0.162,4.11,0.411,Reference,Reference,Reference,Reference,,0.0012068
LC 028BD 10M,LC 028BD 10M,LC028BD10M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.218,0.218,5.54,0.554,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.234,0.234,5.94,0.594,0.154,0.154,3.91,0.391,MIN,MIN,MIN,MIN,0.875,0.875,22.23,2.223,0.031,0.031,0.79,0.079,12.9645,12.965,2.271,22.71,0.2315,2.315,231.52,2315.2,1.296,1.296,0.227,2.27,0.02314,0.2314,23.144,231.44,0.3567,0.357,9.06,0.906,0.028,0.028,0.71,Music Wire,MW,6.6493,6.649,29.58,3.016,3016.12,Squared and Ground,Factory Option,10.3682,10.3682,Reference,Reference,12.3682,12.3682,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.162,0.162,4.11,0.411,Reference,Reference,Reference,Reference,,0.001358
LC 028BD 10S,LC 028BD 10S,LC028BD10S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.218,0.218,5.54,0.554,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.234,0.234,5.94,0.594,0.154,0.154,3.91,0.391,MIN,MIN,MIN,MIN,0.875,0.875,22.23,2.223,0.031,0.031,0.79,0.079,10.7994,10.799,1.891,18.91,0.1929,1.929,192.86,1928.6,1.08,1.08,0.1891,1.891,0.01929,0.1929,19.287,192.87,0.3567,0.357,9.06,0.906,0.028,0.028,0.71,Stainless Steel,SS,5.5388,5.539,24.64,2.512,2512.4,Squared and Ground,Factory Option,10.3682,10.3682,Reference,Reference,12.3682,12.3682,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.162,0.162,4.11,0.411,Reference,Reference,Reference,Reference,,0.0013838
LC 028BD 10S316,LC 028BD 10S316,LC028BD10S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.218,0.218,5.54,0.554,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.234,0.234,5.94,0.594,0.154,0.154,3.91,0.391,MIN,MIN,MIN,MIN,0.875,0.875,22.23,2.223,0.031,0.031,0.79,0.079,10.7994,10.799,1.891,18.91,0.1929,1.929,192.86,1928.6,1.08,1.08,0.1891,1.891,0.01929,0.1929,19.287,192.87,0.3567,0.357,9.06,0.906,0.028,0.028,0.71,Stainless Steel Type 316,SS316,5.5388,5.539,24.64,2.512,2512.4,Squared and Ground,Factory Option,10.3682,10.3682,Reference,Reference,12.3682,12.3682,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.162,0.162,4.11,0.411,Reference,Reference,Reference,Reference,,0.0013838
LC 028BD 11M,LC 028BD 11M,LC028BD11M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.218,0.218,5.54,0.554,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.234,0.234,5.94,0.594,0.154,0.154,3.91,0.391,MIN,MIN,MIN,MIN,1,1,25.4,2.54,0.035,0.035,0.89,0.089,11.2478,11.248,1.97,19.7,0.2009,2.009,200.86,2008.6,1.125,1.125,0.197,1.97,0.02009,0.2009,20.09,200.9,0.4023,0.402,10.22,1.022,0.028,0.028,0.71,Music Wire,MW,6.6493,6.649,29.58,3.016,3016.12,Squared and Ground,Factory Option,11.9507,11.9507,Reference,Reference,13.9507,13.9507,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.162,0.162,4.11,0.411,Reference,Reference,Reference,Reference,,0.0015317
