title,model,field_published_stock_code,field_product_type,field_spring_type,field_product_category,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_revision,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm,field_outside_dia_cm,field_out_dia_tol_bld_spc_in,field_out_dia_tol_in,field_out_dia_tol_mm,field_out_dia_tol_cm,field_hole_dia_bd_spe_in,field_hole_dia_in,field_hole_dia_mm,field_hole_dia_cm,field_rod_dia_bd_spe_in,field_rod_dia_in,field_rod_dia_mm,field_rod_dia_cm,field_rod_dia_tole_bd_spe_in,field_rod_dia_tole_in,field_rod_dia_tole_mm,field_rod_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm,field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_tole_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_solid_height_bd_spe_in,field_solid_height_in,field_solid_height_mm,field_solid_height_cm,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_wire_dia_cm,field_material,field_material_short_description,field_load_at_solid_height_bd_lb,field_load_at_solid_height_lb,field_load_at_solid_height_n,field_load_at_solid_height_kg,field_load_at_solid_height_gm,field_end,field_direction_of_wind,field_active_coils_bd_spe,field_active_coils,field_active_coils_tole_bd_spe,field_active_coils_tole,field_total_coils_bd_spe,field_total_coils,field_finish,field_product_series,field_material_specification,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_ins_dia_tol_bld_spec_in,field_field_inside_dia_tol_in,field_field_inside_dia_tol_mm,field_field_inside_dia_tol_cm,field_color,field_weight_per_item_lb,field_nominal_load_build_spec_lb,field_nominal_load_lb,field_nominal_load_n,field_nominal_load_kg,field_nominal_load_gm,field_working_height_bud_spc_in,field_working_height_in,field_working_height_mm,field_working_height_cm
LWM16 055 1623S,LWM16 055 1623S,LWM160551623S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.576,0.576,14.63,1.463,Reference,Reference,Reference,Reference,0.63,0.63,16,1.6,0.433,0.433,11,1.1,MIN,MIN,MIN,MIN,0.639,0.639,16.23,1.623,0.09,0.09,2.29,0.229,58.584,58.584,10.26,102.6,1.0462,10.462,1046.19,10461.9,14.646,14.646,2.565,25.65,0.26155,2.6155,261.548,2615.48,0.1,0.1,2.54,0.254,0.01,0.01,0.25,0.025,Stainless Steel Type 17-7 PH,17-7 PH,31.577,31.577,140.46,14.323,14323.33,Plain (End Turn is Wavy),Factory Option,9,9,Reference,Reference,9,9,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.46,0.46,14.13,1.413,Reference,Reference,Reference,Reference,,0.003721,12.364,12.364,55,5.608,5608.31,0.428,0.428,10.87,1.087
LWM16 055 1984S,LWM16 055 1984S,LWM160551984S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.576,0.576,14.63,1.463,Reference,Reference,Reference,Reference,0.63,0.63,16,1.6,0.433,0.433,11,1.1,MIN,MIN,MIN,MIN,0.781,0.781,19.84,1.984,0.12,0.12,3.05,0.305,47.906,47.906,8.39,83.9,0.8555,8.555,855.51,8555.1,11.977,11.977,2.0976,20.976,0.21389,2.1389,213.885,2138.85,0.12,0.12,3.05,0.305,0.01,0.01,0.25,0.025,Stainless Steel Type 17-7 PH,17-7 PH,31.666,31.666,140.86,14.364,14363.7,Plain (End Turn is Wavy),Factory Option,11,11,Reference,Reference,11,11,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.46,0.46,14.13,1.413,Reference,Reference,Reference,Reference,,0.004548,12.364,12.364,55,5.608,5608.31,0.523,0.523,13.28,1.328
LWM16 055 2344S,LWM16 055 2344S,LWM160552344S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.576,0.576,14.63,1.463,Reference,Reference,Reference,Reference,0.63,0.63,16,1.6,0.433,0.433,11,1.1,MIN,MIN,MIN,MIN,0.923,0.923,23.44,2.344,0.125,0.125,3.18,0.318,40.54,40.54,7.1,71,0.724,7.24,723.96,7239.6,10.135,10.135,1.775,17.75,0.18099,1.8099,180.991,1809.91,0.14,0.14,3.56,0.356,0.01,0.01,0.25,0.025,Stainless Steel Type 17-7 PH,17-7 PH,31.743,31.743,141.2,14.399,14398.62,Plain (End Turn is Wavy),Factory Option,13,13,Reference,Reference,13,13,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.46,0.46,14.13,1.413,Reference,Reference,Reference,Reference,,0.005375,12.364,12.364,55,5.608,5608.31,0.618,0.618,15.7,1.57
LWM16 090 0541S,LWM16 090 0541S,LWM160900541S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.578,0.578,14.68,1.468,Reference,Reference,Reference,Reference,0.63,0.63,16,1.6,0.433,0.433,11,1.1,MIN,MIN,MIN,MIN,0.213,0.213,5.41,0.541,0.04,0.04,1.02,0.102,243.756,243.756,42.69,426.9,4.353,43.53,4352.99,43529.9,60.939,60.939,10.6724,106.724,1.08825,10.8825,1088.249,10882.49,0.048,0.048,1.22,0.122,0.012,0.012,0.3,0.03,Stainless Steel Type 17-7 PH,17-7 PH,40.22,40.22,178.91,18.244,18243.79,Plain (End Turn is Wavy),Factory Option,3,3,Reference,Reference,3,3,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.459,0.459,14.08,1.408,Reference,Reference,Reference,Reference,,0.001541,20.233,20.233,90,9.178,9177.69,0.13,0.13,3.3,0.33
LWM16 090 0721S,LWM16 090 0721S,LWM160900721S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.578,0.578,14.68,1.468,Reference,Reference,Reference,Reference,0.63,0.63,16,1.6,0.433,0.433,11,1.1,MIN,MIN,MIN,MIN,0.284,0.284,7.21,0.721,0.05,0.05,1.27,0.127,194.536,194.536,34.07,340.7,3.474,34.74,3474.02,34740.2,48.634,48.634,8.5174,85.174,0.86851,8.6851,868.506,8685.06,0.06,0.06,1.52,0.152,0.012,0.012,0.3,0.03,Stainless Steel Type 17-7 PH,17-7 PH,43.576,43.576,193.84,19.766,19766.07,Plain (End Turn is Wavy),Factory Option,4,4,Reference,Reference,4,4,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.459,0.459,14.08,1.408,Reference,Reference,Reference,Reference,,0.002055,20.233,20.233,90,9.178,9177.69,0.18,0.18,4.57,0.457
LWM16 090 0902S,LWM16 090 0902S,LWM160900902S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.578,0.578,14.68,1.468,Reference,Reference,Reference,Reference,0.63,0.63,16,1.6,0.433,0.433,11,1.1,MIN,MIN,MIN,MIN,0.355,0.355,9.02,0.902,0.06,0.06,1.52,0.152,149.885,149.885,26.25,262.5,2.6766,26.766,2676.65,26766.5,37.471,37.471,6.5624,65.624,0.66916,6.6916,669.157,6691.57,0.072,0.072,1.83,0.183,0.012,0.012,0.3,0.03,Stainless Steel Type 17-7 PH,17-7 PH,42.417,42.417,188.68,19.24,19240.35,Plain (End Turn is Wavy),Factory Option,5,5,Reference,Reference,5,5,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.459,0.459,14.08,1.408,Reference,Reference,Reference,Reference,,0.002568,20.233,20.233,90,9.178,9177.69,0.22,0.22,5.59,0.559
LWM16 090 1082S,LWM16 090 1082S,LWM160901082S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.578,0.578,14.68,1.468,Reference,Reference,Reference,Reference,0.63,0.63,16,1.6,0.433,0.433,11,1.1,MIN,MIN,MIN,MIN,0.426,0.426,10.82,1.082,0.07,0.07,1.78,0.178,129.672,129.672,22.71,227.1,2.3157,23.157,2315.68,23156.8,32.418,32.418,5.6775,56.775,0.57892,5.7892,578.921,5789.21,0.084,0.084,2.13,0.213,0.012,0.012,0.3,0.03,Stainless Steel Type 17-7 PH,17-7 PH,44.348,44.348,197.27,20.116,20116.25,Plain (End Turn is Wavy),Factory Option,6,6,Reference,Reference,6,6,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.459,0.459,14.08,1.408,Reference,Reference,Reference,Reference,,0.003082,20.233,20.233,90,9.178,9177.69,0.27,0.27,6.86,0.686
LWM16 090 1262S,LWM16 090 1262S,LWM160901262S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.578,0.578,14.68,1.468,Reference,Reference,Reference,Reference,0.63,0.63,16,1.6,0.433,0.433,11,1.1,MIN,MIN,MIN,MIN,0.497,0.497,12.62,1.262,0.08,0.08,2.03,0.203,108.203,108.203,18.95,189.5,1.9323,19.323,1932.29,19322.9,27.051,27.051,4.7375,47.375,0.48308,4.8308,483.077,4830.77,0.096,0.096,2.44,0.244,0.012,0.012,0.3,0.03,Stainless Steel Type 17-7 PH,17-7 PH,43.389,43.389,193,19.681,19681.25,Plain (End Turn is Wavy),Factory Option,7,7,Reference,Reference,7,7,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.459,0.459,14.08,1.408,Reference,Reference,Reference,Reference,,0.003596,20.233,20.233,90,9.178,9177.69,0.31,0.31,7.87,0.787
LWM16 090 1623S,LWM16 090 1623S,LWM160901623S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.578,0.578,14.68,1.468,Reference,Reference,Reference,Reference,0.63,0.63,16,1.6,0.433,0.433,11,1.1,MIN,MIN,MIN,MIN,0.639,0.639,16.23,1.623,0.09,0.09,2.29,0.229,84.678,84.678,14.83,148.3,1.5122,15.122,1512.18,15121.8,21.169,21.169,3.7074,37.074,0.37804,3.7804,378.036,3780.36,0.12,0.12,3.05,0.305,0.012,0.012,0.3,0.03,Stainless Steel Type 17-7 PH,17-7 PH,43.948,43.948,195.49,19.935,19934.81,Plain (End Turn is Wavy),Factory Option,9,9,Reference,Reference,9,9,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.459,0.459,14.08,1.408,Reference,Reference,Reference,Reference,,0.004623,20.233,20.233,90,9.178,9177.69,0.4,0.4,10.16,1.016
LWM16 090 1984S,LWM16 090 1984S,LWM160901984S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.578,0.578,14.68,1.468,Reference,Reference,Reference,Reference,0.63,0.63,16,1.6,0.433,0.433,11,1.1,MIN,MIN,MIN,MIN,0.781,0.781,19.84,1.984,0.12,0.12,3.05,0.305,69.547,69.547,12.18,121.8,1.242,12.42,1241.97,12419.7,17.387,17.387,3.045,30.45,0.3105,3.105,310.497,3104.97,0.144,0.144,3.66,0.366,0.012,0.012,0.3,0.03,Stainless Steel Type 17-7 PH,17-7 PH,44.301,44.301,197.06,20.095,20094.93,Plain (End Turn is Wavy),Factory Option,11,11,Reference,Reference,11,11,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.459,0.459,14.08,1.408,Reference,Reference,Reference,Reference,,0.005651,20.233,20.233,90,9.178,9177.69,0.49,0.49,12.45,1.245
LWM16 090 2344S,LWM16 090 2344S,LWM160902344S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.578,0.578,14.68,1.468,Reference,Reference,Reference,Reference,0.63,0.63,16,1.6,0.433,0.433,11,1.1,MIN,MIN,MIN,MIN,0.923,0.923,23.44,2.344,0.125,0.125,3.18,0.318,58.983,58.983,10.33,103.3,1.0533,10.533,1053.32,10533.2,14.746,14.746,2.5825,25.825,0.26333,2.6333,263.334,2633.34,0.168,0.168,4.27,0.427,0.012,0.012,0.3,0.03,Stainless Steel Type 17-7 PH,17-7 PH,44.532,44.532,198.09,20.2,20199.72,Plain (End Turn is Wavy),Factory Option,13,13,Reference,Reference,13,13,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.459,0.459,14.08,1.408,Reference,Reference,Reference,Reference,,0.006678,20.233,20.233,90,9.178,9177.69,0.58,0.58,14.73,1.473
LWM18 030 0572S,LWM18 030 0572S,LWM180300572S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.672,0.672,17.07,1.707,Reference,Reference,Reference,Reference,0.709,0.709,18,1.8,0.512,0.512,13,1.3,MIN,MIN,MIN,MIN,0.225,0.225,5.72,0.572,0.04,0.04,1.02,0.102,82.223,82.223,14.4,144,1.4683,14.683,1468.34,14683.4,20.556,20.556,3.6,36,0.36709,3.6709,367.089,3670.89,0.032,0.032,0.81,0.081,0.008,0.008,0.2,0.02,Stainless Steel Type 17-7 PH,17-7 PH,15.869,15.869,70.59,7.198,7198.18,Plain (End Turn is Wavy),Factory Option,3,3,Reference,Reference,3,3,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.53,0.53,16.67,1.667,Reference,Reference,Reference,Reference,,0.00141,6.744,6.744,30,3.059,3059.08,0.143,0.143,3.63,0.363
LWM18 030 0762S,LWM18 030 0762S,LWM180300762S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.672,0.672,17.07,1.707,Reference,Reference,Reference,Reference,0.709,0.709,18,1.8,0.512,0.512,13,1.3,MIN,MIN,MIN,MIN,0.3,0.3,7.62,0.762,0.06,0.06,1.52,0.152,59.668,59.668,10.45,104.5,1.0656,10.656,1065.55,10655.5,14.917,14.917,2.6125,26.125,0.26639,2.6639,266.388,2663.88,0.04,0.04,1.02,0.102,0.008,0.008,0.2,0.02,Stainless Steel Type 17-7 PH,17-7 PH,15.514,15.514,69.01,7.037,7037.15,Plain (End Turn is Wavy),Factory Option,4,4,Reference,Reference,4,4,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.53,0.53,16.67,1.667,Reference,Reference,Reference,Reference,,0.00188,6.744,6.744,30,3.059,3059.08,0.187,0.187,4.75,0.475
LWM18 030 0953S,LWM18 030 0953S,LWM180300953S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.672,0.672,17.07,1.707,Reference,Reference,Reference,Reference,0.709,0.709,18,1.8,0.512,0.512,13,1.3,MIN,MIN,MIN,MIN,0.375,0.375,9.53,0.953,0.06,0.06,1.52,0.152,47.849,47.849,8.38,83.8,0.8545,8.545,854.49,8544.9,11.962,11.962,2.0949,20.949,0.21362,2.1362,213.617,2136.17,0.048,0.048,1.22,0.122,0.008,0.008,0.2,0.02,Stainless Steel Type 17-7 PH,17-7 PH,15.647,15.647,69.6,7.097,7097.48,Plain (End Turn is Wavy),Factory Option,5,5,Reference,Reference,5,5,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.53,0.53,16.67,1.667,Reference,Reference,Reference,Reference,,0.00235,6.744,6.744,30,3.059,3059.08,0.234,0.234,5.94,0.594
LWM18 030 1143S,LWM18 030 1143S,LWM180301143S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.672,0.672,17.07,1.707,Reference,Reference,Reference,Reference,0.709,0.709,18,1.8,0.512,0.512,13,1.3,MIN,MIN,MIN,MIN,0.45,0.45,11.43,1.143,0.07,0.07,1.78,0.178,39.912,39.912,6.99,69.9,0.7127,7.127,712.75,7127.5,9.978,9.978,1.7475,17.475,0.17819,1.7819,178.187,1781.87,0.056,0.056,1.42,0.142,0.008,0.008,0.2,0.02,Stainless Steel Type 17-7 PH,17-7 PH,15.725,15.725,69.95,7.133,7132.86,Plain (End Turn is Wavy),Factory Option,6,6,Reference,Reference,6,6,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.53,0.53,16.67,1.667,Reference,Reference,Reference,Reference,,0.00282,6.744,6.744,30,3.059,3059.08,0.281,0.281,7.14,0.714
LWM18 030 1334S,LWM18 030 1334S,LWM180301334S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.672,0.672,17.07,1.707,Reference,Reference,Reference,Reference,0.709,0.709,18,1.8,0.512,0.512,13,1.3,MIN,MIN,MIN,MIN,0.525,0.525,13.34,1.334,0.09,0.09,2.29,0.229,34.088,34.088,5.97,59.7,0.6087,6.087,608.74,6087.4,8.522,8.522,1.4925,14.925,0.15219,1.5219,152.186,1521.86,0.064,0.064,1.63,0.163,0.008,0.008,0.2,0.02,Stainless Steel Type 17-7 PH,17-7 PH,15.715,15.715,69.9,7.128,7128.32,Plain (End Turn is Wavy),Factory Option,7,7,Reference,Reference,7,7,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.53,0.53,16.67,1.667,Reference,Reference,Reference,Reference,,0.00329,6.744,6.744,30,3.059,3059.08,0.327,0.327,8.31,0.831
LWM18 030 1715S,LWM18 030 1715S,LWM180301715S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.672,0.672,17.07,1.707,Reference,Reference,Reference,Reference,0.709,0.709,18,1.8,0.512,0.512,13,1.3,MIN,MIN,MIN,MIN,0.675,0.675,17.15,1.715,0.09,0.09,2.29,0.229,26.551,26.551,4.65,46.5,0.4741,4.741,474.15,4741.5,6.638,6.638,1.1625,11.625,0.11854,1.1854,118.541,1185.41,0.08,0.08,2.03,0.203,0.008,0.008,0.2,0.02,Stainless Steel Type 17-7 PH,17-7 PH,15.798,15.798,70.27,7.166,7165.97,Plain (End Turn is Wavy),Factory Option,9,9,Reference,Reference,9,9,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.53,0.53,16.67,1.667,Reference,Reference,Reference,Reference,,0.00423,6.744,6.744,30,3.059,3059.08,0.421,0.421,10.69,1.069
LWM18 030 2286S,LWM18 030 2286S,LWM180302286S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.672,0.672,17.07,1.707,Reference,Reference,Reference,Reference,0.709,0.709,18,1.8,0.512,0.512,13,1.3,MIN,MIN,MIN,MIN,0.9,0.9,22.86,2.286,0.12,0.12,3.05,0.305,19.87,19.87,3.48,34.8,0.3548,3.548,354.84,3548.4,4.968,4.968,0.8701,8.701,0.08872,0.8872,88.719,887.19,0.104,0.104,2.64,0.264,0.008,0.008,0.2,0.02,Stainless Steel Type 17-7 PH,17-7 PH,15.817,15.817,70.36,7.175,7174.59,Plain (End Turn is Wavy),Factory Option,12,12,Reference,Reference,12,12,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.53,0.53,16.67,1.667,Reference,Reference,Reference,Reference,,0.00564,6.744,6.744,30,3.059,3059.08,0.561,0.561,14.25,1.425
LWM18 055 0572S,LWM18 055 0572S,LWM180550572S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.673,0.673,17.09,1.709,Reference,Reference,Reference,Reference,0.709,0.709,18,1.8,0.512,0.512,13,1.3,MIN,MIN,MIN,MIN,0.225,0.225,5.72,0.572,0.04,0.04,1.02,0.102,154.567,154.567,27.07,270.7,2.7603,27.603,2760.26,27602.6,38.642,38.642,6.7675,67.675,0.69007,6.9007,690.069,6900.69,0.04,0.04,1.02,0.102,0.01,0.01,0.25,0.025,Stainless Steel Type 17-7 PH,17-7 PH,28.595,28.595,127.2,12.971,12970.69,Plain (End Turn is Wavy),Factory Option,3,3,Reference,Reference,3,3,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.529,0.529,16.59,1.659,Reference,Reference,Reference,Reference,,0.001793,12.364,12.364,55,5.608,5608.31,0.145,0.145,3.68,0.368
LWM18 055 0762S,LWM18 055 0762S,LWM180550762S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.673,0.673,17.09,1.709,Reference,Reference,Reference,Reference,0.709,0.709,18,1.8,0.512,0.512,13,1.3,MIN,MIN,MIN,MIN,0.3,0.3,7.62,0.762,0.06,0.06,1.52,0.152,118.88,118.88,20.82,208.2,2.123,21.23,2122.96,21229.6,29.72,29.72,5.205,52.05,0.53074,5.3074,530.74,5307.4,0.05,0.05,1.27,0.127,0.01,0.01,0.25,0.025,Stainless Steel Type 17-7 PH,17-7 PH,29.72,29.72,132.2,13.481,13480.99,Plain (End Turn is Wavy),Factory Option,4,4,Reference,Reference,4,4,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.529,0.529,16.59,1.659,Reference,Reference,Reference,Reference,,0.002391,12.364,12.364,55,5.608,5608.31,0.196,0.196,4.98,0.498
LWM18 055 0953S,LWM18 055 0953S,LWM180550953S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.673,0.673,17.09,1.709,Reference,Reference,Reference,Reference,0.709,0.709,18,1.8,0.512,0.512,13,1.3,MIN,MIN,MIN,MIN,0.375,0.375,9.53,0.953,0.06,0.06,1.52,0.152,95.127,95.127,16.66,166.6,1.6988,16.988,1698.78,16987.8,23.782,23.782,4.165,41.65,0.4247,4.247,424.699,4246.99,0.06,0.06,1.52,0.152,0.01,0.01,0.25,0.025,Stainless Steel Type 17-7 PH,17-7 PH,29.965,29.965,133.29,13.592,13592.12,Plain (End Turn is Wavy),Factory Option,5,5,Reference,Reference,5,5,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.529,0.529,16.59,1.659,Reference,Reference,Reference,Reference,,0.002988,12.364,12.364,55,5.608,5608.31,0.245,0.245,6.22,0.622
LWM18 055 1143S,LWM18 055 1143S,LWM180551143S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.673,0.673,17.09,1.709,Reference,Reference,Reference,Reference,0.709,0.709,18,1.8,0.512,0.512,13,1.3,MIN,MIN,MIN,MIN,0.45,0.45,11.43,1.143,0.07,0.07,1.78,0.178,79.253,79.253,13.88,138.8,1.4153,14.153,1415.3,14153,19.813,19.813,3.4699,34.699,0.35382,3.5382,353.821,3538.21,0.07,0.07,1.78,0.178,0.01,0.01,0.25,0.025,Stainless Steel Type 17-7 PH,17-7 PH,30.116,30.116,133.96,13.661,13660.62,Plain (End Turn is Wavy),Factory Option,6,6,Reference,Reference,6,6,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.529,0.529,16.59,1.659,Reference,Reference,Reference,Reference,,0.003586,12.364,12.364,55,5.608,5608.31,0.294,0.294,7.47,0.747
LWM18 055 1334S,LWM18 055 1334S,LWM180551334S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.673,0.673,17.09,1.709,Reference,Reference,Reference,Reference,0.709,0.709,18,1.8,0.512,0.512,13,1.3,MIN,MIN,MIN,MIN,0.525,0.525,13.34,1.334,0.09,0.09,2.29,0.229,68.29,68.29,11.96,119.6,1.2195,12.195,1219.52,12195.2,17.073,17.073,2.99,29.9,0.30489,3.0489,304.89,3048.9,0.08,0.08,2.03,0.203,0.01,0.01,0.25,0.025,Stainless Steel Type 17-7 PH,17-7 PH,30.389,30.389,135.18,13.784,13784.45,Plain (End Turn is Wavy),Factory Option,7,7,Reference,Reference,7,7,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.529,0.529,16.59,1.659,Reference,Reference,Reference,Reference,,0.004184,12.364,12.364,55,5.608,5608.31,0.344,0.344,8.74,0.874
LWM18 055 1715S,LWM18 055 1715S,LWM180551715S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.673,0.673,17.09,1.709,Reference,Reference,Reference,Reference,0.709,0.709,18,1.8,0.512,0.512,13,1.3,MIN,MIN,MIN,MIN,0.675,0.675,17.15,1.715,0.09,0.09,2.29,0.229,53.045,53.045,9.29,92.9,0.9473,9.473,947.28,9472.8,13.261,13.261,2.3224,23.224,0.23681,2.3681,236.815,2368.15,0.1,0.1,2.54,0.254,0.01,0.01,0.25,0.025,Stainless Steel Type 17-7 PH,17-7 PH,30.501,30.501,135.68,13.835,13835.25,Plain (End Turn is Wavy),Factory Option,9,9,Reference,Reference,9,9,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.529,0.529,16.59,1.659,Reference,Reference,Reference,Reference,,0.005379,12.364,12.364,55,5.608,5608.31,0.442,0.442,11.23,1.123
LWM18 055 2286S,LWM18 055 2286S,LWM180552286S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.673,0.673,17.09,1.709,Reference,Reference,Reference,Reference,0.709,0.709,18,1.8,0.512,0.512,13,1.3,MIN,MIN,MIN,MIN,0.9,0.9,22.86,2.286,0.12,0.12,3.05,0.305,39.741,39.741,6.96,69.6,0.7097,7.097,709.69,7096.9,9.935,9.935,1.7399,17.399,0.17742,1.7742,177.419,1774.19,0.13,0.13,3.3,0.33,0.01,0.01,0.25,0.025,Stainless Steel Type 17-7 PH,17-7 PH,30.601,30.601,136.12,13.881,13880.61,Plain (End Turn is Wavy),Factory Option,12,12,Reference,Reference,12,12,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.529,0.529,16.59,1.659,Reference,Reference,Reference,Reference,,0.007172,12.364,12.364,55,5.608,5608.31,0.589,0.589,14.96,1.496
LWM18 090 0572S,LWM18 090 0572S,LWM180900572S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.673,0.673,17.09,1.709,Reference,Reference,Reference,Reference,0.709,0.709,18,1.8,0.512,0.512,13,1.3,MIN,MIN,MIN,MIN,0.225,0.225,5.72,0.572,0.04,0.04,1.02,0.102,273.39,273.39,47.88,478.8,4.8822,48.822,4882.2,48822,68.348,68.348,11.97,119.7,1.22056,12.2056,1220.559,12205.59,0.048,0.048,1.22,0.122,0.012,0.012,0.3,0.03,Stainless Steel Type 17-7 PH,17-7 PH,48.39,48.39,215.25,21.95,21949.7,Plain (End Turn is Wavy),Factory Option,3,3,Reference,Reference,3,3,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.529,0.529,16.49,1.649,Reference,Reference,Reference,Reference,,0.002152,20.233,20.233,90,9.178,9177.69,0.151,0.151,3.84,0.384
