stock_code,price_code,price,min,currency,display_price_range
LC 080H 08 S,A,7.46,19,$,0-19
LC 080H 08 S,B,4.32,49,$,20-49
LC 080H 08 S,C,2.29,99,$,50-99
LC 080H 08 S,D,1.45,199,$,100-199
LC 080H 08 S,E,1.229,299,$,200-299
LC 080H 08 S,F,1.14,399,$,300-399
LC 080H 08 S,G,1.06,499,$,400-499
LC 080H 08 S,H,0.989,599,$,500-599
LC 080H 08 S,I,0.927,699,$,600-699
LC 080H 08 S,J,0.872,799,$,700-799
LC 080H 08 S,K,0.829,899,$,800-899
LC 080H 08 S,L,0.793,999,$,900-999
LC 080H 08 S316,A,8.26,19,$,0-19
LC 080H 08 S316,B,4.8,49,$,20-49
LC 080H 08 S316,C,2.62,99,$,50-99
LC 080H 08 S316,D,1.67,199,$,100-199
LC 080H 08 S316,E,1.585,299,$,200-299
LC 080H 08 S316,F,1.547,399,$,300-399
LC 080H 08 S316,G,1.518,499,$,400-499
LC 080H 08 S316,H,1.425,599,$,500-599
LC 080H 08 S316,I,1.292,699,$,600-699
LC 080H 08 S316,J,1.182,799,$,700-799
LC 080H 08 S316,K,1.092,899,$,800-899
LC 080H 08 S316,L,1.016,999,$,900-999
LC 080H 09 M,A,6.92,19,$,0-19
LC 080H 09 M,B,3.99,49,$,20-49
LC 080H 09 M,C,2.1,99,$,50-99
LC 080H 09 M,D,1.31,199,$,100-199
LC 080H 09 M,E,1.092,299,$,200-299
LC 080H 09 M,F,1.01,399,$,300-399
LC 080H 09 M,G,0.935,499,$,400-499
LC 080H 09 M,H,0.869,599,$,500-599
LC 080H 09 M,I,0.811,699,$,600-699
LC 080H 09 M,J,0.763,799,$,700-799
LC 080H 09 M,K,0.721,899,$,800-899
LC 080H 09 M,L,0.689,999,$,900-999
LC 080H 09 S,A,7.46,19,$,0-19
LC 080H 09 S,B,4.32,49,$,20-49
LC 080H 09 S,C,2.29,99,$,50-99
LC 080H 09 S,D,1.45,199,$,100-199
LC 080H 09 S,E,1.236,299,$,200-299
LC 080H 09 S,F,1.151,399,$,300-399
LC 080H 09 S,G,1.073,499,$,400-499
LC 080H 09 S,H,1.003,599,$,500-599
LC 080H 09 S,I,0.941,699,$,600-699
LC 080H 09 S,J,0.891,799,$,700-799
LC 080H 09 S,K,0.849,899,$,800-899
LC 080H 09 S,L,0.812,999,$,900-999
LC 080H 09 S316,A,8.26,19,$,0-19
LC 080H 09 S316,B,4.8,49,$,20-49
LC 080H 09 S316,C,2.62,99,$,50-99
LC 080H 09 S316,D,1.67,199,$,100-199
LC 080H 09 S316,E,1.609,299,$,200-299
LC 080H 09 S316,F,1.58,399,$,300-399
LC 080H 09 S316,G,1.554,499,$,400-499
LC 080H 09 S316,H,1.462,599,$,500-599
LC 080H 09 S316,I,1.326,699,$,600-699
LC 080H 09 S316,J,1.215,799,$,700-799
LC 080H 09 S316,K,1.122,899,$,800-899
LC 080H 09 S316,L,1.044,999,$,900-999
LC 080H 10 M,A,6.92,19,$,0-19
LC 080H 10 M,B,3.99,49,$,20-49
LC 080H 10 M,C,2.1,99,$,50-99
LC 080H 10 M,D,1.31,199,$,100-199
LC 080H 10 M,E,1.101,299,$,200-299
LC 080H 10 M,F,1.021,399,$,300-399
LC 080H 10 M,G,0.951,499,$,400-499
LC 080H 10 M,H,0.888,599,$,500-599
LC 080H 10 M,I,0.833,699,$,600-699
LC 080H 10 M,J,0.784,799,$,700-799
LC 080H 10 M,K,0.746,899,$,800-899
LC 080H 10 M,L,0.714,999,$,900-999
