stock_code,price_code,price,min,currency,display_price_range
MS24585-2289,A,14.7,19,$,0-19
MS24585-2289,B,9.09,49,$,20-49
MS24585-2289,C,5.75,99,$,50-99
MS24585-2289,D,4.03,199,$,100-199
MS24585-2289,E,2.518,299,$,200-299
MS24585-2289,F,1.878,399,$,300-399
MS24585-2289,G,1.516,499,$,400-499
MS24585-2289,H,1.279,599,$,500-599
MS24585-2289,I,1.111,699,$,600-699
MS24585-2289,J,0.986,799,$,700-799
MS24585-2289,K,0.887,899,$,800-899
MS24585-2289,L,0.807,999,$,900-999
MS24585-229,A,14.7,19,$,0-19
MS24585-229,B,9.09,49,$,20-49
MS24585-229,C,5.75,99,$,50-99
MS24585-229,D,4.03,199,$,100-199
MS24585-229,E,2.348,299,$,200-299
MS24585-229,F,1.697,399,$,300-399
MS24585-229,G,1.344,499,$,400-499
MS24585-229,H,1.119,599,$,500-599
MS24585-229,I,0.963,699,$,600-699
MS24585-229,J,0.847,799,$,700-799
MS24585-229,K,0.759,899,$,800-899
MS24585-229,L,0.688,999,$,900-999
MS24585-2290,A,14.7,19,$,0-19
MS24585-2290,B,9.09,49,$,20-49
MS24585-2290,C,5.75,99,$,50-99
MS24585-2290,D,4.03,199,$,100-199
MS24585-2290,E,2.503,299,$,200-299
MS24585-2290,F,1.862,399,$,300-399
MS24585-2290,G,1.499,499,$,400-499
MS24585-2290,H,1.265,599,$,500-599
MS24585-2290,I,1.099,699,$,600-699
MS24585-2290,J,0.974,799,$,700-799
MS24585-2290,K,0.876,899,$,800-899
MS24585-2290,L,0.797,999,$,900-999
MS24585-2291,A,14.7,19,$,0-19
MS24585-2291,B,9.09,49,$,20-49
MS24585-2291,C,5.75,99,$,50-99
MS24585-2291,D,4.03,199,$,100-199
MS24585-2291,E,2.521,299,$,200-299
MS24585-2291,F,1.881,399,$,300-399
MS24585-2291,G,1.519,499,$,400-499
MS24585-2291,H,1.281,599,$,500-599
MS24585-2291,I,1.113,699,$,600-699
MS24585-2291,J,0.988,799,$,700-799
MS24585-2291,K,0.889,899,$,800-899
MS24585-2291,L,0.809,999,$,900-999
MS24585-2292,A,14.7,19,$,0-19
