title,model,field_published_stock_code,field_product_type,field_product_category,field_original_publication_date, ,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_revision,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm, field_outside_dia_cm,field_outside_dia_tole_bd_spe_in,field_outside_dia_tole_in,field_outside_dia_tole_mm,field_outside_dia_tole_cm,field_hole_dia_bd_spe_in,field_hole_dia_in,field_hole_dia_mm,field_hole_dia_cm,field_rod_dia_bd_spe_in,field_rod_dia_in,field_rod_dia_mm,field_rod_dia_cm,field_rod_dia_tole_bd_spe_in,field_rod_dia_tole_in,field_rod_dia_tole_mm,field_rod_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm, field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_tole_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_solid_height_bd_spe_in,field_solid_height_in,field_solid_height_mm,field_solid_height_cm,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_material,field_material_short_description,field_load_at_solid_height_bd_lb,field_load_at_solid_height_lb,field_load_at_solid_height_n,field_load_at_solid_height_kg,field_load_at_solid_height_gm,field_end,field_direction_of_wind,field_active_coils_bd_spe,field_active_coils,field_active_coils_tole_bd_spe,field_active_coils_tole,field_total_coils_bd_spe,field_total_coils,field_finish,field_spring_type,field_product_series,field_material_specification,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_inside_dia_tole_bd_spe_in,field_inside_dia_tole_in,field_inside_dia_tole_mm,field_inside_dia_tole_cm,field_color,field_weight_per_item_lb
MS24585-257,MS24585-257,MS24585257,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,D,0.36,0.36,9.14,0.914,+/-0.008,+/-0.008,+/-0.2,+/-0.02,,,,,,0,,0,,,,,0.5,0.5,12.7,1.27,Reference,Reference,Reference,Reference,48.3,48.3,8.459,84.59,0.8625,8.625,862.54,8625.4,4.83,4.83,0.8459,8.459,0.08625,0.8625,86.254,862.54,0.21,0.21,5.33,0.533,0.042,0.042,1.07,Music Wire,MW,14.031,14.031,62.41,6.364,6364.46,Squared and Ground,Factory Option,3,3,Reference,Reference,5,5,None,1,MIL SPEC Compression (MS24585),ASTM A228,0.276,0.276,7.01,0.701,Reference,Reference,Reference,Reference,,0.0021
MS24585-258,MS24585-258,MS24585258,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,D,0.36,0.36,9.14,0.914,+/-0.008,+/-0.008,+/-0.2,+/-0.02,,,,,,0,,0,,,,,0.56,0.56,14.22,1.422,Reference,Reference,Reference,Reference,41.3,41.3,7.233,72.33,0.7375,7.375,737.54,7375.4,4.13,4.13,0.7233,7.233,0.07375,0.7375,73.754,737.54,0.231,0.231,5.87,0.587,0.042,0.042,1.07,Music Wire,MW,13.644,13.644,60.69,6.189,6188.92,Squared and Ground,Factory Option,3.5,3.5,Reference,Reference,5.5,5.5,None,1,MIL SPEC Compression (MS24585),ASTM A228,0.276,0.276,7.01,0.701,Reference,Reference,Reference,Reference,,0.00231
MS24585-259,MS24585-259,MS24585259,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,D,0.36,0.36,9.14,0.914,+/-0.008,+/-0.008,+/-0.2,+/-0.02,,,,,,0,,0,,,,,0.62,0.62,15.75,1.575,Reference,Reference,Reference,Reference,38.6,38.6,6.76,67.6,0.6893,6.893,689.32,6893.2,3.86,3.86,0.676,6.76,0.06893,0.6893,68.932,689.32,0.241,0.241,6.12,0.612,0.042,0.042,1.07,Music Wire,MW,14.65,14.65,65.17,6.645,6645.24,Squared and Ground,Factory Option,3.75,3.75,Reference,Reference,5.75,5.75,None,1,MIL SPEC Compression (MS24585),ASTM A228,0.276,0.276,7.01,0.701,Reference,Reference,Reference,Reference,,0.002415
MS24585-26,MS24585-26,MS2458526,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,D,0.12,0.12,3.05,0.305,+/-0.005,+/-0.005,+/-0.13,+/-0.013,,,,,,0,,0,,,,,0.69,0.69,17.53,1.753,Reference,Reference,Reference,Reference,22,22,3.853,38.53,0.3929,3.929,392.88,3928.8,2.2,2.2,0.3853,3.853,0.03929,0.3929,39.288,392.88,0.418,0.418,10.62,1.062,0.022,0.022,0.56,Music Wire,MW,5.973,5.973,26.57,2.709,2709.35,Squared and Ground,Factory Option,17,17,Reference,Reference,19,19,None,1,MIL SPEC Compression (MS24585),ASTM A228,0.076,0.076,1.93,0.193,Reference,Reference,Reference,Reference,,0.000675
MS24585-260,MS24585-260,MS24585260,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,D,0.36,0.36,9.14,0.914,+/-0.008,+/-0.008,+/-0.2,+/-0.02,,,,,,0,,0,,,,,0.69,0.69,17.53,1.753,Reference,Reference,Reference,Reference,34,34,5.955,59.55,0.6072,6.072,607.17,6071.7,3.4,3.4,0.5955,5.955,0.06072,0.6072,60.717,607.17,0.262,0.262,6.66,0.666,0.042,0.042,1.07,Music Wire,MW,14.6,14.6,64.94,6.623,6622.56,Squared and Ground,Factory Option,4.25,4.25,Reference,Reference,6.25,6.25,None,1,MIL SPEC Compression (MS24585),ASTM A228,0.276,0.276,7.01,0.701,Reference,Reference,Reference,Reference,,0.002625
MS24585-261,MS24585-261,MS24585261,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,D,0.36,0.36,9.14,0.914,+/-0.008,+/-0.008,+/-0.2,+/-0.02,,,,,,0,,0,,,,,0.75,0.75,19.05,1.905,Reference,Reference,Reference,Reference,30.5,30.5,5.342,53.42,0.5447,5.447,544.67,5446.7,3.05,3.05,0.5342,5.342,0.05447,0.5447,54.467,544.67,0.283,0.283,7.19,0.719,0.042,0.042,1.07,Music Wire,MW,14.255,14.255,63.41,6.466,6466.07,Squared and Ground,Factory Option,4.75,4.75,Reference,Reference,6.75,6.75,None,1,MIL SPEC Compression (MS24585),ASTM A228,0.276,0.276,7.01,0.701,Reference,Reference,Reference,Reference,,0.002835
MS24585-262,MS24585-262,MS24585262,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,D,0.36,0.36,9.14,0.914,+/-0.008,+/-0.008,+/-0.2,+/-0.02,,,,,,0,,0,,,,,0.81,0.81,20.57,2.057,Reference,Reference,Reference,Reference,27.5,27.5,4.816,48.16,0.4911,4.911,491.1,4911,2.75,2.75,0.4816,4.816,0.04911,0.4911,49.11,491.1,0.304,0.304,7.72,0.772,0.042,0.042,1.07,Music Wire,MW,13.976,13.976,62.17,6.34,6339.51,Squared and Ground,Factory Option,5.25,5.25,Reference,Reference,7.25,7.25,None,1,MIL SPEC Compression (MS24585),ASTM A228,0.276,0.276,7.01,0.701,Reference,Reference,Reference,Reference,,0.003045
MS24585-263,MS24585-263,MS24585263,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,D,0.36,0.36,9.14,0.914,+/-0.008,+/-0.008,+/-0.2,+/-0.02,,,,,,0,,0,,,,,0.88,0.88,22.35,2.235,Reference,Reference,Reference,Reference,25.2,25.2,4.413,44.13,0.45,4.5,450.02,4500.2,2.52,2.52,0.4413,4.413,0.045,0.45,45.002,450.02,0.325,0.325,8.26,0.826,0.042,0.042,1.07,Music Wire,MW,13.997,13.997,62.26,6.349,6349.04,Squared and Ground,Factory Option,5.75,5.75,Reference,Reference,7.75,7.75,None,1,MIL SPEC Compression (MS24585),ASTM A228,0.276,0.276,7.01,0.701,Reference,Reference,Reference,Reference,,0.003255
MS24585-264,MS24585-264,MS24585264,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,D,0.36,0.36,9.14,0.914,+/-0.008,+/-0.008,+/-0.2,+/-0.02,,,,,,0,,0,,,,,0.94,0.94,23.88,2.388,Reference,Reference,Reference,Reference,23.1,23.1,4.046,40.46,0.4125,4.125,412.52,4125.2,2.31,2.31,0.4046,4.046,0.04125,0.4125,41.252,412.52,0.346,0.346,8.79,0.879,0.042,0.042,1.07,Music Wire,MW,13.783,13.783,61.31,6.252,6251.97,Squared and Ground,Factory Option,6.25,6.25,Reference,Reference,8.25,8.25,None,1,MIL SPEC Compression (MS24585),ASTM A228,0.276,0.276,7.01,0.701,Reference,Reference,Reference,Reference,,0.003465
MS24585-265,MS24585-265,MS24585265,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,D,0.36,0.36,9.14,0.914,+/-0.008,+/-0.008,+/-0.2,+/-0.02,,,,,,0,,0,,,,,1,1,25.4,2.54,Reference,Reference,Reference,Reference,21.5,21.5,3.765,37.65,0.3839,3.839,383.95,3839.5,2.15,2.15,0.3765,3.765,0.03839,0.3839,38.395,383.95,0.367,0.367,9.32,0.932,0.042,0.042,1.07,Music Wire,MW,13.601,13.601,60.5,6.169,6169.41,Squared and Ground,Factory Option,6.75,6.75,Reference,Reference,8.75,8.75,None,1,MIL SPEC Compression (MS24585),ASTM A228,0.276,0.276,7.01,0.701,Reference,Reference,Reference,Reference,,0.003675
MS24585-266,MS24585-266,MS24585266,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,D,0.36,0.36,9.14,0.914,+/-0.008,+/-0.008,+/-0.2,+/-0.02,,,,,,0,,0,,,,,1.12,1.12,28.45,2.845,Reference,Reference,Reference,Reference,18.7,18.7,3.275,32.75,0.3339,3.339,333.94,3339.4,1.87,1.87,0.3275,3.275,0.03339,0.3339,33.394,333.94,0.409,0.409,10.39,1.039,0.042,0.042,1.07,Music Wire,MW,13.307,13.307,59.19,6.036,6036.06,Squared and Ground,Factory Option,7.75,7.75,Reference,Reference,9.75,9.75,None,1,MIL SPEC Compression (MS24585),ASTM A228,0.276,0.276,7.01,0.701,Reference,Reference,Reference,Reference,,0.004095
MS24585-267,MS24585-267,MS24585267,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,D,0.36,0.36,9.14,0.914,+/-0.008,+/-0.008,+/-0.2,+/-0.02,,,,,,0,,0,,,,,1.25,1.25,31.75,3.175,Reference,Reference,Reference,Reference,17,17,2.977,29.77,0.3036,3.036,303.59,3035.9,1.7,1.7,0.2977,2.977,0.03036,0.3036,30.359,303.59,0.441,0.441,11.2,1.12,0.042,0.042,1.07,Music Wire,MW,13.815,13.815,61.45,6.266,6266.48,Squared and Ground,Factory Option,8.5,8.5,Reference,Reference,10.5,10.5,None,1,MIL SPEC Compression (MS24585),ASTM A228,0.276,0.276,7.01,0.701,Reference,Reference,Reference,Reference,,0.00441
MS24585-268,MS24585-268,MS24585268,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,D,0.36,0.36,9.14,0.914,+/-0.008,+/-0.008,+/-0.2,+/-0.02,,,,,,0,,0,,,,,1.38,1.38,35.05,3.505,Reference,Reference,Reference,Reference,15.6,15.6,2.732,27.32,0.2786,2.786,278.58,2785.8,1.56,1.56,0.2732,2.732,0.02786,0.2786,27.858,278.58,0.472,0.472,11.99,1.199,0.042,0.042,1.07,Music Wire,MW,14.24,14.24,63.34,6.459,6459.26,Squared and Ground,Factory Option,9.25,9.25,Reference,Reference,11.25,11.25,None,1,MIL SPEC Compression (MS24585),ASTM A228,0.276,0.276,7.01,0.701,Reference,Reference,Reference,Reference,,0.004725
MS24585-269,MS24585-269,MS24585269,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,D,0.36,0.36,9.14,0.914,+/-0.008,+/-0.008,+/-0.2,+/-0.02,,,,,,0,,0,,,,,1.5,1.5,38.1,3.81,Reference,Reference,Reference,Reference,14.5,14.5,2.539,25.39,0.2589,2.589,258.94,2589.4,1.45,1.45,0.2539,2.539,0.02589,0.2589,25.894,258.94,0.504,0.504,12.8,1.28,0.042,0.042,1.07,Music Wire,MW,14.457,14.457,64.31,6.558,6557.7,Squared and Ground,Factory Option,10,10,Reference,Reference,12,12,None,1,MIL SPEC Compression (MS24585),ASTM A228,0.276,0.276,7.01,0.701,Reference,Reference,Reference,Reference,,0.00504
MS24585-27,MS24585-27,MS2458527,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,D,0.12,0.12,3.05,0.305,+/-0.005,+/-0.005,+/-0.13,+/-0.013,,,,,,0,,0,,,,,0.75,0.75,19.05,1.905,Reference,Reference,Reference,Reference,20.2,20.2,3.538,35.38,0.3607,3.607,360.73,3607.3,2.02,2.02,0.3538,3.538,0.03607,0.3607,36.073,360.73,0.451,0.451,11.46,1.146,0.022,0.022,0.56,Music Wire,MW,6.034,6.034,26.84,2.737,2737.02,Squared and Ground,Factory Option,18.5,18.5,Reference,Reference,20.5,20.5,None,1,MIL SPEC Compression (MS24585),ASTM A228,0.076,0.076,1.93,0.193,Reference,Reference,Reference,Reference,,0.000728
MS24585-270,MS24585-270,MS24585270,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,D,0.36,0.36,9.14,0.914,+/-0.008,+/-0.008,+/-0.2,+/-0.02,,,,,,0,,0,,,,,0.44,0.44,11.18,1.118,Reference,Reference,Reference,Reference,79,79,13.836,138.36,1.4108,14.108,1410.78,14107.8,7.9,7.9,1.3836,13.836,0.14108,1.4108,141.078,1410.78,0.202,0.202,5.13,0.513,0.045,0.045,1.14,Music Wire,MW,18.695,18.695,83.16,8.48,8480.05,Squared and Ground,Factory Option,2.5,2.5,Reference,Reference,4.5,4.5,None,1,MIL SPEC Compression (MS24585),ASTM A228,0.27,0.27,6.86,0.686,Reference,Reference,Reference,Reference,,0.002149
MS24585-271,MS24585-271,MS24585271,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,D,0.36,0.36,9.14,0.914,+/-0.008,+/-0.008,+/-0.2,+/-0.02,,,,,,0,,0,,,,,0.5,0.5,12.7,1.27,Reference,Reference,Reference,Reference,65.7,65.7,11.506,115.06,1.1733,11.733,1173.27,11732.7,6.57,6.57,1.1506,11.506,0.11733,1.1733,117.327,1173.27,0.225,0.225,5.72,0.572,0.045,0.045,1.14,Music Wire,MW,18.039,18.039,80.24,8.182,8182.49,Squared and Ground,Factory Option,3,3,Reference,Reference,5,5,None,1,MIL SPEC Compression (MS24585),ASTM A228,0.27,0.27,6.86,0.686,Reference,Reference,Reference,Reference,,0.002388
MS24585-272,MS24585-272,MS24585272,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,D,0.36,0.36,9.14,0.914,+/-0.008,+/-0.008,+/-0.2,+/-0.02,,,,,,0,,0,,,,,0.56,0.56,14.22,1.422,Reference,Reference,Reference,Reference,56.2,56.2,9.842,98.42,1.0036,10.036,1003.62,10036.2,5.62,5.62,0.9842,9.842,0.10036,1.0036,100.362,1003.62,0.247,0.247,6.27,0.627,0.045,0.045,1.14,Music Wire,MW,17.571,17.571,78.16,7.97,7970.21,Squared and Ground,Factory Option,3.5,3.5,Reference,Reference,5.5,5.5,None,1,MIL SPEC Compression (MS24585),ASTM A228,0.27,0.27,6.86,0.686,Reference,Reference,Reference,Reference,,0.002627
MS24585-273,MS24585-273,MS24585273,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,D,0.36,0.36,9.14,0.914,+/-0.008,+/-0.008,+/-0.2,+/-0.02,,,,,,0,,0,,,,,0.62,0.62,15.75,1.575,Reference,Reference,Reference,Reference,49.1,49.1,8.599,85.99,0.8768,8.768,876.83,8768.3,4.91,4.91,0.8599,8.599,0.08768,0.8768,87.683,876.83,0.27,0.27,6.86,0.686,0.045,0.045,1.14,Music Wire,MW,17.219,17.219,76.59,7.811,7810.54,Squared and Ground,Factory Option,4,4,Reference,Reference,6,6,None,1,MIL SPEC Compression (MS24585),ASTM A228,0.27,0.27,6.86,0.686,Reference,Reference,Reference,Reference,,0.002866
MS24585-274,MS24585-274,MS24585274,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,D,0.36,0.36,9.14,0.914,+/-0.008,+/-0.008,+/-0.2,+/-0.02,,,,,,0,,0,,,,,0.69,0.69,17.53,1.753,Reference,Reference,Reference,Reference,43.8,43.8,7.671,76.71,0.7822,7.822,782.18,7821.8,4.38,4.38,0.7671,7.671,0.07822,0.7822,78.218,782.18,0.292,0.292,7.42,0.742,0.045,0.045,1.14,Music Wire,MW,17.383,17.383,77.32,7.885,7884.93,Squared and Ground,Factory Option,4.5,4.5,Reference,Reference,6.5,6.5,None,1,MIL SPEC Compression (MS24585),ASTM A228,0.27,0.27,6.86,0.686,Reference,Reference,Reference,Reference,,0.003104
MS24585-275,MS24585-275,MS24585275,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,D,0.36,0.36,9.14,0.914,+/-0.008,+/-0.008,+/-0.2,+/-0.02,,,,,,0,,0,,,,,0.75,0.75,19.05,1.905,Reference,Reference,Reference,Reference,39.4,39.4,6.9,69,0.7036,7.036,703.61,7036.1,3.94,3.94,0.69,6.9,0.07036,0.7036,70.361,703.61,0.315,0.315,8,0.8,0.045,0.045,1.14,Music Wire,MW,17.121,17.121,76.16,7.766,7766.09,Squared and Ground,Factory Option,5,5,Reference,Reference,7,7,None,1,MIL SPEC Compression (MS24585),ASTM A228,0.27,0.27,6.86,0.686,Reference,Reference,Reference,Reference,,0.003343
MS24585-276,MS24585-276,MS24585276,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,D,0.36,0.36,9.14,0.914,+/-0.008,+/-0.008,+/-0.2,+/-0.02,,,,,,0,,0,,,,,0.81,0.81,20.57,2.057,Reference,Reference,Reference,Reference,35.8,35.8,6.27,62.7,0.6393,6.393,639.32,6393.2,3.58,3.58,0.627,6.27,0.06393,0.6393,63.932,639.32,0.337,0.337,8.56,0.856,0.045,0.045,1.14,Music Wire,MW,16.906,16.906,75.2,7.669,7668.56,Squared and Ground,Factory Option,5.5,5.5,Reference,Reference,7.5,7.5,None,1,MIL SPEC Compression (MS24585),ASTM A228,0.27,0.27,6.86,0.686,Reference,Reference,Reference,Reference,,0.003582
MS24585-277,MS24585-277,MS24585277,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,D,0.36,0.36,9.14,0.914,+/-0.008,+/-0.008,+/-0.2,+/-0.02,,,,,,0,,0,,,,,0.88,0.88,22.35,2.235,Reference,Reference,Reference,Reference,32.8,32.8,5.744,57.44,0.5857,5.857,585.74,5857.4,3.28,3.28,0.5744,5.744,0.05857,0.5857,58.574,585.74,0.36,0.36,9.14,0.914,0.045,0.045,1.14,Music Wire,MW,17.055,17.055,75.86,7.736,7736.15,Squared and Ground,Factory Option,6,6,Reference,Reference,8,8,None,1,MIL SPEC Compression (MS24585),ASTM A228,0.27,0.27,6.86,0.686,Reference,Reference,Reference,Reference,,0.003821
MS24585-278,MS24585-278,MS24585278,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,D,0.36,0.36,9.14,0.914,+/-0.008,+/-0.008,+/-0.2,+/-0.02,,,,,,0,,0,,,,,0.94,0.94,23.88,2.388,Reference,Reference,Reference,Reference,30.3,30.3,5.307,53.07,0.5411,5.411,541.1,5411,3.03,3.03,0.5307,5.307,0.05411,0.5411,54.11,541.1,0.382,0.382,9.7,0.97,0.045,0.045,1.14,Music Wire,MW,16.879,16.879,75.08,7.656,7656.31,Squared and Ground,Factory Option,6.5,6.5,Reference,Reference,8.5,8.5,None,1,MIL SPEC Compression (MS24585),ASTM A228,0.27,0.27,6.86,0.686,Reference,Reference,Reference,Reference,,0.00406
MS24585-279,MS24585-279,MS24585279,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,D,0.36,0.36,9.14,0.914,+/-0.008,+/-0.008,+/-0.2,+/-0.02,,,,,,0,,0,,,,,1,1,25.4,2.54,Reference,Reference,Reference,Reference,28.1,28.1,4.921,49.21,0.5018,5.018,501.81,5018.1,2.81,2.81,0.4921,4.921,0.05018,0.5018,50.181,501.81,0.405,0.405,10.29,1.029,0.045,0.045,1.14,Music Wire,MW,16.727,16.727,74.41,7.587,7587.37,Squared and Ground,Factory Option,7,7,Reference,Reference,9,9,None,1,MIL SPEC Compression (MS24585),ASTM A228,0.27,0.27,6.86,0.686,Reference,Reference,Reference,Reference,,0.004298
MS24585-28,MS24585-28,MS2458528,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,D,0.12,0.12,3.05,0.305,+/-0.005,+/-0.005,+/-0.13,+/-0.013,,,,,,0,,0,,,,,0.81,0.81,20.57,2.057,Reference,Reference,Reference,Reference,18.7,18.7,3.275,32.75,0.3339,3.339,333.94,3339.4,1.87,1.87,0.3275,3.275,0.03339,0.3339,33.394,333.94,0.484,0.484,12.29,1.229,0.022,0.022,0.56,Music Wire,MW,6.085,6.085,27.07,2.76,2760.16,Squared and Ground,Factory Option,20,20,Reference,Reference,22,22,None,1,MIL SPEC Compression (MS24585),ASTM A228,0.076,0.076,1.93,0.193,Reference,Reference,Reference,Reference,,0.000781
MS24585-280,MS24585-280,MS24585280,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,D,0.36,0.36,9.14,0.914,+/-0.008,+/-0.008,+/-0.2,+/-0.02,,,,,,0,,0,,,,,1.12,1.12,28.45,2.845,Reference,Reference,Reference,Reference,24.6,24.6,4.308,43.08,0.4393,4.393,439.31,4393.1,2.46,2.46,0.4308,4.308,0.04393,0.4393,43.931,439.31,0.45,0.45,11.43,1.143,0.045,0.045,1.14,Music Wire,MW,16.481,16.481,73.31,7.476,7475.78,Squared and Ground,Factory Option,8,8,Reference,Reference,10,10,None,1,MIL SPEC Compression (MS24585),ASTM A228,0.27,0.27,6.86,0.686,Reference,Reference,Reference,Reference,,0.004776
MS24585-281,MS24585-281,MS24585281,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,D,0.36,0.36,9.14,0.914,+/-0.008,+/-0.008,+/-0.2,+/-0.02,,,,,,0,,0,,,,,1.25,1.25,31.75,3.175,Reference,Reference,Reference,Reference,21.9,21.9,3.835,38.35,0.3911,3.911,391.09,3910.9,2.19,2.19,0.3835,3.835,0.03911,0.3911,39.109,391.09,0.495,0.495,12.57,1.257,0.045,0.045,1.14,Music Wire,MW,16.509,16.509,73.44,7.488,7488.48,Squared and Ground,Factory Option,9,9,Reference,Reference,11,11,None,1,MIL SPEC Compression (MS24585),ASTM A228,0.27,0.27,6.86,0.686,Reference,Reference,Reference,Reference,,0.005254
MS24585-282,MS24585-282,MS24585282,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,D,0.36,0.36,9.14,0.914,+/-0.008,+/-0.008,+/-0.2,+/-0.02,,,,,,0,,0,,,,,1.38,1.38,35.05,3.505,Reference,Reference,Reference,Reference,19.7,19.7,3.45,34.5,0.3518,3.518,351.8,3518,1.97,1.97,0.345,3.45,0.03518,0.3518,35.18,351.8,0.54,0.54,13.72,1.372,0.045,0.045,1.14,Music Wire,MW,16.531,16.531,73.53,7.498,7498.46,Squared and Ground,Factory Option,10,10,Reference,Reference,12,12,None,1,MIL SPEC Compression (MS24585),ASTM A228,0.27,0.27,6.86,0.686,Reference,Reference,Reference,Reference,,0.005731
MS24585-283,MS24585-283,MS24585283,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,D,0.36,0.36,9.14,0.914,+/-0.008,+/-0.008,+/-0.2,+/-0.02,,,,,,0,,0,,,,,1.5,1.5,38.1,3.81,Reference,Reference,Reference,Reference,17.9,17.9,3.135,31.35,0.3197,3.197,319.66,3196.6,1.79,1.79,0.3135,3.135,0.03197,0.3197,31.966,319.66,0.585,0.585,14.86,1.486,0.045,0.045,1.14,Music Wire,MW,16.37,16.37,72.82,7.425,7425.43,Squared and Ground,Factory Option,11,11,Reference,Reference,13,13,None,1,MIL SPEC Compression (MS24585),ASTM A228,0.27,0.27,6.86,0.686,Reference,Reference,Reference,Reference,,0.006209
MS24585-284,MS24585-284,MS24585284,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,D,0.45,0.45,11.43,1.143,+/-0.008,+/-0.008,+/-0.2,+/-0.02,,,,,,0,,0,,,,,0.62,0.62,15.75,1.575,Reference,Reference,Reference,Reference,17.9,17.9,3.135,31.35,0.3197,3.197,319.66,3196.6,1.79,1.79,0.3135,3.135,0.03197,0.3197,31.966,319.66,0.171,0.171,4.34,0.434,0.038,0.038,0.97,Music Wire,MW,8.032,8.032,35.73,3.643,3643.32,Squared and Ground,Factory Option,2.5,2.5,Reference,Reference,4.5,4.5,None,1,MIL SPEC Compression (MS24585),ASTM A228,0.374,0.374,9.5,0.95,Reference,Reference,Reference,Reference,,0.002004
MS24585-285,MS24585-285,MS24585285,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,D,0.45,0.45,11.43,1.143,+/-0.008,+/-0.008,+/-0.2,+/-0.02,,,,,,0,,0,,,,,0.69,0.69,17.53,1.753,Reference,Reference,Reference,Reference,16.3,16.3,2.855,28.55,0.2911,2.911,291.09,2910.9,1.63,1.63,0.2855,2.855,0.02911,0.2911,29.109,291.09,0.18,0.18,4.57,0.457,0.038,0.038,0.97,Music Wire,MW,8.286,8.286,36.86,3.759,3758.53,Squared and Ground,Factory Option,2.75,2.75,Reference,Reference,4.75,4.75,None,1,MIL SPEC Compression (MS24585),ASTM A228,0.374,0.374,9.5,0.95,Reference,Reference,Reference,Reference,,0.002116
MS24585-286,MS24585-286,MS24585286,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,D,0.45,0.45,11.43,1.143,+/-0.008,+/-0.008,+/-0.2,+/-0.02,,,,,,0,,0,,,,,0.75,0.75,19.05,1.905,Reference,Reference,Reference,Reference,14.9,14.9,2.609,26.09,0.2661,2.661,266.08,2660.8,1.49,1.49,0.2609,2.609,0.02661,0.2661,26.608,266.08,0.19,0.19,4.83,0.483,0.038,0.038,0.97,Music Wire,MW,8.348,8.348,37.13,3.787,3786.65,Squared and Ground,Factory Option,3,3,Reference,Reference,5,5,None,1,MIL SPEC Compression (MS24585),ASTM A228,0.374,0.374,9.5,0.95,Reference,Reference,Reference,Reference,,0.002227
