title,model,field_published_stock_code,field_product_type,field_product_category,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_revision,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm,field_outside_dia_cm,field_out_dia_tol_bld_spc_in,field_out_dia_tol_in,field_out_dia_tol_mm,field_out_dia_tol_cm,field_hole_dia_bd_spe_in,field_hole_dia_in,field_hole_dia_mm,field_hole_dia_cm,field_rod_dia_bd_spe_in,field_rod_dia_in,field_rod_dia_mm,field_rod_dia_cm,field_rod_dia_tole_bd_spe_in,field_rod_dia_tole_in,field_rod_dia_tole_mm,field_rod_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm,field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_tole_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_solid_height_bd_spe_in,field_solid_height_in,field_solid_height_mm,field_solid_height_cm,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_wire_dia_cm,field_material,field_material_short_description,field_load_at_solid_height_bd_lb,field_load_at_solid_height_lb,field_load_at_solid_height_n,field_load_at_solid_height_kg,field_load_at_solid_height_gm,field_end,field_direction_of_wind,field_active_coils_bd_spe,field_active_coils,field_active_coils_tole_bd_spe,field_active_coils_tole,field_total_coils_bd_spe,field_total_coils,field_finish,field_spring_type,field_product_series,field_material_specification,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_ins_dia_tol_bld_spec_in,field_field_inside_dia_tol_in,field_field_inside_dia_tol_mm,field_field_inside_dia_tol_cm,field_color,field_weight_per_item_lb
LC 023DE 08M,LC 023DE 08M,LC023DE08M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.312,0.312,7.92,0.792,+/-0.008,+/-0.008,+/-0.2,+/-0.02,0.328,0.328,8.33,0.833,0.255,0.255,6.48,0.648,MIN,MIN,MIN,MIN,0.813,0.813,20.65,2.065,0.028,0.028,0.71,0.071,2.1042,2.104,0.369,3.69,0.0376,0.376,37.58,375.8,0.21,0.21,0.0368,0.368,0.00375,0.0375,3.75,37.5,0.2431,0.243,6.18,0.618,0.023,0.023,0.58,0.058,Music Wire,MW,1.1951,1.195,5.32,0.542,542.1,Squared and Ground,Factory Option,8.2645,8.2645,Reference,Reference,10.2645,10.2645,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.266,0.266,6.76,0.676,Reference,Reference,Reference,Reference,,0.0011566
LC 023DE 08S,LC 023DE 08S,LC023DE08S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.312,0.312,7.92,0.792,+/-0.008,+/-0.008,+/-0.2,+/-0.02,0.328,0.328,8.33,0.833,0.255,0.255,6.48,0.648,MIN,MIN,MIN,MIN,0.813,0.813,20.65,2.065,0.028,0.028,0.71,0.071,1.7528,1.753,0.307,3.07,0.0313,0.313,31.3,313,0.175,0.175,0.0306,0.306,0.00313,0.0313,3.125,31.25,0.2431,0.243,6.18,0.618,0.023,0.023,0.58,0.058,Stainless Steel,SS,0.9955,0.996,4.43,0.452,451.56,Squared and Ground,Factory Option,8.2645,8.2645,Reference,Reference,10.2645,10.2645,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.266,0.266,6.76,0.676,Reference,Reference,Reference,Reference,,0.0011787
LC 023DE 08S316,LC 023DE 08S316,LC023DE08S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.312,0.312,7.92,0.792,+/-0.008,+/-0.008,+/-0.2,+/-0.02,0.328,0.328,8.33,0.833,0.255,0.255,6.48,0.648,MIN,MIN,MIN,MIN,0.813,0.813,20.65,2.065,0.028,0.028,0.71,0.071,1.7528,1.753,0.307,3.07,0.0313,0.313,31.3,313,0.175,0.175,0.0306,0.306,0.00313,0.0313,3.125,31.25,0.2431,0.243,6.18,0.618,0.023,0.023,0.58,0.058,Stainless Steel Type 316,SS316,0.9955,0.996,4.43,0.452,451.56,Squared and Ground,Factory Option,8.2645,8.2645,Reference,Reference,10.2645,10.2645,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.266,0.266,6.76,0.676,Reference,Reference,Reference,Reference,,0.0011787
LC 023DE 09M,LC 023DE 09M,LC023DE09M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.312,0.312,7.92,0.792,+/-0.008,+/-0.008,+/-0.2,+/-0.02,0.328,0.328,8.33,0.833,0.255,0.255,6.48,0.648,MIN,MIN,MIN,MIN,0.875,0.875,22.23,2.223,0.031,0.031,0.79,0.079,1.9468,1.947,0.341,3.41,0.0348,0.348,34.77,347.7,0.195,0.195,0.0342,0.342,0.00348,0.0348,3.482,34.82,0.2589,0.259,6.58,0.658,0.023,0.023,0.58,0.058,Music Wire,MW,1.1951,1.195,5.32,0.542,542.1,Squared and Ground,Factory Option,8.9325,8.9325,Reference,Reference,10.9325,10.9325,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.266,0.266,6.76,0.676,Reference,Reference,Reference,Reference,,0.0012319
LC 023DE 09S,LC 023DE 09S,LC023DE09S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.312,0.312,7.92,0.792,+/-0.008,+/-0.008,+/-0.2,+/-0.02,0.328,0.328,8.33,0.833,0.255,0.255,6.48,0.648,MIN,MIN,MIN,MIN,0.875,0.875,22.23,2.223,0.031,0.031,0.79,0.079,1.6217,1.622,0.284,2.84,0.029,0.29,28.96,289.6,0.162,0.162,0.0284,0.284,0.00289,0.0289,2.893,28.93,0.2589,0.259,6.58,0.658,0.023,0.023,0.58,0.058,Stainless Steel,SS,0.9955,0.996,4.43,0.452,451.56,Squared and Ground,Factory Option,8.9325,8.9325,Reference,Reference,10.9325,10.9325,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.266,0.266,6.76,0.676,Reference,Reference,Reference,Reference,,0.0012554
LC 023DE 09S316,LC 023DE 09S316,LC023DE09S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.312,0.312,7.92,0.792,+/-0.008,+/-0.008,+/-0.2,+/-0.02,0.328,0.328,8.33,0.833,0.255,0.255,6.48,0.648,MIN,MIN,MIN,MIN,0.875,0.875,22.23,2.223,0.031,0.031,0.79,0.079,1.6217,1.622,0.284,2.84,0.029,0.29,28.96,289.6,0.162,0.162,0.0284,0.284,0.00289,0.0289,2.893,28.93,0.2589,0.259,6.58,0.658,0.023,0.023,0.58,0.058,Stainless Steel Type 316,SS316,0.9955,0.996,4.43,0.452,451.56,Squared and Ground,Factory Option,8.9325,8.9325,Reference,Reference,10.9325,10.9325,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.266,0.266,6.76,0.676,Reference,Reference,Reference,Reference,,0.0012554
LC 023DE 10M,LC 023DE 10M,LC023DE10M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.312,0.312,7.92,0.792,+/-0.008,+/-0.008,+/-0.2,+/-0.02,0.328,0.328,8.33,0.833,0.255,0.255,6.48,0.648,MIN,MIN,MIN,MIN,0.938,0.938,23.83,2.383,0.033,0.033,0.84,0.084,1.8093,1.809,0.317,3.17,0.0323,0.323,32.31,323.1,0.181,0.181,0.0317,0.317,0.00323,0.0323,3.232,32.32,0.275,0.275,6.99,0.699,0.023,0.023,0.58,0.058,Music Wire,MW,1.1951,1.195,5.32,0.542,542.1,Squared and Ground,Factory Option,9.6113,9.6113,Reference,Reference,11.6113,11.6113,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.266,0.266,6.76,0.676,Reference,Reference,Reference,Reference,,0.0013084
LC 023DE 10S,LC 023DE 10S,LC023DE10S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.312,0.312,7.92,0.792,+/-0.008,+/-0.008,+/-0.2,+/-0.02,0.328,0.328,8.33,0.833,0.255,0.255,6.48,0.648,MIN,MIN,MIN,MIN,0.938,0.938,23.83,2.383,0.033,0.033,0.84,0.084,1.5071,1.507,0.264,2.64,0.0269,0.269,26.91,269.1,0.151,0.151,0.0264,0.264,0.0027,0.027,2.697,26.97,0.275,0.275,6.99,0.699,0.023,0.023,0.58,0.058,Stainless Steel,SS,0.9955,0.996,4.43,0.452,451.56,Squared and Ground,Factory Option,9.6113,9.6113,Reference,Reference,11.6113,11.6113,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.266,0.266,6.76,0.676,Reference,Reference,Reference,Reference,,0.0013333
LC 023DE 10S316,LC 023DE 10S316,LC023DE10S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.312,0.312,7.92,0.792,+/-0.008,+/-0.008,+/-0.2,+/-0.02,0.328,0.328,8.33,0.833,0.255,0.255,6.48,0.648,MIN,MIN,MIN,MIN,0.938,0.938,23.83,2.383,0.033,0.033,0.84,0.084,1.5071,1.507,0.264,2.64,0.0269,0.269,26.91,269.1,0.151,0.151,0.0264,0.264,0.0027,0.027,2.697,26.97,0.275,0.275,6.99,0.699,0.023,0.023,0.58,0.058,Stainless Steel Type 316,SS316,0.9955,0.996,4.43,0.452,451.56,Squared and Ground,Factory Option,9.6113,9.6113,Reference,Reference,11.6113,11.6113,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.266,0.266,6.76,0.676,Reference,Reference,Reference,Reference,,0.0013333
LC 023DE 11M,LC 023DE 11M,LC023DE11M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.312,0.312,7.92,0.792,+/-0.008,+/-0.008,+/-0.2,+/-0.02,0.328,0.328,8.33,0.833,0.255,0.255,6.48,0.648,MIN,MIN,MIN,MIN,1,1,25.4,2.54,0.035,0.035,0.89,0.089,1.6917,1.692,0.296,2.96,0.0302,0.302,30.21,302.1,0.169,0.169,0.0296,0.296,0.00302,0.0302,3.018,30.18,0.2909,0.291,7.39,0.739,0.023,0.023,0.58,0.058,Music Wire,MW,1.1951,1.195,5.32,0.542,542.1,Squared and Ground,Factory Option,10.2794,10.2794,Reference,Reference,12.2794,12.2794,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.266,0.266,6.76,0.676,Reference,Reference,Reference,Reference,,0.0013837
