title,model,field_published_stock_code,field_product_type,field_product_category,field_original_publication_date, ,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_revision,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm, field_outside_dia_cm,field_outside_dia_tole_bd_spe_in,field_outside_dia_tole_in,field_outside_dia_tole_mm,field_outside_dia_tole_cm,field_hole_dia_bd_spe_in,field_hole_dia_in,field_hole_dia_mm,field_hole_dia_cm,field_rod_dia_bd_spe_in,field_rod_dia_in,field_rod_dia_mm,field_rod_dia_cm,field_rod_dia_tole_bd_spe_in,field_rod_dia_tole_in,field_rod_dia_tole_mm,field_rod_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm, field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_tole_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_solid_height_bd_spe_in,field_solid_height_in,field_solid_height_mm,field_solid_height_cm,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_material,field_material_short_description,field_load_at_solid_height_bd_lb,field_load_at_solid_height_lb,field_load_at_solid_height_n,field_load_at_solid_height_kg,field_load_at_solid_height_gm,field_end,field_direction_of_wind,field_active_coils_bd_spe,field_active_coils,field_active_coils_tole_bd_spe,field_active_coils_tole,field_total_coils_bd_spe,field_total_coils,field_finish,field_spring_type,field_product_series,field_material_specification,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_inside_dia_tole_bd_spe_in,field_inside_dia_tole_in,field_inside_dia_tole_mm,field_inside_dia_tole_cm,field_color,field_weight_per_item_lb
CID020AC 04S,CID020AC 04S,CID020AC04S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.0866,0.087,2.2,0.22,+/-0.0059,+/-0.0059,+/-0.15,+/-0.015,0.1024,0.102,2.6,0.26,0.0591,0.059,1.5,0.15,MIN,MIN,MIN,MIN,0.4961,0.496,12.6,1.26,0.018,0.018,0.46,0.046,0.839,0.839,0.147,1.47,0.015,0.15,14.98,149.8,Reference,Reference,Reference,Reference,Reference,Reference,Reference,Reference,0.1251,0.125,3.18,0.318,0.0079,0.008,0.2,Stainless Steel,SS,0.314,0.314,1.4,0.142,142.43,Squared,Right Hand,12.5,12.5,,,14.5,14.5,Passivate per ASTM A967,1,DIN-Plus Series Part 2,DIN EN 10270-3,0.0708,0.071,1.8,0.18,Reference,Reference,Reference,Reference,,5E-05
CID020AC 05S,CID020AC 05S,CID020AC05S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.0866,0.087,2.2,0.22,+/-0.0059,+/-0.0059,+/-0.15,+/-0.015,0.1024,0.102,2.6,0.26,0.0591,0.059,1.5,0.15,MIN,MIN,MIN,MIN,0.7205,0.721,18.3,1.83,0.026,0.026,0.66,0.066,0.56,0.56,0.098,0.98,0.01,0.1,10,100,Reference,Reference,Reference,Reference,Reference,Reference,Reference,Reference,0.1735,0.174,4.41,0.441,0.0079,0.008,0.2,Stainless Steel,SS,0.309,0.309,1.37,0.14,140.16,Squared,Right Hand,18.5,18.5,,,20.5,20.5,Passivate per ASTM A967,1,DIN-Plus Series Part 2,DIN EN 10270-3,0.0708,0.071,1.8,0.18,Reference,Reference,Reference,Reference,,7.1E-05
CID020CA 01S,CID020CA 01S,CID020CA01S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.1063,0.106,2.7,0.27,+/-0.0059,+/-0.0059,+/-0.15,+/-0.015,0.122,0.122,3.1,0.31,0.0787,0.079,2,0.2,MIN,MIN,MIN,MIN,0.2126,0.213,5.4,0.54,0.017,0.017,0.43,0.043,1.513,1.513,0.265,2.65,0.027,0.27,27.02,270.2,Reference,Reference,Reference,Reference,Reference,Reference,Reference,Reference,0.0525,0.053,1.33,0.133,0.0079,0.008,0.2,Stainless Steel,SS,0.244,0.244,1.09,0.111,110.68,Squared,Right Hand,3.5,3.5,,,5.5,5.5,Passivate per ASTM A967,1,DIN-Plus Series Part 2,DIN EN 10270-3,0.0905,0.091,2.3,0.23,Reference,Reference,Reference,Reference,,2.4E-05
CID020CA 02S,CID020CA 02S,CID020CA02S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.1063,0.106,2.7,0.27,+/-0.0059,+/-0.0059,+/-0.15,+/-0.015,0.122,0.122,3.1,0.31,0.0787,0.079,2,0.2,MIN,MIN,MIN,MIN,0.3228,0.323,8.2,0.82,0.018,0.018,0.46,0.046,0.954,0.954,0.167,1.67,0.017,0.17,17.04,170.4,Reference,Reference,Reference,Reference,Reference,Reference,Reference,Reference,0.0686,0.069,1.74,0.174,0.0079,0.008,0.2,Stainless Steel,SS,0.244,0.244,1.09,0.111,110.68,Squared,Right Hand,5.5,5.5,,,7.5,7.5,Passivate per ASTM A967,1,DIN-Plus Series Part 2,DIN EN 10270-3,0.0905,0.091,2.3,0.23,Reference,Reference,Reference,Reference,,3.2E-05
CID020CA 03S,CID020CA 03S,CID020CA03S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.1063,0.106,2.7,0.27,+/-0.0059,+/-0.0059,+/-0.15,+/-0.015,0.122,0.122,3.1,0.31,0.0787,0.079,2,0.2,MIN,MIN,MIN,MIN,0.4882,0.488,12.4,1.24,0.018,0.018,0.46,0.046,0.617,0.617,0.108,1.08,0.011,0.11,11.02,110.2,Reference,Reference,Reference,Reference,Reference,Reference,Reference,Reference,0.0928,0.093,2.36,0.236,0.0079,0.008,0.2,Stainless Steel,SS,0.245,0.245,1.09,0.111,111.13,Squared,Right Hand,8.5,8.5,,,10.5,10.5,Passivate per ASTM A967,1,DIN-Plus Series Part 2,DIN EN 10270-3,0.0905,0.091,2.3,0.23,Reference,Reference,Reference,Reference,,4.5E-05
CID020CA 04S,CID020CA 04S,CID020CA04S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.1063,0.106,2.7,0.27,+/-0.0059,+/-0.0059,+/-0.15,+/-0.015,0.122,0.122,3.1,0.31,0.0787,0.079,2,0.2,MIN,MIN,MIN,MIN,0.7047,0.705,17.9,1.79,0.025,0.025,0.64,0.064,0.394,0.394,0.069,0.69,0.007,0.07,7.04,70.4,Reference,Reference,Reference,Reference,Reference,Reference,Reference,Reference,0.1251,0.125,3.18,0.318,0.0079,0.008,0.2,Stainless Steel,SS,0.23,0.23,1.02,0.104,104.33,Squared,Right Hand,12.5,12.5,,,14.5,14.5,Passivate per ASTM A967,1,DIN-Plus Series Part 2,DIN EN 10270-3,0.0905,0.091,2.3,0.23,Reference,Reference,Reference,Reference,,6.2E-05
CID020CA 05S,CID020CA 05S,CID020CA05S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.1063,0.106,2.7,0.27,+/-0.0059,+/-0.0059,+/-0.15,+/-0.015,0.122,0.122,3.1,0.31,0.0787,0.079,2,0.2,MIN,MIN,MIN,MIN,1.0315,1.032,26.2,2.62,0.037,0.037,0.94,0.094,0.28,0.28,0.049,0.49,0.005,0.05,5,50,Reference,Reference,Reference,Reference,Reference,Reference,Reference,Reference,0.1735,0.174,4.41,0.441,0.0079,0.008,0.2,Stainless Steel,SS,0.241,0.241,1.07,0.109,109.32,Squared,Right Hand,18.5,18.5,,,20.5,20.5,Passivate per ASTM A967,1,DIN-Plus Series Part 2,DIN EN 10270-3,0.0905,0.091,2.3,0.23,Reference,Reference,Reference,Reference,,8.8E-05
CID020ZA 01S,CID020ZA 01S,CID020ZA01S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.0551,0.055,1.4,0.14,+/-0.0031,+/-0.0031,+/-0.08,+/-0.008,0.0669,0.067,1.7,0.17,0.0315,0.032,0.8,0.08,MIN,MIN,MIN,MIN,0.0906,0.091,2.3,0.23,0.004,0.004,0.1,0.01,13.492,13.492,2.363,23.63,0.241,2.41,240.94,2409.4,Reference,Reference,Reference,Reference,Reference,Reference,Reference,Reference,0.0525,0.053,1.33,0.133,0.0079,0.008,0.2,Stainless Steel,SS,0.532,0.532,2.37,0.241,241.32,Squared,Right Hand,3.5,3.5,,,5.5,5.5,Passivate per ASTM A967,1,DIN-Plus Series Part 2,DIN EN 10270-3,0.0393,0.039,1,0.1,Reference,Reference,Reference,Reference,,1.1E-05
CID020ZA 02S,CID020ZA 02S,CID020ZA02S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.0551,0.055,1.4,0.14,+/-0.0031,+/-0.0031,+/-0.08,+/-0.008,0.0669,0.067,1.7,0.17,0.0315,0.032,0.8,0.08,MIN,MIN,MIN,MIN,0.126,0.126,3.2,0.32,0.006,0.006,0.15,0.015,8.622,8.622,1.51,15.1,0.154,1.54,153.97,1539.7,Reference,Reference,Reference,Reference,Reference,Reference,Reference,Reference,0.0686,0.069,1.74,0.174,0.0079,0.008,0.2,Stainless Steel,SS,0.509,0.509,2.26,0.231,230.88,Squared,Right Hand,5.5,5.5,,,7.5,7.5,Passivate per ASTM A967,1,DIN-Plus Series Part 2,DIN EN 10270-3,0.0393,0.039,1,0.1,Reference,Reference,Reference,Reference,,1.5E-05
CID020ZA 03S,CID020ZA 03S,CID020ZA03S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.0551,0.055,1.4,0.14,+/-0.0031,+/-0.0031,+/-0.08,+/-0.008,0.0669,0.067,1.7,0.17,0.0315,0.032,0.8,0.08,MIN,MIN,MIN,MIN,0.1811,0.181,4.6,0.46,0.009,0.009,0.23,0.023,5.544,5.544,0.971,9.71,0.099,0.99,99,990,Reference,Reference,Reference,Reference,Reference,Reference,Reference,Reference,0.0928,0.093,2.36,0.236,0.0079,0.008,0.2,Stainless Steel,SS,0.502,0.502,2.23,0.228,227.71,Squared,Right Hand,8.5,8.5,,,10.5,10.5,Passivate per ASTM A967,1,DIN-Plus Series Part 2,DIN EN 10270-3,0.0393,0.039,1,0.1,Reference,Reference,Reference,Reference,,2.2E-05
CID020ZA 04S,CID020ZA 04S,CID020ZA04S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.0551,0.055,1.4,0.14,+/-0.0031,+/-0.0031,+/-0.08,+/-0.008,0.0669,0.067,1.7,0.17,0.0315,0.032,0.8,0.08,MIN,MIN,MIN,MIN,0.2559,0.256,6.5,0.65,0.013,0.013,0.33,0.033,3.809,3.809,0.667,6.67,0.068,0.68,68.02,680.2,Reference,Reference,Reference,Reference,Reference,Reference,Reference,Reference,0.1251,0.125,3.18,0.318,0.0079,0.008,0.2,Stainless Steel,SS,0.51,0.51,2.27,0.231,231.34,Squared,Right Hand,12.5,12.5,,,14.5,14.5,Passivate per ASTM A967,1,DIN-Plus Series Part 2,DIN EN 10270-3,0.0393,0.039,1,0.1,Reference,Reference,Reference,Reference,,3E-05
CID020ZA 05S,CID020ZA 05S,CID020ZA05S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.0551,0.055,1.4,0.14,+/-0.0031,+/-0.0031,+/-0.08,+/-0.008,0.0669,0.067,1.7,0.17,0.0315,0.032,0.8,0.08,MIN,MIN,MIN,MIN,0.3661,0.366,9.3,0.93,0.018,0.018,0.46,0.046,2.575,2.575,0.451,4.51,0.046,0.46,45.98,459.8,Reference,Reference,Reference,Reference,Reference,Reference,Reference,Reference,0.1735,0.174,4.41,0.441,0.0079,0.008,0.2,Stainless Steel,SS,0.507,0.507,2.26,0.23,229.98,Squared,Right Hand,18.5,18.5,,,20.5,20.5,Passivate per ASTM A967,1,DIN-Plus Series Part 2,DIN EN 10270-3,0.0393,0.039,1,0.1,Reference,Reference,Reference,Reference,,4.2E-05
CID020ZK 01S,CID020ZK 01S,CID020ZK01S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.0472,0.047,1.2,0.12,+/-0.0027,+/-0.0027,+/-0.07,+/-0.007,0.0551,0.055,1.4,0.14,0.0236,0.024,0.6,0.06,MIN,MIN,MIN,MIN,0.0787,0.079,2,0.2,0.004,0.004,0.1,0.01,23.348,23.348,4.089,40.89,0.417,4.17,416.95,4169.5,Reference,Reference,Reference,Reference,Reference,Reference,Reference,Reference,0.0525,0.053,1.33,0.133,0.0079,0.008,0.2,Stainless Steel,SS,0.643,0.643,2.86,0.292,291.66,Squared,Right Hand,3.5,3.5,,,5.5,5.5,Passivate per ASTM A967,1,DIN-Plus Series Part 2,DIN EN 10270-3,0.0314,0.031,0.8,0.08,Reference,Reference,Reference,Reference,,9E-06
CID020ZK 02S,CID020ZK 02S,CID020ZK02S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.0472,0.047,1.2,0.12,+/-0.0027,+/-0.0027,+/-0.07,+/-0.007,0.0551,0.055,1.4,0.14,0.0236,0.024,0.6,0.06,MIN,MIN,MIN,MIN,0.1063,0.106,2.7,0.27,0.006,0.006,0.15,0.015,14.84,14.84,2.599,25.99,0.265,2.65,265.01,2650.1,Reference,Reference,Reference,Reference,Reference,Reference,Reference,Reference,0.0686,0.069,1.74,0.174,0.0079,0.008,0.2,Stainless Steel,SS,0.584,0.584,2.6,0.265,264.9,Squared,Right Hand,5.5,5.5,,,7.5,7.5,Passivate per ASTM A967,1,DIN-Plus Series Part 2,DIN EN 10270-3,0.0314,0.031,0.8,0.08,Reference,Reference,Reference,Reference,,1.3E-05
CID020ZK 03S,CID020ZK 03S,CID020ZK03S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.0472,0.047,1.2,0.12,+/-0.0027,+/-0.0027,+/-0.07,+/-0.007,0.0551,0.055,1.4,0.14,0.0236,0.024,0.6,0.06,MIN,MIN,MIN,MIN,0.1535,0.154,3.9,0.39,0.007,0.007,0.18,0.018,9.633,9.633,1.687,16.87,0.172,1.72,172.03,1720.3,Reference,Reference,Reference,Reference,Reference,Reference,Reference,Reference,0.0928,0.093,2.36,0.236,0.0079,0.008,0.2,Stainless Steel,SS,0.606,0.606,2.7,0.275,274.88,Squared,Right Hand,8.5,8.5,,,10.5,10.5,Passivate per ASTM A967,1,DIN-Plus Series Part 2,DIN EN 10270-3,0.0314,0.031,0.8,0.08,Reference,Reference,Reference,Reference,,1.8E-05
CID020ZK 04S,CID020ZK 04S,CID020ZK04S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.0472,0.047,1.2,0.12,+/-0.0027,+/-0.0027,+/-0.07,+/-0.007,0.0551,0.055,1.4,0.14,0.0236,0.024,0.6,0.06,MIN,MIN,MIN,MIN,0.2165,0.217,5.5,0.55,0.011,0.011,0.28,0.028,6.549,6.549,1.147,11.47,0.117,1.17,116.95,1169.5,Reference,Reference,Reference,Reference,Reference,Reference,Reference,Reference,0.1251,0.125,3.18,0.318,0.0079,0.008,0.2,Stainless Steel,SS,0.619,0.619,2.75,0.281,280.78,Squared,Right Hand,12.5,12.5,,,14.5,14.5,Passivate per ASTM A967,1,DIN-Plus Series Part 2,DIN EN 10270-3,0.0314,0.031,0.8,0.08,Reference,Reference,Reference,Reference,,2.5E-05
CID020ZK 05S,CID020ZK 05S,CID020ZK05S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.0472,0.047,1.2,0.12,+/-0.0027,+/-0.0027,+/-0.07,+/-0.007,0.0551,0.055,1.4,0.14,0.0236,0.024,0.6,0.06,MIN,MIN,MIN,MIN,0.3071,0.307,7.8,0.78,0.015,0.015,0.38,0.038,4.425,4.425,0.775,7.75,0.079,0.79,79.02,790.2,Reference,Reference,Reference,Reference,Reference,Reference,Reference,Reference,0.1735,0.174,4.41,0.441,0.0079,0.008,0.2,Stainless Steel,SS,0.61,0.61,2.71,0.277,276.7,Squared,Right Hand,18.5,18.5,,,20.5,20.5,Passivate per ASTM A967,1,DIN-Plus Series Part 2,DIN EN 10270-3,0.0314,0.031,0.8,0.08,Reference,Reference,Reference,Reference,,3.5E-05
