title,model,field_published_stock_code,field_product_type,field_spring_type,field_product_category,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_product_series,field_revision,field_material,field_material_short_description,field_material_specification,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm,field_outside_dia_cm,field_outside_dia_tole_bd_spe_in,field_outside_dia_tole_in,field_outside_dia_tole_mm,field_outside_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm,field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_tole_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_ins_dia_tol_bld_spec_in,field_field_inside_dia_tol_in,field_field_inside_dia_tol_mm,field_field_inside_dia_tol_cm,field_total_coils_bd_spe,field_total_coils,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_wire_dia_cm,field_end,field_initial_ten_bud_spec_lb,field_initial_tension_lb,field_initial_tension_n,field_initial_tension_kg,field_initial_tension_gm,field_initial_ten_tol_bud_spc_lb,field_initial_ten_tol_lb,field_initial_ten_tol_n,field_initial_ten_tol_kg,field_initial_ten_tol_gm,field_max_load_build_spec_lb,field_max_load_lb,field_max_load_n,field_max_load_kg,field_max_load_gm,field_max_extend_len_bd_spe_in,field_max_extended_length_in,field_max_extended_length_mm,field_max_extended_length_cm,field_body_length_build_spec_in,field_body_length_in,field_body_length_mm,field_body_length_cm,field_direction_of_wind,field_finish,field_weight_per_item_lb,field_loop_insid_dia_bd_spec_in,field_loop_inside_diameter_in,field_loop_inside_diameter_mm,field_loop_inside_diameter_cm,field_loop_position,field_loop_opening_build_spec_in,field_loop_opening_in,field_loop_opening_mm,field_loop_opening_cm
LE 041C 12 M,LE 041C 12 M,LE041C12M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.25,0.25,6.35,0.635,0.005,0.005,0.13,0.013,3,3,76.2,7.62,0.05,0.05,1.27,0.127,7.25,7.25,1.27,12.7,0.1295,1.295,129.5,1295,0.725,0.725,0.127,1.27,0.01295,0.1295,12.95,129.5,0.168,0.168,4.27,0.427,REF,Reference,Reference,Reference,64.0397,64,0.041,0.041,1.04,0.104,Standard Loops,1.05,1.05,4.671,0.4763,476.3,0.21,0.21,0.9341,0.09526,95.26,11.7,11.7,52.044,5.3071,5307.1,4.47,4.47,113.54,11.354,2.664,2.664,67.67,6.767,Factory Option,Zinc Plate and Bake per ASTM B633,0.0171,0.168,0.168,4.27,0.427,Random,0.041,0.041,1.04,0.104
LE 041C 12 S,LE 041C 12 S,LE041C12S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.25,0.25,6.35,0.635,0.005,0.005,0.13,0.013,3,3,76.2,7.62,0.05,0.05,1.27,0.127,6.04,6.04,1.058,10.58,0.1079,1.079,107.9,1079,0.604,0.604,0.1058,1.058,0.01079,0.1079,10.79,107.9,0.168,0.168,4.27,0.427,REF,Reference,Reference,Reference,64.0574,64.1,0.041,0.041,1.04,0.104,Standard Loops,0.8746,0.8746,3.89,0.3967,396.7,0.17492,0.17492,0.7781,0.07934,79.34,9.746,9.746,43.352,4.4208,4420.8,4.47,4.47,113.54,11.354,2.664,2.664,67.67,6.767,Factory Option,Passivate per ASTM A967,0.01743,0.168,0.168,4.27,0.427,Random,0.041,0.041,1.04,0.104
LE 041C 12 S316,LE 041C 12 S316,LE041C12S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.25,0.25,6.35,0.635,0.005,0.005,0.13,0.013,3,3,76.2,7.62,0.05,0.05,1.27,0.127,6.04,6.04,1.058,10.58,0.1079,1.079,107.9,1079,0.604,0.604,0.1058,1.058,0.01079,0.1079,10.79,107.9,0.168,0.168,4.27,0.427,REF,Reference,Reference,Reference,64.0574,64.1,0.041,0.041,1.04,0.104,Standard Loops,0.8746,0.8746,3.89,0.3967,396.7,0.17492,0.17492,0.7781,0.07934,79.34,7.309,7.309,32.512,3.3154,3315.4,4.065,4.065,103.25,10.325,2.664,2.664,67.67,6.767,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.01743,0.168,0.168,4.27,0.427,Random,0.041,0.041,1.04,0.104
LE 041C 13 M,LE 041C 13 M,LE041C13M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.25,0.25,6.35,0.635,0.005,0.005,0.13,0.013,3.5,3.5,88.9,8.89,0.06,0.06,1.52,0.152,6.1,6.1,1.068,10.68,0.1089,1.089,108.9,1089,0.61,0.61,0.1068,1.068,0.01089,0.1089,10.89,108.9,0.168,0.168,4.27,0.427,REF,Reference,Reference,Reference,76.1128,76.1,0.041,0.041,1.04,0.104,Standard Loops,1.05,1.05,4.671,0.4763,476.3,0.21,0.21,0.9341,0.09526,95.26,11.7,11.7,52.044,5.3071,5307.1,5.25,5.25,133.35,13.335,3.164,3.164,80.37,8.037,Factory Option,Zinc Plate and Bake per ASTM B633,0.02023,0.168,0.168,4.27,0.427,Random,0.041,0.041,1.04,0.104
LE 041C 13 S,LE 041C 13 S,LE041C13S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.25,0.25,6.35,0.635,0.005,0.005,0.13,0.013,3.5,3.5,88.9,8.89,0.06,0.06,1.52,0.152,5.08,5.08,0.89,8.9,0.0907,0.907,90.7,907,0.508,0.508,0.089,0.89,0.00907,0.0907,9.07,90.7,0.168,0.168,4.27,0.427,REF,Reference,Reference,Reference,76.1627,76.2,0.041,0.041,1.04,0.104,Standard Loops,0.8746,0.8746,3.89,0.3967,396.7,0.17492,0.17492,0.7781,0.07934,79.34,9.746,9.746,43.352,4.4208,4420.8,5.25,5.25,133.35,13.335,3.164,3.164,80.37,8.037,Factory Option,Passivate per ASTM A967,0.02063,0.168,0.168,4.27,0.427,Random,0.041,0.041,1.04,0.104
LE 041C 13 S316,LE 041C 13 S316,LE041C13S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.25,0.25,6.35,0.635,0.005,0.005,0.13,0.013,3.5,3.5,88.9,8.89,0.06,0.06,1.52,0.152,5.08,5.08,0.89,8.9,0.0907,0.907,90.7,907,0.508,0.508,0.089,0.89,0.00907,0.0907,9.07,90.7,0.168,0.168,4.27,0.427,REF,Reference,Reference,Reference,76.1627,76.2,0.041,0.041,1.04,0.104,Standard Loops,0.8746,0.8746,3.89,0.3967,396.7,0.17492,0.17492,0.7781,0.07934,79.34,7.309,7.309,32.512,3.3154,3315.4,4.766,4.766,121.06,12.106,3.164,3.164,80.37,8.037,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.02063,0.168,0.168,4.27,0.427,Random,0.041,0.041,1.04,0.104
LE 041C 14 M,LE 041C 14 M,LE041C14M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.25,0.25,6.35,0.635,0.005,0.005,0.13,0.013,4,4,101.6,10.16,0.08,0.08,2.03,0.203,5.25,5.25,0.919,9.19,0.0938,0.938,93.8,938,0.525,0.525,0.0919,0.919,0.00938,0.0938,9.38,93.8,0.168,0.168,4.27,0.427,REF,Reference,Reference,Reference,88.44,88.4,0.041,0.041,1.04,0.104,Standard Loops,1.05,1.05,4.671,0.4763,476.3,0.21,0.21,0.9341,0.09526,95.26,11.7,11.7,52.044,5.3071,5307.1,6.029,6.029,153.14,15.314,3.667,3.667,93.14,9.314,Factory Option,Zinc Plate and Bake per ASTM B633,0.02338,0.168,0.168,4.27,0.427,Random,0.041,0.041,1.04,0.104
LE 041C 14 S,LE 041C 14 S,LE041C14S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.25,0.25,6.35,0.635,0.005,0.005,0.13,0.013,4,4,101.6,10.16,0.08,0.08,2.03,0.203,4.375,4.375,0.766,7.66,0.0781,0.781,78.1,781,0.4375,0.4375,0.0766,0.766,0.00781,0.0781,7.81,78.1,0.168,0.168,4.27,0.427,REF,Reference,Reference,Reference,88.44,88.4,0.041,0.041,1.04,0.104,Standard Loops,0.8746,0.8746,3.89,0.3967,396.7,0.17492,0.17492,0.7781,0.07934,79.34,9.746,9.746,43.352,4.4208,4420.8,6.029,6.029,153.14,15.314,3.667,3.667,93.14,9.314,Factory Option,Passivate per ASTM A967,0.02354,0.168,0.168,4.27,0.427,Random,0.041,0.041,1.04,0.104
LE 041C 14 S316,LE 041C 14 S316,LE041C14S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.25,0.25,6.35,0.635,0.005,0.005,0.13,0.013,4,4,101.6,10.16,0.08,0.08,2.03,0.203,4.375,4.375,0.766,7.66,0.0781,0.781,78.1,781,0.4375,0.4375,0.0766,0.766,0.00781,0.0781,7.81,78.1,0.168,0.168,4.27,0.427,REF,Reference,Reference,Reference,88.44,88.4,0.041,0.041,1.04,0.104,Standard Loops,0.8746,0.8746,3.89,0.3967,396.7,0.17492,0.17492,0.7781,0.07934,79.34,7.309,7.309,32.512,3.3154,3315.4,5.47,5.47,138.94,13.894,3.667,3.667,93.14,9.314,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.02354,0.168,0.168,4.27,0.427,Random,0.041,0.041,1.04,0.104
LE 041C 15 M,LE 041C 15 M,LE041C15M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.25,0.25,6.35,0.635,0.005,0.005,0.13,0.013,4.5,4.5,114.3,11.43,0.09,0.09,2.29,0.229,4.62,4.62,0.809,8.09,0.0825,0.825,82.5,825,0.462,0.462,0.0809,0.809,0.00825,0.0825,8.25,82.5,0.168,0.168,4.27,0.427,REF,Reference,Reference,Reference,100.5,100.5,0.041,0.041,1.04,0.104,Standard Loops,1.05,1.05,4.671,0.4763,476.3,0.21,0.21,0.9341,0.09526,95.26,11.7,11.7,52.044,5.3071,5307.1,6.805,6.805,172.85,17.285,4.161,4.161,105.69,10.569,Factory Option,Zinc Plate and Bake per ASTM B633,0.0265,0.168,0.168,4.27,0.427,Random,0.041,0.041,1.04,0.104
LE 041C 15 S,LE 041C 15 S,LE041C15S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.25,0.25,6.35,0.635,0.005,0.005,0.13,0.013,4.5,4.5,114.3,11.43,0.09,0.09,2.29,0.229,3.85,3.85,0.674,6.74,0.0688,0.688,68.8,688,0.385,0.385,0.0674,0.674,0.00688,0.0688,6.88,68.8,0.168,0.168,4.27,0.427,REF,Reference,Reference,Reference,100.5,100.5,0.041,0.041,1.04,0.104,Standard Loops,0.8746,0.8746,3.89,0.3967,396.7,0.17492,0.17492,0.7781,0.07934,79.34,9.746,9.746,43.352,4.4208,4420.8,6.805,6.805,172.85,17.285,4.161,4.161,105.69,10.569,Factory Option,Passivate per ASTM A967,0.02668,0.168,0.168,4.27,0.427,Random,0.041,0.041,1.04,0.104
LE 041C 15 S316,LE 041C 15 S316,LE041C15S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.25,0.25,6.35,0.635,0.005,0.005,0.13,0.013,4.5,4.5,114.3,11.43,0.09,0.09,2.29,0.229,3.85,3.85,0.674,6.74,0.0688,0.688,68.8,688,0.385,0.385,0.0674,0.674,0.00688,0.0688,6.88,68.8,0.168,0.168,4.27,0.427,REF,Reference,Reference,Reference,100.5,100.5,0.041,0.041,1.04,0.104,Standard Loops,0.8746,0.8746,3.89,0.3967,396.7,0.17492,0.17492,0.7781,0.07934,79.34,7.309,7.309,32.512,3.3154,3315.4,6.171,6.171,156.74,15.674,4.161,4.161,105.69,10.569,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.02668,0.168,0.168,4.27,0.427,Random,0.041,0.041,1.04,0.104
LE 041C 16 M,LE 041C 16 M,LE041C16M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.25,0.25,6.35,0.635,0.005,0.005,0.13,0.013,5,5,127,12.7,0.1,0.1,2.54,0.254,4.12,4.12,0.722,7.22,0.0736,0.736,73.6,736,0.412,0.412,0.0722,0.722,0.00736,0.0736,7.36,73.6,0.168,0.168,4.27,0.427,REF,Reference,Reference,Reference,112.69,112.7,0.041,0.041,1.04,0.104,Standard Loops,1.05,1.05,4.671,0.4763,476.3,0.21,0.21,0.9341,0.09526,95.26,11.7,11.7,52.044,5.3071,5307.1,7.585,7.585,192.66,19.266,4.661,4.661,118.39,11.839,Factory Option,Zinc Plate and Bake per ASTM B633,0.02965,0.168,0.168,4.27,0.427,Random,0.041,0.041,1.04,0.104
LE 041C 16 S,LE 041C 16 S,LE041C16S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.25,0.25,6.35,0.635,0.005,0.005,0.13,0.013,5,5,127,12.7,0.1,0.1,2.54,0.254,3.433,3.433,0.601,6.01,0.0613,0.613,61.3,613,0.3433,0.3433,0.0601,0.601,0.00613,0.0613,6.13,61.3,0.168,0.168,4.27,0.427,REF,Reference,Reference,Reference,112.7,112.7,0.041,0.041,1.04,0.104,Standard Loops,0.8746,0.8746,3.89,0.3967,396.7,0.17492,0.17492,0.7781,0.07934,79.34,9.746,9.746,43.352,4.4208,4420.8,7.585,7.585,192.66,19.266,4.662,4.662,118.41,11.841,Factory Option,Passivate per ASTM A967,0.02986,0.168,0.168,4.27,0.427,Random,0.041,0.041,1.04,0.104
