title,model,field_published_stock_code,field_product_type,field_spring_type,field_product_category,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_product_series,field_revision,field_material,field_material_short_description,field_material_specification,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm,field_outside_dia_cm,field_outside_dia_tole_bd_spe_in,field_outside_dia_tole_in,field_outside_dia_tole_mm,field_outside_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm,field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_tole_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_ins_dia_tol_bld_spec_in,field_field_inside_dia_tol_in,field_field_inside_dia_tol_mm,field_field_inside_dia_tol_cm,field_total_coils_bd_spe,field_total_coils,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_wire_dia_cm,field_end,field_initial_ten_bud_spec_lb,field_initial_tension_lb,field_initial_tension_n,field_initial_tension_kg,field_initial_tension_gm,field_initial_ten_tol_bud_spc_lb,field_initial_ten_tol_lb,field_initial_ten_tol_n,field_initial_ten_tol_kg,field_initial_ten_tol_gm,field_max_load_build_spec_lb,field_max_load_lb,field_max_load_n,field_max_load_kg,field_max_load_gm,field_max_extend_len_bd_spe_in,field_max_extended_length_in,field_max_extended_length_mm,field_max_extended_length_cm,field_body_length_build_spec_in,field_body_length_in,field_body_length_mm,field_body_length_cm,field_direction_of_wind,field_finish,field_weight_per_item_lb,field_loop_insid_dia_bd_spec_in,field_loop_inside_diameter_in,field_loop_inside_diameter_mm,field_loop_inside_diameter_cm,field_loop_position,field_loop_opening_build_spec_in,field_loop_opening_in,field_loop_opening_mm,field_loop_opening_cm
LE 041C 08 S316,LE 041C 08 S316,LE041C08S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.25,0.25,6.35,0.635,0.005,0.005,0.13,0.013,2,2,50.8,5.08,0.04,0.04,1.02,0.102,9.75,9.75,1.708,17.08,0.1741,1.741,174.1,1741,0.975,0.975,0.1708,1.708,0.01741,0.1741,17.41,174.1,0.168,0.168,4.27,0.427,REF,Reference,Reference,Reference,39.6827,39.7,0.041,0.041,1.04,0.104,Standard Loops,0.8746,0.8746,3.89,0.3967,396.7,0.17492,0.17492,0.7781,0.07934,79.34,7.309,7.309,32.512,3.3154,3315.4,2.659,2.659,67.54,6.754,1.664,1.664,42.27,4.227,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.011,0.168,0.168,4.27,0.427,Random,0.041,0.041,1.04,0.104
LE 041C 09 M,LE 041C 09 M,LE041C09M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.25,0.25,6.35,0.635,0.005,0.005,0.13,0.013,2.25,2.25,57.15,5.715,0.05,0.05,1.27,0.127,10.1,10.1,1.769,17.69,0.1804,1.804,180.4,1804,1.01,1.01,0.1769,1.769,0.01804,0.1804,18.04,180.4,0.168,0.168,4.27,0.427,REF,Reference,Reference,Reference,45.9691,46,0.041,0.041,1.04,0.104,Standard Loops,1.05,1.05,4.671,0.4763,476.3,0.21,0.21,0.9341,0.09526,95.26,11.7,11.7,52.044,5.3071,5307.1,3.3,3.3,83.82,8.382,1.914,1.914,48.62,4.862,Factory Option,Zinc Plate and Bake per ASTM B633,0.01242,0.168,0.168,4.27,0.427,Random,0.041,0.041,1.04,0.104
LE 041C 09 S,LE 041C 09 S,LE041C09S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.25,0.25,6.35,0.635,0.005,0.005,0.13,0.013,2.25,2.25,57.15,5.715,0.05,0.05,1.27,0.127,8.41,8.41,1.473,14.73,0.1502,1.502,150.2,1502,0.841,0.841,0.1473,1.473,0.01502,0.1502,15.02,150.2,0.168,0.168,4.27,0.427,REF,Reference,Reference,Reference,46.0055,46,0.041,0.041,1.04,0.104,Standard Loops,0.8746,0.8746,3.89,0.3967,396.7,0.17492,0.17492,0.7781,0.07934,79.34,9.746,9.746,43.352,4.4208,4420.8,3.3,3.3,83.82,8.382,1.914,1.914,48.62,4.862,Factory Option,Passivate per ASTM A967,0.01267,0.168,0.168,4.27,0.427,Random,0.041,0.041,1.04,0.104
LE 041C 09 S316,LE 041C 09 S316,LE041C09S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.25,0.25,6.35,0.635,0.005,0.005,0.13,0.013,2.25,2.25,57.15,5.715,0.05,0.05,1.27,0.127,8.41,8.41,1.473,14.73,0.1502,1.502,150.2,1502,0.841,0.841,0.1473,1.473,0.01502,0.1502,15.02,150.2,0.168,0.168,4.27,0.427,REF,Reference,Reference,Reference,46.0055,46,0.041,0.041,1.04,0.104,Standard Loops,0.8746,0.8746,3.89,0.3967,396.7,0.17492,0.17492,0.7781,0.07934,79.34,7.309,7.309,32.512,3.3154,3315.4,3.015,3.015,76.58,7.658,1.914,1.914,48.62,4.862,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.01267,0.168,0.168,4.27,0.427,Random,0.041,0.041,1.04,0.104
LE 041C 10 M,LE 041C 10 M,LE041C10M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.25,0.25,6.35,0.635,0.005,0.005,0.13,0.013,2.5,2.5,63.5,6.35,0.05,0.05,1.27,0.127,8.9,8.9,1.559,15.59,0.1589,1.589,158.9,1589,0.89,0.89,0.1559,1.559,0.01589,0.1589,15.89,158.9,0.168,0.168,4.27,0.427,REF,Reference,Reference,Reference,52.1672,52.2,0.041,0.041,1.04,0.104,Standard Loops,1.05,1.05,4.671,0.4763,476.3,0.21,0.21,0.9341,0.09526,95.26,11.7,11.7,52.044,5.3071,5307.1,3.7,3.7,93.98,9.398,2.164,2.164,54.97,5.497,Factory Option,Zinc Plate and Bake per ASTM B633,0.01403,0.168,0.168,4.27,0.427,Random,0.041,0.041,1.04,0.104
LE 041C 10 S,LE 041C 10 S,LE041C10S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.25,0.25,6.35,0.635,0.005,0.005,0.13,0.013,2.5,2.5,63.5,6.35,0.05,0.05,1.27,0.127,7.41,7.41,1.298,12.98,0.1323,1.323,132.3,1323,0.741,0.741,0.1298,1.298,0.01323,0.1323,13.23,132.3,0.168,0.168,4.27,0.427,REF,Reference,Reference,Reference,52.2141,52.2,0.041,0.041,1.04,0.104,Standard Loops,0.8746,0.8746,3.89,0.3967,396.7,0.17492,0.17492,0.7781,0.07934,79.34,9.746,9.746,43.352,4.4208,4420.8,3.7,3.7,93.98,9.398,2.164,2.164,54.97,5.497,Factory Option,Passivate per ASTM A967,0.01431,0.168,0.168,4.27,0.427,Random,0.041,0.041,1.04,0.104
LE 041C 10 S316,LE 041C 10 S316,LE041C10S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.25,0.25,6.35,0.635,0.005,0.005,0.13,0.013,2.5,2.5,63.5,6.35,0.05,0.05,1.27,0.127,7.41,7.41,1.298,12.98,0.1323,1.323,132.3,1323,0.741,0.741,0.1298,1.298,0.01323,0.1323,13.23,132.3,0.168,0.168,4.27,0.427,REF,Reference,Reference,Reference,52.2141,52.2,0.041,0.041,1.04,0.104,Standard Loops,0.8746,0.8746,3.89,0.3967,396.7,0.17492,0.17492,0.7781,0.07934,79.34,7.309,7.309,32.512,3.3154,3315.4,3.368,3.368,85.55,8.555,2.164,2.164,54.97,5.497,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.01431,0.168,0.168,4.27,0.427,Random,0.041,0.041,1.04,0.104
LE 041C 11 M,LE 041C 11 M,LE041C11M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.25,0.25,6.35,0.635,0.005,0.005,0.13,0.013,2.75,2.75,69.85,6.985,0.05,0.05,1.27,0.127,8,8,1.401,14.01,0.1429,1.429,142.9,1429,0.8,0.8,0.1401,1.401,0.01429,0.1429,14.29,142.9,0.168,0.168,4.27,0.427,REF,Reference,Reference,Reference,58.036,58,0.041,0.041,1.04,0.104,Standard Loops,1.05,1.05,4.671,0.4763,476.3,0.21,0.21,0.9341,0.09526,95.26,11.7,11.7,52.044,5.3071,5307.1,4.08,4.08,103.63,10.363,2.414,2.414,61.32,6.132,Factory Option,Zinc Plate and Bake per ASTM B633,0.01555,0.168,0.168,4.27,0.427,Random,0.041,0.041,1.04,0.104
LE 041C 11 S,LE 041C 11 S,LE041C11S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.25,0.25,6.35,0.635,0.005,0.005,0.13,0.013,2.75,2.75,69.85,6.985,0.05,0.05,1.27,0.127,6.66,6.66,1.166,11.66,0.1189,1.189,118.9,1189,0.666,0.666,0.1166,1.166,0.01189,0.1189,11.89,118.9,0.168,0.168,4.27,0.427,REF,Reference,Reference,Reference,58.0941,58.1,0.041,0.041,1.04,0.104,Standard Loops,0.8746,0.8746,3.89,0.3967,396.7,0.17492,0.17492,0.7781,0.07934,79.34,9.746,9.746,43.352,4.4208,4420.8,4.08,4.08,103.63,10.363,2.414,2.414,61.32,6.132,Factory Option,Passivate per ASTM A967,0.01586,0.168,0.168,4.27,0.427,Random,0.041,0.041,1.04,0.104
LE 041C 11 S316,LE 041C 11 S316,LE041C11S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.25,0.25,6.35,0.635,0.005,0.005,0.13,0.013,2.75,2.75,69.85,6.985,0.05,0.05,1.27,0.127,6.66,6.66,1.166,11.66,0.1189,1.189,118.9,1189,0.666,0.666,0.1166,1.166,0.01189,0.1189,11.89,118.9,0.168,0.168,4.27,0.427,REF,Reference,Reference,Reference,58.0941,58.1,0.041,0.041,1.04,0.104,Standard Loops,0.8746,0.8746,3.89,0.3967,396.7,0.17492,0.17492,0.7781,0.07934,79.34,7.309,7.309,32.512,3.3154,3315.4,3.716,3.716,94.39,9.439,2.414,2.414,61.32,6.132,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.01586,0.168,0.168,4.27,0.427,Random,0.041,0.041,1.04,0.104
