title,model,field_published_stock_code,field_product_type,field_product_category,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_revision,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm,field_outside_dia_cm,field_out_dia_tol_bld_spc_in,field_out_dia_tol_in,field_out_dia_tol_mm,field_out_dia_tol_cm,field_hole_dia_bd_spe_in,field_hole_dia_in,field_hole_dia_mm,field_hole_dia_cm,field_rod_dia_bd_spe_in,field_rod_dia_in,field_rod_dia_mm,field_rod_dia_cm,field_rod_dia_tole_bd_spe_in,field_rod_dia_tole_in,field_rod_dia_tole_mm,field_rod_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm,field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_tole_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_solid_height_bd_spe_in,field_solid_height_in,field_solid_height_mm,field_solid_height_cm,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_wire_dia_cm,field_material,field_material_short_description,field_load_at_solid_height_bd_lb,field_load_at_solid_height_lb,field_load_at_solid_height_n,field_load_at_solid_height_kg,field_load_at_solid_height_gm,field_end,field_direction_of_wind,field_active_coils_bd_spe,field_active_coils,field_active_coils_tole_bd_spe,field_active_coils_tole,field_total_coils_bd_spe,field_total_coils,field_finish,field_spring_type,field_product_series,field_material_specification,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_ins_dia_tol_bld_spec_in,field_field_inside_dia_tol_in,field_field_inside_dia_tol_mm,field_field_inside_dia_tol_cm,field_color,field_weight_per_item_lb
LC 085L 06 M,LC 085L 06 M,LC085L06M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.97,0.97,24.64,2.464,+/-0.02,+/-0.02,+/-0.51,+/-0.051,1,1,25.4,2.54,0.769,0.769,19.53,1.953,MIN,MIN,MIN,MIN,2.25,2.25,57.15,5.715,0.07,0.07,1.78,0.178,22.9,22.9,4.011,40.11,0.4089,4.089,408.95,4089.5,2.29,2.29,0.4011,4.011,0.04089,0.4089,40.895,408.95,0.589,0.589,14.96,1.496,0.085,0.085,2.16,,Music Wire,MW,38,38,169.03,17.237,17236.8,Squared and Ground,Factory Option,4.9328,4.9328,Reference,Reference,6.93,6.93,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.8,0.8,20.32,2.032,Reference,Reference,Reference,Reference,,0.0326754
LC 085L 06 S,LC 085L 06 S,LC085L06S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.97,0.97,24.64,2.464,+/-0.02,+/-0.02,+/-0.51,+/-0.051,1,1,25.4,2.54,0.769,0.769,19.53,1.953,MIN,MIN,MIN,MIN,2.25,2.25,57.15,5.715,0.07,0.07,1.78,0.178,19.1,19.1,3.345,33.45,0.3411,3.411,341.09,3410.9,1.91,1.91,0.3345,3.345,0.03411,0.3411,34.109,341.09,0.589,0.589,14.96,1.496,0.085,0.085,2.16,,Stainless Steel,SS,31.654,31.654,140.8,14.358,14358.25,Squared and Ground,Factory Option,4.9285,4.9285,Reference,Reference,6.93,6.93,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.8,0.8,20.32,2.032,Reference,Reference,Reference,Reference,,0.0332771
LC 085L 06 S316,LC 085L 06 S316,LC085L06S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.97,0.97,24.64,2.464,+/-0.02,+/-0.02,+/-0.51,+/-0.051,1,1,25.4,2.54,0.769,0.769,19.53,1.953,MIN,MIN,MIN,MIN,2.25,2.25,57.15,5.715,0.07,0.07,1.78,0.178,19.1,19.1,3.345,33.45,0.3411,3.411,341.09,3410.9,1.91,1.91,0.3345,3.345,0.03411,0.3411,34.109,341.09,0.589,0.589,14.96,1.496,0.085,0.085,2.16,,Stainless Steel Type 316,SS316,31.654,31.654,140.8,14.358,14358.25,Squared and Ground,Factory Option,4.9285,4.9285,Reference,Reference,6.93,6.93,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.8,0.8,20.32,2.032,Reference,Reference,Reference,Reference,,0.0332771
LC 085L 07 M,LC 085L 07 M,LC085L07M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.97,0.97,24.64,2.464,+/-0.02,+/-0.02,+/-0.51,+/-0.051,1,1,25.4,2.54,0.769,0.769,19.53,1.953,MIN,MIN,MIN,MIN,2.5,2.5,63.5,6.35,0.088,0.088,2.24,0.224,20.5,20.5,3.59,35.9,0.3661,3.661,366.09,3660.9,2.05,2.05,0.359,3.59,0.03661,0.3661,36.609,366.09,0.639,0.639,16.23,1.623,0.085,0.085,2.16,,Music Wire,MW,38,38,169.03,17.237,17236.8,Squared and Ground,Factory Option,5.5104,5.5104,Reference,Reference,7.51,7.51,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.8,0.8,20.32,2.032,Reference,Reference,Reference,Reference,,0.0353973
LC 085L 07 S,LC 085L 07 S,LC085L07S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.97,0.97,24.64,2.464,+/-0.02,+/-0.02,+/-0.51,+/-0.051,1,1,25.4,2.54,0.769,0.769,19.53,1.953,MIN,MIN,MIN,MIN,2.5,2.5,63.5,6.35,0.088,0.088,2.24,0.224,17,17,2.977,29.77,0.3036,3.036,303.59,3035.9,1.7,1.7,0.2977,2.977,0.03036,0.3036,30.359,303.59,0.639,0.639,16.23,1.623,0.085,0.085,2.16,,Stainless Steel,SS,31.654,31.654,140.8,14.358,14358.25,Squared and Ground,Factory Option,5.5374,5.5374,Reference,Reference,7.54,7.54,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.8,0.8,20.32,2.032,Reference,Reference,Reference,Reference,,0.0362013
LC 085L 07 S316,LC 085L 07 S316,LC085L07S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.97,0.97,24.64,2.464,+/-0.02,+/-0.02,+/-0.51,+/-0.051,1,1,25.4,2.54,0.769,0.769,19.53,1.953,MIN,MIN,MIN,MIN,2.5,2.5,63.5,6.35,0.088,0.088,2.24,0.224,17,17,2.977,29.77,0.3036,3.036,303.59,3035.9,1.7,1.7,0.2977,2.977,0.03036,0.3036,30.359,303.59,0.639,0.639,16.23,1.623,0.085,0.085,2.16,,Stainless Steel Type 316,SS316,31.654,31.654,140.8,14.358,14358.25,Squared and Ground,Factory Option,5.5374,5.5374,Reference,Reference,7.54,7.54,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.8,0.8,20.32,2.032,Reference,Reference,Reference,Reference,,0.0362013
LC 085L 08 M,LC 085L 08 M,LC085L08M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.97,0.97,24.64,2.464,+/-0.02,+/-0.02,+/-0.51,+/-0.051,1,1,25.4,2.54,0.769,0.769,19.53,1.953,MIN,MIN,MIN,MIN,2.75,2.75,69.85,6.985,0.096,0.096,2.44,0.244,18.5,18.5,3.24,32.4,0.3304,3.304,330.37,3303.7,1.85,1.85,0.324,3.24,0.03304,0.3304,33.037,330.37,0.69,0.69,17.53,1.753,0.085,0.085,2.16,,Music Wire,MW,38,38,169.03,17.237,17236.8,Squared and Ground,Factory Option,6.1061,6.1061,Reference,Reference,8.11,8.11,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.8,0.8,20.32,2.032,Reference,Reference,Reference,Reference,,0.038205
LC 085L 08 S,LC 085L 08 S,LC085L08S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.97,0.97,24.64,2.464,+/-0.02,+/-0.02,+/-0.51,+/-0.051,1,1,25.4,2.54,0.769,0.769,19.53,1.953,MIN,MIN,MIN,MIN,2.75,2.75,69.85,6.985,0.096,0.096,2.44,0.244,15.4,15.4,2.697,26.97,0.275,2.75,275.01,2750.1,1.54,1.54,0.2697,2.697,0.0275,0.275,27.501,275.01,0.69,0.69,17.53,1.753,0.085,0.085,2.16,,Stainless Steel,SS,31.654,31.654,140.8,14.358,14358.25,Squared and Ground,Factory Option,6.1127,6.1127,Reference,Reference,8.11,8.11,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.8,0.8,20.32,2.032,Reference,Reference,Reference,Reference,,0.0389644
LC 085L 08 S316,LC 085L 08 S316,LC085L08S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.97,0.97,24.64,2.464,+/-0.02,+/-0.02,+/-0.51,+/-0.051,1,1,25.4,2.54,0.769,0.769,19.53,1.953,MIN,MIN,MIN,MIN,2.75,2.75,69.85,6.985,0.096,0.096,2.44,0.244,15.4,15.4,2.697,26.97,0.275,2.75,275.01,2750.1,1.54,1.54,0.2697,2.697,0.0275,0.275,27.501,275.01,0.69,0.69,17.53,1.753,0.085,0.085,2.16,,Stainless Steel Type 316,SS316,31.654,31.654,140.8,14.358,14358.25,Squared and Ground,Factory Option,6.1127,6.1127,Reference,Reference,8.11,8.11,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.8,0.8,20.32,2.032,Reference,Reference,Reference,Reference,,0.0389644
LC 085L 09 M,LC 085L 09 M,LC085L09M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.97,0.97,24.64,2.464,+/-0.02,+/-0.02,+/-0.51,+/-0.051,1,1,25.4,2.54,0.769,0.769,19.53,1.953,MIN,MIN,MIN,MIN,3,3,76.2,7.62,0.105,0.105,2.67,0.267,16.8,16.8,2.942,29.42,0.3,3,300.01,3000.1,1.68,1.68,0.2942,2.942,0.03,0.3,30.001,300.01,0.74,0.74,18.8,1.88,0.085,0.085,2.16,,Music Wire,MW,38,38,169.03,17.237,17236.8,Squared and Ground,Factory Option,6.724,6.724,Reference,Reference,8.72,8.72,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.8,0.8,20.32,2.032,Reference,Reference,Reference,Reference,,0.0411171
