title,model,field_published_stock_code,field_product_type,field_product_category,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_revision,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm,field_outside_dia_cm,field_out_dia_tol_bld_spc_in,field_out_dia_tol_in,field_out_dia_tol_mm,field_out_dia_tol_cm,field_hole_dia_bd_spe_in,field_hole_dia_in,field_hole_dia_mm,field_hole_dia_cm,field_rod_dia_bd_spe_in,field_rod_dia_in,field_rod_dia_mm,field_rod_dia_cm,field_rod_dia_tole_bd_spe_in,field_rod_dia_tole_in,field_rod_dia_tole_mm,field_rod_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm,field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_tole_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_solid_height_bd_spe_in,field_solid_height_in,field_solid_height_mm,field_solid_height_cm,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_wire_dia_cm,field_material,field_material_short_description,field_load_at_solid_height_bd_lb,field_load_at_solid_height_lb,field_load_at_solid_height_n,field_load_at_solid_height_kg,field_load_at_solid_height_gm,field_end,field_direction_of_wind,field_active_coils_bd_spe,field_active_coils,field_active_coils_tole_bd_spe,field_active_coils_tole,field_total_coils_bd_spe,field_total_coils,field_finish,field_spring_type,field_product_series,field_material_specification,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_ins_dia_tol_bld_spec_in,field_field_inside_dia_tol_in,field_field_inside_dia_tol_mm,field_field_inside_dia_tol_cm,field_color,field_weight_per_item_lb
LC 035EE 02S316,LC 035EE 02S316,LC035EE02S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.375,0.375,9.53,0.953,+/-0.008,+/-0.008,+/-0.2,+/-0.02,0.391,0.391,9.93,0.993,0.294,0.294,7.47,0.747,MIN,MIN,MIN,MIN,0.5,0.5,12.7,1.27,0.018,0.018,0.46,0.046,12.7576,12.758,2.234,22.34,0.2278,2.278,227.83,2278.3,1.276,1.276,0.2235,2.235,0.02279,0.2279,22.787,227.87,0.2069,0.207,5.26,0.526,0.035,0.035,0.89,0.089,Stainless Steel Type 316,SS316,3.7347,3.735,16.61,1.694,1694.06,Squared and Ground,Factory Option,3.7393,3.7393,Reference,Reference,5.7393,5.7393,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.305,0.305,7.75,0.775,Reference,Reference,Reference,Reference,,0.0017955
LC 035EE 03M,LC 035EE 03M,LC035EE03M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.375,0.375,9.53,0.953,+/-0.008,+/-0.008,+/-0.2,+/-0.02,0.391,0.391,9.93,0.993,0.294,0.294,7.47,0.747,MIN,MIN,MIN,MIN,0.563,0.563,14.3,1.43,0.02,0.02,0.51,0.051,13.3582,13.358,2.339,23.39,0.2386,2.386,238.55,2385.5,1.336,1.336,0.234,2.34,0.02386,0.2386,23.858,238.58,0.2266,0.227,5.76,0.576,0.035,0.035,0.89,0.089,Music Wire,MW,4.4834,4.483,19.94,2.034,2033.67,Squared and Ground,Factory Option,4.2872,4.2872,Reference,Reference,6.2872,6.2872,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.305,0.305,7.75,0.775,Reference,Reference,Reference,Reference,,0.0019301
LC 035EE 03S,LC 035EE 03S,LC035EE03S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.375,0.375,9.53,0.953,+/-0.008,+/-0.008,+/-0.2,+/-0.02,0.391,0.391,9.93,0.993,0.294,0.294,7.47,0.747,MIN,MIN,MIN,MIN,0.563,0.563,14.3,1.43,0.02,0.02,0.51,0.051,11.1273,11.127,1.949,19.49,0.1987,1.987,198.71,1987.1,1.113,1.113,0.1949,1.949,0.01988,0.1988,19.876,198.76,0.2266,0.227,5.76,0.576,0.035,0.035,0.89,0.089,Stainless Steel,SS,3.7347,3.735,16.61,1.694,1694.06,Squared and Ground,Factory Option,4.2872,4.2872,Reference,Reference,6.2872,6.2872,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.305,0.305,7.75,0.775,Reference,Reference,Reference,Reference,,0.0019669
LC 035EE 03S316,LC 035EE 03S316,LC035EE03S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.375,0.375,9.53,0.953,+/-0.008,+/-0.008,+/-0.2,+/-0.02,0.391,0.391,9.93,0.993,0.294,0.294,7.47,0.747,MIN,MIN,MIN,MIN,0.563,0.563,14.3,1.43,0.02,0.02,0.51,0.051,11.1273,11.127,1.949,19.49,0.1987,1.987,198.71,1987.1,1.113,1.113,0.1949,1.949,0.01988,0.1988,19.876,198.76,0.2266,0.227,5.76,0.576,0.035,0.035,0.89,0.089,Stainless Steel Type 316,SS316,3.7347,3.735,16.61,1.694,1694.06,Squared and Ground,Factory Option,4.2872,4.2872,Reference,Reference,6.2872,6.2872,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.305,0.305,7.75,0.775,Reference,Reference,Reference,Reference,,0.0019669
LC 035EE 04M,LC 035EE 04M,LC035EE04M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.375,0.375,9.53,0.953,+/-0.008,+/-0.008,+/-0.2,+/-0.02,0.391,0.391,9.93,0.993,0.294,0.294,7.47,0.747,MIN,MIN,MIN,MIN,0.625,0.625,15.88,1.588,0.022,0.022,0.56,0.056,11.8659,11.866,2.078,20.78,0.2119,2.119,211.9,2119,1.187,1.187,0.2079,2.079,0.0212,0.212,21.197,211.97,0.246,0.246,6.25,0.625,0.035,0.035,0.89,0.089,Music Wire,MW,4.4834,4.483,19.94,2.034,2033.67,Squared and Ground,Factory Option,4.8264,4.8264,Reference,Reference,6.8264,6.8264,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.305,0.305,7.75,0.775,Reference,Reference,Reference,Reference,,0.0020957
LC 035EE 04S,LC 035EE 04S,LC035EE04S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.375,0.375,9.53,0.953,+/-0.008,+/-0.008,+/-0.2,+/-0.02,0.391,0.391,9.93,0.993,0.294,0.294,7.47,0.747,MIN,MIN,MIN,MIN,0.625,0.625,15.88,1.588,0.022,0.022,0.56,0.056,9.8843,9.884,1.731,17.31,0.1765,1.765,176.51,1765.1,0.988,0.988,0.173,1.73,0.01764,0.1764,17.644,176.44,0.246,0.246,6.25,0.625,0.035,0.035,0.89,0.089,Stainless Steel,SS,3.7347,3.735,16.61,1.694,1694.06,Squared and Ground,Factory Option,4.8264,4.8264,Reference,Reference,6.8264,6.8264,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.305,0.305,7.75,0.775,Reference,Reference,Reference,Reference,,0.0021356
LC 035EE 04S316,LC 035EE 04S316,LC035EE04S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.375,0.375,9.53,0.953,+/-0.008,+/-0.008,+/-0.2,+/-0.02,0.391,0.391,9.93,0.993,0.294,0.294,7.47,0.747,MIN,MIN,MIN,MIN,0.625,0.625,15.88,1.588,0.022,0.022,0.56,0.056,9.8843,9.884,1.731,17.31,0.1765,1.765,176.51,1765.1,0.988,0.988,0.173,1.73,0.01764,0.1764,17.644,176.44,0.246,0.246,6.25,0.625,0.035,0.035,0.89,0.089,Stainless Steel Type 316,SS316,3.7347,3.735,16.61,1.694,1694.06,Squared and Ground,Factory Option,4.8264,4.8264,Reference,Reference,6.8264,6.8264,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.305,0.305,7.75,0.775,Reference,Reference,Reference,Reference,,0.0021356
LC 035EE 05M,LC 035EE 05M,LC035EE05M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.375,0.375,9.53,0.953,+/-0.008,+/-0.008,+/-0.2,+/-0.02,0.391,0.391,9.93,0.993,0.294,0.294,7.47,0.747,MIN,MIN,MIN,MIN,0.688,0.688,17.48,1.748,0.024,0.024,0.61,0.061,10.6563,10.656,1.866,18.66,0.1903,1.903,190.3,1903,1.066,1.066,0.1867,1.867,0.01904,0.1904,19.037,190.37,0.2658,0.266,6.75,0.675,0.035,0.035,0.89,0.089,Music Wire,MW,4.4834,4.483,19.94,2.034,2033.67,Squared and Ground,Factory Option,5.3742,5.3742,Reference,Reference,7.3742,7.3742,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.305,0.305,7.75,0.775,Reference,Reference,Reference,Reference,,0.0022639
LC 035EE 05S,LC 035EE 05S,LC035EE05S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.375,0.375,9.53,0.953,+/-0.008,+/-0.008,+/-0.2,+/-0.02,0.391,0.391,9.93,0.993,0.294,0.294,7.47,0.747,MIN,MIN,MIN,MIN,0.688,0.688,17.48,1.748,0.024,0.024,0.61,0.061,8.8767,8.877,1.555,15.55,0.1585,1.585,158.52,1585.2,0.888,0.888,0.1555,1.555,0.01586,0.1586,15.858,158.58,0.2658,0.266,6.75,0.675,0.035,0.035,0.89,0.089,Stainless Steel,SS,3.7347,3.735,16.61,1.694,1694.06,Squared and Ground,Factory Option,5.3742,5.3742,Reference,Reference,7.3742,7.3742,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.305,0.305,7.75,0.775,Reference,Reference,Reference,Reference,,0.002307
LC 035EE 05S316,LC 035EE 05S316,LC035EE05S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.375,0.375,9.53,0.953,+/-0.008,+/-0.008,+/-0.2,+/-0.02,0.391,0.391,9.93,0.993,0.294,0.294,7.47,0.747,MIN,MIN,MIN,MIN,0.688,0.688,17.48,1.748,0.024,0.024,0.61,0.061,8.8767,8.877,1.555,15.55,0.1585,1.585,158.52,1585.2,0.888,0.888,0.1555,1.555,0.01586,0.1586,15.858,158.58,0.2658,0.266,6.75,0.675,0.035,0.035,0.89,0.089,Stainless Steel Type 316,SS316,3.7347,3.735,16.61,1.694,1694.06,Squared and Ground,Factory Option,5.3742,5.3742,Reference,Reference,7.3742,7.3742,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.305,0.305,7.75,0.775,Reference,Reference,Reference,Reference,,0.002307
