title,model,field_published_stock_code,field_product_type,field_spring_type,field_product_category,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_product_series,field_revision,field_material,field_material_short_description,field_material_specification,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm,field_outside_dia_cm,field_outside_dia_tole_bd_spe_in,field_outside_dia_tole_in,field_outside_dia_tole_mm,field_outside_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm,field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_tole_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_ins_dia_tol_bld_spec_in,field_field_inside_dia_tol_in,field_field_inside_dia_tol_mm,field_field_inside_dia_tol_cm,field_total_coils_bd_spe,field_total_coils,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_wire_dia_cm,field_end,field_initial_ten_bud_spec_lb,field_initial_tension_lb,field_initial_tension_n,field_initial_tension_kg,field_initial_tension_gm,field_initial_ten_tol_bud_spc_lb,field_initial_ten_tol_lb,field_initial_ten_tol_n,field_initial_ten_tol_kg,field_initial_ten_tol_gm,field_max_load_build_spec_lb,field_max_load_lb,field_max_load_n,field_max_load_kg,field_max_load_gm,field_max_extend_len_bd_spe_in,field_max_extended_length_in,field_max_extended_length_mm,field_max_extended_length_cm,field_body_length_build_spec_in,field_body_length_in,field_body_length_mm,field_body_length_cm,field_direction_of_wind,field_finish,field_weight_per_item_lb,field_loop_insid_dia_bd_spec_in,field_loop_inside_diameter_in,field_loop_inside_diameter_mm,field_loop_inside_diameter_cm,field_loop_position,field_loop_opening_build_spec_in,field_loop_opening_in,field_loop_opening_mm,field_loop_opening_cm
LE 034C 01 S,LE 034C 01 S,LE034C01S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.25,0.25,6.35,0.635,0.005,0.005,0.13,0.013,1,1,25.4,2.54,0.03,0.03,0.76,0.076,9,9,1.576,15.76,0.1607,1.607,160.7,1607,0.9,0.9,0.1576,1.576,0.01607,0.1607,16.07,160.7,0.182,0.182,4.62,0.462,REF,Reference,Reference,Reference,18.4171,18.4,0.034,0.034,0.86,0.086,Standard Loops,0.708,0.708,3.149,0.3211,321.1,0.1416,0.1416,0.6299,0.06423,64.23,5.6644,5.6644,25.197,2.5694,2569.4,1.55,1.55,39.37,3.937,0.636,0.636,16.15,1.615,Factory Option,Passivate per ASTM A967,0.00383,0.182,0.182,4.62,0.462,Random,0.034,0.034,0.86,0.086
LE 034C 01 S316,LE 034C 01 S316,LE034C01S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.25,0.25,6.35,0.635,0.005,0.005,0.13,0.013,1,1,25.4,2.54,0.03,0.03,0.76,0.076,9,9,1.576,15.76,0.1607,1.607,160.7,1607,0.9,0.9,0.1576,1.576,0.01607,0.1607,16.07,160.7,0.182,0.182,4.62,0.462,REF,Reference,Reference,Reference,18.4171,18.4,0.034,0.034,0.86,0.086,Standard Loops,0.708,0.708,3.149,0.3211,321.1,0.1416,0.1416,0.6299,0.06423,64.23,4.248,4.248,18.896,1.9269,1926.9,1.393,1.393,35.38,3.538,0.636,0.636,16.15,1.615,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00383,0.182,0.182,4.62,0.462,Random,0.034,0.034,0.86,0.086
LE 034C 02 M,LE 034C 02 M,LE034C02M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.25,0.25,6.35,0.635,0.005,0.005,0.13,0.013,1.125,1.125,28.58,2.858,0.035,0.035,0.89,0.089,9.1,9.1,1.594,15.94,0.1625,1.625,162.5,1625,0.91,0.91,0.1594,1.594,0.01625,0.1625,16.25,162.5,0.182,0.182,4.62,0.462,REF,Reference,Reference,Reference,21.8576,21.9,0.034,0.034,0.86,0.086,Standard Loops,0.85,0.85,3.781,0.3856,385.6,0.17,0.17,0.7562,0.07711,77.11,6.8,6.8,30.248,3.0845,3084.5,1.775,1.775,45.09,4.509,0.761,0.761,19.33,1.933,Factory Option,Zinc Plate and Bake per ASTM B633,0.00439,0.182,0.182,4.62,0.462,Random,0.034,0.034,0.86,0.086
LE 034C 02 S,LE 034C 02 S,LE034C02S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.25,0.25,6.35,0.635,0.005,0.005,0.13,0.013,1.125,1.125,28.58,2.858,0.035,0.035,0.89,0.089,7.58,7.58,1.328,13.28,0.1354,1.354,135.4,1354,0.758,0.758,0.1328,1.328,0.01354,0.1354,13.54,135.4,0.182,0.182,4.62,0.462,REF,Reference,Reference,Reference,21.8673,21.9,0.034,0.034,0.86,0.086,Standard Loops,0.708,0.708,3.149,0.3211,321.1,0.1416,0.1416,0.6299,0.06423,64.23,5.6644,5.6644,25.197,2.5694,2569.4,1.775,1.775,45.09,4.509,0.761,0.761,19.33,1.933,Factory Option,Passivate per ASTM A967,0.00448,0.182,0.182,4.62,0.462,Random,0.034,0.034,0.86,0.086
LE 034C 02 S316,LE 034C 02 S316,LE034C02S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.25,0.25,6.35,0.635,0.005,0.005,0.13,0.013,1.125,1.125,28.58,2.858,0.035,0.035,0.89,0.089,7.58,7.58,1.328,13.28,0.1354,1.354,135.4,1354,0.758,0.758,0.1328,1.328,0.01354,0.1354,13.54,135.4,0.182,0.182,4.62,0.462,REF,Reference,Reference,Reference,21.8673,21.9,0.034,0.034,0.86,0.086,Standard Loops,0.708,0.708,3.149,0.3211,321.1,0.1416,0.1416,0.6299,0.06423,64.23,4.248,4.248,18.896,1.9269,1926.9,1.592,1.592,40.44,4.044,0.761,0.761,19.33,1.933,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00448,0.182,0.182,4.62,0.462,Random,0.034,0.034,0.86,0.086
LE 034C 03 M,LE 034C 03 M,LE034C03M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.25,0.25,6.35,0.635,0.005,0.005,0.13,0.013,1.25,1.25,31.75,3.175,0.035,0.035,0.89,0.089,7.9,7.9,1.384,13.84,0.1411,1.411,141.1,1411,0.79,0.79,0.1384,1.384,0.01411,0.1411,14.11,141.1,0.182,0.182,4.62,0.462,REF,Reference,Reference,Reference,25.1778,25.2,0.034,0.034,0.86,0.086,Standard Loops,0.85,0.85,3.781,0.3856,385.6,0.17,0.17,0.7562,0.07711,77.11,6.8,6.8,30.248,3.0845,3084.5,2,2,50.8,5.08,0.886,0.886,22.5,2.25,Factory Option,Zinc Plate and Bake per ASTM B633,0.005,0.182,0.182,4.62,0.462,Random,0.034,0.034,0.86,0.086
LE 034C 03 S,LE 034C 03 S,LE034C03S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.25,0.25,6.35,0.635,0.005,0.005,0.13,0.013,1.25,1.25,31.75,3.175,0.035,0.035,0.89,0.089,6.58,6.58,1.152,11.52,0.1175,1.175,117.5,1175,0.658,0.658,0.1152,1.152,0.01175,0.1175,11.75,117.5,0.182,0.182,4.62,0.462,REF,Reference,Reference,Reference,25.1906,25.2,0.034,0.034,0.86,0.086,Standard Loops,0.708,0.708,3.149,0.3211,321.1,0.1416,0.1416,0.6299,0.06423,64.23,5.6644,5.6644,25.197,2.5694,2569.4,2,2,50.8,5.08,0.886,0.886,22.5,2.25,Factory Option,Passivate per ASTM A967,0.0051,0.182,0.182,4.62,0.462,Random,0.034,0.034,0.86,0.086
LE 034C 03 S316,LE 034C 03 S316,LE034C03S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.25,0.25,6.35,0.635,0.005,0.005,0.13,0.013,1.25,1.25,31.75,3.175,0.035,0.035,0.89,0.089,6.58,6.58,1.152,11.52,0.1175,1.175,117.5,1175,0.658,0.658,0.1152,1.152,0.01175,0.1175,11.75,117.5,0.182,0.182,4.62,0.462,REF,Reference,Reference,Reference,25.1906,25.2,0.034,0.034,0.86,0.086,Standard Loops,0.708,0.708,3.149,0.3211,321.1,0.1416,0.1416,0.6299,0.06423,64.23,4.248,4.248,18.896,1.9269,1926.9,1.787,1.787,45.39,4.539,0.886,0.886,22.5,2.25,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.0051,0.182,0.182,4.62,0.462,Random,0.034,0.034,0.86,0.086
LE 034C 04 M,LE 034C 04 M,LE034C04M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.25,0.25,6.35,0.635,0.005,0.005,0.13,0.013,1.375,1.375,34.93,3.493,0.035,0.035,0.89,0.089,6.7,6.7,1.173,11.73,0.1196,1.196,119.6,1196,0.67,0.67,0.1173,1.173,0.01196,0.1196,11.96,119.6,0.182,0.182,4.62,0.462,REF,Reference,Reference,Reference,29.6873,29.7,0.034,0.034,0.86,0.086,Standard Loops,0.85,0.85,3.781,0.3856,385.6,0.17,0.17,0.7562,0.07711,77.11,6.8,6.8,30.248,3.0845,3084.5,2.265,2.265,57.53,5.753,1.011,1.011,25.68,2.568,Factory Option,Zinc Plate and Bake per ASTM B633,0.00583,0.182,0.182,4.62,0.462,Random,0.034,0.034,0.86,0.086
LE 034C 04 S,LE 034C 04 S,LE034C04S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.25,0.25,6.35,0.635,0.005,0.005,0.13,0.013,1.375,1.375,34.93,3.493,0.035,0.035,0.89,0.089,5.58,5.58,0.977,9.77,0.0996,0.996,99.6,996,0.558,0.558,0.0977,0.977,0.00996,0.0996,9.96,99.6,0.182,0.182,4.62,0.462,REF,Reference,Reference,Reference,29.705,29.7,0.034,0.034,0.86,0.086,Standard Loops,0.708,0.708,3.149,0.3211,321.1,0.1416,0.1416,0.6299,0.06423,64.23,5.6644,5.6644,25.197,2.5694,2569.4,2.265,2.265,57.53,5.753,1.011,1.011,25.68,2.568,Factory Option,Passivate per ASTM A967,0.00595,0.182,0.182,4.62,0.462,Random,0.034,0.034,0.86,0.086
