title,model,field_published_stock_code,field_product_type,field_spring_type,field_product_category,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_product_series,field_revision,field_material,field_material_short_description,field_material_specification,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm,field_outside_dia_cm,field_outside_dia_tole_bd_spe_in,field_outside_dia_tole_in,field_outside_dia_tole_mm,field_outside_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm,field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_tole_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_ins_dia_tol_bld_spec_in,field_field_inside_dia_tol_in,field_field_inside_dia_tol_mm,field_field_inside_dia_tol_cm,field_total_coils_bd_spe,field_total_coils,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_wire_dia_cm,field_end,field_initial_ten_bud_spec_lb,field_initial_tension_lb,field_initial_tension_n,field_initial_tension_kg,field_initial_tension_gm,field_initial_ten_tol_bud_spc_lb,field_initial_ten_tol_lb,field_initial_ten_tol_n,field_initial_ten_tol_kg,field_initial_ten_tol_gm,field_max_load_build_spec_lb,field_max_load_lb,field_max_load_n,field_max_load_kg,field_max_load_gm,field_max_extend_len_bd_spe_in,field_max_extended_length_in,field_max_extended_length_mm,field_max_extended_length_cm,field_body_length_build_spec_in,field_body_length_in,field_body_length_mm,field_body_length_cm,field_direction_of_wind,field_finish,field_weight_per_item_lb,field_loop_insid_dia_bd_spec_in,field_loop_inside_diameter_in,field_loop_inside_diameter_mm,field_loop_inside_diameter_cm,field_loop_position,field_loop_opening_build_spec_in,field_loop_opening_in,field_loop_opening_mm,field_loop_opening_cm
LEM055BC 03 M,LEM055BC 03 M,LEM055BC03M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (metric),NR,Music Wire,MW,ASTM A228,0.236,0.236,5.99,0.599,0.01,0.01,0.25,0.025,0.87,0.87,22.1,2.21,0.02,0.02,0.51,0.051,1.31,1.31,0.229,2.29,0.0234,0.234,23.4,234,0.131,0.131,0.0229,0.229,0.00234,0.0234,2.34,23.4,0.194,0.194,4.93,0.493,REF,Reference,Reference,Reference,25,25,0.021,0.021,0.53,0.053,Standard Loops,0.245,0.245,1.09,0.1111,111.1,0.049,0.049,0.218,0.02223,22.23,2.14,2.14,9.519,0.9707,970.7,2.252,2.252,57.2,5.72,0.572,0.572,14.53,1.453,Factory Option,Zinc Plate and Bake per ASTM B633,0.00203,0.192,0.192,4.88,0.488,Inline,0.021,0.021,0.53,0.053
LEM055BC 03 S,LEM055BC 03 S,LEM055BC03S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (metric),NR,Stainless Steel,SS,ASTM A313,0.236,0.236,5.99,0.599,0.01,0.01,0.25,0.025,0.87,0.87,22.1,2.21,0.02,0.02,0.51,0.051,1.08,1.08,0.189,1.89,0.0193,0.193,19.3,193,0.108,0.108,0.0189,0.189,0.00193,0.0193,1.93,19.3,0.194,0.194,4.93,0.493,REF,Reference,Reference,Reference,25,25,0.021,0.021,0.53,0.053,Standard Loops,0.204,0.204,0.907,0.0925,92.5,0.041,0.041,0.1824,0.0186,18.6,1.78,1.78,7.918,0.8074,807.4,2.252,2.252,57.2,5.72,0.572,0.572,14.53,1.453,Factory Option,Passivate per ASTM A967,0.00206,0.192,0.192,4.88,0.488,Inline,0.021,0.021,0.53,0.053
LEM055BC 04 M,LEM055BC 04 M,LEM055BC04M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (metric),NR,Music Wire,MW,ASTM A228,0.236,0.236,5.99,0.599,0.01,0.01,0.25,0.025,1.197,1.197,30.4,3.04,0.024,0.024,0.61,0.061,0.86,0.86,0.151,1.51,0.0154,0.154,15.4,154,0.086,0.086,0.0151,0.151,0.00154,0.0154,1.54,15.4,0.194,0.194,4.93,0.493,REF,Reference,Reference,Reference,40,40,0.021,0.021,0.53,0.053,Standard Loops,0.245,0.245,1.09,0.1111,111.1,0.049,0.049,0.218,0.02223,22.23,2.14,2.14,9.519,0.9707,970.7,3.409,3.409,86.59,8.659,0.902,0.902,22.91,2.291,Factory Option,Zinc Plate and Bake per ASTM B633,0.00303,0.192,0.192,4.88,0.488,Inline,0.021,0.021,0.53,0.053
LEM055BC 04 S,LEM055BC 04 S,LEM055BC04S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (metric),NR,Stainless Steel,SS,ASTM A313,0.236,0.236,5.99,0.599,0.01,0.01,0.25,0.025,1.197,1.197,30.4,3.04,0.024,0.024,0.61,0.061,0.69,0.69,0.121,1.21,0.0123,0.123,12.3,123,0.069,0.069,0.0121,0.121,0.00123,0.0123,1.23,12.3,0.194,0.194,4.93,0.493,REF,Reference,Reference,Reference,40,40,0.021,0.021,0.53,0.053,Standard Loops,0.204,0.204,0.907,0.0925,92.5,0.041,0.041,0.1824,0.0186,18.6,1.78,1.78,7.918,0.8074,807.4,3.409,3.409,86.59,8.659,0.902,0.902,22.91,2.291,Factory Option,Passivate per ASTM A967,0.00318,0.192,0.192,4.88,0.488,Inline,0.021,0.021,0.53,0.053
LEM055BC 05 M,LEM055BC 05 M,LEM055BC05M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (metric),NR,Music Wire,MW,ASTM A228,0.236,0.236,5.99,0.599,0.01,0.01,0.25,0.025,1.63,1.63,41.4,4.14,0.033,0.033,0.84,0.084,0.63,0.63,0.11,1.1,0.0113,0.113,11.3,113,0.063,0.063,0.011,0.11,0.00113,0.0113,1.13,11.3,0.194,0.194,4.93,0.493,REF,Reference,Reference,Reference,60,60,0.021,0.021,0.53,0.053,Standard Loops,0.245,0.245,1.09,0.1111,111.1,0.049,0.049,0.218,0.02223,22.23,2.14,2.14,9.519,0.9707,970.7,4.949,4.949,125.7,12.57,1.342,1.342,34.09,3.409,Factory Option,Zinc Plate and Bake per ASTM B633,0.00408,0.192,0.192,4.88,0.488,Inline,0.021,0.021,0.53,0.053
LEM055BC 05 S,LEM055BC 05 S,LEM055BC05S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (metric),NR,Stainless Steel,SS,ASTM A313,0.236,0.236,5.99,0.599,0.01,0.01,0.25,0.025,1.63,1.63,41.4,4.14,0.033,0.033,0.84,0.084,0.52,0.52,0.091,0.91,0.0093,0.093,9.3,93,0.052,0.052,0.0091,0.091,0.00093,0.0093,0.93,9.3,0.194,0.194,4.93,0.493,REF,Reference,Reference,Reference,58,58,0.021,0.021,0.53,0.053,Standard Loops,0.204,0.204,0.907,0.0925,92.5,0.041,0.041,0.1824,0.0186,18.6,1.78,1.78,7.918,0.8074,807.4,4.949,4.949,125.7,12.57,1.298,1.298,32.97,3.297,Factory Option,Passivate per ASTM A967,0.00458,0.192,0.192,4.88,0.488,Inline,0.021,0.021,0.53,0.053
LEM055C 01 M,LEM055C 01 M,LEM055C01M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (metric),NR,Music Wire,MW,ASTM A228,0.248,0.248,6.3,0.63,0.005,0.005,0.13,0.013,0.61,0.61,15.49,1.549,0.03,0.03,0.76,0.076,3.44,3.44,0.602,6.02,0.0614,0.614,61.4,614,0.344,0.344,0.0602,0.602,0.00614,0.0614,6.14,61.4,0.204,0.204,5.18,0.518,REF,Reference,Reference,Reference,8.849,8.8,0.022,0.022,0.56,0.056,Standard Loops,0.19,0.19,0.845,0.0862,86.2,0.038,0.038,0.169,0.01724,17.24,1.98,1.98,8.807,0.8981,898.1,1.13,1.13,28.7,2.87,0.202,0.202,5.13,0.513,Factory Option,Zinc Plate and Bake per ASTM B633,0.00087,0.204,0.204,5.18,0.518,Random,0.022,0.022,0.56,0.056
LEM055C 01 S,LEM055C 01 S,LEM055C01S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (metric),NR,Stainless Steel,SS,ASTM A313,0.248,0.248,6.3,0.63,0.005,0.005,0.13,0.013,0.61,0.61,15.49,1.549,0.03,0.03,0.76,0.076,2.87,2.87,0.503,5.03,0.0513,0.513,51.3,513,0.287,0.287,0.0503,0.503,0.00513,0.0513,5.13,51.3,0.204,0.204,5.18,0.518,REF,Reference,Reference,Reference,8.8388,8.8,0.022,0.022,0.56,0.056,Standard Loops,0.1582,0.1582,0.704,0.0718,71.8,0.03164,0.03164,0.1407,0.01435,14.35,1.6493,1.6493,7.336,0.7481,748.1,1.13,1.13,28.7,2.87,0.202,0.202,5.13,0.513,Factory Option,Passivate per ASTM A967,0.00089,0.204,0.204,5.18,0.518,Random,0.022,0.022,0.56,0.056
LEM055C 02 M,LEM055C 02 M,LEM055C02M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (metric),NR,Music Wire,MW,ASTM A228,0.248,0.248,6.3,0.63,0.005,0.005,0.13,0.013,0.748,0.748,19,1.9,0.03,0.03,0.76,0.076,1.94,1.94,0.34,3.4,0.0346,0.346,34.6,346,0.194,0.194,0.034,0.34,0.00346,0.0346,3.46,34.6,0.204,0.204,5.18,0.518,REF,Reference,Reference,Reference,15.6911,15.7,0.022,0.022,0.56,0.056,Standard Loops,0.19,0.19,0.845,0.0862,86.2,0.038,0.038,0.169,0.01724,17.24,1.98,1.98,8.807,0.8981,898.1,1.668,1.668,42.37,4.237,0.34,0.34,8.64,0.864,Factory Option,Zinc Plate and Bake per ASTM B633,0.00143,0.204,0.204,5.18,0.518,Random,0.022,0.022,0.56,0.056
LEM055C 02 S,LEM055C 02 S,LEM055C02S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (metric),NR,Stainless Steel,SS,ASTM A313,0.248,0.248,6.3,0.63,0.005,0.005,0.13,0.013,0.748,0.748,19,1.9,0.03,0.03,0.76,0.076,1.62,1.62,0.284,2.84,0.0289,0.289,28.9,289,0.162,0.162,0.0284,0.284,0.00289,0.0289,2.89,28.9,0.204,0.204,5.18,0.518,REF,Reference,Reference,Reference,15.6588,15.7,0.022,0.022,0.56,0.056,Standard Loops,0.1582,0.1582,0.704,0.0718,71.8,0.03164,0.03164,0.1407,0.01435,14.35,1.6493,1.6493,7.336,0.7481,748.1,1.668,1.668,42.37,4.237,0.34,0.34,8.64,0.864,Factory Option,Passivate per ASTM A967,0.00145,0.204,0.204,5.18,0.518,Random,0.022,0.022,0.56,0.056
LEM055C 03 M,LEM055C 03 M,LEM055C03M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (metric),NR,Music Wire,MW,ASTM A228,0.248,0.248,6.3,0.63,0.005,0.005,0.13,0.013,0.866,0.866,22,2.2,0.03,0.03,0.76,0.076,1.41,1.41,0.247,2.47,0.0252,0.252,25.2,252,0.141,0.141,0.0247,0.247,0.00252,0.0252,2.52,25.2,0.204,0.204,5.18,0.518,REF,Reference,Reference,Reference,21.5892,21.6,0.022,0.022,0.56,0.056,Standard Loops,0.19,0.19,0.845,0.0862,86.2,0.038,0.038,0.169,0.01724,17.24,1.98,1.98,8.807,0.8981,898.1,2.136,2.136,54.25,5.425,0.458,0.458,11.63,1.163,Factory Option,Zinc Plate and Bake per ASTM B633,0.0019,0.204,0.204,5.18,0.518,Random,0.022,0.022,0.56,0.056
LEM055C 03 S,LEM055C 03 S,LEM055C03S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (metric),NR,Stainless Steel,SS,ASTM A313,0.248,0.248,6.3,0.63,0.005,0.005,0.13,0.013,0.866,0.866,22,2.2,0.03,0.03,0.76,0.076,1.17,1.17,0.205,2.05,0.0209,0.209,20.9,209,0.117,0.117,0.0205,0.205,0.00209,0.0209,2.09,20.9,0.204,0.204,5.18,0.518,REF,Reference,Reference,Reference,21.6815,21.7,0.022,0.022,0.56,0.056,Standard Loops,0.1582,0.1582,0.704,0.0718,71.8,0.03164,0.03164,0.1407,0.01435,14.35,1.6493,1.6493,7.336,0.7481,748.1,2.136,2.136,54.25,5.425,0.458,0.458,11.63,1.163,Factory Option,Passivate per ASTM A967,0.00195,0.204,0.204,5.18,0.518,Random,0.022,0.022,0.56,0.056
LEM055C 04 M,LEM055C 04 M,LEM055C04M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (metric),NR,Music Wire,MW,ASTM A228,0.248,0.248,6.3,0.63,0.005,0.005,0.13,0.013,0.984,0.984,24.99,2.499,0.03,0.03,0.76,0.076,1.11,1.11,0.194,1.94,0.0198,0.198,19.8,198,0.111,0.111,0.0194,0.194,0.00198,0.0198,1.98,19.8,0.204,0.204,5.18,0.518,REF,Reference,Reference,Reference,27.4241,27.4,0.022,0.022,0.56,0.056,Standard Loops,0.19,0.19,0.845,0.0862,86.2,0.038,0.038,0.169,0.01724,17.24,1.98,1.98,8.807,0.8981,898.1,2.594,2.594,65.89,6.589,0.576,0.576,14.63,1.463,Factory Option,Zinc Plate and Bake per ASTM B633,0.00237,0.204,0.204,5.18,0.518,Random,0.022,0.022,0.56,0.056
LEM055C 04 S,LEM055C 04 S,LEM055C04S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (metric),NR,Stainless Steel,SS,ASTM A313,0.248,0.248,6.3,0.63,0.005,0.005,0.13,0.013,0.984,0.984,24.99,2.499,0.03,0.03,0.76,0.076,0.92,0.92,0.161,1.61,0.0164,0.164,16.4,164,0.092,0.092,0.0161,0.161,0.00164,0.0164,1.64,16.4,0.204,0.204,5.18,0.518,REF,Reference,Reference,Reference,27.5732,27.6,0.022,0.022,0.56,0.056,Standard Loops,0.1582,0.1582,0.704,0.0718,71.8,0.03164,0.03164,0.1407,0.01435,14.35,1.6493,1.6493,7.336,0.7481,748.1,2.594,2.594,65.89,6.589,0.576,0.576,14.63,1.463,Factory Option,Passivate per ASTM A967,0.00243,0.204,0.204,5.18,0.518,Random,0.022,0.022,0.56,0.056
LEM055C 05 M,LEM055C 05 M,LEM055C05M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (metric),NR,Music Wire,MW,ASTM A228,0.248,0.248,6.3,0.63,0.005,0.005,0.13,0.013,1.181,1.181,30,3,0.035,0.035,0.89,0.089,0.82,0.82,0.144,1.44,0.0146,0.146,14.6,146,0.082,0.082,0.0144,0.144,0.00146,0.0146,1.46,14.6,0.204,0.204,5.18,0.518,REF,Reference,Reference,Reference,37.1229,37.1,0.022,0.022,0.56,0.056,Standard Loops,0.19,0.19,0.845,0.0862,86.2,0.038,0.038,0.169,0.01724,17.24,1.98,1.98,8.807,0.8981,898.1,3.361,3.361,85.37,8.537,0.773,0.773,19.63,1.963,Factory Option,Zinc Plate and Bake per ASTM B633,0.00315,0.204,0.204,5.18,0.518,Random,0.022,0.022,0.56,0.056
